"ple0081_h","year","hgtyp1hh","pgcasmin","n","percent","lower_confidence","upper_confidence"
"No","2004","1-pers.-HH","(2c_gen) general maturity certificate","92","0.66827737862234","0.589146759924611","0.747407997320069"
"No","2004","1-pers.-HH","(2c_voc) vocational maturity certificate","146","0.67359191816993","0.612323634067995","0.734860202271864"
"No","2004","1-pers.-HH","(3a) lower tertiary education","149","0.673583503424199","0.612178204106241","0.734988802742157"
"No","2004","1-pers.-HH","(3b) higher tertiary education","242","0.741045512479228","0.693346460501178","0.788744564457278"
"No","2004","(Married) couple without C. ","(0) in school","3","","",""
"No","2004","(Married) couple without C. ","(1a) inadequately completed","52","0.763903524598295","0.67084265503102","0.85696439416557"
"No","2004","(Married) couple without C. ","(1b) general elementary school","546","0.777501282443732","0.745936740804954","0.80906582408251"
"No","2004","(Married) couple without C. ","(1c) basic vocational qualification","2071","0.796108033693797","0.780756943214619","0.811459124172975"
"No","2004","(Married) couple without C. ","(2b) intermediate general qualification","53","0.672617716695439","0.575126649251888","0.77010878413899"
"No","2004","(Married) couple without C. ","(2a) intermediate vocational","1057","0.721890186605942","0.699123996855176","0.744656376356708"
"No","2004","(Married) couple without C. ","(2c_gen) general maturity certificate","84","0.65780077018203","0.576863635019905","0.738737905344155"
"No","2004","(Married) couple without C. ","(2c_voc) vocational maturity certificate","347","0.765546611557534","0.727326568861646","0.803766654253422"
"No","2004","(Married) couple without C. ","(3a) lower tertiary education","568","0.787797891794485","0.757487485533277","0.818108298055694"
"No","2004","(Married) couple without C. ","(3b) higher tertiary education","789","0.81185055201416","0.78716604450502","0.836535059523299"
"No","2004","Single parent ","(0) in school","51","0.680837109982637","0.577387562822287","0.784286657142988"
"No","2004","Single parent ","(1a) inadequately completed","9","","",""
"No","2004","Single parent ","(1b) general elementary school","94","0.625343624687854","0.549869953677771","0.700817295697938"
"No","2004","Single parent ","(1c) basic vocational qualification","113","0.459550359727237","0.396761213285255","0.522339506169218"
"No","2004","Single parent ","(2b) intermediate general qualification","38","0.539385790000716","0.425819183824013","0.652952396177418"
"No","2004","Single parent ","(2a) intermediate vocational","139","0.502996241076062","0.442337967732577","0.563654514419547"
"No","2004","Single parent ","(2c_gen) general maturity certificate","35","0.536534127692294","0.410357178735916","0.662711076648672"
"No","2004","Single parent ","(2c_voc) vocational maturity certificate","31","0.524343887829869","0.394696040835793","0.653991734823944"
"No","2004","Single parent ","(3a) lower tertiary education","32","0.611535396602114","0.473651357037199","0.74941943616703"
"No","2004","Single parent ","(3b) higher tertiary education","46","0.647582805696217","0.532329783489246","0.762835827903188"
"No","2004","Couple + C. LE 16 ","(0) in school","","","",""
"No","2004","Couple + C. LE 16 ","(1a) inadequately completed","14","","",""
"No","2004","Couple + C. LE 16 ","(1b) general elementary school","119","0.526841744360401","0.463936955561079","0.589746533159722"
"No","2004","Couple + C. LE 16 ","(1c) basic vocational qualification","500","0.566411796050207","0.534053133023655","0.59877045907676"
"No","2004","Couple + C. LE 16 ","(2b) intermediate general qualification","29","","",""
"No","2004","Couple + C. LE 16 ","(2a) intermediate vocational","892","0.683657533344188","0.658636186690889","0.708678879997487"
"No","2004","Couple + C. LE 16 ","(2c_gen) general maturity certificate","49","0.610384460412687","0.502161188702558","0.718607732122815"
"No","2004","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","340","0.749306433192626","0.70978538736718","0.788827479018071"
"No","2004","Couple + C. LE 16 ","(3a) lower tertiary education","265","0.814944562567088","0.77298170060066","0.856907424533516"
"No","2004","Couple + C. LE 16 ","(3b) higher tertiary education","507","0.814653305372774","0.783535173671341","0.845771437074206"
"No","2004","Couple + C. GT 16 ","(0) in school","215","0.792030938527746","0.744493090871305","0.839568786184187"
"No","2004","Couple + C. GT 16 ","(1a) inadequately completed","35","0.600048489607748","0.470580146424201","0.729516832791296"
"No","2004","Couple + C. GT 16 ","(1b) general elementary school","200","0.671307644444519","0.618063960709734","0.724551328179304"
"No","2004","Couple + C. GT 16 ","(1c) basic vocational qualification","572","0.629468528744057","0.597560034069222","0.661377023418892"
"No","2004","Couple + C. GT 16 ","(2b) intermediate general qualification","138","0.668224732310975","0.603612271126121","0.73283719349583"
"No","2004","Couple + C. GT 16 ","(2a) intermediate vocational","552","0.623923989126132","0.591302029668199","0.656545948584064"
"No","2004","Couple + C. GT 16 ","(2c_gen) general maturity certificate","235","0.681576024487344","0.631159697590673","0.731992351384015"
"No","2004","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","178","0.779262990482961","0.726682002367612","0.83184397859831"
"No","2004","Couple + C. GT 16 ","(3a) lower tertiary education","203","0.776722104345377","0.726582505888653","0.826861702802101"
"No","2004","Couple + C. GT 16 ","(3b) higher tertiary education","342","0.77887660221353","0.738948770993248","0.818804433433812"
"No","2004","Couple + C. LE and GT 16","(0) in school","213","0.786307243461366","0.737230952473413","0.835383534449319"
"No","2004","Couple + C. LE and GT 16","(1a) inadequately completed","17","","",""
"No","2004","Couple + C. LE and GT 16","(1b) general elementary school","84","0.602820654180378","0.527471570748242","0.678169737612513"
"No","2004","Couple + C. LE and GT 16","(1c) basic vocational qualification","188","0.537264400453479","0.484726764097359","0.5898020368096"
"No","2004","Couple + C. LE and GT 16","(2b) intermediate general qualification","69","0.565536776385672","0.472051514413369","0.659022038357975"
"No","2004","Couple + C. LE and GT 16","(2a) intermediate vocational","229","0.663491102288595","0.614199087977145","0.712783116600044"
"No","2004","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","58","0.667607981860796","0.56862181246193","0.766594151259662"
"No","2004","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","60","0.657130604776157","0.556221852556484","0.758039356995829"
"No","2004","Couple + C. LE and GT 16","(3a) lower tertiary education","69","0.649178412410111","0.559174497003111","0.739182327817111"
"No","2004","Couple + C. LE and GT 16","(3b) higher tertiary education","146","0.880759605566742","0.832468690428984","0.9290505207045"
"Yes","2005","1-pers.-HH","(0) in school","","","",""
"Yes","2005","1-pers.-HH","(1a) inadequately completed","","","",""
"Yes","2005","1-pers.-HH","(1b) general elementary school","","","",""
"Yes","2005","1-pers.-HH","(1c) basic vocational qualification","","","",""
"Yes","2005","1-pers.-HH","(2b) intermediate general qualification","","","",""
"Yes","2005","1-pers.-HH","(2a) intermediate vocational","","","",""
"Yes","2005","1-pers.-HH","(2c_gen) general maturity certificate","","","",""
"Yes","2005","1-pers.-HH","(2c_voc) vocational maturity certificate","","","",""
"Yes","2005","1-pers.-HH","(3a) lower tertiary education","","","",""
"Yes","2005","1-pers.-HH","(3b) higher tertiary education","","","",""
"Yes","2005","(Married) couple without C. ","(0) in school","","","",""
"Yes","2005","(Married) couple without C. ","(1a) inadequately completed","","","",""
"Yes","2005","(Married) couple without C. ","(1b) general elementary school","","","",""
"Yes","2005","(Married) couple without C. ","(1c) basic vocational qualification","","","",""
"Yes","2005","(Married) couple without C. ","(2b) intermediate general qualification","","","",""
"Yes","2005","(Married) couple without C. ","(2a) intermediate vocational","","","",""
"Yes","2005","(Married) couple without C. ","(2c_gen) general maturity certificate","","","",""
"Yes","2005","(Married) couple without C. ","(2c_voc) vocational maturity certificate","","","",""
"Yes","2005","(Married) couple without C. ","(3a) lower tertiary education","","","",""
"Yes","2005","(Married) couple without C. ","(3b) higher tertiary education","","","",""
"Yes","2005","Single parent ","(0) in school","","","",""
"Yes","2005","Single parent ","(1a) inadequately completed","","","",""
"Yes","2005","Single parent ","(1b) general elementary school","","","",""
"Yes","2005","Single parent ","(1c) basic vocational qualification","","","",""
"Yes","2005","Single parent ","(2b) intermediate general qualification","","","",""
"Yes","2005","Single parent ","(2a) intermediate vocational","","","",""
"Yes","2005","Single parent ","(2c_gen) general maturity certificate","","","",""
"Yes","2005","Single parent ","(2c_voc) vocational maturity certificate","","","",""
"Yes","2005","Single parent ","(3a) lower tertiary education","","","",""
"Yes","2005","Single parent ","(3b) higher tertiary education","","","",""
"Yes","2005","Couple + C. LE 16 ","(0) in school","","","",""
"Yes","2005","Couple + C. LE 16 ","(1a) inadequately completed","","","",""
"Yes","2005","Couple + C. LE 16 ","(1b) general elementary school","","","",""
"Yes","2005","Couple + C. LE 16 ","(1c) basic vocational qualification","","","",""
"Yes","2005","Couple + C. LE 16 ","(2b) intermediate general qualification","","","",""
"Yes","2005","Couple + C. LE 16 ","(2a) intermediate vocational","","","",""
"Yes","2005","Couple + C. LE 16 ","(2c_gen) general maturity certificate","","","",""
"Yes","2005","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","","","",""
"Yes","2005","Couple + C. LE 16 ","(3a) lower tertiary education","","","",""
"Yes","2005","Couple + C. LE 16 ","(3b) higher tertiary education","","","",""
"Yes","2005","Couple + C. GT 16 ","(0) in school","","","",""
"Yes","2005","Couple + C. GT 16 ","(1a) inadequately completed","","","",""
"Yes","2005","Couple + C. GT 16 ","(1b) general elementary school","","","",""
"Yes","2005","Couple + C. GT 16 ","(1c) basic vocational qualification","","","",""
"Yes","2005","Couple + C. GT 16 ","(2b) intermediate general qualification","","","",""
"Yes","2005","Couple + C. GT 16 ","(2a) intermediate vocational","","","",""
"Yes","2005","Couple + C. GT 16 ","(2c_gen) general maturity certificate","","","",""
"Yes","2005","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","","","",""
"Yes","2005","Couple + C. GT 16 ","(3a) lower tertiary education","","","",""
"Yes","2005","Couple + C. GT 16 ","(3b) higher tertiary education","","","",""
"Yes","2005","Couple + C. LE and GT 16","(0) in school","","","",""
"Yes","2005","Couple + C. LE and GT 16","(1a) inadequately completed","","","",""
"Yes","2005","Couple + C. LE and GT 16","(1b) general elementary school","","","",""
"Yes","2005","Couple + C. LE and GT 16","(1c) basic vocational qualification","","","",""
"Yes","2005","Couple + C. LE and GT 16","(2b) intermediate general qualification","","","",""
"Yes","2005","Couple + C. LE and GT 16","(2a) intermediate vocational","","","",""
"Yes","2005","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","","","",""
"Yes","2005","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","","","",""
"Yes","2005","Couple + C. LE and GT 16","(3a) lower tertiary education","","","",""
"Yes","2005","Couple + C. LE and GT 16","(3b) higher tertiary education","","","",""
"No","2005","1-pers.-HH","(0) in school","","","",""
"No","2005","1-pers.-HH","(1a) inadequately completed","","","",""
"No","2005","1-pers.-HH","(1b) general elementary school","","","",""
"No","2005","1-pers.-HH","(1c) basic vocational qualification","","","",""
"No","2005","1-pers.-HH","(2b) intermediate general qualification","","","",""
"No","2005","1-pers.-HH","(2a) intermediate vocational","","","",""
"No","2005","1-pers.-HH","(2c_gen) general maturity certificate","","","",""
"No","2005","1-pers.-HH","(2c_voc) vocational maturity certificate","","","",""
"No","2005","1-pers.-HH","(3a) lower tertiary education","","","",""
"No","2005","1-pers.-HH","(3b) higher tertiary education","","","",""
"No","2005","(Married) couple without C. ","(0) in school","","","",""
"No","2005","(Married) couple without C. ","(1a) inadequately completed","","","",""
"No","2005","(Married) couple without C. ","(1b) general elementary school","","","",""
"No","2005","(Married) couple without C. ","(1c) basic vocational qualification","","","",""
"No","2005","(Married) couple without C. ","(2b) intermediate general qualification","","","",""
"No","2005","(Married) couple without C. ","(2a) intermediate vocational","","","",""
"No","2005","(Married) couple without C. ","(2c_gen) general maturity certificate","","","",""
