"ple0081_h","year","hgtyp1hh","pgcasmin","n","percent","lower_confidence","upper_confidence"
"No","2005","Couple + C. LE and GT 16","(3a) lower tertiary education","","","",""
"No","2005","Couple + C. LE and GT 16","(3b) higher tertiary education","","","",""
"Yes","2006","1-pers.-HH","(0) in school","2","","",""
"Yes","2006","1-pers.-HH","(1a) inadequately completed","10","","",""
"Yes","2006","1-pers.-HH","(1b) general elementary school","91","0.211946563208333","0.173452374953023","0.250440751463642"
"Yes","2006","1-pers.-HH","(1c) basic vocational qualification","289","0.309730325862192","0.280766361347082","0.338694290377301"
"Yes","2006","1-pers.-HH","(2b) intermediate general qualification","32","0.409848524379779","0.287430410809943","0.532266637949614"
"Yes","2006","1-pers.-HH","(2a) intermediate vocational","287","0.402482099320983","0.366760774869183","0.438203423772783"
"Yes","2006","1-pers.-HH","(2c_gen) general maturity certificate","58","0.329923644244309","0.254929304726703","0.404917983761915"
"Yes","2006","1-pers.-HH","(2c_voc) vocational maturity certificate","83","0.334452868419353","0.276883017005291","0.392022719833414"
"Yes","2006","1-pers.-HH","(3a) lower tertiary education","77","0.28702368759553","0.232455120718787","0.341592254472272"
"Yes","2006","1-pers.-HH","(3b) higher tertiary education","88","0.225287076145295","0.183610409283667","0.266963743006922"
"Yes","2006","(Married) couple without C. ","(0) in school","3","","",""
"Yes","2006","(Married) couple without C. ","(1a) inadequately completed","33","0.302646144681124","0.209775525660267","0.395516763701981"
"Yes","2006","(Married) couple without C. ","(1b) general elementary school","111","0.198117484362362","0.167686068553015","0.228548900171709"
"Yes","2006","(Married) couple without C. ","(1c) basic vocational qualification","585","0.205036963197745","0.190122815496122","0.219951110899368"
"Yes","2006","(Married) couple without C. ","(2b) intermediate general qualification","40","0.5306541673322","0.429225927381748","0.632082407282651"
"Yes","2006","(Married) couple without C. ","(2a) intermediate vocational","457","0.281822279591774","0.260028759804925","0.303615799378623"
"Yes","2006","(Married) couple without C. ","(2c_gen) general maturity certificate","38","0.339784114305088","0.261882144523809","0.417686084086367"
"Yes","2006","(Married) couple without C. ","(2c_voc) vocational maturity certificate","113","0.203886289753746","0.168501633365599","0.239270946141893"
"Yes","2006","(Married) couple without C. ","(3a) lower tertiary education","146","0.226678525823616","0.197408571623192","0.255948480024041"
"Yes","2006","(Married) couple without C. ","(3b) higher tertiary education","194","0.185713937922616","0.162564300145959","0.208863575699273"
"Yes","2006","Single parent ","(0) in school","16","","",""
"Yes","2006","Single parent ","(1a) inadequately completed","7","","",""
"Yes","2006","Single parent ","(1b) general elementary school","76","0.479710113992887","0.400288551585868","0.559131676399906"
"Yes","2006","Single parent ","(1c) basic vocational qualification","132","0.552594997029968","0.490333588526058","0.614856405533878"
"Yes","2006","Single parent ","(2b) intermediate general qualification","44","0.667444353428666","0.556280590227486","0.778608116629846"
"Yes","2006","Single parent ","(2a) intermediate vocational","134","0.480468341051869","0.423837776146719","0.537098905957018"
"Yes","2006","Single parent ","(2c_gen) general maturity certificate","25","","",""
"Yes","2006","Single parent ","(2c_voc) vocational maturity certificate","29","","",""
"Yes","2006","Single parent ","(3a) lower tertiary education","20","","",""
"Yes","2006","Single parent ","(3b) higher tertiary education","24","","",""
"Yes","2006","Couple + C. LE 16 ","(0) in school","","","",""
"Yes","2006","Couple + C. LE 16 ","(1a) inadequately completed","16","","",""
"Yes","2006","Couple + C. LE 16 ","(1b) general elementary school","118","0.503421900957883","0.435636716624013","0.571207085291753"
"Yes","2006","Couple + C. LE 16 ","(1c) basic vocational qualification","359","0.450962325105017","0.417372672863435","0.484551977346598"
"Yes","2006","Couple + C. LE 16 ","(2b) intermediate general qualification","35","0.521134473619621","0.400614837584451","0.64165410965479"
"Yes","2006","Couple + C. LE 16 ","(2a) intermediate vocational","394","0.310302292445333","0.284738242714282","0.335866342176385"
"Yes","2006","Couple + C. LE 16 ","(2c_gen) general maturity certificate","26","","",""
"Yes","2006","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","123","0.248234776996268","0.209867936336204","0.286601617656331"
"Yes","2006","Couple + C. LE 16 ","(3a) lower tertiary education","51","0.169585739196569","0.128275232328878","0.210896246064259"
"Yes","2006","Couple + C. LE 16 ","(3b) higher tertiary education","87","0.178404326689836","0.148096861369372","0.208711792010301"
"Yes","2006","Couple + C. GT 16 ","(0) in school","40","0.224408457369461","0.16396369303513","0.284853221703793"
"Yes","2006","Couple + C. GT 16 ","(1a) inadequately completed","7","","",""
"Yes","2006","Couple + C. GT 16 ","(1b) general elementary school","101","0.377120541883425","0.319941661280876","0.434299422485975"
"Yes","2006","Couple + C. GT 16 ","(1c) basic vocational qualification","303","0.374932198478525","0.342577392587479","0.407287004369571"
"Yes","2006","Couple + C. GT 16 ","(2b) intermediate general qualification","68","0.437293789880645","0.365226215331809","0.509361364429482"
"Yes","2006","Couple + C. GT 16 ","(2a) intermediate vocational","268","0.322197228357911","0.290632313984176","0.353762142731646"
"Yes","2006","Couple + C. GT 16 ","(2c_gen) general maturity certificate","70","0.26538460505657","0.213103990357872","0.317665219755267"
"Yes","2006","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","71","0.352615645851892","0.289336891357119","0.415894400346665"
"Yes","2006","Couple + C. GT 16 ","(3a) lower tertiary education","55","0.205280807033333","0.154807523168035","0.255754090898632"
"Yes","2006","Couple + C. GT 16 ","(3b) higher tertiary education","74","0.196566611638263","0.158193298589344","0.234939924687182"
"Yes","2006","Couple + C. LE and GT 16","(0) in school","25","","",""
"Yes","2006","Couple + C. LE and GT 16","(1a) inadequately completed","11","","",""
"Yes","2006","Couple + C. LE and GT 16","(1b) general elementary school","70","0.493628140855234","0.40768501387882","0.579571267831649"
"Yes","2006","Couple + C. LE and GT 16","(1c) basic vocational qualification","125","0.444765862238447","0.38727339509704","0.502258329379853"
"Yes","2006","Couple + C. LE and GT 16","(2b) intermediate general qualification","32","0.417870360493812","0.320716260328674","0.515024460658949"
"Yes","2006","Couple + C. LE and GT 16","(2a) intermediate vocational","93","0.311487120481922","0.259852031159306","0.363122209804538"
"Yes","2006","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","30","0.434538591170922","0.325231029442811","0.543846152899034"
"Yes","2006","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","22","","",""
"Yes","2006","Couple + C. LE and GT 16","(3a) lower tertiary education","27","","",""
"Yes","2006","Couple + C. LE and GT 16","(3b) higher tertiary education","23","","",""
"No","2006","1-pers.-HH","(0) in school","3","","",""
"No","2006","1-pers.-HH","(1a) inadequately completed","27","","",""
"No","2006","1-pers.-HH","(1b) general elementary school","342","0.788053436791667","0.749559248536358","0.826547625046977"
"No","2006","1-pers.-HH","(1c) basic vocational qualification","690","0.690269674137808","0.661305709622699","0.719233638652918"
"No","2006","1-pers.-HH","(2b) intermediate general qualification","30","0.590151475620221","0.467733362050386","0.712569589190057"
"No","2006","1-pers.-HH","(2a) intermediate vocational","437","0.597517900679017","0.561796576227217","0.633239225130817"
"No","2006","1-pers.-HH","(2c_gen) general maturity certificate","93","0.670076355755691","0.595082016238085","0.745070695273297"
"No","2006","1-pers.-HH","(2c_voc) vocational maturity certificate","175","0.665547131580647","0.607977280166586","0.723116982994709"
"No","2006","1-pers.-HH","(3a) lower tertiary education","187","0.71297631240447","0.658407745527728","0.767544879281213"
"No","2006","1-pers.-HH","(3b) higher tertiary education","298","0.774712923854705","0.733036256993078","0.816389590716333"
"No","2006","(Married) couple without C. ","(0) in school","9","","",""
"No","2006","(Married) couple without C. ","(1a) inadequately completed","61","0.697353855318876","0.604483236298019","0.790224474339733"
"No","2006","(Married) couple without C. ","(1b) general elementary school","548","0.801882515637638","0.771451099828291","0.832313931446985"
"No","2006","(Married) couple without C. ","(1c) basic vocational qualification","2230","0.794963036802255","0.780048889100632","0.809877184503878"
"No","2006","(Married) couple without C. ","(2b) intermediate general qualification","53","0.4693458326678","0.367917592717349","0.570774072618252"
"No","2006","(Married) couple without C. ","(2a) intermediate vocational","1180","0.718177720408226","0.696384200621377","0.739971240195075"
"No","2006","(Married) couple without C. ","(2c_gen) general maturity certificate","104","0.660215885694912","0.582313915913633","0.738117855476191"
"No","2006","(Married) couple without C. ","(2c_voc) vocational maturity certificate","385","0.796113710246254","0.760729053858107","0.831498366634401"
"No","2006","(Married) couple without C. ","(3a) lower tertiary education","640","0.773321474176384","0.744051519975959","0.802591428376809"
"No","2006","(Married) couple without C. ","(3b) higher tertiary education","890","0.814286062077384","0.791136424300727","0.837435699854041"
"No","2006","Single parent ","(0) in school","44","0.712569561203648","0.598057171429917","0.827081950977378"
"No","2006","Single parent ","(1a) inadequately completed","9","","",""
"No","2006","Single parent ","(1b) general elementary school","76","0.520289886007113","0.440868323600094","0.599711448414131"
"No","2006","Single parent ","(1c) basic vocational qualification","113","0.447405002970032","0.385143594466122","0.509666411473942"
"No","2006","Single parent ","(2b) intermediate general qualification","25","","",""
"No","2006","Single parent ","(2a) intermediate vocational","165","0.519531658948131","0.462901094042982","0.576162223853281"
"No","2006","Single parent ","(2c_gen) general maturity certificate","51","0.757516902285617","0.661161028424853","0.853872776146381"
"No","2006","Single parent ","(2c_voc) vocational maturity certificate","31","0.569889721958512","0.44461663238797","0.695162811529053"
"No","2006","Single parent ","(3a) lower tertiary education","39","0.585713040007298","0.460018861593105","0.711407218421492"
"No","2006","Single parent ","(3b) higher tertiary education","67","0.685846211573296","0.590476181948439","0.781216241198153"
"No","2006","Couple + C. LE 16 ","(0) in school","","","",""
"No","2006","Couple + C. LE 16 ","(1a) inadequately completed","12","","",""
"No","2006","Couple + C. LE 16 ","(1b) general elementary school","91","0.496578099042117","0.428792914708247","0.564363283375987"
"No","2006","Couple + C. LE 16 ","(1c) basic vocational qualification","484","0.549037674894983","0.515448022653402","0.582627327136565"
"No","2006","Couple + C. LE 16 ","(2b) intermediate general qualification","31","0.47886552638038","0.35834589034521","0.599385162415549"
"No","2006","Couple + C. LE 16 ","(2a) intermediate vocational","864","0.689697707554667","0.664133657823615","0.715261757285718"
"No","2006","Couple + C. LE 16 ","(2c_gen) general maturity certificate","57","0.745844316337267","0.652178084245513","0.839510548429021"
"No","2006","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","364","0.751765223003732","0.713398382343669","0.790132063663796"
"No","2006","Couple + C. LE 16 ","(3a) lower tertiary education","266","0.830414260803431","0.789103753935741","0.871724767671122"
"No","2006","Couple + C. LE 16 ","(3b) higher tertiary education","526","0.821595673310164","0.791288207989699","0.851903138630628"
"No","2006","Couple + C. GT 16 ","(0) in school","143","0.775591542630539","0.715146778296207","0.83603630696487"
"No","2006","Couple + C. GT 16 ","(1a) inadequately completed","22","","",""
"No","2006","Couple + C. GT 16 ","(1b) general elementary school","175","0.622879458116575","0.565700577514025","0.680058338719124"
"No","2006","Couple + C. GT 16 ","(1c) basic vocational qualification","557","0.625067801521475","0.592712995630429","0.657422607412521"
"No","2006","Couple + C. GT 16 ","(2b) intermediate general qualification","114","0.562706210119354","0.490638635570518","0.634773784668191"
"No","2006","Couple + C. GT 16 ","(2a) intermediate vocational","574","0.677802771642089","0.646237857268354","0.709367686015824"
"No","2006","Couple + C. GT 16 ","(2c_gen) general maturity certificate","204","0.73461539494343","0.682334780244733","0.786896009642128"
"No","2006","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","148","0.647384354148108","0.584105599653335","0.710663108642881"
"No","2006","Couple + C. GT 16 ","(3a) lower tertiary education","191","0.794719192966667","0.744245909101368","0.845192476831965"
"No","2006","Couple + C. GT 16 ","(3b) higher tertiary education","338","0.803433388361737","0.765060075312818","0.841806701410656"
"No","2006","Couple + C. LE and GT 16","(0) in school","113","0.800100592581203","0.733375897595728","0.866825287566677"
"No","2006","Couple + C. LE and GT 16","(1a) inadequately completed","14","","",""
"No","2006","Couple + C. LE and GT 16","(1b) general elementary school","60","0.506371859144766","0.420428732168351","0.59231498612118"
"No","2006","Couple + C. LE and GT 16","(1c) basic vocational qualification","162","0.555234137761554","0.497741670620147","0.61272660490296"
"No","2006","Couple + C. LE and GT 16","(2b) intermediate general qualification","67","0.582129639506188","0.484975539341051","0.679283739671326"
"No","2006","Couple + C. LE and GT 16","(2a) intermediate vocational","216","0.688512879518078","0.636877790195462","0.740147968840694"
"No","2006","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","49","0.565461408829078","0.456153847100966","0.674768970557189"
"No","2006","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","68","0.6663612355194","0.56894755534056","0.76377491569824"
"No","2006","Couple + C. LE and GT 16","(3a) lower tertiary education","75","0.714414780880974","0.62675687649863","0.802072685263317"
"No","2006","Couple + C. LE and GT 16","(3b) higher tertiary education","132","0.899682043496903","0.85238694800298","0.946977138990826"
"Yes","2007","1-pers.-HH","(0) in school","","","",""
"Yes","2007","1-pers.-HH","(1a) inadequately completed","","","",""
"Yes","2007","1-pers.-HH","(1b) general elementary school","","","",""
"Yes","2007","1-pers.-HH","(1c) basic vocational qualification","","","",""
"Yes","2007","1-pers.-HH","(2b) intermediate general qualification","","","",""
"Yes","2007","1-pers.-HH","(2a) intermediate vocational","","","",""
"Yes","2007","1-pers.-HH","(2c_gen) general maturity certificate","","","",""
"Yes","2007","1-pers.-HH","(2c_voc) vocational maturity certificate","","","",""
"Yes","2007","1-pers.-HH","(3a) lower tertiary education","","","",""
"Yes","2007","1-pers.-HH","(3b) higher tertiary education","","","",""
"Yes","2007","(Married) couple without C. ","(0) in school","","","",""
"Yes","2007","(Married) couple without C. ","(1a) inadequately completed","","","",""
"Yes","2007","(Married) couple without C. ","(1b) general elementary school","","","",""
"Yes","2007","(Married) couple without C. ","(1c) basic vocational qualification","","","",""
"Yes","2007","(Married) couple without C. ","(2b) intermediate general qualification","","","",""
"Yes","2007","(Married) couple without C. ","(2a) intermediate vocational","","","",""
"Yes","2007","(Married) couple without C. ","(2c_gen) general maturity certificate","","","",""
"Yes","2007","(Married) couple without C. ","(2c_voc) vocational maturity certificate","","","",""
"Yes","2007","(Married) couple without C. ","(3a) lower tertiary education","","","",""
"Yes","2007","(Married) couple without C. ","(3b) higher tertiary education","","","",""
"Yes","2007","Single parent ","(0) in school","","","",""
"Yes","2007","Single parent ","(1a) inadequately completed","","","",""
"Yes","2007","Single parent ","(1b) general elementary school","","","",""
"Yes","2007","Single parent ","(1c) basic vocational qualification","","","",""
"Yes","2007","Single parent ","(2b) intermediate general qualification","","","",""
"Yes","2007","Single parent ","(2a) intermediate vocational","","","",""
"Yes","2007","Single parent ","(2c_gen) general maturity certificate","","","",""
"Yes","2007","Single parent ","(2c_voc) vocational maturity certificate","","","",""
"Yes","2007","Single parent ","(3a) lower tertiary education","","","",""
"Yes","2007","Single parent ","(3b) higher tertiary education","","","",""
"Yes","2007","Couple + C. LE 16 ","(0) in school","","","",""
"Yes","2007","Couple + C. LE 16 ","(1a) inadequately completed","","","",""
"Yes","2007","Couple + C. LE 16 ","(1b) general elementary school","","","",""
"Yes","2007","Couple + C. LE 16 ","(1c) basic vocational qualification","","","",""
"Yes","2007","Couple + C. LE 16 ","(2b) intermediate general qualification","","","",""
"Yes","2007","Couple + C. LE 16 ","(2a) intermediate vocational","","","",""
"Yes","2007","Couple + C. LE 16 ","(2c_gen) general maturity certificate","","","",""
"Yes","2007","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","","","",""
"Yes","2007","Couple + C. LE 16 ","(3a) lower tertiary education","","","",""
"Yes","2007","Couple + C. LE 16 ","(3b) higher tertiary education","","","",""
"Yes","2007","Couple + C. GT 16 ","(0) in school","","","",""
"Yes","2007","Couple + C. GT 16 ","(1a) inadequately completed","","","",""
"Yes","2007","Couple + C. GT 16 ","(1b) general elementary school","","","",""
"Yes","2007","Couple + C. GT 16 ","(1c) basic vocational qualification","","","",""
"Yes","2007","Couple + C. GT 16 ","(2b) intermediate general qualification","","","",""
"Yes","2007","Couple + C. GT 16 ","(2a) intermediate vocational","","","",""
"Yes","2007","Couple + C. GT 16 ","(2c_gen) general maturity certificate","","","",""
"Yes","2007","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","","","",""
"Yes","2007","Couple + C. GT 16 ","(3a) lower tertiary education","","","",""
"Yes","2007","Couple + C. GT 16 ","(3b) higher tertiary education","","","",""
"Yes","2007","Couple + C. LE and GT 16","(0) in school","","","",""
"Yes","2007","Couple + C. LE and GT 16","(1a) inadequately completed","","","",""
"Yes","2007","Couple + C. LE and GT 16","(1b) general elementary school","","","",""
"Yes","2007","Couple + C. LE and GT 16","(1c) basic vocational qualification","","","",""
"Yes","2007","Couple + C. LE and GT 16","(2b) intermediate general qualification","","","",""
"Yes","2007","Couple + C. LE and GT 16","(2a) intermediate vocational","","","",""
"Yes","2007","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","","","",""
"Yes","2007","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","","","",""
"Yes","2007","Couple + C. LE and GT 16","(3a) lower tertiary education","","","",""
"Yes","2007","Couple + C. LE and GT 16","(3b) higher tertiary education","","","",""
"No","2007","1-pers.-HH","(0) in school","","","",""
"No","2007","1-pers.-HH","(1a) inadequately completed","","","",""
"No","2007","1-pers.-HH","(1b) general elementary school","","","",""
"No","2007","1-pers.-HH","(1c) basic vocational qualification","","","",""
"No","2007","1-pers.-HH","(2b) intermediate general qualification","","","",""
"No","2007","1-pers.-HH","(2a) intermediate vocational","","","",""
"No","2007","1-pers.-HH","(2c_gen) general maturity certificate","","","",""
"No","2007","1-pers.-HH","(2c_voc) vocational maturity certificate","","","",""
"No","2007","1-pers.-HH","(3a) lower tertiary education","","","",""
"No","2007","1-pers.-HH","(3b) higher tertiary education","","","",""
"No","2007","(Married) couple without C. ","(0) in school","","","",""
"No","2007","(Married) couple without C. ","(1a) inadequately completed","","","",""
"No","2007","(Married) couple without C. ","(1b) general elementary school","","","",""
"No","2007","(Married) couple without C. ","(1c) basic vocational qualification","","","",""
"No","2007","(Married) couple without C. ","(2b) intermediate general qualification","","","",""
"No","2007","(Married) couple without C. ","(2a) intermediate vocational","","","",""
"No","2007","(Married) couple without C. ","(2c_gen) general maturity certificate","","","",""
"No","2007","(Married) couple without C. ","(2c_voc) vocational maturity certificate","","","",""
"No","2007","(Married) couple without C. ","(3a) lower tertiary education","","","",""
"No","2007","(Married) couple without C. ","(3b) higher tertiary education","","","",""
"No","2007","Single parent ","(0) in school","","","",""
"No","2007","Single parent ","(1a) inadequately completed","","","",""
"No","2007","Single parent ","(1b) general elementary school","","","",""
"No","2007","Single parent ","(1c) basic vocational qualification","","","",""
"No","2007","Single parent ","(2b) intermediate general qualification","","","",""
"No","2007","Single parent ","(2a) intermediate vocational","","","",""
"No","2007","Single parent ","(2c_gen) general maturity certificate","","","",""
"No","2007","Single parent ","(2c_voc) vocational maturity certificate","","","",""
"No","2007","Single parent ","(3a) lower tertiary education","","","",""
"No","2007","Single parent ","(3b) higher tertiary education","","","",""
"No","2007","Couple + C. LE 16 ","(0) in school","","","",""
"No","2007","Couple + C. LE 16 ","(1a) inadequately completed","","","",""
"No","2007","Couple + C. LE 16 ","(1b) general elementary school","","","",""
"No","2007","Couple + C. LE 16 ","(1c) basic vocational qualification","","","",""
"No","2007","Couple + C. LE 16 ","(2b) intermediate general qualification","","","",""
"No","2007","Couple + C. LE 16 ","(2a) intermediate vocational","","","",""
"No","2007","Couple + C. LE 16 ","(2c_gen) general maturity certificate","","","",""
"No","2007","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","","","",""
"No","2007","Couple + C. LE 16 ","(3a) lower tertiary education","","","",""
"No","2007","Couple + C. LE 16 ","(3b) higher tertiary education","","","",""
"No","2007","Couple + C. GT 16 ","(0) in school","","","",""
"No","2007","Couple + C. GT 16 ","(1a) inadequately completed","","","",""
"No","2007","Couple + C. GT 16 ","(1b) general elementary school","","","",""
"No","2007","Couple + C. GT 16 ","(1c) basic vocational qualification","","","",""
"No","2007","Couple + C. GT 16 ","(2b) intermediate general qualification","","","",""
"No","2007","Couple + C. GT 16 ","(2a) intermediate vocational","","","",""
"No","2007","Couple + C. GT 16 ","(2c_gen) general maturity certificate","","","",""
"No","2007","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","","","",""
"No","2007","Couple + C. GT 16 ","(3a) lower tertiary education","","","",""
"No","2007","Couple + C. GT 16 ","(3b) higher tertiary education","","","",""
"No","2007","Couple + C. LE and GT 16","(0) in school","","","",""
"No","2007","Couple + C. LE and GT 16","(1a) inadequately completed","","","",""
"No","2007","Couple + C. LE and GT 16","(1b) general elementary school","","","",""
"No","2007","Couple + C. LE and GT 16","(1c) basic vocational qualification","","","",""
"No","2007","Couple + C. LE and GT 16","(2b) intermediate general qualification","","","",""
"No","2007","Couple + C. LE and GT 16","(2a) intermediate vocational","","","",""
"No","2007","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","","","",""
"No","2007","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","","","",""
"No","2007","Couple + C. LE and GT 16","(3a) lower tertiary education","","","",""
"No","2007","Couple + C. LE and GT 16","(3b) higher tertiary education","","","",""
"Yes","2008","1-pers.-HH","(0) in school","1","","",""
"Yes","2008","1-pers.-HH","(1a) inadequately completed","9","","",""
"Yes","2008","1-pers.-HH","(1b) general elementary school","78","0.256641066811304","0.211954456023731","0.301327677598878"
"Yes","2008","1-pers.-HH","(1c) basic vocational qualification","272","0.321838226552749","0.291434283273992","0.352242169831507"
"Yes","2008","1-pers.-HH","(2b) intermediate general qualification","23","","",""
"Yes","2008","1-pers.-HH","(2a) intermediate vocational","248","0.386952745138396","0.349538797098263","0.42436669317853"
"Yes","2008","1-pers.-HH","(2c_gen) general maturity certificate","39","0.294829667360323","0.217338022737034","0.372321311983612"
"Yes","2008","1-pers.-HH","(2c_voc) vocational maturity certificate","78","0.330104476541166","0.269981094191377","0.390227858890954"
"Yes","2008","1-pers.-HH","(3a) lower tertiary education","70","0.275403756496205","0.220139516838424","0.330667996153986"
"Yes","2008","1-pers.-HH","(3b) higher tertiary education","65","0.193091347455738","0.152762317631824","0.233420377279652"
"Yes","2008","(Married) couple without C. ","(0) in school","","","",""
"Yes","2008","(Married) couple without C. ","(1a) inadequately completed","28","","",""
"Yes","2008","(Married) couple without C. ","(1b) general elementary school","93","0.183365554095928","0.150847738337469","0.215883369854387"
"Yes","2008","(Married) couple without C. ","(1c) basic vocational qualification","523","0.218503331357854","0.202029206139137","0.234977456576572"
"Yes","2008","(Married) couple without C. ","(2b) intermediate general qualification","35","0.481354498555927","0.369752864492861","0.592956132618992"
"Yes","2008","(Married) couple without C. ","(2a) intermediate vocational","420","0.263086531767958","0.241201839245059","0.284971224290857"
"Yes","2008","(Married) couple without C. ","(2c_gen) general maturity certificate","40","0.348258507113577","0.266675258319449","0.429841755907704"
"Yes","2008","(Married) couple without C. ","(2c_voc) vocational maturity certificate","96","0.206688949674183","0.168723569460529","0.244654329887838"
"Yes","2008","(Married) couple without C. ","(3a) lower tertiary education","131","0.178233481821171","0.150659397583298","0.205807566059044"
"Yes","2008","(Married) couple without C. ","(3b) higher tertiary education","165","0.154892870524792","0.132977624671235","0.17680811637835"
"Yes","2008","Single parent ","(0) in school","16","","",""
"Yes","2008","Single parent ","(1a) inadequately completed","3","","",""
"Yes","2008","Single parent ","(1b) general elementary school","65","0.458805388398031","0.372480884126699","0.545129892669362"
"Yes","2008","Single parent ","(1c) basic vocational qualification","109","0.547260422481282","0.481032752588315","0.613488092374248"
"Yes","2008","Single parent ","(2b) intermediate general qualification","29","","",""
"Yes","2008","Single parent ","(2a) intermediate vocational","122","0.447120577780751","0.387371003581474","0.506870151980028"
"Yes","2008","Single parent ","(2c_gen) general maturity certificate","25","","",""
"Yes","2008","Single parent ","(2c_voc) vocational maturity certificate","25","","",""
"Yes","2008","Single parent ","(3a) lower tertiary education","23","","",""
"Yes","2008","Single parent ","(3b) higher tertiary education","27","","",""
"Yes","2008","Couple + C. LE 16 ","(0) in school","1","","",""
"Yes","2008","Couple + C. LE 16 ","(1a) inadequately completed","16","","",""
"Yes","2008","Couple + C. LE 16 ","(1b) general elementary school","76","0.453460412669288","0.376080180115602","0.530840645222975"
"Yes","2008","Couple + C. LE 16 ","(1c) basic vocational qualification","274","0.456988289749461","0.418303921547171","0.495672657951751"
"Yes","2008","Couple + C. LE 16 ","(2b) intermediate general qualification","32","0.429709905446078","0.302309828333889","0.557109982558266"
"Yes","2008","Couple + C. LE 16 ","(2a) intermediate vocational","282","0.281797281922329","0.254416198089782","0.309178365754876"
"Yes","2008","Couple + C. LE 16 ","(2c_gen) general maturity certificate","21","","",""
"Yes","2008","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","94","0.22498369076112","0.184905232855383","0.265062148666856"
"Yes","2008","Couple + C. LE 16 ","(3a) lower tertiary education","46","0.168387298261789","0.123751692781582","0.213022903741996"
"Yes","2008","Couple + C. LE 16 ","(3b) higher tertiary education","67","0.160239652635407","0.128371867583638","0.192107437687176"
"Yes","2008","Couple + C. GT 16 ","(0) in school","21","","",""
"Yes","2008","Couple + C. GT 16 ","(1a) inadequately completed","8","","",""
"Yes","2008","Couple + C. GT 16 ","(1b) general elementary school","83","0.328504937256008","0.269452569364963","0.387557305147052"
"Yes","2008","Couple + C. GT 16 ","(1c) basic vocational qualification","252","0.347700110076296","0.314018445410744","0.381381774741849"
"Yes","2008","Couple + C. GT 16 ","(2b) intermediate general qualification","47","0.31507029480602","0.242635659459218","0.387504930152822"
"Yes","2008","Couple + C. GT 16 ","(2a) intermediate vocational","234","0.314959193365642","0.282193089257461","0.347725297473822"
"Yes","2008","Couple + C. GT 16 ","(2c_gen) general maturity certificate","43","0.163582504446412","0.11754601154238","0.209618997350443"
"Yes","2008","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","57","0.325113624453482","0.258683613712135","0.391543635194829"
"Yes","2008","Couple + C. GT 16 ","(3a) lower tertiary education","46","0.218193672000931","0.162857148586515","0.273530195415347"
"Yes","2008","Couple + C. GT 16 ","(3b) higher tertiary education","65","0.156281591092434","0.120242945406276","0.192320236778592"
"Yes","2008","Couple + C. LE and GT 16","(0) in school","18","","",""
"Yes","2008","Couple + C. LE and GT 16","(1a) inadequately completed","7","","",""
"Yes","2008","Couple + C. LE and GT 16","(1b) general elementary school","33","0.460058613136907","0.352183551558809","0.567933674715005"
"Yes","2008","Couple + C. LE and GT 16","(1c) basic vocational qualification","92","0.462550853718898","0.395115618644348","0.529986088793448"
"Yes","2008","Couple + C. LE and GT 16","(2b) intermediate general qualification","16","","",""
"Yes","2008","Couple + C. LE and GT 16","(2a) intermediate vocational","67","0.228135430304013","0.179417078947309","0.276853781660717"
"Yes","2008","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","15","","",""
"Yes","2008","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","19","","",""
"Yes","2008","Couple + C. LE and GT 16","(3a) lower tertiary education","16","","",""
"Yes","2008","Couple + C. LE and GT 16","(3b) higher tertiary education","17","","",""
"No","2008","1-pers.-HH","(0) in school","2","","",""
"No","2008","1-pers.-HH","(1a) inadequately completed","21","","",""
"No","2008","1-pers.-HH","(1b) general elementary school","289","0.743358933188696","0.698672322401122","0.788045543976269"
"No","2008","1-pers.-HH","(1c) basic vocational qualification","635","0.678161773447251","0.647757830168493","0.708565716726008"
"No","2008","1-pers.-HH","(2b) intermediate general qualification","23","","",""
"No","2008","1-pers.-HH","(2a) intermediate vocational","403","0.613047254861603","0.57563330682147","0.650461202901737"
"No","2008","1-pers.-HH","(2c_gen) general maturity certificate","94","0.705170332639677","0.627678688016388","0.782661977262966"
"No","2008","1-pers.-HH","(2c_voc) vocational maturity certificate","157","0.669895523458834","0.609772141109046","0.730018905808622"
