"ple0081_h","year","age_gr","education","n","percent","lower_confidence","upper_confidence"
"No","2014","16-34 y.","secondary school degree","1016","0.618703825115723","0.595225354198549","0.642182296032898"
"No","2014","16-34 y.","college entrance qualification","1597","0.806739245998335","0.789494500666414","0.823983991330255"
"No","2014","16-34 y.","Other degree","390","0.691416917679994","0.65408197531754","0.728751860042447"
"No","2014","16-34 y.","no degree/no degree yet","446","0.74483635689742","0.709659104414442","0.780013609380399"
"No","2014","35-65 y.","lower secondary degree","1906","0.583776163834302","0.566878475962787","0.600673851705817"
"No","2014","35-65 y.","secondary school degree","3371","0.681410467453425","0.668351350444693","0.694469584462157"
"No","2014","35-65 y.","college entrance qualification","3620","0.774692054583764","0.762445933179051","0.786938175988477"
"No","2014","35-65 y.","Other degree","1708","0.679034066772685","0.660387662278212","0.697680471267157"
"No","2014","35-65 y.","no degree/no degree yet","170","0.471039522901581","0.418367641719912","0.52371140408325"
"No","2014","66 and older","lower secondary degree","2313","0.888005994677854","0.875881872938151","0.900130116417557"
"No","2014","66 and older","secondary school degree","897","0.887555831134403","0.868111391864594","0.907000270404212"
"No","2014","66 and older","college entrance qualification","860","0.904508441640818","0.885898108857901","0.923118774423735"
"No","2014","66 and older","Other degree","255","0.816835436782932","0.774052432354084","0.859618441211779"
"No","2014","66 and older","no degree/no degree yet","67","0.890845213495991","0.819796740411302","0.961893686580681"
"Yes","2015","16-34 y.","lower secondary degree","","","",""
"Yes","2015","16-34 y.","secondary school degree","","","",""
"Yes","2015","16-34 y.","college entrance qualification","","","",""
"Yes","2015","16-34 y.","Other degree","","","",""
"Yes","2015","16-34 y.","no degree/no degree yet","","","",""
"Yes","2015","35-65 y.","lower secondary degree","","","",""
"Yes","2015","35-65 y.","secondary school degree","","","",""
"Yes","2015","35-65 y.","college entrance qualification","","","",""
"Yes","2015","35-65 y.","Other degree","","","",""
"Yes","2015","35-65 y.","no degree/no degree yet","","","",""
"Yes","2015","66 and older","lower secondary degree","","","",""
"Yes","2015","66 and older","secondary school degree","","","",""
"Yes","2015","66 and older","college entrance qualification","","","",""
"Yes","2015","66 and older","Other degree","","","",""
"Yes","2015","66 and older","no degree/no degree yet","","","",""
"No","2015","16-34 y.","lower secondary degree","","","",""
"No","2015","16-34 y.","secondary school degree","","","",""
"No","2015","16-34 y.","college entrance qualification","","","",""
"No","2015","16-34 y.","Other degree","","","",""
"No","2015","16-34 y.","no degree/no degree yet","","","",""
"No","2015","35-65 y.","lower secondary degree","","","",""
"No","2015","35-65 y.","secondary school degree","","","",""
"No","2015","35-65 y.","college entrance qualification","","","",""
"No","2015","35-65 y.","Other degree","","","",""
"No","2015","35-65 y.","no degree/no degree yet","","","",""
"No","2015","66 and older","lower secondary degree","","","",""
"No","2015","66 and older","secondary school degree","","","",""
"No","2015","66 and older","college entrance qualification","","","",""
"No","2015","66 and older","Other degree","","","",""
"No","2015","66 and older","no degree/no degree yet","","","",""
"Yes","2016","16-34 y.","lower secondary degree","427","0.482959493069755","0.448091477818662","0.517827508320848"
"Yes","2016","16-34 y.","secondary school degree","450","0.348933708865273","0.322383261865745","0.375484155864802"
"Yes","2016","16-34 y.","college entrance qualification","271","0.162383245791257","0.144974289010875","0.17979220257164"
"Yes","2016","16-34 y.","Other degree","217","0.256351827083934","0.223797326780452","0.288906327387416"
"Yes","2016","16-34 y.","no degree/no degree yet","102","0.272394584551147","0.230558535981832","0.314230633120462"
"Yes","2016","35-65 y.","lower secondary degree","1158","0.408747226295237","0.390265719781595","0.42722873280888"
"Yes","2016","35-65 y.","secondary school degree","1333","0.318948132591242","0.305078867693621","0.332817397488862"
"Yes","2016","35-65 y.","college entrance qualification","755","0.217001505858469","0.204374917881502","0.229628093835435"
"Yes","2016","35-65 y.","Other degree","672","0.288606699004115","0.269929751451852","0.307283646556379"
"Yes","2016","35-65 y.","no degree/no degree yet","156","0.487330874517883","0.43273614730395","0.541925601731816"
"Yes","2016","66 and older","lower secondary degree","244","0.105044794963554","0.0926323537309904","0.117457236196117"
"Yes","2016","66 and older","secondary school degree","111","0.110644581824807","0.0916887444308725","0.129600419218741"
"Yes","2016","66 and older","college entrance qualification","96","0.0968081483389175","0.07830440697482","0.115311889703015"
"Yes","2016","66 and older","Other degree","59","0.211733769027012","0.165349418056842","0.258118119997182"
"Yes","2016","66 and older","no degree/no degree yet","9","","",""
"No","2016","16-34 y.","lower secondary degree","362","0.517040506930245","0.482172491679152","0.551908522181337"
"No","2016","16-34 y.","secondary school degree","788","0.651066291134726","0.624515844135198","0.677616738134255"
"No","2016","16-34 y.","college entrance qualification","1453","0.837616754208742","0.82020779742836","0.855025710989125"
"No","2016","16-34 y.","Other degree","474","0.743648172916066","0.711093672612584","0.776202673219548"
"No","2016","16-34 y.","no degree/no degree yet","333","0.727605415448853","0.685769366879538","0.769441464018169"
"No","2016","35-65 y.","lower secondary degree","1560","0.591252773704763","0.57277126719112","0.609734280218405"
"No","2016","35-65 y.","secondary school degree","3005","0.681051867408758","0.667182602511138","0.694921132306379"
"No","2016","35-65 y.","college entrance qualification","3339","0.782998494141531","0.770371906164565","0.795625082118498"
"No","2016","35-65 y.","Other degree","1589","0.711393300995885","0.692716353443621","0.730070248548148"
"No","2016","35-65 y.","no degree/no degree yet","166","0.512669125482117","0.458074398268184","0.56726385269605"
"No","2016","66 and older","lower secondary degree","2100","0.894955205036446","0.882542763803883","0.90736764626901"
"No","2016","66 and older","secondary school degree","941","0.889355418175193","0.870399580781259","0.908311255569128"
"No","2016","66 and older","college entrance qualification","885","0.903191851661083","0.884688110296985","0.92169559302518"
"No","2016","66 and older","Other degree","239","0.788266230972988","0.741881880002818","0.834650581943158"
"No","2016","66 and older","no degree/no degree yet","50","0.848460356688398","0.756964591581199","0.939956121795597"
"Yes","2017","16-34 y.","lower secondary degree","","","",""
"Yes","2017","16-34 y.","secondary school degree","","","",""
"Yes","2017","16-34 y.","college entrance qualification","","","",""
"Yes","2017","16-34 y.","Other degree","","","",""
"Yes","2017","16-34 y.","no degree/no degree yet","","","",""
"Yes","2017","35-65 y.","lower secondary degree","","","",""
"Yes","2017","35-65 y.","secondary school degree","","","",""
"Yes","2017","35-65 y.","college entrance qualification","","","",""
"Yes","2017","35-65 y.","Other degree","","","",""
"Yes","2017","35-65 y.","no degree/no degree yet","","","",""
"Yes","2017","66 and older","lower secondary degree","","","",""
"Yes","2017","66 and older","secondary school degree","","","",""
"Yes","2017","66 and older","college entrance qualification","","","",""
"Yes","2017","66 and older","Other degree","","","",""
"Yes","2017","66 and older","no degree/no degree yet","","","",""
"No","2017","16-34 y.","lower secondary degree","","","",""
"No","2017","16-34 y.","secondary school degree","","","",""
"No","2017","16-34 y.","college entrance qualification","","","",""
"No","2017","16-34 y.","Other degree","","","",""
"No","2017","16-34 y.","no degree/no degree yet","","","",""
"No","2017","35-65 y.","lower secondary degree","","","",""
"No","2017","35-65 y.","secondary school degree","","","",""
"No","2017","35-65 y.","college entrance qualification","","","",""
"No","2017","35-65 y.","Other degree","","","",""
"No","2017","35-65 y.","no degree/no degree yet","","","",""
"No","2017","66 and older","lower secondary degree","","","",""
"No","2017","66 and older","secondary school degree","","","",""
"No","2017","66 and older","college entrance qualification","","","",""
"No","2017","66 and older","Other degree","","","",""
"No","2017","66 and older","no degree/no degree yet","","","",""
"Yes","2018","16-34 y.","lower secondary degree","412","0.514624107502194","0.479391684739258","0.549856530265129"
"Yes","2018","16-34 y.","secondary school degree","432","0.327532142892423","0.301821920411063","0.353242365373784"
"Yes","2018","16-34 y.","college entrance qualification","361","0.154381191825102","0.139040643686599","0.169721739963605"
"Yes","2018","16-34 y.","Other degree","152","0.288416568331503","0.248056822130507","0.328776314532499"
"Yes","2018","16-34 y.","no degree/no degree yet","106","0.180105236816587","0.144988722441754","0.21522175119142"
"Yes","2018","35-65 y.","lower secondary degree","1152","0.411222618293586","0.392624596776074","0.429820639811097"
"Yes","2018","35-65 y.","secondary school degree","1412","0.308722229038766","0.295562582917648","0.321881875159885"
"Yes","2018","35-65 y.","college entrance qualification","790","0.213731609990656","0.201676293939363","0.225786926041949"
"Yes","2018","35-65 y.","Other degree","623","0.322890752030176","0.302868484805463","0.34291301925489"
"Yes","2018","35-65 y.","no degree/no degree yet","168","0.523854022448921","0.471456520927154","0.576251523970687"
"Yes","2018","66 and older","lower secondary degree","257","0.108803605532784","0.095954085748886","0.121653125316682"
"Yes","2018","66 and older","secondary school degree","148","0.111332549454236","0.0937542746672135","0.128910824241259"
"Yes","2018","66 and older","college entrance qualification","106","0.0927072386234055","0.0754661825367398","0.109948294710071"
"Yes","2018","66 and older","Other degree","47","0.12167518759619","0.087377569071533","0.155972806120848"
"Yes","2018","66 and older","no degree/no degree yet","16","","",""
"No","2018","16-34 y.","lower secondary degree","361","0.485375892497806","0.450143469734871","0.520608315260742"
"No","2018","16-34 y.","secondary school degree","848","0.672467857107577","0.646757634626216","0.698178079588937"
"No","2018","16-34 y.","college entrance qualification","1770","0.845618808174898","0.830278260036395","0.860959356313401"
"No","2018","16-34 y.","Other degree","332","0.711583431668497","0.671223685467501","0.751943177869493"
"No","2018","16-34 y.","no degree/no degree yet","354","0.819894763183413","0.78477824880858","0.855011277558246"
"No","2018","35-65 y.","lower secondary degree","1537","0.588777381706414","0.570179360188903","0.607375403223926"
"No","2018","35-65 y.","secondary school degree","3322","0.691277770961234","0.678118124840115","0.704437417082353"
"No","2018","35-65 y.","college entrance qualification","3652","0.786268390009344","0.774213073958052","0.798323706060637"
"No","2018","35-65 y.","Other degree","1472","0.677109247969824","0.65708698074511","0.697131515194537"
"No","2018","35-65 y.","no degree/no degree yet","181","0.476145977551079","0.423748476029313","0.528543479072846"
"No","2018","66 and older","lower secondary degree","1999","0.891196394467216","0.878346874683318","0.904045914251114"
"No","2018","66 and older","secondary school degree","1082","0.888667450545764","0.871089175758741","0.906245725332786"
"No","2018","66 and older","college entrance qualification","981","0.907292761376594","0.890051705289929","0.92453381746326"
"No","2018","66 and older","Other degree","302","0.878324812403809","0.844027193879152","0.912622430928467"
"No","2018","66 and older","no degree/no degree yet","51","0.735248812926681","0.629604331975374","0.840893293877988"
