"ple0081_h","year","e11102","pgcasmin","n","percent","lower_confidence","upper_confidence"
"No","2010","Not Employed","(1b) general elementary school","696","0.854207308091397","0.830038476314315","0.87837613986848"
"No","2010","Not Employed","(1c) basic vocational qualification","1854","0.808302044937033","0.79216568559002","0.824438404284045"
"No","2010","Not Employed","(2b) intermediate general qualification","104","0.6861877701194","0.611927097144057","0.760448443094743"
"No","2010","Not Employed","(2a) intermediate vocational","789","0.75988912086158","0.73368821828122","0.78609002344194"
"No","2010","Not Employed","(2c_gen) general maturity certificate","197","0.764430746225762","0.71172271508717","0.817138777364354"
"No","2010","Not Employed","(2c_voc) vocational maturity certificate","262","0.848365776022962","0.808179518365583","0.888552033680341"
"No","2010","Not Employed","(3a) lower tertiary education","411","0.897069237299635","0.869479935494327","0.924658539104943"
"No","2010","Not Employed","(3b) higher tertiary education","544","0.879692954453018","0.854085681309938","0.905300227596098"
"No","2010","Employed","(0) in school","48","0.772126473547935","0.663233007519902","0.881019939575968"
"No","2010","Employed","(1a) inadequately completed","22","","",""
"No","2010","Employed","(1b) general elementary school","236","0.557912194663979","0.511560460077129","0.604263929250828"
"No","2010","Employed","(1c) basic vocational qualification","1262","0.607931500846029","0.587030804738025","0.628832196954034"
"No","2010","Employed","(2b) intermediate general qualification","149","0.505018118933594","0.443410281942691","0.566625955924496"
"No","2010","Employed","(2a) intermediate vocational","2050","0.6620038152085","0.645219132635088","0.678788497781913"
"No","2010","Employed","(2c_gen) general maturity certificate","303","0.799147454067631","0.760080501152764","0.838214406982497"
"No","2010","Employed","(2c_voc) vocational maturity certificate","694","0.696881395483135","0.667838073697263","0.725924717269006"
"No","2010","Employed","(3a) lower tertiary education","804","0.725691429639187","0.69856229114406","0.752820568134315"
"No","2010","Employed","(3b) higher tertiary education","1420","0.832099782052661","0.814409719731767","0.849789844373555"
"Yes","2011","Not Employed","(0) in school","","","",""
"Yes","2011","Not Employed","(1a) inadequately completed","","","",""
"Yes","2011","Not Employed","(1b) general elementary school","","","",""
"Yes","2011","Not Employed","(1c) basic vocational qualification","","","",""
"Yes","2011","Not Employed","(2b) intermediate general qualification","","","",""
"Yes","2011","Not Employed","(2a) intermediate vocational","","","",""
"Yes","2011","Not Employed","(2c_gen) general maturity certificate","","","",""
"Yes","2011","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"Yes","2011","Not Employed","(3a) lower tertiary education","","","",""
"Yes","2011","Not Employed","(3b) higher tertiary education","","","",""
"Yes","2011","Employed","(0) in school","","","",""
"Yes","2011","Employed","(1a) inadequately completed","","","",""
"Yes","2011","Employed","(1b) general elementary school","","","",""
"Yes","2011","Employed","(1c) basic vocational qualification","","","",""
"Yes","2011","Employed","(2b) intermediate general qualification","","","",""
"Yes","2011","Employed","(2a) intermediate vocational","","","",""
"Yes","2011","Employed","(2c_gen) general maturity certificate","","","",""
"Yes","2011","Employed","(2c_voc) vocational maturity certificate","","","",""
"Yes","2011","Employed","(3a) lower tertiary education","","","",""
"Yes","2011","Employed","(3b) higher tertiary education","","","",""
"No","2011","Not Employed","(0) in school","","","",""
"No","2011","Not Employed","(1a) inadequately completed","","","",""
"No","2011","Not Employed","(1b) general elementary school","","","",""
"No","2011","Not Employed","(1c) basic vocational qualification","","","",""
"No","2011","Not Employed","(2b) intermediate general qualification","","","",""
"No","2011","Not Employed","(2a) intermediate vocational","","","",""
"No","2011","Not Employed","(2c_gen) general maturity certificate","","","",""
"No","2011","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"No","2011","Not Employed","(3a) lower tertiary education","","","",""
"No","2011","Not Employed","(3b) higher tertiary education","","","",""
"No","2011","Employed","(0) in school","","","",""
"No","2011","Employed","(1a) inadequately completed","","","",""
"No","2011","Employed","(1b) general elementary school","","","",""
"No","2011","Employed","(1c) basic vocational qualification","","","",""
"No","2011","Employed","(2b) intermediate general qualification","","","",""
"No","2011","Employed","(2a) intermediate vocational","","","",""
"No","2011","Employed","(2c_gen) general maturity certificate","","","",""
"No","2011","Employed","(2c_voc) vocational maturity certificate","","","",""
"No","2011","Employed","(3a) lower tertiary education","","","",""
"No","2011","Employed","(3b) higher tertiary education","","","",""
"Yes","2012","Not Employed","(0) in school","32","0.163702381346051","0.114012699288248","0.213392063403853"
"Yes","2012","Not Employed","(1a) inadequately completed","44","0.296525152398202","0.222440760737474","0.370609544058929"
"Yes","2012","Not Employed","(1b) general elementary school","197","0.190356130494699","0.166357747303224","0.214354513686175"
"Yes","2012","Not Employed","(1c) basic vocational qualification","549","0.193621334049137","0.179187776862131","0.208054891236143"
"Yes","2012","Not Employed","(2b) intermediate general qualification","55","0.30348387390312","0.239118328615076","0.367849419191163"
"Yes","2012","Not Employed","(2a) intermediate vocational","286","0.216532752501011","0.194446751725737","0.238618753276285"
"Yes","2012","Not Employed","(2c_gen) general maturity certificate","56","0.177651272421572","0.137260603719169","0.218041941123976"
"Yes","2012","Not Employed","(2c_voc) vocational maturity certificate","63","0.179103215814619","0.139980330460648","0.218226101168589"
"Yes","2012","Not Employed","(3a) lower tertiary education","68","0.112114779036651","0.085959941102941","0.138269616970361"
"Yes","2012","Not Employed","(3b) higher tertiary education","99","0.125254781556705","0.102667755009696","0.147841808103713"
"Yes","2012","Employed","(0) in school","14","","",""
"Yes","2012","Employed","(1a) inadequately completed","60","0.539059457209997","0.445907381288268","0.632211533131726"
"Yes","2012","Employed","(1b) general elementary school","266","0.406516369379589","0.36714859250835","0.445884146250828"
"Yes","2012","Employed","(1c) basic vocational qualification","957","0.385192193072489","0.365996845910069","0.404387540234909"
"Yes","2012","Employed","(2b) intermediate general qualification","122","0.365136267320949","0.313655359438618","0.41661717520328"
"Yes","2012","Employed","(2a) intermediate vocational","1210","0.347733697501942","0.332117782249487","0.363349612754397"
"Yes","2012","Employed","(2c_gen) general maturity certificate","117","0.217888638708467","0.181848669361662","0.253928608055272"
"Yes","2012","Employed","(2c_voc) vocational maturity certificate","332","0.285088872020253","0.259807757958085","0.310369986082421"
"Yes","2012","Employed","(3a) lower tertiary education","261","0.241118452580204","0.21707573672113","0.265161168439278"
"Yes","2012","Employed","(3b) higher tertiary education","334","0.16575873945483","0.149653500776089","0.181863978133571"
"No","2012","Not Employed","(0) in school","181","0.836297618653949","0.786607936596147","0.885987300711752"
"No","2012","Not Employed","(1a) inadequately completed","102","0.703474847601798","0.629390455941071","0.777559239262526"
"No","2012","Not Employed","(1b) general elementary school","831","0.809643869505301","0.785645486313825","0.833642252696776"
"No","2012","Not Employed","(1c) basic vocational qualification","2330","0.806378665950863","0.791945108763857","0.820812223137869"
"No","2012","Not Employed","(2b) intermediate general qualification","141","0.696516126096881","0.632150580808837","0.760881671384924"
"No","2012","Not Employed","(2a) intermediate vocational","1050","0.783467247498989","0.761381246723715","0.805553248274263"
"No","2012","Not Employed","(2c_gen) general maturity certificate","288","0.822348727578428","0.781958058876024","0.862739396280831"
"No","2012","Not Employed","(2c_voc) vocational maturity certificate","306","0.820896784185381","0.781773898831411","0.860019669539352"
"No","2012","Not Employed","(3a) lower tertiary education","491","0.887885220963349","0.861730383029639","0.914040058897059"
"No","2012","Not Employed","(3b) higher tertiary education","726","0.874745218443295","0.852158191896287","0.897332244990304"
"No","2012","Employed","(0) in school","60","0.798558170492111","0.707176237907297","0.889940103076925"
"No","2012","Employed","(1a) inadequately completed","50","0.460940542790003","0.367788466868275","0.554092618711732"
"No","2012","Employed","(1b) general elementary school","332","0.593483630620411","0.554115853749172","0.63285140749165"
"No","2012","Employed","(1c) basic vocational qualification","1512","0.614807806927511","0.595612459765091","0.634003154089931"
"No","2012","Employed","(2b) intermediate general qualification","214","0.634863732679051","0.58338282479672","0.686344640561382"
"No","2012","Employed","(2a) intermediate vocational","2363","0.652266302498058","0.636650387245603","0.667882217750513"
"No","2012","Employed","(2c_gen) general maturity certificate","387","0.782111361291533","0.746071391944728","0.818151330638338"
"No","2012","Employed","(2c_voc) vocational maturity certificate","893","0.714911127979747","0.689630013917579","0.740192242041915"
"No","2012","Employed","(3a) lower tertiary education","955","0.758881547419796","0.734838831560722","0.78292426327887"
"No","2012","Employed","(3b) higher tertiary education","1714","0.83424126054517","0.81813602186643","0.850346499223911"
"Yes","2013","Not Employed","(0) in school","","","",""
"Yes","2013","Not Employed","(1a) inadequately completed","","","",""
"Yes","2013","Not Employed","(1b) general elementary school","","","",""
"Yes","2013","Not Employed","(1c) basic vocational qualification","","","",""
"Yes","2013","Not Employed","(2b) intermediate general qualification","","","",""
"Yes","2013","Not Employed","(2a) intermediate vocational","","","",""
"Yes","2013","Not Employed","(2c_gen) general maturity certificate","","","",""
"Yes","2013","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"Yes","2013","Not Employed","(3a) lower tertiary education","","","",""
"Yes","2013","Not Employed","(3b) higher tertiary education","","","",""
"Yes","2013","Employed","(0) in school","","","",""
"Yes","2013","Employed","(1a) inadequately completed","","","",""
"Yes","2013","Employed","(1b) general elementary school","","","",""
"Yes","2013","Employed","(1c) basic vocational qualification","","","",""
"Yes","2013","Employed","(2b) intermediate general qualification","","","",""
"Yes","2013","Employed","(2a) intermediate vocational","","","",""
"Yes","2013","Employed","(2c_gen) general maturity certificate","","","",""
"Yes","2013","Employed","(2c_voc) vocational maturity certificate","","","",""
"Yes","2013","Employed","(3a) lower tertiary education","","","",""
"Yes","2013","Employed","(3b) higher tertiary education","","","",""
"No","2013","Not Employed","(0) in school","","","",""
"No","2013","Not Employed","(1a) inadequately completed","","","",""
"No","2013","Not Employed","(1b) general elementary school","","","",""
"No","2013","Not Employed","(1c) basic vocational qualification","","","",""
"No","2013","Not Employed","(2b) intermediate general qualification","","","",""
"No","2013","Not Employed","(2a) intermediate vocational","","","",""
"No","2013","Not Employed","(2c_gen) general maturity certificate","","","",""
"No","2013","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"No","2013","Not Employed","(3a) lower tertiary education","","","",""
"No","2013","Not Employed","(3b) higher tertiary education","","","",""
"No","2013","Employed","(0) in school","","","",""
"No","2013","Employed","(1a) inadequately completed","","","",""
"No","2013","Employed","(1b) general elementary school","","","",""
"No","2013","Employed","(1c) basic vocational qualification","","","",""
"No","2013","Employed","(2b) intermediate general qualification","","","",""
"No","2013","Employed","(2a) intermediate vocational","","","",""
"No","2013","Employed","(2c_gen) general maturity certificate","","","",""
"No","2013","Employed","(2c_voc) vocational maturity certificate","","","",""
"No","2013","Employed","(3a) lower tertiary education","","","",""
"No","2013","Employed","(3b) higher tertiary education","","","",""
"Yes","2014","Not Employed","(0) in school","49","0.131050530299522","0.096712309505482","0.165388751093562"
"Yes","2014","Not Employed","(1a) inadequately completed","125","0.39194354561083","0.335464044413502","0.448423046808158"
"Yes","2014","Not Employed","(1b) general elementary school","355","0.226733090318594","0.203511656151859","0.249954524485328"
"Yes","2014","Not Employed","(1c) basic vocational qualification","581","0.202434208400034","0.187355952172412","0.217512464627656"
"Yes","2014","Not Employed","(2b) intermediate general qualification","102","0.337223394476036","0.283726336786228","0.390720452165844"
"Yes","2014","Not Employed","(2a) intermediate vocational","368","0.212449977069765","0.191866311404084","0.233033642735445"
"Yes","2014","Not Employed","(2c_gen) general maturity certificate","94","0.1620937773562","0.130718249897003","0.193469304815396"
"Yes","2014","Not Employed","(2c_voc) vocational maturity certificate","120","0.201261614278608","0.166633628499288","0.235889600057927"
"Yes","2014","Not Employed","(3a) lower tertiary education","78","0.129796057052727","0.101910953296877","0.157681160808578"
"Yes","2014","Not Employed","(3b) higher tertiary education","131","0.125524821764689","0.105192519605171","0.145857123924208"
"Yes","2014","Employed","(0) in school","16","","",""
"Yes","2014","Employed","(1a) inadequately completed","134","0.521807269324037","0.460735841074173","0.582878697573901"
"Yes","2014","Employed","(1b) general elementary school","530","0.48734226978136","0.458069091635531","0.516615447927189"
"Yes","2014","Employed","(1c) basic vocational qualification","1239","0.381342320695071","0.364366902863112","0.39831773852703"
"Yes","2014","Employed","(2b) intermediate general qualification","224","0.380787543592457","0.338727054424923","0.422848032759991"
"Yes","2014","Employed","(2a) intermediate vocational","1453","0.333638186107111","0.319942235143118","0.347334137071104"
"Yes","2014","Employed","(2c_gen) general maturity certificate","265","0.257978193958822","0.229798100389344","0.286158287528301"
"Yes","2014","Employed","(2c_voc) vocational maturity certificate","529","0.281848046804498","0.262130686120152","0.301565407488845"
"Yes","2014","Employed","(3a) lower tertiary education","290","0.204990517719027","0.184451286640384","0.22552974879767"
"Yes","2014","Employed","(3b) higher tertiary education","482","0.170687225664601","0.157596228094364","0.183778223234838"
"No","2014","Not Employed","(0) in school","322","0.868949469700478","0.834611248906438","0.903287690494518"
"No","2014","Not Employed","(1a) inadequately completed","162","0.60805645438917","0.551576953191842","0.664535955586498"
"No","2014","Not Employed","(1b) general elementary school","894","0.773266909681406","0.750045475514672","0.796488343848141"
"No","2014","Not Employed","(1c) basic vocational qualification","2147","0.797565791599966","0.782487535372344","0.812644047827588"
"No","2014","Not Employed","(2b) intermediate general qualification","198","0.662776605523964","0.609279547834156","0.716273663213772"
"No","2014","Not Employed","(2a) intermediate vocational","1149","0.787550022930235","0.766966357264555","0.808133688595916"
"No","2014","Not Employed","(2c_gen) general maturity certificate","436","0.8379062226438","0.806530695184604","0.869281750102997"
"No","2014","Not Employed","(2c_voc) vocational maturity certificate","395","0.798738385721392","0.764110399942073","0.833366371500712"
"No","2014","Not Employed","(3a) lower tertiary education","480","0.870203942947273","0.842318839191422","0.898089046703124"
"No","2014","Not Employed","(3b) higher tertiary education","889","0.874475178235311","0.854142876075792","0.894807480394829"
"No","2014","Employed","(0) in school","72","0.727383688745937","0.634344813296991","0.820422564194883"
"No","2014","Employed","(1a) inadequately completed","123","0.478192730675963","0.417121302426099","0.539264158925827"
"No","2014","Employed","(1b) general elementary school","590","0.51265773021864","0.483384552072811","0.541930908364469"
"No","2014","Employed","(1c) basic vocational qualification","1906","0.618657679304929","0.60168226147297","0.635633097136888"
"No","2014","Employed","(2b) intermediate general qualification","288","0.619212456407543","0.577151967240009","0.661272945575077"
"No","2014","Employed","(2a) intermediate vocational","3100","0.666361813892889","0.652665862928896","0.680057764856882"
"No","2014","Employed","(2c_gen) general maturity certificate","661","0.742021806041178","0.713841712471699","0.770201899610656"
"No","2014","Employed","(2c_voc) vocational maturity certificate","1471","0.718151953195502","0.698434592511155","0.737869313879848"
"No","2014","Employed","(3a) lower tertiary education","1194","0.795009482280973","0.77447025120233","0.815548713359616"
"No","2014","Employed","(3b) higher tertiary education","2691","0.829312774335399","0.816221776765162","0.842403771905636"
"Yes","2015","Not Employed","(0) in school","","","",""
"Yes","2015","Not Employed","(1a) inadequately completed","","","",""
"Yes","2015","Not Employed","(1b) general elementary school","","","",""
"Yes","2015","Not Employed","(1c) basic vocational qualification","","","",""
"Yes","2015","Not Employed","(2b) intermediate general qualification","","","",""
"Yes","2015","Not Employed","(2a) intermediate vocational","","","",""
"Yes","2015","Not Employed","(2c_gen) general maturity certificate","","","",""
"Yes","2015","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"Yes","2015","Not Employed","(3a) lower tertiary education","","","",""
"Yes","2015","Not Employed","(3b) higher tertiary education","","","",""
"Yes","2015","Employed","(0) in school","","","",""
"Yes","2015","Employed","(1a) inadequately completed","","","",""
"Yes","2015","Employed","(1b) general elementary school","","","",""
"Yes","2015","Employed","(1c) basic vocational qualification","","","",""
"Yes","2015","Employed","(2b) intermediate general qualification","","","",""
"Yes","2015","Employed","(2a) intermediate vocational","","","",""
"Yes","2015","Employed","(2c_gen) general maturity certificate","","","",""
"Yes","2015","Employed","(2c_voc) vocational maturity certificate","","","",""
"Yes","2015","Employed","(3a) lower tertiary education","","","",""
"Yes","2015","Employed","(3b) higher tertiary education","","","",""
"No","2015","Not Employed","(0) in school","","","",""
"No","2015","Not Employed","(1a) inadequately completed","","","",""
"No","2015","Not Employed","(1b) general elementary school","","","",""
"No","2015","Not Employed","(1c) basic vocational qualification","","","",""
"No","2015","Not Employed","(2b) intermediate general qualification","","","",""
"No","2015","Not Employed","(2a) intermediate vocational","","","",""
"No","2015","Not Employed","(2c_gen) general maturity certificate","","","",""
"No","2015","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"No","2015","Not Employed","(3a) lower tertiary education","","","",""
"No","2015","Not Employed","(3b) higher tertiary education","","","",""
"No","2015","Employed","(0) in school","","","",""
"No","2015","Employed","(1a) inadequately completed","","","",""
"No","2015","Employed","(1b) general elementary school","","","",""
"No","2015","Employed","(1c) basic vocational qualification","","","",""
"No","2015","Employed","(2b) intermediate general qualification","","","",""
"No","2015","Employed","(2a) intermediate vocational","","","",""
"No","2015","Employed","(2c_gen) general maturity certificate","","","",""
"No","2015","Employed","(2c_voc) vocational maturity certificate","","","",""
"No","2015","Employed","(3a) lower tertiary education","","","",""
"No","2015","Employed","(3b) higher tertiary education","","","",""
"Yes","2016","Not Employed","(0) in school","34","0.174975617022221","0.129143672198051","0.220807561846391"
"Yes","2016","Not Employed","(1a) inadequately completed","105","0.416835063289144","0.354588211191379","0.479081915386909"
"Yes","2016","Not Employed","(1b) general elementary school","272","0.223048119233212","0.197272412954262","0.248823825512161"
"Yes","2016","Not Employed","(1c) basic vocational qualification","464","0.187516975535692","0.171698653134514","0.203335297936871"
"Yes","2016","Not Employed","(2b) intermediate general qualification","86","0.314464408717974","0.258772357566958","0.370156459868991"
"Yes","2016","Not Employed","(2a) intermediate vocational","294","0.204962697764529","0.183218906729618","0.22670648879944"
"Yes","2016","Not Employed","(2c_gen) general maturity certificate","67","0.149307297268443","0.115700038626117","0.182914555910769"
"Yes","2016","Not Employed","(2c_voc) vocational maturity certificate","100","0.184243027872349","0.14877658143106","0.219709474313639"
"Yes","2016","Not Employed","(3a) lower tertiary education","74","0.131641557306766","0.102802759577814","0.160480355035719"
"Yes","2016","Not Employed","(3b) higher tertiary education","111","0.132996292974067","0.111637892702065","0.154354693246069"
"Yes","2016","Employed","(0) in school","9","","",""
"Yes","2016","Employed","(1a) inadequately completed","118","0.450117965584466","0.386778870110702","0.513457061058231"
"Yes","2016","Employed","(1b) general elementary school","447","0.461094704375831","0.428988135935336","0.493201272816326"
"Yes","2016","Employed","(1c) basic vocational qualification","1080","0.353218213084381","0.335308423645072","0.371128002523691"
"Yes","2016","Employed","(2b) intermediate general qualification","169","0.35237108597063","0.307113701238","0.397628470703261"
"Yes","2016","Employed","(2a) intermediate vocational","1253","0.323987809192038","0.30950645328337","0.338469165100705"
"Yes","2016","Employed","(2c_gen) general maturity certificate","184","0.198489670275518","0.171272395749622","0.225706944801413"
"Yes","2016","Employed","(2c_voc) vocational maturity certificate","539","0.274195572517726","0.254545890743465","0.293845254291986"
"Yes","2016","Employed","(3a) lower tertiary education","228","0.187381672523651","0.166218373680679","0.208544971366622"
"Yes","2016","Employed","(3b) higher tertiary education","445","0.170802430389042","0.157552507945864","0.18405235283222"
"No","2016","Not Employed","(0) in school","230","0.825024382977779","0.779192438153609","0.870856327801949"
"No","2016","Not Employed","(1a) inadequately completed","136","0.583164936710856","0.520918084613091","0.645411788808621"
"No","2016","Not Employed","(1b) general elementary school","730","0.776951880766788","0.751176174487839","0.802727587045738"
"No","2016","Not Employed","(1c) basic vocational qualification","1875","0.812483024464308","0.796664702063129","0.828301346865486"
"No","2016","Not Employed","(2b) intermediate general qualification","181","0.685535591282026","0.629843540131009","0.741227642433042"
"No","2016","Not Employed","(2a) intermediate vocational","1030","0.795037302235471","0.77329351120056","0.816781093270382"
"No","2016","Not Employed","(2c_gen) general maturity certificate","365","0.850692702731557","0.81708544408923","0.884299961373883"
"No","2016","Not Employed","(2c_voc) vocational maturity certificate","359","0.815756972127651","0.780290525686361","0.85122341856894"
"No","2016","Not Employed","(3a) lower tertiary education","454","0.868358442693234","0.839519644964281","0.897197240422186"
"No","2016","Not Employed","(3b) higher tertiary education","860","0.867003707025933","0.845645306753931","0.888362107297935"
"No","2016","Employed","(0) in school","62","0.940360429807846","0.885275431296359","0.995445428319334"
"No","2016","Employed","(1a) inadequately completed","119","0.549882034415534","0.486542938941769","0.613221129889298"
"No","2016","Employed","(1b) general elementary school","479","0.538905295624169","0.506798727183674","0.571011864064664"
"No","2016","Employed","(1c) basic vocational qualification","1656","0.646781786915618","0.628871997476309","0.664691576354928"
"No","2016","Employed","(2b) intermediate general qualification","259","0.64762891402937","0.602371529296739","0.692886298762"
"No","2016","Employed","(2a) intermediate vocational","2759","0.676012190807962","0.661530834899295","0.69049354671663"
"No","2016","Employed","(2c_gen) general maturity certificate","641","0.801510329724482","0.774293055198587","0.828727604250378"
"No","2016","Employed","(2c_voc) vocational maturity certificate","1441","0.725804427482274","0.706154745708014","0.745454109256535"
"No","2016","Employed","(3a) lower tertiary education","1078","0.812618327476349","0.791455028633378","0.833781626319321"
"No","2016","Employed","(3b) higher tertiary education","2654","0.829197569610958","0.81594764716778","0.842447492054136"
"Yes","2017","Not Employed","(0) in school","","","",""
"Yes","2017","Not Employed","(1a) inadequately completed","","","",""
"Yes","2017","Not Employed","(1b) general elementary school","","","",""
"Yes","2017","Not Employed","(1c) basic vocational qualification","","","",""
"Yes","2017","Not Employed","(2b) intermediate general qualification","","","",""
"Yes","2017","Not Employed","(2a) intermediate vocational","","","",""
"Yes","2017","Not Employed","(2c_gen) general maturity certificate","","","",""
"Yes","2017","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"Yes","2017","Not Employed","(3a) lower tertiary education","","","",""
"Yes","2017","Not Employed","(3b) higher tertiary education","","","",""
"Yes","2017","Employed","(0) in school","","","",""
"Yes","2017","Employed","(1a) inadequately completed","","","",""
"Yes","2017","Employed","(1b) general elementary school","","","",""
"Yes","2017","Employed","(1c) basic vocational qualification","","","",""
"Yes","2017","Employed","(2b) intermediate general qualification","","","",""
"Yes","2017","Employed","(2a) intermediate vocational","","","",""
"Yes","2017","Employed","(2c_gen) general maturity certificate","","","",""
"Yes","2017","Employed","(2c_voc) vocational maturity certificate","","","",""
"Yes","2017","Employed","(3a) lower tertiary education","","","",""
"Yes","2017","Employed","(3b) higher tertiary education","","","",""
"No","2017","Not Employed","(0) in school","","","",""
"No","2017","Not Employed","(1a) inadequately completed","","","",""
"No","2017","Not Employed","(1b) general elementary school","","","",""
"No","2017","Not Employed","(1c) basic vocational qualification","","","",""
"No","2017","Not Employed","(2b) intermediate general qualification","","","",""
"No","2017","Not Employed","(2a) intermediate vocational","","","",""
"No","2017","Not Employed","(2c_gen) general maturity certificate","","","",""
"No","2017","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"No","2017","Not Employed","(3a) lower tertiary education","","","",""
"No","2017","Not Employed","(3b) higher tertiary education","","","",""
"No","2017","Employed","(0) in school","","","",""
"No","2017","Employed","(1a) inadequately completed","","","",""
"No","2017","Employed","(1b) general elementary school","","","",""
"No","2017","Employed","(1c) basic vocational qualification","","","",""
"No","2017","Employed","(2b) intermediate general qualification","","","",""
"No","2017","Employed","(2a) intermediate vocational","","","",""
"No","2017","Employed","(2c_gen) general maturity certificate","","","",""
"No","2017","Employed","(2c_voc) vocational maturity certificate","","","",""
"No","2017","Employed","(3a) lower tertiary education","","","",""
"No","2017","Employed","(3b) higher tertiary education","","","",""
"Yes","2018","Not Employed","(0) in school","25","","",""
"Yes","2018","Not Employed","(1a) inadequately completed","125","0.420522815146763","0.363511009036023","0.477534621257503"
"Yes","2018","Not Employed","(1b) general elementary school","263","0.220326558551272","0.19405360241526","0.246599514687284"
"Yes","2018","Not Employed","(1c) basic vocational qualification","468","0.188447257084582","0.172208836600883","0.20468567756828"
"Yes","2018","Not Employed","(2b) intermediate general qualification","73","0.216361585931446","0.170150507059582","0.262572664803311"
"Yes","2018","Not Employed","(2a) intermediate vocational","292","0.180174038156543","0.159903830795106","0.200444245517979"
"Yes","2018","Not Employed","(2c_gen) general maturity certificate","63","0.128553404286448","0.0984536142604574","0.158653194312438"
"Yes","2018","Not Employed","(2c_voc) vocational maturity certificate","88","0.20201974472552","0.165408028710499","0.238631460740541"
"Yes","2018","Not Employed","(3a) lower tertiary education","65","0.106940996451564","0.0803279004258968","0.13355409247723"
"Yes","2018","Not Employed","(3b) higher tertiary education","114","0.130589911483705","0.109716270779905","0.151463552187504"
"Yes","2018","Employed","(0) in school","8","","",""
"Yes","2018","Employed","(1a) inadequately completed","132","0.544448238663431","0.48246569225413","0.606430785072731"
"Yes","2018","Employed","(1b) general elementary school","486","0.485712223889809","0.454178369926586","0.517246077853031"
"Yes","2018","Employed","(1c) basic vocational qualification","995","0.352493909359397","0.334200477671346","0.370787341047448"
"Yes","2018","Employed","(2b) intermediate general qualification","202","0.38437545521065","0.341348250573956","0.427402659847344"
"Yes","2018","Employed","(2a) intermediate vocational","1331","0.313191127619474","0.299525986306228","0.32685626893272"
"Yes","2018","Employed","(2c_gen) general maturity certificate","227","0.223021784400627","0.197117576357909","0.248925992443345"
"Yes","2018","Employed","(2c_voc) vocational maturity certificate","543","0.267462720916139","0.248431273729433","0.286494168102844"
"Yes","2018","Employed","(3a) lower tertiary education","260","0.168619506122021","0.149420585859581","0.18781842638446"
"Yes","2018","Employed","(3b) higher tertiary education","445","0.159521253415211","0.147094066902087","0.171948439928334"
"No","2018","Not Employed","(0) in school","243","0.925431385440823","0.89398064725929","0.956882123622356"
"No","2018","Not Employed","(1a) inadequately completed","163","0.579477184853237","0.522465378742497","0.636488990963977"
"No","2018","Not Employed","(1b) general elementary school","693","0.779673441448728","0.753400485312716","0.805946397584741"
"No","2018","Not Employed","(1c) basic vocational qualification","1760","0.811552742915418","0.79531432243172","0.827791163399117"
"No","2018","Not Employed","(2b) intermediate general qualification","232","0.783638414068554","0.737427335196689","0.829849492940419"
"No","2018","Not Employed","(2a) intermediate vocational","1089","0.819825961843457","0.799555754482021","0.840096169204894"
"No","2018","Not Employed","(2c_gen) general maturity certificate","412","0.871446595713552","0.841346805687562","0.901546385739543"
"No","2018","Not Employed","(2c_voc) vocational maturity certificate","374","0.79798025527448","0.761368539259459","0.834591971289501"
"No","2018","Not Employed","(3a) lower tertiary education","453","0.893059003548436","0.86644590752277","0.919672099574103"
"No","2018","Not Employed","(3b) higher tertiary education","887","0.869410088516295","0.848536447812496","0.890283729220095"
"No","2018","Employed","(0) in school","61","0.895722720499491","0.823611111314789","0.967834329684194"
"No","2018","Employed","(1a) inadequately completed","116","0.455551761336569","0.393569214927269","0.51753430774587"
"No","2018","Employed","(1b) general elementary school","479","0.514287776110191","0.482753922146969","0.545821630073414"
"No","2018","Employed","(1c) basic vocational qualification","1625","0.647506090640603","0.629212658952552","0.665799522328654"
"No","2018","Employed","(2b) intermediate general qualification","289","0.61562454478935","0.572597340152656","0.658651749426044"
"No","2018","Employed","(2a) intermediate vocational","3094","0.686808872380526","0.67314373106728","0.700474013693772"
"No","2018","Employed","(2c_gen) general maturity certificate","765","0.776978215599373","0.751074007556655","0.802882423642091"
"No","2018","Employed","(2c_voc) vocational maturity certificate","1535","0.732537279083861","0.713505831897156","0.751568726270567"
"No","2018","Employed","(3a) lower tertiary education","1201","0.831380493877979","0.81218157361554","0.850579414140419"
"No","2018","Employed","(3b) higher tertiary education","2890","0.840478746584789","0.828051560071666","0.852905933097913"
