"ple0081_h","year","bula_h","education","n","percent","lower_confidence","upper_confidence"
"No","2008","Berlin","secondary school degree","160","0.637892729582087","0.577214623313607","0.698570835850567"
"No","2008","Berlin","college entrance qualification","200","0.722608761376208","0.670721224406161","0.774496298346254"
"No","2008","Berlin","Other degree","22","","",""
"No","2008","Berlin","no degree/no degree yet","10","","",""
"No","2008","Brandenburg","lower secondary degree","170","0.70071105024331","0.641398694407729","0.760023406078891"
"No","2008","Brandenburg","secondary school degree","249","0.655534193653009","0.606032826466178","0.705035560839841"
"No","2008","Brandenburg","college entrance qualification","149","0.74670567180982","0.685665149241183","0.807746194378456"
"No","2008","Brandenburg","Other degree","7","","",""
"No","2008","Brandenburg","no degree/no degree yet","14","","",""
"No","2008","Mecklenburg-Western Pomerania","lower secondary degree","82","0.627588165681141","0.542837680338497","0.712338651023784"
"No","2008","Mecklenburg-Western Pomerania","secondary school degree","158","0.686687219128003","0.626214094479085","0.747160343776921"
"No","2008","Mecklenburg-Western Pomerania","college entrance qualification","77","0.669140678277732","0.577828561882667","0.760452794672797"
"No","2008","Mecklenburg-Western Pomerania","Other degree","4","","",""
"No","2008","Mecklenburg-Western Pomerania","no degree/no degree yet","19","","",""
"No","2008","Saxony","lower secondary degree","288","0.783186218925261","0.740320523423543","0.826051914426979"
"No","2008","Saxony","secondary school degree","496","0.73045664847309","0.696832866001537","0.764080430944643"
"No","2008","Saxony","college entrance qualification","261","0.74170227568463","0.695177559956766","0.788226991412495"
"No","2008","Saxony","Other degree","8","","",""
"No","2008","Saxony","no degree/no degree yet","24","","",""
"No","2008","Saxony-Anhalt","lower secondary degree","169","0.769919269548992","0.715643646263952","0.824194892834031"
"No","2008","Saxony-Anhalt","secondary school degree","215","0.656101553754457","0.605461940429266","0.706741167079647"
"No","2008","Saxony-Anhalt","college entrance qualification","153","0.812965086833468","0.759191414687884","0.866738758979051"
"No","2008","Saxony-Anhalt","Other degree","9","","",""
"No","2008","Saxony-Anhalt","no degree/no degree yet","11","","",""
"No","2008","Thuringia","lower secondary degree","227","0.760968788170411","0.711966955244356","0.809970621096466"
"No","2008","Thuringia","secondary school degree","265","0.699469537711785","0.653431770179036","0.745507305244534"
"No","2008","Thuringia","college entrance qualification","137","0.885461082171561","0.83657158557043","0.934350578772692"
"No","2008","Thuringia","Other degree","6","","",""
"No","2008","Thuringia","no degree/no degree yet","10","","",""
"Yes","2009","Schleswig-Holstein","lower secondary degree","","","",""
"Yes","2009","Schleswig-Holstein","secondary school degree","","","",""
"Yes","2009","Schleswig-Holstein","college entrance qualification","","","",""
"Yes","2009","Schleswig-Holstein","Other degree","","","",""
"Yes","2009","Schleswig-Holstein","no degree/no degree yet","","","",""
"Yes","2009","Hamburg","lower secondary degree","","","",""
"Yes","2009","Hamburg","secondary school degree","","","",""
"Yes","2009","Hamburg","college entrance qualification","","","",""
"Yes","2009","Hamburg","Other degree","","","",""
"Yes","2009","Hamburg","no degree/no degree yet","","","",""
"Yes","2009","Lower Saxony","lower secondary degree","","","",""
"Yes","2009","Lower Saxony","secondary school degree","","","",""
"Yes","2009","Lower Saxony","college entrance qualification","","","",""
"Yes","2009","Lower Saxony","Other degree","","","",""
"Yes","2009","Lower Saxony","no degree/no degree yet","","","",""
"Yes","2009","Bremen","lower secondary degree","","","",""
"Yes","2009","Bremen","secondary school degree","","","",""
"Yes","2009","Bremen","college entrance qualification","","","",""
"Yes","2009","Bremen","Other degree","","","",""
"Yes","2009","Bremen","no degree/no degree yet","","","",""
"Yes","2009","North Rhine-Westphalia","lower secondary degree","","","",""
"Yes","2009","North Rhine-Westphalia","secondary school degree","","","",""
"Yes","2009","North Rhine-Westphalia","college entrance qualification","","","",""
"Yes","2009","North Rhine-Westphalia","Other degree","","","",""
"Yes","2009","North Rhine-Westphalia","no degree/no degree yet","","","",""
"Yes","2009","Hesse","lower secondary degree","","","",""
"Yes","2009","Hesse","secondary school degree","","","",""
"Yes","2009","Hesse","college entrance qualification","","","",""
"Yes","2009","Hesse","Other degree","","","",""
"Yes","2009","Hesse","no degree/no degree yet","","","",""
"Yes","2009","Rhineland-Palatinate,Saarland","lower secondary degree","","","",""
"Yes","2009","Rhineland-Palatinate,Saarland","secondary school degree","","","",""
"Yes","2009","Rhineland-Palatinate,Saarland","college entrance qualification","","","",""
"Yes","2009","Rhineland-Palatinate,Saarland","Other degree","","","",""
"Yes","2009","Rhineland-Palatinate,Saarland","no degree/no degree yet","","","",""
"Yes","2009","Baden-Württemberg","lower secondary degree","","","",""
"Yes","2009","Baden-Württemberg","secondary school degree","","","",""
"Yes","2009","Baden-Württemberg","college entrance qualification","","","",""
"Yes","2009","Baden-Württemberg","Other degree","","","",""
"Yes","2009","Baden-Württemberg","no degree/no degree yet","","","",""
"Yes","2009","Bavaria","lower secondary degree","","","",""
"Yes","2009","Bavaria","secondary school degree","","","",""
"Yes","2009","Bavaria","college entrance qualification","","","",""
"Yes","2009","Bavaria","Other degree","","","",""
"Yes","2009","Bavaria","no degree/no degree yet","","","",""
"Yes","2009","Berlin","lower secondary degree","","","",""
"Yes","2009","Berlin","secondary school degree","","","",""
"Yes","2009","Berlin","college entrance qualification","","","",""
"Yes","2009","Berlin","Other degree","","","",""
"Yes","2009","Berlin","no degree/no degree yet","","","",""
"Yes","2009","Brandenburg","lower secondary degree","","","",""
"Yes","2009","Brandenburg","secondary school degree","","","",""
"Yes","2009","Brandenburg","college entrance qualification","","","",""
"Yes","2009","Brandenburg","Other degree","","","",""
"Yes","2009","Brandenburg","no degree/no degree yet","","","",""
"Yes","2009","Mecklenburg-Western Pomerania","lower secondary degree","","","",""
"Yes","2009","Mecklenburg-Western Pomerania","secondary school degree","","","",""
"Yes","2009","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"Yes","2009","Mecklenburg-Western Pomerania","Other degree","","","",""
"Yes","2009","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"Yes","2009","Saxony","lower secondary degree","","","",""
"Yes","2009","Saxony","secondary school degree","","","",""
"Yes","2009","Saxony","college entrance qualification","","","",""
"Yes","2009","Saxony","Other degree","","","",""
"Yes","2009","Saxony","no degree/no degree yet","","","",""
"Yes","2009","Saxony-Anhalt","lower secondary degree","","","",""
"Yes","2009","Saxony-Anhalt","secondary school degree","","","",""
"Yes","2009","Saxony-Anhalt","college entrance qualification","","","",""
"Yes","2009","Saxony-Anhalt","Other degree","","","",""
"Yes","2009","Saxony-Anhalt","no degree/no degree yet","","","",""
"Yes","2009","Thuringia","lower secondary degree","","","",""
"Yes","2009","Thuringia","secondary school degree","","","",""
"Yes","2009","Thuringia","college entrance qualification","","","",""
"Yes","2009","Thuringia","Other degree","","","",""
"Yes","2009","Thuringia","no degree/no degree yet","","","",""
"No","2009","Schleswig-Holstein","lower secondary degree","","","",""
"No","2009","Schleswig-Holstein","secondary school degree","","","",""
"No","2009","Schleswig-Holstein","college entrance qualification","","","",""
"No","2009","Schleswig-Holstein","Other degree","","","",""
"No","2009","Schleswig-Holstein","no degree/no degree yet","","","",""
"No","2009","Hamburg","lower secondary degree","","","",""
"No","2009","Hamburg","secondary school degree","","","",""
"No","2009","Hamburg","college entrance qualification","","","",""
"No","2009","Hamburg","Other degree","","","",""
"No","2009","Hamburg","no degree/no degree yet","","","",""
"No","2009","Lower Saxony","lower secondary degree","","","",""
"No","2009","Lower Saxony","secondary school degree","","","",""
"No","2009","Lower Saxony","college entrance qualification","","","",""
"No","2009","Lower Saxony","Other degree","","","",""
"No","2009","Lower Saxony","no degree/no degree yet","","","",""
"No","2009","Bremen","lower secondary degree","","","",""
"No","2009","Bremen","secondary school degree","","","",""
"No","2009","Bremen","college entrance qualification","","","",""
"No","2009","Bremen","Other degree","","","",""
"No","2009","Bremen","no degree/no degree yet","","","",""
"No","2009","North Rhine-Westphalia","lower secondary degree","","","",""
"No","2009","North Rhine-Westphalia","secondary school degree","","","",""
"No","2009","North Rhine-Westphalia","college entrance qualification","","","",""
"No","2009","North Rhine-Westphalia","Other degree","","","",""
"No","2009","North Rhine-Westphalia","no degree/no degree yet","","","",""
"No","2009","Hesse","lower secondary degree","","","",""
"No","2009","Hesse","secondary school degree","","","",""
"No","2009","Hesse","college entrance qualification","","","",""
"No","2009","Hesse","Other degree","","","",""
"No","2009","Hesse","no degree/no degree yet","","","",""
"No","2009","Rhineland-Palatinate,Saarland","lower secondary degree","","","",""
"No","2009","Rhineland-Palatinate,Saarland","secondary school degree","","","",""
"No","2009","Rhineland-Palatinate,Saarland","college entrance qualification","","","",""
"No","2009","Rhineland-Palatinate,Saarland","Other degree","","","",""
"No","2009","Rhineland-Palatinate,Saarland","no degree/no degree yet","","","",""
"No","2009","Baden-Württemberg","lower secondary degree","","","",""
"No","2009","Baden-Württemberg","secondary school degree","","","",""
"No","2009","Baden-Württemberg","college entrance qualification","","","",""
"No","2009","Baden-Württemberg","Other degree","","","",""
"No","2009","Baden-Württemberg","no degree/no degree yet","","","",""
"No","2009","Bavaria","lower secondary degree","","","",""
"No","2009","Bavaria","secondary school degree","","","",""
"No","2009","Bavaria","college entrance qualification","","","",""
"No","2009","Bavaria","Other degree","","","",""
"No","2009","Bavaria","no degree/no degree yet","","","",""
"No","2009","Berlin","lower secondary degree","","","",""
"No","2009","Berlin","secondary school degree","","","",""
"No","2009","Berlin","college entrance qualification","","","",""
"No","2009","Berlin","Other degree","","","",""
"No","2009","Berlin","no degree/no degree yet","","","",""
"No","2009","Brandenburg","lower secondary degree","","","",""
"No","2009","Brandenburg","secondary school degree","","","",""
"No","2009","Brandenburg","college entrance qualification","","","",""
"No","2009","Brandenburg","Other degree","","","",""
"No","2009","Brandenburg","no degree/no degree yet","","","",""
"No","2009","Mecklenburg-Western Pomerania","lower secondary degree","","","",""
"No","2009","Mecklenburg-Western Pomerania","secondary school degree","","","",""
"No","2009","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"No","2009","Mecklenburg-Western Pomerania","Other degree","","","",""
"No","2009","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"No","2009","Saxony","lower secondary degree","","","",""
"No","2009","Saxony","secondary school degree","","","",""
"No","2009","Saxony","college entrance qualification","","","",""
"No","2009","Saxony","Other degree","","","",""
"No","2009","Saxony","no degree/no degree yet","","","",""
"No","2009","Saxony-Anhalt","lower secondary degree","","","",""
"No","2009","Saxony-Anhalt","secondary school degree","","","",""
"No","2009","Saxony-Anhalt","college entrance qualification","","","",""
"No","2009","Saxony-Anhalt","Other degree","","","",""
