"ple0081_h","year","e11102","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"No","2016","Not Employed","Couple + C. LE 16 ","592","0.708406878438233","0.678647482713288","0.738166274163178"
"No","2016","Not Employed","Couple + C. GT 16 ","544","0.797776092385608","0.768000098894696","0.82755208587652"
"No","2016","Not Employed","Couple + C. LE and GT 16","409","0.830480787772565","0.798075287215369","0.86288628832976"
"No","2016","Employed","1-pers.-HH","1187","0.6385874618981","0.616648550246241","0.660526373549959"
"No","2016","Employed","(Married) couple without C. ","2840","0.740737285509178","0.726941121723871","0.754533449294485"
"No","2016","Employed","Single parent ","936","0.624623391142643","0.600352424491642","0.648894357793645"
"No","2016","Employed","Couple + C. LE 16 ","3579","0.740722466130308","0.728443248821597","0.75300168343902"
"No","2016","Employed","Couple + C. GT 16 ","1541","0.735878972781761","0.716785373647032","0.75497257191649"
"No","2016","Employed","Couple + C. LE and GT 16","1174","0.767599613129005","0.746727350696008","0.788471875562002"
"Yes","2017","Not Employed","1-pers.-HH","","","",""
"Yes","2017","Not Employed","(Married) couple without C. ","","","",""
"Yes","2017","Not Employed","Single parent ","","","",""
"Yes","2017","Not Employed","Couple + C. LE 16 ","","","",""
"Yes","2017","Not Employed","Couple + C. GT 16 ","","","",""
"Yes","2017","Not Employed","Couple + C. LE and GT 16","","","",""
"Yes","2017","Employed","1-pers.-HH","","","",""
"Yes","2017","Employed","(Married) couple without C. ","","","",""
"Yes","2017","Employed","Single parent ","","","",""
"Yes","2017","Employed","Couple + C. LE 16 ","","","",""
"Yes","2017","Employed","Couple + C. GT 16 ","","","",""
"Yes","2017","Employed","Couple + C. LE and GT 16","","","",""
"No","2017","Not Employed","1-pers.-HH","","","",""
"No","2017","Not Employed","(Married) couple without C. ","","","",""
"No","2017","Not Employed","Single parent ","","","",""
"No","2017","Not Employed","Couple + C. LE 16 ","","","",""
"No","2017","Not Employed","Couple + C. GT 16 ","","","",""
"No","2017","Not Employed","Couple + C. LE and GT 16","","","",""
"No","2017","Employed","1-pers.-HH","","","",""
"No","2017","Employed","(Married) couple without C. ","","","",""
"No","2017","Employed","Single parent ","","","",""
"No","2017","Employed","Couple + C. LE 16 ","","","",""
"No","2017","Employed","Couple + C. GT 16 ","","","",""
"No","2017","Employed","Couple + C. LE and GT 16","","","",""
"Yes","2018","Not Employed","1-pers.-HH","404","0.197953857931419","0.179536178505","0.216371537357838"
"Yes","2018","Not Employed","(Married) couple without C. ","501","0.13952239477494","0.128192882108034","0.150851907441845"
"Yes","2018","Not Employed","Single parent ","222","0.328610944804843","0.292389983470568","0.364831906139117"
"Yes","2018","Not Employed","Couple + C. LE 16 ","222","0.296351877017903","0.262377620331944","0.330326133703862"
"Yes","2018","Not Employed","Couple + C. GT 16 ","137","0.207460996566785","0.177292969579422","0.237629023554148"
"Yes","2018","Not Employed","Couple + C. LE and GT 16","108","0.220840844363792","0.184945163359177","0.256736525368407"
"Yes","2018","Employed","1-pers.-HH","804","0.347105193840888","0.327767318066672","0.366443069615104"
"Yes","2018","Employed","(Married) couple without C. ","1099","0.251840895604886","0.239004957933518","0.264676833276254"
"Yes","2018","Employed","Single parent ","587","0.394672174745792","0.37044831797916","0.418896031512424"
"Yes","2018","Employed","Couple + C. LE 16 ","1201","0.245616313007534","0.23337247756482","0.257860148450248"
"Yes","2018","Employed","Couple + C. GT 16 ","592","0.264645150749787","0.246678825229392","0.282611476270181"
"Yes","2018","Employed","Couple + C. LE and GT 16","414","0.225597511754578","0.205598771707557","0.245596251801598"
"No","2018","Not Employed","1-pers.-HH","1394","0.802046142068581","0.783628462642162","0.820463821495"
"No","2018","Not Employed","(Married) couple without C. ","3092","0.86047760522506","0.849148092558155","0.871807117891966"
"No","2018","Not Employed","Single parent ","424","0.671389055195157","0.635168093860883","0.707610016529431"
"No","2018","Not Employed","Couple + C. LE 16 ","472","0.703648122982097","0.669673866296138","0.737622379668056"
"No","2018","Not Employed","Couple + C. GT 16 ","557","0.792539003433215","0.762370976445852","0.822707030420578"
"No","2018","Not Employed","Couple + C. LE and GT 16","405","0.779159155636208","0.743263474631593","0.815054836640823"
"No","2018","Employed","1-pers.-HH","1524","0.652894806159112","0.633556930384896","0.672232681933328"
"No","2018","Employed","(Married) couple without C. ","3294","0.748159104395114","0.735323166723746","0.760995042066482"
"No","2018","Employed","Single parent ","977","0.605327825254208","0.581103968487576","0.62955168202084"
"No","2018","Employed","Couple + C. LE 16 ","3547","0.754383686992466","0.742139851549752","0.76662752243518"
"No","2018","Employed","Couple + C. GT 16 ","1724","0.735354849250214","0.717388523729819","0.753321174770608"
"No","2018","Employed","Couple + C. LE and GT 16","1264","0.774402488245422","0.754403748198402","0.794401228292443"
