"pli0080","year","bula_h","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Daily","1998","Brandenburg","Couple + C. LE 16 ","2","","",""
"Daily","1998","Brandenburg","Couple + C. GT 16 ","14","","",""
"Daily","1998","Brandenburg","Couple + C. LE and GT 16","5","","",""
"Daily","1998","Mecklenburg-Western Pomerania","1-pers.-HH","6","","",""
"Daily","1998","Mecklenburg-Western Pomerania","(Married) couple without C. ","7","","",""
"Daily","1998","Mecklenburg-Western Pomerania","Single parent ","1","","",""
"Daily","1998","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","3","","",""
"Daily","1998","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","11","","",""
"Daily","1998","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","4","","",""
"Daily","1998","Saxony","1-pers.-HH","18","","",""
"Daily","1998","Saxony","(Married) couple without C. ","4","","",""
"Daily","1998","Saxony","Single parent ","3","","",""
"Daily","1998","Saxony","Couple + C. LE 16 ","4","","",""
"Daily","1998","Saxony","Couple + C. GT 16 ","10","","",""
"Daily","1998","Saxony","Couple + C. LE and GT 16","11","","",""
"Daily","1998","Saxony-Anhalt","1-pers.-HH","3","","",""
"Daily","1998","Saxony-Anhalt","(Married) couple without C. ","5","","",""
"Daily","1998","Saxony-Anhalt","Single parent ","6","","",""
"Daily","1998","Saxony-Anhalt","Couple + C. LE 16 ","5","","",""
"Daily","1998","Saxony-Anhalt","Couple + C. GT 16 ","12","","",""
"Daily","1998","Saxony-Anhalt","Couple + C. LE and GT 16","13","","",""
"Daily","1998","Thuringia","1-pers.-HH","3","","",""
"Daily","1998","Thuringia","(Married) couple without C. ","10","","",""
"Daily","1998","Thuringia","Single parent ","","","",""
"Daily","1998","Thuringia","Couple + C. LE 16 ","3","","",""
"Daily","1998","Thuringia","Couple + C. GT 16 ","16","","",""
"Daily","1998","Thuringia","Couple + C. LE and GT 16","10","","",""
"Min 1x per week","1998","Schleswig-Holstein","1-pers.-HH","20","","",""
"Min 1x per week","1998","Schleswig-Holstein","(Married) couple without C. ","44","0.300370009123748","0.219683720148354","0.381056298099142"
"Min 1x per week","1998","Schleswig-Holstein","Single parent ","10","","",""
"Min 1x per week","1998","Schleswig-Holstein","Couple + C. LE 16 ","43","0.545023802454035","0.430791551674116","0.659256053233955"
"Min 1x per week","1998","Schleswig-Holstein","Couple + C. GT 16 ","28","","",""
"Min 1x per week","1998","Schleswig-Holstein","Couple + C. LE and GT 16","14","","",""
"Min 1x per week","1998","Hamburg","1-pers.-HH","22","","",""
"Min 1x per week","1998","Hamburg","(Married) couple without C. ","15","","",""
"Min 1x per week","1998","Hamburg","Single parent ","7","","",""
"Min 1x per week","1998","Hamburg","Couple + C. LE 16 ","6","","",""
"Min 1x per week","1998","Hamburg","Couple + C. GT 16 ","13","","",""
"Min 1x per week","1998","Hamburg","Couple + C. LE and GT 16","5","","",""
"Min 1x per week","1998","Lower Saxony","1-pers.-HH","79","0.547353723362094","0.465771866340253","0.628935580383935"
"Min 1x per week","1998","Lower Saxony","(Married) couple without C. ","139","0.333454177018413","0.286115219505549","0.380793134531277"
"Min 1x per week","1998","Lower Saxony","Single parent ","23","","",""
"Min 1x per week","1998","Lower Saxony","Couple + C. LE 16 ","122","0.409238295736715","0.350038602662041","0.46843798881139"
"Min 1x per week","1998","Lower Saxony","Couple + C. GT 16 ","79","0.386735529205851","0.31924170566348","0.454229352748221"
"Min 1x per week","1998","Lower Saxony","Couple + C. LE and GT 16","48","0.515942629648197","0.419896350167397","0.611988909128998"
"Min 1x per week","1998","Bremen","1-pers.-HH","11","","",""
"Min 1x per week","1998","Bremen","(Married) couple without C. ","12","","",""
"Min 1x per week","1998","Bremen","Single parent ","2","","",""
"Min 1x per week","1998","Bremen","Couple + C. LE 16 ","7","","",""
"Min 1x per week","1998","Bremen","Couple + C. GT 16 ","10","","",""
"Min 1x per week","1998","Bremen","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1998","North Rhine-Westphalia","1-pers.-HH","187","0.523547075449389","0.471592741448555","0.575501409450224"
"Min 1x per week","1998","North Rhine-Westphalia","(Married) couple without C. ","363","0.376025714269998","0.343481377174345","0.408570051365652"
"Min 1x per week","1998","North Rhine-Westphalia","Single parent ","69","0.515932430414407","0.433444968212947","0.598419892615867"
"Min 1x per week","1998","North Rhine-Westphalia","Couple + C. LE 16 ","333","0.494684078163092","0.456482561832074","0.53288559449411"
"Min 1x per week","1998","North Rhine-Westphalia","Couple + C. GT 16 ","218","0.473463538749942","0.428227698726314","0.518699378773571"
"Min 1x per week","1998","North Rhine-Westphalia","Couple + C. LE and GT 16","119","0.458559637648556","0.397160671698628","0.519958603598484"
"Min 1x per week","1998","Hesse","1-pers.-HH","52","0.429684464059959","0.337593073987873","0.521775854132046"
"Min 1x per week","1998","Hesse","(Married) couple without C. ","145","0.450742102768342","0.394717473039365","0.506766732497319"
"Min 1x per week","1998","Hesse","Single parent ","12","","",""
"Min 1x per week","1998","Hesse","Couple + C. LE 16 ","109","0.462140075921216","0.39486901573819","0.529411136104242"
"Min 1x per week","1998","Hesse","Couple + C. GT 16 ","71","0.403285466135723","0.330185928022152","0.476385004249294"
"Min 1x per week","1998","Hesse","Couple + C. LE and GT 16","36","0.423025395029546","0.31476623163805","0.531284558421042"
"Min 1x per week","1998","Rhineland-Palatinate,Saarland","1-pers.-HH","41","0.446770715889079","0.342302688434807","0.551238743343352"
"Min 1x per week","1998","Rhineland-Palatinate,Saarland","(Married) couple without C. ","91","0.361623167021144","0.299528992978705","0.423717341063583"
"Min 1x per week","1998","Rhineland-Palatinate,Saarland","Single parent ","17","","",""
"Min 1x per week","1998","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","92","0.480391797257305","0.410267814203004","0.550515780311605"
"Min 1x per week","1998","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","60","0.466760851597962","0.381653054354287","0.551868648841637"
"Min 1x per week","1998","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","22","","",""
"Min 1x per week","1998","Baden-Württemberg","1-pers.-HH","105","0.436956759473761","0.370501201332363","0.503412317615159"
"Min 1x per week","1998","Baden-Württemberg","(Married) couple without C. ","195","0.401403075555833","0.355444669179325","0.447361481932342"
"Min 1x per week","1998","Baden-Württemberg","Single parent ","47","0.475392955307106","0.377513505149395","0.573272405464818"
"Min 1x per week","1998","Baden-Württemberg","Couple + C. LE 16 ","210","0.412638033204362","0.366267543652898","0.459008522755826"
"Min 1x per week","1998","Baden-Württemberg","Couple + C. GT 16 ","158","0.398047298782042","0.34741246471717","0.448682132846915"
"Min 1x per week","1998","Baden-Württemberg","Couple + C. LE and GT 16","76","0.445698401165155","0.369394297952322","0.522002504377987"
"Min 1x per week","1998","Bavaria","1-pers.-HH","115","0.469124845605668","0.404630061930319","0.533619629281018"
"Min 1x per week","1998","Bavaria","(Married) couple without C. ","223","0.378110789578514","0.337059033253845","0.419162545903184"
"Min 1x per week","1998","Bavaria","Single parent ","56","0.564404951786407","0.466733561768221","0.662076341804593"
"Min 1x per week","1998","Bavaria","Couple + C. LE 16 ","184","0.353869127179675","0.30913927997645","0.3985989743829"
"Min 1x per week","1998","Bavaria","Couple + C. GT 16 ","154","0.472353150110807","0.417134173962953","0.527572126258661"
"Min 1x per week","1998","Bavaria","Couple + C. LE and GT 16","82","0.563585632588628","0.486979307439535","0.64019195773772"
"Min 1x per week","1998","Berlin","1-pers.-HH","59","0.495206182363473","0.405375509446524","0.585036855280421"
"Min 1x per week","1998","Berlin","(Married) couple without C. ","58","0.359695357853677","0.282115288173543","0.437275427533811"
"Min 1x per week","1998","Berlin","Single parent ","21","","",""
"Min 1x per week","1998","Berlin","Couple + C. LE 16 ","47","0.474269896144112","0.379211745494607","0.569328046793616"
"Min 1x per week","1998","Berlin","Couple + C. GT 16 ","22","","",""
"Min 1x per week","1998","Berlin","Couple + C. LE and GT 16","9","","",""
"Min 1x per week","1998","Brandenburg","1-pers.-HH","31","0.420001582853056","0.308300771660189","0.531702394045923"
"Min 1x per week","1998","Brandenburg","(Married) couple without C. ","42","0.24291879979801","0.180785511218339","0.30505208837768"
"Min 1x per week","1998","Brandenburg","Single parent ","17","","",""
"Min 1x per week","1998","Brandenburg","Couple + C. LE 16 ","29","","",""
"Min 1x per week","1998","Brandenburg","Couple + C. GT 16 ","35","0.38330279529369","0.294053941240629","0.472551649346752"
"Min 1x per week","1998","Brandenburg","Couple + C. LE and GT 16","21","","",""
"Min 1x per week","1998","Mecklenburg-Western Pomerania","1-pers.-HH","22","","",""
"Min 1x per week","1998","Mecklenburg-Western Pomerania","(Married) couple without C. ","32","0.266659959601926","0.183643072294476","0.349676846909376"
"Min 1x per week","1998","Mecklenburg-Western Pomerania","Single parent ","10","","",""
"Min 1x per week","1998","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","31","0.404492142674068","0.300155364709605","0.508828920638531"
"Min 1x per week","1998","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","37","0.393970921346756","0.294124387515166","0.493817455178345"
"Min 1x per week","1998","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","17","","",""
"Min 1x per week","1998","Saxony","1-pers.-HH","45","0.392538325144744","0.302102698162731","0.482973952126757"
"Min 1x per week","1998","Saxony","(Married) couple without C. ","75","0.178895990543769","0.139896357003782","0.217895624083755"
"Min 1x per week","1998","Saxony","Single parent ","20","","",""
"Min 1x per week","1998","Saxony","Couple + C. LE 16 ","86","0.340608543494013","0.28138696703491","0.399830119953115"
"Min 1x per week","1998","Saxony","Couple + C. GT 16 ","65","0.317751345925918","0.259686315548399","0.375816376303436"
"Min 1x per week","1998","Saxony","Couple + C. LE and GT 16","30","0.281894875832592","0.196644990049967","0.367144761615218"
"Min 1x per week","1998","Saxony-Anhalt","1-pers.-HH","43","0.489964820598681","0.378308003396597","0.601621637800766"
"Min 1x per week","1998","Saxony-Anhalt","(Married) couple without C. ","75","0.269622585721242","0.212272248603593","0.32697292283889"
"Min 1x per week","1998","Saxony-Anhalt","Single parent ","11","","",""
"Min 1x per week","1998","Saxony-Anhalt","Couple + C. LE 16 ","26","","",""
"Min 1x per week","1998","Saxony-Anhalt","Couple + C. GT 16 ","45","0.352942616972852","0.273782300385272","0.432102933560432"
"Min 1x per week","1998","Saxony-Anhalt","Couple + C. LE and GT 16","23","","",""
"Min 1x per week","1998","Thuringia","1-pers.-HH","36","0.553530947391518","0.428778289448812","0.678283605334224"
"Min 1x per week","1998","Thuringia","(Married) couple without C. ","68","0.345299625057499","0.28052837683971","0.410070873275288"
"Min 1x per week","1998","Thuringia","Single parent ","16","","",""
"Min 1x per week","1998","Thuringia","Couple + C. LE 16 ","41","0.302994800479351","0.227673871263652","0.37831572969505"
"Min 1x per week","1998","Thuringia","Couple + C. GT 16 ","52","0.348745128263715","0.275357956481261","0.422132300046169"
"Min 1x per week","1998","Thuringia","Couple + C. LE and GT 16","23","","",""
"Min 1x per month","1998","Schleswig-Holstein","1-pers.-HH","11","","",""
"Min 1x per month","1998","Schleswig-Holstein","(Married) couple without C. ","54","0.451973333781761","0.364375271342322","0.539571396221199"
"Min 1x per month","1998","Schleswig-Holstein","Single parent ","3","","",""
"Min 1x per month","1998","Schleswig-Holstein","Couple + C. LE 16 ","20","","",""
"Min 1x per month","1998","Schleswig-Holstein","Couple + C. GT 16 ","8","","",""
"Min 1x per month","1998","Schleswig-Holstein","Couple + C. LE and GT 16","8","","",""
"Min 1x per month","1998","Hamburg","1-pers.-HH","15","","",""
"Min 1x per month","1998","Hamburg","(Married) couple without C. ","13","","",""
"Min 1x per month","1998","Hamburg","Single parent ","1","","",""
"Min 1x per month","1998","Hamburg","Couple + C. LE 16 ","5","","",""
"Min 1x per month","1998","Hamburg","Couple + C. GT 16 ","7","","",""
"Min 1x per month","1998","Hamburg","Couple + C. LE and GT 16","2","","",""
"Min 1x per month","1998","Lower Saxony","1-pers.-HH","26","","",""
"Min 1x per month","1998","Lower Saxony","(Married) couple without C. ","146","0.374758227141164","0.326152752998674","0.423363701283654"
"Min 1x per month","1998","Lower Saxony","Single parent ","15","","",""
"Min 1x per month","1998","Lower Saxony","Couple + C. LE 16 ","85","0.310141049958593","0.254450060761255","0.365832039155932"
"Min 1x per month","1998","Lower Saxony","Couple + C. GT 16 ","75","0.325793013394961","0.260839806087085","0.390746220702837"
"Min 1x per month","1998","Lower Saxony","Couple + C. LE and GT 16","35","0.293585991262336","0.206061672859094","0.381110309665579"
"Min 1x per month","1998","Bremen","1-pers.-HH","7","","",""
"Min 1x per month","1998","Bremen","(Married) couple without C. ","8","","",""
"Min 1x per month","1998","Bremen","Single parent ","5","","",""
"Min 1x per month","1998","Bremen","Couple + C. LE 16 ","1","","",""
"Min 1x per month","1998","Bremen","Couple + C. GT 16 ","2","","",""
"Min 1x per month","1998","Bremen","Couple + C. LE and GT 16","","","",""
"Min 1x per month","1998","North Rhine-Westphalia","1-pers.-HH","64","0.191666129964534","0.150721024912568","0.232611235016499"
"Min 1x per month","1998","North Rhine-Westphalia","(Married) couple without C. ","280","0.374293483049023","0.341779155019978","0.406807811078067"
"Min 1x per month","1998","North Rhine-Westphalia","Single parent ","33","0.213215640516464","0.145611090976384","0.280820190056544"
"Min 1x per month","1998","North Rhine-Westphalia","Couple + C. LE 16 ","198","0.301811194085635","0.266736874343614","0.336885513827656"
"Min 1x per month","1998","North Rhine-Westphalia","Couple + C. GT 16 ","124","0.257640026514064","0.218017779069145","0.297262273958984"
"Min 1x per month","1998","North Rhine-Westphalia","Couple + C. LE and GT 16","65","0.284929324079686","0.229309336360068","0.340549311799304"
"Min 1x per month","1998","Hesse","1-pers.-HH","24","","",""
"Min 1x per month","1998","Hesse","(Married) couple without C. ","70","0.234775073621382","0.187049921253376","0.282500225989388"
"Min 1x per month","1998","Hesse","Single parent ","","","",""
"Min 1x per month","1998","Hesse","Couple + C. LE 16 ","69","0.329801114648226","0.266365263184609","0.393236966111844"
"Min 1x per month","1998","Hesse","Couple + C. GT 16 ","58","0.326395533200804","0.25652410475899","0.396266961642619"
"Min 1x per month","1998","Hesse","Couple + C. LE and GT 16","30","0.435998984845245","0.327334961895973","0.544663007794516"
"Min 1x per month","1998","Rhineland-Palatinate,Saarland","1-pers.-HH","18","","",""
"Min 1x per month","1998","Rhineland-Palatinate,Saarland","(Married) couple without C. ","72","0.300552219441752","0.241297657621208","0.359806781262295"
"Min 1x per month","1998","Rhineland-Palatinate,Saarland","Single parent ","10","","",""
"Min 1x per month","1998","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","58","0.300618944276551","0.236261929625154","0.364975958927948"
"Min 1x per month","1998","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","32","0.259717327977894","0.184915815315545","0.334518840640242"
"Min 1x per month","1998","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","14","","",""
"Min 1x per month","1998","Baden-Württemberg","1-pers.-HH","44","0.257326410287038","0.198755445847057","0.315897374727018"
"Min 1x per month","1998","Baden-Württemberg","(Married) couple without C. ","118","0.2643843942055","0.223036752163157","0.305732036247842"
"Min 1x per month","1998","Baden-Württemberg","Single parent ","22","","",""
"Min 1x per month","1998","Baden-Württemberg","Couple + C. LE 16 ","120","0.301523307563512","0.258297755724014","0.344748859403011"
"Min 1x per month","1998","Baden-Württemberg","Couple + C. GT 16 ","80","0.233597344715116","0.189828677925892","0.277366011504339"
"Min 1x per month","1998","Baden-Württemberg","Couple + C. LE and GT 16","39","0.302193620640894","0.231697632472423","0.372689608809365"
"Min 1x per month","1998","Bavaria","1-pers.-HH","49","0.196953198575825","0.145556393831227","0.248350003320423"
"Min 1x per month","1998","Bavaria","(Married) couple without C. ","168","0.300750927586583","0.261928281452293","0.339573573720873"
"Min 1x per month","1998","Bavaria","Single parent ","16","","",""
"Min 1x per month","1998","Bavaria","Couple + C. LE 16 ","148","0.3946476815816","0.348925734798672","0.440369628364528"
"Min 1x per month","1998","Bavaria","Couple + C. GT 16 ","78","0.258368053829674","0.20995116396405","0.306784943695298"
"Min 1x per month","1998","Bavaria","Couple + C. LE and GT 16","38","0.206795442080798","0.144235226772254","0.269355657389342"
"Min 1x per month","1998","Berlin","1-pers.-HH","30","0.222629492113306","0.147884863522245","0.297374120704367"
"Min 1x per month","1998","Berlin","(Married) couple without C. ","60","0.394895129075252","0.315873562253052","0.473916695897451"
"Min 1x per month","1998","Berlin","Single parent ","7","","",""
"Min 1x per month","1998","Berlin","Couple + C. LE 16 ","33","0.269805752567602","0.185309010440115","0.354302494695089"
"Min 1x per month","1998","Berlin","Couple + C. GT 16 ","18","","",""
"Min 1x per month","1998","Berlin","Couple + C. LE and GT 16","10","","",""
"Min 1x per month","1998","Brandenburg","1-pers.-HH","16","","",""
"Min 1x per month","1998","Brandenburg","(Married) couple without C. ","77","0.424220180837475","0.352614673189647","0.495825688485304"
"Min 1x per month","1998","Brandenburg","Single parent ","17","","",""
"Min 1x per month","1998","Brandenburg","Couple + C. LE 16 ","45","0.459937163756988","0.365941545002431","0.553932782511546"
"Min 1x per month","1998","Brandenburg","Couple + C. GT 16 ","35","0.252678928790783","0.172909993989981","0.332447863591585"
"Min 1x per month","1998","Brandenburg","Couple + C. LE and GT 16","12","","",""
"Min 1x per month","1998","Mecklenburg-Western Pomerania","1-pers.-HH","11","","",""
"Min 1x per month","1998","Mecklenburg-Western Pomerania","(Married) couple without C. ","49","0.504340846897055","0.410479133236552","0.598202560557557"
"Min 1x per month","1998","Mecklenburg-Western Pomerania","Single parent ","5","","",""
"Min 1x per month","1998","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","28","","",""
"Min 1x per month","1998","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","19","","",""
"Min 1x per month","1998","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","9","","",""
"Min 1x per month","1998","Saxony","1-pers.-HH","23","","",""
"Min 1x per month","1998","Saxony","(Married) couple without C. ","131","0.366500803758526","0.317469703828353","0.4155319036887"
"Min 1x per month","1998","Saxony","Single parent ","6","","",""
"Min 1x per month","1998","Saxony","Couple + C. LE 16 ","100","0.378203724996555","0.3176044404969","0.43880300949621"
"Min 1x per month","1998","Saxony","Couple + C. GT 16 ","75","0.280429795700887","0.224409128341452","0.336450463060322"
"Min 1x per month","1998","Saxony","Couple + C. LE and GT 16","29","","",""
"Min 1x per month","1998","Saxony-Anhalt","1-pers.-HH","18","","",""
"Min 1x per month","1998","Saxony-Anhalt","(Married) couple without C. ","82","0.383868559003654","0.321017567995112","0.446719550012196"
"Min 1x per month","1998","Saxony-Anhalt","Single parent ","5","","",""
"Min 1x per month","1998","Saxony-Anhalt","Couple + C. LE 16 ","49","0.467452491638247","0.374213049485172","0.560691933791322"
"Min 1x per month","1998","Saxony-Anhalt","Couple + C. GT 16 ","39","0.22591830447521","0.156647029338165","0.295189579612255"
"Min 1x per month","1998","Saxony-Anhalt","Couple + C. LE and GT 16","28","","",""
"Min 1x per month","1998","Thuringia","1-pers.-HH","8","","",""
"Min 1x per month","1998","Thuringia","(Married) couple without C. ","57","0.239878322690455","0.181708200104448","0.298048445276461"
"Min 1x per month","1998","Thuringia","Single parent ","6","","",""
"Min 1x per month","1998","Thuringia","Couple + C. LE 16 ","59","0.412780806429884","0.332087048524534","0.493474564335235"
"Min 1x per month","1998","Thuringia","Couple + C. GT 16 ","55","0.328351615310595","0.256036155891417","0.400667074729773"
"Min 1x per month","1998","Thuringia","Couple + C. LE and GT 16","23","","",""
"Rarely","1998","Schleswig-Holstein","1-pers.-HH","7","","",""
"Rarely","1998","Schleswig-Holstein","(Married) couple without C. ","22","","",""
"Rarely","1998","Schleswig-Holstein","Single parent ","2","","",""
"Rarely","1998","Schleswig-Holstein","Couple + C. LE 16 ","8","","",""
"Rarely","1998","Schleswig-Holstein","Couple + C. GT 16 ","8","","",""
"Rarely","1998","Schleswig-Holstein","Couple + C. LE and GT 16","4","","",""
"Rarely","1998","Hamburg","1-pers.-HH","7","","",""
"Rarely","1998","Hamburg","(Married) couple without C. ","2","","",""
"Rarely","1998","Hamburg","Single parent ","1","","",""
"Rarely","1998","Hamburg","Couple + C. LE 16 ","5","","",""
"Rarely","1998","Hamburg","Couple + C. GT 16 ","4","","",""
"Rarely","1998","Hamburg","Couple + C. LE and GT 16","","","",""
"Rarely","1998","Lower Saxony","1-pers.-HH","22","","",""
"Rarely","1998","Lower Saxony","(Married) couple without C. ","81","0.259048890968139","0.215057140013907","0.303040641922372"
"Rarely","1998","Lower Saxony","Single parent ","10","","",""
"Rarely","1998","Lower Saxony","Couple + C. LE 16 ","44","0.235064476936131","0.184010324523092","0.28611862934917"
"Rarely","1998","Lower Saxony","Couple + C. GT 16 ","27","","",""
"Rarely","1998","Lower Saxony","Couple + C. LE and GT 16","8","","",""
"Rarely","1998","Bremen","1-pers.-HH","4","","",""
"Rarely","1998","Bremen","(Married) couple without C. ","8","","",""
"Rarely","1998","Bremen","Single parent ","1","","",""
"Rarely","1998","Bremen","Couple + C. LE 16 ","1","","",""
"Rarely","1998","Bremen","Couple + C. GT 16 ","6","","",""
"Rarely","1998","Bremen","Couple + C. LE and GT 16","","","",""
"Rarely","1998","North Rhine-Westphalia","1-pers.-HH","59","0.173202471317017","0.13383744540856","0.212567497225474"
"Rarely","1998","North Rhine-Westphalia","(Married) couple without C. ","161","0.204717408731373","0.177607913156486","0.231826904306259"
"Rarely","1998","North Rhine-Westphalia","Single parent ","18","","",""
"Rarely","1998","North Rhine-Westphalia","Couple + C. LE 16 ","82","0.144770102607586","0.117884732299242","0.17165547291593"
"Rarely","1998","North Rhine-Westphalia","Couple + C. GT 16 ","61","0.146971755552913","0.114892534737383","0.179050976368444"
"Rarely","1998","North Rhine-Westphalia","Couple + C. LE and GT 16","24","","",""
"Rarely","1998","Hesse","1-pers.-HH","16","","",""
"Rarely","1998","Hesse","(Married) couple without C. ","63","0.227545324044041","0.180339320170332","0.274751327917749"
"Rarely","1998","Hesse","Single parent ","6","","",""
"Rarely","1998","Hesse","Couple + C. LE 16 ","25","","",""
"Rarely","1998","Hesse","Couple + C. GT 16 ","21","","",""
"Rarely","1998","Hesse","Couple + C. LE and GT 16","11","","",""
"Rarely","1998","Rhineland-Palatinate,Saarland","1-pers.-HH","14","","",""
"Rarely","1998","Rhineland-Palatinate,Saarland","(Married) couple without C. ","57","0.306353171193321","0.246778100590713","0.365928241795928"
"Rarely","1998","Rhineland-Palatinate,Saarland","Single parent ","11","","",""
"Rarely","1998","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","29","","",""
"Rarely","1998","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","33","0.22708518346799","0.155615585154512","0.298554781781467"
"Rarely","1998","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","7","","",""
"Rarely","1998","Baden-Württemberg","1-pers.-HH","32","0.178186227210894","0.126916031145317","0.229456423276471"
"Rarely","1998","Baden-Württemberg","(Married) couple without C. ","81","0.256470308808194","0.215527740922775","0.297412876693613"
"Rarely","1998","Baden-Württemberg","Single parent ","11","","",""
"Rarely","1998","Baden-Württemberg","Couple + C. LE 16 ","71","0.226781454089049","0.187339443828626","0.266223464349472"
"Rarely","1998","Baden-Württemberg","Couple + C. GT 16 ","60","0.227781688852371","0.184397616187556","0.271165761517186"
"Rarely","1998","Baden-Württemberg","Couple + C. LE and GT 16","20","","",""
"Rarely","1998","Bavaria","1-pers.-HH","41","0.227879863728687","0.173669841186112","0.282089886271262"
"Rarely","1998","Bavaria","(Married) couple without C. ","133","0.290479502492784","0.252046358288517","0.328912646697052"
"Rarely","1998","Bavaria","Single parent ","11","","",""
"Rarely","1998","Bavaria","Couple + C. LE 16 ","88","0.214604000344186","0.176199768755192","0.253008231933179"
"Rarely","1998","Bavaria","Couple + C. GT 16 ","56","0.196649307421243","0.152686839563139","0.240611775279348"
"Rarely","1998","Bavaria","Couple + C. LE and GT 16","26","","",""
"Rarely","1998","Berlin","1-pers.-HH","12","","",""
"Rarely","1998","Berlin","(Married) couple without C. ","27","","",""
"Rarely","1998","Berlin","Single parent ","4","","",""
"Rarely","1998","Berlin","Couple + C. LE 16 ","14","","",""
"Rarely","1998","Berlin","Couple + C. GT 16 ","16","","",""
"Rarely","1998","Berlin","Couple + C. LE and GT 16","10","","",""
"Rarely","1998","Brandenburg","1-pers.-HH","19","","",""
"Rarely","1998","Brandenburg","(Married) couple without C. ","60","0.310277207056126","0.243252523536699","0.377301890575553"
"Rarely","1998","Brandenburg","Single parent ","6","","",""
"Rarely","1998","Brandenburg","Couple + C. LE 16 ","32","0.275052782448879","0.1908362359312","0.359269328966558"
"Rarely","1998","Brandenburg","Couple + C. GT 16 ","26","","",""
"Rarely","1998","Brandenburg","Couple + C. LE and GT 16","25","","",""
"Rarely","1998","Mecklenburg-Western Pomerania","1-pers.-HH","5","","",""
"Rarely","1998","Mecklenburg-Western Pomerania","(Married) couple without C. ","20","","",""
"Rarely","1998","Mecklenburg-Western Pomerania","Single parent ","4","","",""
"Rarely","1998","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","22","","",""
"Rarely","1998","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","25","","",""
"Rarely","1998","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","8","","",""
"Rarely","1998","Saxony","1-pers.-HH","19","","",""
"Rarely","1998","Saxony","(Married) couple without C. ","152","0.40954852967546","0.359509840307207","0.459587219043714"
"Rarely","1998","Saxony","Single parent ","11","","",""
"Rarely","1998","Saxony","Couple + C. LE 16 ","50","0.234127473008573","0.18121172107643","0.287043224940715"
"Rarely","1998","Saxony","Couple + C. GT 16 ","89","0.338455992705855","0.279445384843693","0.397466600568017"
"Rarely","1998","Saxony","Couple + C. LE and GT 16","37","0.34402321008265","0.254012474516107","0.434033945649194"
"Rarely","1998","Saxony-Anhalt","1-pers.-HH","11","","",""
"Rarely","1998","Saxony-Anhalt","(Married) couple without C. ","59","0.267563197718078","0.210351815444874","0.324774579991282"
"Rarely","1998","Saxony-Anhalt","Single parent ","5","","",""
"Rarely","1998","Saxony-Anhalt","Couple + C. LE 16 ","30","0.237502727451032","0.157977449370773","0.317028005531292"
"Rarely","1998","Saxony-Anhalt","Couple + C. GT 16 ","43","0.317756076552617","0.240630070253488","0.394882082851747"
"Rarely","1998","Saxony-Anhalt","Couple + C. LE and GT 16","14","","",""
"Rarely","1998","Thuringia","1-pers.-HH","13","","",""
"Rarely","1998","Thuringia","(Married) couple without C. ","65","0.325124271866208","0.261312688773994","0.388935854958421"
"Rarely","1998","Thuringia","Single parent ","7","","",""
"Rarely","1998","Thuringia","Couple + C. LE 16 ","40","0.270079494499223","0.197307603470749","0.342851385527698"
"Rarely","1998","Thuringia","Couple + C. GT 16 ","39","0.239592729382971","0.173864712131361","0.305320746634581"
"Rarely","1998","Thuringia","Couple + C. LE and GT 16","26","","",""
"Never","1998","Schleswig-Holstein","1-pers.-HH","2","","",""
"Never","1998","Schleswig-Holstein","(Married) couple without C. ","1","","",""
"Never","1998","Schleswig-Holstein","Single parent ","2","","",""
"Never","1998","Schleswig-Holstein","Couple + C. LE 16 ","","","",""
"Never","1998","Schleswig-Holstein","Couple + C. GT 16 ","1","","",""
"Never","1998","Schleswig-Holstein","Couple + C. LE and GT 16","1","","",""
"Never","1998","Hamburg","1-pers.-HH","1","","",""
"Never","1998","Hamburg","(Married) couple without C. ","1","","",""
"Never","1998","Hamburg","Single parent ","","","",""
"Never","1998","Hamburg","Couple + C. LE 16 ","","","",""
"Never","1998","Hamburg","Couple + C. GT 16 ","","","",""
"Never","1998","Hamburg","Couple + C. LE and GT 16","","","",""
"Never","1998","Lower Saxony","1-pers.-HH","4","","",""
