"ple0098_v5","year","bula_h","e11103","n","percent","lower_confidence","upper_confidence"
"No","2002","Bavaria","Not Working","784","0.887871291810817","0.867176751783267","0.908565831838367"
"No","2002","Berlin","Full Time","237","0.926184953923745","0.894584630678208","0.957785277169283"
"No","2002","Berlin","Part Time","138","0.890514563573933","0.841672168192683","0.939356958955183"
"No","2002","Berlin","Not Working","254","0.983979775704839","0.968659533889634","0.999300017520044"
"No","2002","Brandenburg","Full Time","329","0.895087430577523","0.863519922754825","0.926654938400221"
"No","2002","Brandenburg","Part Time","151","0.913734870655198","0.870501577056239","0.956968164254158"
"No","2002","Brandenburg","Not Working","382","0.975923055564191","0.960767903787843","0.99107820734054"
"No","2002","Mecklenburg-Western Pomerania","Full Time","179","0.913994496455293","0.874439226910972","0.953549765999614"
"No","2002","Mecklenburg-Western Pomerania","Part Time","98","0.98834652259334","0.967519346275167","1.00917369891151"
"No","2002","Mecklenburg-Western Pomerania","Not Working","168","0.993037290401681","0.980574308754746","1.00550027204862"
"No","2002","Saxony","Full Time","571","0.923716290956692","0.902821528014096","0.944611053899288"
"No","2002","Saxony","Part Time","277","0.926080830564804","0.896374914779772","0.955786746349836"
"No","2002","Saxony","Not Working","604","0.985187870481712","0.97566381027761","0.994711930685814"
"No","2002","Saxony-Anhalt","Full Time","316","0.909727322152662","0.879531711038069","0.939922933267256"
"No","2002","Saxony-Anhalt","Part Time","160","0.951757468998375","0.919640967931581","0.983873970065169"
"No","2002","Saxony-Anhalt","Not Working","391","0.991019017647522","0.981727141468096","1.00031089382695"
"No","2002","Thuringia","Full Time","338","0.954109967385725","0.932554760013046","0.975665174758405"
"No","2002","Thuringia","Part Time","163","0.951685999223614","0.919640487678963","0.983731510768265"
"No","2002","Thuringia","Not Working","365","0.996363436466961","0.99021338624481","1.00251348668911"
"Yes","2003","Schleswig-Holstein","Full Time","23","","",""
"Yes","2003","Schleswig-Holstein","Part Time","16","","",""
"Yes","2003","Schleswig-Holstein","Not Working","13","","",""
"Yes","2003","Hamburg","Full Time","12","","",""
"Yes","2003","Hamburg","Part Time","4","","",""
"Yes","2003","Hamburg","Not Working","9","","",""
"Yes","2003","Lower Saxony","Full Time","83","0.142834412134996","0.114209712756027","0.171459111513966"
"Yes","2003","Lower Saxony","Part Time","49","0.0975549864942956","0.0692793090568424","0.125830663931749"
"Yes","2003","Lower Saxony","Not Working","57","0.0916368247352877","0.069071943859021","0.114201705611554"
"Yes","2003","Bremen","Full Time","3","","",""
"Yes","2003","Bremen","Part Time","3","","",""
"Yes","2003","Bremen","Not Working","6","","",""
"Yes","2003","North Rhine-Westphalia","Full Time","246","0.173757928662789","0.153795838453053","0.193720018872525"
"Yes","2003","North Rhine-Westphalia","Part Time","151","0.150105787951879","0.127199442396712","0.173012133507046"
"Yes","2003","North Rhine-Westphalia","Not Working","202","0.108742732978715","0.0932941924810505","0.124191273476379"
"Yes","2003","Hesse","Full Time","67","0.0934353721327748","0.0673717134880454","0.119499030777504"
"Yes","2003","Hesse","Part Time","33","0.0704085565251128","0.0428476896548124","0.0979694233954132"
"Yes","2003","Hesse","Not Working","42","0.0935061832204541","0.0655960095910485","0.12141635684986"
"Yes","2003","Rhineland-Palatinate,Saarland","Full Time","45","0.118194002619573","0.0864371771769705","0.149950828062176"
"Yes","2003","Rhineland-Palatinate,Saarland","Part Time","25","","",""
"Yes","2003","Rhineland-Palatinate,Saarland","Not Working","43","0.0905345149233533","0.0643691194204966","0.11669991042621"
"Yes","2003","Baden-Württemberg","Full Time","136","0.153881055492486","0.130081106462037","0.177681004522934"
"Yes","2003","Baden-Württemberg","Part Time","92","0.144371912159295","0.116319300115272","0.172424524203318"
"Yes","2003","Baden-Württemberg","Not Working","87","0.115500877339845","0.0932967912789603","0.13770496340073"
"Yes","2003","Bavaria","Full Time","162","0.163247004062255","0.140362817580924","0.186131190543586"
"Yes","2003","Bavaria","Part Time","119","0.175170224764149","0.145948642951809","0.204391806576489"
"Yes","2003","Bavaria","Not Working","110","0.110885075899233","0.0902100182513391","0.131560133547127"
"Yes","2003","Berlin","Full Time","19","","",""
"Yes","2003","Berlin","Part Time","23","","",""
"Yes","2003","Berlin","Not Working","12","","",""
"Yes","2003","Brandenburg","Full Time","30","0.0803594831667517","0.0511614504984827","0.109557515835021"
"Yes","2003","Brandenburg","Part Time","9","","",""
"Yes","2003","Brandenburg","Not Working","15","","",""
"Yes","2003","Mecklenburg-Western Pomerania","Full Time","14","","",""
"Yes","2003","Mecklenburg-Western Pomerania","Part Time","8","","",""
"Yes","2003","Mecklenburg-Western Pomerania","Not Working","2","","",""
"Yes","2003","Saxony","Full Time","44","0.0620326271015991","0.0423678909043251","0.081697363298873"
"Yes","2003","Saxony","Part Time","25","","",""
"Yes","2003","Saxony","Not Working","15","","",""
"Yes","2003","Saxony-Anhalt","Full Time","31","0.106793352763728","0.0736211693377546","0.139965536189702"
"Yes","2003","Saxony-Anhalt","Part Time","13","","",""
"Yes","2003","Saxony-Anhalt","Not Working","8","","",""
"Yes","2003","Thuringia","Full Time","22","","",""
"Yes","2003","Thuringia","Part Time","10","","",""
"Yes","2003","Thuringia","Not Working","8","","",""
"No","2003","Schleswig-Holstein","Full Time","182","0.912073957561697","0.873308496718975","0.950839418404419"
"No","2003","Schleswig-Holstein","Part Time","124","0.888639347214891","0.836530348674536","0.940748345755247"
"No","2003","Schleswig-Holstein","Not Working","200","0.93480436591423","0.901650978232143","0.967957753596317"
"No","2003","Hamburg","Full Time","80","0.910496306067504","0.852163381426048","0.968829230708961"
"No","2003","Hamburg","Part Time","51","0.94399785823076","0.883232708961278","1.00476300750024"
"No","2003","Hamburg","Not Working","89","0.930886674263394","0.880668102650983","0.981105245875806"
"No","2003","Lower Saxony","Full Time","491","0.857165587865004","0.828540888486034","0.885790287243973"
"No","2003","Lower Saxony","Part Time","374","0.902445013505704","0.874169336068251","0.930720690943158"
"No","2003","Lower Saxony","Not Working","571","0.908363175264712","0.885798294388445","0.930928056140979"
"No","2003","Bremen","Full Time","46","0.961985014921909","0.908440915713776","1.01552911413004"
"No","2003","Bremen","Part Time","31","0.940868724112728","0.861585414050201","1.02015203417525"
"No","2003","Bremen","Not Working","62","0.936065284470101","0.877919923263181","0.99421064567702"
"No","2003","North Rhine-Westphalia","Full Time","1138","0.826242071337211","0.806279981127475","0.846204161546947"
"No","2003","North Rhine-Westphalia","Part Time","783","0.849894212048121","0.826987866492954","0.872800557603287"
"No","2003","North Rhine-Westphalia","Not Working","1358","0.891257267021285","0.875808726523621","0.90670580751895"
"No","2003","Hesse","Full Time","412","0.906564627867225","0.880500969222496","0.932628286511955"
"No","2003","Hesse","Part Time","298","0.929591443474887","0.902030576604587","0.957152310345188"
"No","2003","Hesse","Not Working","376","0.906493816779546","0.87858364315014","0.934403990408952"
"No","2003","Rhineland-Palatinate,Saarland","Full Time","352","0.881805997380427","0.850049171937824","0.913562822823029"
"No","2003","Rhineland-Palatinate,Saarland","Part Time","256","0.940830783107038","0.913244156214678","0.968417409999398"
"No","2003","Rhineland-Palatinate,Saarland","Not Working","419","0.909465485076647","0.88330008957379","0.935630880579503"
"No","2003","Baden-Württemberg","Full Time","747","0.846118944507514","0.822318995477066","0.869918893537963"
"No","2003","Baden-Württemberg","Part Time","511","0.855628087840705","0.827575475796682","0.883680699884728"
"No","2003","Baden-Württemberg","Not Working","709","0.884499122660155","0.86229503659927","0.90670320872104"
"No","2003","Bavaria","Full Time","840","0.836752995937745","0.813868809456414","0.859637182419076"
"No","2003","Bavaria","Part Time","531","0.824829775235851","0.795608193423511","0.854051357048191"
"No","2003","Bavaria","Not Working","776","0.889114924100767","0.868439866452873","0.909789981748661"
"No","2003","Berlin","Full Time","222","0.933091747646043","0.901545944629104","0.964637550662981"
"No","2003","Berlin","Part Time","147","0.835652318457409","0.779944233084992","0.891360403829825"
"No","2003","Berlin","Not Working","256","0.97176239417628","0.951930021536831","0.991594766815729"
"No","2003","Brandenburg","Full Time","303","0.919640516833248","0.89044248416498","0.948838549501517"
"No","2003","Brandenburg","Part Time","157","0.956086488208805","0.924916135113652","0.987256841303959"
"No","2003","Brandenburg","Not Working","380","0.970639673711329","0.953991791235487","0.987287556187171"
"No","2003","Mecklenburg-Western Pomerania","Full Time","170","0.901463295030467","0.858399507766629","0.944527082294305"
"No","2003","Mecklenburg-Western Pomerania","Part Time","101","0.932859709118927","0.885877371731403","0.979842046506452"
"No","2003","Mecklenburg-Western Pomerania","Not Working","181","0.993616119571882","0.982076958584969","1.00515528055879"
"No","2003","Saxony","Full Time","534","0.937967372898401","0.918302636701127","0.957632109095675"
"No","2003","Saxony","Part Time","278","0.891700367921492","0.856709900803373","0.926690835039612"
"No","2003","Saxony","Not Working","600","0.98178588060892","0.971217145484604","0.992354615733236"
"No","2003","Saxony-Anhalt","Full Time","302","0.893206647236272","0.860034463810298","0.926378830662245"
"No","2003","Saxony-Anhalt","Part Time","138","0.915215269860924","0.870784885814161","0.959645653907686"
"No","2003","Saxony-Anhalt","Not Working","389","0.985981432432193","0.97441660849292","0.997546256371466"
"No","2003","Thuringia","Full Time","311","0.947406172354829","0.923431014869939","0.971381329839718"
"No","2003","Thuringia","Part Time","168","0.960753323161809","0.932227020732575","0.989279625591044"
"No","2003","Thuringia","Not Working","363","0.985974200271171","0.974007959735473","0.997940440806869"
"Yes","2004","Schleswig-Holstein","Full Time","24","","",""
"Yes","2004","Schleswig-Holstein","Part Time","13","","",""
"Yes","2004","Schleswig-Holstein","Not Working","12","","",""
"Yes","2004","Hamburg","Full Time","14","","",""
"Yes","2004","Hamburg","Part Time","8","","",""
"Yes","2004","Hamburg","Not Working","8","","",""
"Yes","2004","Lower Saxony","Full Time","83","0.135661759328737","0.106991712775947","0.164331805881526"
"Yes","2004","Lower Saxony","Part Time","60","0.116507011139007","0.0865971400949592","0.146416882183055"
"Yes","2004","Lower Saxony","Not Working","63","0.0880385199062861","0.0656078384721736","0.110469201340399"
"Yes","2004","Bremen","Full Time","6","","",""
"Yes","2004","Bremen","Part Time","2","","",""
"Yes","2004","Bremen","Not Working","9","","",""
"Yes","2004","North Rhine-Westphalia","Full Time","272","0.184226552479372","0.163241616896751","0.205211488061993"
"Yes","2004","North Rhine-Westphalia","Part Time","150","0.155704584828194","0.132313780475868","0.17909538918052"
"Yes","2004","North Rhine-Westphalia","Not Working","204","0.114813095080474","0.0988233413445461","0.130802848816402"
"Yes","2004","Hesse","Full Time","68","0.130515414695263","0.0994597577308383","0.161571071659689"
"Yes","2004","Hesse","Part Time","31","0.0656051018462788","0.0382198144350009","0.0929903892575566"
"Yes","2004","Hesse","Not Working","32","0.0681885598613721","0.0436088254097165","0.0927682943130278"
"Yes","2004","Rhineland-Palatinate,Saarland","Full Time","42","0.139690603718428","0.10465052292674","0.174730684510117"
"Yes","2004","Rhineland-Palatinate,Saarland","Part Time","31","0.0794757817770394","0.0472726240355349","0.111678939518544"
"Yes","2004","Rhineland-Palatinate,Saarland","Not Working","41","0.0795936995706517","0.0546691035947901","0.104518295546513"
"Yes","2004","Baden-Württemberg","Full Time","136","0.156770076214249","0.132123900409846","0.181416252018651"
"Yes","2004","Baden-Württemberg","Part Time","90","0.162651309602464","0.131948115769273","0.193354503435654"
"Yes","2004","Baden-Württemberg","Not Working","109","0.134545185892222","0.111344337846029","0.157746033938416"
"Yes","2004","Bavaria","Full Time","158","0.187742679111706","0.162962626372744","0.212522731850667"
"Yes","2004","Bavaria","Part Time","116","0.195053567004476","0.163963888241239","0.226143245767714"
"Yes","2004","Bavaria","Not Working","117","0.113477988574865","0.0926048932113117","0.134351083938418"
"Yes","2004","Berlin","Full Time","17","","",""
"Yes","2004","Berlin","Part Time","24","","",""
"Yes","2004","Berlin","Not Working","13","","",""
"Yes","2004","Brandenburg","Full Time","34","0.133920745593459","0.094858301555107","0.17298318963181"
"Yes","2004","Brandenburg","Part Time","11","","",""
"Yes","2004","Brandenburg","Not Working","17","","",""
"Yes","2004","Mecklenburg-Western Pomerania","Full Time","13","","",""
"Yes","2004","Mecklenburg-Western Pomerania","Part Time","9","","",""
"Yes","2004","Mecklenburg-Western Pomerania","Not Working","1","","",""
"Yes","2004","Saxony","Full Time","62","0.0943627036913597","0.0697519006147295","0.11897350676799"
"Yes","2004","Saxony","Part Time","29","","",""
"Yes","2004","Saxony","Not Working","20","","",""
"Yes","2004","Saxony-Anhalt","Full Time","28","","",""
"Yes","2004","Saxony-Anhalt","Part Time","13","","",""
"Yes","2004","Saxony-Anhalt","Not Working","5","","",""
"Yes","2004","Thuringia","Full Time","34","0.0780724587565489","0.0494286699089772","0.106716247604121"
"Yes","2004","Thuringia","Part Time","7","","",""
"Yes","2004","Thuringia","Not Working","11","","",""
"No","2004","Schleswig-Holstein","Full Time","174","0.913979401824518","0.874923656589327","0.95303514705971"
"No","2004","Schleswig-Holstein","Part Time","128","0.912330460224634","0.865649585486482","0.959011334962787"
"No","2004","Schleswig-Holstein","Not Working","202","0.944048415920102","0.91325594559409","0.974840886246114"
"No","2004","Hamburg","Full Time","75","0.897545572233041","0.834544678834508","0.960546465631574"
"No","2004","Hamburg","Part Time","48","0.921625619266526","0.851234412928707","0.992016825604344"
"No","2004","Hamburg","Not Working","89","0.951154973935695","0.908260826679092","0.994049121192298"
"No","2004","Lower Saxony","Full Time","465","0.864338240671263","0.835668194118474","0.893008287224053"
"No","2004","Lower Saxony","Part Time","382","0.883492988860993","0.853583117816945","0.913402859905041"
"No","2004","Lower Saxony","Not Working","550","0.911961480093714","0.889530798659601","0.934392161527826"
"No","2004","Bremen","Full Time","42","0.909752603640515","0.828692628429391","0.99081257885164"
"No","2004","Bremen","Part Time","34","0.957768419899559","0.892071385961176","1.02346545383794"
"No","2004","Bremen","Not Working","55","0.888966735522504","0.811995685083643","0.965937785961365"
"No","2004","North Rhine-Westphalia","Full Time","1039","0.815773447520628","0.794788511938007","0.836758383103249"
"No","2004","North Rhine-Westphalia","Part Time","773","0.844295415171806","0.82090461081948","0.867686219524132"
"No","2004","North Rhine-Westphalia","Not Working","1323","0.885186904919526","0.869197151183598","0.901176658655454"
"No","2004","Hesse","Full Time","384","0.869484585304736","0.838428928340311","0.900540242269162"
"No","2004","Hesse","Part Time","283","0.934394898153721","0.907009610742443","0.961780185564999"
"No","2004","Hesse","Not Working","372","0.931811440138628","0.907231705686972","0.956391174590283"
"No","2004","Rhineland-Palatinate,Saarland","Full Time","334","0.860309396281572","0.825269315489883","0.89534947707326"
"No","2004","Rhineland-Palatinate,Saarland","Part Time","240","0.920524218222961","0.888321060481456","0.952727375964465"
"No","2004","Rhineland-Palatinate,Saarland","Not Working","412","0.920406300429348","0.895481704453487","0.94533089640521"
"No","2004","Baden-Württemberg","Full Time","700","0.843229923785751","0.818583747981349","0.867876099590154"
"No","2004","Baden-Württemberg","Part Time","465","0.837348690397536","0.806645496564346","0.868051884230727"
"No","2004","Baden-Württemberg","Not Working","722","0.865454814107778","0.842253966061584","0.888655662153971"
"No","2004","Bavaria","Full Time","796","0.812257320888294","0.787477268149333","0.837037373627256"
"No","2004","Bavaria","Part Time","508","0.804946432995524","0.773856754232286","0.836036111758761"
"No","2004","Bavaria","Not Working","770","0.886522011425135","0.865648916061582","0.907395106788688"
"No","2004","Berlin","Full Time","222","0.953787245881057","0.927170447078224","0.980404044683889"
"No","2004","Berlin","Part Time","143","0.870066063830733","0.819071102382103","0.921061025279364"
"No","2004","Berlin","Not Working","249","0.949349942887268","0.922797738686986","0.975902147087549"
"No","2004","Brandenburg","Full Time","258","0.866079254406541","0.82701681036819","0.905141698444893"
"No","2004","Brandenburg","Part Time","161","0.925479037104422","0.886232043955838","0.964726030253006"
"No","2004","Brandenburg","Not Working","372","0.969563232791252","0.952492167604166","0.986634297978338"
"No","2004","Mecklenburg-Western Pomerania","Full Time","153","0.884497361918393","0.835874751664011","0.933119972172775"
"No","2004","Mecklenburg-Western Pomerania","Part Time","98","0.905431715100797","0.849987427212288","0.960876002989306"
"No","2004","Mecklenburg-Western Pomerania","Not Working","191","0.998854336733694","0.994069390626944","1.00363928284044"
"No","2004","Saxony","Full Time","480","0.90563729630864","0.88102649323201","0.930248099385271"
"No","2004","Saxony","Part Time","258","0.915348944223011","0.883144435779199","0.947553452666823"
"No","2004","Saxony","Not Working","607","0.964999619599272","0.950614473603715","0.979384765594829"
"No","2004","Saxony-Anhalt","Full Time","277","0.91783952244513","0.887020913927839","0.948658130962421"
"No","2004","Saxony-Anhalt","Part Time","148","0.948035687793725","0.913751008779347","0.982320366808103"
"No","2004","Saxony-Anhalt","Not Working","393","0.988726988677097","0.978354935825428","0.999099041528766"
"No","2004","Thuringia","Full Time","303","0.921927541243451","0.893283752395879","0.950571330091023"
"No","2004","Thuringia","Part Time","151","0.964485418230416","0.935627118958785","0.993343717502048"
"No","2004","Thuringia","Not Working","367","0.983035309909251","0.970016846848657","0.996053772969845"
"Yes","2005","Schleswig-Holstein","Full Time","24","","",""
"Yes","2005","Schleswig-Holstein","Part Time","11","","",""
"Yes","2005","Schleswig-Holstein","Not Working","8","","",""
"Yes","2005","Hamburg","Full Time","15","","",""
"Yes","2005","Hamburg","Part Time","9","","",""
"Yes","2005","Hamburg","Not Working","8","","",""
"Yes","2005","Lower Saxony","Full Time","86","0.157203617341637","0.125551057835627","0.188856176847648"
"Yes","2005","Lower Saxony","Part Time","61","0.129648242129185","0.0974456618288038","0.161850822429566"
"Yes","2005","Lower Saxony","Not Working","67","0.0941672967896889","0.0708174032528397","0.117517190326538"
"Yes","2005","Bremen","Full Time","4","","",""
"Yes","2005","Bremen","Part Time","2","","",""
"Yes","2005","Bremen","Not Working","11","","",""
"Yes","2005","North Rhine-Westphalia","Full Time","246","0.197778652457621","0.175661669467081","0.21989563544816"
"Yes","2005","North Rhine-Westphalia","Part Time","154","0.166329724777986","0.141557197156914","0.191102252399059"
"Yes","2005","North Rhine-Westphalia","Not Working","215","0.131308881921879","0.114043779228594","0.148573984615165"
"Yes","2005","Hesse","Full Time","76","0.184807106016579","0.147463730792367","0.22215048124079"
"Yes","2005","Hesse","Part Time","40","0.0980191458717314","0.0648661356328689","0.131172156110594"
"Yes","2005","Hesse","Not Working","40","0.104328584804262","0.0739512753337811","0.134705894274742"
"Yes","2005","Rhineland-Palatinate,Saarland","Full Time","54","0.167125117725827","0.128315026816896","0.205935208634758"
"Yes","2005","Rhineland-Palatinate,Saarland","Part Time","28","","",""
"Yes","2005","Rhineland-Palatinate,Saarland","Not Working","47","0.100885838216844","0.0719788672678372","0.12979280916585"
"Yes","2005","Baden-Württemberg","Full Time","147","0.183166984853766","0.156692263092534","0.209641706614997"
"Yes","2005","Baden-Württemberg","Part Time","83","0.173516442259569","0.140289892660711","0.206742991858427"
"Yes","2005","Baden-Württemberg","Not Working","107","0.124103001087804","0.101425889480752","0.146780112694856"
"Yes","2005","Bavaria","Full Time","173","0.194438128397869","0.16863905887034","0.220237197925398"
"Yes","2005","Bavaria","Part Time","124","0.19010031775964","0.159038641464545","0.221161994054735"
"Yes","2005","Bavaria","Not Working","102","0.118572793471978","0.0964320657240216","0.140713521219935"
"Yes","2005","Berlin","Full Time","22","","",""
"Yes","2005","Berlin","Part Time","17","","",""
"Yes","2005","Berlin","Not Working","11","","",""
"Yes","2005","Brandenburg","Full Time","28","","",""
"Yes","2005","Brandenburg","Part Time","19","","",""
"Yes","2005","Brandenburg","Not Working","24","","",""
"Yes","2005","Mecklenburg-Western Pomerania","Full Time","9","","",""
"Yes","2005","Mecklenburg-Western Pomerania","Part Time","6","","",""
"Yes","2005","Mecklenburg-Western Pomerania","Not Working","2","","",""
"Yes","2005","Saxony","Full Time","64","0.0996713352169522","0.0742160509256735","0.125126619508231"
"Yes","2005","Saxony","Part Time","45","0.175712956486688","0.129630186609734","0.221795726363641"
"Yes","2005","Saxony","Not Working","20","","",""
"Yes","2005","Saxony-Anhalt","Full Time","29","","",""
"Yes","2005","Saxony-Anhalt","Part Time","17","","",""
"Yes","2005","Saxony-Anhalt","Not Working","10","","",""
"Yes","2005","Thuringia","Full Time","38","0.121643909017432","0.0838268601157736","0.15946095791909"
"Yes","2005","Thuringia","Part Time","12","","",""
"Yes","2005","Thuringia","Not Working","12","","",""
"No","2005","Schleswig-Holstein","Full Time","165","0.917911989096293","0.878777688528876","0.95704628966371"
"No","2005","Schleswig-Holstein","Part Time","124","0.945148767929042","0.906740520863291","0.983557014994793"
"No","2005","Schleswig-Holstein","Not Working","199","0.96665255467147","0.942194078016521","0.991111031326419"
"No","2005","Hamburg","Full Time","67","0.771625389873802","0.680766311132286","0.862484468615318"
"No","2005","Hamburg","Part Time","55","0.835460555320498","0.744624954565894","0.926296156075102"
"No","2005","Hamburg","Not Working","93","0.966685610467406","0.93168739014147","1.00168383079334"
"No","2005","Lower Saxony","Full Time","422","0.842796382658363","0.811143823152352","0.874448942164373"
"No","2005","Lower Saxony","Part Time","357","0.870351757870815","0.838149177570434","0.902554338171196"
"No","2005","Lower Saxony","Not Working","534","0.905832703210311","0.882482809673462","0.92918259674716"
"No","2005","Bremen","Full Time","33","0.92866067044012","0.845725208614145","1.0115961322661"
"No","2005","Bremen","Part Time","29","","",""
"No","2005","Bremen","Not Working","51","0.823884256418725","0.729067643181998","0.918700869655451"
"No","2005","North Rhine-Westphalia","Full Time","1000","0.802221347542379","0.78010436455184","0.824338330532919"
"No","2005","North Rhine-Westphalia","Part Time","714","0.833670275222014","0.808897747600941","0.858442802843086"
"No","2005","North Rhine-Westphalia","Not Working","1255","0.868691118078121","0.851426015384836","0.885956220771407"
"No","2005","Hesse","Full Time","339","0.815192893983421","0.77784951875921","0.852536269207633"
"No","2005","Hesse","Part Time","269","0.901980854128269","0.868827843889406","0.935133864367131"
"No","2005","Hesse","Not Working","349","0.895671415195738","0.865294105725258","0.926048724666219"
"No","2005","Rhineland-Palatinate,Saarland","Full Time","301","0.832874882274173","0.794064791365242","0.871684973183104"
"No","2005","Rhineland-Palatinate,Saarland","Part Time","238","0.909565689419789","0.875099686255906","0.944031692583671"
"No","2005","Rhineland-Palatinate,Saarland","Not Working","370","0.899114161783156","0.87020719083415","0.928021132732163"
"No","2005","Baden-Württemberg","Full Time","673","0.816833015146234","0.790358293385003","0.843307736907466"
"No","2005","Baden-Württemberg","Part Time","416","0.826483557740431","0.793257008141573","0.859710107339289"
"No","2005","Baden-Württemberg","Not Working","705","0.875896998912196","0.853219887305144","0.898574110519248"
"No","2005","Bavaria","Full Time","731","0.805561871602131","0.779762802074602","0.83136094112966"
"No","2005","Bavaria","Part Time","489","0.80989968224036","0.778838005945265","0.840961358535455"
"No","2005","Bavaria","Not Working","717","0.881427206528022","0.859286478780065","0.903567934275978"
"No","2005","Berlin","Full Time","202","0.916990776704042","0.880860628692493","0.95312092471559"
"No","2005","Berlin","Part Time","136","0.894526861856586","0.845855891735583","0.943197831977589"
"No","2005","Berlin","Not Working","243","0.962426224396102","0.93904014738371","0.985812301408495"
"No","2005","Brandenburg","Full Time","248","0.853069611659838","0.81130181181452","0.894837411505157"
"No","2005","Brandenburg","Part Time","155","0.866491605486792","0.815954550116019","0.917028660857565"
"No","2005","Brandenburg","Not Working","352","0.950358624350649","0.928404312306313","0.972312936394986"
"No","2005","Mecklenburg-Western Pomerania","Full Time","146","0.951076673793649","0.917118213151383","0.985035134435915"
"No","2005","Mecklenburg-Western Pomerania","Part Time","90","0.970430183973289","0.936544291073527","1.00431607687305"
"No","2005","Mecklenburg-Western Pomerania","Not Working","199","0.991221247247959","0.978325343812594","1.00411715068333"
"No","2005","Saxony","Full Time","468","0.900328664783048","0.874873380491769","0.925783949074326"
"No","2005","Saxony","Part Time","217","0.824287043513312","0.778204273636359","0.870369813390266"
"No","2005","Saxony","Not Working","579","0.979629253229104","0.968316481406484","0.990942025051724"
"No","2005","Saxony-Anhalt","Full Time","254","0.90668758930209","0.872799006012313","0.940576172591867"
"No","2005","Saxony-Anhalt","Part Time","159","0.952392091386391","0.920933505310779","0.983850677462003"
"No","2005","Saxony-Anhalt","Not Working","365","0.973955149217933","0.957835229559431","0.990075068876435"
"No","2005","Thuringia","Full Time","249","0.878356090982569","0.84053904208091","0.916173139884227"
"No","2005","Thuringia","Part Time","162","0.970433492334045","0.945265048143315","0.995601936524774"
"No","2005","Thuringia","Not Working","353","0.98045363703417","0.966251680821417","0.994655593246922"
"Yes","2006","Schleswig-Holstein","Full Time","32","0.112949633872153","0.0679418277508594","0.157957439993447"
"Yes","2006","Schleswig-Holstein","Part Time","16","","",""
"Yes","2006","Schleswig-Holstein","Not Working","28","","",""
"Yes","2006","Hamburg","Full Time","19","","",""
"Yes","2006","Hamburg","Part Time","8","","",""
"Yes","2006","Hamburg","Not Working","14","","",""
"Yes","2006","Lower Saxony","Full Time","111","0.176830183739967","0.145426580669601","0.208233786810332"
"Yes","2006","Lower Saxony","Part Time","67","0.130245787991138","0.0987613500287388","0.161730225953536"
"Yes","2006","Lower Saxony","Not Working","87","0.117526408498224","0.0930495397188779","0.142003277277571"
"Yes","2006","Bremen","Full Time","7","","",""
"Yes","2006","Bremen","Part Time","3","","",""
"Yes","2006","Bremen","Not Working","8","","",""
"Yes","2006","North Rhine-Westphalia","Full Time","295","0.222023338301005","0.199228566910281","0.24481810969173"
"Yes","2006","North Rhine-Westphalia","Part Time","188","0.183982940673787","0.15852686315856","0.209439018189013"
"Yes","2006","North Rhine-Westphalia","Not Working","232","0.12509307654081","0.108765196242961","0.141420956838659"
"Yes","2006","Hesse","Full Time","97","0.175695797899023","0.140337403991063","0.211054191806982"
"Yes","2006","Hesse","Part Time","55","0.147268936590846","0.107947225194566","0.186590647987127"
"Yes","2006","Hesse","Not Working","55","0.103386106216641","0.0748729786278354","0.131899233805447"
"Yes","2006","Rhineland-Palatinate,Saarland","Full Time","58","0.163783404878526","0.12681658724738","0.200750222509673"
"Yes","2006","Rhineland-Palatinate,Saarland","Part Time","35","0.102147191765755","0.0664191397174162","0.137875243814093"
"Yes","2006","Rhineland-Palatinate,Saarland","Not Working","40","0.0776221169127831","0.051847328892146","0.10339690493342"
"Yes","2006","Baden-Württemberg","Full Time","186","0.189619701709171","0.163705381545984","0.215534021872357"
"Yes","2006","Baden-Württemberg","Part Time","105","0.189634530518701","0.156069919272974","0.223199141764429"
"Yes","2006","Baden-Württemberg","Not Working","129","0.133348328881772","0.110963833511749","0.155732824251796"
"Yes","2006","Bavaria","Full Time","219","0.225103474688074","0.198914785264431","0.251292164111716"
"Yes","2006","Bavaria","Part Time","158","0.236751059816344","0.204097038824791","0.269405080807897"
"Yes","2006","Bavaria","Not Working","148","0.147392296102528","0.12447294309255","0.170311649112507"
"Yes","2006","Berlin","Full Time","28","","",""
"Yes","2006","Berlin","Part Time","19","","",""
"Yes","2006","Berlin","Not Working","24","","",""
"Yes","2006","Brandenburg","Full Time","42","0.199038029853604","0.153628830291221","0.244447229415988"
"Yes","2006","Brandenburg","Part Time","24","","",""
"Yes","2006","Brandenburg","Not Working","29","","",""
"Yes","2006","Mecklenburg-Western Pomerania","Full Time","21","","",""
"Yes","2006","Mecklenburg-Western Pomerania","Part Time","6","","",""
"Yes","2006","Mecklenburg-Western Pomerania","Not Working","4","","",""
"Yes","2006","Saxony","Full Time","76","0.151977919604266","0.121754592218178","0.182201246990354"
"Yes","2006","Saxony","Part Time","35","0.11268765169445","0.0759761552180556","0.149399148170844"
"Yes","2006","Saxony","Not Working","32","0.0327544306157824","0.0189537322572427","0.046555128974322"
"Yes","2006","Saxony-Anhalt","Full Time","36","0.11652581674414","0.0801577256454652","0.152893907842814"
"Yes","2006","Saxony-Anhalt","Part Time","16","","",""
"Yes","2006","Saxony-Anhalt","Not Working","9","","",""
