"ple0098_v5","year","bula_h","e11103","n","percent","lower_confidence","upper_confidence"
"No","2013","Mecklenburg-Western Pomerania","Not Working","172","0.906730233902365","0.865595663217245","0.947864804587484"
"No","2013","Saxony","Full Time","349","0.794322320014948","0.757223710245037","0.831420929784858"
"No","2013","Saxony","Part Time","212","0.833396340629346","0.788867640886464","0.877925040372229"
"No","2013","Saxony","Not Working","451","0.895883229700722","0.869531490262281","0.922234969139164"
"No","2013","Saxony-Anhalt","Full Time","198","0.789853250392979","0.74004330418428","0.839663196601678"
"No","2013","Saxony-Anhalt","Part Time","129","0.858241452704951","0.802422480960147","0.914060424449756"
"No","2013","Saxony-Anhalt","Not Working","281","0.945162079991825","0.919695388053396","0.970628771930254"
"No","2013","Thuringia","Full Time","205","0.765344175520067","0.713733176111884","0.81695517492825"
"No","2013","Thuringia","Part Time","139","0.850272692033898","0.795664752418035","0.904880631649762"
"No","2013","Thuringia","Not Working","300","0.941827822958249","0.916535218131487","0.967120427785011"
"Yes","2014","Schleswig-Holstein","Full Time","66","0.269839193351157","0.215988709358542","0.323689677343772"
"Yes","2014","Schleswig-Holstein","Part Time","65","0.259723716920764","0.206010541110509","0.313436892731019"
"Yes","2014","Schleswig-Holstein","Not Working","57","0.237259725359123","0.190056557554816","0.284462893163429"
"Yes","2014","Hamburg","Full Time","33","0.298779809457468","0.222687017361602","0.374872601553334"
"Yes","2014","Hamburg","Part Time","17","","",""
"Yes","2014","Hamburg","Not Working","29","","",""
"Yes","2014","Lower Saxony","Full Time","220","0.345479476572058","0.311848440875947","0.379110512268169"
"Yes","2014","Lower Saxony","Part Time","175","0.278909525081612","0.245711241180066","0.312107808983157"
"Yes","2014","Lower Saxony","Not Working","137","0.177570127912096","0.151493255107148","0.203647000717045"
"Yes","2014","Bremen","Full Time","14","","",""
"Yes","2014","Bremen","Part Time","10","","",""
"Yes","2014","Bremen","Not Working","11","","",""
"Yes","2014","North Rhine-Westphalia","Full Time","423","0.269842103907108","0.248622978256425","0.291061229557791"
"Yes","2014","North Rhine-Westphalia","Part Time","335","0.227349744480711","0.206251942983383","0.248447545978039"
"Yes","2014","North Rhine-Westphalia","Not Working","283","0.170634217542465","0.152756912376734","0.188511522708195"
"Yes","2014","Hesse","Full Time","165","0.268784712534507","0.232951615856503","0.304617809212511"
"Yes","2014","Hesse","Part Time","141","0.245434051313216","0.207523377710246","0.283344724916187"
"Yes","2014","Hesse","Not Working","93","0.164896728328914","0.132940219823983","0.196853236833844"
"Yes","2014","Rhineland-Palatinate,Saarland","Full Time","136","0.254876939343042","0.218086668729039","0.291667209957045"
"Yes","2014","Rhineland-Palatinate,Saarland","Part Time","90","0.256497599214177","0.211511675171853","0.301483523256501"
"Yes","2014","Rhineland-Palatinate,Saarland","Not Working","81","0.189489027682639","0.154502885658001","0.224475169707276"
"Yes","2014","Baden-Württemberg","Full Time","320","0.317340744631369","0.289413326273519","0.345268162989218"
"Yes","2014","Baden-Württemberg","Part Time","250","0.273930339642305","0.244019516254792","0.303841163029819"
"Yes","2014","Baden-Württemberg","Not Working","205","0.249054830382335","0.220301390961362","0.277808269803307"
"Yes","2014","Bavaria","Full Time","453","0.337631568599911","0.313514241180719","0.361748896019103"
"Yes","2014","Bavaria","Part Time","326","0.269307099815976","0.243768462634152","0.2948457369978"
"Yes","2014","Bavaria","Not Working","282","0.269485470273936","0.243819407424073","0.295151533123798"
"Yes","2014","Berlin","Full Time","79","0.291481729150931","0.239446739025869","0.343516719275992"
"Yes","2014","Berlin","Part Time","56","0.188797414881506","0.140479241783138","0.237115587979874"
"Yes","2014","Berlin","Not Working","59","0.215068927145268","0.169405080629042","0.260732773661494"
"Yes","2014","Brandenburg","Full Time","74","0.239571506555946","0.191981515399053","0.287161497712838"
"Yes","2014","Brandenburg","Part Time","37","0.169182715665721","0.119753614679689","0.218611816651754"
"Yes","2014","Brandenburg","Not Working","60","0.126298710266024","0.0948646565365766","0.157732763995472"
"Yes","2014","Mecklenburg-Western Pomerania","Full Time","33","0.17418682190195","0.119827273526374","0.228546370277525"
"Yes","2014","Mecklenburg-Western Pomerania","Part Time","22","","",""
"Yes","2014","Mecklenburg-Western Pomerania","Not Working","26","","",""
"Yes","2014","Saxony","Full Time","132","0.256210612125179","0.220529554852955","0.291891669397403"
"Yes","2014","Saxony","Part Time","64","0.159070227169145","0.121131015895129","0.197009438443162"
"Yes","2014","Saxony","Not Working","79","0.110552939403786","0.0849445627722837","0.136161316035288"
"Yes","2014","Saxony-Anhalt","Full Time","54","0.197800783772388","0.153458060153929","0.242143507390847"
"Yes","2014","Saxony-Anhalt","Part Time","39","0.209941035622827","0.157307494091675","0.262574577153978"
"Yes","2014","Saxony-Anhalt","Not Working","33","0.0749364382327393","0.0479258545262153","0.101947021939263"
"Yes","2014","Thuringia","Full Time","57","0.197043319445549","0.15482530375439","0.239261335136709"
"Yes","2014","Thuringia","Part Time","31","0.135643716424363","0.0907028028788724","0.180584629969853"
"Yes","2014","Thuringia","Not Working","28","","",""
"No","2014","Schleswig-Holstein","Full Time","195","0.730160806648843","0.676310322656228","0.784011290641458"
"No","2014","Schleswig-Holstein","Part Time","191","0.740276283079236","0.686563107268981","0.793989458889491"
"No","2014","Schleswig-Holstein","Not Working","255","0.762740274640877","0.715537106836571","0.809943442445184"
"No","2014","Hamburg","Full Time","106","0.701220190542532","0.625127398446666","0.777312982638398"
"No","2014","Hamburg","Part Time","87","0.868163861447831","0.803143480399076","0.933184242496585"
"No","2014","Hamburg","Not Working","103","0.734724812211683","0.659411492003894","0.810038132419472"
"No","2014","Lower Saxony","Full Time","548","0.654520523427942","0.620889487731831","0.688151559124053"
"No","2014","Lower Saxony","Part Time","526","0.721090474918388","0.687892191016843","0.754288758819934"
"No","2014","Lower Saxony","Not Working","688","0.822429872087904","0.796352999282955","0.848506744892852"
"No","2014","Bremen","Full Time","40","0.768193985089805","0.65564307457409","0.880744895605519"
"No","2014","Bremen","Part Time","55","0.914155220969855","0.846053462163082","0.982256979776628"
"No","2014","Bremen","Not Working","71","0.861874021990893","0.78719463519618","0.936553408785605"
"No","2014","North Rhine-Westphalia","Full Time","1258","0.730157896092892","0.70893877044221","0.751377021743575"
"No","2014","North Rhine-Westphalia","Part Time","1181","0.772650255519289","0.751552454021961","0.793748057016617"
"No","2014","North Rhine-Westphalia","Not Working","1418","0.829365782457535","0.811488477291805","0.847243087623266"
"No","2014","Hesse","Full Time","423","0.731215287465493","0.695382190787489","0.767048384143497"
"No","2014","Hesse","Part Time","354","0.754565948686784","0.716655275083813","0.792476622289754"
"No","2014","Hesse","Not Working","425","0.835103271671086","0.803146763166156","0.867059780176017"
"No","2014","Rhineland-Palatinate,Saarland","Full Time","403","0.745123060656958","0.708332790042955","0.781913331270961"
"No","2014","Rhineland-Palatinate,Saarland","Part Time","272","0.743502400785823","0.698516476743499","0.788488324828147"
"No","2014","Rhineland-Palatinate,Saarland","Not Working","401","0.810510972317361","0.775524830292724","0.845497114341999"
"No","2014","Baden-Württemberg","Full Time","747","0.682659255368632","0.654731837010782","0.710586673726481"
"No","2014","Baden-Württemberg","Part Time","604","0.726069660357695","0.696158836970181","0.755980483745208"
"No","2014","Baden-Württemberg","Not Working","664","0.750945169617665","0.722191730196693","0.779698609038638"
"No","2014","Bavaria","Full Time","1024","0.662368431400089","0.638251103980897","0.686485758819281"
"No","2014","Bavaria","Part Time","833","0.730692900184024","0.7051542630022","0.756231537365848"
"No","2014","Bavaria","Not Working","866","0.730514529726064","0.704848466876202","0.756180592575926"
"No","2014","Berlin","Full Time","214","0.708518270849069","0.656483280724008","0.760553260974131"
"No","2014","Berlin","Part Time","196","0.811202585118494","0.762884412020126","0.859520758216862"
"No","2014","Berlin","Not Working","252","0.784931072854732","0.739267226338506","0.830594919370958"
"No","2014","Brandenburg","Full Time","235","0.760428493444054","0.712838502287162","0.808018484600947"
"No","2014","Brandenburg","Part Time","184","0.830817284334279","0.781388183348246","0.880246385320311"
"No","2014","Brandenburg","Not Working","369","0.873701289733976","0.842267236004528","0.905135343463424"
"No","2014","Mecklenburg-Western Pomerania","Full Time","154","0.82581317809805","0.771453629722475","0.880172726473626"
"No","2014","Mecklenburg-Western Pomerania","Part Time","99","0.859017486537565","0.797010727446478","0.921024245628651"
"No","2014","Mecklenburg-Western Pomerania","Not Working","184","0.873769078022466","0.828851156044042","0.918687000000891"
"No","2014","Saxony","Full Time","443","0.743789387874821","0.708108330602597","0.779470445147045"
"No","2014","Saxony","Part Time","293","0.840929772830855","0.802990561556838","0.878868984104871"
"No","2014","Saxony","Not Working","497","0.889447060596214","0.863838683964712","0.915055437227716"
"No","2014","Saxony-Anhalt","Full Time","256","0.802199216227612","0.757856492609153","0.846541939846071"
"No","2014","Saxony-Anhalt","Part Time","191","0.790058964377173","0.737425422846022","0.842692505908325"
"No","2014","Saxony-Anhalt","Not Working","332","0.925063561767261","0.898052978060737","0.952074145473785"
"No","2014","Thuringia","Full Time","284","0.80295668055445","0.760738664863291","0.84517469624561"
"No","2014","Thuringia","Part Time","192","0.864356283575637","0.819415370030146","0.909297197121128"
"No","2014","Thuringia","Not Working","341","0.95015600720606","0.927951620645335","0.972360393766785"
"Yes","2015","Schleswig-Holstein","Full Time","","","",""
"Yes","2015","Schleswig-Holstein","Part Time","","","",""
"Yes","2015","Schleswig-Holstein","Not Working","","","",""
"Yes","2015","Hamburg","Full Time","","","",""
"Yes","2015","Hamburg","Part Time","","","",""
"Yes","2015","Hamburg","Not Working","","","",""
"Yes","2015","Lower Saxony","Full Time","","","",""
"Yes","2015","Lower Saxony","Part Time","","","",""
"Yes","2015","Lower Saxony","Not Working","","","",""
"Yes","2015","Bremen","Full Time","","","",""
"Yes","2015","Bremen","Part Time","","","",""
"Yes","2015","Bremen","Not Working","","","",""
"Yes","2015","North Rhine-Westphalia","Full Time","","","",""
"Yes","2015","North Rhine-Westphalia","Part Time","","","",""
"Yes","2015","North Rhine-Westphalia","Not Working","","","",""
"Yes","2015","Hesse","Full Time","","","",""
"Yes","2015","Hesse","Part Time","","","",""
"Yes","2015","Hesse","Not Working","","","",""
"Yes","2015","Rhineland-Palatinate,Saarland","Full Time","","","",""
"Yes","2015","Rhineland-Palatinate,Saarland","Part Time","","","",""
"Yes","2015","Rhineland-Palatinate,Saarland","Not Working","","","",""
"Yes","2015","Baden-Württemberg","Full Time","","","",""
"Yes","2015","Baden-Württemberg","Part Time","","","",""
"Yes","2015","Baden-Württemberg","Not Working","","","",""
"Yes","2015","Bavaria","Full Time","","","",""
"Yes","2015","Bavaria","Part Time","","","",""
"Yes","2015","Bavaria","Not Working","","","",""
"Yes","2015","Berlin","Full Time","","","",""
"Yes","2015","Berlin","Part Time","","","",""
"Yes","2015","Berlin","Not Working","","","",""
"Yes","2015","Brandenburg","Full Time","","","",""
"Yes","2015","Brandenburg","Part Time","","","",""
"Yes","2015","Brandenburg","Not Working","","","",""
"Yes","2015","Mecklenburg-Western Pomerania","Full Time","","","",""
"Yes","2015","Mecklenburg-Western Pomerania","Part Time","","","",""
"Yes","2015","Mecklenburg-Western Pomerania","Not Working","","","",""
"Yes","2015","Saxony","Full Time","","","",""
"Yes","2015","Saxony","Part Time","","","",""
"Yes","2015","Saxony","Not Working","","","",""
"Yes","2015","Saxony-Anhalt","Full Time","","","",""
"Yes","2015","Saxony-Anhalt","Part Time","","","",""
"Yes","2015","Saxony-Anhalt","Not Working","","","",""
"Yes","2015","Thuringia","Full Time","","","",""
"Yes","2015","Thuringia","Part Time","","","",""
"Yes","2015","Thuringia","Not Working","","","",""
"No","2015","Schleswig-Holstein","Full Time","","","",""
"No","2015","Schleswig-Holstein","Part Time","","","",""
"No","2015","Schleswig-Holstein","Not Working","","","",""
"No","2015","Hamburg","Full Time","","","",""
"No","2015","Hamburg","Part Time","","","",""
"No","2015","Hamburg","Not Working","","","",""
"No","2015","Lower Saxony","Full Time","","","",""
"No","2015","Lower Saxony","Part Time","","","",""
"No","2015","Lower Saxony","Not Working","","","",""
"No","2015","Bremen","Full Time","","","",""
"No","2015","Bremen","Part Time","","","",""
"No","2015","Bremen","Not Working","","","",""
"No","2015","North Rhine-Westphalia","Full Time","","","",""
"No","2015","North Rhine-Westphalia","Part Time","","","",""
"No","2015","North Rhine-Westphalia","Not Working","","","",""
"No","2015","Hesse","Full Time","","","",""
"No","2015","Hesse","Part Time","","","",""
"No","2015","Hesse","Not Working","","","",""
"No","2015","Rhineland-Palatinate,Saarland","Full Time","","","",""
"No","2015","Rhineland-Palatinate,Saarland","Part Time","","","",""
"No","2015","Rhineland-Palatinate,Saarland","Not Working","","","",""
"No","2015","Baden-Württemberg","Full Time","","","",""
"No","2015","Baden-Württemberg","Part Time","","","",""
"No","2015","Baden-Württemberg","Not Working","","","",""
"No","2015","Bavaria","Full Time","","","",""
"No","2015","Bavaria","Part Time","","","",""
"No","2015","Bavaria","Not Working","","","",""
"No","2015","Berlin","Full Time","","","",""
"No","2015","Berlin","Part Time","","","",""
"No","2015","Berlin","Not Working","","","",""
"No","2015","Brandenburg","Full Time","","","",""
"No","2015","Brandenburg","Part Time","","","",""
"No","2015","Brandenburg","Not Working","","","",""
"No","2015","Mecklenburg-Western Pomerania","Full Time","","","",""
"No","2015","Mecklenburg-Western Pomerania","Part Time","","","",""
"No","2015","Mecklenburg-Western Pomerania","Not Working","","","",""
"No","2015","Saxony","Full Time","","","",""
"No","2015","Saxony","Part Time","","","",""
"No","2015","Saxony","Not Working","","","",""
"No","2015","Saxony-Anhalt","Full Time","","","",""
"No","2015","Saxony-Anhalt","Part Time","","","",""
"No","2015","Saxony-Anhalt","Not Working","","","",""
"No","2015","Thuringia","Full Time","","","",""
"No","2015","Thuringia","Part Time","","","",""
"No","2015","Thuringia","Not Working","","","",""
"Yes","2016","Schleswig-Holstein","Full Time","62","0.307767016962723","0.247985417337556","0.36754861658789"
"Yes","2016","Schleswig-Holstein","Part Time","53","0.225715799430391","0.17347477124612","0.277956827614662"
"Yes","2016","Schleswig-Holstein","Not Working","38","0.16943849229233","0.123484838556983","0.215392146027677"
"Yes","2016","Hamburg","Full Time","31","0.255535183531898","0.179378107805645","0.331692259258152"
"Yes","2016","Hamburg","Part Time","21","","",""
"Yes","2016","Hamburg","Not Working","14","","",""
"Yes","2016","Lower Saxony","Full Time","187","0.382061489511902","0.346346333320266","0.417776645703537"
"Yes","2016","Lower Saxony","Part Time","154","0.275212748429542","0.241165116770891","0.309260380088192"
"Yes","2016","Lower Saxony","Not Working","107","0.160772760263496","0.133829818953378","0.187715701573615"
"Yes","2016","Bremen","Full Time","8","","",""
"Yes","2016","Bremen","Part Time","9","","",""
"Yes","2016","Bremen","Not Working","5","","",""
"Yes","2016","North Rhine-Westphalia","Full Time","344","0.238051130859803","0.216883076933919","0.259219184785688"
"Yes","2016","North Rhine-Westphalia","Part Time","274","0.2045080797701","0.182831268698439","0.226184890841762"
"Yes","2016","North Rhine-Westphalia","Not Working","235","0.154621209752361","0.136349281547352","0.17289313795737"
"Yes","2016","Hesse","Full Time","134","0.23799914390819","0.201183537479373","0.274814750337007"
"Yes","2016","Hesse","Part Time","90","0.181788645601327","0.144948344501896","0.218628946700759"
"Yes","2016","Hesse","Not Working","69","0.144272800534438","0.110867642918218","0.177677958150658"
"Yes","2016","Rhineland-Palatinate,Saarland","Full Time","96","0.199704678876362","0.163523648673758","0.235885709078965"
"Yes","2016","Rhineland-Palatinate,Saarland","Part Time","74","0.22724259009268","0.185329572152521","0.269155608032838"
"Yes","2016","Rhineland-Palatinate,Saarland","Not Working","66","0.135736151509563","0.103696574762659","0.167775728256466"
"Yes","2016","Baden-Württemberg","Full Time","257","0.284895027404931","0.256577813872646","0.313212240937215"
"Yes","2016","Baden-Württemberg","Part Time","214","0.243671476182646","0.213904666671846","0.273438285693447"
"Yes","2016","Baden-Württemberg","Not Working","153","0.212230799608154","0.181633032347839","0.242828566868468"
"Yes","2016","Bavaria","Full Time","401","0.314321694746452","0.289639387978805","0.3390040015141"
"Yes","2016","Bavaria","Part Time","284","0.2736776654248","0.247038149239506","0.300317181610094"
"Yes","2016","Bavaria","Not Working","193","0.234373031467674","0.207191764308212","0.261554298627135"
"Yes","2016","Berlin","Full Time","59","0.223186369493238","0.173794095642078","0.272578643344397"
"Yes","2016","Berlin","Part Time","45","0.215289937948784","0.16251392136725","0.268065954530319"
"Yes","2016","Berlin","Not Working","52","0.176171110422948","0.132549656626317","0.219792564219578"
"Yes","2016","Brandenburg","Full Time","63","0.207958634289374","0.16108655092148","0.254830717657267"
"Yes","2016","Brandenburg","Part Time","26","","",""
"Yes","2016","Brandenburg","Not Working","33","0.0769334186218903","0.0504856024784339","0.103381234765347"
"Yes","2016","Mecklenburg-Western Pomerania","Full Time","27","","",""
"Yes","2016","Mecklenburg-Western Pomerania","Part Time","13","","",""
"Yes","2016","Mecklenburg-Western Pomerania","Not Working","20","","",""
"Yes","2016","Saxony","Full Time","115","0.207711118095945","0.173108992170784","0.242313244021105"
"Yes","2016","Saxony","Part Time","71","0.169282168601344","0.128760948331291","0.209803388871398"
"Yes","2016","Saxony","Not Working","53","0.0932544053464473","0.0677915775022222","0.118717233190672"
"Yes","2016","Saxony-Anhalt","Full Time","39","0.183181849815898","0.137792924572892","0.228570775058903"
"Yes","2016","Saxony-Anhalt","Part Time","22","","",""
"Yes","2016","Saxony-Anhalt","Not Working","27","","",""
"Yes","2016","Thuringia","Full Time","63","0.169397843963119","0.127574445691247","0.211221242234992"
"Yes","2016","Thuringia","Part Time","35","0.144342289127215","0.0976906752241636","0.190993903030267"
"Yes","2016","Thuringia","Not Working","20","","",""
"No","2016","Schleswig-Holstein","Full Time","167","0.692232983037277","0.63245138341211","0.752014582662444"
"No","2016","Schleswig-Holstein","Part Time","193","0.774284200569609","0.722043172385338","0.826525228753879"
"No","2016","Schleswig-Holstein","Not Working","218","0.83056150770767","0.784607853972323","0.876515161443017"
"No","2016","Hamburg","Full Time","95","0.744464816468102","0.668307740741848","0.820621892194355"
"No","2016","Hamburg","Part Time","88","0.796027695551011","0.720381945685115","0.871673445416908"
"No","2016","Hamburg","Not Working","109","0.812654968965222","0.743699340298717","0.881610597631728"
"No","2016","Lower Saxony","Full Time","524","0.617938510488098","0.582223354296463","0.653653666679734"
"No","2016","Lower Saxony","Part Time","507","0.724787251570458","0.690739619911808","0.758834883229109"
"No","2016","Lower Saxony","Not Working","607","0.839227239736503","0.812284298426385","0.866170181046622"
"No","2016","Bremen","Full Time","33","0.803745293456808","0.682175571219432","0.925315015694185"
"No","2016","Bremen","Part Time","43","0.874815238715651","0.784869556172103","0.964760921259199"
"No","2016","Bremen","Not Working","65","0.944276314371568","0.890539918358302","0.998012710384834"
"No","2016","North Rhine-Westphalia","Full Time","1211","0.761948869140197","0.740780815214312","0.783116923066081"
"No","2016","North Rhine-Westphalia","Part Time","1056","0.7954919202299","0.773815109158238","0.817168731301561"
"No","2016","North Rhine-Westphalia","Not Working","1269","0.845378790247639","0.82710686204263","0.863650718452648"
"No","2016","Hesse","Full Time","380","0.76200085609181","0.725185249662993","0.798816462520627"
"No","2016","Hesse","Part Time","331","0.818211354398673","0.781371053299241","0.855051655498104"
"No","2016","Hesse","Not Working","356","0.855727199465562","0.822322041849342","0.889132357081782"
"No","2016","Rhineland-Palatinate,Saarland","Full Time","373","0.800295321123638","0.764114290921034","0.836476351326242"
"No","2016","Rhineland-Palatinate,Saarland","Part Time","310","0.77275740990732","0.730844391967162","0.814670427847479"
"No","2016","Rhineland-Palatinate,Saarland","Not Working","373","0.864263848490437","0.832224271743534","0.896303425237341"
"No","2016","Baden-Württemberg","Full Time","719","0.71510497259507","0.686787759062785","0.743422186127354"
"No","2016","Baden-Württemberg","Part Time","585","0.756328523817354","0.726561714306553","0.786095333328154"
"No","2016","Baden-Württemberg","Not Working","533","0.787769200391847","0.757171433131532","0.818366967652161"
"No","2016","Bavaria","Full Time","958","0.685678305253548","0.6609959984859","0.710360612021196"
"No","2016","Bavaria","Part Time","792","0.7263223345752","0.699682818389906","0.752961850760494"
"No","2016","Bavaria","Not Working","740","0.765626968532326","0.738445701372865","0.792808235691788"
"No","2016","Berlin","Full Time","214","0.776813630506762","0.727421356655603","0.826205904357922"
"No","2016","Berlin","Part Time","188","0.784710062051216","0.731934045469681","0.83748607863275"
"No","2016","Berlin","Not Working","241","0.823828889577052","0.780207435780422","0.867450343373683"
"No","2016","Brandenburg","Full Time","225","0.792041365710626","0.745169282342733","0.83891344907852"
"No","2016","Brandenburg","Part Time","170","0.91055292567334","0.870599343601689","0.950506507744991"
"No","2016","Brandenburg","Not Working","357","0.92306658137811","0.896618765234653","0.949514397521566"
"No","2016","Mecklenburg-Western Pomerania","Full Time","140","0.803359398567589","0.743078267591362","0.863640529543816"
"No","2016","Mecklenburg-Western Pomerania","Part Time","111","0.908910326168217","0.85826582000389","0.959554832332545"
"No","2016","Mecklenburg-Western Pomerania","Not Working","167","0.911946335313281","0.871331411143495","0.952561259483066"
"No","2016","Saxony","Full Time","413","0.792288881904055","0.757686755978895","0.826891007829216"
"No","2016","Saxony","Part Time","258","0.830717831398656","0.790196611128602","0.871239051668709"
"No","2016","Saxony","Not Working","448","0.906745594653553","0.881282766809327","0.932208422497778"
"No","2016","Saxony-Anhalt","Full Time","240","0.816818150184102","0.771429224941097","0.862207075427108"
"No","2016","Saxony-Anhalt","Part Time","160","0.898963759225147","0.855179089449789","0.942748429000504"
"No","2016","Saxony-Anhalt","Not Working","291","0.935419297906779","0.908405286759463","0.962433309054096"
"No","2016","Thuringia","Full Time","246","0.830602156036881","0.788778757765008","0.872425554308753"
"No","2016","Thuringia","Part Time","183","0.855657710872785","0.809006096969733","0.902309324775836"
"No","2016","Thuringia","Not Working","292","0.958016379816472","0.935762937330755","0.98026982230219"
"Yes","2017","Schleswig-Holstein","Full Time","","","",""
"Yes","2017","Schleswig-Holstein","Part Time","","","",""
"Yes","2017","Schleswig-Holstein","Not Working","","","",""
"Yes","2017","Hamburg","Full Time","","","",""
"Yes","2017","Hamburg","Part Time","","","",""
"Yes","2017","Hamburg","Not Working","","","",""
"Yes","2017","Lower Saxony","Full Time","","","",""
"Yes","2017","Lower Saxony","Part Time","","","",""
"Yes","2017","Lower Saxony","Not Working","","","",""
"Yes","2017","Bremen","Full Time","","","",""
"Yes","2017","Bremen","Part Time","","","",""
"Yes","2017","Bremen","Not Working","","","",""
"Yes","2017","North Rhine-Westphalia","Full Time","","","",""
"Yes","2017","North Rhine-Westphalia","Part Time","","","",""
"Yes","2017","North Rhine-Westphalia","Not Working","","","",""
"Yes","2017","Hesse","Full Time","","","",""
"Yes","2017","Hesse","Part Time","","","",""
"Yes","2017","Hesse","Not Working","","","",""
"Yes","2017","Rhineland-Palatinate,Saarland","Full Time","","","",""
"Yes","2017","Rhineland-Palatinate,Saarland","Part Time","","","",""
"Yes","2017","Rhineland-Palatinate,Saarland","Not Working","","","",""
"Yes","2017","Baden-Württemberg","Full Time","","","",""
"Yes","2017","Baden-Württemberg","Part Time","","","",""
"Yes","2017","Baden-Württemberg","Not Working","","","",""
"Yes","2017","Bavaria","Full Time","","","",""
"Yes","2017","Bavaria","Part Time","","","",""
"Yes","2017","Bavaria","Not Working","","","",""
"Yes","2017","Berlin","Full Time","","","",""
"Yes","2017","Berlin","Part Time","","","",""
"Yes","2017","Berlin","Not Working","","","",""
"Yes","2017","Brandenburg","Full Time","","","",""
"Yes","2017","Brandenburg","Part Time","","","",""
"Yes","2017","Brandenburg","Not Working","","","",""
"Yes","2017","Mecklenburg-Western Pomerania","Full Time","","","",""
"Yes","2017","Mecklenburg-Western Pomerania","Part Time","","","",""
"Yes","2017","Mecklenburg-Western Pomerania","Not Working","","","",""
"Yes","2017","Saxony","Full Time","","","",""
"Yes","2017","Saxony","Part Time","","","",""
"Yes","2017","Saxony","Not Working","","","",""
"Yes","2017","Saxony-Anhalt","Full Time","","","",""
"Yes","2017","Saxony-Anhalt","Part Time","","","",""
"Yes","2017","Saxony-Anhalt","Not Working","","","",""
"Yes","2017","Thuringia","Full Time","","","",""
"Yes","2017","Thuringia","Part Time","","","",""
"Yes","2017","Thuringia","Not Working","","","",""
"No","2017","Schleswig-Holstein","Full Time","","","",""
"No","2017","Schleswig-Holstein","Part Time","","","",""
"No","2017","Schleswig-Holstein","Not Working","","","",""
"No","2017","Hamburg","Full Time","","","",""
"No","2017","Hamburg","Part Time","","","",""
"No","2017","Hamburg","Not Working","","","",""
"No","2017","Lower Saxony","Full Time","","","",""
"No","2017","Lower Saxony","Part Time","","","",""
"No","2017","Lower Saxony","Not Working","","","",""
"No","2017","Bremen","Full Time","","","",""
"No","2017","Bremen","Part Time","","","",""
"No","2017","Bremen","Not Working","","","",""
"No","2017","North Rhine-Westphalia","Full Time","","","",""
"No","2017","North Rhine-Westphalia","Part Time","","","",""
"No","2017","North Rhine-Westphalia","Not Working","","","",""
"No","2017","Hesse","Full Time","","","",""
"No","2017","Hesse","Part Time","","","",""
"No","2017","Hesse","Not Working","","","",""
"No","2017","Rhineland-Palatinate,Saarland","Full Time","","","",""
"No","2017","Rhineland-Palatinate,Saarland","Part Time","","","",""
"No","2017","Rhineland-Palatinate,Saarland","Not Working","","","",""
"No","2017","Baden-Württemberg","Full Time","","","",""
"No","2017","Baden-Württemberg","Part Time","","","",""
"No","2017","Baden-Württemberg","Not Working","","","",""
"No","2017","Bavaria","Full Time","","","",""
"No","2017","Bavaria","Part Time","","","",""
"No","2017","Bavaria","Not Working","","","",""
"No","2017","Berlin","Full Time","","","",""
"No","2017","Berlin","Part Time","","","",""
"No","2017","Berlin","Not Working","","","",""
"No","2017","Brandenburg","Full Time","","","",""
"No","2017","Brandenburg","Part Time","","","",""
"No","2017","Brandenburg","Not Working","","","",""
"No","2017","Mecklenburg-Western Pomerania","Full Time","","","",""
"No","2017","Mecklenburg-Western Pomerania","Part Time","","","",""
"No","2017","Mecklenburg-Western Pomerania","Not Working","","","",""
"No","2017","Saxony","Full Time","","","",""
"No","2017","Saxony","Part Time","","","",""
"No","2017","Saxony","Not Working","","","",""
"No","2017","Saxony-Anhalt","Full Time","","","",""
"No","2017","Saxony-Anhalt","Part Time","","","",""
"No","2017","Saxony-Anhalt","Not Working","","","",""
"No","2017","Thuringia","Full Time","","","",""
"No","2017","Thuringia","Part Time","","","",""
"No","2017","Thuringia","Not Working","","","",""
"Yes","2018","Schleswig-Holstein","Full Time","72","0.301348432005528","0.247603952357133","0.355092911653922"
"Yes","2018","Schleswig-Holstein","Part Time","47","0.163893141290826","0.119981663790089","0.207804618791563"
"Yes","2018","Schleswig-Holstein","Not Working","42","0.166185969853391","0.121451834246803","0.210920105459979"
"Yes","2018","Hamburg","Full Time","34","0.264753175396923","0.196602161610813","0.332904189183033"
"Yes","2018","Hamburg","Part Time","16","","",""
"Yes","2018","Hamburg","Not Working","19","","",""
"Yes","2018","Lower Saxony","Full Time","219","0.354175474758356","0.321075518799477","0.387275430717236"
"Yes","2018","Lower Saxony","Part Time","171","0.245943045367006","0.21504023155135","0.276845859182662"
"Yes","2018","Lower Saxony","Not Working","95","0.170574815678174","0.141986844691058","0.199162786665289"
"Yes","2018","Bremen","Full Time","13","","",""
"Yes","2018","Bremen","Part Time","10","","",""
"Yes","2018","Bremen","Not Working","5","","",""
"Yes","2018","North Rhine-Westphalia","Full Time","383","0.234754064053889","0.214240872162902","0.255267255944875"
"Yes","2018","North Rhine-Westphalia","Part Time","322","0.206646391126298","0.186417312868467","0.22687546938413"
"Yes","2018","North Rhine-Westphalia","Not Working","225","0.162692428669408","0.144264651503609","0.181120205835206"
"Yes","2018","Hesse","Full Time","149","0.227695966795035","0.193887445902269","0.261504487687801"
