"ple0098_v5","year","bula_h","migback","n","percent","lower_confidence","upper_confidence","value"
"Yes","2002","Thuringia","no migration background","35","0.0263276576336724","0.0157432591653396","0.0369120561020053","1"
"Yes","2002","Thuringia","direct migration background","","","","","1"
"Yes","2002","Thuringia","indirect migration background","1","","","","1"
"Yes","2002","Hesse","no migration background","137","0.113998690796444","0.0944374577473996","0.133559923845488","1"
"Yes","2002","Hesse","direct migration background","12","","","","1"
"No","2003","Hamburg","direct migration background","22","","","","2"
"No","2003","Hamburg","indirect migration background","8","","","","2"
"No","2003","Berlin","direct migration background","63","0.980735713607756","0.947320528525577","1.01415089868993","2"
"No","2003","Berlin","indirect migration background","35","0.967319854479834","0.90924021893943","1.02539949002024","2"
"No","2003","Brandenburg","no migration background","826","0.953216870560556","0.939240680783014","0.967193060338097","2"
"No","2003","Brandenburg","direct migration background","12","","","","2"
"No","2003","Schleswig-Holstein","no migration background","439","0.908377336019208","0.882781295880846","0.933973376157571","2"
"No","2003","Schleswig-Holstein","direct migration background","58","0.963768659379546","0.916486090104015","1.01105122865508","2"
"No","2003","Schleswig-Holstein","indirect migration background","9","","","","2"
"No","2003","Hamburg","no migration background","190","0.921680206210765","0.885683140370187","0.957677272051344","2"
"No","2003","Brandenburg","indirect migration background","2","","","","2"
"No","2003","Lower Saxony","no migration background","1200","0.881554117071844","0.864492980632674","0.898615253511014","2"
"No","2003","Bremen","direct migration background","23","","","","2"
"No","2003","Bavaria","direct migration background","341","0.955467020605718","0.933979060622672","0.976954980588764","2"
"No","2003","Bavaria","indirect migration background","97","0.794831040324164","0.720042971774658","0.86961910887367","2"
"No","2003","Berlin","no migration background","527","0.916249803012291","0.8936666780564","0.938832927968181","2"
"No","2003","Lower Saxony","direct migration background","191","0.93221020447524","0.897543584903173","0.966876824047307","2"
"No","2003","Lower Saxony","indirect migration background","45","1","1","1","2"
"No","2003","Bremen","no migration background","112","0.927855632478304","0.88231713807456","0.973394126882048","2"
"No","2003","Bremen","indirect migration background","4","","","","2"
"No","2003","North Rhine-Westphalia","no migration background","2457","0.834202556074721","0.820921112523413","0.847483999626029","2"
"No","2003","North Rhine-Westphalia","direct migration background","634","0.964610272852232","0.950514442255781","0.978706103448682","2"
"No","2003","North Rhine-Westphalia","indirect migration background","188","0.925361258770076","0.889473008011348","0.961249509528805","2"
"No","2003","Hesse","no migration background","810","0.896069641257447","0.87654024727535","0.915599035239544","2"
"No","2003","Rhineland-Palatinate,Saarland","direct migration background","180","0.957855505930742","0.92882466595644","0.986886345905043","2"
"No","2003","Rhineland-Palatinate,Saarland","indirect migration background","32","0.876822941044823","0.773680678301282","0.979965203788364","2"
"No","2003","Baden-Württemberg","direct migration background","555","0.953695776045243","0.936504529078838","0.970887023011648","2"
"No","2003","Baden-Württemberg","indirect migration background","167","0.895637776532009","0.85122067036892","0.940054882695099","2"
"No","2003","Bavaria","no migration background","1709","0.838633149495441","0.822793470009993","0.85447282898089","2"
"No","2003","Mecklenburg-Western Pomerania","no migration background","435","0.946688835723237","0.926136818289246","0.967240853157229","2"
"No","2003","Mecklenburg-Western Pomerania","direct migration background","15","","","","2"
"No","2003","Mecklenburg-Western Pomerania","indirect migration background","2","","","","2"
"No","2003","Saxony","no migration background","1377","0.948456898442383","0.937119404787584","0.959794392097181","2"
"No","2003","Hesse","direct migration background","220","0.958654055270184","0.93309071815771","0.984217392382657","2"
"No","2003","Hesse","indirect migration background","56","0.98332373876192","0.95008012177553","1.01656735574831","2"
"No","2003","Rhineland-Palatinate,Saarland","no migration background","815","0.899508305684624","0.880048831706828","0.918967779662419","2"
"No","2003","Baden-Württemberg","no migration background","1245","0.830693661635228","0.811877636646019","0.849509686624436","2"
"No","2003","Saxony","direct migration background","28","","","","2"
"No","2003","Saxony","indirect migration background","7","","","","2"
"No","2003","Saxony-Anhalt","no migration background","799","0.941759038071983","0.926024011557902","0.957494064586065","2"
"No","2003","Saxony-Anhalt","direct migration background","25","","","","2"
"No","2003","Saxony-Anhalt","indirect migration background","5","","","","2"
"No","2003","Thuringia","no migration background","823","0.968037889168437","0.956295448819301","0.979780329517573","2"
"No","2003","Thuringia","direct migration background","14","","","","2"
"No","2003","Thuringia","indirect migration background","5","","","","2"
"Yes","2003","Schleswig-Holstein","no migration background","49","0.0916226639807915","0.0660266238424292","0.117218704119154","1"
"Yes","2003","Schleswig-Holstein","direct migration background","2","","","","1"
"Yes","2003","Schleswig-Holstein","indirect migration background","1","","","","1"
"Yes","2003","Hamburg","no migration background","24","","","","1"
"Yes","2003","Hamburg","direct migration background","1","","","","1"
"Yes","2003","Hamburg","indirect migration background","","","","","1"
"Yes","2003","Lower Saxony","no migration background","178","0.118445882928156","0.101384746488986","0.135507019367326","1"
"Yes","2003","Lower Saxony","direct migration background","11","","","","1"
"Yes","2003","Lower Saxony","indirect migration background","","","","","1"
"Yes","2003","Bremen","no migration background","12","","","","1"
"Yes","2003","Bremen","direct migration background","","","","","1"
"Yes","2003","Bremen","indirect migration background","","","","","1"
"Yes","2003","North Rhine-Westphalia","no migration background","555","0.165797443925279","0.152516000373971","0.179078887476587","1"
"Yes","2003","North Rhine-Westphalia","direct migration background","26","","","","1"
"Yes","2003","North Rhine-Westphalia","indirect migration background","18","","","","1"
"Yes","2003","Hesse","indirect migration background","1","","","","1"
"Yes","2003","Rhineland-Palatinate,Saarland","no migration background","102","0.100491694315376","0.0810322203375809","0.119951168293172","1"
"Yes","2003","Rhineland-Palatinate,Saarland","direct migration background","4","","","","1"
"Yes","2003","Rhineland-Palatinate,Saarland","indirect migration background","7","","","","1"
"Yes","2003","Baden-Württemberg","no migration background","281","0.169306338364772","0.150490313375564","0.188122363353981","1"
"Yes","2003","Baden-Württemberg","direct migration background","19","","","","1"
"Yes","2003","Baden-Württemberg","indirect migration background","15","","","","1"
"Yes","2003","Bavaria","no migration background","363","0.161366850504559","0.14552717101911","0.177206529990007","1"
"Yes","2003","Bavaria","direct migration background","13","","","","1"
"Yes","2003","Bavaria","indirect migration background","15","","","","1"
"Yes","2003","Berlin","no migration background","51","0.0837501969877093","0.0611670720318189","0.1063333219436","1"
"Yes","2003","Berlin","direct migration background","2","","","","1"
"Yes","2003","Berlin","indirect migration background","1","","","","1"
"Yes","2003","Brandenburg","no migration background","51","0.0467831294394443","0.0328069396619032","0.0607593192169854","1"
"Yes","2003","Brandenburg","direct migration background","2","","","","1"
"Yes","2003","Brandenburg","indirect migration background","1","","","","1"
"Yes","2003","Mecklenburg-Western Pomerania","no migration background","24","","","","1"
"Yes","2003","Mecklenburg-Western Pomerania","direct migration background","","","","","1"
"Yes","2003","Mecklenburg-Western Pomerania","indirect migration background","","","","","1"
"Yes","2003","Saxony","no migration background","84","0.0515431015576174","0.0402056079028189","0.0628805952124159","1"
"Yes","2003","Saxony","direct migration background","","","","","1"
"Yes","2003","Saxony","indirect migration background","","","","","1"
"Yes","2003","Saxony-Anhalt","no migration background","52","0.0582409619280165","0.0425059354139346","0.0739759884420983","1"
"Yes","2003","Saxony-Anhalt","direct migration background","","","","","1"
"Yes","2003","Saxony-Anhalt","indirect migration background","","","","","1"
"Yes","2003","Thuringia","no migration background","39","0.0319621108315632","0.0202196704824271","0.0437045511806994","1"
"Yes","2003","Thuringia","direct migration background","","","","","1"
"Yes","2003","Thuringia","indirect migration background","1","","","","1"
"Yes","2003","Hesse","no migration background","128","0.103930358742553","0.0844009647604564","0.12345975272465","1"
"Yes","2003","Hesse","direct migration background","13","","","","1"
"No","2004","Schleswig-Holstein","no migration background","435","0.920049271426385","0.89581152103904","0.944287021813729","2"
"No","2004","Schleswig-Holstein","direct migration background","57","0.962565531899807","0.914534330222304","1.01059673357731","2"
"No","2004","Schleswig-Holstein","indirect migration background","12","","","","2"
"No","2004","Hamburg","no migration background","181","0.920650973616366","0.884181862937333","0.957120084295399","2"
"No","2004","Hamburg","indirect migration background","8","","","","2"
"No","2004","Hamburg","direct migration background","23","","","","2"
"No","2004","Lower Saxony","no migration background","1162","0.880735332083302","0.863478659681691","0.897992004484914","2"
"No","2004","Bremen","direct migration background","22","","","","2"
"No","2004","Berlin","direct migration background","55","0.936180466368903","0.873810043879471","0.998550888858335","2"
"No","2004","Berlin","indirect migration background","35","1","1","1","2"
"No","2004","Brandenburg","indirect migration background","3","","","","2"
"No","2004","Lower Saxony","direct migration background","189","0.951195051071206","0.921259429839758","0.981130672302655","2"
"No","2004","Lower Saxony","indirect migration background","46","0.911717458718236","0.832281416172944","0.991153501263527","2"
"No","2004","Bremen","no migration background","106","0.891460224794743","0.836488295468418","0.946432154121068","2"
"No","2004","Brandenburg","no migration background","778","0.93060870093309","0.913393130188181","0.947824271677999","2"
"No","2004","Brandenburg","direct migration background","10","","","","2"
"No","2004","Bremen","indirect migration background","3","","","","2"
"No","2004","North Rhine-Westphalia","no migration background","2344","0.826643004883224","0.812912505021862","0.840373504744586","2"
"No","2004","North Rhine-Westphalia","direct migration background","609","0.964134385624714","0.949705071931795","0.978563699317634","2"
"No","2004","North Rhine-Westphalia","indirect migration background","182","0.875152185638764","0.829681412890105","0.920622958387423","2"
"No","2004","Hesse","no migration background","762","0.891223444869223","0.870686837927874","0.911760051810572","2"
"No","2004","Bavaria","direct migration background","322","0.959714805627635","0.938690469975601","0.98073914127967","2"
"No","2004","Bavaria","indirect migration background","106","0.88245854827505","0.823595621370394","0.941321475179706","2"
"No","2004","Berlin","no migration background","524","0.924816034409905","0.903244430628826","0.946387638190983","2"
"No","2004","Hesse","direct migration background","216","0.965148140743642","0.941183727668437","0.989112553818848","2"
"No","2004","Hesse","indirect migration background","61","0.934948538110686","0.873561789665702","0.99633528655567","2"
"No","2004","Rhineland-Palatinate,Saarland","no migration background","770","0.889217160299464","0.868409054904747","0.910025265694181","2"
"No","2004","Rhineland-Palatinate,Saarland","direct migration background","180","0.955847440808485","0.926164193457118","0.985530688159853","2"
"No","2004","Rhineland-Palatinate,Saarland","indirect migration background","36","0.896326671925243","0.804135332260824","0.988518011589663","2"
"No","2004","Baden-Württemberg","direct migration background","522","0.940873169626023","0.921125509091954","0.960620830160093","2"
"No","2004","Baden-Württemberg","indirect migration background","168","0.890871402728057","0.845941133357334","0.935801672098779","2"
"No","2004","Bavaria","no migration background","1646","0.815645601432141","0.798710185818578","0.832581017045704","2"
"No","2004","Mecklenburg-Western Pomerania","no migration background","425","0.93841955171582","0.916159353311265","0.960679750120374","2"
"No","2004","Mecklenburg-Western Pomerania","direct migration background","15","","","","2"
"No","2004","Mecklenburg-Western Pomerania","indirect migration background","2","","","","2"
"No","2004","Saxony","no migration background","1311","0.935988280940601","0.923257094749254","0.948719467131948","2"
"No","2004","Baden-Württemberg","no migration background","1197","0.818498767819417","0.798921614321846","0.838075921316988","2"
"No","2004","Saxony","direct migration background","28","","","","2"
"No","2004","Saxony","indirect migration background","6","","","","2"
"No","2004","Saxony-Anhalt","no migration background","787","0.958967919908433","0.94549724371499","0.972438596101877","2"
"No","2004","Saxony-Anhalt","direct migration background","24","","","","2"
"No","2004","Saxony-Anhalt","indirect migration background","7","","","","2"
"No","2004","Thuringia","no migration background","800","0.958571077566681","0.945174230259746","0.971967924873616","2"
"No","2004","Thuringia","direct migration background","16","","","","2"
"No","2004","Thuringia","indirect migration background","5","","","","2"
"Yes","2004","Schleswig-Holstein","no migration background","46","0.0799507285736154","0.0557129781862708","0.10418847896096","1"
"Yes","2004","Schleswig-Holstein","direct migration background","3","","","","1"
"Yes","2004","Schleswig-Holstein","indirect migration background","","","","","1"
"Yes","2004","Hamburg","no migration background","30","0.0793490263836341","0.0428799157046011","0.115818137062667","1"
"Yes","2004","Hesse","indirect migration background","1","","","","1"
"Yes","2004","Rhineland-Palatinate,Saarland","no migration background","104","0.110782839700536","0.0899747343058192","0.131590945095253","1"
"Yes","2004","Hamburg","direct migration background","","","","","1"
"Yes","2004","Hamburg","indirect migration background","","","","","1"
"Yes","2004","Lower Saxony","no migration background","193","0.119264667916698","0.102007995515086","0.136521340318309","1"
"Yes","2004","Lower Saxony","direct migration background","10","","","","1"
"Yes","2004","Lower Saxony","indirect migration background","3","","","","1"
"Yes","2004","Bremen","no migration background","17","","","","1"
"Yes","2004","Bremen","direct migration background","","","","","1"
"Yes","2004","Bremen","indirect migration background","","","","","1"
"Yes","2004","North Rhine-Westphalia","no migration background","576","0.173356995116776","0.159626495255414","0.187087494978139","1"
"Yes","2004","North Rhine-Westphalia","direct migration background","29","","","","1"
"Yes","2004","North Rhine-Westphalia","indirect migration background","21","","","","1"
"Yes","2004","Hesse","no migration background","121","0.108776555130777","0.0882399481894285","0.129313162072126","1"
"Yes","2004","Hesse","direct migration background","9","","","","1"
"Yes","2004","Rhineland-Palatinate,Saarland","direct migration background","4","","","","1"
"Yes","2004","Rhineland-Palatinate,Saarland","indirect migration background","6","","","","1"
"Yes","2004","Baden-Württemberg","no migration background","292","0.181501232180583","0.161924078683012","0.201078385678154","1"
"Yes","2004","Baden-Württemberg","direct migration background","26","","","","1"
"Yes","2004","Baden-Württemberg","indirect migration background","17","","","","1"
"Yes","2004","Bavaria","no migration background","368","0.184354398567859","0.167418982954296","0.201289814181422","1"
"Yes","2004","Bavaria","direct migration background","14","","","","1"
"Yes","2004","Bavaria","indirect migration background","9","","","","1"
"Yes","2004","Berlin","no migration background","50","0.0751839655900951","0.0536123618090165","0.0967555693711737","1"
"Yes","2004","Berlin","direct migration background","4","","","","1"
"Yes","2004","Berlin","indirect migration background","","","","","1"
"Yes","2004","Brandenburg","no migration background","59","0.0693912990669097","0.0521757283220006","0.0866068698118188","1"
"Yes","2004","Brandenburg","direct migration background","3","","","","1"
"Yes","2004","Brandenburg","indirect migration background","","","","","1"
"Yes","2004","Mecklenburg-Western Pomerania","no migration background","23","","","","1"
"Yes","2004","Mecklenburg-Western Pomerania","direct migration background","","","","","1"
"Yes","2004","Mecklenburg-Western Pomerania","indirect migration background","","","","","1"
"Yes","2004","Saxony","no migration background","109","0.0640117190593991","0.0512805328680519","0.0767429052507463","1"
"Yes","2004","Saxony","direct migration background","1","","","","1"
"Yes","2004","Saxony","indirect migration background","1","","","","1"
"Yes","2004","Saxony-Anhalt","no migration background","46","0.0410320800915666","0.0275614038981234","0.0545027562850098","1"
"Yes","2004","Saxony-Anhalt","direct migration background","","","","","1"
"Yes","2004","Saxony-Anhalt","indirect migration background","","","","","1"
"Yes","2004","Thuringia","no migration background","50","0.041428922433319","0.028032075126384","0.054825769740254","1"
"Yes","2004","Thuringia","direct migration background","","","","","1"
"Yes","2004","Thuringia","indirect migration background","2","","","","1"
"No","2005","Schleswig-Holstein","direct migration background","55","0.954740438469632","0.901243131028774","1.00823774591049","2"
"No","2005","Schleswig-Holstein","indirect migration background","10","","","","2"
"No","2005","Hamburg","direct migration background","21","","","","2"
"No","2005","Hamburg","indirect migration background","8","","","","2"
"No","2005","Lower Saxony","no migration background","1086","0.864078264934218","0.845369607291978","0.882786922576459","2"
"No","2005","Berlin","direct migration background","47","0.973526433023547","0.929028156218992","1.0180247098281","2"
"No","2005","Brandenburg","indirect migration background","5","","","","2"
"No","2005","Schleswig-Holstein","no migration background","423","0.942136526437269","0.920846006155986","0.963427046718552","2"
"No","2005","Hamburg","no migration background","186","0.861438189541259","0.815576116739122","0.907300262343396","2"
"No","2005","Lower Saxony","direct migration background","182","0.942120245616098","0.909089834080166","0.975150657152029","2"
"No","2005","Lower Saxony","indirect migration background","45","0.985606948634678","0.951188008641138","1.02002588862822","2"
"No","2005","Bremen","no migration background","93","0.849710189575045","0.782929341520086","0.916491037630004","2"
"No","2005","Berlin","indirect migration background","31","0.997439351177191","0.979929140888162","1.01494956146622","2"
"No","2005","Brandenburg","no migration background","740","0.90358617126882","0.883234650693467","0.923937691844173","2"
"No","2005","Brandenburg","direct migration background","10","","","","2"
"No","2005","Bremen","direct migration background","16","","","","2"
"No","2005","Bremen","indirect migration background","4","","","","2"
"No","2005","North Rhine-Westphalia","direct migration background","569","0.948311224084096","0.930581243951548","0.966041204216645","2"
"No","2005","North Rhine-Westphalia","indirect migration background","198","0.860722498041319","0.814970631944463","0.906474364138175","2"
"No","2005","Bavaria","direct migration background","275","0.92296289652042","0.89243081770405","0.953494975336789","2"
"No","2005","Bavaria","indirect migration background","101","0.939738091147141","0.895267120779153","0.98420906151513","2"
"No","2005","Berlin","no migration background","503","0.919405437090376","0.896635159514989","0.942175714665763","2"
"No","2005","North Rhine-Westphalia","no migration background","2202","0.811823015765538","0.797254528618887","0.826391502912188","2"
"No","2005","Hesse","no migration background","715","0.850891207861194","0.826917301258138","0.874865114464251","2"
"No","2005","Hesse","direct migration background","188","0.935168615737888","0.901379983153642","0.968957248322135","2"
"No","2005","Hesse","indirect migration background","54","0.866283561337545","0.780874173170331","0.951692949504758","2"
"No","2005","Rhineland-Palatinate,Saarland","no migration background","706","0.852135623587134","0.827943083186473","0.876328163987795","2"
"No","2005","Rhineland-Palatinate,Saarland","direct migration background","164","0.991366708902221","0.977335496040154","1.00539792176429","2"
"No","2005","Baden-Württemberg","direct migration background","494","0.948328572289784","0.92928409484567","0.967373049733897","2"
"No","2005","Baden-Württemberg","indirect migration background","176","0.863250973321091","0.815150348744399","0.911351597897784","2"
"No","2005","Bavaria","no migration background","1561","0.814210549001599","0.796872067791773","0.831549030211426","2"
"No","2005","Mecklenburg-Western Pomerania","no migration background","420","0.974616084011044","0.959852189129406","0.989379978892683","2"
"No","2005","Mecklenburg-Western Pomerania","direct migration background","13","","","","2"
"No","2005","Mecklenburg-Western Pomerania","indirect migration background","2","","","","2"
"No","2005","Saxony","no migration background","1232","0.926880959365907","0.913034924251902","0.940726994479912","2"
"No","2005","Rhineland-Palatinate,Saarland","indirect migration background","39","0.945315510190207","0.878135165639772","1.01249585474064","2"
"No","2005","Baden-Württemberg","no migration background","1124","0.802987279063099","0.782270705260332","0.823703852865866","2"
"No","2005","Saxony","direct migration background","27","","","","2"
"No","2005","Saxony","indirect migration background","5","","","","2"
"No","2005","Saxony-Anhalt","no migration background","751","0.94951251589338","0.934397006701814","0.964628025084947","2"
"No","2005","Saxony-Anhalt","direct migration background","21","","","","2"
"No","2005","Saxony-Anhalt","indirect migration background","6","","","","2"
"No","2005","Thuringia","no migration background","743","0.946847707553937","0.931331292630075","0.962364122477798","2"
"No","2005","Thuringia","direct migration background","16","","","","2"
"No","2005","Thuringia","indirect migration background","5","","","","2"
"Yes","2005","Schleswig-Holstein","no migration background","39","0.0578634735627311","0.0365729532814481","0.0791539938440142","1"
"Yes","2005","Schleswig-Holstein","direct migration background","3","","","","1"
"Yes","2005","Schleswig-Holstein","indirect migration background","1","","","","1"
"Yes","2005","Hamburg","no migration background","32","0.138561810458741","0.0926997376566044","0.184423883260878","1"
"Yes","2005","Hesse","indirect migration background","7","","","","1"
"Yes","2005","Hamburg","direct migration background","","","","","1"
"Yes","2005","Hamburg","indirect migration background","","","","","1"
"Yes","2005","Lower Saxony","no migration background","203","0.135921735065782","0.117213077423541","0.154630392708022","1"
"Yes","2005","Lower Saxony","direct migration background","10","","","","1"
"Yes","2005","Lower Saxony","indirect migration background","1","","","","1"
"Yes","2005","Bremen","no migration background","17","","","","1"
"Yes","2005","Bremen","direct migration background","","","","","1"
"Yes","2005","Bremen","indirect migration background","","","","","1"
"Yes","2005","North Rhine-Westphalia","no migration background","563","0.188176984234462","0.173608497087812","0.202745471381113","1"
"Yes","2005","North Rhine-Westphalia","direct migration background","30","0.0516887759159037","0.0339587957833553","0.0694187560484522","1"
"Yes","2005","North Rhine-Westphalia","indirect migration background","22","","","","1"
"Yes","2005","Hesse","no migration background","133","0.149108792138806","0.125134885535749","0.173082698741862","1"
"Yes","2005","Hesse","direct migration background","16","","","","1"
"Yes","2005","Rhineland-Palatinate,Saarland","no migration background","121","0.147864376412866","0.123671836012205","0.172056916813527","1"
"Yes","2005","Rhineland-Palatinate,Saarland","direct migration background","3","","","","1"
"Yes","2005","Rhineland-Palatinate,Saarland","indirect migration background","5","","","","1"
"Yes","2005","Baden-Württemberg","no migration background","292","0.197012720936901","0.176296147134134","0.217729294739668","1"
"Yes","2005","Baden-Württemberg","direct migration background","25","","","","1"
"Yes","2005","Baden-Württemberg","indirect migration background","20","","","","1"
"Yes","2005","Bavaria","no migration background","372","0.185789450998401","0.168450969788574","0.203127932208227","1"
"Yes","2005","Bavaria","direct migration background","18","","","","1"
"Yes","2005","Bavaria","indirect migration background","9","","","","1"
"Yes","2005","Berlin","no migration background","46","0.0805945629096241","0.0578242853342371","0.103364840485011","1"
"Yes","2005","Berlin","direct migration background","3","","","","1"
"Yes","2005","Berlin","indirect migration background","1","","","","1"
"Yes","2005","Brandenburg","no migration background","68","0.0964138287311802","0.0760623081558272","0.116765349306533","1"
"Yes","2005","Brandenburg","direct migration background","3","","","","1"
"Yes","2005","Brandenburg","indirect migration background","","","","","1"
"Yes","2005","Mecklenburg-Western Pomerania","no migration background","16","","","","1"
"Yes","2005","Mecklenburg-Western Pomerania","direct migration background","1","","","","1"
"Yes","2005","Mecklenburg-Western Pomerania","indirect migration background","","","","","1"
"Yes","2005","Saxony","no migration background","126","0.0731190406340931","0.0592730055200877","0.0869650757480985","1"
"Yes","2005","Saxony","direct migration background","1","","","","1"
"Yes","2005","Saxony","indirect migration background","2","","","","1"
"Yes","2005","Saxony-Anhalt","no migration background","55","0.0504874841066196","0.035371974915053","0.0656029932981861","1"
"Yes","2005","Saxony-Anhalt","direct migration background","1","","","","1"
"Yes","2005","Saxony-Anhalt","indirect migration background","","","","","1"
"Yes","2005","Thuringia","no migration background","60","0.0531522924460634","0.0376358775222019","0.0686687073699249","1"
"Yes","2005","Thuringia","direct migration background","","","","","1"
"Yes","2005","Thuringia","indirect migration background","2","","","","1"
"No","2006","Schleswig-Holstein","no migration background","431","0.880363053571161","0.852001653744306","0.908724453398016","2"
"No","2006","Schleswig-Holstein","direct migration background","49","0.96994750723476","0.923090195468206","1.01680481900131","2"
"No","2006","Schleswig-Holstein","indirect migration background","10","","","","2"
"No","2006","Hamburg","direct migration background","22","","","","2"
"No","2006","Hamburg","indirect migration background","7","","","","2"
"No","2006","Lower Saxony","no migration background","1189","0.845322992895269","0.826659639400986","0.863986346389551","2"
"No","2006","Lower Saxony","direct migration background","175","0.942746727407521","0.909268696841537","0.976224757973506","2"
"No","2006","Lower Saxony","indirect migration background","42","0.98445763777843","0.947908361464097","1.02100691409276","2"
"No","2006","Bremen","no migration background","94","0.9056556642035","0.851520613340075","0.959790715066926","2"
"No","2006","Bremen","direct migration background","11","","","","2"
"No","2006","North Rhine-Westphalia","direct migration background","575","0.946623147601945","0.928755748371041","0.96449054683285","2"
"No","2006","Berlin","direct migration background","52","0.940400582952431","0.878394895296434","1.00240627060843","2"
"No","2006","Berlin","indirect migration background","29","","","","2"
"No","2006","Brandenburg","no migration background","771","0.880639437516704","0.858945721998718","0.90233315303469","2"
"No","2006","Brandenburg","direct migration background","10","","","","2"
"No","2006","Brandenburg","indirect migration background","5","","","","2"
"No","2006","Mecklenburg-Western Pomerania","no migration background","445","0.9450640640189","0.924594739866857","0.965533388170944","2"
"No","2006","Mecklenburg-Western Pomerania","direct migration background","12","","","","2"
"No","2006","Mecklenburg-Western Pomerania","indirect migration background","2","","","","2"
"No","2006","Saxony","no migration background","1289","0.911875398047227","0.897177734204273","0.926573061890181","2"
"No","2006","Hamburg","no migration background","189","0.827312748147106","0.77792470381665","0.876700792477563","2"
"No","2006","Bremen","indirect migration background","5","","","","2"
"No","2006","North Rhine-Westphalia","no migration background","2274","0.801316956918779","0.786869319000951","0.815764594836606","2"
"No","2006","North Rhine-Westphalia","indirect migration background","180","0.826991777301303","0.775338432562497","0.878645122040108","2"
"No","2006","Hesse","no migration background","750","0.830975597507055","0.806927755550375","0.855023439463736","2"
"No","2006","Hesse","direct migration background","183","0.9534818318895","0.924072680636933","0.982890983142067","2"
"No","2006","Hesse","indirect migration background","55","0.842140562299513","0.753502759615688","0.930778364983337","2"
"No","2006","Rhineland-Palatinate,Saarland","no migration background","736","0.870267839715934","0.847784814921186","0.892750864510681","2"
"No","2006","Baden-Württemberg","direct migration background","469","0.932252058663697","0.910245914434289","0.954258202893105","2"
"No","2006","Baden-Württemberg","indirect migration background","168","0.915551322486796","0.875590962453631","0.955511682519961","2"
"No","2006","Bavaria","direct migration background","285","0.903115176031746","0.870240056247674","0.935990295815817","2"
"No","2006","Bavaria","indirect migration background","99","0.881935142330267","0.82243917673588","0.941431107924654","2"
"No","2006","Berlin","no migration background","495","0.887405440402796","0.861201781723635","0.913609099081957","2"
"No","2006","Rhineland-Palatinate,Saarland","direct migration background","166","0.958032570030185","0.927890716542467","0.988174423517903","2"
"No","2006","Rhineland-Palatinate,Saarland","indirect migration background","40","0.861562740884225","0.762828199607265","0.960297282161184","2"
"No","2006","Baden-Württemberg","no migration background","1232","0.791337962741141","0.77143949858641","0.811236426895872","2"
"No","2006","Bavaria","no migration background","1638","0.777090533565033","0.759386461883273","0.794794605246794","2"
"No","2006","Saxony","direct migration background","29","","","","2"
"No","2006","Saxony","indirect migration background","5","","","","2"
"No","2006","Saxony-Anhalt","no migration background","757","0.936754076954129","0.920063700731211","0.953444453177047","2"
"No","2006","Saxony-Anhalt","direct migration background","27","","","","2"
"No","2006","Saxony-Anhalt","indirect migration background","7","","","","2"
"No","2006","Thuringia","no migration background","779","0.941056786543105","0.925251644785275","0.956861928300936","2"
"No","2006","Thuringia","direct migration background","15","","","","2"
"No","2006","Thuringia","indirect migration background","6","","","","2"
"Yes","2006","Schleswig-Holstein","no migration background","72","0.119636946428839","0.0912755466019844","0.147998346255694","1"
"Yes","2006","Schleswig-Holstein","direct migration background","2","","","","1"
"Yes","2006","Schleswig-Holstein","indirect migration background","2","","","","1"
"Yes","2006","Hamburg","no migration background","36","0.172687251852894","0.123299207522437","0.22207529618335","1"
"Yes","2006","Hesse","indirect migration background","10","","","","1"
"Yes","2006","Rhineland-Palatinate,Saarland","indirect migration background","7","","","","1"
"Yes","2006","Baden-Württemberg","no migration background","370","0.208662037258859","0.188763573104128","0.22856050141359","1"
"Yes","2006","Baden-Württemberg","direct migration background","32","0.0677479413363034","0.0457417971068954","0.0897540855657114","1"
"Yes","2006","Hamburg","direct migration background","5","","","","1"
"Yes","2006","Hamburg","indirect migration background","","","","","1"
"Yes","2006","Lower Saxony","no migration background","253","0.154677007104731","0.136013653610449","0.173340360599014","1"
"Yes","2006","Lower Saxony","direct migration background","10","","","","1"
"Yes","2006","Lower Saxony","indirect migration background","2","","","","1"
"Yes","2006","Bremen","no migration background","18","","","","1"
"Yes","2006","Bremen","direct migration background","","","","","1"
"Yes","2006","Bremen","indirect migration background","","","","","1"
"Yes","2006","North Rhine-Westphalia","no migration background","656","0.198683043081221","0.184235405163394","0.213130680999049","1"
"Yes","2006","North Rhine-Westphalia","direct migration background","33","0.0533768523980545","0.0355094531671499","0.0712442516289592","1"
"Yes","2006","North Rhine-Westphalia","indirect migration background","26","","","","1"
"Yes","2006","Hesse","no migration background","183","0.169024402492945","0.144976560536264","0.193072244449625","1"
"Yes","2006","Hesse","direct migration background","14","","","","1"
"Yes","2006","Rhineland-Palatinate,Saarland","no migration background","122","0.129732160284066","0.107249135489319","0.152215185078814","1"
"Yes","2006","Rhineland-Palatinate,Saarland","direct migration background","4","","","","1"
"Yes","2006","Baden-Württemberg","indirect migration background","18","","","","1"
"Yes","2006","Bavaria","no migration background","485","0.222909466434967","0.205205394753206","0.240613538116727","1"
"Yes","2006","Bavaria","direct migration background","26","","","","1"
"Yes","2006","Bavaria","indirect migration background","14","","","","1"
"Yes","2006","Berlin","no migration background","64","0.112594559597204","0.0863909009180432","0.138798218276365","1"
"Yes","2006","Berlin","direct migration background","4","","","","1"
"Yes","2006","Berlin","indirect migration background","3","","","","1"
