"ple0098_v5","year","bula_h","migback","n","percent","lower_confidence","upper_confidence","value"
"Yes","2014","Berlin","no migration background","180","0.263922773477156","0.230721565852822","0.29712398110149","1"
"Yes","2014","Berlin","direct migration background","13","","","","1"
"Yes","2014","Lower Saxony","indirect migration background","23","","","","1"
"Yes","2014","Bremen","no migration background","32","0.181676493752429","0.113256968132046","0.250096019372813","1"
"Yes","2014","Bremen","direct migration background","2","","","","1"
"Yes","2014","Bremen","indirect migration background","1","","","","1"
"Yes","2014","Rhineland-Palatinate,Saarland","indirect migration background","20","","","","1"
"Yes","2014","Baden-Württemberg","no migration background","636","0.330562369139457","0.30866582937359","0.352458908905325","1"
"Yes","2014","Baden-Württemberg","direct migration background","88","0.147608217634441","0.121752664240217","0.173463771028666","1"
"Yes","2014","Bavaria","no migration background","935","0.34522478756771","0.327153627907584","0.363295947227836","1"
"Yes","2014","Bavaria","direct migration background","72","0.0921634658000691","0.0727634366388515","0.111563494961287","1"
"Yes","2014","Berlin","indirect migration background","1","","","","1"
"Yes","2014","Brandenburg","no migration background","165","0.182894089196463","0.156859819653036","0.208928358739889","1"
"Yes","2014","Brandenburg","direct migration background","5","","","","1"
"Yes","2014","Brandenburg","indirect migration background","1","","","","1"
"Yes","2014","Mecklenburg-Western Pomerania","no migration background","79","0.146703830304727","0.115344680046582","0.178062980562873","1"
"Yes","2014","Mecklenburg-Western Pomerania","indirect migration background","1","","","","1"
"Yes","2014","Saxony","no migration background","269","0.183702111790377","0.163482444487105","0.20392177909365","1"
"Yes","2014","Saxony","direct migration background","5","","","","1"
"Yes","2014","Hesse","indirect migration background","21","","","","1"
"Yes","2014","Rhineland-Palatinate,Saarland","no migration background","256","0.266600603086009","0.237775908540362","0.295425297631656","1"
"Yes","2014","Rhineland-Palatinate,Saarland","direct migration background","31","0.0839182774695091","0.0555127447897706","0.112323810149248","1"
"Yes","2014","Mecklenburg-Western Pomerania","direct migration background","1","","","","1"
"Yes","2014","Saxony","indirect migration background","1","","","","1"
"Yes","2014","North Rhine-Westphalia","no migration background","894","0.271435291097559","0.255727668137425","0.287142914057692","1"
"Yes","2014","Saxony-Anhalt","indirect migration background","1","","","","1"
"Yes","2014","Thuringia","no migration background","112","0.122171895632","0.100460748451272","0.143883042812728","1"
"Yes","2014","Thuringia","direct migration background","3","","","","1"
"Yes","2014","Thuringia","indirect migration background","1","","","","1"
"Yes","2014","North Rhine-Westphalia","direct migration background","89","0.0626198253011187","0.0495299968703698","0.0757096537318677","1"
"Yes","2014","North Rhine-Westphalia","indirect migration background","58","0.110342880639892","0.0829619890004506","0.137723772279333","1"
"Yes","2014","Hesse","no migration background","329","0.276344561803058","0.248724494528453","0.303964629077662","1"
"Yes","2014","Hesse","direct migration background","49","0.0716054897069792","0.0476229016666119","0.0955880777473465","1"
"Yes","2014","Saxony-Anhalt","no migration background","122","0.151228900488152","0.126662034780125","0.175795766196179","1"
"Yes","2014","Saxony-Anhalt","direct migration background","3","","","","1"
"No","2015","Berlin","direct migration background","","","","","2"
"No","2015","Berlin","indirect migration background","","","","","2"
"No","2015","Schleswig-Holstein","no migration background","","","","","2"
"No","2015","Schleswig-Holstein","direct migration background","","","","","2"
"No","2015","Schleswig-Holstein","indirect migration background","","","","","2"
"No","2015","Hamburg","no migration background","","","","","2"
"No","2015","Hamburg","direct migration background","","","","","2"
"No","2015","Hamburg","indirect migration background","","","","","2"
"No","2015","Lower Saxony","no migration background","","","","","2"
"No","2015","Lower Saxony","direct migration background","","","","","2"
"No","2015","Lower Saxony","indirect migration background","","","","","2"
"No","2015","Bremen","no migration background","","","","","2"
"No","2015","Bremen","direct migration background","","","","","2"
"No","2015","Bremen","indirect migration background","","","","","2"
"No","2015","North Rhine-Westphalia","no migration background","","","","","2"
"No","2015","North Rhine-Westphalia","direct migration background","","","","","2"
"No","2015","North Rhine-Westphalia","indirect migration background","","","","","2"
"No","2015","Hesse","no migration background","","","","","2"
"No","2015","Hesse","direct migration background","","","","","2"
"No","2015","Hesse","indirect migration background","","","","","2"
"No","2015","Rhineland-Palatinate,Saarland","no migration background","","","","","2"
"No","2015","Rhineland-Palatinate,Saarland","direct migration background","","","","","2"
"No","2015","Rhineland-Palatinate,Saarland","indirect migration background","","","","","2"
"No","2015","Baden-Württemberg","no migration background","","","","","2"
"No","2015","Baden-Württemberg","direct migration background","","","","","2"
"No","2015","Baden-Württemberg","indirect migration background","","","","","2"
"No","2015","Bavaria","no migration background","","","","","2"
"No","2015","Bavaria","direct migration background","","","","","2"
"No","2015","Bavaria","indirect migration background","","","","","2"
"No","2015","Berlin","no migration background","","","","","2"
"No","2015","Brandenburg","no migration background","","","","","2"
"No","2015","Brandenburg","direct migration background","","","","","2"
"No","2015","Brandenburg","indirect migration background","","","","","2"
"No","2015","Mecklenburg-Western Pomerania","no migration background","","","","","2"
"No","2015","Mecklenburg-Western Pomerania","direct migration background","","","","","2"
"No","2015","Mecklenburg-Western Pomerania","indirect migration background","","","","","2"
"No","2015","Saxony","no migration background","","","","","2"
"No","2015","Saxony","direct migration background","","","","","2"
"No","2015","Saxony","indirect migration background","","","","","2"
"No","2015","Saxony-Anhalt","no migration background","","","","","2"
"No","2015","Saxony-Anhalt","direct migration background","","","","","2"
"No","2015","Saxony-Anhalt","indirect migration background","","","","","2"
"No","2015","Thuringia","no migration background","","","","","2"
"No","2015","Thuringia","direct migration background","","","","","2"
"No","2015","Thuringia","indirect migration background","","","","","2"
"Yes","2015","Schleswig-Holstein","no migration background","","","","","1"
"Yes","2015","Schleswig-Holstein","direct migration background","","","","","1"
"Yes","2015","Schleswig-Holstein","indirect migration background","","","","","1"
"Yes","2015","Hamburg","no migration background","","","","","1"
"Yes","2015","Hamburg","direct migration background","","","","","1"
"Yes","2015","Hamburg","indirect migration background","","","","","1"
"Yes","2015","Lower Saxony","no migration background","","","","","1"
"Yes","2015","Lower Saxony","direct migration background","","","","","1"
"Yes","2015","Baden-Württemberg","indirect migration background","","","","","1"
"Yes","2015","Bavaria","indirect migration background","","","","","1"
"Yes","2015","Berlin","no migration background","","","","","1"
"Yes","2015","Berlin","direct migration background","","","","","1"
"Yes","2015","Lower Saxony","indirect migration background","","","","","1"
"Yes","2015","Bremen","no migration background","","","","","1"
"Yes","2015","Bremen","direct migration background","","","","","1"
"Yes","2015","Bremen","indirect migration background","","","","","1"
"Yes","2015","Rhineland-Palatinate,Saarland","indirect migration background","","","","","1"
"Yes","2015","Baden-Württemberg","no migration background","","","","","1"
"Yes","2015","Baden-Württemberg","direct migration background","","","","","1"
"Yes","2015","Bavaria","no migration background","","","","","1"
"Yes","2015","Bavaria","direct migration background","","","","","1"
"Yes","2015","Berlin","indirect migration background","","","","","1"
"Yes","2015","Brandenburg","no migration background","","","","","1"
"Yes","2015","Brandenburg","direct migration background","","","","","1"
"Yes","2015","Brandenburg","indirect migration background","","","","","1"
"Yes","2015","Mecklenburg-Western Pomerania","no migration background","","","","","1"
"Yes","2015","Mecklenburg-Western Pomerania","direct migration background","","","","","1"
"Yes","2015","Mecklenburg-Western Pomerania","indirect migration background","","","","","1"
"Yes","2015","Hesse","indirect migration background","","","","","1"
"Yes","2015","Rhineland-Palatinate,Saarland","no migration background","","","","","1"
"Yes","2015","Saxony","no migration background","","","","","1"
"Yes","2015","Saxony","direct migration background","","","","","1"
"Yes","2015","Saxony","indirect migration background","","","","","1"
"Yes","2015","Saxony-Anhalt","direct migration background","","","","","1"
"Yes","2015","Thuringia","no migration background","","","","","1"
"Yes","2015","North Rhine-Westphalia","no migration background","","","","","1"
"Yes","2015","Rhineland-Palatinate,Saarland","direct migration background","","","","","1"
"Yes","2015","Saxony-Anhalt","no migration background","","","","","1"
"Yes","2015","North Rhine-Westphalia","direct migration background","","","","","1"
"Yes","2015","Saxony-Anhalt","indirect migration background","","","","","1"
"Yes","2015","Hesse","no migration background","","","","","1"
"Yes","2015","Thuringia","direct migration background","","","","","1"
"Yes","2015","Thuringia","indirect migration background","","","","","1"
"Yes","2015","Hesse","direct migration background","","","","","1"
"Yes","2015","North Rhine-Westphalia","indirect migration background","","","","","1"
"No","2016","Schleswig-Holstein","no migration background","416","0.738575393301894","0.701885796387764","0.775264990216025","2"
"No","2016","Schleswig-Holstein","direct migration background","126","0.942485671917724","0.903640776963884","0.981330566871564","2"
"No","2016","Schleswig-Holstein","indirect migration background","36","0.853423652223775","0.746459628558916","0.960387675888633","2"
"No","2016","Hamburg","no migration background","167","0.732263232264728","0.67401815496707","0.790508309562387","2"
"No","2016","Hamburg","direct migration background","99","0.992982121120146","0.976860707247312","1.00910353499298","2"
"No","2016","Hamburg","indirect migration background","26","","","","2"
"No","2016","Lower Saxony","no migration background","1115","0.701299337767272","0.678214361920292","0.724384313614253","2"
"No","2016","Lower Saxony","direct migration background","443","0.858203310664153","0.826898070506389","0.889508550821916","2"
"No","2016","Lower Saxony","indirect migration background","80","0.774173729746066","0.691809822716064","0.856537636776067","2"
"No","2016","Bremen","no migration background","82","0.908076736104115","0.850875021585356","0.965278450622874","2"
"No","2016","Bremen","direct migration background","54","0.874815338264615","0.790373857639552","0.959256818889678","2"
"No","2016","Bremen","indirect migration background","5","","","","2"
"No","2016","North Rhine-Westphalia","no migration background","1998","0.755680880356447","0.739571597036739","0.771790163676155","2"
"No","2016","North Rhine-Westphalia","direct migration background","1159","0.930769241766545","0.916594560804584","0.944943922728506","2"
"No","2016","North Rhine-Westphalia","indirect migration background","379","0.907415908184984","0.87982687112932","0.935004945240647","2"
"No","2016","Hesse","no migration background","631","0.768228352207719","0.740269497043722","0.796187207371715","2"
"No","2016","Hesse","direct migration background","336","0.92484803109328","0.898164836285985","0.951531225900574","2"
"No","2016","Hesse","indirect migration background","100","0.912368956411492","0.859528569348139","0.965209343474844","2"
"No","2016","Rhineland-Palatinate,Saarland","no migration background","618","0.789681720993848","0.761616392233817","0.817747049753879","2"
"No","2016","Rhineland-Palatinate,Saarland","direct migration background","346","0.911546978352615","0.882769140944825","0.940324815760406","2"
"No","2016","Rhineland-Palatinate,Saarland","indirect migration background","92","0.84164410887641","0.772791948845062","0.910496268907758","2"
"No","2016","Baden-Württemberg","no migration background","1052","0.704595823561215","0.681941937482951","0.727249709639479","2"
"No","2016","Baden-Württemberg","direct migration background","579","0.86099406888332","0.834480025514883","0.887508112251757","2"
"No","2016","Baden-Württemberg","indirect migration background","206","0.836121834174757","0.790144504199453","0.882099164150061","2"
"No","2016","Bavaria","no migration background","1571","0.683252758436227","0.664367450448209","0.702138066424245","2"
"No","2016","Bavaria","direct migration background","734","0.893056170169123","0.871681098848298","0.914431241489947","2"
"No","2016","Bavaria","indirect migration background","185","0.676225947961712","0.616273475501365","0.73617842042206","2"
"No","2016","Berlin","no migration background","468","0.770793337081137","0.737355641431181","0.804231032731092","2"
"No","2016","Berlin","direct migration background","133","0.95896399565949","0.926675502755791","0.99125248856319","2"
"No","2016","Berlin","indirect migration background","42","0.789450454550401","0.672893348572408","0.906007560528395","2"
"No","2016","Brandenburg","no migration background","639","0.868928342349702","0.844855853582585","0.893000831116819","2"
"No","2016","Brandenburg","direct migration background","94","0.929318461437923","0.878833064720934","0.979803858154911","2"
"No","2016","Brandenburg","indirect migration background","19","","","","2"
"No","2016","Mecklenburg-Western Pomerania","no migration background","389","0.867603898076888","0.836219960550842","0.898987835602934","2"
"No","2016","Mecklenburg-Western Pomerania","direct migration background","18","","","","2"
"No","2016","Mecklenburg-Western Pomerania","indirect migration background","11","","","","2"
"No","2016","Saxony","no migration background","1040","0.833999116501729","0.813551507576046","0.854446725427413","2"
"No","2016","Saxony","direct migration background","54","0.967232240446808","0.922185722915441","1.01227875797818","2"
"No","2016","Saxony","indirect migration background","25","","","","2"
"No","2016","Saxony-Anhalt","no migration background","622","0.884910131187736","0.86140300204","0.908417260335472","2"
"No","2016","Saxony-Anhalt","direct migration background","46","0.870302127718953","0.775257205260501","0.965347050177405","2"
"No","2016","Saxony-Anhalt","indirect migration background","23","","","","2"
"No","2016","Thuringia","no migration background","650","0.885131164914453","0.862476341198009","0.907785988630898","2"
"No","2016","Thuringia","direct migration background","61","0.870706314441978","0.790365691588812","0.951046937295144","2"
"No","2016","Thuringia","indirect migration background","10","","","","2"
"Yes","2016","Schleswig-Holstein","no migration background","135","0.261424606698106","0.224735009783975","0.298114203612236","1"
"Yes","2016","Schleswig-Holstein","direct migration background","12","","","","1"
"Yes","2016","Schleswig-Holstein","indirect migration background","6","","","","1"
"Yes","2016","Hamburg","no migration background","55","0.267736767735271","0.209491690437613","0.32598184503293","1"
"Yes","2016","Hamburg","direct migration background","4","","","","1"
"Yes","2016","Hamburg","indirect migration background","7","","","","1"
"Yes","2016","Lower Saxony","no migration background","395","0.298700662232728","0.275615686385747","0.321785638079708","1"
"Yes","2016","Lower Saxony","direct migration background","34","0.141796689335847","0.110491449178084","0.173101929493611","1"
"Yes","2016","Lower Saxony","indirect migration background","19","","","","1"
"Yes","2016","Bremen","no migration background","16","","","","1"
"Yes","2016","Bremen","direct migration background","5","","","","1"
"Yes","2016","Bremen","indirect migration background","1","","","","1"
"Yes","2016","Bavaria","indirect migration background","49","0.323774052038288","0.26382157957794","0.383726524498635","1"
"Yes","2016","Berlin","no migration background","139","0.229206662918863","0.195768967268908","0.262644358568819","1"
"Yes","2016","Baden-Württemberg","indirect migration background","43","0.163878165825243","0.117900835849939","0.209855495800547","1"
"Yes","2016","Bavaria","no migration background","760","0.316747241563773","0.297861933575754","0.335632549551791","1"
"Yes","2016","Bavaria","direct migration background","69","0.106943829830877","0.0855687585100526","0.128318901151701","1"
"Yes","2016","Berlin","direct migration background","12","","","","1"
"Yes","2016","Berlin","indirect migration background","5","","","","1"
"Yes","2016","Brandenburg","no migration background","116","0.131071657650298","0.106999168883181","0.155144146417415","1"
"Yes","2016","Brandenburg","direct migration background","5","","","","1"
"Yes","2016","Brandenburg","indirect migration background","1","","","","1"
"Yes","2016","Mecklenburg-Western Pomerania","direct migration background","","","","","1"
"Yes","2016","North Rhine-Westphalia","indirect migration background","45","0.0925840918150162","0.0649950547593525","0.12017312887068","1"
"Yes","2016","Mecklenburg-Western Pomerania","no migration background","59","0.132396101923112","0.101012164397066","0.163780039449158","1"
"Yes","2016","Mecklenburg-Western Pomerania","indirect migration background","1","","","","1"
"Yes","2016","Saxony","no migration background","232","0.166000883498271","0.145553274572587","0.186448492423954","1"
"Yes","2016","Saxony","direct migration background","6","","","","1"
"Yes","2016","North Rhine-Westphalia","no migration background","735","0.244319119643553","0.228209836323845","0.260428402963261","1"
"Yes","2016","North Rhine-Westphalia","direct migration background","73","0.0692307582334554","0.0550560772714943","0.0834054391954164","1"
"Yes","2016","Hesse","no migration background","244","0.231771647792281","0.203812792628285","0.259730502956278","1"
"Yes","2016","Rhineland-Palatinate,Saarland","indirect migration background","16","","","","1"
"Yes","2016","Baden-Württemberg","no migration background","506","0.295404176438785","0.272750290360521","0.318058062517049","1"
"Yes","2016","Baden-Württemberg","direct migration background","75","0.13900593111668","0.112491887748243","0.165519974485117","1"
"Yes","2016","Hesse","indirect migration background","10","","","","1"
"Yes","2016","Saxony","indirect migration background","1","","","","1"
"Yes","2016","Thuringia","no migration background","111","0.114868835085547","0.0922140113691022","0.137523658801991","1"
"Yes","2016","Rhineland-Palatinate,Saarland","direct migration background","28","","","","1"
"Yes","2016","Saxony-Anhalt","no migration background","86","0.115089868812264","0.0915827396645276","0.13859699796","1"
"Yes","2016","Saxony-Anhalt","indirect migration background","","","","","1"
"Yes","2016","Hesse","direct migration background","39","0.0751519689067204","0.0484687740994258","0.101835163714015","1"
"Yes","2016","Rhineland-Palatinate,Saarland","no migration background","192","0.210318279006152","0.182252950246121","0.238383607766183","1"
"Yes","2016","Thuringia","indirect migration background","1","","","","1"
"Yes","2016","Saxony-Anhalt","direct migration background","2","","","","1"
"Yes","2016","Thuringia","direct migration background","6","","","","1"
"No","2017","Schleswig-Holstein","no migration background","","","","","2"
"No","2017","Schleswig-Holstein","direct migration background","","","","","2"
"No","2017","Schleswig-Holstein","indirect migration background","","","","","2"
"No","2017","Hamburg","no migration background","","","","","2"
"No","2017","Hamburg","direct migration background","","","","","2"
"No","2017","Hamburg","indirect migration background","","","","","2"
"No","2017","Lower Saxony","no migration background","","","","","2"
"No","2017","Lower Saxony","direct migration background","","","","","2"
"No","2017","Lower Saxony","indirect migration background","","","","","2"
"No","2017","Bremen","no migration background","","","","","2"
"No","2017","Bremen","direct migration background","","","","","2"
"No","2017","Bremen","indirect migration background","","","","","2"
"No","2017","North Rhine-Westphalia","no migration background","","","","","2"
"No","2017","North Rhine-Westphalia","direct migration background","","","","","2"
"No","2017","North Rhine-Westphalia","indirect migration background","","","","","2"
"No","2017","Hesse","no migration background","","","","","2"
"No","2017","Hesse","direct migration background","","","","","2"
"No","2017","Hesse","indirect migration background","","","","","2"
"No","2017","Rhineland-Palatinate,Saarland","no migration background","","","","","2"
"No","2017","Rhineland-Palatinate,Saarland","direct migration background","","","","","2"
"No","2017","Rhineland-Palatinate,Saarland","indirect migration background","","","","","2"
"No","2017","Baden-Württemberg","no migration background","","","","","2"
"No","2017","Baden-Württemberg","direct migration background","","","","","2"
"No","2017","Baden-Württemberg","indirect migration background","","","","","2"
"No","2017","Bavaria","no migration background","","","","","2"
"No","2017","Bavaria","direct migration background","","","","","2"
"No","2017","Bavaria","indirect migration background","","","","","2"
"No","2017","Berlin","no migration background","","","","","2"
"No","2017","Berlin","direct migration background","","","","","2"
"No","2017","Berlin","indirect migration background","","","","","2"
"No","2017","Brandenburg","no migration background","","","","","2"
"No","2017","Brandenburg","direct migration background","","","","","2"
"No","2017","Brandenburg","indirect migration background","","","","","2"
"No","2017","Mecklenburg-Western Pomerania","no migration background","","","","","2"
"No","2017","Mecklenburg-Western Pomerania","direct migration background","","","","","2"
"No","2017","Mecklenburg-Western Pomerania","indirect migration background","","","","","2"
"No","2017","Saxony","no migration background","","","","","2"
"No","2017","Saxony","direct migration background","","","","","2"
"No","2017","Saxony","indirect migration background","","","","","2"
"No","2017","Saxony-Anhalt","no migration background","","","","","2"
"No","2017","Saxony-Anhalt","direct migration background","","","","","2"
"No","2017","Saxony-Anhalt","indirect migration background","","","","","2"
"No","2017","Thuringia","no migration background","","","","","2"
"No","2017","Thuringia","direct migration background","","","","","2"
"No","2017","Thuringia","indirect migration background","","","","","2"
"Yes","2017","Schleswig-Holstein","indirect migration background","","","","","1"
"Yes","2017","Hamburg","no migration background","","","","","1"
"Yes","2017","Schleswig-Holstein","no migration background","","","","","1"
"Yes","2017","Schleswig-Holstein","direct migration background","","","","","1"
"Yes","2017","Hamburg","direct migration background","","","","","1"
"Yes","2017","Hamburg","indirect migration background","","","","","1"
"Yes","2017","Lower Saxony","no migration background","","","","","1"
"Yes","2017","Lower Saxony","direct migration background","","","","","1"
"Yes","2017","Lower Saxony","indirect migration background","","","","","1"
"Yes","2017","Bremen","no migration background","","","","","1"
"Yes","2017","Bremen","direct migration background","","","","","1"
"Yes","2017","Bremen","indirect migration background","","","","","1"
"Yes","2017","Bavaria","indirect migration background","","","","","1"
"Yes","2017","Baden-Württemberg","indirect migration background","","","","","1"
"Yes","2017","Bavaria","no migration background","","","","","1"
"Yes","2017","Bavaria","direct migration background","","","","","1"
"Yes","2017","Berlin","no migration background","","","","","1"
"Yes","2017","Berlin","direct migration background","","","","","1"
"Yes","2017","Berlin","indirect migration background","","","","","1"
"Yes","2017","Brandenburg","no migration background","","","","","1"
"Yes","2017","Brandenburg","direct migration background","","","","","1"
"Yes","2017","Mecklenburg-Western Pomerania","indirect migration background","","","","","1"
"Yes","2017","North Rhine-Westphalia","no migration background","","","","","1"
"Yes","2017","North Rhine-Westphalia","direct migration background","","","","","1"
"Yes","2017","North Rhine-Westphalia","indirect migration background","","","","","1"
"Yes","2017","Hesse","no migration background","","","","","1"
"Yes","2017","Rhineland-Palatinate,Saarland","indirect migration background","","","","","1"
"Yes","2017","Baden-Württemberg","no migration background","","","","","1"
"Yes","2017","Baden-Württemberg","direct migration background","","","","","1"
"Yes","2017","Brandenburg","indirect migration background","","","","","1"
"Yes","2017","Mecklenburg-Western Pomerania","no migration background","","","","","1"
"Yes","2017","Mecklenburg-Western Pomerania","direct migration background","","","","","1"
"Yes","2017","Saxony","no migration background","","","","","1"
"Yes","2017","Saxony","direct migration background","","","","","1"
"Yes","2017","Saxony","indirect migration background","","","","","1"
"Yes","2017","Saxony-Anhalt","no migration background","","","","","1"
"Yes","2017","Saxony-Anhalt","indirect migration background","","","","","1"
"Yes","2017","Thuringia","no migration background","","","","","1"
"Yes","2017","Hesse","indirect migration background","","","","","1"
"Yes","2017","Rhineland-Palatinate,Saarland","no migration background","","","","","1"
"Yes","2017","Rhineland-Palatinate,Saarland","direct migration background","","","","","1"
"Yes","2017","Thuringia","indirect migration background","","","","","1"
"Yes","2017","Saxony-Anhalt","direct migration background","","","","","1"
"Yes","2017","Hesse","direct migration background","","","","","1"
"Yes","2017","Thuringia","direct migration background","","","","","1"
"No","2018","Schleswig-Holstein","no migration background","493","0.75363997580445","0.720204705838185","0.787075245770715","2"
"No","2018","Schleswig-Holstein","direct migration background","126","0.973185205959772","0.946233048838515","1.00013736308103","2"
"No","2018","Schleswig-Holstein","indirect migration background","39","0.915218357117142","0.831960133914894","0.998476580319391","2"
"No","2018","Hamburg","no migration background","199","0.793396711713614","0.743993856344542","0.842799567082686","2"
"No","2018","Hamburg","direct migration background","104","0.880643232457611","0.820330344131015","0.940956120784206","2"
"No","2018","Hamburg","indirect migration background","46","0.971912277521268","0.92565054983342","1.01817400520912","2"
"No","2018","Lower Saxony","no migration background","1220","0.715184709211509","0.693420954099689","0.73694846432333","2"
"No","2018","Lower Saxony","direct migration background","400","0.83442835667184","0.799255555925032","0.869601157418649","2"
"No","2018","Lower Saxony","indirect migration background","108","0.839756270577145","0.777177320118228","0.902335221036062","2"
"No","2018","Bremen","no migration background","103","0.793164695749148","0.723269510826575","0.863059880671722","2"
"No","2018","Bremen","direct migration background","64","0.994084035365002","0.97544103762609","1.01272703310391","2"
"No","2018","Bremen","indirect migration background","10","","","","2"
"No","2018","North Rhine-Westphalia","no migration background","2263","0.753605558131574","0.738325324885765","0.768885791377383","2"
"No","2018","North Rhine-Westphalia","direct migration background","1093","0.922709958311299","0.907414446344842","0.938005470277756","2"
"No","2018","North Rhine-Westphalia","indirect migration background","434","0.857712393743047","0.826906132362588","0.888518655123505","2"
"No","2018","Hesse","no migration background","721","0.761357433120004","0.734791920716041","0.787922945523967","2"
"No","2018","Hesse","direct migration background","297","0.949609093410643","0.926007591571766","0.973210595249519","2"
"No","2018","Hesse","indirect migration background","109","0.859165699854529","0.799824843324647","0.918506556384411","2"
"No","2018","Rhineland-Palatinate,Saarland","no migration background","681","0.781767104647939","0.754430341012112","0.809103868283766","2"
"No","2018","Rhineland-Palatinate,Saarland","direct migration background","306","0.935464573043027","0.908751787542636","0.962177358543417","2"
"No","2018","Rhineland-Palatinate,Saarland","indirect migration background","77","0.749195466513139","0.659640000550973","0.838750932475304","2"
"No","2018","Baden-Württemberg","no migration background","1097","0.679913809226875","0.657069541823308","0.702758076630442","2"
"No","2018","Baden-Württemberg","direct migration background","460","0.79806199694807","0.764296315407464","0.831827678488676","2"
"No","2018","Baden-Württemberg","indirect migration background","198","0.813148871885715","0.76320605241584","0.863091691355589","2"
"No","2018","Bavaria","no migration background","1682","0.675334921613068","0.657045598996447","0.69362424422969","2"
"No","2018","Bavaria","direct migration background","630","0.880505382269517","0.856662790093786","0.904347974445247","2"
"No","2018","Bavaria","indirect migration background","197","0.7323017615673","0.676747040174095","0.787856482960505","2"
"No","2018","Berlin","no migration background","507","0.765663084086646","0.733637086716797","0.797689081456495","2"
"No","2018","Berlin","direct migration background","133","0.955931646704542","0.922638986818404","0.989224306590681","2"
"No","2018","Berlin","indirect migration background","50","0.895075823629006","0.816207648516436","0.973943998741576","2"
"No","2018","Brandenburg","no migration background","677","0.806491709942524","0.77988714709083","0.833096272794219","2"
"No","2018","Brandenburg","direct migration background","87","0.925397013742515","0.871706651980593","0.979087375504437","2"
"No","2018","Brandenburg","indirect migration background","15","","","","2"
"No","2018","Mecklenburg-Western Pomerania","no migration background","451","0.877207379455844","0.849133287927417","0.905281470984272","2"
"No","2018","Mecklenburg-Western Pomerania","direct migration background","15","","","","2"
"No","2018","Mecklenburg-Western Pomerania","indirect migration background","10","","","","2"
"No","2018","Saxony","no migration background","1158","0.815942710552251","0.795906017211575","0.835979403892928","2"
"No","2018","Saxony","direct migration background","57","0.92583297995426","0.862129500903742","0.989536459004777","2"
"No","2018","Saxony","indirect migration background","30","0.976096395628164","0.923172579428395","1.02902021182793","2"
"No","2018","Saxony-Anhalt","no migration background","676","0.864608288103587","0.840825089438589","0.888391486768585","2"
"No","2018","Saxony-Anhalt","direct migration background","47","0.997910404858293","0.984992135888202","1.01082867382838","2"
"No","2018","Saxony-Anhalt","indirect migration background","20","","","","2"
"No","2018","Thuringia","no migration background","657","0.847583563902247","0.822504186329727","0.872662941474767","2"
"No","2018","Thuringia","direct migration background","65","0.910946674514855","0.842747010055127","0.979146338974582","2"
"No","2018","Thuringia","indirect migration background","16","","","","2"
"Yes","2018","Schleswig-Holstein","indirect migration background","4","","","","1"
"Yes","2018","Hamburg","no migration background","59","0.206603288286386","0.157200432917314","0.256006143655458","1"
"Yes","2018","Schleswig-Holstein","no migration background","145","0.24636002419555","0.212924754229285","0.279795294161815","1"
"Yes","2018","Schleswig-Holstein","direct migration background","12","","","","1"
"Yes","2018","Hamburg","direct migration background","7","","","","1"
"Yes","2018","Hamburg","indirect migration background","3","","","","1"
"Yes","2018","Lower Saxony","no migration background","432","0.284815290788491","0.26305153567667","0.306579045900311","1"
"Yes","2018","Lower Saxony","direct migration background","29","","","","1"
"Yes","2018","Lower Saxony","indirect migration background","24","","","","1"
"Yes","2018","Bremen","no migration background","26","","","","1"
"Yes","2018","Bremen","direct migration background","1","","","","1"
"Yes","2018","Bremen","indirect migration background","1","","","","1"
"Yes","2018","Bavaria","indirect migration background","47","0.2676982384327","0.212143517039495","0.323252959825905","1"
"Yes","2018","Berlin","indirect migration background","8","","","","1"
"Yes","2018","Brandenburg","no migration background","170","0.193508290057476","0.166903727205781","0.22011285290917","1"
"Yes","2018","Brandenburg","direct migration background","5","","","","1"
"Yes","2018","Mecklenburg-Western Pomerania","indirect migration background","1","","","","1"
"Yes","2018","Baden-Württemberg","indirect migration background","36","0.186851128114285","0.136908308644411","0.23679394758416","1"
"Yes","2018","Bavaria","no migration background","836","0.324665078386932","0.30637575577031","0.342954401003553","1"
"Yes","2018","Bavaria","direct migration background","81","0.119494617730483","0.0956520255547528","0.143337209906214","1"
"Yes","2018","Berlin","no migration background","165","0.234336915913354","0.202310918543505","0.266362913283203","1"
"Yes","2018","Berlin","direct migration background","13","","","","1"
"Yes","2018","Brandenburg","indirect migration background","2","","","","1"
"Yes","2018","Mecklenburg-Western Pomerania","no migration background","74","0.122792620544156","0.094718529015728","0.150866712072583","1"
"Yes","2018","Mecklenburg-Western Pomerania","direct migration background","1","","","","1"
"Yes","2018","Saxony","no migration background","279","0.184057289447749","0.164020596107072","0.204093982788426","1"
"Yes","2018","North Rhine-Westphalia","indirect migration background","60","0.142287606256953","0.111481344876495","0.173093867637412","1"
"Yes","2018","Saxony","direct migration background","8","","","","1"
"Yes","2018","Saxony","indirect migration background","2","","","","1"
"Yes","2018","Saxony-Anhalt","no migration background","119","0.135391711896413","0.111608513231415","0.159174910561412","1"
"Yes","2018","North Rhine-Westphalia","no migration background","792","0.246394441868426","0.231114208622617","0.261674675114235","1"
"Yes","2018","North Rhine-Westphalia","direct migration background","78","0.0772900416887007","0.0619945297222436","0.0925855536551578","1"
