"ple0098_v5","year","bula_h","pgisced97","n","percent","lower_confidence","upper_confidence"
"Yes","2010","Mecklenburg-Western Pomerania","in school","","","",""
"Yes","2010","Mecklenburg-Western Pomerania","inadequately","1","","",""
"Yes","2010","Mecklenburg-Western Pomerania","general elemantary","4","","",""
"Yes","2010","Mecklenburg-Western Pomerania","middle vocational","22","","",""
"Yes","2010","Mecklenburg-Western Pomerania","vocational + Abi","3","","",""
"Yes","2010","Mecklenburg-Western Pomerania","higher vocational","3","","",""
"Yes","2010","Mecklenburg-Western Pomerania","higher education","24","","",""
"Yes","2010","Saxony","in school","2","","",""
"Yes","2010","Saxony","inadequately","1","","",""
"Yes","2010","Saxony","general elemantary","7","","",""
"Yes","2010","Saxony","middle vocational","111","0.115840352237453","0.0945253970054478","0.137155307469458"
"Yes","2010","Saxony","vocational + Abi","17","","",""
"Yes","2010","Saxony","higher vocational","14","","",""
"Yes","2010","Saxony","higher education","77","0.201224973464242","0.1604292804789","0.242020666449585"
"Yes","2010","Saxony-Anhalt","in school","","","",""
"Yes","2010","Saxony-Anhalt","inadequately","","","",""
"Yes","2010","Saxony-Anhalt","general elemantary","1","","",""
"Yes","2010","Saxony-Anhalt","middle vocational","50","0.112264031135109","0.083963383933651","0.140564678336566"
"Yes","2010","Saxony-Anhalt","vocational + Abi","7","","",""
"Yes","2010","Saxony-Anhalt","higher vocational","11","","",""
"Yes","2010","Saxony-Anhalt","higher education","39","0.253817069518466","0.189153967511835","0.318480171525097"
"Yes","2010","Thuringia","in school","","","",""
"Yes","2010","Thuringia","inadequately","","","",""
"Yes","2010","Thuringia","general elemantary","2","","",""
"Yes","2010","Thuringia","middle vocational","44","0.0592117333341244","0.0393600193381724","0.0790634473300764"
"Yes","2010","Thuringia","vocational + Abi","11","","",""
"Yes","2010","Thuringia","higher vocational","6","","",""
"Yes","2010","Thuringia","higher education","37","0.228549305211781","0.167377282157733","0.289721328265829"
"No","2010","Schleswig-Holstein","in school","11","","",""
"No","2010","Schleswig-Holstein","inadequately","12","","",""
"No","2010","Schleswig-Holstein","general elemantary","72","0.931111241824252","0.874906138212009","0.987316345436494"
"No","2010","Schleswig-Holstein","middle vocational","263","0.786386213535264","0.742431298763008","0.830341128307521"
"No","2010","Schleswig-Holstein","vocational + Abi","41","0.567676373153755","0.442325500776413","0.693027245531096"
"No","2010","Schleswig-Holstein","higher vocational","36","0.903463162580482","0.819916476007538","0.987009849153426"
"No","2010","Schleswig-Holstein","higher education","57","0.455021234931306","0.349775504149544","0.560266965713069"
"No","2010","Hamburg","in school","4","","",""
"No","2010","Hamburg","inadequately","1","","",""
"No","2010","Hamburg","general elemantary","25","","",""
"No","2010","Hamburg","middle vocational","115","0.758234317879843","0.690612510222274","0.825856125537412"
"No","2010","Hamburg","vocational + Abi","19","","",""
"No","2010","Hamburg","higher vocational","19","","",""
"No","2010","Hamburg","higher education","52","0.592204794114104","0.478693556154714","0.705716032073493"
"No","2010","Lower Saxony","in school","40","0.91508436393729","0.833639025001263","0.996529702873318"
"No","2010","Lower Saxony","inadequately","34","1","1","1"
"No","2010","Lower Saxony","general elemantary","241","0.961119980836756","0.937532026619639","0.984707935053872"
"No","2010","Lower Saxony","middle vocational","821","0.813156851788281","0.789340998038903","0.836972705537659"
"No","2010","Lower Saxony","vocational + Abi","100","0.675503958799848","0.600579931713945","0.750427985885751"
"No","2010","Lower Saxony","higher vocational","81","0.744726131220564","0.665380946969818","0.824071315471309"
"No","2010","Lower Saxony","higher education","163","0.715907442481165","0.658124649606032","0.773690235356298"
"No","2010","Bremen","in school","4","","",""
"No","2010","Bremen","inadequately","2","","",""
"No","2010","Bremen","general elemantary","16","","",""
"No","2010","Bremen","middle vocational","58","0.839045373258134","0.753565597784289","0.924525148731979"
"No","2010","Bremen","vocational + Abi","9","","",""
"No","2010","Bremen","higher vocational","5","","",""
"No","2010","Bremen","higher education","26","","",""
"No","2010","North Rhine-Westphalia","in school","77","0.874128676503039","0.806713496257596","0.941543856748482"
"No","2010","North Rhine-Westphalia","inadequately","112","0.952176335624347","0.912831386679614","0.991521284569081"
"No","2010","North Rhine-Westphalia","general elemantary","577","0.929683868182169","0.909509467484567","0.949858268879771"
"No","2010","North Rhine-Westphalia","middle vocational","1681","0.809830469157648","0.792924874873558","0.826736063441739"
"No","2010","North Rhine-Westphalia","vocational + Abi","308","0.65841180588451","0.614643468348924","0.702180143420095"
"No","2010","North Rhine-Westphalia","higher vocational","162","0.735331217083895","0.679634136523777","0.791028297644014"
"No","2010","North Rhine-Westphalia","higher education","356","0.607560688574455","0.567856062515568","0.647265314633341"
"No","2010","Hesse","in school","26","","",""
"No","2010","Hesse","inadequately","27","","",""
"No","2010","Hesse","general elemantary","143","0.896290239332731","0.848750839235661","0.9438296394298"
"No","2010","Hesse","middle vocational","509","0.826369090507297","0.797426613529127","0.855311567485467"
"No","2010","Hesse","vocational + Abi","90","0.664967961204786","0.583516896339968","0.746419026069604"
"No","2010","Hesse","higher vocational","54","0.839487446422006","0.75223949476375","0.926735398080261"
"No","2010","Hesse","higher education","202","0.656155568628301","0.601860694217111","0.71045044303949"
"No","2010","Rhineland-Palatinate,Saarland","in school","10","","",""
"No","2010","Rhineland-Palatinate,Saarland","inadequately","20","","",""
"No","2010","Rhineland-Palatinate,Saarland","general elemantary","184","0.960049355664707","0.932490835042494","0.98760787628692"
"No","2010","Rhineland-Palatinate,Saarland","middle vocational","471","0.813623698535238","0.782412917377092","0.844834479693383"
"No","2010","Rhineland-Palatinate,Saarland","vocational + Abi","64","0.84857164954371","0.770507175796693","0.926636123290726"
"No","2010","Rhineland-Palatinate,Saarland","higher vocational","51","0.688887828526617","0.583409075235241","0.794366581817994"
"No","2010","Rhineland-Palatinate,Saarland","higher education","86","0.812771562323044","0.742086878979522","0.883456245666567"
"No","2010","Baden-Württemberg","in school","29","","",""
"No","2010","Baden-Württemberg","inadequately","41","0.955361546544078","0.892907311399796","1.01781578168836"
"No","2010","Baden-Württemberg","general elemantary","299","0.843559527406","0.804542120637326","0.882576934174673"
"No","2010","Baden-Württemberg","middle vocational","932","0.754799004726821","0.730844388825878","0.778753620627765"
"No","2010","Baden-Württemberg","vocational + Abi","126","0.658497070267289","0.589027323468069","0.727966817066509"
"No","2010","Baden-Württemberg","higher vocational","113","0.668178651254836","0.597396771791989","0.738960530717683"
"No","2010","Baden-Württemberg","higher education","261","0.620753899332306","0.575053032980679","0.666454765683933"
"No","2010","Bavaria","in school","45","0.92558738465678","0.85558977511725","0.99558499419631"
"No","2010","Bavaria","inadequately","32","0.964588253192133","0.902465128478091","1.02671137790618"
"No","2010","Bavaria","general elemantary","308","0.867849767135069","0.832166362588392","0.903533171681746"
"No","2010","Bavaria","middle vocational","1297","0.740501983322714","0.719821635931686","0.761182330713743"
"No","2010","Bavaria","vocational + Abi","132","0.697311549171116","0.633157166195423","0.76146593214681"
"No","2010","Bavaria","higher vocational","162","0.686530765880341","0.626182801410814","0.746878730349868"
"No","2010","Bavaria","higher education","260","0.574744813801244","0.527907870253011","0.621581757349477"
"No","2010","Berlin","in school","10","","",""
"No","2010","Berlin","inadequately","20","","",""
"No","2010","Berlin","general elemantary","66","0.971211260291563","0.932040026396406","1.01038249418672"
"No","2010","Berlin","middle vocational","262","0.857869265331479","0.818998615698203","0.896739914964756"
"No","2010","Berlin","vocational + Abi","39","0.769041523165608","0.65222482224503","0.885858224086185"
"No","2010","Berlin","higher vocational","38","0.844307499955359","0.744801980153404","0.943813019757313"
"No","2010","Berlin","higher education","209","0.762626223157875","0.711302475053293","0.813949971262457"
"No","2010","Brandenburg","in school","10","","",""
"No","2010","Brandenburg","inadequately","3","","",""
"No","2010","Brandenburg","general elemantary","59","0.904656725309095","0.831553054262694","0.977760396355497"
"No","2010","Brandenburg","middle vocational","403","0.891300706572022","0.862731962032214","0.919869451111829"
"No","2010","Brandenburg","vocational + Abi","52","0.879542959700917","0.797182817422214","0.96190310197962"
"No","2010","Brandenburg","higher vocational","55","0.789958000514279","0.687737442737174","0.892178558291385"
"No","2010","Brandenburg","higher education","170","0.805914324804536","0.753171620425083","0.858657029183989"
"No","2010","Mecklenburg-Western Pomerania","in school","7","","",""
"No","2010","Mecklenburg-Western Pomerania","inadequately","7","","",""
"No","2010","Mecklenburg-Western Pomerania","general elemantary","28","","",""
"No","2010","Mecklenburg-Western Pomerania","middle vocational","292","0.931396541688859","0.903437416281942","0.959355667095776"
"No","2010","Mecklenburg-Western Pomerania","vocational + Abi","18","","",""
"No","2010","Mecklenburg-Western Pomerania","higher vocational","33","0.929154528754766","0.845344331777406","1.01296472573213"
"No","2010","Mecklenburg-Western Pomerania","higher education","89","0.770591078503987","0.693068892754362","0.848113264253612"
"No","2010","Saxony","in school","8","","",""
"No","2010","Saxony","inadequately","6","","",""
"No","2010","Saxony","general elemantary","89","0.936636897785654","0.887904663708709","0.985369131862599"
"No","2010","Saxony","middle vocational","755","0.884159647762547","0.862844692530542","0.905474602994552"
"No","2010","Saxony","vocational + Abi","54","0.831645900204377","0.744609686359685","0.918682114049069"
"No","2010","Saxony","higher vocational","112","0.867841830005892","0.808708802283134","0.92697485772865"
"No","2010","Saxony","higher education","294","0.798775026535758","0.757979333550415","0.839570719521101"
"No","2010","Saxony-Anhalt","in school","4","","",""
"No","2010","Saxony-Anhalt","inadequately","9","","",""
"No","2010","Saxony-Anhalt","general elemantary","65","0.994700030015223","0.977183063741211","1.01221699628924"
"No","2010","Saxony-Anhalt","middle vocational","428","0.887735968864891","0.859435321663434","0.916036616066349"
"No","2010","Saxony-Anhalt","vocational + Abi","36","0.760064673142222","0.632424837882851","0.887704508401592"
"No","2010","Saxony-Anhalt","higher vocational","58","0.902526668318118","0.832543037110995","0.972510299525241"
"No","2010","Saxony-Anhalt","higher education","135","0.746182930481534","0.681519828474903","0.810846032488165"
"No","2010","Thuringia","in school","3","","",""
"No","2010","Thuringia","inadequately","2","","",""
"No","2010","Thuringia","general elemantary","48","0.948346692864098","0.886999354894493","1.0096940308337"
"No","2010","Thuringia","middle vocational","499","0.940788266665876","0.920936552669924","0.960639980661828"
"No","2010","Thuringia","vocational + Abi","23","","",""
"No","2010","Thuringia","higher vocational","51","0.856940356064341","0.766044406513439","0.947836305615242"
"No","2010","Thuringia","higher education","144","0.771450694788219","0.710278671734171","0.832622717842267"
"Yes","2011","Schleswig-Holstein","in school","1","","",""
"Yes","2011","Schleswig-Holstein","inadequately","","","",""
"Yes","2011","Schleswig-Holstein","general elemantary","4","","",""
"Yes","2011","Schleswig-Holstein","middle vocational","79","0.22781419449328","0.182561711037716","0.273066677948843"
"Yes","2011","Schleswig-Holstein","vocational + Abi","15","","",""
"Yes","2011","Schleswig-Holstein","higher vocational","7","","",""
"Yes","2011","Schleswig-Holstein","higher education","20","","",""
"Yes","2011","Hamburg","in school","","","",""
"Yes","2011","Hamburg","inadequately","","","",""
"Yes","2011","Hamburg","general elemantary","1","","",""
"Yes","2011","Hamburg","middle vocational","28","","",""
"Yes","2011","Hamburg","vocational + Abi","12","","",""
"Yes","2011","Hamburg","higher vocational","6","","",""
"Yes","2011","Hamburg","higher education","15","","",""
"Yes","2011","Lower Saxony","in school","4","","",""
"Yes","2011","Lower Saxony","inadequately","","","",""
"Yes","2011","Lower Saxony","general elemantary","19","","",""
"Yes","2011","Lower Saxony","middle vocational","216","0.204894595109303","0.179105810000534","0.230683380218072"
"Yes","2011","Lower Saxony","vocational + Abi","37","0.390820921498056","0.293719940869477","0.487921902126636"
"Yes","2011","Lower Saxony","higher vocational","29","","",""
"Yes","2011","Lower Saxony","higher education","68","0.394243296606922","0.324387823290622","0.464098769923222"
"Yes","2011","Bremen","in school","","","",""
"Yes","2011","Bremen","inadequately","","","",""
"Yes","2011","Bremen","general elemantary","2","","",""
"Yes","2011","Bremen","middle vocational","9","","",""
"Yes","2011","Bremen","vocational + Abi","3","","",""
"Yes","2011","Bremen","higher vocational","","","",""
"Yes","2011","Bremen","higher education","5","","",""
"Yes","2011","North Rhine-Westphalia","in school","12","","",""
"Yes","2011","North Rhine-Westphalia","inadequately","2","","",""
"Yes","2011","North Rhine-Westphalia","general elemantary","40","0.0917615662106419","0.0655785305332254","0.117944601888058"
"Yes","2011","North Rhine-Westphalia","middle vocational","389","0.201326903223237","0.182904434347991","0.219749372098482"
"Yes","2011","North Rhine-Westphalia","vocational + Abi","104","0.295899241090864","0.243812592457677","0.347985889724052"
"Yes","2011","North Rhine-Westphalia","higher vocational","61","0.258411976916049","0.197893535439527","0.318930418392571"
"Yes","2011","North Rhine-Westphalia","higher education","185","0.381521714181814","0.336887874277682","0.426155554085947"
"Yes","2011","Hesse","in school","3","","",""
"Yes","2011","Hesse","inadequately","","","",""
"Yes","2011","Hesse","general elemantary","16","","",""
"Yes","2011","Hesse","middle vocational","151","0.232607826451","0.197394555393503","0.267821097508496"
"Yes","2011","Hesse","vocational + Abi","37","0.458304175188577","0.357038732006033","0.559569618371122"
"Yes","2011","Hesse","higher vocational","16","","",""
"Yes","2011","Hesse","higher education","75","0.30361260775127","0.242573919039582","0.364651296462958"
"Yes","2011","Rhineland-Palatinate,Saarland","in school","","","",""
"Yes","2011","Rhineland-Palatinate,Saarland","inadequately","","","",""
"Yes","2011","Rhineland-Palatinate,Saarland","general elemantary","14","","",""
"Yes","2011","Rhineland-Palatinate,Saarland","middle vocational","116","0.218481624408532","0.183884909183473","0.253078339633592"
"Yes","2011","Rhineland-Palatinate,Saarland","vocational + Abi","8","","",""
"Yes","2011","Rhineland-Palatinate,Saarland","higher vocational","25","","",""
"Yes","2011","Rhineland-Palatinate,Saarland","higher education","29","","",""
"Yes","2011","Baden-Württemberg","in school","6","","",""
"Yes","2011","Baden-Württemberg","inadequately","","","",""
"Yes","2011","Baden-Württemberg","general elemantary","38","0.139629031480324","0.102119477008523","0.177138585952125"
"Yes","2011","Baden-Württemberg","middle vocational","274","0.281219347075306","0.253973329276618","0.308465364873995"
"Yes","2011","Baden-Württemberg","vocational + Abi","44","0.363348722082765","0.284241425174091","0.442456018991439"
"Yes","2011","Baden-Württemberg","higher vocational","48","0.343761574846756","0.264228586510687","0.423294563182824"
"Yes","2011","Baden-Württemberg","higher education","142","0.418945089745286","0.365792891053782","0.47209728843679"
"Yes","2011","Bavaria","in school","3","","",""
"Yes","2011","Bavaria","inadequately","2","","",""
"Yes","2011","Bavaria","general elemantary","38","0.104094513298841","0.0711957849127981","0.136993241684883"
"Yes","2011","Bavaria","middle vocational","385","0.246526837172777","0.22468705560876","0.268366618736795"
"Yes","2011","Bavaria","vocational + Abi","46","0.310741091642344","0.235152303539714","0.386329879744974"
"Yes","2011","Bavaria","higher vocational","56","0.239022234725716","0.178696501162663","0.299347968288769"
"Yes","2011","Bavaria","higher education","143","0.347989995361194","0.300593881162961","0.395386109559428"
"Yes","2011","Berlin","in school","3","","",""
"Yes","2011","Berlin","inadequately","","","",""
"Yes","2011","Berlin","general elemantary","7","","",""
"Yes","2011","Berlin","middle vocational","45","0.151003885570038","0.108452809089575","0.1935549620505"
"Yes","2011","Berlin","vocational + Abi","9","","",""
"Yes","2011","Berlin","higher vocational","14","","",""
"Yes","2011","Berlin","higher education","75","0.362212111004606","0.299128684155632","0.42529553785358"
"Yes","2011","Brandenburg","in school","","","",""
"Yes","2011","Brandenburg","inadequately","","","",""
"Yes","2011","Brandenburg","general elemantary","3","","",""
"Yes","2011","Brandenburg","middle vocational","61","0.164441191349939","0.128821082361127","0.200061300338751"
"Yes","2011","Brandenburg","vocational + Abi","8","","",""
"Yes","2011","Brandenburg","higher vocational","9","","",""
"Yes","2011","Brandenburg","higher education","48","0.217233362726697","0.160785100507351","0.273681624946044"
"Yes","2011","Mecklenburg-Western Pomerania","in school","","","",""
"Yes","2011","Mecklenburg-Western Pomerania","inadequately","","","",""
"Yes","2011","Mecklenburg-Western Pomerania","general elemantary","2","","",""
"Yes","2011","Mecklenburg-Western Pomerania","middle vocational","24","","",""
"Yes","2011","Mecklenburg-Western Pomerania","vocational + Abi","1","","",""
"Yes","2011","Mecklenburg-Western Pomerania","higher vocational","4","","",""
"Yes","2011","Mecklenburg-Western Pomerania","higher education","27","","",""
"Yes","2011","Saxony","in school","3","","",""
"Yes","2011","Saxony","inadequately","","","",""
"Yes","2011","Saxony","general elemantary","4","","",""
"Yes","2011","Saxony","middle vocational","89","0.0935736591858771","0.0725902863937047","0.11455703197805"
"Yes","2011","Saxony","vocational + Abi","15","","",""
"Yes","2011","Saxony","higher vocational","17","","",""
"Yes","2011","Saxony","higher education","75","0.218323759075521","0.171961762835264","0.264685755315779"
"Yes","2011","Saxony-Anhalt","in school","","","",""
"Yes","2011","Saxony-Anhalt","inadequately","","","",""
"Yes","2011","Saxony-Anhalt","general elemantary","","","",""
"Yes","2011","Saxony-Anhalt","middle vocational","43","0.0897854934868191","0.0632245774529184","0.11634640952072"
"Yes","2011","Saxony-Anhalt","vocational + Abi","5","","",""
"Yes","2011","Saxony-Anhalt","higher vocational","10","","",""
"Yes","2011","Saxony-Anhalt","higher education","39","0.232551161073653","0.171343396439793","0.293758925707513"
"Yes","2011","Thuringia","in school","1","","",""
"Yes","2011","Thuringia","inadequately","","","",""
"Yes","2011","Thuringia","general elemantary","2","","",""
"Yes","2011","Thuringia","middle vocational","49","0.0864193045029848","0.0621754270179189","0.110663181988051"
"Yes","2011","Thuringia","vocational + Abi","7","","",""
"Yes","2011","Thuringia","higher vocational","9","","",""
"Yes","2011","Thuringia","higher education","42","0.287742934095159","0.217814167204594","0.357671700985724"
"No","2011","Schleswig-Holstein","in school","13","","",""
"No","2011","Schleswig-Holstein","inadequately","8","","",""
"No","2011","Schleswig-Holstein","general elemantary","60","0.940084935465156","0.881940298081578","0.998229572848735"
"No","2011","Schleswig-Holstein","middle vocational","251","0.77218580550672","0.726933322051157","0.817438288962284"
"No","2011","Schleswig-Holstein","vocational + Abi","26","","",""
"No","2011","Schleswig-Holstein","higher vocational","34","0.845265923705197","0.734566381076577","0.955965466333816"
"No","2011","Schleswig-Holstein","higher education","46","0.486587832564373","0.366003794246306","0.607171870882439"
"No","2011","Hamburg","in school","3","","",""
"No","2011","Hamburg","inadequately","1","","",""
"No","2011","Hamburg","general elemantary","18","","",""
"No","2011","Hamburg","middle vocational","97","0.802572729386762","0.732791461726081","0.872353997047443"
"No","2011","Hamburg","vocational + Abi","13","","",""
"No","2011","Hamburg","higher vocational","15","","",""
"No","2011","Hamburg","higher education","38","0.687142100413445","0.562315541673433","0.811968659153458"
"No","2011","Lower Saxony","in school","24","","",""
"No","2011","Lower Saxony","inadequately","21","","",""
"No","2011","Lower Saxony","general elemantary","208","0.945418177343071","0.915867247319582","0.97496910736656"
"No","2011","Lower Saxony","middle vocational","725","0.795105404890697","0.769316619781928","0.820894189999466"
"No","2011","Lower Saxony","vocational + Abi","60","0.609179078501944","0.512078097873364","0.706280059130523"
"No","2011","Lower Saxony","higher vocational","66","0.790573407331406","0.708750802211397","0.872396012451414"
"No","2011","Lower Saxony","higher education","120","0.605756703393078","0.535901230076778","0.675612176709378"
"No","2011","Bremen","in school","2","","",""
"No","2011","Bremen","inadequately","1","","",""
"No","2011","Bremen","general elemantary","9","","",""
"No","2011","Bremen","middle vocational","49","0.904213856099136","0.828474602971155","0.979953109227117"
"No","2011","Bremen","vocational + Abi","6","","",""
"No","2011","Bremen","higher vocational","4","","",""
"No","2011","Bremen","higher education","18","","",""
"No","2011","North Rhine-Westphalia","in school","58","0.888589963744446","0.814882421390142","0.962297506098749"
"No","2011","North Rhine-Westphalia","inadequately","74","0.988146924901415","0.963815498223647","1.01247835157918"
"No","2011","North Rhine-Westphalia","general elemantary","427","0.908238433789358","0.882055398111942","0.934421469466775"
"No","2011","North Rhine-Westphalia","middle vocational","1431","0.798673096776763","0.780250627901518","0.817095565652009"
"No","2011","North Rhine-Westphalia","vocational + Abi","191","0.704100758909136","0.652014110275948","0.756187407542323"
"No","2011","North Rhine-Westphalia","higher vocational","140","0.741588023083951","0.681069581607429","0.802106464560473"
"No","2011","North Rhine-Westphalia","higher education","270","0.618478285818186","0.573844445914053","0.663112125722318"
"No","2011","Hesse","in school","22","","",""
"No","2011","Hesse","inadequately","18","","",""
"No","2011","Hesse","general elemantary","132","0.892684377340424","0.842819164696575","0.942549589984273"
"No","2011","Hesse","middle vocational","402","0.767392173549","0.732178902491504","0.802605444606497"
"No","2011","Hesse","vocational + Abi","56","0.541695824811423","0.440430381628878","0.642961267993967"
"No","2011","Hesse","higher vocational","48","0.777329006902042","0.675401274117548","0.879256739686536"
"No","2011","Hesse","higher education","143","0.69638739224873","0.635348703537042","0.757426080960418"
"No","2011","Rhineland-Palatinate,Saarland","in school","12","","",""
"No","2011","Rhineland-Palatinate,Saarland","inadequately","13","","",""
"No","2011","Rhineland-Palatinate,Saarland","general elemantary","170","0.918221439498377","0.878627143561078","0.957815735435676"
"No","2011","Rhineland-Palatinate,Saarland","middle vocational","432","0.781518375591468","0.746921660366408","0.816115090816527"
"No","2011","Rhineland-Palatinate,Saarland","vocational + Abi","46","0.932984777418778","0.866292550032515","0.999677004805041"
"No","2011","Rhineland-Palatinate,Saarland","higher vocational","46","0.645692515034091","0.534436895554123","0.756948134514059"
"No","2011","Rhineland-Palatinate,Saarland","higher education","65","0.824867160893579","0.748032007022106","0.901702314765051"
"No","2011","Baden-Württemberg","in school","21","","",""
"No","2011","Baden-Württemberg","inadequately","25","","",""
"No","2011","Baden-Württemberg","general elemantary","290","0.860370968519676","0.822861414047875","0.897880522991477"
"No","2011","Baden-Württemberg","middle vocational","772","0.718780652924694","0.691534635126005","0.746026670723382"
"No","2011","Baden-Württemberg","vocational + Abi","98","0.636651277917235","0.557543981008561","0.715758574825909"
"No","2011","Baden-Württemberg","higher vocational","89","0.656238425153244","0.576705436817176","0.735771413489313"
"No","2011","Baden-Württemberg","higher education","189","0.581054910254714","0.52790271156321","0.634207108946218"
"No","2011","Bavaria","in school","25","","",""
"No","2011","Bavaria","inadequately","26","","",""
"No","2011","Bavaria","general elemantary","293","0.895905486701159","0.863006758315117","0.928804215087202"
"No","2011","Bavaria","middle vocational","1111","0.753473162827223","0.731633381263205","0.77531294439124"
"No","2011","Bavaria","vocational + Abi","98","0.689258908357656","0.613670120255026","0.764847696460286"
"No","2011","Bavaria","higher vocational","136","0.760977765274284","0.700652031711231","0.821303498837337"
"No","2011","Bavaria","higher education","245","0.652010004638806","0.604613890440572","0.699406118837039"
"No","2011","Berlin","in school","7","","",""
"No","2011","Berlin","inadequately","7","","",""
"No","2011","Berlin","general elemantary","42","0.933168797536375","0.863245839413589","1.00309175565916"
"No","2011","Berlin","middle vocational","227","0.848996114429962","0.8064450379495","0.891547190910425"
"No","2011","Berlin","vocational + Abi","26","","",""
"No","2011","Berlin","higher vocational","40","0.788702286319207","0.679820519401113","0.8975840532373"
"No","2011","Berlin","higher education","148","0.637787888995394","0.57470446214642","0.700871315844368"
"No","2011","Brandenburg","in school","10","","",""
"No","2011","Brandenburg","inadequately","4","","",""
"No","2011","Brandenburg","general elemantary","72","0.969290170233737","0.930243584204723","1.00833675626275"
"No","2011","Brandenburg","middle vocational","355","0.835558808650061","0.799938699661249","0.871178917638873"
"No","2011","Brandenburg","vocational + Abi","27","","",""
"No","2011","Brandenburg","higher vocational","48","0.747402964592649","0.634604757712938","0.860201171472359"
"No","2011","Brandenburg","higher education","157","0.782766637273303","0.726318375053956","0.839214899492649"
"No","2011","Mecklenburg-Western Pomerania","in school","4","","",""
"No","2011","Mecklenburg-Western Pomerania","inadequately","7","","",""
"No","2011","Mecklenburg-Western Pomerania","general elemantary","25","","",""
"No","2011","Mecklenburg-Western Pomerania","middle vocational","232","0.868450265226163","0.8270459531966","0.909854577255727"
"No","2011","Mecklenburg-Western Pomerania","vocational + Abi","11","","",""
"No","2011","Mecklenburg-Western Pomerania","higher vocational","38","0.939693463578435","0.867699059377612","1.01168786777926"
"No","2011","Mecklenburg-Western Pomerania","higher education","90","0.716890892716758","0.63525923575475","0.798522549678766"
"No","2011","Saxony","in school","4","","",""
"No","2011","Saxony","inadequately","2","","",""
"No","2011","Saxony","general elemantary","68","0.939906891660943","0.88501141074326","0.994802372578626"
"No","2011","Saxony","middle vocational","651","0.906426340814123","0.88544296802195","0.927409713606295"
"No","2011","Saxony","vocational + Abi","42","0.801605775775454","0.6980783073348","0.905133244216107"
"No","2011","Saxony","higher vocational","96","0.893579299483621","0.836721705793064","0.950436893174178"
"No","2011","Saxony","higher education","230","0.781676240924479","0.735314244684221","0.828038237164736"
"No","2011","Saxony-Anhalt","in school","3","","",""
"No","2011","Saxony-Anhalt","inadequately","8","","",""
"No","2011","Saxony-Anhalt","general elemantary","58","1","1","1"
"No","2011","Saxony-Anhalt","middle vocational","402","0.910214506513181","0.88365359047928","0.936775422547082"
"No","2011","Saxony-Anhalt","vocational + Abi","25","","",""
"No","2011","Saxony-Anhalt","higher vocational","53","0.924949315617238","0.859889307603737","0.990009323630738"
"No","2011","Saxony-Anhalt","higher education","144","0.767448838926347","0.706241074292487","0.828656603560207"
"No","2011","Thuringia","in school","2","","",""
"No","2011","Thuringia","inadequately","5","","",""
"No","2011","Thuringia","general elemantary","37","0.984471823099817","0.945667718394092","1.02327592780554"
"No","2011","Thuringia","middle vocational","467","0.913580695497015","0.889336818011949","0.937824572982081"
"No","2011","Thuringia","vocational + Abi","16","","",""
"No","2011","Thuringia","higher vocational","56","0.875599219645573","0.79536573622774","0.955832703063406"
"No","2011","Thuringia","higher education","119","0.712257065904841","0.642328299014276","0.782185832795406"
"Yes","2012","Schleswig-Holstein","in school","3","","",""
"Yes","2012","Schleswig-Holstein","inadequately","2","","",""
"Yes","2012","Schleswig-Holstein","general elemantary","8","","",""
"Yes","2012","Schleswig-Holstein","middle vocational","97","0.195955321239939","0.159838649454763","0.232071993025114"
"Yes","2012","Schleswig-Holstein","vocational + Abi","24","","",""
"Yes","2012","Schleswig-Holstein","higher vocational","14","","",""
"Yes","2012","Schleswig-Holstein","higher education","31","0.308906198973526","0.223336325425332","0.39447607252172"
"Yes","2012","Hamburg","in school","","","",""
"Yes","2012","Hamburg","inadequately","","","",""
"Yes","2012","Hamburg","general elemantary","1","","",""
"Yes","2012","Hamburg","middle vocational","45","0.259559018491472","0.193658790688299","0.325459246294645"
"Yes","2012","Hamburg","vocational + Abi","18","","",""
"Yes","2012","Hamburg","higher vocational","6","","",""
"Yes","2012","Hamburg","higher education","22","","",""
"Yes","2012","Lower Saxony","in school","5","","",""
"Yes","2012","Lower Saxony","inadequately","","","",""
"Yes","2012","Lower Saxony","general elemantary","23","","",""
"Yes","2012","Lower Saxony","middle vocational","283","0.219120615476409","0.195899673327312","0.242341557625506"
"Yes","2012","Lower Saxony","vocational + Abi","56","0.386806702852314","0.311343750052812","0.462269655651816"
"Yes","2012","Lower Saxony","higher vocational","42","0.253953751761012","0.177952103601317","0.329955399920707"
"Yes","2012","Lower Saxony","higher education","96","0.374357530216687","0.317468033640035","0.43124702679334"
"Yes","2012","Bremen","in school","1","","",""
"Yes","2012","Bremen","inadequately","","","",""
"Yes","2012","Bremen","general elemantary","3","","",""
"Yes","2012","Bremen","middle vocational","14","","",""
"Yes","2012","Bremen","vocational + Abi","5","","",""
"Yes","2012","Bremen","higher vocational","","","",""
"Yes","2012","Bremen","higher education","14","","",""
"Yes","2012","North Rhine-Westphalia","in school","16","","",""
"Yes","2012","North Rhine-Westphalia","inadequately","1","","",""
"Yes","2012","North Rhine-Westphalia","general elemantary","51","0.0863122986404382","0.0652361557336399","0.107388441547236"
"Yes","2012","North Rhine-Westphalia","middle vocational","459","0.20220519666637","0.185631465073566","0.218778928259174"
