"ple0098_v5","year","bula_h","regtyp","n","percent","lower_confidence","upper_confidence"
"No","2015","Bremen","Urban Area","","","",""
"No","2015","Bremen","Rural Area","","","",""
"No","2015","North Rhine-Westphalia","Urban Area","","","",""
"No","2015","North Rhine-Westphalia","Rural Area","","","",""
"No","2015","Hesse","Urban Area","","","",""
"No","2015","Hesse","Rural Area","","","",""
"No","2015","Rhineland-Palatinate,Saarland","Urban Area","","","",""
"No","2015","Rhineland-Palatinate,Saarland","Rural Area","","","",""
"No","2015","Baden-Württemberg","Urban Area","","","",""
"No","2015","Baden-Württemberg","Rural Area","","","",""
"No","2015","Bavaria","Urban Area","","","",""
"No","2015","Bavaria","Rural Area","","","",""
"No","2015","Berlin","Urban Area","","","",""
"No","2015","Berlin","Rural Area","","","",""
"No","2015","Brandenburg","Urban Area","","","",""
"No","2015","Brandenburg","Rural Area","","","",""
"No","2015","Mecklenburg-Western Pomerania","Urban Area","","","",""
"No","2015","Mecklenburg-Western Pomerania","Rural Area","","","",""
"No","2015","Saxony","Urban Area","","","",""
"No","2015","Saxony","Rural Area","","","",""
"No","2015","Saxony-Anhalt","Urban Area","","","",""
"No","2015","Saxony-Anhalt","Rural Area","","","",""
"No","2015","Thuringia","Urban Area","","","",""
"No","2015","Thuringia","Rural Area","","","",""
"Yes","2016","Schleswig-Holstein","Urban Area","59","0.281116343958459","0.219727870520031","0.342504817396886"
"Yes","2016","Schleswig-Holstein","Rural Area","94","0.212214347425555","0.177239176625019","0.247189518226091"
"Yes","2016","Hamburg","Urban Area","66","0.214559769960176","0.172035457939175","0.257084081981178"
"Yes","2016","Hamburg","Rural Area","","","",""
"Yes","2016","Lower Saxony","Urban Area","212","0.320755237669593","0.289985628069233","0.351524847269952"
"Yes","2016","Lower Saxony","Rural Area","236","0.232752467836406","0.208862764620244","0.256642171052568"
"Yes","2016","Bremen","Urban Area","22","","",""
"Yes","2016","Bremen","Rural Area","","","",""
"Yes","2016","North Rhine-Westphalia","Urban Area","830","0.199460405865199","0.187514072133406","0.211406739596992"
"Yes","2016","North Rhine-Westphalia","Rural Area","23","","",""
"Yes","2016","Hesse","Urban Area","246","0.197609395936605","0.174194740345017","0.221024051528193"
"Yes","2016","Hesse","Rural Area","47","0.158139883975784","0.112819968331894","0.203459799619673"
"Yes","2016","Rhineland-Palatinate,Saarland","Urban Area","173","0.17592541457508","0.151597726922187","0.200253102227972"
"Yes","2016","Rhineland-Palatinate,Saarland","Rural Area","63","0.201037561847112","0.159110317628933","0.242964806065292"
"Yes","2016","Baden-Württemberg","Urban Area","558","0.24869575114719","0.230633209732595","0.266758292561785"
"Yes","2016","Baden-Württemberg","Rural Area","66","0.2494830964937","0.196986803221277","0.301979389766123"
"Yes","2016","Bavaria","Urban Area","437","0.305942928961047","0.282792525381976","0.329093332540118"
"Yes","2016","Bavaria","Rural Area","441","0.252516535658539","0.232697708562741","0.272335362754336"
"Yes","2016","Berlin","Urban Area","156","0.202933236427312","0.175046438979506","0.230820033875118"
"Yes","2016","Berlin","Rural Area","","","",""
"Yes","2016","Brandenburg","Urban Area","15","","",""
"Yes","2016","Brandenburg","Rural Area","107","0.119591210156247","0.0972591145155876","0.141923305796907"
"Yes","2016","Mecklenburg-Western Pomerania","Urban Area","4","","",""
"Yes","2016","Mecklenburg-Western Pomerania","Rural Area","56","0.136541335022189","0.103585455085459","0.169497214958919"
"Yes","2016","Saxony","Urban Area","127","0.154930814135578","0.128445596392115","0.18141603187904"
"Yes","2016","Saxony","Rural Area","112","0.163719255215782","0.135074507271395","0.192364003160168"
"Yes","2016","Saxony-Anhalt","Urban Area","24","","",""
"Yes","2016","Saxony-Anhalt","Rural Area","64","0.130346668633742","0.101464094946363","0.15922924232112"
"Yes","2016","Thuringia","Urban Area","44","0.132636001505973","0.0915656091436771","0.173706393868269"
"Yes","2016","Thuringia","Rural Area","74","0.107109765684418","0.0818764828530427","0.132343048515794"
"No","2016","Schleswig-Holstein","Urban Area","147","0.718883656041541","0.657495182603114","0.780272129479969"
"No","2016","Schleswig-Holstein","Rural Area","431","0.787785652574445","0.752810481773909","0.822760823374981"
"No","2016","Hamburg","Urban Area","292","0.785440230039823","0.742915918018822","0.827964542060825"
"No","2016","Hamburg","Rural Area","","","",""
"No","2016","Lower Saxony","Urban Area","672","0.679244762330407","0.648475152730048","0.710014371930767"
"No","2016","Lower Saxony","Rural Area","966","0.767247532163594","0.743357828947432","0.791137235379756"
"No","2016","Bremen","Urban Area","141","0.898066780125649","0.851618838116043","0.944514722135255"
"No","2016","Bremen","Rural Area","","","",""
"No","2016","North Rhine-Westphalia","Urban Area","3468","0.800539594134801","0.788593260403008","0.812485927866593"
"No","2016","North Rhine-Westphalia","Rural Area","68","0.834798186841009","0.758498009352579","0.91109836432944"
"No","2016","Hesse","Urban Area","865","0.802390604063395","0.778975948471807","0.825805259654983"
"No","2016","Hesse","Rural Area","202","0.841860116024216","0.796540200380326","0.887180031668106"
"No","2016","Rhineland-Palatinate,Saarland","Urban Area","768","0.82407458542492","0.799746897772028","0.848402273077813"
"No","2016","Rhineland-Palatinate,Saarland","Rural Area","288","0.798962438152888","0.757035193934708","0.840889682371067"
"No","2016","Baden-Württemberg","Urban Area","1642","0.75130424885281","0.733241707438215","0.769366790267405"
"No","2016","Baden-Württemberg","Rural Area","195","0.7505169035063","0.698020610233877","0.803013196778723"
"No","2016","Bavaria","Urban Area","1085","0.694057071038953","0.670906667459882","0.717207474618024"
"No","2016","Bavaria","Rural Area","1405","0.747483464341461","0.727664637245664","0.767302291437259"
"No","2016","Berlin","Urban Area","643","0.797066763572688","0.769179966124882","0.824953561020494"
"No","2016","Berlin","Rural Area","","","",""
"No","2016","Brandenburg","Urban Area","48","0.804454347529127","0.706516038751754","0.902392656306499"
"No","2016","Brandenburg","Rural Area","704","0.880408789843753","0.858076694203093","0.902740885484412"
"No","2016","Mecklenburg-Western Pomerania","Urban Area","57","0.941357557455858","0.882396331395945","1.00031878351577"
"No","2016","Mecklenburg-Western Pomerania","Rural Area","361","0.863458664977811","0.830502785041081","0.896414544914541"
"No","2016","Saxony","Urban Area","590","0.845069185864422","0.81858396812096","0.871554403607885"
"No","2016","Saxony","Rural Area","529","0.836280744784218","0.807635996839832","0.864925492728604"
"No","2016","Saxony-Anhalt","Urban Area","233","0.918832700344817","0.885444708429502","0.952220692260132"
"No","2016","Saxony-Anhalt","Rural Area","458","0.869653331366258","0.84077075767888","0.898535905053637"
"No","2016","Thuringia","Urban Area","218","0.867363998494027","0.826293606131731","0.908434390856323"
"No","2016","Thuringia","Rural Area","503","0.892890234315582","0.867656951484206","0.918123517146957"
"Yes","2017","Schleswig-Holstein","Urban Area","","","",""
"Yes","2017","Schleswig-Holstein","Rural Area","","","",""
"Yes","2017","Hamburg","Urban Area","","","",""
"Yes","2017","Hamburg","Rural Area","","","",""
"Yes","2017","Lower Saxony","Urban Area","","","",""
"Yes","2017","Lower Saxony","Rural Area","","","",""
"Yes","2017","Bremen","Urban Area","","","",""
"Yes","2017","Bremen","Rural Area","","","",""
"Yes","2017","North Rhine-Westphalia","Urban Area","","","",""
"Yes","2017","North Rhine-Westphalia","Rural Area","","","",""
"Yes","2017","Hesse","Urban Area","","","",""
"Yes","2017","Hesse","Rural Area","","","",""
"Yes","2017","Rhineland-Palatinate,Saarland","Urban Area","","","",""
"Yes","2017","Rhineland-Palatinate,Saarland","Rural Area","","","",""
"Yes","2017","Baden-Württemberg","Urban Area","","","",""
"Yes","2017","Baden-Württemberg","Rural Area","","","",""
"Yes","2017","Bavaria","Urban Area","","","",""
"Yes","2017","Bavaria","Rural Area","","","",""
"Yes","2017","Berlin","Urban Area","","","",""
"Yes","2017","Berlin","Rural Area","","","",""
"Yes","2017","Brandenburg","Urban Area","","","",""
"Yes","2017","Brandenburg","Rural Area","","","",""
"Yes","2017","Mecklenburg-Western Pomerania","Urban Area","","","",""
"Yes","2017","Mecklenburg-Western Pomerania","Rural Area","","","",""
"Yes","2017","Saxony","Urban Area","","","",""
"Yes","2017","Saxony","Rural Area","","","",""
"Yes","2017","Saxony-Anhalt","Urban Area","","","",""
"Yes","2017","Saxony-Anhalt","Rural Area","","","",""
"Yes","2017","Thuringia","Urban Area","","","",""
"Yes","2017","Thuringia","Rural Area","","","",""
"No","2017","Schleswig-Holstein","Urban Area","","","",""
"No","2017","Schleswig-Holstein","Rural Area","","","",""
"No","2017","Hamburg","Urban Area","","","",""
"No","2017","Hamburg","Rural Area","","","",""
"No","2017","Lower Saxony","Urban Area","","","",""
"No","2017","Lower Saxony","Rural Area","","","",""
"No","2017","Bremen","Urban Area","","","",""
"No","2017","Bremen","Rural Area","","","",""
"No","2017","North Rhine-Westphalia","Urban Area","","","",""
"No","2017","North Rhine-Westphalia","Rural Area","","","",""
"No","2017","Hesse","Urban Area","","","",""
"No","2017","Hesse","Rural Area","","","",""
"No","2017","Rhineland-Palatinate,Saarland","Urban Area","","","",""
"No","2017","Rhineland-Palatinate,Saarland","Rural Area","","","",""
"No","2017","Baden-Württemberg","Urban Area","","","",""
"No","2017","Baden-Württemberg","Rural Area","","","",""
"No","2017","Bavaria","Urban Area","","","",""
"No","2017","Bavaria","Rural Area","","","",""
"No","2017","Berlin","Urban Area","","","",""
"No","2017","Berlin","Rural Area","","","",""
"No","2017","Brandenburg","Urban Area","","","",""
"No","2017","Brandenburg","Rural Area","","","",""
"No","2017","Mecklenburg-Western Pomerania","Urban Area","","","",""
"No","2017","Mecklenburg-Western Pomerania","Rural Area","","","",""
"No","2017","Saxony","Urban Area","","","",""
"No","2017","Saxony","Rural Area","","","",""
"No","2017","Saxony-Anhalt","Urban Area","","","",""
"No","2017","Saxony-Anhalt","Rural Area","","","",""
"No","2017","Thuringia","Urban Area","","","",""
"No","2017","Thuringia","Rural Area","","","",""
"Yes","2018","Schleswig-Holstein","Urban Area","61","0.203044393104415","0.156259947563723","0.249828838645108"
"Yes","2018","Schleswig-Holstein","Rural Area","100","0.218392142501218","0.183382783208351","0.253401501794084"
"Yes","2018","Hamburg","Urban Area","69","0.176028095139084","0.139518489100412","0.212537701177756"
"Yes","2018","Hamburg","Rural Area","","","",""
"Yes","2018","Lower Saxony","Urban Area","196","0.277130572622979","0.247741804166687","0.306519341079271"
"Yes","2018","Lower Saxony","Rural Area","289","0.25053922823352","0.227180742562846","0.273897713904193"
"Yes","2018","Bremen","Urban Area","28","","",""
"Yes","2018","Bremen","Rural Area","","","",""
"Yes","2018","North Rhine-Westphalia","Urban Area","905","0.199357275518116","0.187850699096845","0.210863851939387"
"Yes","2018","North Rhine-Westphalia","Rural Area","25","","",""
"Yes","2018","Hesse","Urban Area","272","0.216556143645624","0.192729309535158","0.240382977756089"
"Yes","2018","Hesse","Rural Area","52","0.101256714658976","0.0672897669789145","0.135223662339037"
"Yes","2018","Rhineland-Palatinate,Saarland","Urban Area","167","0.180237135676865","0.155807100553113","0.204667170800616"
"Yes","2018","Rhineland-Palatinate,Saarland","Rural Area","61","0.217439073070587","0.173656752604472","0.261221393536702"
"Yes","2018","Baden-Württemberg","Urban Area","562","0.283436659261774","0.264243767399645","0.302629551123903"
"Yes","2018","Baden-Württemberg","Rural Area","62","0.267105171792981","0.213427976606845","0.320782366979118"
"Yes","2018","Bavaria","Urban Area","433","0.299926600127035","0.276936010756252","0.322917189497818"
"Yes","2018","Bavaria","Rural Area","531","0.268978510733657","0.249282014403146","0.288675007064168"
"Yes","2018","Berlin","Urban Area","186","0.200334417191858","0.17382940406164","0.226839430322076"
"Yes","2018","Berlin","Rural Area","","","",""
"Yes","2018","Brandenburg","Urban Area","25","","",""
"Yes","2018","Brandenburg","Rural Area","152","0.173295521310098","0.14817326378496","0.198417778835237"
"Yes","2018","Mecklenburg-Western Pomerania","Urban Area","9","","",""
"Yes","2018","Mecklenburg-Western Pomerania","Rural Area","67","0.12448578086096","0.0943167992013361","0.154654762520585"
"Yes","2018","Saxony","Urban Area","157","0.166100386052057","0.140611647214756","0.191589124889357"
"Yes","2018","Saxony","Rural Area","132","0.190008030580063","0.161252498701795","0.218763562458332"
"Yes","2018","Saxony-Anhalt","Urban Area","17","","",""
"Yes","2018","Saxony-Anhalt","Rural Area","104","0.134146963158508","0.108587586728085","0.159706339588931"
"Yes","2018","Thuringia","Urban Area","48","0.17505831846898","0.130225447571191","0.219891189366769"
"Yes","2018","Thuringia","Rural Area","88","0.135663412213494","0.108217964749984","0.163108859677005"
"No","2018","Schleswig-Holstein","Urban Area","223","0.796955606895585","0.750171161354892","0.843740052436277"
"No","2018","Schleswig-Holstein","Rural Area","435","0.781607857498782","0.746598498205916","0.816617216791649"
"No","2018","Hamburg","Urban Area","349","0.823971904860916","0.787462298822244","0.860481510899588"
"No","2018","Hamburg","Rural Area","","","",""
"No","2018","Lower Saxony","Urban Area","695","0.722869427377021","0.693480658920729","0.752258195833313"
"No","2018","Lower Saxony","Rural Area","1033","0.74946077176648","0.726102286095807","0.772819257437154"
"No","2018","Bremen","Urban Area","177","0.839999048498984","0.789814289807886","0.890183807190081"
"No","2018","Bremen","Rural Area","","","",""
"No","2018","North Rhine-Westphalia","Urban Area","3726","0.800642724481884","0.789136148060613","0.812149300903156"
"No","2018","North Rhine-Westphalia","Rural Area","64","0.707306654451083","0.612778020019834","0.801835288882333"
"No","2018","Hesse","Urban Area","876","0.783443856354376","0.759617022243911","0.807270690464842"
"No","2018","Hesse","Rural Area","251","0.898743285341024","0.864776337660963","0.932710233021085"
"No","2018","Rhineland-Palatinate,Saarland","Urban Area","784","0.819762864323135","0.795332829199384","0.844192899446887"
"No","2018","Rhineland-Palatinate,Saarland","Rural Area","280","0.782560926929413","0.738778606463298","0.826343247395528"
"No","2018","Baden-Württemberg","Urban Area","1556","0.716563340738226","0.697370448876097","0.735756232600355"
"No","2018","Baden-Württemberg","Rural Area","199","0.732894828207019","0.679217633020882","0.786572023393155"
"No","2018","Bavaria","Urban Area","1093","0.700073399872965","0.677082810502182","0.723063989243748"
"No","2018","Bavaria","Rural Area","1416","0.731021489266343","0.711324992935833","0.750717985596854"
"No","2018","Berlin","Urban Area","690","0.799665582808142","0.773160569677924","0.82617059593836"
"No","2018","Berlin","Rural Area","","","",""
"No","2018","Brandenburg","Urban Area","59","0.699607748428018","0.60157298244953","0.797642514406506"
"No","2018","Brandenburg","Rural Area","720","0.826704478689902","0.801582221164763","0.85182673621504"
"No","2018","Mecklenburg-Western Pomerania","Urban Area","83","0.878543136751531","0.8117938310156","0.945292442487463"
"No","2018","Mecklenburg-Western Pomerania","Rural Area","393","0.87551421913904","0.845345237479415","0.905683200798664"
"No","2018","Saxony","Urban Area","662","0.833899613947943","0.808410875110643","0.859388352785244"
"No","2018","Saxony","Rural Area","583","0.809991969419937","0.781236437541668","0.838747501298205"
"No","2018","Saxony-Anhalt","Urban Area","164","0.892132070964262","0.846939239715222","0.937324902213302"
"No","2018","Saxony-Anhalt","Rural Area","579","0.865853036841492","0.840293660411069","0.891412413271915"
"No","2018","Thuringia","Urban Area","228","0.82494168153102","0.780108810633231","0.869774552428809"
"No","2018","Thuringia","Rural Area","510","0.864336587786506","0.836891140322995","0.891782035250016"
