"ple0098_v5","year","e11102","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Yes","2010","Employed","middle vocational","1501","0.2147944016878","0.205127425172163","0.224461378203436","1"
"Yes","2010","Employed","vocational + Abi","370","0.324714976219531","0.29807600490035","0.351353947538713","1"
"Yes","2010","Employed","higher vocational","270","0.269696512895209","0.241782143015302","0.297610882775115","1"
"Yes","2010","Employed","higher education","823","0.351186250920822","0.333053118208137","0.369319383633506","1"
"No","2011","Not Employed","in school","168","0.872654699119799","0.825865731464457","0.919443666775141","2"
"No","2011","Not Employed","inadequately","135","0.996229621506483","0.98592929866469","1.00652994434828","2"
"No","2011","Not Employed","general elemantary","1130","0.930161778457296","0.915842252781943","0.94448130413265","2"
"No","2011","Not Employed","middle vocational","3239","0.839110852505815","0.827528675163401","0.850693029848228","2"
"No","2011","Not Employed","vocational + Abi","168","0.668314673343135","0.608499241792998","0.728130104893272","2"
"No","2011","Not Employed","higher vocational","337","0.786992209277639","0.747928378845747","0.82605603970953","2"
"No","2011","Not Employed","higher education","636","0.710956103534733","0.681503025373561","0.740409181695905","2"
"No","2011","Employed","in school","42","0.860113138987403","0.764914825098558","0.955311452876249","2"
"No","2011","Employed","inadequately","85","0.983949930880971","0.95769374077294","1.010206120989","2"
"No","2011","Employed","general elemantary","779","0.882829871523644","0.861604233124302","0.904055509922987","2"
"No","2011","Employed","middle vocational","4365","0.771458856747797","0.760554459031354","0.782363254464239","2"
"No","2011","Employed","vocational + Abi","573","0.680670231265011","0.64940171760958","0.711938744920442","2"
"No","2011","Employed","higher vocational","572","0.760875645665971","0.731280846837631","0.790470444494311","2"
"No","2011","Employed","higher education","1386","0.646589058630665","0.626143799715611","0.667034317545719","2"
"Yes","2011","Not Employed","vocational + Abi","70","0.331685326656865","0.271869895106728","0.391500758207002","1"
"Yes","2011","Not Employed","higher vocational","85","0.213007790722361","0.17394396029047","0.252071621154253","1"
"Yes","2011","Not Employed","higher education","274","0.289043896465267","0.259590818304095","0.318496974626439","1"
"Yes","2011","Employed","in school","9","","","","1"
"Yes","2011","Employed","inadequately","3","","","","1"
"Yes","2011","Not Employed","inadequately","1","","","","1"
"Yes","2011","Not Employed","general elemantary","87","0.0698382215427037","0.0555186958673504","0.084157747218057","1"
"Yes","2011","Not Employed","middle vocational","627","0.160889147494185","0.149306970151772","0.172471324836599","1"
"Yes","2011","Not Employed","in school","27","","","","1"
"Yes","2011","Employed","general elemantary","103","0.117170128476356","0.0959444900770134","0.138395766875698","1"
"Yes","2011","Employed","middle vocational","1331","0.228541143252203","0.217636745535761","0.239445540968646","1"
"Yes","2011","Employed","vocational + Abi","281","0.319329768734989","0.288061255079558","0.35059828239042","1"
"Yes","2011","Employed","higher vocational","226","0.239124354334029","0.209529555505689","0.268719153162369","1"
"Yes","2011","Employed","higher education","714","0.353410941369335","0.332965682454281","0.373856200284389","1"
"No","2012","Not Employed","in school","272","0.895702871145686","0.861457211388115","0.929948530903258","2"
"No","2012","Not Employed","inadequately","210","0.985104909935557","0.968837399353436","1.00137242051768","2"
"No","2012","Not Employed","general elemantary","1363","0.920250756814491","0.906444359065859","0.934057154563123","2"
"No","2012","Not Employed","middle vocational","3806","0.832120194130683","0.821318082867446","0.84292230539392","2"
"No","2012","Not Employed","vocational + Abi","292","0.687782607881223","0.641554238012714","0.734010977749733","2"
"No","2012","Not Employed","higher vocational","375","0.823564585406932","0.788843019101895","0.858286151711969","2"
"No","2012","Not Employed","higher education","767","0.731334197660538","0.704836508891281","0.757831886429794","2"
"No","2012","Employed","in school","73","0.914046007814548","0.853378211612706","0.974713804016391","2"
"No","2012","Employed","inadequately","161","0.968909498271292","0.942664356557835","0.995154639984749","2"
"No","2012","Employed","general elemantary","1172","0.880717065933586","0.863284696702753","0.898149435164418","2"
"No","2012","Employed","middle vocational","6024","0.759209837780869","0.74979698339826","0.768622692163479","2"
"No","2012","Employed","vocational + Abi","958","0.718814764117684","0.695480555334216","0.742148972901152","2"
"No","2012","Employed","higher vocational","743","0.689806208017499","0.662050904461064","0.717561511573934","2"
"No","2012","Employed","higher education","2047","0.660467843185658","0.6436948027969","0.677240883574417","2"
"Yes","2012","Not Employed","vocational + Abi","94","0.312217392118777","0.265989022250267","0.358445761987286","1"
"Yes","2012","Not Employed","higher vocational","88","0.176435414593068","0.141713848288031","0.211156980898105","1"
"Yes","2012","Not Employed","higher education","308","0.268665802339462","0.242168113570206","0.295163491108719","1"
"Yes","2012","Employed","in school","9","","","","1"
"Yes","2012","Employed","inadequately","7","","","","1"
"Yes","2012","Employed","higher education","1015","0.339532156814342","0.322759116425583","0.3563051972031","1"
"Yes","2012","Not Employed","inadequately","3","","","","1"
"Yes","2012","Not Employed","in school","34","0.104297128854313","0.0700514690967419","0.138542788611885","1"
"Yes","2012","Not Employed","general elemantary","116","0.079749243185509","0.0659428454368766","0.0935556409341414","1"
"Yes","2012","Not Employed","middle vocational","793","0.167879805869317","0.15707769460608","0.178681917132554","1"
"Yes","2012","Employed","general elemantary","156","0.119282934066414","0.101850564835582","0.136715303297247","1"
"Yes","2012","Employed","middle vocational","1902","0.240790162219131","0.231377307836521","0.25020301660174","1"
"Yes","2012","Employed","vocational + Abi","468","0.281185235882316","0.257851027098848","0.304519444665784","1"
"Yes","2012","Employed","higher vocational","324","0.310193791982501","0.282438488426066","0.337949095538936","1"
"No","2013","Not Employed","in school","122","0.749789305554896","0.681380771238502","0.818197839871289","2"
"No","2013","Not Employed","inadequately","111","0.972127547526568","0.942042660313923","1.00221243473921","2"
"No","2013","Not Employed","general elemantary","935","0.918355127141528","0.901526162398043","0.935184091885013","2"
"No","2013","Not Employed","middle vocational","2829","0.81054117561129","0.797615769650447","0.823466581572134","2"
"No","2013","Not Employed","vocational + Abi","140","0.628823331588624","0.563009439230302","0.694637223946945","2"
"No","2013","Not Employed","higher vocational","298","0.773855038521326","0.732229918997234","0.815480158045418","2"
"No","2013","Not Employed","higher education","600","0.6774562455363","0.646745664616314","0.708166826456286","2"
"No","2013","Employed","in school","49","0.884472558900075","0.802906994846893","0.966038122953256","2"
"No","2013","Employed","inadequately","70","0.980986152333285","0.949869083921429","1.01210322074514","2"
"No","2013","Employed","general elemantary","675","0.8600923799585","0.835669859941431","0.884514899975569","2"
"No","2013","Employed","middle vocational","3780","0.735328152301367","0.723240697758249","0.747415606844485","2"
"No","2013","Employed","vocational + Abi","504","0.662259284944372","0.629486840590968","0.695031729297776","2"
"No","2013","Employed","higher vocational","495","0.706786996734738","0.673395577849482","0.740178415619993","2"
"No","2013","Employed","higher education","1335","0.638387403051378","0.617684474871998","0.659090331230758","2"
"Yes","2013","Not Employed","vocational + Abi","67","0.371176668411376","0.305362776053055","0.436990560769698","1"
"Yes","2013","Not Employed","higher vocational","90","0.226144961478674","0.184519841954582","0.267770081002766","1"
"Yes","2013","Not Employed","higher education","290","0.3225437544637","0.291833173543714","0.353254335383686","1"
"Yes","2013","Employed","in school","10","","","","1"
"Yes","2013","Employed","inadequately","4","","","","1"
"Yes","2013","Employed","higher education","734","0.361612596948622","0.340909668769242","0.382315525128002","1"
"Yes","2013","Not Employed","inadequately","4","","","","1"
"Yes","2013","Not Employed","in school","32","0.250210694445104","0.181802160128711","0.318619228761498","1"
"Yes","2013","Not Employed","general elemantary","82","0.0816448728584719","0.0648159081149866","0.0984738376019572","1"
"Yes","2013","Not Employed","middle vocational","702","0.18945882438871","0.176533418427866","0.202384230349553","1"
"Yes","2013","Employed","middle vocational","1337","0.264671847698633","0.252584393155515","0.276759302241751","1"
"Yes","2013","Employed","vocational + Abi","296","0.337740715055628","0.304968270702224","0.370513159409031","1"
"Yes","2013","Employed","higher vocational","219","0.293213003265262","0.259821584380007","0.326604422150517","1"
"Yes","2013","Employed","general elemantary","100","0.1399076200415","0.115485100024431","0.164330140058569","1"
"No","2014","Not Employed","in school","286","0.891702359054514","0.857707360202226","0.925697357906802","2"
"No","2014","Not Employed","inadequately","269","0.962182494134137","0.939678027883941","0.984686960384334","2"
"No","2014","Not Employed","general elemantary","1346","0.907359062919176","0.892456637804514","0.922261488033839","2"
"No","2014","Not Employed","middle vocational","3363","0.808339668743875","0.796378751406964","0.820300586080787","2"
"No","2014","Not Employed","vocational + Abi","285","0.700579343857538","0.654037223589271","0.747121464125805","2"
"No","2014","Not Employed","higher vocational","297","0.736403047311899","0.69289917042221","0.779906924201588","2"
"No","2014","Not Employed","higher education","785","0.679600945320976","0.652075385881142","0.70712650476081","2"
"No","2014","Employed","in school","64","0.830282788886473","0.745326913282639","0.915238664490306","2"
"No","2014","Employed","inadequately","208","0.984756904168832","0.968418022683605","1.00109578565406","2"
"No","2014","Employed","general elemantary","1404","0.879118206032364","0.86297768024001","0.895258731824718","2"
"No","2014","Employed","middle vocational","5670","0.73942345848318","0.729500524865604","0.749346392100755","2"
"No","2014","Employed","vocational + Abi","1076","0.701617048293886","0.678875503414378","0.724358593173393","2"
"No","2014","Employed","higher vocational","653","0.701339955293306","0.672221533120174","0.730458377466437","2"
"No","2014","Employed","higher education","2228","0.650912219226937","0.634636172896439","0.667188265557436","2"
"Yes","2014","Not Employed","vocational + Abi","87","0.299420656142462","0.252878535874195","0.345962776410729","1"
"Yes","2014","Not Employed","higher vocational","97","0.263596952688101","0.220093075798412","0.30710082957779","1"
"Yes","2014","Not Employed","higher education","319","0.320399054679024","0.29287349523919","0.347924614118858","1"
"Yes","2014","Employed","in school","11","","","","1"
"Yes","2014","Employed","inadequately","8","","","","1"
"Yes","2014","Employed","higher education","1067","0.349087780773063","0.332811734442564","0.365363827103561","1"
"Yes","2014","Not Employed","in school","35","0.108297640945486","0.0743026420931983","0.142292639797774","1"
"Yes","2014","Not Employed","inadequately","7","","","","1"
"Yes","2014","Not Employed","general elemantary","108","0.0926409370808238","0.0777385119661615","0.107543362195486","1"
"Yes","2014","Employed","middle vocational","1847","0.26057654151682","0.250653607899245","0.270499475134396","1"
"Yes","2014","Employed","vocational + Abi","479","0.298382951706114","0.275641406826607","0.321124496585622","1"
"Yes","2014","Not Employed","middle vocational","797","0.191660331256125","0.179699413919213","0.203621248593036","1"
"Yes","2014","Employed","general elemantary","163","0.120881793967636","0.104741268175282","0.13702231975999","1"
"Yes","2014","Employed","higher vocational","296","0.298660044706694","0.269541622533562","0.327778466879826","1"
"No","2015","Not Employed","in school","","","","","2"
"No","2015","Not Employed","inadequately","","","","","2"
"No","2015","Not Employed","general elemantary","","","","","2"
"No","2015","Not Employed","middle vocational","","","","","2"
"No","2015","Not Employed","vocational + Abi","","","","","2"
"No","2015","Not Employed","higher vocational","","","","","2"
"No","2015","Not Employed","higher education","","","","","2"
"No","2015","Employed","in school","","","","","2"
"No","2015","Employed","inadequately","","","","","2"
"No","2015","Employed","general elemantary","","","","","2"
"No","2015","Employed","middle vocational","","","","","2"
"No","2015","Employed","vocational + Abi","","","","","2"
"No","2015","Employed","higher vocational","","","","","2"
"No","2015","Employed","higher education","","","","","2"
"Yes","2015","Employed","higher education","","","","","1"
"Yes","2015","Not Employed","vocational + Abi","","","","","1"
"Yes","2015","Not Employed","higher vocational","","","","","1"
"Yes","2015","Not Employed","higher education","","","","","1"
"Yes","2015","Employed","in school","","","","","1"
"Yes","2015","Employed","inadequately","","","","","1"
"Yes","2015","Employed","general elemantary","","","","","1"
"Yes","2015","Employed","middle vocational","","","","","1"
"Yes","2015","Not Employed","in school","","","","","1"
"Yes","2015","Not Employed","inadequately","","","","","1"
"Yes","2015","Not Employed","general elemantary","","","","","1"
"Yes","2015","Employed","vocational + Abi","","","","","1"
"Yes","2015","Employed","higher vocational","","","","","1"
"Yes","2015","Not Employed","middle vocational","","","","","1"
"No","2016","Not Employed","in school","198","0.907058835453912","0.868864989886268","0.945252681021555","2"
"No","2016","Not Employed","inadequately","212","0.985891375319703","0.97016320913255","1.00161954150686","2"
"No","2016","Not Employed","general elemantary","1127","0.933212976648764","0.919093681533201","0.947332271764326","2"
"No","2016","Not Employed","middle vocational","2972","0.835587246202626","0.823370498193629","0.847803994211622","2"
"No","2016","Not Employed","vocational + Abi","279","0.730055328615068","0.683613447765131","0.776497209465005","2"
"No","2016","Not Employed","higher vocational","289","0.79895506945177","0.757497044517106","0.840413094386435","2"
"No","2016","Not Employed","higher education","770","0.743205836117811","0.716565171166949","0.769846501068673","2"
"No","2016","Employed","in school","58","0.903646593865982","0.830782987935164","0.9765101997968","2"
"No","2016","Employed","inadequately","173","0.986256603335279","0.969248580074131","1.00326462659643","2"
"No","2016","Employed","general elemantary","1169","0.889964762292796","0.872920998550244","0.907008526035348","2"
"No","2016","Employed","middle vocational","5215","0.762349893084046","0.752168584480998","0.772531201687095","2"
"No","2016","Employed","vocational + Abi","1155","0.730738233721533","0.708810685190473","0.752665782252593","2"
"No","2016","Employed","higher vocational","575","0.709652744576378","0.678937857955231","0.740367631197524","2"
"No","2016","Employed","higher education","2279","0.68451178402112","0.6684081828307","0.70061538521154","2"
"Yes","2016","Employed","in school","5","","","","1"
"Yes","2016","Employed","inadequately","7","","","","1"
"Yes","2016","Employed","general elemantary","126","0.110035237707204","0.0929914739646525","0.127079001449756","1"
"Yes","2016","Employed","higher education","920","0.31548821597888","0.29938461478846","0.331591817169299","1"
"Yes","2016","Not Employed","vocational + Abi","72","0.269944671384932","0.223502790534995","0.316386552234869","1"
"Yes","2016","Not Employed","higher vocational","70","0.20104493054823","0.159586905613566","0.242502955482894","1"
"Yes","2016","Not Employed","higher education","263","0.256794163882189","0.230153498931327","0.283434828833051","1"
"Yes","2016","Employed","middle vocational","1499","0.237650106915954","0.227468798312905","0.247831415519002","1"
"Yes","2016","Employed","vocational + Abi","417","0.269261766278467","0.247334217747407","0.291189314809527","1"
"Yes","2016","Not Employed","inadequately","4","","","","1"
"Yes","2016","Not Employed","general elemantary","74","0.0667870233512365","0.0526677282356743","0.0809063184667986","1"
"Yes","2016","Not Employed","middle vocational","564","0.164412753797374","0.152196005788378","0.176629501806371","1"
"Yes","2016","Not Employed","in school","24","","","","1"
"Yes","2016","Employed","higher vocational","264","0.290347255423622","0.259632368802476","0.321062142044769","1"
"No","2017","Not Employed","in school","","","","","2"
"No","2017","Not Employed","inadequately","","","","","2"
"No","2017","Not Employed","general elemantary","","","","","2"
"No","2017","Not Employed","middle vocational","","","","","2"
"No","2017","Not Employed","vocational + Abi","","","","","2"
"No","2017","Not Employed","higher vocational","","","","","2"
"No","2017","Not Employed","higher education","","","","","2"
"No","2017","Employed","in school","","","","","2"
"No","2017","Employed","inadequately","","","","","2"
"No","2017","Employed","general elemantary","","","","","2"
"No","2017","Employed","middle vocational","","","","","2"
"No","2017","Employed","vocational + Abi","","","","","2"
"No","2017","Employed","higher vocational","","","","","2"
"No","2017","Employed","higher education","","","","","2"
"Yes","2017","Not Employed","vocational + Abi","","","","","1"
"Yes","2017","Not Employed","higher vocational","","","","","1"
"Yes","2017","Not Employed","higher education","","","","","1"
"Yes","2017","Employed","in school","","","","","1"
"Yes","2017","Not Employed","in school","","","","","1"
"Yes","2017","Not Employed","inadequately","","","","","1"
"Yes","2017","Employed","inadequately","","","","","1"
"Yes","2017","Employed","general elemantary","","","","","1"
"Yes","2017","Employed","higher education","","","","","1"
"Yes","2017","Not Employed","general elemantary","","","","","1"
"Yes","2017","Not Employed","middle vocational","","","","","1"
"Yes","2017","Employed","middle vocational","","","","","1"
"Yes","2017","Employed","vocational + Abi","","","","","1"
"Yes","2017","Employed","higher vocational","","","","","1"
"No","2018","Not Employed","in school","214","0.878984152984356","0.837106553827595","0.920861752141116","2"
"No","2018","Not Employed","inadequately","256","0.987618564863007","0.974177256858275","1.00105987286774","2"
"No","2018","Not Employed","general elemantary","1104","0.897708813806385","0.880520519565896","0.914897108046874","2"
"No","2018","Not Employed","middle vocational","2901","0.818084935280539","0.805295303789115","0.830874566771962","2"
"No","2018","Not Employed","vocational + Abi","285","0.780778975530135","0.737435949817739","0.824122001242531","2"
"No","2018","Not Employed","higher vocational","276","0.82317283894562","0.783088154199107","0.863257523692133","2"
"No","2018","Not Employed","higher education","758","0.731758311902535","0.704569203013952","0.758947420791117","2"
"No","2018","Employed","in school","54","0.774334480368088","0.670282787890906","0.87838617284527","2"
"No","2018","Employed","inadequately","201","0.976341957090925","0.955687831780198","0.996996082401652","2"
"No","2018","Employed","general elemantary","1256","0.90346185499112","0.887913986408184","0.919009723574055","2"
"No","2018","Employed","middle vocational","5537","0.760990205706703","0.751120707822557","0.770859703590848","2"
"No","2018","Employed","vocational + Abi","1190","0.70736296548475","0.685443250912684","0.729282680056816","2"
"No","2018","Employed","higher vocational","594","0.665477426727989","0.634392071515563","0.696562781940415","2"
"No","2018","Employed","higher education","2490","0.692670247018006","0.677518360688305","0.707822133347706","2"
"Yes","2018","Employed","in school","8","","","","1"
"Yes","2018","Not Employed","vocational + Abi","65","0.219221024469865","0.175877998757469","0.262564050182262","1"
"Yes","2018","Not Employed","higher vocational","72","0.17682716105438","0.136742476307867","0.216911845800893","1"
"Yes","2018","Not Employed","higher education","262","0.268241688097465","0.241052579208883","0.295430796986048","1"
"Yes","2018","Employed","inadequately","7","","","","1"
"Yes","2018","Not Employed","in school","19","","","","1"
"Yes","2018","Not Employed","inadequately","4","","","","1"
"Yes","2018","Employed","general elemantary","130","0.0965381450088802","0.0809902764259446","0.112086013591816","1"
"Yes","2018","Employed","middle vocational","1636","0.239009794293297","0.229140296409152","0.248879292177443","1"
"Yes","2018","Employed","higher education","1072","0.307329752981994","0.292177866652294","0.322481639311695","1"
"Yes","2018","Not Employed","general elemantary","90","0.102291186193615","0.0851028919531257","0.119479480434104","1"
"Yes","2018","Not Employed","middle vocational","594","0.181915064719461","0.169125433228038","0.194704696210885","1"
"Yes","2018","Employed","vocational + Abi","465","0.29263703451525","0.270717319943184","0.314556749087316","1"
"Yes","2018","Employed","higher vocational","291","0.334522573272011","0.303437218059585","0.365607928484437","1"
