"ple0098_v5","year","e11103","migback","n","percent","lower_confidence","upper_confidence","value"
"No","2017","Not Working","no migration background","","","","","2"
"No","2017","Not Working","direct migration background","","","","","2"
"No","2017","Not Working","indirect migration background","","","","","2"
"Yes","2017","Part Time","direct migration background","","","","","1"
"Yes","2017","Part Time","indirect migration background","","","","","1"
"Yes","2017","Not Working","no migration background","","","","","1"
"Yes","2017","Not Working","direct migration background","","","","","1"
"Yes","2017","Part Time","no migration background","","","","","1"
"Yes","2017","Full Time","no migration background","","","","","1"
"Yes","2017","Full Time","direct migration background","","","","","1"
"Yes","2017","Full Time","indirect migration background","","","","","1"
"Yes","2017","Not Working","indirect migration background","","","","","1"
"No","2018","Full Time","no migration background","4416","0.69610650606573","0.684748271470357","0.707464740661102","2"
"No","2018","Full Time","direct migration background","1406","0.85972666931175","0.842721357906825","0.876731980716674","2"
"No","2018","Full Time","indirect migration background","502","0.766923023333977","0.733589637497916","0.800256409170038","2"
"No","2018","Part Time","no migration background","3663","0.744812699396596","0.732670123171149","0.756955275622043","2"
"No","2018","Part Time","direct migration background","1264","0.905758437154823","0.890338116956075","0.921178757353571","2"
"No","2018","Part Time","indirect migration background","511","0.883993114834766","0.858262158230628","0.909724071438904","2"
"No","2018","Not Working","no migration background","4506","0.811495652131915","0.801189162047083","0.821802142216748","2"
"No","2018","Not Working","direct migration background","1214","0.918406169079037","0.903386207834342","0.933426130323732","2"
"No","2018","Not Working","indirect migration background","346","0.884647405205824","0.852228939021754","0.917065871389894","2"
"Yes","2018","Part Time","direct migration background","115","0.0942415628451766","0.0788212426464287","0.109661883043924","1"
"Yes","2018","Part Time","indirect migration background","84","0.116006885165234","0.0902759285610956","0.141737841769372","1"
"Yes","2018","Not Working","no migration background","1026","0.188504347868085","0.178197857783252","0.198810837952917","1"
"Yes","2018","Not Working","direct migration background","62","0.0815938309209633","0.0665738696762681","0.0966137921656584","1"
"Yes","2018","Full Time","indirect migration background","116","0.233076976666023","0.199743590829962","0.266410362502084","1"
"Yes","2018","Full Time","direct migration background","196","0.14027333068825","0.123268019283326","0.157278642093175","1"
"Yes","2018","Not Working","indirect migration background","27","","","","1"
"Yes","2018","Full Time","no migration background","1883","0.30389349393427","0.292535259338898","0.315251728529643","1"
"Yes","2018","Part Time","no migration background","1289","0.255187300603404","0.243044724377957","0.267329876828851","1"
