"ple0098_v5","year","hgtyp1hh","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Yes","2012","Single parent ","(2c_gen) general maturity certificate","13","","",""
"Yes","2012","Single parent ","(2c_voc) vocational maturity certificate","72","0.240420250720376","0.18776277427457","0.293077727166182"
"Yes","2012","Single parent ","(3a) lower tertiary education","36","0.28526243919765","0.205464599564809","0.365060278830491"
"Yes","2012","Single parent ","(3b) higher tertiary education","56","0.306372448811654","0.241503740890582","0.371241156732727"
"Yes","2012","Couple + C. LE 16 ","(0) in school","","","",""
"Yes","2012","Couple + C. LE 16 ","(1a) inadequately completed","4","","",""
"Yes","2012","Couple + C. LE 16 ","(1b) general elementary school","22","","",""
"Yes","2012","Couple + C. LE 16 ","(1c) basic vocational qualification","225","0.222451318206241","0.198920406485261","0.24598222992722"
"Yes","2012","Couple + C. LE 16 ","(2b) intermediate general qualification","15","","",""
"Yes","2012","Couple + C. LE 16 ","(2a) intermediate vocational","513","0.263819654086996","0.244634428978497","0.283004879195494"
"Yes","2012","Couple + C. LE 16 ","(2c_gen) general maturity certificate","28","","",""
"Yes","2012","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","260","0.286339600200973","0.256144740092866","0.316534460309081"
"Yes","2012","Couple + C. LE 16 ","(3a) lower tertiary education","156","0.345992478275331","0.302941168379166","0.389043788171496"
"Yes","2012","Couple + C. LE 16 ","(3b) higher tertiary education","244","0.286703675312559","0.256176548766571","0.317230801858547"
"Yes","2012","Couple + C. GT 16 ","(0) in school","13","","",""
"Yes","2012","Couple + C. GT 16 ","(1a) inadequately completed","","","",""
"Yes","2012","Couple + C. GT 16 ","(1b) general elementary school","10","","",""
"Yes","2012","Couple + C. GT 16 ","(1c) basic vocational qualification","112","0.167861737393685","0.138630858611938","0.197092616175432"
"Yes","2012","Couple + C. GT 16 ","(2b) intermediate general qualification","18","","",""
"Yes","2012","Couple + C. GT 16 ","(2a) intermediate vocational","164","0.213404356011923","0.182655192052691","0.244153519971155"
"Yes","2012","Couple + C. GT 16 ","(2c_gen) general maturity certificate","36","0.146439631304258","0.0989602857761119","0.193918976832404"
"Yes","2012","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","49","0.21603763772673","0.15641174938058","0.275663526072879"
"Yes","2012","Couple + C. GT 16 ","(3a) lower tertiary education","58","0.347312699510256","0.276365059693243","0.418260339327269"
"Yes","2012","Couple + C. GT 16 ","(3b) higher tertiary education","54","0.208355672493473","0.15220980728185","0.264501537705096"
"Yes","2012","Couple + C. LE and GT 16","(0) in school","15","","",""
"Yes","2012","Couple + C. LE and GT 16","(1a) inadequately completed","2","","",""
"Yes","2012","Couple + C. LE and GT 16","(1b) general elementary school","7","","",""
"Yes","2012","Couple + C. LE and GT 16","(1c) basic vocational qualification","57","0.154106386932895","0.115151736345629","0.19306103752016"
"Yes","2012","Couple + C. LE and GT 16","(2b) intermediate general qualification","13","","",""
"Yes","2012","Couple + C. LE and GT 16","(2a) intermediate vocational","107","0.26953869314954","0.225444392644713","0.313632993654367"
"Yes","2012","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","15","","",""
"Yes","2012","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","45","0.234256212452253","0.170211873141429","0.298300551763077"
"Yes","2012","Couple + C. LE and GT 16","(3a) lower tertiary education","29","","",""
"Yes","2012","Couple + C. LE and GT 16","(3b) higher tertiary education","37","0.196046988410896","0.124110276863934","0.267983699957859"
"No","2012","1-pers.-HH","(0) in school","6","","",""
"No","2012","1-pers.-HH","(1a) inadequately completed","55","0.952825909919709","0.898263613657172","1.00738820618225"
"No","2012","1-pers.-HH","(1b) general elementary school","385","0.934957702498911","0.911289025541891","0.958626379455931"
"No","2012","1-pers.-HH","(1c) basic vocational qualification","818","0.85257538182108","0.830148759235736","0.875002004406423"
"No","2012","1-pers.-HH","(2b) intermediate general qualification","61","0.79355603220246","0.701336666969993","0.885775397434928"
"No","2012","1-pers.-HH","(2a) intermediate vocational","550","0.778742699965587","0.748527540806712","0.808957859124462"
"No","2012","1-pers.-HH","(2c_gen) general maturity certificate","122","0.76583106982993","0.699799644131533","0.831862495528326"
"No","2012","1-pers.-HH","(2c_voc) vocational maturity certificate","172","0.708350674540817","0.651202863735234","0.7654984853464"
"No","2012","1-pers.-HH","(3a) lower tertiary education","166","0.641270591657287","0.581697166560043","0.700844016754532"
"No","2012","1-pers.-HH","(3b) higher tertiary education","212","0.697056312534172","0.645984322279673","0.748128302788671"
"No","2012","(Married) couple without C. ","(0) in school","7","","",""
"No","2012","(Married) couple without C. ","(1a) inadequately completed","67","0.91443390233906","0.851955523675971","0.97691228100215"
"No","2012","(Married) couple without C. ","(1b) general elementary school","500","0.876416318255269","0.849446012565113","0.903386623945426"
"No","2012","(Married) couple without C. ","(1c) basic vocational qualification","1952","0.795682893953463","0.779733480445037","0.81163230746189"
"No","2012","(Married) couple without C. ","(2b) intermediate general qualification","68","0.707502701874864","0.617436876374876","0.797568527374853"
"No","2012","(Married) couple without C. ","(2a) intermediate vocational","1133","0.669410042188814","0.646642449824756","0.692177634552872"
"No","2012","(Married) couple without C. ","(2c_gen) general maturity certificate","92","0.714960729358617","0.636755364014586","0.793166094702649"
"No","2012","(Married) couple without C. ","(2c_voc) vocational maturity certificate","291","0.670708768169396","0.62780902386697","0.713608512471822"
"No","2012","(Married) couple without C. ","(3a) lower tertiary education","400","0.637996478119904","0.599638564793626","0.676354391446183"
"No","2012","(Married) couple without C. ","(3b) higher tertiary education","469","0.674852433306169","0.640848512969758","0.708856353642581"
"No","2012","Single parent ","(0) in school","106","0.898252696885959","0.844162546828031","0.952342846943886"
"No","2012","Single parent ","(1a) inadequately completed","52","0.995384890405626","0.977137671274209","1.01363210953704"
"No","2012","Single parent ","(1b) general elementary school","254","0.955921516770565","0.931437050104604","0.980405983436527"
"No","2012","Single parent ","(1c) basic vocational qualification","361","0.861933912302991","0.829328150118941","0.894539674487042"
"No","2012","Single parent ","(2b) intermediate general qualification","151","0.940268517242971","0.90495405195509","0.975582982530852"
"No","2012","Single parent ","(2a) intermediate vocational","587","0.7783762505621","0.748789103626629","0.80796339749757"
"No","2012","Single parent ","(2c_gen) general maturity certificate","91","0.928945868270764","0.879569255566462","0.978322480975065"
"No","2012","Single parent ","(2c_voc) vocational maturity certificate","181","0.759579749279624","0.706922272833818","0.81223722572543"
"No","2012","Single parent ","(3a) lower tertiary education","87","0.71473756080235","0.634939721169509","0.794535400435191"
"No","2012","Single parent ","(3b) higher tertiary education","138","0.693627551188346","0.628758843267273","0.758496259109419"
"No","2012","Couple + C. LE 16 ","(0) in school","","","",""
"No","2012","Couple + C. LE 16 ","(1a) inadequately completed","132","0.981914593025979","0.959518119708229","1.00431106634373"
"No","2012","Couple + C. LE 16 ","(1b) general elementary school","394","0.914179365954872","0.887263212702514","0.941095519207231"
"No","2012","Couple + C. LE 16 ","(1c) basic vocational qualification","975","0.777548681793759","0.75401777007278","0.801079593514739"
"No","2012","Couple + C. LE 16 ","(2b) intermediate general qualification","113","0.909658007573898","0.859995686675633","0.959320328472163"
"No","2012","Couple + C. LE 16 ","(2a) intermediate vocational","1514","0.736180345913004","0.716995120804506","0.755365571021503"
"No","2012","Couple + C. LE 16 ","(2c_gen) general maturity certificate","158","0.845693777035676","0.793779129856464","0.897608424214888"
"No","2012","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","601","0.713660399799027","0.683465539690919","0.743855259907134"
"No","2012","Couple + C. LE 16 ","(3a) lower tertiary education","313","0.654007521724669","0.610956211828504","0.697058831620834"
"No","2012","Couple + C. LE 16 ","(3b) higher tertiary education","599","0.713296324687441","0.682769198141452","0.743823451233429"
"No","2012","Couple + C. GT 16 ","(0) in school","99","0.880779669948435","0.820766318524808","0.940793021372063"
"No","2012","Couple + C. GT 16 ","(1a) inadequately completed","22","","",""
"No","2012","Couple + C. GT 16 ","(1b) general elementary school","174","0.947252887482712","0.914955195111981","0.979550579853444"
"No","2012","Couple + C. GT 16 ","(1c) basic vocational qualification","516","0.832138262606315","0.802907383824568","0.861369141388062"
"No","2012","Couple + C. GT 16 ","(2b) intermediate general qualification","101","0.85339876064124","0.789848192844204","0.916949328438277"
"No","2012","Couple + C. GT 16 ","(2a) intermediate vocational","518","0.786595643988077","0.755846480028845","0.817344807947309"
"No","2012","Couple + C. GT 16 ","(2c_gen) general maturity certificate","177","0.853560368695742","0.806081023167595","0.901039714223888"
"No","2012","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","134","0.783962362273271","0.724336473927121","0.84358825061942"
"No","2012","Couple + C. GT 16 ","(3a) lower tertiary education","115","0.652687300489744","0.581739660672731","0.723634940306757"
"No","2012","Couple + C. GT 16 ","(3b) higher tertiary education","147","0.791644327506527","0.735498462294904","0.84779019271815"
"No","2012","Couple + C. LE and GT 16","(0) in school","128","0.920918120714778","0.876686885049618","0.965149356379938"
"No","2012","Couple + C. LE and GT 16","(1a) inadequately completed","40","0.929700705961217","0.85238450467054","1.00701690725189"
"No","2012","Couple + C. LE and GT 16","(1b) general elementary school","199","0.983738038229984","0.966466115714888","1.00100996074508"
"No","2012","Couple + C. LE and GT 16","(1c) basic vocational qualification","273","0.845893613067105","0.80693896247984","0.884848263654371"
"No","2012","Couple + C. LE and GT 16","(2b) intermediate general qualification","94","0.90615666724732","0.850903197095733","0.961410137398906"
"No","2012","Couple + C. LE and GT 16","(2a) intermediate vocational","282","0.73046130685046","0.686367006345633","0.774555607355287"
"No","2012","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","109","0.910864080385292","0.860711831594418","0.961016329176165"
"No","2012","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","123","0.765743787547747","0.701699448236923","0.829788126858571"
"No","2012","Couple + C. LE and GT 16","(3a) lower tertiary education","56","0.474493256044567","0.368337683462865","0.58064882862627"
"No","2012","Couple + C. LE and GT 16","(3b) higher tertiary education","80","0.803953011589104","0.732016300042141","0.875889723136066"
"Yes","2013","1-pers.-HH","(0) in school","","","",""
"Yes","2013","1-pers.-HH","(1a) inadequately completed","3","","",""
"Yes","2013","1-pers.-HH","(1b) general elementary school","32","0.085386091260198","0.0567561790919478","0.114016003428448"
"Yes","2013","1-pers.-HH","(1c) basic vocational qualification","147","0.166590117505249","0.14198564395624","0.191194591054258"
"Yes","2013","1-pers.-HH","(2b) intermediate general qualification","13","","",""
"Yes","2013","1-pers.-HH","(2a) intermediate vocational","178","0.265617398678614","0.232174790634719","0.29906000672251"
"Yes","2013","1-pers.-HH","(2c_gen) general maturity certificate","31","0.228864288443017","0.15825967810579","0.299468898780243"
"Yes","2013","1-pers.-HH","(2c_voc) vocational maturity certificate","75","0.330622867805399","0.269016449277639","0.392229286333159"
"Yes","2013","1-pers.-HH","(3a) lower tertiary education","73","0.345788472990531","0.285362456568416","0.406214489412647"
"Yes","2013","1-pers.-HH","(3b) higher tertiary education","99","0.343847761724725","0.290098454400283","0.397597069049166"
"Yes","2013","(Married) couple without C. ","(0) in school","1","","",""
"Yes","2013","(Married) couple without C. ","(1a) inadequately completed","9","","",""
