"ple0098_v5","year","hgtyp1hh","pgcasmin","n","percent","lower_confidence","upper_confidence"
"No","2003","1-pers.-HH","(1c) basic vocational qualification","834","0.934679368573125","0.918390966774197","0.950967770372052"
"No","2003","1-pers.-HH","(2b) intermediate general qualification","42","0.917545528465737","0.838909770031239","0.996181286900234"
"No","2003","1-pers.-HH","(2a) intermediate vocational","494","0.839891255282906","0.809865783776413","0.869916726789399"
"No","2003","1-pers.-HH","(2c_gen) general maturity certificate","101","0.965926224785498","0.931868396798402","0.999984052772595"
"No","2003","1-pers.-HH","(2c_voc) vocational maturity certificate","172","0.858349073259125","0.810144111385639","0.906554035132611"
"No","2003","1-pers.-HH","(3a) lower tertiary education","135","0.829244485484576","0.77129904763752","0.887189923331631"
"No","2003","1-pers.-HH","(3b) higher tertiary education","153","0.836012130758143","0.78221928151951","0.889804979996775"
"No","2003","(Married) couple without C. ","(0) in school","1","","",""
"No","2003","(Married) couple without C. ","(1a) inadequately completed","80","0.950050317344479","0.903465100824371","0.996635533864586"
"No","2003","(Married) couple without C. ","(1b) general elementary school","655","0.965821150841687","0.95217526892789","0.979467032755485"
"No","2003","(Married) couple without C. ","(1c) basic vocational qualification","2289","0.912799222412349","0.901772996004067","0.923825448820631"
"No","2003","(Married) couple without C. ","(2b) intermediate general qualification","62","0.945606489235432","0.891702314432809","0.999510664038055"
"No","2003","(Married) couple without C. ","(2a) intermediate vocational","1038","0.829795241697919","0.809077335009761","0.850513148386078"
"No","2003","(Married) couple without C. ","(2c_gen) general maturity certificate","89","0.872594759749001","0.808819330944657","0.936370188553346"
"No","2003","(Married) couple without C. ","(2c_voc) vocational maturity certificate","323","0.865624310697879","0.831644755972464","0.899603865423295"
"No","2003","(Married) couple without C. ","(3a) lower tertiary education","440","0.815828995164749","0.783013731870542","0.848644258458957"
"No","2003","(Married) couple without C. ","(3b) higher tertiary education","407","0.792699677229333","0.757924674772428","0.827474679686238"
"No","2003","Single parent ","(0) in school","55","0.939681603382516","0.878411395927848","1.00095181083718"
"No","2003","Single parent ","(1a) inadequately completed","18","","",""
"No","2003","Single parent ","(1b) general elementary school","156","0.973301786192455","0.948401747809704","0.998201824575206"
"No","2003","Single parent ","(1c) basic vocational qualification","227","0.931098348938484","0.899186424077437","0.963010273799531"
"No","2003","Single parent ","(2b) intermediate general qualification","70","0.991638024870841","0.970456855243345","1.01281919449834"
"No","2003","Single parent ","(2a) intermediate vocational","232","0.905508384265775","0.869815543577179","0.941201224954371"
"No","2003","Single parent ","(2c_gen) general maturity certificate","42","0.949169125592955","0.884992419043172","1.01334583214274"
"No","2003","Single parent ","(2c_voc) vocational maturity certificate","46","0.906972383795422","0.826459373110692","0.987485394480153"
"No","2003","Single parent ","(3a) lower tertiary education","40","0.94165718050271","0.873174310607128","1.01014005039829"
"No","2003","Single parent ","(3b) higher tertiary education","31","0.74874353582005","0.61597923044376","0.88150784119634"
"No","2003","Couple + C. LE 16 ","(0) in school","","","",""
"No","2003","Couple + C. LE 16 ","(1a) inadequately completed","43","0.97839268206184","0.935431246809693","1.02135411731399"
"No","2003","Couple + C. LE 16 ","(1b) general elementary school","246","0.960120234751288","0.936103325962361","0.984137143540215"
"No","2003","Couple + C. LE 16 ","(1c) basic vocational qualification","839","0.90007024409904","0.880836657891821","0.919303830306258"
"No","2003","Couple + C. LE 16 ","(2b) intermediate general qualification","62","0.998142185104098","0.98750870942552","1.00877566078268"
"No","2003","Couple + C. LE 16 ","(2a) intermediate vocational","1075","0.858427897527161","0.839024490194225","0.877831304860096"
"No","2003","Couple + C. LE 16 ","(2c_gen) general maturity certificate","61","0.850417134549407","0.76745577857152","0.933378490527294"
"No","2003","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","329","0.835080981782404","0.798803700583144","0.871358262981664"
"No","2003","Couple + C. LE 16 ","(3a) lower tertiary education","213","0.803336074322644","0.754835238282119","0.851836910363168"
"No","2003","Couple + C. LE 16 ","(3b) higher tertiary education","295","0.789384756625768","0.748280058878128","0.830489454373407"
"No","2003","Couple + C. GT 16 ","(0) in school","207","0.90027929180411","0.862132745386994","0.938425838221226"
"No","2003","Couple + C. GT 16 ","(1a) inadequately completed","47","0.946169107293497","0.882978835396744","1.00935937919025"
"No","2003","Couple + C. GT 16 ","(1b) general elementary school","316","0.981975421661463","0.967533594046014","0.996417249276913"
"No","2003","Couple + C. GT 16 ","(1c) basic vocational qualification","758","0.906924292041134","0.887276572987238","0.92657201109503"
"No","2003","Couple + C. GT 16 ","(2b) intermediate general qualification","194","0.923808876126612","0.887840717638579","0.959777034614645"
"No","2003","Couple + C. GT 16 ","(2a) intermediate vocational","670","0.862702446410677","0.838218066063911","0.887186826757442"
"No","2003","Couple + C. GT 16 ","(2c_gen) general maturity certificate","207","0.873565407595846","0.831950808101553","0.91518000709014"
"No","2003","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","151","0.82394631227987","0.768613286754032","0.879279337805708"
"No","2003","Couple + C. GT 16 ","(3a) lower tertiary education","160","0.741154649381851","0.680451993041911","0.801857305721791"
"No","2003","Couple + C. GT 16 ","(3b) higher tertiary education","164","0.711244908727463","0.651360859168805","0.771128958286122"
"No","2003","Couple + C. LE and GT 16","(0) in school","177","0.973972897922599","0.950967723874472","0.996978071970726"
"No","2003","Couple + C. LE and GT 16","(1a) inadequately completed","22","","",""
"No","2003","Couple + C. LE and GT 16","(1b) general elementary school","181","0.962869858650319","0.935549507520375","0.990190209780263"
"No","2003","Couple + C. LE and GT 16","(1c) basic vocational qualification","277","0.879054867017811","0.842874498706841","0.915235235328781"
"No","2003","Couple + C. LE and GT 16","(2b) intermediate general qualification","104","0.926644631112348","0.878785123635615","0.97450413858908"
"No","2003","Couple + C. LE and GT 16","(2a) intermediate vocational","315","0.903973540521186","0.87301847078487","0.934928610257502"
"No","2003","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","79","0.928408777032744","0.875727816262868","0.981089737802621"
"No","2003","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","64","0.959489000457471","0.913303510986844","1.0056744899281"
"No","2003","Couple + C. LE and GT 16","(3a) lower tertiary education","77","0.898773307980299","0.835392018558657","0.962154597401941"
"No","2003","Couple + C. LE and GT 16","(3b) higher tertiary education","83","0.908735284954735","0.850824902228364","0.966645667681106"
"Yes","2004","1-pers.-HH","(0) in school","1","","",""
"Yes","2004","1-pers.-HH","(1a) inadequately completed","","","",""
"Yes","2004","1-pers.-HH","(1b) general elementary school","13","","",""
"Yes","2004","1-pers.-HH","(1c) basic vocational qualification","54","0.0736114864812044","0.056066514232082","0.0911564587303268"
"Yes","2004","1-pers.-HH","(2b) intermediate general qualification","8","","",""
"Yes","2004","1-pers.-HH","(2a) intermediate vocational","79","0.156409152358564","0.126106854485131","0.186711450231998"
"Yes","2004","1-pers.-HH","(2c_gen) general maturity certificate","11","","",""
"Yes","2004","1-pers.-HH","(2c_voc) vocational maturity certificate","30","0.155615835524749","0.104208115636127","0.207023555413371"
"Yes","2004","1-pers.-HH","(3a) lower tertiary education","34","0.208495364798558","0.147429492701102","0.269561236896015"
"Yes","2004","1-pers.-HH","(3b) higher tertiary education","27","","",""
"Yes","2004","(Married) couple without C. ","(0) in school","","","",""
"Yes","2004","(Married) couple without C. ","(1a) inadequately completed","5","","",""
"Yes","2004","(Married) couple without C. ","(1b) general elementary school","24","","",""
"Yes","2004","(Married) couple without C. ","(1c) basic vocational qualification","233","0.0904490539742626","0.0791031821712193","0.101794925777306"
"Yes","2004","(Married) couple without C. ","(2b) intermediate general qualification","9","","",""
"Yes","2004","(Married) couple without C. ","(2a) intermediate vocational","235","0.179959017635592","0.158995805876503","0.200922229394681"
"Yes","2004","(Married) couple without C. ","(2c_gen) general maturity certificate","20","","",""
"Yes","2004","(Married) couple without C. ","(2c_voc) vocational maturity certificate","69","0.146798551325596","0.111493153002096","0.182103949649096"
"Yes","2004","(Married) couple without C. ","(3a) lower tertiary education","99","0.185863492135633","0.153144958035456","0.21858202623581"
"Yes","2004","(Married) couple without C. ","(3b) higher tertiary education","118","0.199178164063339","0.164516307664699","0.23384002046198"
"Yes","2004","Single parent ","(0) in school","8","","",""
"Yes","2004","Single parent ","(1a) inadequately completed","","","",""
"Yes","2004","Single parent ","(1b) general elementary school","4","","",""
"Yes","2004","Single parent ","(1c) basic vocational qualification","12","","",""
"Yes","2004","Single parent ","(2b) intermediate general qualification","5","","",""
"Yes","2004","Single parent ","(2a) intermediate vocational","29","","",""
"Yes","2004","Single parent ","(2c_gen) general maturity certificate","6","","",""
"Yes","2004","Single parent ","(2c_voc) vocational maturity certificate","6","","",""
"Yes","2004","Single parent ","(3a) lower tertiary education","6","","",""
"Yes","2004","Single parent ","(3b) higher tertiary education","13","","",""
"Yes","2004","Couple + C. LE 16 ","(0) in school","","","",""
"Yes","2004","Couple + C. LE 16 ","(1a) inadequately completed","","","",""
"Yes","2004","Couple + C. LE 16 ","(1b) general elementary school","6","","",""
"Yes","2004","Couple + C. LE 16 ","(1c) basic vocational qualification","92","0.113211453392344","0.0917587858576706","0.134664120927016"
"Yes","2004","Couple + C. LE 16 ","(2b) intermediate general qualification","4","","",""
"Yes","2004","Couple + C. LE 16 ","(2a) intermediate vocational","143","0.11982916510787","0.101236183538163","0.138422146677578"
"Yes","2004","Couple + C. LE 16 ","(2c_gen) general maturity certificate","9","","",""
"Yes","2004","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","71","0.16320588658651","0.126481841823737","0.199929931349284"
"Yes","2004","Couple + C. LE 16 ","(3a) lower tertiary education","49","0.237330548621219","0.182106827822929","0.29255426941951"
"Yes","2004","Couple + C. LE 16 ","(3b) higher tertiary education","78","0.209411886580018","0.166351607931892","0.252472165228145"
"Yes","2004","Couple + C. GT 16 ","(0) in school","20","","",""
"Yes","2004","Couple + C. GT 16 ","(1a) inadequately completed","1","","",""
"Yes","2004","Couple + C. GT 16 ","(1b) general elementary school","10","","",""
"Yes","2004","Couple + C. GT 16 ","(1c) basic vocational qualification","87","0.0964185032958524","0.0761913252862446","0.11664568130546"
"Yes","2004","Couple + C. GT 16 ","(2b) intermediate general qualification","12","","",""
"Yes","2004","Couple + C. GT 16 ","(2a) intermediate vocational","100","0.138115140344454","0.113537203628118","0.16269307706079"
"Yes","2004","Couple + C. GT 16 ","(2c_gen) general maturity certificate","45","0.162299179772812","0.117219153322643","0.20737920622298"
"Yes","2004","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","43","0.208565794298257","0.152258839122342","0.264872749474172"
"Yes","2004","Couple + C. GT 16 ","(3a) lower tertiary education","46","0.295532131557895","0.233523896346738","0.357540366769051"
"Yes","2004","Couple + C. GT 16 ","(3b) higher tertiary education","58","0.278385347763756","0.219293467073178","0.337477228454334"
"Yes","2004","Couple + C. LE and GT 16","(0) in school","14","","",""
"Yes","2004","Couple + C. LE and GT 16","(1a) inadequately completed","","","",""
"Yes","2004","Couple + C. LE and GT 16","(1b) general elementary school","6","","",""
"Yes","2004","Couple + C. LE and GT 16","(1c) basic vocational qualification","45","0.176456456353108","0.135075421138052","0.217837491568165"
"Yes","2004","Couple + C. LE and GT 16","(2b) intermediate general qualification","13","","",""
"Yes","2004","Couple + C. LE and GT 16","(2a) intermediate vocational","34","0.146928554123686","0.107390204452901","0.186466903794471"
"Yes","2004","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","9","","",""
"Yes","2004","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","6","","",""
"Yes","2004","Couple + C. LE and GT 16","(3a) lower tertiary education","13","","",""
"Yes","2004","Couple + C. LE and GT 16","(3b) higher tertiary education","12","","",""
"No","2004","1-pers.-HH","(0) in school","2","","",""
"No","2004","1-pers.-HH","(1a) inadequately completed","25","","",""
"No","2004","1-pers.-HH","(1b) general elementary school","358","0.956442615031689","0.935673332487469","0.977211897575909"
"No","2004","1-pers.-HH","(1c) basic vocational qualification","797","0.926388513518796","0.908843541269673","0.943933485767918"
"No","2004","1-pers.-HH","(2b) intermediate general qualification","43","0.823320725535014","0.718646361585889","0.927995089484138"
"No","2004","1-pers.-HH","(2a) intermediate vocational","473","0.843590847641436","0.813288549768002","0.873893145514869"
"No","2004","1-pers.-HH","(2c_gen) general maturity certificate","97","0.914754645929795","0.862089428113804","0.967419863745787"
"No","2004","1-pers.-HH","(2c_voc) vocational maturity certificate","161","0.844384164475251","0.792976444586629","0.895791884363873"
"No","2004","1-pers.-HH","(3a) lower tertiary education","136","0.791504635201442","0.730438763103985","0.852570507298898"
"No","2004","1-pers.-HH","(3b) higher tertiary education","157","0.848189525421598","0.796340989085706","0.900038061757489"
"No","2004","(Married) couple without C. ","(0) in school","3","","",""
"No","2004","(Married) couple without C. ","(1a) inadequately completed","74","0.927242103317103","0.86996630053774","0.984517906096466"
"No","2004","(Married) couple without C. ","(1b) general elementary school","624","0.971320170472245","0.958469373136634","0.984170967807857"
"No","2004","(Married) couple without C. ","(1c) basic vocational qualification","2222","0.909550946025737","0.898205074222694","0.920896817828781"
"No","2004","(Married) couple without C. ","(2b) intermediate general qualification","70","0.904426576697891","0.839594523716949","0.969258629678833"
"No","2004","(Married) couple without C. ","(2a) intermediate vocational","1055","0.820040982364408","0.799077770605319","0.841004194123497"
"No","2004","(Married) couple without C. ","(2c_gen) general maturity certificate","90","0.850450128761888","0.783804879628483","0.917095377895293"
"No","2004","(Married) couple without C. ","(2c_voc) vocational maturity certificate","317","0.853201448674404","0.817896050350904","0.888506846997904"
"No","2004","(Married) couple without C. ","(3a) lower tertiary education","444","0.814136507864367","0.78141797376419","0.846855041964544"
"No","2004","(Married) couple without C. ","(3b) higher tertiary education","392","0.800821835936661","0.76615997953802","0.835483692335301"
"No","2004","Single parent ","(0) in school","56","0.842118500422609","0.752785827314841","0.931451173530376"
"No","2004","Single parent ","(1a) inadequately completed","16","","",""
"No","2004","Single parent ","(1b) general elementary school","150","0.934800961918845","0.895809645313158","0.973792278524533"
"No","2004","Single parent ","(1c) basic vocational qualification","220","0.964320086466392","0.940451505411766","0.988188667521018"
"No","2004","Single parent ","(2b) intermediate general qualification","67","0.917177916163337","0.85351570568962","0.980840126637054"
"No","2004","Single parent ","(2a) intermediate vocational","215","0.868968695716773","0.826629483256846","0.9113079081767"
"No","2004","Single parent ","(2c_gen) general maturity certificate","42","0.833160267603505","0.727687221200332","0.938633314006678"
"No","2004","Single parent ","(2c_voc) vocational maturity certificate","46","0.926859243258617","0.856091876385879","0.997626610131355"
"No","2004","Single parent ","(3a) lower tertiary education","39","0.87309248436322","0.775836657574436","0.970348311152004"
"No","2004","Single parent ","(3b) higher tertiary education","26","","",""
"No","2004","Couple + C. LE 16 ","(0) in school","","","",""
"No","2004","Couple + C. LE 16 ","(1a) inadequately completed","37","1","1","1"
"No","2004","Couple + C. LE 16 ","(1b) general elementary school","237","0.954871227702958","0.928771010749241","0.980971444656675"
"No","2004","Couple + C. LE 16 ","(1c) basic vocational qualification","746","0.886788546607657","0.865335879072984","0.90824121414233"
"No","2004","Couple + C. LE 16 ","(2b) intermediate general qualification","60","0.924087184707664","0.859198028513342","0.988976340901987"
"No","2004","Couple + C. LE 16 ","(2a) intermediate vocational","1029","0.88017083489213","0.861577853322422","0.898763816461837"
"No","2004","Couple + C. LE 16 ","(2c_gen) general maturity certificate","60","0.892407229334769","0.819293888118891","0.965520570550646"
"No","2004","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","318","0.83679411341349","0.800070068650716","0.873518158176263"
"No","2004","Couple + C. LE 16 ","(3a) lower tertiary education","179","0.762669451378781","0.70744573058049","0.817893172177071"
"No","2004","Couple + C. LE 16 ","(3b) higher tertiary education","265","0.790588113419982","0.747527834771855","0.833648392068108"
"No","2004","Couple + C. GT 16 ","(0) in school","195","0.949272498440205","0.91994020324431","0.9786047936361"
"No","2004","Couple + C. GT 16 ","(1a) inadequately completed","51","0.986175244341715","0.954439243462162","1.01791124522127"
"No","2004","Couple + C. GT 16 ","(1b) general elementary school","279","0.984620621012268","0.970433213847293","0.998808028177242"
"No","2004","Couple + C. GT 16 ","(1c) basic vocational qualification","731","0.903581496704148","0.88335431869454","0.923808674713755"
"No","2004","Couple + C. GT 16 ","(2b) intermediate general qualification","179","0.96692476085791","0.941563009252894","0.992286512462925"
"No","2004","Couple + C. GT 16 ","(2a) intermediate vocational","657","0.861884859655546","0.837306922939209","0.886462796371882"
"No","2004","Couple + C. GT 16 ","(2c_gen) general maturity certificate","212","0.837700820227188","0.79262079377702","0.882780846677357"
"No","2004","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","157","0.791434205701743","0.735127250525829","0.847741160877658"
"No","2004","Couple + C. GT 16 ","(3a) lower tertiary education","162","0.704467868442105","0.642459633230949","0.766476103653262"
"No","2004","Couple + C. GT 16 ","(3b) higher tertiary education","163","0.721614652236244","0.662522771545666","0.780706532926822"
"No","2004","Couple + C. LE and GT 16","(0) in school","193","0.943493876752288","0.912039562785069","0.974948190719507"
"No","2004","Couple + C. LE and GT 16","(1a) inadequately completed","27","","",""
"No","2004","Couple + C. LE and GT 16","(1b) general elementary school","154","0.966518252827831","0.938644388227972","0.994392117427691"
"No","2004","Couple + C. LE and GT 16","(1c) basic vocational qualification","281","0.823543543646892","0.782162508431835","0.864924578861948"
"No","2004","Couple + C. LE and GT 16","(2b) intermediate general qualification","87","0.866834322958241","0.800243820578783","0.933424825337699"
"No","2004","Couple + C. LE and GT 16","(2a) intermediate vocational","274","0.853071445876314","0.813533096205529","0.892609795547099"
"No","2004","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","67","0.930277848074954","0.873020263125641","0.987535433024266"
"No","2004","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","65","0.948881755931961","0.897653103897267","1.00011040796666"
"No","2004","Couple + C. LE and GT 16","(3a) lower tertiary education","70","0.803292328301649","0.717774531524463","0.888810125078836"
"No","2004","Couple + C. LE and GT 16","(3b) higher tertiary education","84","0.877422362541229","0.811819551770064","0.943025173312394"
"Yes","2005","1-pers.-HH","(0) in school","","","",""
"Yes","2005","1-pers.-HH","(1a) inadequately completed","","","",""
"Yes","2005","1-pers.-HH","(1b) general elementary school","15","","",""
"Yes","2005","1-pers.-HH","(1c) basic vocational qualification","79","0.108154166052199","0.0870634118287996","0.129244920275599"
"Yes","2005","1-pers.-HH","(2b) intermediate general qualification","7","","",""
"Yes","2005","1-pers.-HH","(2a) intermediate vocational","89","0.179466319099877","0.147540556242633","0.211392081957121"
"Yes","2005","1-pers.-HH","(2c_gen) general maturity certificate","13","","",""
"Yes","2005","1-pers.-HH","(2c_voc) vocational maturity certificate","36","0.198011785069348","0.142644775746042","0.253378794392655"
"Yes","2005","1-pers.-HH","(3a) lower tertiary education","34","0.224998806514472","0.162773602048495","0.287224010980448"
"Yes","2005","1-pers.-HH","(3b) higher tertiary education","32","0.209899845188682","0.151057996067076","0.268741694310289"
"Yes","2005","(Married) couple without C. ","(0) in school","","","",""
"Yes","2005","(Married) couple without C. ","(1a) inadequately completed","5","","",""
"Yes","2005","(Married) couple without C. ","(1b) general elementary school","24","","",""
"Yes","2005","(Married) couple without C. ","(1c) basic vocational qualification","244","0.106027520629401","0.0935077934900927","0.118547247768709"
"Yes","2005","(Married) couple without C. ","(2b) intermediate general qualification","5","","",""
"Yes","2005","(Married) couple without C. ","(2a) intermediate vocational","254","0.200005724841427","0.177759724165362","0.222251725517492"
"Yes","2005","(Married) couple without C. ","(2c_gen) general maturity certificate","14","","",""
"Yes","2005","(Married) couple without C. ","(2c_voc) vocational maturity certificate","87","0.183840543362755","0.145097776350941","0.222583310374569"
"Yes","2005","(Married) couple without C. ","(3a) lower tertiary education","102","0.171477814439451","0.139657112962817","0.203298515916086"
"Yes","2005","(Married) couple without C. ","(3b) higher tertiary education","135","0.242252041835059","0.205391601194653","0.279112482475466"
"Yes","2005","Single parent ","(0) in school","3","","",""
"Yes","2005","Single parent ","(1a) inadequately completed","","","",""
"Yes","2005","Single parent ","(1b) general elementary school","4","","",""
"Yes","2005","Single parent ","(1c) basic vocational qualification","14","","",""
"Yes","2005","Single parent ","(2b) intermediate general qualification","3","","",""
"Yes","2005","Single parent ","(2a) intermediate vocational","33","0.145839538808287","0.101823902190914","0.189855175425659"
"Yes","2005","Single parent ","(2c_gen) general maturity certificate","4","","",""
"Yes","2005","Single parent ","(2c_voc) vocational maturity certificate","5","","",""
"Yes","2005","Single parent ","(3a) lower tertiary education","5","","",""
"Yes","2005","Single parent ","(3b) higher tertiary education","13","","",""
"Yes","2005","Couple + C. LE 16 ","(0) in school","","","",""
"Yes","2005","Couple + C. LE 16 ","(1a) inadequately completed","1","","",""
"Yes","2005","Couple + C. LE 16 ","(1b) general elementary school","12","","",""
"Yes","2005","Couple + C. LE 16 ","(1c) basic vocational qualification","103","0.143625824797862","0.118509549704287","0.168742099891437"
"Yes","2005","Couple + C. LE 16 ","(2b) intermediate general qualification","5","","",""
"Yes","2005","Couple + C. LE 16 ","(2a) intermediate vocational","183","0.150269036343422","0.12886829449533","0.171669778191515"
"Yes","2005","Couple + C. LE 16 ","(2c_gen) general maturity certificate","11","","",""
"Yes","2005","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","79","0.200271660849637","0.159712096405525","0.240831225293748"
"Yes","2005","Couple + C. LE 16 ","(3a) lower tertiary education","34","0.172885404272972","0.120737793711365","0.225033014834578"
"Yes","2005","Couple + C. LE 16 ","(3b) higher tertiary education","63","0.164516267932247","0.123111900281027","0.205920635583466"
"Yes","2005","Couple + C. GT 16 ","(0) in school","13","","",""
"Yes","2005","Couple + C. GT 16 ","(1a) inadequately completed","1","","",""
"Yes","2005","Couple + C. GT 16 ","(1b) general elementary school","6","","",""
"Yes","2005","Couple + C. GT 16 ","(1c) basic vocational qualification","72","0.0801288062084106","0.0608901285054396","0.0993674839113817"
"Yes","2005","Couple + C. GT 16 ","(2b) intermediate general qualification","9","","",""
"Yes","2005","Couple + C. GT 16 ","(2a) intermediate vocational","87","0.137889022080133","0.112791807656446","0.162986236503819"
"Yes","2005","Couple + C. GT 16 ","(2c_gen) general maturity certificate","42","0.129686596430506","0.0863627025504596","0.173010490310553"
"Yes","2005","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","33","0.150304973339221","0.0988081499202071","0.201801796758235"
"Yes","2005","Couple + C. GT 16 ","(3a) lower tertiary education","38","0.174257708656952","0.120177861871794","0.22833755544211"
"Yes","2005","Couple + C. GT 16 ","(3b) higher tertiary education","51","0.234809067245612","0.176354998559565","0.29326313593166"
"Yes","2005","Couple + C. LE and GT 16","(0) in school","19","","",""
"Yes","2005","Couple + C. LE and GT 16","(1a) inadequately completed","","","",""
"Yes","2005","Couple + C. LE and GT 16","(1b) general elementary school","3","","",""
"Yes","2005","Couple + C. LE and GT 16","(1c) basic vocational qualification","29","","",""
"Yes","2005","Couple + C. LE and GT 16","(2b) intermediate general qualification","8","","",""
"Yes","2005","Couple + C. LE and GT 16","(2a) intermediate vocational","34","0.143399201958822","0.10256562004713","0.184232783870515"
"Yes","2005","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","10","","",""
"Yes","2005","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","7","","",""
"Yes","2005","Couple + C. LE and GT 16","(3a) lower tertiary education","21","","",""
"Yes","2005","Couple + C. LE and GT 16","(3b) higher tertiary education","20","","",""
"No","2005","1-pers.-HH","(0) in school","3","","",""
"No","2005","1-pers.-HH","(1a) inadequately completed","29","","",""
"No","2005","1-pers.-HH","(1b) general elementary school","360","0.952776569293709","0.93130781929513","0.974245319292288"
"No","2005","1-pers.-HH","(1c) basic vocational qualification","754","0.891845833947801","0.870755079724401","0.9129365881712"
"No","2005","1-pers.-HH","(2b) intermediate general qualification","46","0.886636715055815","0.801283630062057","0.971989800049573"
"No","2005","1-pers.-HH","(2a) intermediate vocational","466","0.820533680900123","0.788607918042879","0.852459443757367"
"No","2005","1-pers.-HH","(2c_gen) general maturity certificate","106","0.8571187388452","0.794243051924774","0.919994425765626"
"No","2005","1-pers.-HH","(2c_voc) vocational maturity certificate","163","0.801988214930652","0.746621205607345","0.857355224253958"
"No","2005","1-pers.-HH","(3a) lower tertiary education","139","0.775001193485528","0.712775989019552","0.837226397951505"
"No","2005","1-pers.-HH","(3b) higher tertiary education","152","0.790100154811318","0.731258305689711","0.848942003932924"
"No","2005","(Married) couple without C. ","(0) in school","4","","",""
"No","2005","(Married) couple without C. ","(1a) inadequately completed","72","0.932624687270509","0.876635188563088","0.988614185977931"
"No","2005","(Married) couple without C. ","(1b) general elementary school","564","0.958619945862113","0.942521713720391","0.974718178003836"
"No","2005","(Married) couple without C. ","(1c) basic vocational qualification","2079","0.893972479370599","0.881452752231291","0.906492206509907"
"No","2005","(Married) couple without C. ","(2b) intermediate general qualification","78","0.935226454228033","0.8822764167254","0.988176491730667"
"No","2005","(Married) couple without C. ","(2a) intermediate vocational","988","0.799994275158573","0.777748274482508","0.822240275834638"
"No","2005","(Married) couple without C. ","(2c_gen) general maturity certificate","88","0.832283646249126","0.759778072802778","0.904789219695474"
"No","2005","(Married) couple without C. ","(2c_voc) vocational maturity certificate","297","0.816159456637245","0.777416689625431","0.854902223649059"
"No","2005","(Married) couple without C. ","(3a) lower tertiary education","437","0.828522185560548","0.796701484083914","0.860342887037183"
"No","2005","(Married) couple without C. ","(3b) higher tertiary education","384","0.75774795816494","0.720887517524534","0.794608398805347"
"No","2005","Single parent ","(0) in school","84","0.946651356354263","0.899429268312257","0.993873444396268"
"No","2005","Single parent ","(1a) inadequately completed","15","","",""
"No","2005","Single parent ","(1b) general elementary school","145","0.92712362057192","0.885387010310532","0.968860230833308"
"No","2005","Single parent ","(1c) basic vocational qualification","214","0.94447305962007","0.914747685678658","0.974198433561483"
"No","2005","Single parent ","(2b) intermediate general qualification","58","0.94497528245144","0.887752060258799","1.00219850464408"
"No","2005","Single parent ","(2a) intermediate vocational","214","0.854160461191713","0.810144824574341","0.898176097809086"
"No","2005","Single parent ","(2c_gen) general maturity certificate","48","0.92299758086654","0.850537488175884","0.995457673557196"
"No","2005","Single parent ","(2c_voc) vocational maturity certificate","43","0.93796191283723","0.869720301417771","1.00620352425669"
"No","2005","Single parent ","(3a) lower tertiary education","37","0.941843408340138","0.871063129331225","1.01262368734905"
"No","2005","Single parent ","(3b) higher tertiary education","32","0.706602065947419","0.573569547964684","0.839634583930155"
"No","2005","Couple + C. LE 16 ","(0) in school","2","","",""
"No","2005","Couple + C. LE 16 ","(1a) inadequately completed","31","0.943585954476694","0.863647185131678","1.02352472382171"
"No","2005","Couple + C. LE 16 ","(1b) general elementary school","198","0.954702227747846","0.926576042451152","0.98282841304454"
"No","2005","Couple + C. LE 16 ","(1c) basic vocational qualification","646","0.856374175202138","0.831257900108563","0.881490450295713"
"No","2005","Couple + C. LE 16 ","(2b) intermediate general qualification","56","0.944407897087134","0.886907673977587","1.00190812019668"
"No","2005","Couple + C. LE 16 ","(2a) intermediate vocational","888","0.849730963656578","0.828330221808485","0.87113170550467"
"No","2005","Couple + C. LE 16 ","(2c_gen) general maturity certificate","54","0.870959414212431","0.789460178773697","0.952458649651165"
"No","2005","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","295","0.799728339150363","0.759168774706252","0.840287903594475"
"No","2005","Couple + C. LE 16 ","(3a) lower tertiary education","168","0.827114595727028","0.774966985165422","0.879262206288635"
"No","2005","Couple + C. LE 16 ","(3b) higher tertiary education","245","0.835483732067753","0.794079364416534","0.876888099718973"
"No","2005","Couple + C. GT 16 ","(0) in school","190","0.944130601766513","0.912536711447641","0.975724492085384"
"No","2005","Couple + C. GT 16 ","(1a) inadequately completed","36","0.982549549805412","0.940357776669333","1.02474132294149"
