"ple0098_v5","year","migback","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Yes","2004","indirect migration background","(2b) intermediate general qualification","2","","",""
"Yes","2004","indirect migration background","(2a) intermediate vocational","12","","",""
"Yes","2004","indirect migration background","(2c_gen) general maturity certificate","7","","",""
"Yes","2004","indirect migration background","(2c_voc) vocational maturity certificate","5","","",""
"Yes","2004","indirect migration background","(3a) lower tertiary education","2","","",""
"Yes","2004","indirect migration background","(3b) higher tertiary education","7","","",""
"No","2004","no migration background","(0) in school","330","0.908727581747802","0.879262904210658","0.938192259284946"
"No","2004","no migration background","(1a) inadequately completed","71","0.932633380337447","0.87664723283167","0.988619527843224"
"No","2004","no migration background","(1b) general elementary school","1232","0.958609803975879","0.947710357635871","0.969509250315888"
"No","2004","no migration background","(1c) basic vocational qualification","4359","0.900668437896847","0.892258345906792","0.909078529886902"
"No","2004","no migration background","(2b) intermediate general qualification","415","0.898372238389864","0.870849481308437","0.925894995471291"
"No","2004","no migration background","(2a) intermediate vocational","3556","0.849075689455295","0.838196252136975","0.859955126773614"
"No","2004","no migration background","(2c_gen) general maturity certificate","417","0.854179344440383","0.823549340071697","0.884809348809069"
"No","2004","no migration background","(2c_voc) vocational maturity certificate","783","0.816513334287214","0.792402380598379","0.840624287976049"
"No","2004","no migration background","(3a) lower tertiary education","982","0.787268151643811","0.764313650592917","0.810222652694706"
"No","2004","no migration background","(3b) higher tertiary education","900","0.765714176682121","0.741608901399451","0.789819451964791"
"No","2004","direct migration background","(0) in school","53","0.954736462597846","0.900769663029259","1.00870326216643"
"No","2004","direct migration background","(1a) inadequately completed","174","1","1","1"
"No","2004","direct migration background","(1b) general elementary school","560","0.981141608556269","0.969955163519121","0.992328053593417"
"No","2004","direct migration background","(1c) basic vocational qualification","679","0.973631697751685","0.961770528082952","0.985492867420418"
"No","2004","direct migration background","(2b) intermediate general qualification","42","0.964414648242063","0.910288220564547","1.01854107591958"
"No","2004","direct migration background","(2a) intermediate vocational","130","0.87678988133308","0.823292189784373","0.930287572881788"
"No","2004","direct migration background","(2c_gen) general maturity certificate","104","0.936960866363306","0.891336096573432","0.982585636153179"
"No","2004","direct migration background","(2c_voc) vocational maturity certificate","253","0.942838500287898","0.915044493739795","0.970632506836001"
"No","2004","direct migration background","(3a) lower tertiary education","62","0.89220586023651","0.819556936921687","0.964854783551333"
"No","2004","direct migration background","(3b) higher tertiary education","189","0.918724866014077","0.88194147674964","0.955508255278515"
"No","2004","indirect migration background","(0) in school","68","0.911245784272196","0.846008042045717","0.976483526498675"
"No","2004","indirect migration background","(1a) inadequately completed","7","","",""
"No","2004","indirect migration background","(1b) general elementary school","120","0.976465501591951","0.949890456507278","1.00304054667663"
"No","2004","indirect migration background","(1c) basic vocational qualification","117","0.857449281340621","0.797350544956675","0.917548017724568"
"No","2004","indirect migration background","(2b) intermediate general qualification","63","0.906856760689136","0.83620281355465","0.977510707823623"
"No","2004","indirect migration background","(2a) intermediate vocational","110","0.874486205789127","0.815697975541755","0.933274436036499"
"No","2004","indirect migration background","(2c_gen) general maturity certificate","66","0.861653351354253","0.782451146226433","0.940855556482072"
"No","2004","indirect migration background","(2c_voc) vocational maturity certificate","49","0.922338709322983","0.850955062549599","0.993722356096367"
"No","2004","indirect migration background","(3a) lower tertiary education","10","","",""
"No","2004","indirect migration background","(3b) higher tertiary education","24","","",""
"Yes","2005","no migration background","(0) in school","33","0.0995187494066157","0.069300645644668","0.129736853168563"
"Yes","2005","no migration background","(1a) inadequately completed","6","","",""
"Yes","2005","no migration background","(1b) general elementary school","57","0.0555593108551159","0.0425879526727787","0.068530669037453"
"Yes","2005","no migration background","(1c) basic vocational qualification","501","0.11269979789489","0.103518471314257","0.121881124475524"
"Yes","2005","no migration background","(2b) intermediate general qualification","38","0.0981003969346202","0.0699204165337355","0.126280377335505"
"Yes","2005","no migration background","(2a) intermediate vocational","663","0.17015165448939","0.158434773179957","0.181868535798824"
"Yes","2005","no migration background","(2c_gen) general maturity certificate","80","0.130822141078635","0.100934708104982","0.160709574052289"
"Yes","2005","no migration background","(2c_voc) vocational maturity certificate","228","0.207639938423595","0.182166630417792","0.233113246429397"
"Yes","2005","no migration background","(3a) lower tertiary education","228","0.197623991442952","0.174999261141245","0.220248721744659"
"Yes","2005","no migration background","(3b) higher tertiary education","287","0.250037924768285","0.225139743701015","0.274936105835555"
"Yes","2005","direct migration background","(0) in school","2","","",""
"Yes","2005","direct migration background","(1a) inadequately completed","1","","",""
"Yes","2005","direct migration background","(1b) general elementary school","4","","",""
"Yes","2005","direct migration background","(1c) basic vocational qualification","33","0.0545113977716521","0.0369911581457824","0.0720316373975219"
"Yes","2005","direct migration background","(2b) intermediate general qualification","","","",""
"Yes","2005","direct migration background","(2a) intermediate vocational","17","","",""
"Yes","2005","direct migration background","(2c_gen) general maturity certificate","5","","",""
"Yes","2005","direct migration background","(2c_voc) vocational maturity certificate","18","","",""
"Yes","2005","direct migration background","(3a) lower tertiary education","6","","",""
"Yes","2005","direct migration background","(3b) higher tertiary education","27","","",""
"Yes","2005","indirect migration background","(0) in school","3","","",""
"Yes","2005","indirect migration background","(1a) inadequately completed","","","",""
"Yes","2005","indirect migration background","(1b) general elementary school","5","","",""
"Yes","2005","indirect migration background","(1c) basic vocational qualification","18","","",""
"Yes","2005","indirect migration background","(2b) intermediate general qualification","","","",""
"Yes","2005","indirect migration background","(2a) intermediate vocational","14","","",""
"Yes","2005","indirect migration background","(2c_gen) general maturity certificate","11","","",""
"Yes","2005","indirect migration background","(2c_voc) vocational maturity certificate","5","","",""
"Yes","2005","indirect migration background","(3a) lower tertiary education","4","","",""
"Yes","2005","indirect migration background","(3b) higher tertiary education","6","","",""
"No","2005","no migration background","(0) in school","344","0.900481250593384","0.870263146831436","0.930699354355332"
"No","2005","no migration background","(1a) inadequately completed","67","0.935669996797853","0.879389904723014","0.991950088872691"
"No","2005","no migration background","(1b) general elementary school","1141","0.944440689144884","0.931469330962547","0.957412047327221"
"No","2005","no migration background","(1c) basic vocational qualification","4056","0.887300202105109","0.878118875524475","0.896481528685743"
"No","2005","no migration background","(2b) intermediate general qualification","390","0.90189960306538","0.873719622664495","0.930079583466264"
"No","2005","no migration background","(2a) intermediate vocational","3288","0.82984834551061","0.818131464201176","0.841565226820043"
"No","2005","no migration background","(2c_gen) general maturity certificate","409","0.869177858921365","0.839290425947712","0.899065291895018"
"No","2005","no migration background","(2c_voc) vocational maturity certificate","746","0.792360061576405","0.766886753570603","0.817833369582208"
"No","2005","no migration background","(3a) lower tertiary education","962","0.802376008557048","0.779751278255341","0.825000738858755"
"No","2005","no migration background","(3b) higher tertiary education","875","0.749962075231715","0.725063894164445","0.774860256298985"
"No","2005","direct migration background","(0) in school","48","0.95948285164234","0.904831471579962","1.01413423170472"
"No","2005","direct migration background","(1a) inadequately completed","159","0.986515270227635","0.968643765117969","1.0043867753373"
"No","2005","direct migration background","(1b) general elementary school","508","0.993392957302508","0.986375541579439","1.00041037302558"
"No","2005","direct migration background","(1c) basic vocational qualification","612","0.945488602228348","0.927968362602478","0.963008841854218"
"No","2005","direct migration background","(2b) intermediate general qualification","48","1","1","1"
"No","2005","direct migration background","(2a) intermediate vocational","119","0.852230771980168","0.792589177598712","0.911872366361625"
"No","2005","direct migration background","(2c_gen) general maturity certificate","91","0.9507568293426","0.907473545214376","0.994040113470824"
"No","2005","direct migration background","(2c_voc) vocational maturity certificate","233","0.919275646543987","0.885575142583006","0.952976150504968"
"No","2005","direct migration background","(3a) lower tertiary education","59","0.936208649579435","0.876798775032007","0.995618524126863"
"No","2005","direct migration background","(3b) higher tertiary education","173","0.890082978806124","0.846733805829259","0.933432151782988"
"No","2005","indirect migration background","(0) in school","80","0.951885018327549","0.905844367628117","0.99792566902698"
"No","2005","indirect migration background","(1a) inadequately completed","6","","",""
"No","2005","indirect migration background","(1b) general elementary school","108","0.96670537427602","0.933627087778862","0.999783660773179"
"No","2005","indirect migration background","(1c) basic vocational qualification","121","0.837656856204168","0.776352584044074","0.898961128364262"
"No","2005","indirect migration background","(2b) intermediate general qualification","67","1","1","1"
"No","2005","indirect migration background","(2a) intermediate vocational","106","0.835049609090932","0.768646214548591","0.901453003633273"
"No","2005","indirect migration background","(2c_gen) general maturity certificate","64","0.767800268179189","0.672241081229376","0.863359455129002"
"No","2005","indirect migration background","(2c_voc) vocational maturity certificate","46","0.90842508455458","0.829266900042273","0.987583269066888"
"No","2005","indirect migration background","(3a) lower tertiary education","11","","",""
"No","2005","indirect migration background","(3b) higher tertiary education","27","","",""
"Yes","2006","no migration background","(0) in school","21","","",""
"Yes","2006","no migration background","(1a) inadequately completed","7","","",""
"Yes","2006","no migration background","(1b) general elementary school","62","0.0482236825267032","0.0365777559483156","0.0598696091050908"
"Yes","2006","no migration background","(1c) basic vocational qualification","641","0.118510407885405","0.10952370396421","0.127497111806599"
"Yes","2006","no migration background","(2b) intermediate general qualification","47","0.11160151332657","0.0818746967891111","0.14132832986403"
"Yes","2006","no migration background","(2a) intermediate vocational","814","0.188535595106804","0.176817483726563","0.200253706487044"
"Yes","2006","no migration background","(2c_gen) general maturity certificate","93","0.157469859492069","0.125638474040344","0.189301244943794"
"Yes","2006","no migration background","(2c_voc) vocational maturity certificate","289","0.25643559987806","0.230247082199687","0.282624117556434"
"Yes","2006","no migration background","(3a) lower tertiary education","298","0.243108670618817","0.219700351727726","0.266516989509908"
"Yes","2006","no migration background","(3b) higher tertiary education","351","0.273411691110898","0.249266479769796","0.297556902452"
"Yes","2006","direct migration background","(0) in school","","","",""
"Yes","2006","direct migration background","(1a) inadequately completed","1","","",""
"Yes","2006","direct migration background","(1b) general elementary school","6","","",""
"Yes","2006","direct migration background","(1c) basic vocational qualification","38","0.0501969157719399","0.033385050818887","0.0670087807249927"
"Yes","2006","direct migration background","(2b) intermediate general qualification","1","","",""
"Yes","2006","direct migration background","(2a) intermediate vocational","21","","",""
"Yes","2006","direct migration background","(2c_gen) general maturity certificate","5","","",""
"Yes","2006","direct migration background","(2c_voc) vocational maturity certificate","20","","",""
"Yes","2006","direct migration background","(3a) lower tertiary education","12","","",""
"Yes","2006","direct migration background","(3b) higher tertiary education","34","0.129867468271393","0.0852440603813625","0.174490876161423"
"Yes","2006","indirect migration background","(0) in school","2","","",""
"Yes","2006","indirect migration background","(1a) inadequately completed","1","","",""
"Yes","2006","indirect migration background","(1b) general elementary school","3","","",""
"Yes","2006","indirect migration background","(1c) basic vocational qualification","19","","",""
"Yes","2006","indirect migration background","(2b) intermediate general qualification","7","","",""
"Yes","2006","indirect migration background","(2a) intermediate vocational","19","","",""
"Yes","2006","indirect migration background","(2c_gen) general maturity certificate","12","","",""
"Yes","2006","indirect migration background","(2c_voc) vocational maturity certificate","9","","",""
"Yes","2006","indirect migration background","(3a) lower tertiary education","6","","",""
"Yes","2006","indirect migration background","(3b) higher tertiary education","4","","",""
"No","2006","no migration background","(0) in school","197","0.841567744357226","0.793096274709773","0.890039214004679"
"No","2006","no migration background","(1a) inadequately completed","73","0.926000257393224","0.86863832731316","0.983362187473288"
"No","2006","no migration background","(1b) general elementary school","1238","0.951776317473297","0.940130390894909","0.963422244051684"
"No","2006","no migration background","(1c) basic vocational qualification","4328","0.881489592114595","0.872502888193401","0.89047629603579"
"No","2006","no migration background","(2b) intermediate general qualification","384","0.88839848667343","0.85867167013597","0.918125303210889"
"No","2006","no migration background","(2a) intermediate vocational","3466","0.811464404893196","0.799746293512956","0.823182516273437"
"No","2006","no migration background","(2c_gen) general maturity certificate","410","0.842530140507931","0.810698755056206","0.874361525959656"
"No","2006","no migration background","(2c_voc) vocational maturity certificate","779","0.74356440012194","0.717375882443566","0.769752917800313"
"No","2006","no migration background","(3a) lower tertiary education","992","0.756891329381183","0.733483010490092","0.780299648272274"
"No","2006","no migration background","(3b) higher tertiary education","958","0.726588308889102","0.702443097548","0.750733520230204"
"No","2006","direct migration background","(0) in school","30","1","1","1"
"No","2006","direct migration background","(1a) inadequately completed","145","0.981892196836802","0.96026319637346","1.00352119730014"
"No","2006","direct migration background","(1b) general elementary school","488","0.989909093632887","0.981095614883878","0.998722572381897"
"No","2006","direct migration background","(1c) basic vocational qualification","610","0.94980308422806","0.932991219275007","0.966614949181113"
"No","2006","direct migration background","(2b) intermediate general qualification","43","0.996267595578148","0.978249698459215","1.01428549269708"
"No","2006","direct migration background","(2a) intermediate vocational","123","0.798367421234919","0.732836148850943","0.863898693618895"
"No","2006","direct migration background","(2c_gen) general maturity certificate","98","0.940248524969726","0.8944738652571","0.986023184682351"
"No","2006","direct migration background","(2c_voc) vocational maturity certificate","248","0.918580893803393","0.885839092906101","0.951322694700685"
"No","2006","direct migration background","(3a) lower tertiary education","54","0.843761601905507","0.756166486173207","0.931356717637807"
"No","2006","direct migration background","(3b) higher tertiary education","184","0.870132531728607","0.825509123838577","0.914755939618638"
"No","2006","indirect migration background","(0) in school","46","0.935834030703899","0.866510724231084","1.00515733717671"
"No","2006","indirect migration background","(1a) inadequately completed","8","","",""
"No","2006","indirect migration background","(1b) general elementary school","109","0.980131270829684","0.95428688313029","1.00597565852908"
"No","2006","indirect migration background","(1c) basic vocational qualification","117","0.834926891050936","0.772533149928505","0.897320632173368"
"No","2006","indirect migration background","(2b) intermediate general qualification","59","0.90901553085325","0.839633755622478","0.978397306084022"
"No","2006","indirect migration background","(2a) intermediate vocational","104","0.810756588415025","0.741533469506527","0.879979707323523"
"No","2006","indirect migration background","(2c_gen) general maturity certificate","65","0.832482134795041","0.749071629047255","0.915892640542826"
"No","2006","indirect migration background","(2c_voc) vocational maturity certificate","47","0.841148430999258","0.745410034018716","0.936886827979801"
"No","2006","indirect migration background","(3a) lower tertiary education","16","","",""
"No","2006","indirect migration background","(3b) higher tertiary education","28","","",""
"Yes","2007","no migration background","(0) in school","21","","",""
"Yes","2007","no migration background","(1a) inadequately completed","8","","",""
"Yes","2007","no migration background","(1b) general elementary school","62","0.0528287338452666","0.0399058396823965","0.0657516280081367"
"Yes","2007","no migration background","(1c) basic vocational qualification","647","0.136284016093039","0.126320518039817","0.146247514146261"
"Yes","2007","no migration background","(2b) intermediate general qualification","50","0.120008062142882","0.0874623887245042","0.152553735561259"
"Yes","2007","no migration background","(2a) intermediate vocational","831","0.207045911726959","0.194583877282503","0.219507946171415"
"Yes","2007","no migration background","(2c_gen) general maturity certificate","84","0.13521600732479","0.104845539247366","0.165586475402215"
"Yes","2007","no migration background","(2c_voc) vocational maturity certificate","289","0.283126371605195","0.255396964915628","0.310855778294762"
"Yes","2007","no migration background","(3a) lower tertiary education","310","0.274363650592821","0.249305601938227","0.299421699247414"
"Yes","2007","no migration background","(3b) higher tertiary education","368","0.283574790567916","0.258765879407922","0.308383701727909"
"Yes","2007","direct migration background","(0) in school","","","",""
"Yes","2007","direct migration background","(1a) inadequately completed","1","","",""
"Yes","2007","direct migration background","(1b) general elementary school","6","","",""
"Yes","2007","direct migration background","(1c) basic vocational qualification","33","0.0604025293935008","0.0408108166112105","0.079994242175791"
"Yes","2007","direct migration background","(2b) intermediate general qualification","1","","",""
"Yes","2007","direct migration background","(2a) intermediate vocational","20","","",""
"Yes","2007","direct migration background","(2c_gen) general maturity certificate","6","","",""
"Yes","2007","direct migration background","(2c_voc) vocational maturity certificate","27","","",""
"Yes","2007","direct migration background","(3a) lower tertiary education","10","","",""
"Yes","2007","direct migration background","(3b) higher tertiary education","37","0.12631720817931","0.0817036934069558","0.170930722951664"
"Yes","2007","indirect migration background","(0) in school","","","",""
"Yes","2007","indirect migration background","(1a) inadequately completed","","","",""
"Yes","2007","indirect migration background","(1b) general elementary school","4","","",""
"Yes","2007","indirect migration background","(1c) basic vocational qualification","18","","",""
"Yes","2007","indirect migration background","(2b) intermediate general qualification","2","","",""
"Yes","2007","indirect migration background","(2a) intermediate vocational","20","","",""
"Yes","2007","indirect migration background","(2c_gen) general maturity certificate","13","","",""
"Yes","2007","indirect migration background","(2c_voc) vocational maturity certificate","10","","",""
"Yes","2007","indirect migration background","(3a) lower tertiary education","5","","",""
"Yes","2007","indirect migration background","(3b) higher tertiary education","6","","",""
"No","2007","no migration background","(0) in school","180","0.888859285378311","0.84540794664641","0.932310624110212"
"No","2007","no migration background","(1a) inadequately completed","68","0.952086764520117","0.904068406182656","1.00010512285758"
"No","2007","no migration background","(1b) general elementary school","1089","0.947171266154733","0.934248371991863","0.960094160317603"
"No","2007","no migration background","(1c) basic vocational qualification","3908","0.863715983906961","0.853752485853739","0.873679481960183"
"No","2007","no migration background","(2b) intermediate general qualification","333","0.879991937857118","0.847446264438741","0.912537611275496"
"No","2007","no migration background","(2a) intermediate vocational","3230","0.792954088273041","0.780492053828585","0.805416122717497"
"No","2007","no migration background","(2c_gen) general maturity certificate","403","0.864783992675209","0.834413524597785","0.895154460752634"
"No","2007","no migration background","(2c_voc) vocational maturity certificate","725","0.716873628394805","0.689144221705238","0.744603035084372"
"No","2007","no migration background","(3a) lower tertiary education","908","0.725636349407179","0.700578300752586","0.750694398061773"
"No","2007","no migration background","(3b) higher tertiary education","900","0.716425209432084","0.691616298272091","0.741234120592078"
"No","2007","direct migration background","(0) in school","18","","",""
"No","2007","direct migration background","(1a) inadequately completed","126","0.980140861428619","0.955876398605949","1.00440532425129"
"No","2007","direct migration background","(1b) general elementary school","428","0.984202789049007","0.972471770249222","0.995933807848792"
"No","2007","direct migration background","(1c) basic vocational qualification","535","0.939597470606499","0.920005757824209","0.95918918338879"
"No","2007","direct migration background","(2b) intermediate general qualification","32","0.99450859037654","0.969294848020536","1.01972233273254"
"No","2007","direct migration background","(2a) intermediate vocational","116","0.842448017408334","0.781218317713429","0.903677717103239"
"No","2007","direct migration background","(2c_gen) general maturity certificate","90","0.927857221228367","0.876102558386811","0.979611884069924"
"No","2007","direct migration background","(2c_voc) vocational maturity certificate","220","0.89640858923058","0.858405885773521","0.934411292687639"
"No","2007","direct migration background","(3a) lower tertiary education","58","0.846944931231348","0.761370291450903","0.932519571011793"
"No","2007","direct migration background","(3b) higher tertiary education","176","0.87368279182069","0.829069277048336","0.918296306593044"
"No","2007","indirect migration background","(0) in school","42","1","1","1"
"No","2007","indirect migration background","(1a) inadequately completed","6","","",""
"No","2007","indirect migration background","(1b) general elementary school","94","0.947999546369469","0.904041064636245","0.991958028102693"
"No","2007","indirect migration background","(1c) basic vocational qualification","112","0.871174096428413","0.813586296085735","0.928761896771092"
"No","2007","indirect migration background","(2b) intermediate general qualification","56","0.98531294547811","0.954353830138706","1.01627206081751"
"No","2007","indirect migration background","(2a) intermediate vocational","103","0.773258885965751","0.699260349044051","0.84725742288745"
"No","2007","indirect migration background","(2c_gen) general maturity certificate","54","0.77213833882266","0.671701305142132","0.872575372503189"
"No","2007","indirect migration background","(2c_voc) vocational maturity certificate","44","0.799600136531319","0.692833305736838","0.906366967325801"
"No","2007","indirect migration background","(3a) lower tertiary education","17","","",""
"No","2007","indirect migration background","(3b) higher tertiary education","32","0.904889424583293","0.811613738184974","0.998165110981612"
"Yes","2008","no migration background","(0) in school","25","","",""
"Yes","2008","no migration background","(1a) inadequately completed","8","","",""
"Yes","2008","no migration background","(1b) general elementary school","71","0.0702231050425985","0.0548261569244212","0.0856200531607758"
"Yes","2008","no migration background","(1c) basic vocational qualification","713","0.162950996904387","0.15192127385263","0.173980719956145"
"Yes","2008","no migration background","(2b) intermediate general qualification","57","0.170752316586214","0.131663859537176","0.209840773635253"
"Yes","2008","no migration background","(2a) intermediate vocational","898","0.232728276703807","0.219447352660258","0.246009200747356"
"Yes","2008","no migration background","(2c_gen) general maturity certificate","77","0.14464686250582","0.111817985139367","0.177475739872274"
"Yes","2008","no migration background","(2c_voc) vocational maturity certificate","305","0.318415877978204","0.288977244578845","0.347854511377562"
"Yes","2008","no migration background","(3a) lower tertiary education","348","0.319063577853634","0.292669190880481","0.345457964826786"
"Yes","2008","no migration background","(3b) higher tertiary education","394","0.338292193281745","0.311851389553443","0.364732997010046"
"Yes","2008","direct migration background","(0) in school","","","",""
"Yes","2008","direct migration background","(1a) inadequately completed","3","","",""
"Yes","2008","direct migration background","(1b) general elementary school","13","","",""
"Yes","2008","direct migration background","(1c) basic vocational qualification","34","0.0728828192359719","0.0502559739274205","0.0955096645445233"
"Yes","2008","direct migration background","(2b) intermediate general qualification","2","","",""
"Yes","2008","direct migration background","(2a) intermediate vocational","24","","",""
"Yes","2008","direct migration background","(2c_gen) general maturity certificate","7","","",""
"Yes","2008","direct migration background","(2c_voc) vocational maturity certificate","26","","",""
"Yes","2008","direct migration background","(3a) lower tertiary education","9","","",""
"Yes","2008","direct migration background","(3b) higher tertiary education","39","0.192006691741627","0.136293307355093","0.247720076128161"
"Yes","2008","indirect migration background","(0) in school","3","","",""
"Yes","2008","indirect migration background","(1a) inadequately completed","1","","",""
"Yes","2008","indirect migration background","(1b) general elementary school","5","","",""
"Yes","2008","indirect migration background","(1c) basic vocational qualification","21","","",""
"Yes","2008","indirect migration background","(2b) intermediate general qualification","5","","",""
"Yes","2008","indirect migration background","(2a) intermediate vocational","23","","",""
"Yes","2008","indirect migration background","(2c_gen) general maturity certificate","15","","",""
"Yes","2008","indirect migration background","(2c_voc) vocational maturity certificate","11","","",""
"Yes","2008","indirect migration background","(3a) lower tertiary education","5","","",""
"Yes","2008","indirect migration background","(3b) higher tertiary education","11","","",""
"No","2008","no migration background","(0) in school","200","0.882803243881737","0.840774482846074","0.924832004917399"
"No","2008","no migration background","(1a) inadequately completed","59","0.946080795033034","0.891999567212425","1.00016202285364"
"No","2008","no migration background","(1b) general elementary school","987","0.929776894957402","0.914379946839224","0.945173843075579"
"No","2008","no migration background","(1c) basic vocational qualification","3594","0.837049003095613","0.826019280043855","0.84807872614737"
"No","2008","no migration background","(2b) intermediate general qualification","299","0.829247683413786","0.790159226364747","0.868336140462824"
"No","2008","no migration background","(2a) intermediate vocational","2991","0.767271723296193","0.753990799252644","0.780552647339742"
"No","2008","no migration background","(2c_gen) general maturity certificate","364","0.85535313749418","0.822524260127726","0.888182014860633"
"No","2008","no migration background","(2c_voc) vocational maturity certificate","657","0.681584122021796","0.652145488622438","0.711022755421155"
"No","2008","no migration background","(3a) lower tertiary education","850","0.680936422146366","0.654542035173214","0.707330809119518"
"No","2008","no migration background","(3b) higher tertiary education","836","0.661707806718255","0.635267002989954","0.688148610446557"
"No","2008","direct migration background","(0) in school","10","","",""
"No","2008","direct migration background","(1a) inadequately completed","105","0.911919129407761","0.858468210532019","0.965370048283502"
"No","2008","direct migration background","(1b) general elementary school","385","0.954255747820257","0.933729611287447","0.974781884353066"
"No","2008","direct migration background","(1c) basic vocational qualification","473","0.927117180764028","0.904490335455477","0.94974402607258"
"No","2008","direct migration background","(2b) intermediate general qualification","28","","",""
"No","2008","direct migration background","(2a) intermediate vocational","103","0.754217502563266","0.67933678280192","0.829098222324613"
"No","2008","direct migration background","(2c_gen) general maturity certificate","85","0.863668495948338","0.793551091811878","0.933785900084799"
"No","2008","direct migration background","(2c_voc) vocational maturity certificate","201","0.892801142972368","0.85255654357984","0.933045742364896"
"No","2008","direct migration background","(3a) lower tertiary education","55","0.845228876511202","0.756617346662192","0.933840406360211"
"No","2008","direct migration background","(3b) higher tertiary education","153","0.807993308258373","0.752279923871839","0.863706692644907"
"No","2008","indirect migration background","(0) in school","43","0.913833200293767","0.832742206484056","0.994924194103478"
"No","2008","indirect migration background","(1a) inadequately completed","6","","",""
"No","2008","indirect migration background","(1b) general elementary school","92","0.940934461708723","0.894019756210693","0.987849167206752"
"No","2008","indirect migration background","(1c) basic vocational qualification","108","0.813613953428679","0.746413975837298","0.880813931020061"
"No","2008","indirect migration background","(2b) intermediate general qualification","57","0.960827622412745","0.912536761017016","1.00911848380847"
"No","2008","indirect migration background","(2a) intermediate vocational","93","0.784435181501256","0.709603316437598","0.859267046564913"
"No","2008","indirect migration background","(2c_gen) general maturity certificate","50","0.680444205385737","0.567083896324393","0.793804514447082"
"No","2008","indirect migration background","(2c_voc) vocational maturity certificate","37","0.829552721283527","0.723176513406221","0.935928929160833"
"No","2008","indirect migration background","(3a) lower tertiary education","14","","",""
"No","2008","indirect migration background","(3b) higher tertiary education","33","0.819772539226971","0.706198540207212","0.93334653824673"
"Yes","2009","no migration background","(0) in school","","","",""
"Yes","2009","no migration background","(1a) inadequately completed","","","",""
"Yes","2009","no migration background","(1b) general elementary school","","","",""
"Yes","2009","no migration background","(1c) basic vocational qualification","","","",""
"Yes","2009","no migration background","(2b) intermediate general qualification","","","",""
"Yes","2009","no migration background","(2a) intermediate vocational","","","",""
"Yes","2009","no migration background","(2c_gen) general maturity certificate","","","",""
"Yes","2009","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Yes","2009","no migration background","(3a) lower tertiary education","","","",""
"Yes","2009","no migration background","(3b) higher tertiary education","","","",""
"Yes","2009","direct migration background","(0) in school","","","",""
"Yes","2009","direct migration background","(1a) inadequately completed","","","",""
"Yes","2009","direct migration background","(1b) general elementary school","","","",""
"Yes","2009","direct migration background","(1c) basic vocational qualification","","","",""
"Yes","2009","direct migration background","(2b) intermediate general qualification","","","",""
"Yes","2009","direct migration background","(2a) intermediate vocational","","","",""
"Yes","2009","direct migration background","(2c_gen) general maturity certificate","","","",""
"Yes","2009","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Yes","2009","direct migration background","(3a) lower tertiary education","","","",""
"Yes","2009","direct migration background","(3b) higher tertiary education","","","",""
"Yes","2009","indirect migration background","(0) in school","","","",""
"Yes","2009","indirect migration background","(1a) inadequately completed","","","",""
"Yes","2009","indirect migration background","(1b) general elementary school","","","",""
"Yes","2009","indirect migration background","(1c) basic vocational qualification","","","",""
"Yes","2009","indirect migration background","(2b) intermediate general qualification","","","",""
"Yes","2009","indirect migration background","(2a) intermediate vocational","","","",""
"Yes","2009","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Yes","2009","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Yes","2009","indirect migration background","(3a) lower tertiary education","","","",""
"Yes","2009","indirect migration background","(3b) higher tertiary education","","","",""
"No","2009","no migration background","(0) in school","","","",""
"No","2009","no migration background","(1a) inadequately completed","","","",""
"No","2009","no migration background","(1b) general elementary school","","","",""
"No","2009","no migration background","(1c) basic vocational qualification","","","",""
"No","2009","no migration background","(2b) intermediate general qualification","","","",""
"No","2009","no migration background","(2a) intermediate vocational","","","",""
"No","2009","no migration background","(2c_gen) general maturity certificate","","","",""
"No","2009","no migration background","(2c_voc) vocational maturity certificate","","","",""
"No","2009","no migration background","(3a) lower tertiary education","","","",""
"No","2009","no migration background","(3b) higher tertiary education","","","",""
"No","2009","direct migration background","(0) in school","","","",""
"No","2009","direct migration background","(1a) inadequately completed","","","",""
"No","2009","direct migration background","(1b) general elementary school","","","",""
"No","2009","direct migration background","(1c) basic vocational qualification","","","",""
"No","2009","direct migration background","(2b) intermediate general qualification","","","",""
"No","2009","direct migration background","(2a) intermediate vocational","","","",""
"No","2009","direct migration background","(2c_gen) general maturity certificate","","","",""
"No","2009","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"No","2009","direct migration background","(3a) lower tertiary education","","","",""
"No","2009","direct migration background","(3b) higher tertiary education","","","",""
"No","2009","indirect migration background","(0) in school","","","",""
"No","2009","indirect migration background","(1a) inadequately completed","","","",""
"No","2009","indirect migration background","(1b) general elementary school","","","",""
"No","2009","indirect migration background","(1c) basic vocational qualification","","","",""
"No","2009","indirect migration background","(2b) intermediate general qualification","","","",""
"No","2009","indirect migration background","(2a) intermediate vocational","","","",""
"No","2009","indirect migration background","(2c_gen) general maturity certificate","","","",""
"No","2009","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"No","2009","indirect migration background","(3a) lower tertiary education","","","",""
