"ple0098_v5","year","bula_h","sex","n","percent","lower_confidence","upper_confidence"
"No","2004","Baden-Württemberg","Male","872","0.856931105236537","0.835485234823285","0.878376975649789"
"No","2004","Baden-Württemberg","Female","1015","0.845562143444918","0.825099142222391","0.866025144667445"
"No","2004","Bavaria","Male","948","0.857011621294599","0.836399535697477","0.877623706891721"
"No","2004","Bavaria","Female","1126","0.826443459395342","0.806292986942425","0.846593931848259"
"No","2004","Berlin","Male","292","0.941075492681715","0.915029346189694","0.967121639173737"
"No","2004","Berlin","Female","322","0.920063356126449","0.891812716684418","0.94831399556848"
"No","2004","Brandenburg","Male","361","0.919425829096416","0.892412876265968","0.946438781926865"
"No","2004","Brandenburg","Female","430","0.937729407831043","0.915718504757079","0.959740310905006"
"No","2004","Mecklenburg-Western Pomerania","Male","199","0.965181765709252","0.940087234534663","0.990276296883841"
"No","2004","Mecklenburg-Western Pomerania","Female","243","0.921398390847323","0.888686860645147","0.954109921049499"
"No","2004","Saxony","Male","627","0.930560029099877","0.911537730472535","0.94958232772722"
"No","2004","Saxony","Female","718","0.943407621883577","0.927087199633795","0.959728044133358"
"No","2004","Saxony-Anhalt","Male","370","0.966360098019487","0.948373406178485","0.984346789860489"
"No","2004","Saxony-Anhalt","Female","448","0.956411275937677","0.938107378872038","0.974715173003316"
"No","2004","Thuringia","Male","392","0.955764450913046","0.936076422504983","0.975452479321108"
"No","2004","Thuringia","Female","429","0.961632918000178","0.943964233720676","0.97930160227968"
"Yes","2005","Schleswig-Holstein","Male","19","","",""
"Yes","2005","Schleswig-Holstein","Female","24","","",""
"Yes","2005","Hamburg","Male","14","","",""
"Yes","2005","Hamburg","Female","18","","",""
"Yes","2005","Lower Saxony","Male","92","0.122063616867689","0.097795608054938","0.14633162568044"
"Yes","2005","Lower Saxony","Female","122","0.124415680440238","0.101934481443946","0.146896879436531"
"Yes","2005","Bremen","Male","7","","",""
"Yes","2005","Bremen","Female","10","","",""
"Yes","2005","North Rhine-Westphalia","Male","263","0.144648647743132","0.127778483235436","0.161518812250827"
"Yes","2005","North Rhine-Westphalia","Female","352","0.178889932812757","0.161719914309318","0.196059951316196"
"Yes","2005","Hesse","Male","70","0.141903637319639","0.111438887420735","0.172368387218542"
"Yes","2005","Hesse","Female","86","0.121517440044123","0.0955681594195174","0.147466720668728"
"Yes","2005","Rhineland-Palatinate,Saarland","Male","57","0.127912108214773","0.0973574306511677","0.158466785778377"
"Yes","2005","Rhineland-Palatinate,Saarland","Female","72","0.116297937876577","0.0901854801178331","0.142410395635322"
"Yes","2005","Baden-Württemberg","Male","144","0.129319369430427","0.108235374574041","0.150403364286813"
"Yes","2005","Baden-Württemberg","Female","193","0.180745887349337","0.15858243866482","0.202909336033855"
"Yes","2005","Bavaria","Male","165","0.153575134228414","0.131652387037047","0.175497881419781"
"Yes","2005","Bavaria","Female","234","0.173561456105698","0.152949935757796","0.1941729764536"
"Yes","2005","Berlin","Male","20","","",""
"Yes","2005","Berlin","Female","30","0.0792267354950581","0.0505596770043304","0.107893793985786"
"Yes","2005","Brandenburg","Male","33","0.12877243871878","0.0950954263896658","0.162449451047895"
"Yes","2005","Brandenburg","Female","38","0.0693319376048677","0.0457573157251315","0.0929065594846038"
"Yes","2005","Mecklenburg-Western Pomerania","Male","4","","",""
"Yes","2005","Mecklenburg-Western Pomerania","Female","13","","",""
"Yes","2005","Saxony","Male","63","0.0747430840691244","0.0546497584993668","0.094836409638882"
"Yes","2005","Saxony","Female","66","0.0720365564847282","0.0533449629831283","0.0907281499863281"
"Yes","2005","Saxony-Anhalt","Male","24","","",""
"Yes","2005","Saxony-Anhalt","Female","32","0.0487177665223211","0.0288495814024599","0.0685859516421822"
"Yes","2005","Thuringia","Male","23","","",""
"Yes","2005","Thuringia","Female","39","0.0557920143049054","0.0342973389044403","0.0772866897053705"
"No","2005","Schleswig-Holstein","Male","218","0.932148768479011","0.900130680000879","0.964166856957144"
"No","2005","Schleswig-Holstein","Female","270","0.953946974339274","0.929988143155596","0.977905805522953"
"No","2005","Hamburg","Male","105","0.840291129136206","0.774471713932453","0.90611054433996"
"No","2005","Hamburg","Female","110","0.899082389493857","0.846899715338416","0.951265063649297"
"No","2005","Lower Saxony","Male","607","0.877936383132311","0.85366837431956","0.902204391945062"
"No","2005","Lower Saxony","Female","706","0.875584319559762","0.853103120563469","0.898065518556054"
"No","2005","Bremen","Male","47","0.887976450386934","0.803855029426388","0.972097871347481"
"No","2005","Bremen","Female","66","0.857608687895171","0.779043957079447","0.936173418710895"
"No","2005","North Rhine-Westphalia","Male","1407","0.855351352256869","0.838481187749173","0.872221516764564"
"No","2005","North Rhine-Westphalia","Female","1562","0.821110067187243","0.803940048683804","0.838280085690682"
"No","2005","Hesse","Male","434","0.858096362680361","0.827631612781458","0.888561112579265"
"No","2005","Hesse","Female","523","0.878482559955877","0.852533279331272","0.904431840580483"
"No","2005","Rhineland-Palatinate,Saarland","Male","402","0.872087891785227","0.841533214221623","0.902642569348832"
"No","2005","Rhineland-Palatinate,Saarland","Female","507","0.883702062123423","0.857589604364678","0.909814519882167"
"No","2005","Baden-Württemberg","Male","829","0.870680630569573","0.849596635713187","0.891764625425959"
"No","2005","Baden-Württemberg","Female","965","0.819254112650663","0.797090663966145","0.84141756133518"
"No","2005","Bavaria","Male","874","0.846424865771586","0.824502118580219","0.868347612962953"
"No","2005","Bavaria","Female","1063","0.826438543894302","0.8058270235464","0.847050064242204"
"No","2005","Berlin","Male","270","0.939459901824608","0.91201196050225","0.966907843146966"
"No","2005","Berlin","Female","311","0.920773264504942","0.892106206014214","0.94944032299567"
"No","2005","Brandenburg","Male","347","0.87122756128122","0.837550548952105","0.904904573610334"
"No","2005","Brandenburg","Female","408","0.930668062395132","0.907093440515396","0.954242684274868"
"No","2005","Mecklenburg-Western Pomerania","Male","192","0.983387558423513","0.965493899974715","1.00128121687231"
"No","2005","Mecklenburg-Western Pomerania","Female","243","0.96576802345774","0.943494931648889","0.98804111526659"
"No","2005","Saxony","Male","595","0.925256915930876","0.905163590361118","0.945350241500633"
"No","2005","Saxony","Female","669","0.927963443515272","0.909271850013672","0.946655037016872"
"No","2005","Saxony-Anhalt","Male","359","0.95033640766352","0.928579034874122","0.972093780452918"
"No","2005","Saxony-Anhalt","Female","419","0.951282233477679","0.931414048357818","0.97115041859754"
"No","2005","Thuringia","Male","365","0.951354583590829","0.929949131813459","0.9727600353682"
"No","2005","Thuringia","Female","399","0.944207985695095","0.922713310294629","0.96570266109556"
"Yes","2006","Schleswig-Holstein","Male","33","0.112966172740236","0.0734891935192852","0.152443151961187"
"Yes","2006","Schleswig-Holstein","Female","43","0.107291031645506","0.0733293326087365","0.141252730682276"
"Yes","2006","Hamburg","Male","19","","",""
"Yes","2006","Hamburg","Female","22","","",""
"Yes","2006","Lower Saxony","Male","113","0.129269378826415","0.105557025317477","0.152981732335354"
"Yes","2006","Lower Saxony","Female","152","0.149553466914034","0.126279705797779","0.172827228030289"
"Yes","2006","Bremen","Male","7","","",""
"Yes","2006","Bremen","Female","11","","",""
"Yes","2006","North Rhine-Westphalia","Male","309","0.165029002242934","0.147486170421406","0.182571834064462"
"Yes","2006","North Rhine-Westphalia","Female","406","0.177605861406147","0.160955966855896","0.194255755956398"
"Yes","2006","Hesse","Male","99","0.143733642182064","0.114226181837121","0.173241102527007"
"Yes","2006","Hesse","Female","108","0.13926895212733","0.112693223429306","0.165844680825353"
"Yes","2006","Rhineland-Palatinate,Saarland","Male","51","0.0758190129902776","0.0518876882464445","0.0997503377341108"
"Yes","2006","Rhineland-Palatinate,Saarland","Female","82","0.148003645801845","0.119707617664181","0.17629967393951"
"Yes","2006","Baden-Württemberg","Male","191","0.165393813902444","0.142835083077181","0.187952544727706"
"Yes","2006","Baden-Württemberg","Female","229","0.169584351436316","0.14875597040679","0.190412732465842"
"Yes","2006","Bavaria","Male","219","0.17827505279769","0.1560570924013","0.20049301319408"
"Yes","2006","Bavaria","Female","306","0.214783989283684","0.193325627273206","0.236242351294161"
"Yes","2006","Berlin","Male","22","","",""
"Yes","2006","Berlin","Female","49","0.117490002469859","0.0843650661560727","0.150614938783644"
"Yes","2006","Brandenburg","Male","47","0.153437472051239","0.118678389650043","0.188196554452435"
"Yes","2006","Brandenburg","Female","48","0.0960325162336752","0.0693386965109651","0.122726335956385"
"Yes","2006","Mecklenburg-Western Pomerania","Male","10","","",""
"Yes","2006","Mecklenburg-Western Pomerania","Female","21","","",""
"Yes","2006","Saxony","Male","66","0.0904435298476046","0.0689805697174913","0.111906489977718"
"Yes","2006","Saxony","Female","77","0.0824256678577263","0.0631258746723815","0.101725461043071"
"Yes","2006","Saxony-Anhalt","Male","24","","",""
"Yes","2006","Saxony-Anhalt","Female","37","0.0738362871551307","0.0498869136162974","0.0977856606939639"
"Yes","2006","Thuringia","Male","28","","",""
"Yes","2006","Thuringia","Female","47","0.0697584345855353","0.0466297269544888","0.0928871422165818"
"No","2006","Schleswig-Holstein","Male","214","0.887033827259764","0.847556848038813","0.926510806480715"
"No","2006","Schleswig-Holstein","Female","276","0.892708968354494","0.858747269317724","0.926670667391263"
"No","2006","Hamburg","Male","100","0.808979192762924","0.738350100589908","0.87960828493594"
"No","2006","Hamburg","Female","118","0.852294285144621","0.79352133231236","0.911067237976881"
"No","2006","Lower Saxony","Male","656","0.870730621173585","0.847018267664646","0.894442974682523"
"No","2006","Lower Saxony","Female","750","0.850446533085966","0.827172771969711","0.873720294202221"
"No","2006","Bremen","Male","45","0.916327174664592","0.841067225743918","0.991587123585266"
"No","2006","Bremen","Female","65","0.915941362455538","0.853558355598926","0.97832436931215"
"No","2006","North Rhine-Westphalia","Male","1411","0.834970997757066","0.817428165935538","0.852513829578594"
"No","2006","North Rhine-Westphalia","Female","1618","0.822394138593853","0.805744244043602","0.839044033144104"
"No","2006","Hesse","Male","444","0.856266357817936","0.826758897472993","0.885773818162879"
"No","2006","Hesse","Female","544","0.86073104787267","0.834155319174647","0.887306776570694"
"No","2006","Rhineland-Palatinate,Saarland","Male","419","0.924180987009722","0.900249662265889","0.948112311753555"
"No","2006","Rhineland-Palatinate,Saarland","Female","523","0.851996354198155","0.82370032606049","0.880292382335819"
"No","2006","Baden-Württemberg","Male","851","0.834606186097556","0.812047455272293","0.857164916922819"
"No","2006","Baden-Württemberg","Female","1018","0.830415648563684","0.809587267534158","0.85124402959321"
"No","2006","Bavaria","Male","921","0.82172494720231","0.79950698680592","0.8439429075987"
"No","2006","Bavaria","Female","1101","0.785216010716317","0.76375764870584","0.806674372726794"
"No","2006","Berlin","Male","262","0.90994248717987","0.876649262079431","0.943235712280308"
"No","2006","Berlin","Female","314","0.882509997530141","0.849385061216356","0.915634933843927"
"No","2006","Brandenburg","Male","366","0.846562527948761","0.811803445547565","0.881321610349957"
"No","2006","Brandenburg","Female","420","0.903967483766325","0.877273664043615","0.930661303489035"
"No","2006","Mecklenburg-Western Pomerania","Male","206","0.969648144825219","0.946769993854568","0.99252629579587"
"No","2006","Mecklenburg-Western Pomerania","Female","253","0.929033677591648","0.898630800182123","0.959436555001173"
"No","2006","Saxony","Male","620","0.909556470152395","0.888093510022282","0.931019430282509"
"No","2006","Saxony","Female","703","0.917574332142274","0.898274538956929","0.936874125327618"
"No","2006","Saxony-Anhalt","Male","370","0.954152263497362","0.933499994540075","0.974804532454649"
"No","2006","Saxony-Anhalt","Female","421","0.926163712844869","0.902214339306036","0.950113086383703"
"No","2006","Thuringia","Male","381","0.95505768285763","0.934979289035046","0.975136076680213"
"No","2006","Thuringia","Female","419","0.930241565414465","0.907112857783418","0.953370273045511"
"Yes","2007","Schleswig-Holstein","Male","29","","",""
"Yes","2007","Schleswig-Holstein","Female","46","0.169158147542685","0.125402997261163","0.212913297824206"
"Yes","2007","Hamburg","Male","24","","",""
"Yes","2007","Hamburg","Female","22","","",""
"Yes","2007","Lower Saxony","Male","113","0.145308867993721","0.119386804183882","0.17123093180356"
"Yes","2007","Lower Saxony","Female","156","0.181721627272918","0.155550712045028","0.207892542500808"
"Yes","2007","Bremen","Male","4","","",""
"Yes","2007","Bremen","Female","18","","",""
"Yes","2007","North Rhine-Westphalia","Male","290","0.167633176958524","0.149138320653397","0.186128033263651"
"Yes","2007","North Rhine-Westphalia","Female","417","0.198752390535257","0.180766088565136","0.216738692505378"
"Yes","2007","Hesse","Male","95","0.151590341883768","0.120496369460229","0.182684314307307"
"Yes","2007","Hesse","Female","121","0.160523176573879","0.131344235343077","0.18970211780468"
"Yes","2007","Rhineland-Palatinate,Saarland","Male","58","0.135922044942172","0.102989686154645","0.168854403729699"
"Yes","2007","Rhineland-Palatinate,Saarland","Female","81","0.139523072401199","0.110876506712758","0.16816963808964"
"Yes","2007","Baden-Württemberg","Male","186","0.168493357775723","0.144653846082717","0.19233286946873"
"Yes","2007","Baden-Württemberg","Female","231","0.207972262320177","0.184464123243008","0.231480401397347"
"Yes","2007","Bavaria","Male","202","0.181634654750845","0.158630284958227","0.204639024543463"
"Yes","2007","Bavaria","Female","306","0.22400670786674","0.201616636704667","0.246396779028814"
"Yes","2007","Berlin","Male","36","0.107367179639093","0.0705766671971507","0.144157692081035"
"Yes","2007","Berlin","Female","51","0.111797859925041","0.0788317892385437","0.144763930611538"
"Yes","2007","Brandenburg","Male","42","0.116073376728674","0.0833913241211814","0.148755429336166"
"Yes","2007","Brandenburg","Female","55","0.123674572764751","0.092485739939885","0.154863405589618"
"Yes","2007","Mecklenburg-Western Pomerania","Male","14","","",""
"Yes","2007","Mecklenburg-Western Pomerania","Female","23","","",""
"Yes","2007","Saxony","Male","78","0.101488107682577","0.0786226350937792","0.124353580271376"
"Yes","2007","Saxony","Female","83","0.101987773827853","0.0798824427601255","0.12409310489558"
"Yes","2007","Saxony-Anhalt","Male","29","","",""
"Yes","2007","Saxony-Anhalt","Female","36","0.0732076305148836","0.0485304461089997","0.0978848149207676"
"Yes","2007","Thuringia","Male","32","0.0642187675365629","0.0402252427264213","0.0882122923467044"
"Yes","2007","Thuringia","Female","45","0.0752966904788245","0.0507526670985651","0.099840713859084"
"No","2007","Schleswig-Holstein","Male","210","0.896398348067777","0.857763162328821","0.935033533806733"
"No","2007","Schleswig-Holstein","Female","236","0.830841852457315","0.787086702175794","0.874597002738837"
"No","2007","Hamburg","Male","87","0.781068246403191","0.704140064135939","0.857996428670443"
"No","2007","Hamburg","Female","114","0.844448303937154","0.783536347885879","0.90536025998843"
"No","2007","Lower Saxony","Male","597","0.854691132006279","0.82876906819644","0.880613195816118"
"No","2007","Lower Saxony","Female","678","0.818278372727082","0.792107457499192","0.844449287954972"
"No","2007","Bremen","Male","50","0.976485745166828","0.936070075869408","1.01690141446425"
"No","2007","Bremen","Female","58","0.79481427398303","0.704022250255435","0.885606297710625"
"No","2007","North Rhine-Westphalia","Male","1277","0.832366823041476","0.813871966736349","0.850861679346603"
"No","2007","North Rhine-Westphalia","Female","1474","0.801247609464743","0.783261307494622","0.819233911434864"
"No","2007","Hesse","Male","416","0.848409658116232","0.817315685692693","0.879503630539771"
"No","2007","Hesse","Female","487","0.839476823426122","0.81029788219532","0.868655764656923"
"No","2007","Rhineland-Palatinate,Saarland","Male","358","0.864077955057828","0.831145596270301","0.897010313845355"
"No","2007","Rhineland-Palatinate,Saarland","Female","481","0.860476927598801","0.83183036191036","0.889123493287242"
"No","2007","Baden-Württemberg","Male","761","0.831506642224277","0.80766713053127","0.855346153917283"
"No","2007","Baden-Württemberg","Female","914","0.792027737679823","0.768519598602653","0.815535876756992"
"No","2007","Bavaria","Male","877","0.818365345249155","0.795360975456537","0.841369715041773"
"No","2007","Bavaria","Female","1026","0.77599329213326","0.753603220971186","0.798383363295333"
"No","2007","Berlin","Male","236","0.892632820360907","0.855842307918965","0.929423332802849"
"No","2007","Berlin","Female","300","0.888202140074959","0.855236069388462","0.921168210761456"
"No","2007","Brandenburg","Male","327","0.883926623271326","0.851244570663834","0.916608675878819"
"No","2007","Brandenburg","Female","373","0.876325427235249","0.845136594410382","0.907514260060115"
"No","2007","Mecklenburg-Western Pomerania","Male","191","0.948807120965137","0.918637843759257","0.978976398171016"
"No","2007","Mecklenburg-Western Pomerania","Female","230","0.936814661811998","0.906835269376665","0.966794054247331"
"No","2007","Saxony","Male","592","0.898511892317423","0.875646419728624","0.921377364906221"
"No","2007","Saxony","Female","637","0.898012226172147","0.87590689510442","0.920117557239874"
"No","2007","Saxony-Anhalt","Male","350","0.940417205990132","0.916585825447096","0.964248586533168"
"No","2007","Saxony-Anhalt","Female","392","0.926792369485116","0.902115185079232","0.951469553891"
"No","2007","Thuringia","Male","369","0.935781232463437","0.911787707653296","0.959774757273579"
"No","2007","Thuringia","Female","399","0.924703309521175","0.900159286140916","0.949247332901435"
"Yes","2008","Schleswig-Holstein","Male","37","0.141064465811874","0.0948573412548775","0.187271590368871"
"Yes","2008","Schleswig-Holstein","Female","50","0.193657682543571","0.145990089927128","0.241325275160015"
"Yes","2008","Hamburg","Male","28","","",""
"Yes","2008","Hamburg","Female","34","0.292333719180371","0.21444650860499","0.370220929755752"
"Yes","2008","Lower Saxony","Male","136","0.180896456827774","0.151985732832451","0.209807180823098"
"Yes","2008","Lower Saxony","Female","174","0.201056459434676","0.173335556093604","0.228777362775748"
"Yes","2008","Bremen","Male","8","","",""
"Yes","2008","Bremen","Female","18","","",""
"Yes","2008","North Rhine-Westphalia","Male","299","0.193714272427937","0.173497568114638","0.213930976741236"
"Yes","2008","North Rhine-Westphalia","Female","417","0.207312821561056","0.188517497725548","0.226108145396564"
"Yes","2008","Hesse","Male","104","0.172431221330933","0.139018077048065","0.2058443656138"
"Yes","2008","Hesse","Female","118","0.170540474478921","0.139878825689153","0.201202123268689"
"Yes","2008","Rhineland-Palatinate,Saarland","Male","47","0.10486171249869","0.0742978682149405","0.135425556782441"
"Yes","2008","Rhineland-Palatinate,Saarland","Female","89","0.156562757148705","0.125537642091809","0.1875878722056"
"Yes","2008","Baden-Württemberg","Male","212","0.221836405753824","0.195104743373518","0.248568068134129"
"Yes","2008","Baden-Württemberg","Female","267","0.256153728166327","0.230144563960122","0.282162892372533"
"Yes","2008","Bavaria","Male","211","0.208233082099164","0.183387570136734","0.233078594061594"
"Yes","2008","Bavaria","Female","330","0.273006823199114","0.248230365728476","0.297783280669753"
"Yes","2008","Berlin","Male","40","0.139481276997037","0.0975309292937022","0.181431624700371"
"Yes","2008","Berlin","Female","71","0.167182860830718","0.127344281389051","0.207021440272385"
"Yes","2008","Brandenburg","Male","45","0.13558687287726","0.100024347715025","0.171149398039494"
"Yes","2008","Brandenburg","Female","52","0.124044203749941","0.0920591310133174","0.156029276486565"
"Yes","2008","Mecklenburg-Western Pomerania","Male","14","","",""
"Yes","2008","Mecklenburg-Western Pomerania","Female","32","0.113173223278451","0.0730089066627966","0.153337539894106"
"Yes","2008","Saxony","Male","86","0.109643012978544","0.08534147304949","0.133944552907598"
"Yes","2008","Saxony","Female","107","0.142554995788578","0.11663685401694","0.168473137560216"
"Yes","2008","Saxony-Anhalt","Male","36","0.0869697992733566","0.0577798471193054","0.116159751427408"
"Yes","2008","Saxony-Anhalt","Female","49","0.0996989313948141","0.0707344128058334","0.128663449983795"
"Yes","2008","Thuringia","Male","33","0.0766081393483611","0.0502116442350457","0.103004634461676"
"Yes","2008","Thuringia","Female","54","0.111246598443494","0.0815266623333948","0.140966534553594"
"No","2008","Schleswig-Holstein","Male","181","0.858935534188126","0.812728409631129","0.905142658745123"
"No","2008","Schleswig-Holstein","Female","214","0.806342317456429","0.758674724839985","0.854009910072872"
"No","2008","Hamburg","Male","76","0.686234776673219","0.597054218529804","0.775415334816634"
"No","2008","Hamburg","Female","97","0.707666280819629","0.629779070244248","0.78555349139501"
"No","2008","Lower Saxony","Male","545","0.819103543172225","0.790192819176902","0.848014267167549"
"No","2008","Lower Saxony","Female","629","0.798943540565324","0.771222637224252","0.826664443906396"
"No","2008","Bremen","Male","44","0.870897575378376","0.779760065302277","0.962035085454476"
"No","2008","Bremen","Female","51","0.804596521354134","0.711038987289624","0.898154055418645"
"No","2008","North Rhine-Westphalia","Male","1169","0.806285727572063","0.786069023258764","0.826502431885362"
"No","2008","North Rhine-Westphalia","Female","1370","0.792687178438944","0.773891854603436","0.811482502274452"
"No","2008","Hesse","Male","387","0.827568778669067","0.794155634386199","0.860981922951935"
"No","2008","Hesse","Female","460","0.829459525521079","0.798797876731311","0.860121174310847"
"No","2008","Rhineland-Palatinate,Saarland","Male","339","0.89513828750131","0.864574443217559","0.92570213178506"
"No","2008","Rhineland-Palatinate,Saarland","Female","438","0.843437242851295","0.8124121277944","0.874462357908191"
"No","2008","Baden-Württemberg","Male","716","0.778163594246176","0.751431931865871","0.804895256626482"
"No","2008","Baden-Württemberg","Female","815","0.743846271833672","0.717837107627467","0.769855436039878"
"No","2008","Bavaria","Male","815","0.791766917900836","0.766921405938406","0.816612429863266"
"No","2008","Bavaria","Female","912","0.726993176800886","0.702216719330247","0.751769634271524"
"No","2008","Berlin","Male","222","0.860518723002963","0.818568375299629","0.902469070706298"
"No","2008","Berlin","Female","266","0.832817139169282","0.792978559727615","0.872655718610949"
"No","2008","Brandenburg","Male","311","0.86441312712274","0.828850601960506","0.899975652284975"
"No","2008","Brandenburg","Female","356","0.875955796250059","0.843970723513435","0.907940868986683"
"No","2008","Mecklenburg-Western Pomerania","Male","192","0.924157796590273","0.888004906766799","0.960310686413746"
"No","2008","Mecklenburg-Western Pomerania","Female","207","0.886826776721549","0.846662460105894","0.926991093337203"
"No","2008","Saxony","Male","549","0.890356987021456","0.866055447092402","0.91465852695051"
"No","2008","Saxony","Female","592","0.857445004211422","0.831526862439784","0.88336314598306"
"No","2008","Saxony-Anhalt","Male","322","0.913030200726643","0.883840248572592","0.942220152880695"
"No","2008","Saxony-Anhalt","Female","362","0.900301068605186","0.871336550016205","0.929265587194167"
"No","2008","Thuringia","Male","357","0.923391860651639","0.896995365538324","0.949788355764954"
"No","2008","Thuringia","Female","376","0.888753401556506","0.859033465446406","0.918473337666605"
"Yes","2009","Schleswig-Holstein","Male","","","",""
"Yes","2009","Schleswig-Holstein","Female","","","",""
"Yes","2009","Hamburg","Male","","","",""
"Yes","2009","Hamburg","Female","","","",""
"Yes","2009","Lower Saxony","Male","","","",""
"Yes","2009","Lower Saxony","Female","","","",""
"Yes","2009","Bremen","Male","","","",""
"Yes","2009","Bremen","Female","","","",""
"Yes","2009","North Rhine-Westphalia","Male","","","",""
"Yes","2009","North Rhine-Westphalia","Female","","","",""
"Yes","2009","Hesse","Male","","","",""
"Yes","2009","Hesse","Female","","","",""
"Yes","2009","Rhineland-Palatinate,Saarland","Male","","","",""
"Yes","2009","Rhineland-Palatinate,Saarland","Female","","","",""
"Yes","2009","Baden-Württemberg","Male","","","",""
"Yes","2009","Baden-Württemberg","Female","","","",""
"Yes","2009","Bavaria","Male","","","",""
"Yes","2009","Bavaria","Female","","","",""
"Yes","2009","Berlin","Male","","","",""
"Yes","2009","Berlin","Female","","","",""
"Yes","2009","Brandenburg","Male","","","",""
"Yes","2009","Brandenburg","Female","","","",""
"Yes","2009","Mecklenburg-Western Pomerania","Male","","","",""
"Yes","2009","Mecklenburg-Western Pomerania","Female","","","",""
"Yes","2009","Saxony","Male","","","",""
"Yes","2009","Saxony","Female","","","",""
"Yes","2009","Saxony-Anhalt","Male","","","",""
"Yes","2009","Saxony-Anhalt","Female","","","",""
"Yes","2009","Thuringia","Male","","","",""
"Yes","2009","Thuringia","Female","","","",""
"No","2009","Schleswig-Holstein","Male","","","",""
"No","2009","Schleswig-Holstein","Female","","","",""
"No","2009","Hamburg","Male","","","",""
"No","2009","Hamburg","Female","","","",""
"No","2009","Lower Saxony","Male","","","",""
"No","2009","Lower Saxony","Female","","","",""
"No","2009","Bremen","Male","","","",""
"No","2009","Bremen","Female","","","",""
"No","2009","North Rhine-Westphalia","Male","","","",""
"No","2009","North Rhine-Westphalia","Female","","","",""
"No","2009","Hesse","Male","","","",""
"No","2009","Hesse","Female","","","",""
"No","2009","Rhineland-Palatinate,Saarland","Male","","","",""
"No","2009","Rhineland-Palatinate,Saarland","Female","","","",""
"No","2009","Baden-Württemberg","Male","","","",""
"No","2009","Baden-Württemberg","Female","","","",""
"No","2009","Bavaria","Male","","","",""
"No","2009","Bavaria","Female","","","",""
"No","2009","Berlin","Male","","","",""
"No","2009","Berlin","Female","","","",""
"No","2009","Brandenburg","Male","","","",""
"No","2009","Brandenburg","Female","","","",""
"No","2009","Mecklenburg-Western Pomerania","Male","","","",""
"No","2009","Mecklenburg-Western Pomerania","Female","","","",""
"No","2009","Saxony","Male","","","",""
"No","2009","Saxony","Female","","","",""
"No","2009","Saxony-Anhalt","Male","","","",""
"No","2009","Saxony-Anhalt","Female","","","",""
"No","2009","Thuringia","Male","","","",""
"No","2009","Thuringia","Female","","","",""
"Yes","2010","Schleswig-Holstein","Male","54","0.195777219637223","0.149382965760217","0.242171473514229"
"Yes","2010","Schleswig-Holstein","Female","87","0.258997380860166","0.21380637086301","0.304188390857322"
"Yes","2010","Hamburg","Male","37","0.415226630768788","0.331165056625589","0.499288204911987"
"Yes","2010","Hamburg","Female","45","0.193397023313671","0.137088778286457","0.249705268340886"
"Yes","2010","Lower Saxony","Male","161","0.165089599472519","0.139490646463686","0.190688552481353"
"Yes","2010","Lower Saxony","Female","233","0.196940909363566","0.173288526563217","0.220593292163915"
"Yes","2010","Bremen","Male","10","","",""
"Yes","2010","Bremen","Female","18","","",""
"Yes","2010","North Rhine-Westphalia","Male","355","0.193581076155662","0.175547600500551","0.211614551810773"
"Yes","2010","North Rhine-Westphalia","Female","544","0.219415030159248","0.202854423339259","0.235975636979238"
"Yes","2010","Hesse","Male","127","0.182402689933479","0.151630688074305","0.213174691792653"
"Yes","2010","Hesse","Female","185","0.212844547851243","0.184026884827564","0.241662210874922"
"Yes","2010","Rhineland-Palatinate,Saarland","Male","77","0.136931987670847","0.105652180488533","0.168211794853161"
"Yes","2010","Rhineland-Palatinate,Saarland","Female","132","0.165803516654132","0.137190951885891","0.194416081422374"
"Yes","2010","Baden-Württemberg","Male","255","0.234520777421324","0.209121778211357","0.259919776631291"
"Yes","2010","Baden-Württemberg","Female","376","0.279128193095747","0.255597416838974","0.302658969352519"
"Yes","2010","Bavaria","Male","315","0.242064671089126","0.218869679284158","0.265259662894094"
"Yes","2010","Bavaria","Female","463","0.275016984817392","0.254060495760522","0.295973473874261"
"Yes","2010","Berlin","Male","53","0.150423113259143","0.111617198823332","0.189229027694954"
"Yes","2010","Berlin","Female","84","0.168596466374393","0.134419949804673","0.202772982944113"
"Yes","2010","Brandenburg","Male","55","0.149393630760311","0.113785589662325","0.185001671858296"
"Yes","2010","Brandenburg","Female","63","0.12601415055603","0.096719623560348","0.155308677551712"
"Yes","2010","Mecklenburg-Western Pomerania","Male","18","","",""
"Yes","2010","Mecklenburg-Western Pomerania","Female","39","0.115919611264791","0.0805111052159334","0.151328117313648"
"Yes","2010","Saxony","Male","106","0.13612668851763","0.111113090818287","0.161140286216973"
"Yes","2010","Saxony","Female","123","0.13124781299941","0.108371851593018","0.154123774405802"
"Yes","2010","Saxony-Anhalt","Male","45","0.1219195406964","0.0881676345080522","0.155671446884747"
"Yes","2010","Saxony-Anhalt","Female","63","0.132287770694025","0.102441285164341","0.162134256223709"
"Yes","2010","Thuringia","Male","38","0.10096418403709","0.0711012909797347","0.130827077094446"
"Yes","2010","Thuringia","Female","63","0.0970673191635767","0.0710134962747388","0.123121142052415"
"No","2010","Schleswig-Holstein","Male","227","0.804222780362777","0.757828526485771","0.850617034239783"
"No","2010","Schleswig-Holstein","Female","274","0.741002619139834","0.695811609142678","0.78619362913699"
