"ple0098_v5","year","bula_h","pgcasmin","n","percent","lower_confidence","upper_confidence"
"No","2003","Bavaria","(1c) basic vocational qualification","885","0.884599060478573","0.864796287887313","0.904401833069832"
"No","2003","Bavaria","(2b) intermediate general qualification","58","0.96664929824396","0.9223124543632","1.01098614212472"
"No","2003","Bavaria","(2a) intermediate vocational","395","0.742432950567983","0.704738571804187","0.780127329331779"
"No","2003","Bavaria","(2c_gen) general maturity certificate","61","0.904537077638091","0.836185354742354","0.972888800533828"
"No","2003","Bavaria","(2c_voc) vocational maturity certificate","126","0.841106398021048","0.783922081039882","0.898290715002214"
"No","2003","Bavaria","(3a) lower tertiary education","102","0.725769074363706","0.650790689494476","0.800747459232936"
"No","2003","Bavaria","(3b) higher tertiary education","126","0.709569025270918","0.642310419968073","0.776827630573762"
"No","2003","Berlin","(0) in school","23","","",""
"No","2003","Berlin","(1a) inadequately completed","10","","",""
"No","2003","Berlin","(1b) general elementary school","35","0.925673499934786","0.83998992114596","1.01135707872361"
"No","2003","Berlin","(1c) basic vocational qualification","114","0.985792176276166","0.964255654723777","1.00732869782856"
"No","2003","Berlin","(2b) intermediate general qualification","35","0.981750241292013","0.938025634528652","1.02547484805537"
"No","2003","Berlin","(2a) intermediate vocational","159","0.932153305225368","0.894679045792843","0.969627564657893"
"No","2003","Berlin","(2c_gen) general maturity certificate","48","0.919189971879594","0.845113261643593","0.993266682115594"
"No","2003","Berlin","(2c_voc) vocational maturity certificate","45","0.991152558970091","0.964380716944658","1.01792440099552"
"No","2003","Berlin","(3a) lower tertiary education","55","0.824957095003418","0.735294463092554","0.914619726914281"
"No","2003","Berlin","(3b) higher tertiary education","88","0.866451062290718","0.799443667690896","0.93345845689054"
"No","2003","Brandenburg","(0) in school","24","","",""
"No","2003","Brandenburg","(1a) inadequately completed","3","","",""
"No","2003","Brandenburg","(1b) general elementary school","52","1","1","1"
"No","2003","Brandenburg","(1c) basic vocational qualification","191","0.982676675770536","0.964410779110335","1.00094257243074"
"No","2003","Brandenburg","(2b) intermediate general qualification","23","","",""
"No","2003","Brandenburg","(2a) intermediate vocational","277","0.956044906397372","0.93245138079909","0.979638431995655"
"No","2003","Brandenburg","(2c_gen) general maturity certificate","29","","",""
"No","2003","Brandenburg","(2c_voc) vocational maturity certificate","31","0.862945238542401","0.750604953088677","0.975285523996126"
"No","2003","Brandenburg","(3a) lower tertiary education","129","0.922765305284809","0.878543555905545","0.966987054664074"
"No","2003","Brandenburg","(3b) higher tertiary education","73","0.910859191725039","0.850282920801745","0.971435462648333"
"No","2003","Mecklenburg-Western Pomerania","(0) in school","13","","",""
"No","2003","Mecklenburg-Western Pomerania","(1a) inadequately completed","3","","",""
"No","2003","Mecklenburg-Western Pomerania","(1b) general elementary school","26","","",""
"No","2003","Mecklenburg-Western Pomerania","(1c) basic vocational qualification","99","0.969941043358301","0.936804467826956","1.00307761888965"
"No","2003","Mecklenburg-Western Pomerania","(2b) intermediate general qualification","18","","",""
"No","2003","Mecklenburg-Western Pomerania","(2a) intermediate vocational","173","0.933606730844688","0.897535035033061","0.969678426656315"
"No","2003","Mecklenburg-Western Pomerania","(2c_gen) general maturity certificate","6","","",""
"No","2003","Mecklenburg-Western Pomerania","(2c_voc) vocational maturity certificate","6","","",""
"No","2003","Mecklenburg-Western Pomerania","(3a) lower tertiary education","64","0.940535434868918","0.883907934127156","0.99716293561068"
"No","2003","Mecklenburg-Western Pomerania","(3b) higher tertiary education","35","0.9839367266194","0.943428070089437","1.02444538314936"
"No","2003","Saxony","(0) in school","35","0.978094200699118","0.93092949562127","1.02525890577697"
"No","2003","Saxony","(1a) inadequately completed","6","","",""
"No","2003","Saxony","(1b) general elementary school","67","1","1","1"
"No","2003","Saxony","(1c) basic vocational qualification","344","0.970843403436194","0.953317134730087","0.9883696721423"
"No","2003","Saxony","(2b) intermediate general qualification","48","0.926583663914599","0.85500201869038","0.998165309138818"
"No","2003","Saxony","(2a) intermediate vocational","532","0.950690305660162","0.932789786733251","0.968590824587072"
"No","2003","Saxony","(2c_gen) general maturity certificate","35","0.929198673672482","0.851627844605266","1.0067695027397"
"No","2003","Saxony","(2c_voc) vocational maturity certificate","45","0.89988802927556","0.81584778740347","0.983928271147649"
"No","2003","Saxony","(3a) lower tertiary education","155","0.928620062296891","0.889688613712286","0.967551510881495"
"No","2003","Saxony","(3b) higher tertiary education","131","0.895719488849582","0.845974232029993","0.94546474566917"
"No","2003","Saxony-Anhalt","(0) in school","29","","",""
"No","2003","Saxony-Anhalt","(1a) inadequately completed","3","","",""
"No","2003","Saxony-Anhalt","(1b) general elementary school","57","1","1","1"
"No","2003","Saxony-Anhalt","(1c) basic vocational qualification","228","0.997050339836838","0.99004178126201","1.00405889841167"
"No","2003","Saxony-Anhalt","(2b) intermediate general qualification","19","","",""
"No","2003","Saxony-Anhalt","(2a) intermediate vocational","247","0.905474643932898","0.870706945132314","0.940242342733482"
"No","2003","Saxony-Anhalt","(2c_gen) general maturity certificate","23","","",""
"No","2003","Saxony-Anhalt","(2c_voc) vocational maturity certificate","36","0.890061032422531","0.794310348736869","0.985811716108193"
"No","2003","Saxony-Anhalt","(3a) lower tertiary education","111","0.926731306362187","0.880109015517601","0.973353597206773"
"No","2003","Saxony-Anhalt","(3b) higher tertiary education","69","0.959548242431546","0.914353411508274","1.00474307335482"
"No","2003","Thuringia","(0) in school","22","","",""
"No","2003","Thuringia","(1a) inadequately completed","1","","",""
"No","2003","Thuringia","(1b) general elementary school","40","1","1","1"
"No","2003","Thuringia","(1c) basic vocational qualification","253","0.985497557167322","0.970938053635114","1.00005706069953"
"No","2003","Thuringia","(2b) intermediate general qualification","28","","",""
"No","2003","Thuringia","(2a) intermediate vocational","301","0.965935565689398","0.945935601462394","0.985935529916403"
"No","2003","Thuringia","(2c_gen) general maturity certificate","26","","",""
"No","2003","Thuringia","(2c_voc) vocational maturity certificate","27","","",""
"No","2003","Thuringia","(3a) lower tertiary education","82","0.935860469834173","0.884960031007826","0.986760908660519"
"No","2003","Thuringia","(3b) higher tertiary education","53","0.914783930065835","0.843540946450256","0.986026913681414"
"Yes","2004","Schleswig-Holstein","(0) in school","","","",""
"Yes","2004","Schleswig-Holstein","(1a) inadequately completed","","","",""
"Yes","2004","Schleswig-Holstein","(1b) general elementary school","3","","",""
"Yes","2004","Schleswig-Holstein","(1c) basic vocational qualification","13","","",""
"Yes","2004","Schleswig-Holstein","(2b) intermediate general qualification","1","","",""
"Yes","2004","Schleswig-Holstein","(2a) intermediate vocational","9","","",""
"Yes","2004","Schleswig-Holstein","(2c_gen) general maturity certificate","2","","",""
"Yes","2004","Schleswig-Holstein","(2c_voc) vocational maturity certificate","6","","",""
"Yes","2004","Schleswig-Holstein","(3a) lower tertiary education","5","","",""
"Yes","2004","Schleswig-Holstein","(3b) higher tertiary education","9","","",""
"Yes","2004","Hamburg","(0) in school","1","","",""
"Yes","2004","Hamburg","(1a) inadequately completed","","","",""
"Yes","2004","Hamburg","(1b) general elementary school","1","","",""
"Yes","2004","Hamburg","(1c) basic vocational qualification","3","","",""
"Yes","2004","Hamburg","(2b) intermediate general qualification","","","",""
"Yes","2004","Hamburg","(2a) intermediate vocational","10","","",""
"Yes","2004","Hamburg","(2c_gen) general maturity certificate","5","","",""
"Yes","2004","Hamburg","(2c_voc) vocational maturity certificate","3","","",""
"Yes","2004","Hamburg","(3a) lower tertiary education","4","","",""
"Yes","2004","Hamburg","(3b) higher tertiary education","3","","",""
"Yes","2004","Lower Saxony","(0) in school","5","","",""
"Yes","2004","Lower Saxony","(1a) inadequately completed","1","","",""
"Yes","2004","Lower Saxony","(1b) general elementary school","3","","",""
"Yes","2004","Lower Saxony","(1c) basic vocational qualification","52","0.0800531006633568","0.0562664361245369","0.103839765202177"
"Yes","2004","Lower Saxony","(2b) intermediate general qualification","5","","",""
"Yes","2004","Lower Saxony","(2a) intermediate vocational","68","0.173054270721852","0.136481585744924","0.209626955698779"
"Yes","2004","Lower Saxony","(2c_gen) general maturity certificate","7","","",""
"Yes","2004","Lower Saxony","(2c_voc) vocational maturity certificate","23","","",""
"Yes","2004","Lower Saxony","(3a) lower tertiary education","12","","",""
"Yes","2004","Lower Saxony","(3b) higher tertiary education","29","","",""
"Yes","2004","Bremen","(0) in school","","","",""
"Yes","2004","Bremen","(1a) inadequately completed","","","",""
"Yes","2004","Bremen","(1b) general elementary school","1","","",""
"Yes","2004","Bremen","(1c) basic vocational qualification","4","","",""
"Yes","2004","Bremen","(2b) intermediate general qualification","","","",""
"Yes","2004","Bremen","(2a) intermediate vocational","7","","",""
"Yes","2004","Bremen","(2c_gen) general maturity certificate","","","",""
"Yes","2004","Bremen","(2c_voc) vocational maturity certificate","2","","",""
"Yes","2004","Bremen","(3a) lower tertiary education","1","","",""
"Yes","2004","Bremen","(3b) higher tertiary education","2","","",""
"Yes","2004","North Rhine-Westphalia","(0) in school","13","","",""
"Yes","2004","North Rhine-Westphalia","(1a) inadequately completed","2","","",""
"Yes","2004","North Rhine-Westphalia","(1b) general elementary school","18","","",""
"Yes","2004","North Rhine-Westphalia","(1c) basic vocational qualification","163","0.121158878830982","0.103282649650797","0.139035108011166"
"Yes","2004","North Rhine-Westphalia","(2b) intermediate general qualification","16","","",""
"Yes","2004","North Rhine-Westphalia","(2a) intermediate vocational","138","0.205498581204067","0.175173103130958","0.235824059277176"
"Yes","2004","North Rhine-Westphalia","(2c_gen) general maturity certificate","35","0.170983207285628","0.113361707165847","0.22860470740541"
"Yes","2004","North Rhine-Westphalia","(2c_voc) vocational maturity certificate","88","0.187287086046104","0.148163477379196","0.226410694713012"
"Yes","2004","North Rhine-Westphalia","(3a) lower tertiary education","66","0.35205966705363","0.282671080443706","0.421448253663554"
"Yes","2004","North Rhine-Westphalia","(3b) higher tertiary education","83","0.260738855145961","0.208659141828867","0.312818568463054"
"Yes","2004","Hesse","(0) in school","","","",""
"Yes","2004","Hesse","(1a) inadequately completed","1","","",""
"Yes","2004","Hesse","(1b) general elementary school","1","","",""
"Yes","2004","Hesse","(1c) basic vocational qualification","25","","",""
"Yes","2004","Hesse","(2b) intermediate general qualification","5","","",""
"Yes","2004","Hesse","(2a) intermediate vocational","39","0.15043547583909","0.105206600710308","0.195664350967872"
"Yes","2004","Hesse","(2c_gen) general maturity certificate","5","","",""
"Yes","2004","Hesse","(2c_voc) vocational maturity certificate","21","","",""
"Yes","2004","Hesse","(3a) lower tertiary education","15","","",""
"Yes","2004","Hesse","(3b) higher tertiary education","19","","",""
"Yes","2004","Rhineland-Palatinate,Saarland","(0) in school","4","","",""
"Yes","2004","Rhineland-Palatinate,Saarland","(1a) inadequately completed","","","",""
"Yes","2004","Rhineland-Palatinate,Saarland","(1b) general elementary school","7","","",""
"Yes","2004","Rhineland-Palatinate,Saarland","(1c) basic vocational qualification","34","0.108620279667837","0.0788263414742712","0.138414217861403"
"Yes","2004","Rhineland-Palatinate,Saarland","(2b) intermediate general qualification","4","","",""
"Yes","2004","Rhineland-Palatinate,Saarland","(2a) intermediate vocational","26","","",""
"Yes","2004","Rhineland-Palatinate,Saarland","(2c_gen) general maturity certificate","7","","",""
"Yes","2004","Rhineland-Palatinate,Saarland","(2c_voc) vocational maturity certificate","8","","",""
"Yes","2004","Rhineland-Palatinate,Saarland","(3a) lower tertiary education","6","","",""
"Yes","2004","Rhineland-Palatinate,Saarland","(3b) higher tertiary education","17","","",""
"Yes","2004","Baden-Württemberg","(0) in school","6","","",""
"Yes","2004","Baden-Württemberg","(1a) inadequately completed","","","",""
"Yes","2004","Baden-Württemberg","(1b) general elementary school","12","","",""
"Yes","2004","Baden-Württemberg","(1c) basic vocational qualification","91","0.129314231271298","0.104131096602291","0.154497365940305"
"Yes","2004","Baden-Württemberg","(2b) intermediate general qualification","4","","",""
"Yes","2004","Baden-Württemberg","(2a) intermediate vocational","93","0.214553421877961","0.175570953059817","0.253535890696105"
"Yes","2004","Baden-Württemberg","(2c_gen) general maturity certificate","10","","",""
"Yes","2004","Baden-Württemberg","(2c_voc) vocational maturity certificate","25","","",""
"Yes","2004","Baden-Württemberg","(3a) lower tertiary education","39","0.32357853105259","0.236545292771659","0.410611769333521"
"Yes","2004","Baden-Württemberg","(3b) higher tertiary education","49","0.266623107085529","0.198105749881693","0.335140464289364"
"Yes","2004","Bavaria","(0) in school","6","","",""
"Yes","2004","Bavaria","(1a) inadequately completed","2","","",""
"Yes","2004","Bavaria","(1b) general elementary school","18","","",""
"Yes","2004","Bavaria","(1c) basic vocational qualification","113","0.123229084499922","0.10233816714585","0.144120001853994"
"Yes","2004","Bavaria","(2b) intermediate general qualification","9","","",""
"Yes","2004","Bavaria","(2a) intermediate vocational","124","0.285089431048238","0.24598467977068","0.324194182325797"
"Yes","2004","Bavaria","(2c_gen) general maturity certificate","11","","",""
"Yes","2004","Bavaria","(2c_voc) vocational maturity certificate","25","","",""
"Yes","2004","Bavaria","(3a) lower tertiary education","37","0.348020981635302","0.268256907009907","0.427785056260697"
"Yes","2004","Bavaria","(3b) higher tertiary education","45","0.271133827075933","0.203303819051042","0.338963835100825"
"Yes","2004","Berlin","(0) in school","2","","",""
"Yes","2004","Berlin","(1a) inadequately completed","","","",""
"Yes","2004","Berlin","(1b) general elementary school","","","",""
"Yes","2004","Berlin","(1c) basic vocational qualification","5","","",""
"Yes","2004","Berlin","(2b) intermediate general qualification","","","",""
"Yes","2004","Berlin","(2a) intermediate vocational","9","","",""
"Yes","2004","Berlin","(2c_gen) general maturity certificate","9","","",""
"Yes","2004","Berlin","(2c_voc) vocational maturity certificate","3","","",""
"Yes","2004","Berlin","(3a) lower tertiary education","12","","",""
"Yes","2004","Berlin","(3b) higher tertiary education","14","","",""
"Yes","2004","Brandenburg","(0) in school","2","","",""
"Yes","2004","Brandenburg","(1a) inadequately completed","","","",""
"Yes","2004","Brandenburg","(1b) general elementary school","","","",""
"Yes","2004","Brandenburg","(1c) basic vocational qualification","8","","",""
"Yes","2004","Brandenburg","(2b) intermediate general qualification","3","","",""
"Yes","2004","Brandenburg","(2a) intermediate vocational","13","","",""
"Yes","2004","Brandenburg","(2c_gen) general maturity certificate","2","","",""
"Yes","2004","Brandenburg","(2c_voc) vocational maturity certificate","6","","",""
"Yes","2004","Brandenburg","(3a) lower tertiary education","12","","",""
"Yes","2004","Brandenburg","(3b) higher tertiary education","15","","",""
"Yes","2004","Mecklenburg-Western Pomerania","(0) in school","","","",""
"Yes","2004","Mecklenburg-Western Pomerania","(1a) inadequately completed","","","",""
"Yes","2004","Mecklenburg-Western Pomerania","(1b) general elementary school","","","",""
"Yes","2004","Mecklenburg-Western Pomerania","(1c) basic vocational qualification","4","","",""
"Yes","2004","Mecklenburg-Western Pomerania","(2b) intermediate general qualification","1","","",""
"Yes","2004","Mecklenburg-Western Pomerania","(2a) intermediate vocational","11","","",""
"Yes","2004","Mecklenburg-Western Pomerania","(2c_gen) general maturity certificate","2","","",""
"Yes","2004","Mecklenburg-Western Pomerania","(2c_voc) vocational maturity certificate","1","","",""
"Yes","2004","Mecklenburg-Western Pomerania","(3a) lower tertiary education","2","","",""
"Yes","2004","Mecklenburg-Western Pomerania","(3b) higher tertiary education","2","","",""
"Yes","2004","Saxony","(0) in school","2","","",""
"Yes","2004","Saxony","(1a) inadequately completed","","","",""
"Yes","2004","Saxony","(1b) general elementary school","","","",""
"Yes","2004","Saxony","(1c) basic vocational qualification","11","","",""
"Yes","2004","Saxony","(2b) intermediate general qualification","3","","",""
"Yes","2004","Saxony","(2a) intermediate vocational","48","0.0775507504230233","0.0548443271266681","0.100257173719378"
"Yes","2004","Saxony","(2c_gen) general maturity certificate","5","","",""
"Yes","2004","Saxony","(2c_voc) vocational maturity certificate","8","","",""
"Yes","2004","Saxony","(3a) lower tertiary education","18","","",""
"Yes","2004","Saxony","(3b) higher tertiary education","15","","",""
"Yes","2004","Saxony-Anhalt","(0) in school","1","","",""
"Yes","2004","Saxony-Anhalt","(1a) inadequately completed","","","",""
"Yes","2004","Saxony-Anhalt","(1b) general elementary school","","","",""
"Yes","2004","Saxony-Anhalt","(1c) basic vocational qualification","2","","",""
"Yes","2004","Saxony-Anhalt","(2b) intermediate general qualification","2","","",""
"Yes","2004","Saxony-Anhalt","(2a) intermediate vocational","16","","",""
"Yes","2004","Saxony-Anhalt","(2c_gen) general maturity certificate","1","","",""
"Yes","2004","Saxony-Anhalt","(2c_voc) vocational maturity certificate","5","","",""
"Yes","2004","Saxony-Anhalt","(3a) lower tertiary education","12","","",""
"Yes","2004","Saxony-Anhalt","(3b) higher tertiary education","7","","",""
"Yes","2004","Thuringia","(0) in school","4","","",""
"Yes","2004","Thuringia","(1a) inadequately completed","","","",""
"Yes","2004","Thuringia","(1b) general elementary school","","","",""
"Yes","2004","Thuringia","(1c) basic vocational qualification","7","","",""
"Yes","2004","Thuringia","(2b) intermediate general qualification","","","",""
"Yes","2004","Thuringia","(2a) intermediate vocational","19","","",""
"Yes","2004","Thuringia","(2c_gen) general maturity certificate","4","","",""
"Yes","2004","Thuringia","(2c_voc) vocational maturity certificate","3","","",""
"Yes","2004","Thuringia","(3a) lower tertiary education","8","","",""
"Yes","2004","Thuringia","(3b) higher tertiary education","7","","",""
"No","2004","Schleswig-Holstein","(0) in school","9","","",""
"No","2004","Schleswig-Holstein","(1a) inadequately completed","8","","",""
"No","2004","Schleswig-Holstein","(1b) general elementary school","62","0.972467540379947","0.932688758926266","1.01224632183363"
"No","2004","Schleswig-Holstein","(1c) basic vocational qualification","182","0.941485897269006","0.908542531384913","0.974429263153099"
"No","2004","Schleswig-Holstein","(2b) intermediate general qualification","18","","",""
"No","2004","Schleswig-Holstein","(2a) intermediate vocational","111","0.94787241198325","0.908101438198377","0.987643385768123"
"No","2004","Schleswig-Holstein","(2c_gen) general maturity certificate","24","","",""
"No","2004","Schleswig-Holstein","(2c_voc) vocational maturity certificate","33","0.782156721809109","0.652607514368438","0.911705929249779"
"No","2004","Schleswig-Holstein","(3a) lower tertiary education","24","","",""
"No","2004","Schleswig-Holstein","(3b) higher tertiary education","22","","",""
"No","2004","Hamburg","(0) in school","8","","",""
"No","2004","Hamburg","(1a) inadequately completed","1","","",""
"No","2004","Hamburg","(1b) general elementary school","24","","",""
"No","2004","Hamburg","(1c) basic vocational qualification","50","0.975139456365988","0.933221622553184","1.01705729017879"
"No","2004","Hamburg","(2b) intermediate general qualification","3","","",""
"No","2004","Hamburg","(2a) intermediate vocational","62","0.922586914419577","0.860857426092726","0.984316402746427"
"No","2004","Hamburg","(2c_gen) general maturity certificate","9","","",""
"No","2004","Hamburg","(2c_voc) vocational maturity certificate","21","","",""
"No","2004","Hamburg","(3a) lower tertiary education","13","","",""
"No","2004","Hamburg","(3b) higher tertiary education","19","","",""
"No","2004","Lower Saxony","(0) in school","45","0.89403061175429","0.808714805929671","0.979346417578908"
"No","2004","Lower Saxony","(1a) inadequately completed","23","","",""
"No","2004","Lower Saxony","(1b) general elementary school","182","0.973161580538006","0.949873527984527","0.996449633091485"
"No","2004","Lower Saxony","(1c) basic vocational qualification","448","0.919946899336643","0.896160234797823","0.943733563875463"
"No","2004","Lower Saxony","(2b) intermediate general qualification","67","0.960242786486918","0.915111227202111","1.00537434577172"
"No","2004","Lower Saxony","(2a) intermediate vocational","343","0.826945729278148","0.790373044301221","0.863518414255076"
"No","2004","Lower Saxony","(2c_gen) general maturity certificate","32","0.858511028688023","0.749127980595968","0.967894076780078"
"No","2004","Lower Saxony","(2c_voc) vocational maturity certificate","103","0.845094352781834","0.781918801029728","0.90826990453394"
"No","2004","Lower Saxony","(3a) lower tertiary education","66","0.887465649669981","0.817333182060453","0.957598117279508"
"No","2004","Lower Saxony","(3b) higher tertiary education","66","0.691986393580776","0.599149624685328","0.784823162476224"
"No","2004","Bremen","(0) in school","5","","",""
"No","2004","Bremen","(1a) inadequately completed","","","",""
"No","2004","Bremen","(1b) general elementary school","11","","",""
"No","2004","Bremen","(1c) basic vocational qualification","41","0.936509472961442","0.865264801585305","1.00775414433758"
"No","2004","Bremen","(2b) intermediate general qualification","2","","",""
"No","2004","Bremen","(2a) intermediate vocational","35","0.842604292458248","0.732467678211556","0.952740906704941"
"No","2004","Bremen","(2c_gen) general maturity certificate","3","","",""
"No","2004","Bremen","(2c_voc) vocational maturity certificate","13","","",""
"No","2004","Bremen","(3a) lower tertiary education","5","","",""
"No","2004","Bremen","(3b) higher tertiary education","14","","",""
"No","2004","North Rhine-Westphalia","(0) in school","89","0.925318618190373","0.874303390662548","0.976333845718197"
"No","2004","North Rhine-Westphalia","(1a) inadequately completed","82","0.973011650982983","0.938357470954193","1.00766583101177"
"No","2004","North Rhine-Westphalia","(1b) general elementary school","425","0.964664001768932","0.947471346851292","0.981856656686572"
"No","2004","North Rhine-Westphalia","(1c) basic vocational qualification","1117","0.878841121169018","0.860964891988834","0.896717350349203"
"No","2004","North Rhine-Westphalia","(2b) intermediate general qualification","94","0.903906935742875","0.848831286029079","0.958982585456671"
"No","2004","North Rhine-Westphalia","(2a) intermediate vocational","544","0.794501418795933","0.764175940722824","0.824826896869043"
"No","2004","North Rhine-Westphalia","(2c_gen) general maturity certificate","129","0.829016792714372","0.77139529259459","0.886638292834154"
"No","2004","North Rhine-Westphalia","(2c_voc) vocational maturity certificate","294","0.812712913953896","0.773589305286988","0.851836522620804"
"No","2004","North Rhine-Westphalia","(3a) lower tertiary education","116","0.64794033294637","0.578551746336446","0.717328919556294"
"No","2004","North Rhine-Westphalia","(3b) higher tertiary education","190","0.739261144854039","0.687181431536946","0.791340858171133"
"No","2004","Hesse","(0) in school","24","","",""
"No","2004","Hesse","(1a) inadequately completed","23","","",""
"No","2004","Hesse","(1b) general elementary school","143","0.991799813373155","0.977070221135004","1.00652940561131"
"No","2004","Hesse","(1c) basic vocational qualification","325","0.959987797173112","0.939455234556133","0.980520359790091"
"No","2004","Hesse","(2b) intermediate general qualification","36","0.816612576889157","0.698158784695846","0.935066369082469"
"No","2004","Hesse","(2a) intermediate vocational","201","0.84956452416091","0.804335649032128","0.894793399289692"
"No","2004","Hesse","(2c_gen) general maturity certificate","37","0.919610121972211","0.837380933896147","1.00183931004827"
"No","2004","Hesse","(2c_voc) vocational maturity certificate","96","0.86062346824886","0.797867276814396","0.923379659683325"
"No","2004","Hesse","(3a) lower tertiary education","47","0.729848528428194","0.619320535589979","0.840376521266408"
"No","2004","Hesse","(3b) higher tertiary education","91","0.845855838008237","0.778377641834883","0.913334034181592"
"No","2004","Rhineland-Palatinate,Saarland","(0) in school","24","","",""
"No","2004","Rhineland-Palatinate,Saarland","(1a) inadequately completed","18","","",""
"No","2004","Rhineland-Palatinate,Saarland","(1b) general elementary school","178","0.955393798810963","0.925646258939757","0.98514133868217"
"No","2004","Rhineland-Palatinate,Saarland","(1c) basic vocational qualification","385","0.891379720332163","0.861585782138596","0.921173658525729"
"No","2004","Rhineland-Palatinate,Saarland","(2b) intermediate general qualification","28","","",""
"No","2004","Rhineland-Palatinate,Saarland","(2a) intermediate vocational","170","0.872874118182408","0.826239024586492","0.919509211778324"
"No","2004","Rhineland-Palatinate,Saarland","(2c_gen) general maturity certificate","38","0.901497174881658","0.814431221007217","0.988563128756098"
"No","2004","Rhineland-Palatinate,Saarland","(2c_voc) vocational maturity certificate","60","0.881243671387554","0.804353642931203","0.958133699843905"
"No","2004","Rhineland-Palatinate,Saarland","(3a) lower tertiary education","28","","",""
"No","2004","Rhineland-Palatinate,Saarland","(3b) higher tertiary education","38","0.779772796465064","0.670254603752824","0.889290989177304"
"No","2004","Baden-Württemberg","(0) in school","60","0.86128064449376","0.777890063781272","0.944671225206249"
"No","2004","Baden-Württemberg","(1a) inadequately completed","50","1","1","1"
"No","2004","Baden-Württemberg","(1b) general elementary school","357","0.960892042538794","0.941113022364738","0.980671062712851"
"No","2004","Baden-Württemberg","(1c) basic vocational qualification","591","0.870685768728702","0.845502634059695","0.895868903397709"
"No","2004","Baden-Württemberg","(2b) intermediate general qualification","56","0.908228107223708","0.835177340364184","0.981278874083232"
"No","2004","Baden-Württemberg","(2a) intermediate vocational","333","0.785446578122039","0.746464109303895","0.824429046940183"
"No","2004","Baden-Württemberg","(2c_gen) general maturity certificate","80","0.836454639981868","0.760041658169149","0.912867621794586"
"No","2004","Baden-Württemberg","(2c_voc) vocational maturity certificate","142","0.84577496279591","0.790998408494218","0.900551517097603"
"No","2004","Baden-Württemberg","(3a) lower tertiary education","72","0.676421468947411","0.589388230666479","0.763454707228342"
"No","2004","Baden-Württemberg","(3b) higher tertiary education","111","0.733376892914471","0.664859535710635","0.801894250118307"
"No","2004","Bavaria","(0) in school","45","0.89533729473463","0.81132316781655","0.97935142165271"
"No","2004","Bavaria","(1a) inadequately completed","25","","",""
"No","2004","Bavaria","(1b) general elementary school","286","0.929610369987653","0.900855188016075","0.95836555195923"
"No","2004","Bavaria","(1c) basic vocational qualification","838","0.876770915500078","0.855879998146006","0.89766183285415"
"No","2004","Bavaria","(2b) intermediate general qualification","54","0.88402985000472","0.804964829023158","0.963094870986282"
"No","2004","Bavaria","(2a) intermediate vocational","388","0.714910568951762","0.675805817674203","0.75401532022932"
"No","2004","Bavaria","(2c_gen) general maturity certificate","54","0.893340506801537","0.818299321730771","0.968381691872303"
"No","2004","Bavaria","(2c_voc) vocational maturity certificate","128","0.86557061833285","0.811519992221535","0.919621244444165"
"No","2004","Bavaria","(3a) lower tertiary education","100","0.651979018364698","0.572214943739303","0.731743092990093"
"No","2004","Bavaria","(3b) higher tertiary education","120","0.728866172924067","0.661036164899175","0.796696180948958"
"No","2004","Berlin","(0) in school","18","","",""
"No","2004","Berlin","(1a) inadequately completed","7","","",""
"No","2004","Berlin","(1b) general elementary school","30","1","1","1"
"No","2004","Berlin","(1c) basic vocational qualification","103","0.951003233023225","0.910292312528466","0.991714153517983"
"No","2004","Berlin","(2b) intermediate general qualification","33","1","1","1"
"No","2004","Berlin","(2a) intermediate vocational","160","0.950075605200002","0.917240362805178","0.982910847594826"
"No","2004","Berlin","(2c_gen) general maturity certificate","48","0.847584865391489","0.754277418387003","0.940892312395976"
"No","2004","Berlin","(2c_voc) vocational maturity certificate","45","0.98567543591842","0.952060278727968","1.01929059310887"
"No","2004","Berlin","(3a) lower tertiary education","56","0.877427688684211","0.799481391312296","0.955373986056127"
"No","2004","Berlin","(3b) higher tertiary education","94","0.854660870066078","0.788191065545615","0.921130674586541"
"No","2004","Brandenburg","(0) in school","23","","",""
"No","2004","Brandenburg","(1a) inadequately completed","3","","",""
"No","2004","Brandenburg","(1b) general elementary school","47","1","1","1"
"No","2004","Brandenburg","(1c) basic vocational qualification","187","0.968905336348908","0.944543254891359","0.993267417806457"
"No","2004","Brandenburg","(2b) intermediate general qualification","19","","",""
"No","2004","Brandenburg","(2a) intermediate vocational","255","0.949217634596132","0.922931903784249","0.975503365408015"
"No","2004","Brandenburg","(2c_gen) general maturity certificate","29","","",""
"No","2004","Brandenburg","(2c_voc) vocational maturity certificate","28","","",""
"No","2004","Brandenburg","(3a) lower tertiary education","126","0.907559877731456","0.859234367577422","0.95588538788549"
"No","2004","Brandenburg","(3b) higher tertiary education","68","0.870147263472996","0.797831832730121","0.942462694215871"
"No","2004","Mecklenburg-Western Pomerania","(0) in school","11","","",""
"No","2004","Mecklenburg-Western Pomerania","(1a) inadequately completed","3","","",""
"No","2004","Mecklenburg-Western Pomerania","(1b) general elementary school","29","","",""
"No","2004","Mecklenburg-Western Pomerania","(1c) basic vocational qualification","94","0.950422335895","0.907445305789334","0.993399366000665"
"No","2004","Mecklenburg-Western Pomerania","(2b) intermediate general qualification","14","","",""
"No","2004","Mecklenburg-Western Pomerania","(2a) intermediate vocational","170","0.910619061778424","0.86905675662472","0.952181366932128"
