"pli0098_h","year","pgisced97","sex","n","percent","lower_confidence","upper_confidence"
"Rarely","2001","general elemantary","Female","599","0.295015329575833","0.275458835557277","0.31457182359439"
"Rarely","2001","middle vocational","Male","1621","0.290549825789348","0.278690359276634","0.302409292302061"
"Rarely","2001","middle vocational","Female","1808","0.302640623797231","0.29095389196039","0.314327355634071"
"Rarely","2001","vocational + Abi","Male","161","0.343814658131457","0.30141132181552","0.386217994447395"
"Rarely","2001","vocational + Abi","Female","195","0.358000630553222","0.319283814049474","0.39671744705697"
"Rarely","2001","higher vocational","Male","311","0.30748487144979","0.278218228154669","0.33675151474491"
"Rarely","2001","higher vocational","Female","235","0.335155072048891","0.300457717116264","0.369852426981517"
"Rarely","2001","higher education","Male","585","0.295309386317507","0.275271572824972","0.315347199810042"
"Rarely","2001","higher education","Female","424","0.286167382100639","0.263666968488168","0.308667795713111"
"Never","2001","in school","Male","152","0.53974980641385","0.479853435401924","0.599646177425776"
"Never","2001","in school","Female","144","0.505876878893772","0.44742009283519","0.564333664952354"
"Never","2001","inadequately","Male","71","0.532459851500158","0.447019046449259","0.617900656551058"
"Never","2001","inadequately","Female","81","0.454697489187674","0.381954379087647","0.527440599287702"
"Never","2001","general elemantary","Male","573","0.559704820543997","0.529043924353737","0.590365716734257"
"Never","2001","general elemantary","Female","934","0.431787599286565","0.410546875689774","0.453028322883356"
"Never","2001","middle vocational","Male","3109","0.548297443984968","0.535297895196659","0.561296992773277"
"Never","2001","middle vocational","Female","2919","0.482154102803722","0.469442674621663","0.494865530985782"
"Never","2001","vocational + Abi","Male","248","0.524073448386609","0.479488258796945","0.568658637976273"
"Never","2001","vocational + Abi","Female","277","0.449763126074931","0.409588003303406","0.489938248846457"
"Never","2001","higher vocational","Male","467","0.50447260249437","0.472762398676941","0.536182806311798"
"Never","2001","higher vocational","Female","309","0.444744707578921","0.408217620633488","0.481271794524353"
"Never","2001","higher education","Male","1055","0.524768533263643","0.502832962041794","0.546704104485492"
"Never","2001","higher education","Female","859","0.522753636625675","0.497887856610157","0.547619416641193"
"Daily","2002","in school","Male","","","",""
"Daily","2002","in school","Female","","","",""
"Daily","2002","inadequately","Male","","","",""
"Daily","2002","inadequately","Female","","","",""
"Daily","2002","general elemantary","Male","","","",""
"Daily","2002","general elemantary","Female","","","",""
"Daily","2002","middle vocational","Male","","","",""
"Daily","2002","middle vocational","Female","","","",""
"Daily","2002","vocational + Abi","Male","","","",""
"Daily","2002","vocational + Abi","Female","","","",""
"Daily","2002","higher vocational","Male","","","",""
"Daily","2002","higher vocational","Female","","","",""
"Daily","2002","higher education","Male","","","",""
"Daily","2002","higher education","Female","","","",""
"Min 1x per week","2002","in school","Male","","","",""
"Min 1x per week","2002","in school","Female","","","",""
"Min 1x per week","2002","inadequately","Male","","","",""
"Min 1x per week","2002","inadequately","Female","","","",""
"Min 1x per week","2002","general elemantary","Male","","","",""
"Min 1x per week","2002","general elemantary","Female","","","",""
"Min 1x per week","2002","middle vocational","Male","","","",""
"Min 1x per week","2002","middle vocational","Female","","","",""
"Min 1x per week","2002","vocational + Abi","Male","","","",""
"Min 1x per week","2002","vocational + Abi","Female","","","",""
"Min 1x per week","2002","higher vocational","Male","","","",""
"Min 1x per week","2002","higher vocational","Female","","","",""
"Min 1x per week","2002","higher education","Male","","","",""
"Min 1x per week","2002","higher education","Female","","","",""
"Min 1x per month","2002","in school","Male","","","",""
"Min 1x per month","2002","in school","Female","","","",""
"Min 1x per month","2002","inadequately","Male","","","",""
"Min 1x per month","2002","inadequately","Female","","","",""
"Min 1x per month","2002","general elemantary","Male","","","",""
"Min 1x per month","2002","general elemantary","Female","","","",""
"Min 1x per month","2002","middle vocational","Male","","","",""
"Min 1x per month","2002","middle vocational","Female","","","",""
"Min 1x per month","2002","vocational + Abi","Male","","","",""
"Min 1x per month","2002","vocational + Abi","Female","","","",""
"Min 1x per month","2002","higher vocational","Male","","","",""
"Min 1x per month","2002","higher vocational","Female","","","",""
"Min 1x per month","2002","higher education","Male","","","",""
"Min 1x per month","2002","higher education","Female","","","",""
"Rarely","2002","in school","Male","","","",""
"Rarely","2002","in school","Female","","","",""
"Rarely","2002","inadequately","Male","","","",""
"Rarely","2002","inadequately","Female","","","",""
"Rarely","2002","general elemantary","Male","","","",""
"Rarely","2002","general elemantary","Female","","","",""
"Rarely","2002","middle vocational","Male","","","",""
"Rarely","2002","middle vocational","Female","","","",""
"Rarely","2002","vocational + Abi","Male","","","",""
"Rarely","2002","vocational + Abi","Female","","","",""
"Rarely","2002","higher vocational","Male","","","",""
"Rarely","2002","higher vocational","Female","","","",""
"Rarely","2002","higher education","Male","","","",""
"Rarely","2002","higher education","Female","","","",""
"Never","2002","in school","Male","","","",""
"Never","2002","in school","Female","","","",""
"Never","2002","inadequately","Male","","","",""
"Never","2002","inadequately","Female","","","",""
"Never","2002","general elemantary","Male","","","",""
"Never","2002","general elemantary","Female","","","",""
"Never","2002","middle vocational","Male","","","",""
"Never","2002","middle vocational","Female","","","",""
"Never","2002","vocational + Abi","Male","","","",""
"Never","2002","vocational + Abi","Female","","","",""
"Never","2002","higher vocational","Male","","","",""
"Never","2002","higher vocational","Female","","","",""
"Never","2002","higher education","Male","","","",""
"Never","2002","higher education","Female","","","",""
"Daily","2003","in school","Male","","","",""
"Daily","2003","in school","Female","","","",""
"Daily","2003","inadequately","Male","2","","",""
"Daily","2003","inadequately","Female","2","","",""
"Daily","2003","general elemantary","Male","7","","",""
"Daily","2003","general elemantary","Female","17","","",""
"Daily","2003","middle vocational","Male","12","","",""
"Daily","2003","middle vocational","Female","22","","",""
"Daily","2003","vocational + Abi","Male","","","",""
"Daily","2003","vocational + Abi","Female","1","","",""
"Daily","2003","higher vocational","Male","3","","",""
"Daily","2003","higher vocational","Female","","","",""
"Daily","2003","higher education","Male","8","","",""
"Daily","2003","higher education","Female","4","","",""
"Min 1x per week","2003","in school","Male","17","","",""
"Min 1x per week","2003","in school","Female","29","","",""
"Min 1x per week","2003","inadequately","Male","13","","",""
"Min 1x per week","2003","inadequately","Female","26","","",""
"Min 1x per week","2003","general elemantary","Male","73","0.0699487407483761","0.0534041474755573","0.0864933340211949"
"Min 1x per week","2003","general elemantary","Female","262","0.15262111294248","0.136157961008848","0.169084264876111"
"Min 1x per week","2003","middle vocational","Male","401","0.0774958773354937","0.0703097090708787","0.0846820456001086"
"Min 1x per week","2003","middle vocational","Female","525","0.0941633880490551","0.0866452133363809","0.101681562761729"
"Min 1x per week","2003","vocational + Abi","Male","29","","",""
"Min 1x per week","2003","vocational + Abi","Female","62","0.114735227348998","0.0906569429095556","0.138813511788439"
"Min 1x per week","2003","higher vocational","Male","81","0.0907291557276032","0.0726539898508201","0.108804321604386"
"Min 1x per week","2003","higher vocational","Female","84","0.120474570420878","0.096446138716317","0.144503002125439"
"Min 1x per week","2003","higher education","Male","214","0.0841829664667694","0.0731860691561207","0.0951798637774181"
"Min 1x per week","2003","higher education","Female","147","0.105363935809801","0.0915369570130069","0.119190914606595"
"Min 1x per month","2003","in school","Male","23","","",""
"Min 1x per month","2003","in school","Female","32","0.0694347943822022","0.0413639939902216","0.0975055947741828"
"Min 1x per month","2003","inadequately","Male","7","","",""
"Min 1x per month","2003","inadequately","Female","21","","",""
"Min 1x per month","2003","general elemantary","Male","83","0.0840199421736788","0.0660251472883161","0.102014737059042"
"Min 1x per month","2003","general elemantary","Female","233","0.132177195917805","0.116672592767155","0.147681799068455"
"Min 1x per month","2003","middle vocational","Male","422","0.0788662017798916","0.0716221633404298","0.0861102402193535"
"Min 1x per month","2003","middle vocational","Female","581","0.101425240482216","0.0936538886438721","0.109196592320559"
"Min 1x per month","2003","vocational + Abi","Male","37","0.0870932227434244","0.0619465852104384","0.11223986027641"
"Min 1x per month","2003","vocational + Abi","Female","75","0.0807372108389755","0.0601547513021042","0.101319670375847"
"Min 1x per month","2003","higher vocational","Male","78","0.0699662174034943","0.0539132330063534","0.0860192018006352"
"Min 1x per month","2003","higher vocational","Female","90","0.112862622867289","0.0895052474735839","0.136219998260994"
"Min 1x per month","2003","higher education","Male","223","0.0914290248761792","0.0800140444310125","0.102844005321346"
"Min 1x per month","2003","higher education","Female","193","0.107550266279053","0.0935976474210263","0.121502885137079"
"Rarely","2003","in school","Male","88","0.320893402379317","0.268068727529508","0.373718077229126"
"Rarely","2003","in school","Female","104","0.311090289529171","0.25996718785931","0.362213391199033"
"Rarely","2003","inadequately","Male","27","","",""
"Rarely","2003","inadequately","Female","41","0.229633565539396","0.164257935178185","0.295009195900607"
"Rarely","2003","general elemantary","Male","240","0.244013900384811","0.216154171181324","0.271873629588298"
"Rarely","2003","general elemantary","Female","509","0.277026008217802","0.256538531749383","0.297513484686222"
"Rarely","2003","middle vocational","Male","1584","0.299113992275956","0.286808018530459","0.311419966021454"
"Rarely","2003","middle vocational","Female","1896","0.327118361311339","0.315041106186002","0.339195616436675"
"Rarely","2003","vocational + Abi","Male","153","0.300205677058018","0.259329602419082","0.341081751696953"
"Rarely","2003","vocational + Abi","Female","236","0.358558526644454","0.322325959603414","0.394791093685494"
"Rarely","2003","higher vocational","Male","321","0.344866314933005","0.314953824193181","0.374778805672828"
"Rarely","2003","higher vocational","Female","221","0.336235449790076","0.301363011890739","0.371107887689414"
"Rarely","2003","higher education","Male","701","0.276149539709159","0.258442323598321","0.293856755819996"
"Rarely","2003","higher education","Female","531","0.264252255115184","0.244394418888429","0.28411009134194"
"Never","2003","in school","Male","172","0.540454365348678","0.48406057302076","0.596848157676596"
"Never","2003","in school","Female","150","0.490846556260853","0.435640079573252","0.546053032948455"
"Never","2003","inadequately","Male","60","0.482843725917967","0.389033747239394","0.57665370459654"
"Never","2003","inadequately","Female","69","0.448657046622928","0.371350247880772","0.525963845365084"
"Never","2003","general elemantary","Male","510","0.597383150849638","0.565571576724886","0.62919472497439"
"Never","2003","general elemantary","Female","812","0.429643145526887","0.406981359485225","0.452304931568549"
"Never","2003","middle vocational","Male","2899","0.542680086490971","0.529290846572756","0.556069326409186"
"Never","2003","middle vocational","Female","2773","0.472632086570856","0.45978025890918","0.485483914232532"
"Never","2003","vocational + Abi","Male","264","0.560818602872323","0.516558981005851","0.605078224738795"
"Never","2003","vocational + Abi","Female","299","0.444321052058979","0.406780472234567","0.481861631883392"
"Never","2003","higher vocational","Male","487","0.490343943232094","0.458884485936491","0.521803400527697"
"Never","2003","higher vocational","Female","310","0.430427356921757","0.393878144208254","0.46697656963526"
"Never","2003","higher education","Male","1303","0.541933598058861","0.522200696195874","0.561666499921849"
"Never","2003","higher education","Female","1019","0.518104257803185","0.495601112268208","0.540607403338162"
"Daily","2004","in school","Male","","","",""
"Daily","2004","in school","Female","","","",""
"Daily","2004","inadequately","Male","","","",""
"Daily","2004","inadequately","Female","","","",""
"Daily","2004","general elemantary","Male","","","",""
"Daily","2004","general elemantary","Female","","","",""
"Daily","2004","middle vocational","Male","","","",""
"Daily","2004","middle vocational","Female","","","",""
"Daily","2004","vocational + Abi","Male","","","",""
"Daily","2004","vocational + Abi","Female","","","",""
"Daily","2004","higher vocational","Male","","","",""
"Daily","2004","higher vocational","Female","","","",""
"Daily","2004","higher education","Male","","","",""
"Daily","2004","higher education","Female","","","",""
"Min 1x per week","2004","in school","Male","","","",""
"Min 1x per week","2004","in school","Female","","","",""
"Min 1x per week","2004","inadequately","Male","","","",""
"Min 1x per week","2004","inadequately","Female","","","",""
"Min 1x per week","2004","general elemantary","Male","","","",""
"Min 1x per week","2004","general elemantary","Female","","","",""
"Min 1x per week","2004","middle vocational","Male","","","",""
"Min 1x per week","2004","middle vocational","Female","","","",""
"Min 1x per week","2004","vocational + Abi","Male","","","",""
"Min 1x per week","2004","vocational + Abi","Female","","","",""
"Min 1x per week","2004","higher vocational","Male","","","",""
"Min 1x per week","2004","higher vocational","Female","","","",""
"Min 1x per week","2004","higher education","Male","","","",""
"Min 1x per week","2004","higher education","Female","","","",""
"Min 1x per month","2004","in school","Male","","","",""
"Min 1x per month","2004","in school","Female","","","",""
"Min 1x per month","2004","inadequately","Male","","","",""
"Min 1x per month","2004","inadequately","Female","","","",""
"Min 1x per month","2004","general elemantary","Male","","","",""
"Min 1x per month","2004","general elemantary","Female","","","",""
"Min 1x per month","2004","middle vocational","Male","","","",""
"Min 1x per month","2004","middle vocational","Female","","","",""
"Min 1x per month","2004","vocational + Abi","Male","","","",""
"Min 1x per month","2004","vocational + Abi","Female","","","",""
"Min 1x per month","2004","higher vocational","Male","","","",""
"Min 1x per month","2004","higher vocational","Female","","","",""
"Min 1x per month","2004","higher education","Male","","","",""
"Min 1x per month","2004","higher education","Female","","","",""
"Rarely","2004","in school","Male","","","",""
"Rarely","2004","in school","Female","","","",""
"Rarely","2004","inadequately","Male","","","",""
"Rarely","2004","inadequately","Female","","","",""
"Rarely","2004","general elemantary","Male","","","",""
"Rarely","2004","general elemantary","Female","","","",""
"Rarely","2004","middle vocational","Male","","","",""
"Rarely","2004","middle vocational","Female","","","",""
"Rarely","2004","vocational + Abi","Male","","","",""
"Rarely","2004","vocational + Abi","Female","","","",""
"Rarely","2004","higher vocational","Male","","","",""
"Rarely","2004","higher vocational","Female","","","",""
"Rarely","2004","higher education","Male","","","",""
"Rarely","2004","higher education","Female","","","",""
"Never","2004","in school","Male","","","",""
"Never","2004","in school","Female","","","",""
"Never","2004","inadequately","Male","","","",""
"Never","2004","inadequately","Female","","","",""
"Never","2004","general elemantary","Male","","","",""
"Never","2004","general elemantary","Female","","","",""
"Never","2004","middle vocational","Male","","","",""
"Never","2004","middle vocational","Female","","","",""
"Never","2004","vocational + Abi","Male","","","",""
"Never","2004","vocational + Abi","Female","","","",""
"Never","2004","higher vocational","Male","","","",""
"Never","2004","higher vocational","Female","","","",""
"Never","2004","higher education","Male","","","",""
"Never","2004","higher education","Female","","","",""
"Daily","2005","in school","Male","","","",""
"Daily","2005","in school","Female","","","",""
"Daily","2005","inadequately","Male","","","",""
"Daily","2005","inadequately","Female","","","",""
"Daily","2005","general elemantary","Male","","","",""
"Daily","2005","general elemantary","Female","","","",""
"Daily","2005","middle vocational","Male","","","",""
"Daily","2005","middle vocational","Female","","","",""
"Daily","2005","vocational + Abi","Male","","","",""
"Daily","2005","vocational + Abi","Female","","","",""
"Daily","2005","higher vocational","Male","","","",""
"Daily","2005","higher vocational","Female","","","",""
"Daily","2005","higher education","Male","","","",""
"Daily","2005","higher education","Female","","","",""
"Min 1x per week","2005","in school","Male","24","","",""
"Min 1x per week","2005","in school","Female","23","","",""
"Min 1x per week","2005","inadequately","Male","7","","",""
"Min 1x per week","2005","inadequately","Female","20","","",""
"Min 1x per week","2005","general elemantary","Male","68","0.0858050362768754","0.0660865741052604","0.10552349844849"
"Min 1x per week","2005","general elemantary","Female","230","0.143043088720931","0.126014917397929","0.160071260043932"
"Min 1x per week","2005","middle vocational","Male","330","0.0674299493777822","0.060397883092251","0.0744620156633134"
"Min 1x per week","2005","middle vocational","Female","482","0.0970507873658016","0.0891354238620227","0.104966150869581"
"Min 1x per week","2005","vocational + Abi","Male","33","0.0737265967274689","0.0499999249114405","0.0974532685434972"
"Min 1x per week","2005","vocational + Abi","Female","57","0.0993836654845968","0.0766107443681134","0.12215658660108"
"Min 1x per week","2005","higher vocational","Male","75","0.0852768783932254","0.066979155380991","0.10357460140546"
"Min 1x per week","2005","higher vocational","Female","67","0.0951106943290465","0.0727967443497916","0.117424644308301"
"Min 1x per week","2005","higher education","Male","201","0.0863893702688282","0.074915449460543","0.0978632910771135"
"Min 1x per week","2005","higher education","Female","143","0.0958859752894342","0.0824871944945172","0.109284756084351"
"Min 1x per month","2005","in school","Male","25","","",""
"Min 1x per month","2005","in school","Female","37","0.114809671143241","0.0808740495421452","0.148745292744336"
"Min 1x per month","2005","inadequately","Male","6","","",""
"Min 1x per month","2005","inadequately","Female","20","","",""
"Min 1x per month","2005","general elemantary","Male","61","0.0523975313277099","0.03670959765524","0.0680854650001798"
"Min 1x per month","2005","general elemantary","Female","204","0.128173609949165","0.111915524862032","0.144431695036298"
"Min 1x per month","2005","middle vocational","Male","352","0.0660795083821444","0.0591131764979114","0.0730458402663773"
"Min 1x per month","2005","middle vocational","Female","537","0.0959703750360991","0.0880944858321414","0.103846264240057"
"Min 1x per month","2005","vocational + Abi","Male","31","0.0429825693317699","0.0245680137167882","0.0613971249467515"
"Min 1x per month","2005","vocational + Abi","Female","72","0.10792136854999","0.0843031782749378","0.131539558825043"
"Min 1x per month","2005","higher vocational","Male","63","0.0759932680486886","0.0586327891294047","0.0933537469679725"
"Min 1x per month","2005","higher vocational","Female","88","0.112625785588559","0.0885801439515591","0.136671427225558"
"Min 1x per month","2005","higher education","Male","207","0.0844122515013169","0.0730581218121236","0.0957663811905101"
"Min 1x per month","2005","higher education","Female","189","0.102515586855785","0.0887122355090747","0.116318938202495"
"Rarely","2005","in school","Male","87","0.273024329379202","0.223269717170228","0.322778941588176"
"Rarely","2005","in school","Female","123","0.360095365052669","0.308996102151365","0.411194627953973"
"Rarely","2005","inadequately","Male","24","","",""
"Rarely","2005","inadequately","Female","35","0.2717474690447","0.198834660445521","0.344660277643879"
"Rarely","2005","general elemantary","Male","177","0.233725894495389","0.203930939762307","0.263520849228472"
"Rarely","2005","general elemantary","Female","456","0.276527107612097","0.254773310900197","0.298280904323996"
"Rarely","2005","middle vocational","Male","1453","0.306802973007838","0.293870727683443","0.319735218332234"
"Rarely","2005","middle vocational","Female","1691","0.318158781994338","0.305704942791726","0.330612621196949"
"Rarely","2005","vocational + Abi","Male","164","0.353225367584015","0.309828581789644","0.396622153378386"
"Rarely","2005","vocational + Abi","Female","225","0.34162021411172","0.305520700433224","0.377719727790215"
"Rarely","2005","higher vocational","Male","304","0.347478717837216","0.316282781961021","0.37867465371341"
"Rarely","2005","higher vocational","Female","215","0.318853846491409","0.283406801556201","0.354300891426617"
"Rarely","2005","higher education","Male","736","0.324195009302896","0.305078218755357","0.343311799850436"
"Rarely","2005","higher education","Female","572","0.284330228306039","0.263802353617521","0.304858102994557"
"Never","2005","in school","Male","172","0.566772934720573","0.511433454626998","0.622112414814149"
"Never","2005","in school","Female","156","0.416051693831136","0.363581932266481","0.46852145539579"
"Never","2005","inadequately","Male","66","0.66521862179643","0.574082126363002","0.756355117229858"
"Never","2005","inadequately","Female","68","0.438371945283098","0.357046613179347","0.519697277386848"
"Never","2005","general elemantary","Male","469","0.628071537900025","0.594043923443105","0.662099152356945"
"Never","2005","general elemantary","Female","734","0.452256193717808","0.428049466405005","0.47646292103061"
"Never","2005","middle vocational","Male","2750","0.559687569232235","0.545766611627185","0.573608526837285"
"Never","2005","middle vocational","Female","2663","0.488820055603762","0.47545406713885","0.502186044068674"
"Never","2005","vocational + Abi","Male","238","0.530065466356747","0.484750822763118","0.575380109950375"
"Never","2005","vocational + Abi","Female","309","0.451074751853693","0.413198047010083","0.488951456697304"
"Never","2005","higher vocational","Male","453","0.49125113572087","0.458498965425993","0.524003306015748"
"Never","2005","higher vocational","Female","294","0.473409673590986","0.435432813579585","0.511386533602388"
"Never","2005","higher education","Male","1159","0.505003368926959","0.484583667797893","0.525423070056025"
"Never","2005","higher education","Female","951","0.517268209548742","0.494528391869572","0.540008027227912"
"Daily","2006","in school","Male","","","",""
"Daily","2006","in school","Female","","","",""
"Daily","2006","inadequately","Male","","","",""
"Daily","2006","inadequately","Female","","","",""
"Daily","2006","general elemantary","Male","","","",""
"Daily","2006","general elemantary","Female","","","",""
"Daily","2006","middle vocational","Male","","","",""
"Daily","2006","middle vocational","Female","","","",""
"Daily","2006","vocational + Abi","Male","","","",""
"Daily","2006","vocational + Abi","Female","","","",""
"Daily","2006","higher vocational","Male","","","",""
"Daily","2006","higher vocational","Female","","","",""
"Daily","2006","higher education","Male","","","",""
"Daily","2006","higher education","Female","","","",""
"Min 1x per week","2006","in school","Male","","","",""
"Min 1x per week","2006","in school","Female","","","",""
"Min 1x per week","2006","inadequately","Male","","","",""
"Min 1x per week","2006","inadequately","Female","","","",""
"Min 1x per week","2006","general elemantary","Male","","","",""
"Min 1x per week","2006","general elemantary","Female","","","",""
"Min 1x per week","2006","middle vocational","Male","","","",""
"Min 1x per week","2006","middle vocational","Female","","","",""
"Min 1x per week","2006","vocational + Abi","Male","","","",""
"Min 1x per week","2006","vocational + Abi","Female","","","",""
"Min 1x per week","2006","higher vocational","Male","","","",""
"Min 1x per week","2006","higher vocational","Female","","","",""
"Min 1x per week","2006","higher education","Male","","","",""
"Min 1x per week","2006","higher education","Female","","","",""
"Min 1x per month","2006","in school","Male","","","",""
"Min 1x per month","2006","in school","Female","","","",""
"Min 1x per month","2006","inadequately","Male","","","",""
"Min 1x per month","2006","inadequately","Female","","","",""
"Min 1x per month","2006","general elemantary","Male","","","",""
"Min 1x per month","2006","general elemantary","Female","","","",""
"Min 1x per month","2006","middle vocational","Male","","","",""
"Min 1x per month","2006","middle vocational","Female","","","",""
"Min 1x per month","2006","vocational + Abi","Male","","","",""
"Min 1x per month","2006","vocational + Abi","Female","","","",""
"Min 1x per month","2006","higher vocational","Male","","","",""
"Min 1x per month","2006","higher vocational","Female","","","",""
"Min 1x per month","2006","higher education","Male","","","",""
"Min 1x per month","2006","higher education","Female","","","",""
"Rarely","2006","in school","Male","","","",""
"Rarely","2006","in school","Female","","","",""
"Rarely","2006","inadequately","Male","","","",""
"Rarely","2006","inadequately","Female","","","",""
"Rarely","2006","general elemantary","Male","","","",""
"Rarely","2006","general elemantary","Female","","","",""
"Rarely","2006","middle vocational","Male","","","",""
"Rarely","2006","middle vocational","Female","","","",""
"Rarely","2006","vocational + Abi","Male","","","",""
"Rarely","2006","vocational + Abi","Female","","","",""
"Rarely","2006","higher vocational","Male","","","",""
"Rarely","2006","higher vocational","Female","","","",""
"Rarely","2006","higher education","Male","","","",""
"Rarely","2006","higher education","Female","","","",""
"Never","2006","in school","Male","","","",""
"Never","2006","in school","Female","","","",""
"Never","2006","inadequately","Male","","","",""
"Never","2006","inadequately","Female","","","",""
"Never","2006","general elemantary","Male","","","",""
"Never","2006","general elemantary","Female","","","",""
"Never","2006","middle vocational","Male","","","",""
"Never","2006","middle vocational","Female","","","",""
"Never","2006","vocational + Abi","Male","","","",""
"Never","2006","vocational + Abi","Female","","","",""
"Never","2006","higher vocational","Male","","","",""
"Never","2006","higher vocational","Female","","","",""
"Never","2006","higher education","Male","","","",""
"Never","2006","higher education","Female","","","",""
"Daily","2007","in school","Male","","","",""
"Daily","2007","in school","Female","","","",""
"Daily","2007","inadequately","Male","","","",""
"Daily","2007","inadequately","Female","","","",""
"Daily","2007","general elemantary","Male","","","",""
"Daily","2007","general elemantary","Female","","","",""
"Daily","2007","middle vocational","Male","","","",""
"Daily","2007","middle vocational","Female","","","",""
"Daily","2007","vocational + Abi","Male","","","",""
"Daily","2007","vocational + Abi","Female","","","",""
"Daily","2007","higher vocational","Male","","","",""
"Daily","2007","higher vocational","Female","","","",""
"Daily","2007","higher education","Male","","","",""
"Daily","2007","higher education","Female","","","",""
"Min 1x per week","2007","in school","Male","14","","",""
"Min 1x per week","2007","in school","Female","7","","",""
"Min 1x per week","2007","inadequately","Male","7","","",""
"Min 1x per week","2007","inadequately","Female","24","","",""
"Min 1x per week","2007","general elemantary","Male","63","0.0873228177025472","0.0661972445702359","0.108448390834858"
"Min 1x per week","2007","general elemantary","Female","200","0.124947575629094","0.108351931159824","0.141543220098363"
"Min 1x per week","2007","middle vocational","Male","349","0.0692698522175301","0.0621618842998905","0.0763778201351698"
"Min 1x per week","2007","middle vocational","Female","481","0.0918714319789106","0.0841887635874412","0.09955410037038"
"Min 1x per week","2007","vocational + Abi","Male","23","","",""
"Min 1x per week","2007","vocational + Abi","Female","59","0.101790394967356","0.079454466573369","0.124126323361343"
"Min 1x per week","2007","higher vocational","Male","69","0.068171279206356","0.0516774825038347","0.0846650759088773"
"Min 1x per week","2007","higher vocational","Female","71","0.108250912685454","0.083970286186869","0.132531539184039"
"Min 1x per week","2007","higher education","Male","219","0.0760287544983783","0.0654338017225926","0.0866237072741641"
"Min 1x per week","2007","higher education","Female","163","0.087778768962792","0.0753146861247565","0.100242851800827"
"Min 1x per month","2007","in school","Male","14","","",""
"Min 1x per month","2007","in school","Female","19","","",""
"Min 1x per month","2007","inadequately","Male","6","","",""
"Min 1x per month","2007","inadequately","Female","13","","",""
"Min 1x per month","2007","general elemantary","Male","41","0.0555609870655141","0.0384191260814276","0.0727028480496007"
"Min 1x per month","2007","general elemantary","Female","179","0.114531421407205","0.0985482825766105","0.1305145602378"
"Min 1x per month","2007","middle vocational","Male","353","0.0644938752924975","0.0576177466694672","0.0713700039155279"
"Min 1x per month","2007","middle vocational","Female","530","0.0989641537266872","0.0910216364468523","0.106906671006522"
"Min 1x per month","2007","vocational + Abi","Male","29","","",""
"Min 1x per month","2007","vocational + Abi","Female","58","0.0609994569046229","0.0433204580627101","0.0786784557465358"
"Min 1x per month","2007","higher vocational","Male","74","0.0780047473824175","0.06045476320331","0.095554731561525"
"Min 1x per month","2007","higher vocational","Female","74","0.109850556966985","0.0854131364534323","0.134287977480538"
"Min 1x per month","2007","higher education","Male","219","0.100415529430652","0.0884011242191796","0.112429934642124"
"Min 1x per month","2007","higher education","Female","215","0.111740137477572","0.0978633123423933","0.125616962612751"
"Rarely","2007","in school","Male","43","0.242407076025171","0.176416611562134","0.308397540488209"
"Rarely","2007","in school","Female","62","0.304601847973947","0.236990262073039","0.372213433874855"
"Rarely","2007","inadequately","Male","15","","",""
"Rarely","2007","inadequately","Female","25","","",""
"Rarely","2007","general elemantary","Male","154","0.196451236998978","0.166719551137464","0.226182922860491"
"Rarely","2007","general elemantary","Female","450","0.281019602805934","0.258459555717347","0.303579649894522"
"Rarely","2007","middle vocational","Male","1365","0.279597381572125","0.267033737369343","0.292161025774907"
"Rarely","2007","middle vocational","Female","1681","0.303089303966434","0.290865058940666","0.315313548992202"
"Rarely","2007","vocational + Abi","Male","161","0.354527149090291","0.311187149412036","0.397867148768545"
"Rarely","2007","vocational + Abi","Female","229","0.337804868936879","0.302867700351656","0.372742037522102"
"Rarely","2007","higher vocational","Male","296","0.33262530298313","0.301792402624936","0.363458203341324"
"Rarely","2007","higher vocational","Female","191","0.294717494021231","0.25908819467641","0.330346793366052"
"Rarely","2007","higher education","Male","701","0.276591248671746","0.258710242381421","0.294472254962071"
"Rarely","2007","higher education","Female","592","0.286160053824676","0.266252384242668","0.306067723406684"
"Never","2007","in school","Male","91","0.609326065573814","0.534194458212675","0.684457672934952"
"Never","2007","in school","Female","90","0.509804479876072","0.436365847156055","0.583243112596088"
"Never","2007","inadequately","Male","53","0.639691939099822","0.535140982733796","0.744242895465847"
"Never","2007","inadequately","Female","76","0.594898680800156","0.51299340454369","0.676803957056621"
"Never","2007","general elemantary","Male","428","0.660664958232961","0.625233337032474","0.696096579433448"
"Never","2007","general elemantary","Female","696","0.479501400157766","0.454427730961482","0.504575069354051"
"Never","2007","middle vocational","Male","2835","0.586638890917847","0.572853735402039","0.600424046433655"
"Never","2007","middle vocational","Female","2738","0.506075110327968","0.492777116678602","0.519373103977335"
"Never","2007","vocational + Abi","Male","255","0.539057826445765","0.493896564901815","0.584219087989715"
"Never","2007","vocational + Abi","Female","358","0.499405279191142","0.462470844299144","0.53633971408314"
"Never","2007","higher vocational","Male","458","0.521198670428096","0.488507445560281","0.553889895295912"
"Never","2007","higher vocational","Female","293","0.48718103632633","0.448119439413715","0.526242633238944"
"Never","2007","higher education","Male","1265","0.546964467399224","0.527065682867611","0.566863251930837"
"Never","2007","higher education","Female","1010","0.51432103973496","0.492306617786065","0.536335461683855"
"Daily","2008","in school","Male","","","",""
"Daily","2008","in school","Female","","","",""
"Daily","2008","inadequately","Male","2","","",""
