"pli0098_h","year","pgisced97","sex","n","percent","lower_confidence","upper_confidence"
"Daily","1996","inadequately","Male","","","",""
"Daily","1996","inadequately","Female","","","",""
"Daily","1996","general elemantary","Male","","","",""
"Daily","1996","general elemantary","Female","","","",""
"Daily","1996","middle vocational","Male","","","",""
"Daily","1996","middle vocational","Female","","","",""
"Daily","1996","vocational + Abi","Male","","","",""
"Daily","1996","vocational + Abi","Female","","","",""
"Daily","1996","higher vocational","Male","","","",""
"Daily","1996","higher vocational","Female","","","",""
"Daily","1996","higher education","Male","","","",""
"Daily","1996","higher education","Female","","","",""
"Min 1x per week","1996","in school","Male","11","","",""
"Min 1x per week","1996","in school","Female","19","","",""
"Min 1x per week","1996","inadequately","Male","34","0.161518310902849","0.110642922728491","0.212393699077207"
"Min 1x per week","1996","inadequately","Female","50","0.128104389378969","0.0897715564506726","0.166437222307266"
"Min 1x per week","1996","general elemantary","Male","95","0.107502547405594","0.0863274677552332","0.128677627055955"
"Min 1x per week","1996","general elemantary","Female","238","0.17723123169621","0.15836032547249","0.19610213791993"
"Min 1x per week","1996","middle vocational","Male","277","0.0839485476831676","0.0745396983284457","0.0933573970378895"
"Min 1x per week","1996","middle vocational","Female","291","0.104354180547945","0.0939107963512964","0.114797564744593"
"Min 1x per week","1996","vocational + Abi","Male","28","","",""
"Min 1x per week","1996","vocational + Abi","Female","24","","",""
"Min 1x per week","1996","higher vocational","Male","41","0.0923014940137834","0.0661332646505803","0.118469723376986"
"Min 1x per week","1996","higher vocational","Female","41","0.140422989844149","0.100777061961903","0.180068917726395"
"Min 1x per week","1996","higher education","Male","84","0.0910615501212391","0.0729097712820334","0.109213328960445"
"Min 1x per week","1996","higher education","Female","69","0.123484558953558","0.100672692816554","0.146296425090562"
"Min 1x per month","1996","in school","Male","10","","",""
"Min 1x per month","1996","in school","Female","8","","",""
"Min 1x per month","1996","inadequately","Male","32","0.1231224652186","0.0776981712804879","0.168546759156712"
"Min 1x per month","1996","inadequately","Female","48","0.139692191491496","0.0999300594677667","0.179454323515225"
"Min 1x per month","1996","general elemantary","Male","84","0.101663983162054","0.0810047047249882","0.12232326159912"
"Min 1x per month","1996","general elemantary","Female","193","0.107091565998638","0.0918101067748631","0.122373025222412"
"Min 1x per month","1996","middle vocational","Male","258","0.0838880659754203","0.0744822960993016","0.0932938358515389"
"Min 1x per month","1996","middle vocational","Female","308","0.0978724738499943","0.0877220908907217","0.108022856809267"
"Min 1x per month","1996","vocational + Abi","Male","22","","",""
"Min 1x per month","1996","vocational + Abi","Female","19","","",""
"Min 1x per month","1996","higher vocational","Male","29","","",""
"Min 1x per month","1996","higher vocational","Female","41","0.110508670045218","0.0747314889873577","0.146285851103079"
"Min 1x per month","1996","higher education","Male","75","0.0823449402700104","0.0650012054155321","0.0996886751244886"
"Min 1x per month","1996","higher education","Female","49","0.0659000844218385","0.0486966818105852","0.0831034870330917"
"Rarely","1996","in school","Male","26","","",""
"Rarely","1996","in school","Female","40","0.305453768864953","0.232942489877742","0.377965047852163"
"Rarely","1996","inadequately","Male","52","0.283863580260113","0.221532768820729","0.346194391699496"
"Rarely","1996","inadequately","Female","81","0.24577554259337","0.196392675283017","0.295158409903722"
"Rarely","1996","general elemantary","Male","217","0.259579067722441","0.229609094116821","0.289549041328061"
"Rarely","1996","general elemantary","Female","440","0.30123042641206","0.27855788827194","0.323902964552179"
"Rarely","1996","middle vocational","Male","899","0.295435134196862","0.279955469474852","0.310914798918871"
"Rarely","1996","middle vocational","Female","975","0.319366957924508","0.303440482243431","0.335293433605585"
"Rarely","1996","vocational + Abi","Male","67","0.278199789560047","0.221624541026644","0.334775038093451"
"Rarely","1996","vocational + Abi","Female","75","0.330217765100157","0.270343396443804","0.390092133756509"
"Rarely","1996","higher vocational","Male","147","0.314031509392782","0.272071279497772","0.355991739287793"
"Rarely","1996","higher vocational","Female","101","0.386354346792059","0.330790946462835","0.441917747121283"
"Rarely","1996","higher education","Male","251","0.288467913851575","0.259883424653601","0.31705240304955"
"Rarely","1996","higher education","Female","195","0.255119249107036","0.22489262181019","0.285345876403881"
"Never","1996","in school","Male","91","0.640218961737159","0.560144883217209","0.72029304025711"
"Never","1996","in school","Female","88","0.521248371657984","0.442605433691461","0.599891309624508"
"Never","1996","inadequately","Male","83","0.431495643618438","0.363024880446701","0.499966406790176"
"Never","1996","inadequately","Female","113","0.486427876536166","0.429099899828255","0.543755853244076"
"Never","1996","general elemantary","Male","426","0.53125440170991","0.497140448123916","0.565368355295905"
"Never","1996","general elemantary","Female","702","0.414446775893093","0.390102251142956","0.43879130064323"
"Never","1996","middle vocational","Male","1903","0.53672825214455","0.519809624832405","0.553646879456696"
"Never","1996","middle vocational","Female","1718","0.478406387677553","0.461342310970588","0.495470464384518"
"Never","1996","vocational + Abi","Male","124","0.561861373405642","0.499220193534874","0.624502553276409"
"Never","1996","vocational + Abi","Female","119","0.513264257711262","0.449629990317335","0.576898525105188"
"Never","1996","higher vocational","Male","253","0.529770923704514","0.484647924193719","0.574893923215309"
"Never","1996","higher vocational","Female","112","0.362713993318574","0.307850124462562","0.417577862174586"
"Never","1996","higher education","Male","555","0.538125595757175","0.506670703137924","0.569580488376427"
"Never","1996","higher education","Female","486","0.555496107517567","0.521041048701355","0.58995116633378"
"Daily","1997","in school","Male","","","",""
"Daily","1997","in school","Female","","","",""
"Daily","1997","inadequately","Male","","","",""
"Daily","1997","inadequately","Female","","","",""
"Daily","1997","general elemantary","Male","","","",""
"Daily","1997","general elemantary","Female","","","",""
"Daily","1997","middle vocational","Male","","","",""
"Daily","1997","middle vocational","Female","","","",""
"Daily","1997","vocational + Abi","Male","","","",""
"Daily","1997","vocational + Abi","Female","","","",""
"Daily","1997","higher vocational","Male","","","",""
"Daily","1997","higher vocational","Female","","","",""
"Daily","1997","higher education","Male","","","",""
"Daily","1997","higher education","Female","","","",""
"Min 1x per week","1997","in school","Male","14","","",""
"Min 1x per week","1997","in school","Female","17","","",""
"Min 1x per week","1997","inadequately","Male","33","0.135308275466161","0.0870510590443077","0.183565491888013"
"Min 1x per week","1997","inadequately","Female","58","0.148906858448431","0.106677676982162","0.191136039914701"
"Min 1x per week","1997","general elemantary","Male","93","0.105375690516082","0.0844370427281844","0.126314338303979"
"Min 1x per week","1997","general elemantary","Female","239","0.178550210725851","0.159220822223252","0.197879599228449"
"Min 1x per week","1997","middle vocational","Male","277","0.0898825682699307","0.0800235949426811","0.0997415415971804"
"Min 1x per week","1997","middle vocational","Female","268","0.103347967963595","0.09286933749231","0.113826598434879"
"Min 1x per week","1997","vocational + Abi","Male","28","","",""
"Min 1x per week","1997","vocational + Abi","Female","24","","",""
"Min 1x per week","1997","higher vocational","Male","41","0.0890334898688011","0.063341070882272","0.11472590885533"
"Min 1x per week","1997","higher vocational","Female","38","0.147815034898184","0.106609846891864","0.189020222904504"
"Min 1x per week","1997","higher education","Male","71","0.0771258691639309","0.0603365341246671","0.0939152042031947"
"Min 1x per week","1997","higher education","Female","75","0.134682535240332","0.11096689065371","0.158398179826953"
"Min 1x per month","1997","in school","Male","13","","",""
"Min 1x per month","1997","in school","Female","13","","",""
"Min 1x per month","1997","inadequately","Male","22","","",""
"Min 1x per month","1997","inadequately","Female","36","0.127378822958834","0.0878304831169548","0.166927162800714"
"Min 1x per month","1997","general elemantary","Male","78","0.0890069049474621","0.0695878782094034","0.108425931685521"
"Min 1x per month","1997","general elemantary","Female","169","0.0986477096263241","0.0835976504778744","0.113697768774774"
"Min 1x per month","1997","middle vocational","Male","228","0.0688114116137051","0.0600858318112069","0.0775369914162033"
"Min 1x per month","1997","middle vocational","Female","317","0.104388527470409","0.093863389549647","0.114913665391171"
"Min 1x per month","1997","vocational + Abi","Male","15","","",""
"Min 1x per month","1997","vocational + Abi","Female","13","","",""
"Min 1x per month","1997","higher vocational","Male","30","0.0664973032441727","0.0440203782303515","0.088974228257994"
"Min 1x per month","1997","higher vocational","Female","27","","",""
"Min 1x per month","1997","higher education","Male","80","0.0931323766731467","0.0748436059487078","0.111421147397585"
"Min 1x per month","1997","higher education","Female","64","0.09469049942376","0.0743508576517458","0.115030141195774"
"Rarely","1997","in school","Male","35","0.267445847508595","0.197763938711489","0.3371277563057"
"Rarely","1997","in school","Female","50","0.335162297245793","0.26201917432931","0.408305420162275"
"Rarely","1997","inadequately","Male","60","0.252563801179843","0.191266401332787","0.313861201026899"
"Rarely","1997","inadequately","Female","73","0.221037109191719","0.171815280126302","0.270258938257135"
"Rarely","1997","general elemantary","Male","221","0.277177782747909","0.246652969049741","0.307702596446076"
"Rarely","1997","general elemantary","Female","444","0.306718128791833","0.283444073313933","0.329992184269733"
"Rarely","1997","middle vocational","Male","883","0.295148176173971","0.279425944026635","0.310870408321307"
"Rarely","1997","middle vocational","Female","969","0.305860037701226","0.289999186947159","0.321720888455292"
"Rarely","1997","vocational + Abi","Male","63","0.298489670898617","0.240108368647533","0.356870973149701"
"Rarely","1997","vocational + Abi","Female","77","0.370889830367446","0.307348336738745","0.434431323996146"
"Rarely","1997","higher vocational","Male","150","0.334928851009165","0.292350638452819","0.377507063565512"
"Rarely","1997","higher vocational","Female","111","0.385249145920247","0.32874945478342","0.441748837057074"
"Rarely","1997","higher education","Male","263","0.278941611956323","0.250718552303012","0.307164671609635"
"Rarely","1997","higher education","Female","198","0.238455137235491","0.208851665540217","0.268058608930765"
"Never","1997","in school","Male","93","0.523360122005758","0.444732028891587","0.601988215119929"
"Never","1997","in school","Female","80","0.494762959311014","0.417292830106367","0.572233088515662"
"Never","1997","inadequately","Male","78","0.516004378600891","0.445499877094845","0.586508880106937"
"Never","1997","inadequately","Female","106","0.502677209401016","0.443366851303226","0.561987567498805"
"Never","1997","general elemantary","Male","434","0.528439621788547","0.494396889653869","0.562482353923226"
"Never","1997","general elemantary","Female","656","0.416083950855993","0.391206085751515","0.44096181596047"
"Never","1997","middle vocational","Male","1845","0.546157843942393","0.528996284722752","0.563319403162035"
"Never","1997","middle vocational","Female","1688","0.486403466864771","0.469198614179053","0.503608319550488"
"Never","1997","vocational + Abi","Male","130","0.568707271226797","0.505521026065291","0.631893516388302"
"Never","1997","vocational + Abi","Female","108","0.491264214990103","0.42550216959887","0.557026260381337"
"Never","1997","higher vocational","Male","251","0.509540355877861","0.464441240413966","0.554639471341756"
"Never","1997","higher vocational","Female","109","0.377705949485141","0.321419947931873","0.433991951038409"
"Never","1997","higher education","Male","556","0.550800142206599","0.519497640291173","0.582102644122025"
"Never","1997","higher education","Female","459","0.532171828100418","0.497509264239323","0.566834391961512"
"Daily","1998","in school","Male","3","","",""
"Daily","1998","in school","Female","5","","",""
"Daily","1998","inadequately","Male","7","","",""
"Daily","1998","inadequately","Female","8","","",""
"Daily","1998","general elemantary","Male","14","","",""
"Daily","1998","general elemantary","Female","17","","",""
"Daily","1998","middle vocational","Male","19","","",""
"Daily","1998","middle vocational","Female","12","","",""
"Daily","1998","vocational + Abi","Male","1","","",""
"Daily","1998","vocational + Abi","Female","2","","",""
"Daily","1998","higher vocational","Male","","","",""
"Daily","1998","higher vocational","Female","1","","",""
"Daily","1998","higher education","Male","4","","",""
"Daily","1998","higher education","Female","2","","",""
"Min 1x per week","1998","in school","Male","13","","",""
"Min 1x per week","1998","in school","Female","16","","",""
"Min 1x per week","1998","inadequately","Male","28","","",""
"Min 1x per week","1998","inadequately","Female","46","0.139348458627786","0.0973345973247275","0.181362319930844"
"Min 1x per week","1998","general elemantary","Male","80","0.0837321245788581","0.0658241025075722","0.101640146650144"
"Min 1x per week","1998","general elemantary","Female","238","0.164564178097453","0.146497303445043","0.182631052749863"
"Min 1x per week","1998","middle vocational","Male","285","0.089598983902839","0.0801491469323557","0.0990488208733224"
"Min 1x per week","1998","middle vocational","Female","297","0.0902937954838855","0.0808123606251131","0.0997752303426578"
"Min 1x per week","1998","vocational + Abi","Male","27","","",""
"Min 1x per week","1998","vocational + Abi","Female","25","","",""
"Min 1x per week","1998","higher vocational","Male","42","0.0906574138401289","0.0654147418041555","0.115900085876102"
"Min 1x per week","1998","higher vocational","Female","35","0.117324636322366","0.0823917555255481","0.152257517119185"
"Min 1x per week","1998","higher education","Male","82","0.0686187893573066","0.0535345772499149","0.0837030014646983"
"Min 1x per week","1998","higher education","Female","75","0.124323382143663","0.102609645508716","0.146037118778611"
"Min 1x per month","1998","in school","Male","12","","",""
"Min 1x per month","1998","in school","Female","10","","",""
"Min 1x per month","1998","inadequately","Male","24","","",""
"Min 1x per month","1998","inadequately","Female","41","0.158028558381634","0.113775396434894","0.202281720328373"
"Min 1x per month","1998","general elemantary","Male","91","0.098911862874301","0.0796100472824701","0.118213678466132"
"Min 1x per month","1998","general elemantary","Female","222","0.144356168959073","0.127231467142102","0.161480870776043"
"Min 1x per month","1998","middle vocational","Male","259","0.0780247487820676","0.0691504871579531","0.0868990104061822"
"Min 1x per month","1998","middle vocational","Female","332","0.0972608652133738","0.0874581873254602","0.107063543101287"
"Min 1x per month","1998","vocational + Abi","Male","22","","",""
"Min 1x per month","1998","vocational + Abi","Female","29","","",""
"Min 1x per month","1998","higher vocational","Male","34","0.0767325226330968","0.0533321160420198","0.100132929224174"
"Min 1x per month","1998","higher vocational","Female","35","0.0811176291394008","0.051481131734843","0.110754126543959"
"Min 1x per month","1998","higher education","Male","90","0.102237114358527","0.084160275616053","0.120313953101001"
"Min 1x per month","1998","higher education","Female","69","0.0858833112202355","0.0674441360479406","0.10432248639253"
"Rarely","1998","in school","Male","46","0.250008601337516","0.183533362650359","0.316483840024674"
"Rarely","1998","in school","Female","54","0.332902384138923","0.262270111072162","0.403534657205684"
"Rarely","1998","inadequately","Male","46","0.256264073647827","0.193354684247381","0.319173463048272"
"Rarely","1998","inadequately","Female","65","0.210857042546079","0.161369061612996","0.260345023479162"
"Rarely","1998","general elemantary","Male","251","0.274377704865468","0.245529416279156","0.303225993451781"
"Rarely","1998","general elemantary","Female","458","0.2806277589813","0.258734975389935","0.302520542572665"
"Rarely","1998","middle vocational","Male","985","0.294625808187615","0.279542327096996","0.309709289278233"
"Rarely","1998","middle vocational","Female","1098","0.322207655541879","0.306747609254612","0.337667701829147"
"Rarely","1998","vocational + Abi","Male","63","0.302991506848663","0.244972026830361","0.361010986866966"
"Rarely","1998","vocational + Abi","Female","80","0.311053729087311","0.255526903838763","0.366580554335859"
"Rarely","1998","higher vocational","Male","166","0.3094966262077","0.268854093989117","0.350139158426282"
"Rarely","1998","higher vocational","Female","124","0.39523063271388","0.342159362476632","0.448301902951128"
"Rarely","1998","higher education","Male","310","0.29560241755699","0.268375386430439","0.322829448683541"
"Rarely","1998","higher education","Female","236","0.258775793218337","0.229953873619101","0.287597712817572"
"Never","1998","in school","Male","89","0.537871588082924","0.461333972916543","0.614409203249306"
"Never","1998","in school","Female","86","0.489873311271576","0.414947587261772","0.56479903528138"
"Never","1998","inadequately","Male","80","0.442266691741725","0.370698897203814","0.513834486279635"
"Never","1998","inadequately","Female","101","0.460362531312939","0.399894076596878","0.520830986029"
"Never","1998","general elemantary","Male","483","0.528381070654741","0.496106566808235","0.560655574501246"
"Never","1998","general elemantary","Female","683","0.400323592223724","0.376449717720771","0.424197466726677"
"Never","1998","middle vocational","Male","1961","0.53448593010038","0.517981864110615","0.550989996090145"
"Never","1998","middle vocational","Female","1771","0.487033702421438","0.470498159589361","0.503569245253515"
"Never","1998","vocational + Abi","Male","128","0.537959156349354","0.47501514656685","0.600903166131857"
"Never","1998","vocational + Abi","Female","131","0.47483844098717","0.414940504635958","0.534736377338381"
"Never","1998","higher vocational","Male","255","0.523113437319075","0.479202230065975","0.567024644572174"
"Never","1998","higher vocational","Female","131","0.40602945098957","0.35272045357228","0.459338448406859"
"Never","1998","higher education","Male","593","0.527485423495056","0.497696815773287","0.557274031216825"
"Never","1998","higher education","Female","505","0.527337538059433","0.49448218176981","0.560192894349057"
"Daily","1999","in school","Male","","","",""
"Daily","1999","in school","Female","","","",""
"Daily","1999","inadequately","Male","","","",""
"Daily","1999","inadequately","Female","","","",""
"Daily","1999","general elemantary","Male","","","",""
"Daily","1999","general elemantary","Female","","","",""
"Daily","1999","middle vocational","Male","","","",""
"Daily","1999","middle vocational","Female","","","",""
"Daily","1999","vocational + Abi","Male","","","",""
"Daily","1999","vocational + Abi","Female","","","",""
"Daily","1999","higher vocational","Male","","","",""
"Daily","1999","higher vocational","Female","","","",""
"Daily","1999","higher education","Male","","","",""
"Daily","1999","higher education","Female","","","",""
"Min 1x per week","1999","in school","Male","10","","",""
"Min 1x per week","1999","in school","Female","12","","",""
"Min 1x per week","1999","inadequately","Male","26","","",""
"Min 1x per week","1999","inadequately","Female","40","0.136411622097932","0.0940349447486967","0.178788299447167"
"Min 1x per week","1999","general elemantary","Male","92","0.104747266821647","0.0845261883543777","0.124968345288917"
"Min 1x per week","1999","general elemantary","Female","232","0.174880286507418","0.15609026944335","0.193670303571486"
"Min 1x per week","1999","middle vocational","Male","277","0.0885465039552216","0.0790887768474492","0.0980042310629941"
"Min 1x per week","1999","middle vocational","Female","278","0.0867246943407115","0.077358119815533","0.0960912688658899"
"Min 1x per week","1999","vocational + Abi","Male","22","","",""
"Min 1x per week","1999","vocational + Abi","Female","22","","",""
"Min 1x per week","1999","higher vocational","Male","38","0.0914890421483944","0.0658308030981712","0.117147281198618"
"Min 1x per week","1999","higher vocational","Female","41","0.130092184117055","0.0939061266826531","0.166278241551458"
"Min 1x per week","1999","higher education","Male","76","0.0712146992467149","0.055883443333529","0.0865459551599008"
"Min 1x per week","1999","higher education","Female","64","0.112498944222128","0.0915983085184027","0.133399579925852"
"Min 1x per month","1999","in school","Male","6","","",""
"Min 1x per month","1999","in school","Female","14","","",""
"Min 1x per month","1999","inadequately","Male","26","","",""
"Min 1x per month","1999","inadequately","Female","42","0.143207630753712","0.0999593651544563","0.186455896352968"
"Min 1x per month","1999","general elemantary","Male","71","0.0788459396500785","0.0610502042864121","0.0966416750137449"
"Min 1x per month","1999","general elemantary","Female","186","0.108979008828072","0.0935650689960641","0.124392948660081"
"Min 1x per month","1999","middle vocational","Male","239","0.0637832262087809","0.055647894565121","0.0719185578524409"
"Min 1x per month","1999","middle vocational","Female","331","0.108021414314458","0.0976904540710951","0.118352374557821"
"Min 1x per month","1999","vocational + Abi","Male","15","","",""
"Min 1x per month","1999","vocational + Abi","Female","21","","",""
"Min 1x per month","1999","higher vocational","Male","38","0.0745606846605554","0.0511827501229329","0.0979386191981779"
"Min 1x per month","1999","higher vocational","Female","31","0.0635350004461827","0.0372969632782709","0.0897730376140945"
"Min 1x per month","1999","higher education","Male","90","0.0944472925240019","0.0770137009589157","0.111880884089088"
"Min 1x per month","1999","higher education","Female","68","0.0780521900353965","0.0603083935269056","0.0957959865438873"
"Rarely","1999","in school","Male","55","0.413914215347103","0.337357147107479","0.490471283586726"
"Rarely","1999","in school","Female","55","0.379981893607322","0.305238257530507","0.454725529684136"
"Rarely","1999","inadequately","Male","52","0.242141801446395","0.178673346253989","0.305610256638801"
"Rarely","1999","inadequately","Female","70","0.257956560907323","0.203938899968256","0.311974221846389"
"Rarely","1999","general elemantary","Male","244","0.279461663367394","0.249830424945604","0.309092901789184"
"Rarely","1999","general elemantary","Female","464","0.303356080062373","0.280616625555582","0.326095534569165"
"Rarely","1999","middle vocational","Male","1012","0.311015565910703","0.295604609940577","0.326426521880829"
"Rarely","1999","middle vocational","Female","1099","0.323201559501641","0.307635634089141","0.338767484914141"
"Rarely","1999","vocational + Abi","Male","75","0.348588970546636","0.288048751611096","0.409129189482176"
"Rarely","1999","vocational + Abi","Female","102","0.398207930733721","0.339817135289117","0.456598726178325"
"Rarely","1999","higher vocational","Male","170","0.35318650434447","0.310649313247069","0.39572369544187"
"Rarely","1999","higher vocational","Female","115","0.339474778838842","0.288538465463752","0.390411092213932"
"Rarely","1999","higher education","Male","317","0.300304576186909","0.272978911429586","0.327630240944231"
"Rarely","1999","higher education","Female","248","0.298078188634845","0.267822272954099","0.328334104315591"
"Never","1999","in school","Male","88","0.523587503690994","0.445956404128722","0.601218603253267"
"Never","1999","in school","Female","81","0.504924021741314","0.427933098546908","0.581914944935719"
"Never","1999","inadequately","Male","71","0.474717120191937","0.400732212369691","0.548702028014183"
"Never","1999","inadequately","Female","100","0.462424186241033","0.400865697181628","0.523982675300439"
"Never","1999","general elemantary","Male","474","0.53694513016088","0.504018952383982","0.569871307937777"
"Never","1999","general elemantary","Female","688","0.412784624602136","0.388431273490547","0.437137975713725"
"Never","1999","middle vocational","Male","1938","0.536654703925294","0.520053726414591","0.553255681435998"
"Never","1999","middle vocational","Female","1760","0.48205233184319","0.465422089357353","0.498682574329026"
"Never","1999","vocational + Abi","Male","126","0.515544647165523","0.452052555743208","0.579036738587837"
"Never","1999","vocational + Abi","Female","125","0.428365732281266","0.369341180548304","0.487390284014228"
"Never","1999","higher vocational","Male","239","0.48076376884658","0.436298022961057","0.525229514732104"
"Never","1999","higher vocational","Female","145","0.46689803659792","0.413232532399809","0.520563540796031"
"Never","1999","higher education","Male","598","0.534033432042375","0.504296453045149","0.563770411039601"
"Never","1999","higher education","Female","498","0.511370677107631","0.478306440013125","0.544434914202136"
"Daily","2000","in school","Male","","","",""
"Daily","2000","in school","Female","","","",""
"Daily","2000","inadequately","Male","","","",""
"Daily","2000","inadequately","Female","","","",""
"Daily","2000","general elemantary","Male","","","",""
"Daily","2000","general elemantary","Female","","","",""
"Daily","2000","middle vocational","Male","","","",""
"Daily","2000","middle vocational","Female","","","",""
"Daily","2000","vocational + Abi","Male","","","",""
"Daily","2000","vocational + Abi","Female","","","",""
"Daily","2000","higher vocational","Male","","","",""
"Daily","2000","higher vocational","Female","","","",""
"Daily","2000","higher education","Male","","","",""
"Daily","2000","higher education","Female","","","",""
"Min 1x per week","2000","in school","Male","","","",""
"Min 1x per week","2000","in school","Female","","","",""
"Min 1x per week","2000","inadequately","Male","","","",""
"Min 1x per week","2000","inadequately","Female","","","",""
"Min 1x per week","2000","general elemantary","Male","","","",""
"Min 1x per week","2000","general elemantary","Female","","","",""
"Min 1x per week","2000","middle vocational","Male","","","",""
"Min 1x per week","2000","middle vocational","Female","","","",""
"Min 1x per week","2000","vocational + Abi","Male","","","",""
"Min 1x per week","2000","vocational + Abi","Female","","","",""
"Min 1x per week","2000","higher vocational","Male","","","",""
"Min 1x per week","2000","higher vocational","Female","","","",""
"Min 1x per week","2000","higher education","Male","","","",""
"Min 1x per week","2000","higher education","Female","","","",""
"Min 1x per month","2000","in school","Male","","","",""
"Min 1x per month","2000","in school","Female","","","",""
"Min 1x per month","2000","inadequately","Male","","","",""
"Min 1x per month","2000","inadequately","Female","","","",""
"Min 1x per month","2000","general elemantary","Male","","","",""
"Min 1x per month","2000","general elemantary","Female","","","",""
"Min 1x per month","2000","middle vocational","Male","","","",""
"Min 1x per month","2000","middle vocational","Female","","","",""
"Min 1x per month","2000","vocational + Abi","Male","","","",""
"Min 1x per month","2000","vocational + Abi","Female","","","",""
"Min 1x per month","2000","higher vocational","Male","","","",""
"Min 1x per month","2000","higher vocational","Female","","","",""
"Min 1x per month","2000","higher education","Male","","","",""
"Min 1x per month","2000","higher education","Female","","","",""
"Rarely","2000","in school","Male","","","",""
"Rarely","2000","in school","Female","","","",""
"Rarely","2000","inadequately","Male","","","",""
"Rarely","2000","inadequately","Female","","","",""
"Rarely","2000","general elemantary","Male","","","",""
"Rarely","2000","general elemantary","Female","","","",""
"Rarely","2000","middle vocational","Male","","","",""
"Rarely","2000","middle vocational","Female","","","",""
"Rarely","2000","vocational + Abi","Male","","","",""
"Rarely","2000","vocational + Abi","Female","","","",""
"Rarely","2000","higher vocational","Male","","","",""
"Rarely","2000","higher vocational","Female","","","",""
"Rarely","2000","higher education","Male","","","",""
"Rarely","2000","higher education","Female","","","",""
"Never","2000","in school","Male","","","",""
"Never","2000","in school","Female","","","",""
"Never","2000","inadequately","Male","","","",""
"Never","2000","inadequately","Female","","","",""
"Never","2000","general elemantary","Male","","","",""
"Never","2000","general elemantary","Female","","","",""
"Never","2000","middle vocational","Male","","","",""
"Never","2000","middle vocational","Female","","","",""
"Never","2000","vocational + Abi","Male","","","",""
"Never","2000","vocational + Abi","Female","","","",""
"Never","2000","higher vocational","Male","","","",""
"Never","2000","higher vocational","Female","","","",""
"Never","2000","higher education","Male","","","",""
"Never","2000","higher education","Female","","","",""
"Daily","2001","in school","Male","","","",""
"Daily","2001","in school","Female","","","",""
"Daily","2001","inadequately","Male","","","",""
"Daily","2001","inadequately","Female","","","",""
"Daily","2001","general elemantary","Male","","","",""
"Daily","2001","general elemantary","Female","","","",""
"Daily","2001","middle vocational","Male","","","",""
"Daily","2001","middle vocational","Female","","","",""
"Daily","2001","vocational + Abi","Male","","","",""
"Daily","2001","vocational + Abi","Female","","","",""
"Daily","2001","higher vocational","Male","","","",""
"Daily","2001","higher vocational","Female","","","",""
"Daily","2001","higher education","Male","","","",""
"Daily","2001","higher education","Female","","","",""
"Min 1x per week","2001","in school","Male","18","","",""
"Min 1x per week","2001","in school","Female","17","","",""
"Min 1x per week","2001","inadequately","Male","15","","",""
"Min 1x per week","2001","inadequately","Female","28","","",""
"Min 1x per week","2001","general elemantary","Male","103","0.111062354646431","0.091655621088128","0.130469088204734"
"Min 1x per week","2001","general elemantary","Female","298","0.153645221268767","0.138181478209525","0.169108964328009"
"Min 1x per week","2001","middle vocational","Male","420","0.075210929469558","0.0683219369094731","0.0820999220296429"
"Min 1x per week","2001","middle vocational","Female","555","0.104000850764263","0.0962352798580554","0.111766421670471"
"Min 1x per week","2001","vocational + Abi","Male","33","0.0517814730837164","0.0319996646999443","0.0715632814674886"
"Min 1x per week","2001","vocational + Abi","Female","65","0.11624168411106","0.0903572814569633","0.142126086765156"
"Min 1x per week","2001","higher vocational","Male","90","0.103203931583212","0.0839090830289639","0.12249878013746"
"Min 1x per week","2001","higher vocational","Female","80","0.113198730184181","0.0899099242786468","0.136487536089714"
"Min 1x per week","2001","higher education","Male","176","0.0915135422466044","0.0788482745671229","0.104178809926086"
"Min 1x per week","2001","higher education","Female","134","0.106360880415438","0.0910127920925285","0.121708968738348"
"Min 1x per month","2001","in school","Male","14","","",""
"Min 1x per month","2001","in school","Female","25","","",""
"Min 1x per month","2001","inadequately","Male","14","","",""
"Min 1x per month","2001","inadequately","Female","26","","",""
"Min 1x per month","2001","general elemantary","Male","75","0.0723060353008051","0.0563096080302982","0.088302462571312"
"Min 1x per month","2001","general elemantary","Female","258","0.119551849868835","0.105639230167552","0.133464469570117"
"Min 1x per month","2001","middle vocational","Male","480","0.0859418007561265","0.0786205877495048","0.0932630137627483"
"Min 1x per month","2001","middle vocational","Female","654","0.111204422634784","0.103206759322487","0.119202085947081"
"Min 1x per month","2001","vocational + Abi","Male","40","0.080330420398217","0.0560654088432152","0.104595431953219"
"Min 1x per month","2001","vocational + Abi","Female","52","0.0759945592607872","0.0545943037765306","0.0973948147450439"
"Min 1x per month","2001","higher vocational","Male","87","0.0848385944726287","0.0671663388018042","0.102510850143453"
"Min 1x per month","2001","higher vocational","Female","87","0.106901490188008","0.0841895177419895","0.129613462634027"
"Min 1x per month","2001","higher education","Male","175","0.0884085381722459","0.075938732365689","0.100878343978803"
"Min 1x per month","2001","higher education","Female","133","0.0847181008582478","0.0708554021442179","0.0985807995722778"
"Rarely","2001","in school","Male","82","0.34282853210844","0.285787798539783","0.399869265677097"
"Rarely","2001","in school","Female","95","0.340987011438777","0.285561356142787","0.396412666734767"
"Rarely","2001","inadequately","Male","31","0.214358083123119","0.144084079148831","0.284632087097406"
"Rarely","2001","inadequately","Female","45","0.216240890439876","0.15609969591588","0.276382084963871"
"Rarely","2001","general elemantary","Male","256","0.256926789508767","0.229939836494438","0.283913742523096"
