"plj0587","year","hgtyp1hh","migback","n","percent","lower_confidence","upper_confidence"
"Often","2017","(Married) couple without C. ","no migration background","379","0.0523784712977945","0.0471612664382282","0.0575956761573608"
"Often","2017","(Married) couple without C. ","direct migration background","132","0.117182975873454","0.0984131107316774","0.13595284101523"
"Often","2017","(Married) couple without C. ","indirect migration background","16","","",""
"Often","2017","Single parent ","no migration background","173","0.10352474577541","0.089194142609165","0.117855348941655"
"Often","2017","Single parent ","direct migration background","79","0.157862772395508","0.12443393390854","0.191291610882476"
"Often","2017","Single parent ","indirect migration background","22","","",""
"Often","2017","Couple + C. LE 16 ","no migration background","219","0.059030012257715","0.0516075385970433","0.0664524859183868"
"Often","2017","Couple + C. LE 16 ","direct migration background","365","0.114404059071045","0.102291999686813","0.126516118455278"
"Often","2017","Couple + C. LE 16 ","indirect migration background","47","0.0856556068369804","0.0606718713568894","0.110639342317071"
"Often","2017","Couple + C. GT 16 ","no migration background","145","0.05501394789966","0.0460600872239877","0.0639678085753323"
"Often","2017","Couple + C. GT 16 ","direct migration background","42","0.0948638953011206","0.0711388689103119","0.118588921691929"
"Often","2017","Couple + C. GT 16 ","indirect migration background","20","","",""
"Often","2017","Couple + C. LE and GT 16","no migration background","83","0.0531590666113272","0.041828208767905","0.0644899244547494"
"Often","2017","Couple + C. LE and GT 16","direct migration background","118","0.092211503028415","0.0720617193357657","0.112361286721064"
"Often","2017","Couple + C. LE and GT 16","indirect migration background","18","","",""
"Sometimes","2017","1-pers.-HH","no migration background","1149","0.335066188686644","0.318964188023323","0.351168189349964"
"Sometimes","2017","1-pers.-HH","direct migration background","318","0.307152566425067","0.279102351207734","0.3352027816424"
"Sometimes","2017","1-pers.-HH","indirect migration background","70","0.395251350719296","0.324026271906002","0.46647642953259"
"Sometimes","2017","(Married) couple without C. ","no migration background","2039","0.299647088284177","0.288919366015946","0.310374810552407"
"Sometimes","2017","(Married) couple without C. ","direct migration background","410","0.337672738818298","0.310074723155276","0.365270754481319"
"Sometimes","2017","(Married) couple without C. ","indirect migration background","70","0.341092164220358","0.280862863636285","0.40132146480443"
"Sometimes","2017","Single parent ","no migration background","570","0.309181260241167","0.287441143733691","0.330921376748643"
"Sometimes","2017","Single parent ","direct migration background","169","0.370788015456144","0.326503558012073","0.415072472900214"
"Sometimes","2017","Single parent ","indirect migration background","65","0.326548946611419","0.264999688662967","0.38809820455987"
"Sometimes","2017","Couple + C. LE 16 ","no migration background","1173","0.318959617769411","0.304281220904351","0.333638014634471"
"Sometimes","2017","Couple + C. LE 16 ","direct migration background","951","0.364147953323133","0.345837612024674","0.382458294621592"
"Sometimes","2017","Couple + C. LE 16 ","indirect migration background","123","0.26874841439792","0.229172501857327","0.308324326938512"
"Sometimes","2017","Couple + C. GT 16 ","no migration background","717","0.289205640966855","0.271400861724022","0.307010420209689"
"Sometimes","2017","Couple + C. GT 16 ","direct migration background","207","0.276907864555556","0.240678247193653","0.313137481917459"
"Sometimes","2017","Couple + C. GT 16 ","indirect migration background","65","0.255785152162154","0.20047103679017","0.311099267534139"
"Sometimes","2017","Couple + C. LE and GT 16","no migration background","455","0.291506226368583","0.268553856077883","0.314458596659282"
"Sometimes","2017","Couple + C. LE and GT 16","direct migration background","218","0.323673224674359","0.291088265731113","0.356258183617604"
"Sometimes","2017","Couple + C. LE and GT 16","indirect migration background","70","0.261232785179503","0.205420827036061","0.317044743322945"
"Rarely ","2017","1-pers.-HH","no migration background","1166","0.370138862879408","0.353667479394213","0.386610246364603"
"Rarely ","2017","1-pers.-HH","direct migration background","198","0.297826951533023","0.270020575387596","0.325633327678451"
"Rarely ","2017","1-pers.-HH","indirect migration background","56","0.358747840351991","0.288873475759374","0.428622204944608"
"Rarely ","2017","(Married) couple without C. ","no migration background","3101","0.446256178511286","0.434615170476138","0.457897186546435"
"Rarely ","2017","(Married) couple without C. ","direct migration background","331","0.352448982653844","0.324569887968387","0.380328077339301"
"Rarely ","2017","(Married) couple without C. ","indirect migration background","87","0.350986990773882","0.290350812176244","0.411623169371519"
"Rarely ","2017","Single parent ","no migration background","649","0.376704057777117","0.353910058531833","0.399498057022401"
"Rarely ","2017","Single parent ","direct migration background","89","0.233706824792377","0.194907589384682","0.272506060200071"
"Rarely ","2017","Single parent ","indirect migration background","87","0.366493228404936","0.303251421827675","0.429735034982197"
"Rarely ","2017","Couple + C. LE 16 ","no migration background","1627","0.40939171490993","0.393905558736121","0.424877871083739"
"Rarely ","2017","Couple + C. LE 16 ","direct migration background","631","0.299285628830171","0.281859821416117","0.316711436244226"
"Rarely ","2017","Couple + C. LE 16 ","indirect migration background","191","0.397109631958087","0.353427989959591","0.440791273956583"
"Rarely ","2017","Couple + C. GT 16 ","no migration background","1093","0.437149105436665","0.417669834214599","0.456628376658732"
"Rarely ","2017","Couple + C. GT 16 ","direct migration background","188","0.380951679946779","0.341633219501985","0.420270140391573"
"Rarely ","2017","Couple + C. GT 16 ","indirect migration background","96","0.443209785413664","0.380230227497713","0.506189343329614"
"Rarely ","2017","Couple + C. LE and GT 16","no migration background","615","0.411014119397419","0.386164690177274","0.435863548617565"
"Rarely ","2017","Couple + C. LE and GT 16","direct migration background","188","0.252767629147666","0.222500302302523","0.283034955992809"
"Rarely ","2017","Couple + C. LE and GT 16","indirect migration background","87","0.424178430481336","0.361390254421618","0.486966606541054"
"Never","2017","1-pers.-HH","no migration background","553","0.174712597741686","0.161759010711214","0.187666184772158"
"Never","2017","1-pers.-HH","direct migration background","148","0.177222725336507","0.154003850704963","0.200441599968051"
"Never","2017","1-pers.-HH","indirect migration background","29","","",""
"Never","2017","(Married) couple without C. ","no migration background","1431","0.193927880209862","0.184669157098073","0.203186603321651"
"Never","2017","(Married) couple without C. ","direct migration background","211","0.175793502731846","0.15358020856606","0.198006796897632"
"Never","2017","(Married) couple without C. ","indirect migration background","62","0.259210398043634","0.203538854733058","0.31488194135421"
"Never","2017","Single parent ","no migration background","303","0.184939682338822","0.166676218083409","0.203203146594235"
"Never","2017","Single parent ","direct migration background","65","0.180084289043337","0.14485430001248","0.215314278074194"
"Never","2017","Single parent ","indirect migration background","40","0.161960108190715","0.113606149552961","0.21031406682847"
"Never","2017","Couple + C. LE 16 ","no migration background","823","0.206463651155373","0.193716018014176","0.219211284296569"
"Never","2017","Couple + C. LE 16 ","direct migration background","515","0.186701747053823","0.171873883648149","0.201529610459497"
"Never","2017","Couple + C. LE 16 ","indirect migration background","109","0.22070826266975","0.183684214376617","0.257732310962882"
"Never","2017","Couple + C. GT 16 ","no migration background","514","0.209893224431333","0.193901204220499","0.225885244642168"
"Never","2017","Couple + C. GT 16 ","direct migration background","128","0.200203293862187","0.167804809204638","0.232601778519736"
"Never","2017","Couple + C. GT 16 ","indirect migration background","57","0.213334960545108","0.161398173263297","0.265271747826918"
"Never","2017","Couple + C. LE and GT 16","no migration background","336","0.235938846591731","0.214495162975091","0.257382530208372"
"Never","2017","Couple + C. LE and GT 16","direct migration background","214","0.297155496469814","0.265327667875039","0.32898332506459"
"Never","2017","Couple + C. LE and GT 16","indirect migration background","61","0.2422310030114","0.187800431717899","0.296661574304901"
"Very often","2018","1-pers.-HH","no migration background","","","",""
"Very often","2018","1-pers.-HH","direct migration background","2","","",""
"Very often","2018","1-pers.-HH","indirect migration background","","","",""
"Very often","2018","(Married) couple without C. ","no migration background","","","",""
"Very often","2018","(Married) couple without C. ","direct migration background","2","","",""
"Very often","2018","(Married) couple without C. ","indirect migration background","","","",""
"Very often","2018","Single parent ","no migration background","","","",""
"Very often","2018","Single parent ","direct migration background","3","","",""
"Very often","2018","Single parent ","indirect migration background","","","",""
"Very often","2018","Couple + C. LE 16 ","no migration background","","","",""
"Very often","2018","Couple + C. LE 16 ","direct migration background","23","","",""
"Very often","2018","Couple + C. LE 16 ","indirect migration background","","","",""
"Very often","2018","Couple + C. GT 16 ","no migration background","","","",""
"Very often","2018","Couple + C. GT 16 ","direct migration background","3","","",""
"Very often","2018","Couple + C. GT 16 ","indirect migration background","","","",""
"Very often","2018","Couple + C. LE and GT 16","no migration background","","","",""
"Very often","2018","Couple + C. LE and GT 16","direct migration background","9","","",""
"Very often","2018","Couple + C. LE and GT 16","indirect migration background","","","",""
"Often","2018","1-pers.-HH","no migration background","","","",""
"Often","2018","1-pers.-HH","direct migration background","","","",""
"Often","2018","1-pers.-HH","indirect migration background","","","",""
"Often","2018","(Married) couple without C. ","no migration background","","","",""
"Often","2018","(Married) couple without C. ","direct migration background","4","","",""
"Often","2018","(Married) couple without C. ","indirect migration background","","","",""
"Often","2018","Single parent ","no migration background","","","",""
"Often","2018","Single parent ","direct migration background","6","","",""
"Often","2018","Single parent ","indirect migration background","","","",""
"Often","2018","Couple + C. LE 16 ","no migration background","","","",""
"Often","2018","Couple + C. LE 16 ","direct migration background","30","0.238332915719578","0.169921344702323","0.306744486736834"
"Often","2018","Couple + C. LE 16 ","indirect migration background","","","",""
"Often","2018","Couple + C. GT 16 ","no migration background","","","",""
"Often","2018","Couple + C. GT 16 ","direct migration background","3","","",""
"Often","2018","Couple + C. GT 16 ","indirect migration background","","","",""
"Often","2018","Couple + C. LE and GT 16","no migration background","","","",""
"Often","2018","Couple + C. LE and GT 16","direct migration background","21","","",""
"Often","2018","Couple + C. LE and GT 16","indirect migration background","","","",""
"Sometimes","2018","1-pers.-HH","no migration background","","","",""
"Sometimes","2018","1-pers.-HH","direct migration background","3","","",""
"Sometimes","2018","1-pers.-HH","indirect migration background","","","",""
"Sometimes","2018","(Married) couple without C. ","no migration background","","","",""
"Sometimes","2018","(Married) couple without C. ","direct migration background","7","","",""
"Sometimes","2018","(Married) couple without C. ","indirect migration background","","","",""
"Sometimes","2018","Single parent ","no migration background","","","",""
"Sometimes","2018","Single parent ","direct migration background","10","","",""
"Sometimes","2018","Single parent ","indirect migration background","","","",""
"Sometimes","2018","Couple + C. LE 16 ","no migration background","","","",""
"Sometimes","2018","Couple + C. LE 16 ","direct migration background","43","0.272928673062123","0.20140199627741","0.344455349846836"
"Sometimes","2018","Couple + C. LE 16 ","indirect migration background","","","",""
"Sometimes","2018","Couple + C. GT 16 ","no migration background","","","",""
"Sometimes","2018","Couple + C. GT 16 ","direct migration background","4","","",""
"Sometimes","2018","Couple + C. GT 16 ","indirect migration background","","","",""
"Sometimes","2018","Couple + C. LE and GT 16","no migration background","","","",""
"Sometimes","2018","Couple + C. LE and GT 16","direct migration background","31","0.331346726073335","0.242160449749184","0.420533002397485"
"Sometimes","2018","Couple + C. LE and GT 16","indirect migration background","","","",""
"Rarely ","2018","1-pers.-HH","no migration background","","","",""
"Rarely ","2018","1-pers.-HH","direct migration background","2","","",""
"Rarely ","2018","1-pers.-HH","indirect migration background","","","",""
"Rarely ","2018","(Married) couple without C. ","no migration background","","","",""
"Rarely ","2018","(Married) couple without C. ","direct migration background","","","",""
"Rarely ","2018","(Married) couple without C. ","indirect migration background","","","",""
"Rarely ","2018","Single parent ","no migration background","","","",""
"Rarely ","2018","Single parent ","direct migration background","2","","",""
"Rarely ","2018","Single parent ","indirect migration background","","","",""
"Rarely ","2018","Couple + C. LE 16 ","no migration background","","","",""
"Rarely ","2018","Couple + C. LE 16 ","direct migration background","14","","",""
"Rarely ","2018","Couple + C. LE 16 ","indirect migration background","","","",""
"Rarely ","2018","Couple + C. GT 16 ","no migration background","","","",""
"Rarely ","2018","Couple + C. GT 16 ","direct migration background","4","","",""
"Rarely ","2018","Couple + C. GT 16 ","indirect migration background","","","",""
"Rarely ","2018","Couple + C. LE and GT 16","no migration background","","","",""
"Rarely ","2018","Couple + C. LE and GT 16","direct migration background","18","","",""
"Rarely ","2018","Couple + C. LE and GT 16","indirect migration background","","","",""
"Never","2018","1-pers.-HH","no migration background","","","",""
"Never","2018","1-pers.-HH","direct migration background","1","","",""
"Never","2018","1-pers.-HH","indirect migration background","","","",""
"Never","2018","(Married) couple without C. ","no migration background","","","",""
"Never","2018","(Married) couple without C. ","direct migration background","8","","",""
"Never","2018","(Married) couple without C. ","indirect migration background","","","",""
"Never","2018","Single parent ","no migration background","","","",""
"Never","2018","Single parent ","direct migration background","4","","",""
"Never","2018","Single parent ","indirect migration background","","","",""
"Never","2018","Couple + C. LE 16 ","no migration background","","","",""
"Never","2018","Couple + C. LE 16 ","direct migration background","39","0.309328186243803","0.235111668928824","0.383544703558781"
"Never","2018","Couple + C. LE 16 ","indirect migration background","","","",""
"Never","2018","Couple + C. GT 16 ","no migration background","","","",""
"Never","2018","Couple + C. GT 16 ","direct migration background","4","","",""
"Never","2018","Couple + C. GT 16 ","indirect migration background","","","",""
"Never","2018","Couple + C. LE and GT 16","no migration background","","","",""
"Never","2018","Couple + C. LE and GT 16","direct migration background","28","","",""
"Never","2018","Couple + C. LE and GT 16","indirect migration background","","","",""
"Very often","2019","1-pers.-HH","no migration background","","","",""
"Very often","2019","1-pers.-HH","direct migration background","1","","",""
"Very often","2019","1-pers.-HH","indirect migration background","","","",""
"Very often","2019","(Married) couple without C. ","no migration background","","","",""
"Very often","2019","(Married) couple without C. ","direct migration background","6","","",""
"Very often","2019","(Married) couple without C. ","indirect migration background","","","",""
"Very often","2019","Single parent ","no migration background","","","",""
"Very often","2019","Single parent ","direct migration background","3","","",""
"Very often","2019","Single parent ","indirect migration background","","","",""
"Very often","2019","Couple + C. LE 16 ","no migration background","","","",""
"Very often","2019","Couple + C. LE 16 ","direct migration background","10","","",""
"Very often","2019","Couple + C. LE 16 ","indirect migration background","","","",""
"Very often","2019","Couple + C. GT 16 ","no migration background","","","",""
"Very often","2019","Couple + C. GT 16 ","direct migration background","2","","",""
"Very often","2019","Couple + C. GT 16 ","indirect migration background","","","",""
"Very often","2019","Couple + C. LE and GT 16","no migration background","","","",""
"Very often","2019","Couple + C. LE and GT 16","direct migration background","7","","",""
"Very often","2019","Couple + C. LE and GT 16","indirect migration background","","","",""
"Often","2019","1-pers.-HH","no migration background","","","",""
"Often","2019","1-pers.-HH","direct migration background","","","",""
"Often","2019","1-pers.-HH","indirect migration background","","","",""
"Often","2019","(Married) couple without C. ","no migration background","","","",""
"Often","2019","(Married) couple without C. ","direct migration background","4","","",""
"Often","2019","(Married) couple without C. ","indirect migration background","","","",""
"Often","2019","Single parent ","no migration background","","","",""
"Often","2019","Single parent ","direct migration background","4","","",""
"Often","2019","Single parent ","indirect migration background","","","",""
"Often","2019","Couple + C. LE 16 ","no migration background","","","",""
"Often","2019","Couple + C. LE 16 ","direct migration background","23","","",""
"Often","2019","Couple + C. LE 16 ","indirect migration background","","","",""
"Often","2019","Couple + C. GT 16 ","no migration background","","","",""
"Often","2019","Couple + C. GT 16 ","direct migration background","10","","",""
"Often","2019","Couple + C. GT 16 ","indirect migration background","","","",""
"Often","2019","Couple + C. LE and GT 16","no migration background","","","",""
"Often","2019","Couple + C. LE and GT 16","direct migration background","13","","",""
"Often","2019","Couple + C. LE and GT 16","indirect migration background","","","",""
"Sometimes","2019","1-pers.-HH","no migration background","","","",""
"Sometimes","2019","1-pers.-HH","direct migration background","3","","",""
"Sometimes","2019","1-pers.-HH","indirect migration background","","","",""
"Sometimes","2019","(Married) couple without C. ","no migration background","","","",""
"Sometimes","2019","(Married) couple without C. ","direct migration background","6","","",""
"Sometimes","2019","(Married) couple without C. ","indirect migration background","","","",""
"Sometimes","2019","Single parent ","no migration background","","","",""
"Sometimes","2019","Single parent ","direct migration background","5","","",""
"Sometimes","2019","Single parent ","indirect migration background","","","",""
"Sometimes","2019","Couple + C. LE 16 ","no migration background","","","",""
"Sometimes","2019","Couple + C. LE 16 ","direct migration background","45","0.438329007809624","0.343871548006641","0.532786467612606"
"Sometimes","2019","Couple + C. LE 16 ","indirect migration background","","","",""
"Sometimes","2019","Couple + C. GT 16 ","no migration background","","","",""
"Sometimes","2019","Couple + C. GT 16 ","direct migration background","5","","",""
"Sometimes","2019","Couple + C. GT 16 ","indirect migration background","","","",""
"Sometimes","2019","Couple + C. LE and GT 16","no migration background","","","",""
"Sometimes","2019","Couple + C. LE and GT 16","direct migration background","22","","",""
"Sometimes","2019","Couple + C. LE and GT 16","indirect migration background","","","",""
"Rarely ","2019","1-pers.-HH","no migration background","","","",""
"Rarely ","2019","1-pers.-HH","direct migration background","1","","",""
"Rarely ","2019","1-pers.-HH","indirect migration background","","","",""
"Rarely ","2019","(Married) couple without C. ","no migration background","","","",""
"Rarely ","2019","(Married) couple without C. ","direct migration background","1","","",""
"Rarely ","2019","(Married) couple without C. ","indirect migration background","","","",""
"Rarely ","2019","Single parent ","no migration background","","","",""
"Rarely ","2019","Single parent ","direct migration background","2","","",""
"Rarely ","2019","Single parent ","indirect migration background","","","",""
"Rarely ","2019","Couple + C. LE 16 ","no migration background","","","",""
"Rarely ","2019","Couple + C. LE 16 ","direct migration background","7","","",""
"Rarely ","2019","Couple + C. LE 16 ","indirect migration background","","","",""
"Rarely ","2019","Couple + C. GT 16 ","no migration background","","","",""
"Rarely ","2019","Couple + C. GT 16 ","direct migration background","1","","",""
"Rarely ","2019","Couple + C. GT 16 ","indirect migration background","","","",""
"Rarely ","2019","Couple + C. LE and GT 16","no migration background","","","",""
"Rarely ","2019","Couple + C. LE and GT 16","direct migration background","9","","",""
"Rarely ","2019","Couple + C. LE and GT 16","indirect migration background","","","",""
"Never","2019","1-pers.-HH","no migration background","","","",""
"Never","2019","1-pers.-HH","direct migration background","","","",""
"Never","2019","1-pers.-HH","indirect migration background","","","",""
"Never","2019","(Married) couple without C. ","no migration background","","","",""
"Never","2019","(Married) couple without C. ","direct migration background","","","",""
"Never","2019","(Married) couple without C. ","indirect migration background","","","",""
"Never","2019","Single parent ","no migration background","","","",""
"Never","2019","Single parent ","direct migration background","5","","",""
"Never","2019","Single parent ","indirect migration background","","","",""
"Never","2019","Couple + C. LE 16 ","no migration background","","","",""
"Never","2019","Couple + C. LE 16 ","direct migration background","21","","",""
"Never","2019","Couple + C. LE 16 ","indirect migration background","","","",""
"Never","2019","Couple + C. GT 16 ","no migration background","","","",""
"Never","2019","Couple + C. GT 16 ","direct migration background","2","","",""
"Never","2019","Couple + C. GT 16 ","indirect migration background","","","",""
"Never","2019","Couple + C. LE and GT 16","no migration background","","","",""
"Never","2019","Couple + C. LE and GT 16","direct migration background","14","","",""
"Never","2019","Couple + C. LE and GT 16","indirect migration background","","","",""
