"plj0587","year","hgtyp1hh","sex","n","percent","lower_confidence","upper_confidence","value"
"Never","2019","1-pers.-HH","Female","","","","","5"
"Never","2019","(Married) couple without C. ","Male","","","","","5"
"Never","2019","(Married) couple without C. ","Female","","","","","5"
"Never","2019","Single parent ","Male","3","","","","5"
"Never","2019","Single parent ","Female","2","","","","5"
"Never","2019","Couple + C. LE 16 ","Male","7","","","","5"
"Never","2019","Couple + C. LE 16 ","Female","14","","","","5"
"Never","2019","Couple + C. GT 16 ","Male","2","","","","5"
"Never","2019","Couple + C. GT 16 ","Female","","","","","5"
"Never","2019","Couple + C. LE and GT 16","Male","9","","","","5"
"Never","2019","Couple + C. LE and GT 16","Female","5","","","","5"
"Often","2019","1-pers.-HH","Male","","","","","2"
"Often","2019","1-pers.-HH","Female","","","","","2"
"Often","2019","(Married) couple without C. ","Male","2","","","","2"
"Often","2019","(Married) couple without C. ","Female","2","","","","2"
"Often","2019","Single parent ","Male","","","","","2"
"Often","2019","Single parent ","Female","4","","","","2"
"Often","2019","Couple + C. LE 16 ","Male","11","","","","2"
"Often","2019","Couple + C. LE 16 ","Female","12","","","","2"
"Often","2019","Couple + C. LE and GT 16","Female","8","","","","2"
"Often","2019","Couple + C. GT 16 ","Male","7","","","","2"
"Often","2019","Couple + C. LE and GT 16","Male","5","","","","2"
"Often","2019","Couple + C. GT 16 ","Female","3","","","","2"
"Rarely ","2019","1-pers.-HH","Male","1","","","","4"
"Rarely ","2019","1-pers.-HH","Female","","","","","4"
"Rarely ","2019","(Married) couple without C. ","Male","1","","","","4"
"Rarely ","2019","(Married) couple without C. ","Female","","","","","4"
"Rarely ","2019","Single parent ","Female","2","","","","4"
"Rarely ","2019","Couple + C. LE and GT 16","Female","5","","","","4"
"Rarely ","2019","Single parent ","Male","","","","","4"
"Rarely ","2019","Couple + C. LE and GT 16","Male","4","","","","4"
"Rarely ","2019","Couple + C. GT 16 ","Male","1","","","","4"
"Rarely ","2019","Couple + C. LE 16 ","Male","1","","","","4"
"Rarely ","2019","Couple + C. LE 16 ","Female","6","","","","4"
"Rarely ","2019","Couple + C. GT 16 ","Female","","","","","4"
"Sometimes","2019","Couple + C. LE and GT 16","Male","8","","","","3"
"Sometimes","2019","1-pers.-HH","Male","2","","","","3"
"Sometimes","2019","(Married) couple without C. ","Female","2","","","","3"
"Sometimes","2019","Single parent ","Male","2","","","","3"
"Sometimes","2019","Single parent ","Female","3","","","","3"
"Sometimes","2019","Couple + C. LE 16 ","Male","17","","","","3"
"Sometimes","2019","Couple + C. LE 16 ","Female","28","","","","3"
"Sometimes","2019","Couple + C. GT 16 ","Female","1","","","","3"
"Sometimes","2019","1-pers.-HH","Female","1","","","","3"
"Sometimes","2019","Couple + C. LE and GT 16","Female","14","","","","3"
"Sometimes","2019","Couple + C. GT 16 ","Male","4","","","","3"
"Sometimes","2019","(Married) couple without C. ","Male","4","","","","3"
"Very often","2019","1-pers.-HH","Male","1","","","","1"
"Very often","2019","1-pers.-HH","Female","","","","","1"
"Very often","2019","Couple + C. LE and GT 16","Female","3","","","","1"
"Very often","2019","Single parent ","Male","1","","","","1"
"Very often","2019","Single parent ","Female","2","","","","1"
"Very often","2019","Couple + C. LE 16 ","Male","4","","","","1"
"Very often","2019","Couple + C. LE 16 ","Female","6","","","","1"
"Very often","2019","Couple + C. LE and GT 16","Male","4","","","","1"
"Very often","2019","(Married) couple without C. ","Female","2","","","","1"
"Very often","2019","Couple + C. GT 16 ","Male","1","","","","1"
"Very often","2019","Couple + C. GT 16 ","Female","1","","","","1"
"Very often","2019","(Married) couple without C. ","Male","4","","","","1"
