"plj0587","year","hgtyp1hh","sampreg","n","percent","lower_confidence","upper_confidence"
"Very often","2019","Single parent ","West Germany","3","","",""
"Very often","2019","Single parent ","East Germany","","","",""
"Very often","2019","Couple + C. LE 16 ","West Germany","9","","",""
"Very often","2019","Couple + C. LE 16 ","East Germany","1","","",""
"Very often","2019","Couple + C. GT 16 ","West Germany","2","","",""
"Very often","2019","Couple + C. GT 16 ","East Germany","","","",""
"Very often","2019","Couple + C. LE and GT 16","West Germany","5","","",""
"Very often","2019","Couple + C. LE and GT 16","East Germany","2","","",""
"Often","2019","1-pers.-HH","West Germany","","","",""
"Often","2019","1-pers.-HH","East Germany","","","",""
"Often","2019","(Married) couple without C. ","West Germany","4","","",""
"Often","2019","(Married) couple without C. ","East Germany","","","",""
"Often","2019","Single parent ","West Germany","3","","",""
"Often","2019","Single parent ","East Germany","1","","",""
"Often","2019","Couple + C. LE 16 ","West Germany","22","","",""
"Often","2019","Couple + C. LE 16 ","East Germany","1","","",""
"Often","2019","Couple + C. GT 16 ","West Germany","9","","",""
"Often","2019","Couple + C. GT 16 ","East Germany","1","","",""
"Often","2019","Couple + C. LE and GT 16","West Germany","13","","",""
"Often","2019","Couple + C. LE and GT 16","East Germany","","","",""
"Sometimes","2019","1-pers.-HH","West Germany","3","","",""
"Sometimes","2019","1-pers.-HH","East Germany","","","",""
"Sometimes","2019","(Married) couple without C. ","West Germany","5","","",""
"Sometimes","2019","(Married) couple without C. ","East Germany","1","","",""
"Sometimes","2019","Single parent ","West Germany","5","","",""
"Sometimes","2019","Single parent ","East Germany","","","",""
"Sometimes","2019","Couple + C. LE 16 ","West Germany","40","0.390915168967001","0.293305547656523","0.488524790277479"
"Sometimes","2019","Couple + C. LE 16 ","East Germany","5","","",""
"Sometimes","2019","Couple + C. GT 16 ","West Germany","5","","",""
"Sometimes","2019","Couple + C. GT 16 ","East Germany","","","",""
"Sometimes","2019","Couple + C. LE and GT 16","West Germany","19","","",""
"Sometimes","2019","Couple + C. LE and GT 16","East Germany","3","","",""
"Rarely ","2019","1-pers.-HH","West Germany","1","","",""
"Rarely ","2019","1-pers.-HH","East Germany","","","",""
"Rarely ","2019","(Married) couple without C. ","West Germany","1","","",""
"Rarely ","2019","(Married) couple without C. ","East Germany","","","",""
"Rarely ","2019","Single parent ","West Germany","2","","",""
"Rarely ","2019","Single parent ","East Germany","","","",""
"Rarely ","2019","Couple + C. LE 16 ","West Germany","7","","",""
"Rarely ","2019","Couple + C. LE 16 ","East Germany","","","",""
"Rarely ","2019","Couple + C. GT 16 ","West Germany","1","","",""
"Rarely ","2019","Couple + C. GT 16 ","East Germany","","","",""
"Rarely ","2019","Couple + C. LE and GT 16","West Germany","9","","",""
"Rarely ","2019","Couple + C. LE and GT 16","East Germany","","","",""
"Never","2019","1-pers.-HH","West Germany","","","",""
"Never","2019","1-pers.-HH","East Germany","","","",""
"Never","2019","(Married) couple without C. ","West Germany","","","",""
"Never","2019","(Married) couple without C. ","East Germany","","","",""
"Never","2019","Single parent ","West Germany","4","","",""
"Never","2019","Single parent ","East Germany","1","","",""
"Never","2019","Couple + C. LE 16 ","West Germany","18","","",""
"Never","2019","Couple + C. LE 16 ","East Germany","3","","",""
"Never","2019","Couple + C. GT 16 ","West Germany","2","","",""
"Never","2019","Couple + C. GT 16 ","East Germany","","","",""
"Never","2019","Couple + C. LE and GT 16","West Germany","13","","",""
"Never","2019","Couple + C. LE and GT 16","East Germany","1","","",""
