"plb0218","year","e11103","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Yes, every week","2015","Full Time","Urban Area","865","0.144683220118852","0.135783575297527","0.153582864940178","2"
"Yes, every week","2015","Full Time","Rural Area","434","0.144812322931304","0.132617529500462","0.157007116362145","2"
"Yes, every week","2015","Part Time","Urban Area","472","0.116420547875506","0.106198805005785","0.126642290745226","2"
"Yes, every week","2015","Part Time","Rural Area","245","0.12342960874982","0.108904544817799","0.13795467268184","2"
"Yes, every week","2015","Not Working","Urban Area","32","0.157107087830285","0.110971800391875","0.203242375268694","2"
"Yes, every week","2015","Not Working","Rural Area","26","","","","2"
"No, never","2016","Full Time","Urban Area","","","","","1"
"No, never","2016","Full Time","Rural Area","","","","","1"
"No, never","2016","Part Time","Urban Area","","","","","1"
"No, never","2016","Not Working","Urban Area","","","","","1"
"No, never","2016","Part Time","Rural Area","","","","","1"
"No, never","2016","Not Working","Rural Area","","","","","1"
"Rarely","2016","Full Time","Urban Area","","","","","5"
"Rarely","2016","Full Time","Rural Area","","","","","5"
"Rarely","2016","Part Time","Urban Area","","","","","5"
"Rarely","2016","Part Time","Rural Area","","","","","5"
"Rarely","2016","Not Working","Urban Area","","","","","5"
"Rarely","2016","Not Working","Rural Area","","","","","5"
"Yes, every 2 weeks","2016","Full Time","Urban Area","","","","","3"
"Yes, every 2 weeks","2016","Part Time","Urban Area","","","","","3"
"Yes, every 2 weeks","2016","Full Time","Rural Area","","","","","3"
"Yes, every 2 weeks","2016","Part Time","Rural Area","","","","","3"
"Yes, every 2 weeks","2016","Not Working","Urban Area","","","","","3"
"Yes, every 2 weeks","2016","Not Working","Rural Area","","","","","3"
"Yes, every 3-4 weeks","2016","Full Time","Urban Area","","","","","4"
"Yes, every 3-4 weeks","2016","Part Time","Urban Area","","","","","4"
"Yes, every 3-4 weeks","2016","Full Time","Rural Area","","","","","4"
"Yes, every 3-4 weeks","2016","Part Time","Rural Area","","","","","4"
"Yes, every 3-4 weeks","2016","Not Working","Urban Area","","","","","4"
"Yes, every 3-4 weeks","2016","Not Working","Rural Area","","","","","4"
"Yes, every week","2016","Full Time","Urban Area","","","","","2"
"Yes, every week","2016","Full Time","Rural Area","","","","","2"
"Yes, every week","2016","Part Time","Urban Area","","","","","2"
"Yes, every week","2016","Part Time","Rural Area","","","","","2"
"Yes, every week","2016","Not Working","Urban Area","","","","","2"
"Yes, every week","2016","Not Working","Rural Area","","","","","2"
"No, never","2017","Full Time","Urban Area","2482","0.388574778990944","0.376667423614467","0.400482134367422","1"
"No, never","2017","Full Time","Rural Area","1326","0.352462859722407","0.33695156932542","0.367974150119393","1"
"No, never","2017","Part Time","Rural Area","1038","0.484589379731467","0.463449831769557","0.505728927693377","1"
"No, never","2017","Not Working","Urban Area","154","0.612223896950713","0.55322510692593","0.671222686975496","1"
"No, never","2017","Part Time","Urban Area","2080","0.488174305477309","0.473039056126592","0.503309554828027","1"
"No, never","2017","Not Working","Rural Area","79","0.626296689192142","0.544384369964547","0.708209008419737","1"
"Rarely","2017","Full Time","Urban Area","1494","0.234416967031161","0.224067999897304","0.244765934165019","5"
"Rarely","2017","Full Time","Rural Area","803","0.245935127170666","0.231952990467098","0.259917263874234","5"
"Rarely","2017","Part Time","Urban Area","652","0.170236704980371","0.158856638694059","0.181616771266684","5"
"Rarely","2017","Part Time","Rural Area","281","0.135381491947441","0.120909644339904","0.149853339554977","5"
"Rarely","2017","Not Working","Urban Area","23","","","","5"
"Rarely","2017","Not Working","Rural Area","11","","","","5"
"Yes, every 2 weeks","2017","Full Time","Urban Area","889","0.137190378480657","0.128785611964097","0.145595144997218","3"
"Yes, every 2 weeks","2017","Part Time","Urban Area","609","0.155311911215133","0.144344815176499","0.166279007253767","3"
"Yes, every 2 weeks","2017","Not Working","Urban Area","27","","","","3"
"Yes, every 2 weeks","2017","Full Time","Rural Area","609","0.15867357477912","0.146810603611344","0.170536545946896","3"
"Yes, every 2 weeks","2017","Part Time","Rural Area","363","0.165277336984317","0.149566120072499","0.180988553896135","3"
"Yes, every 2 weeks","2017","Not Working","Rural Area","16","","","","3"
"Yes, every 3-4 weeks","2017","Full Time","Urban Area","647","0.0977012992059911","0.0904480654857174","0.104954532926265","4"
"Yes, every 3-4 weeks","2017","Full Time","Rural Area","406","0.103904495313664","0.0939972429712184","0.11381174765611","4"
"Yes, every 3-4 weeks","2017","Part Time","Urban Area","342","0.0740949300506439","0.0661641015832762","0.0820257585180116","4"
"Yes, every 3-4 weeks","2017","Not Working","Urban Area","21","","","","4"
"Yes, every 3-4 weeks","2017","Part Time","Rural Area","184","0.0752879805427485","0.0641271081106124","0.0864488529748847","4"
"Yes, every 3-4 weeks","2017","Not Working","Rural Area","15","","","","4"
"Yes, every week","2017","Full Time","Urban Area","925","0.142116576291246","0.13358669783577","0.150646454746723","2"
"Yes, every week","2017","Full Time","Rural Area","500","0.139023943014143","0.127790852847395","0.15025703318089","2"
"Yes, every week","2017","Part Time","Urban Area","507","0.112182148276542","0.102626395783229","0.121737900769856","2"
"Yes, every week","2017","Part Time","Rural Area","281","0.139463810794027","0.124810107212973","0.15411751437508","2"
"Yes, every week","2017","Not Working","Urban Area","37","0.139826166783037","0.0978324045569414","0.181819929009132","2"
"Yes, every week","2017","Not Working","Rural Area","13","","","","2"
"No, never","2018","Full Time","Urban Area","","","","","1"
"No, never","2018","Full Time","Rural Area","","","","","1"
"No, never","2018","Part Time","Urban Area","","","","","1"
"No, never","2018","Part Time","Rural Area","","","","","1"
"No, never","2018","Not Working","Urban Area","","","","","1"
"No, never","2018","Not Working","Rural Area","","","","","1"
"Rarely","2018","Full Time","Urban Area","","","","","5"
"Rarely","2018","Full Time","Rural Area","","","","","5"
"Rarely","2018","Not Working","Urban Area","","","","","5"
"Rarely","2018","Not Working","Rural Area","","","","","5"
"Rarely","2018","Part Time","Urban Area","","","","","5"
"Rarely","2018","Part Time","Rural Area","","","","","5"
"Yes, every 2 weeks","2018","Not Working","Rural Area","","","","","3"
"Yes, every 2 weeks","2018","Full Time","Urban Area","","","","","3"
"Yes, every 2 weeks","2018","Full Time","Rural Area","","","","","3"
"Yes, every 2 weeks","2018","Part Time","Urban Area","","","","","3"
"Yes, every 2 weeks","2018","Part Time","Rural Area","","","","","3"
"Yes, every 2 weeks","2018","Not Working","Urban Area","","","","","3"
"Yes, every 3-4 weeks","2018","Full Time","Urban Area","","","","","4"
"Yes, every 3-4 weeks","2018","Full Time","Rural Area","","","","","4"
"Yes, every 3-4 weeks","2018","Part Time","Urban Area","","","","","4"
"Yes, every 3-4 weeks","2018","Part Time","Rural Area","","","","","4"
"Yes, every 3-4 weeks","2018","Not Working","Urban Area","","","","","4"
"Yes, every 3-4 weeks","2018","Not Working","Rural Area","","","","","4"
"Yes, every week","2018","Full Time","Urban Area","","","","","2"
"Yes, every week","2018","Full Time","Rural Area","","","","","2"
"Yes, every week","2018","Part Time","Urban Area","","","","","2"
"Yes, every week","2018","Part Time","Rural Area","","","","","2"
"Yes, every week","2018","Not Working","Urban Area","","","","","2"
"Yes, every week","2018","Not Working","Rural Area","","","","","2"
"No, never","2019","Full Time","Urban Area","2186","0.395204341316828","0.382929608378432","0.407479074255223","1"
"No, never","2019","Full Time","Rural Area","1240","0.369642209984185","0.353695867017802","0.385588552950567","1"
"No, never","2019","Part Time","Urban Area","1971","0.536533477818345","0.520450515867271","0.55261643976942","1"
"No, never","2019","Part Time","Rural Area","955","0.455019190829498","0.432837181882419","0.477201199776577","1"
"No, never","2019","Not Working","Urban Area","161","0.3285437546179","0.282800606912849","0.374286902322952","1"
"No, never","2019","Not Working","Rural Area","107","0.455626786668571","0.394500079894496","0.516753493442646","1"
"Rarely","2019","Full Time","Urban Area","1488","0.251996521152637","0.241096032990888","0.262897009314386","5"
"Rarely","2019","Full Time","Rural Area","786","0.224839009106322","0.211047603058238","0.238630415154406","5"
"Rarely","2019","Part Time","Urban Area","576","0.149058406719167","0.137571937565884","0.160544875872451","5"
"Rarely","2019","Part Time","Rural Area","284","0.169381405896088","0.152673227423812","0.186089584368363","5"
"Rarely","2019","Not Working","Urban Area","70","0.212081718570193","0.172269829528712","0.251893607611674","5"
"Rarely","2019","Not Working","Rural Area","44","0.217896218785259","0.167228069608682","0.268564367961835","5"
"Yes, every 2 weeks","2019","Full Time","Urban Area","871","0.133432962829292","0.124895486484154","0.14197043917443","3"
"Yes, every 2 weeks","2019","Full Time","Rural Area","592","0.162089187679544","0.149914644356893","0.174263731002194","3"
"Yes, every 2 weeks","2019","Part Time","Urban Area","481","0.145205635721659","0.133842949901455","0.156568321541864","3"
"Yes, every 2 weeks","2019","Not Working","Urban Area","58","0.191315782605885","0.153008136875736","0.229623428336035","3"
"Yes, every 2 weeks","2019","Not Working","Rural Area","31","0.0712720320518303","0.0396942346881977","0.102849829415463","3"
"Yes, every 2 weeks","2019","Part Time","Rural Area","294","0.161514040665654","0.145121417593063","0.177906663738245","3"
"Yes, every 3-4 weeks","2019","Full Time","Urban Area","553","0.0889621184448262","0.0818143966253012","0.0961098402643511","4"
"Yes, every 3-4 weeks","2019","Full Time","Rural Area","360","0.105386500064981","0.0952430201442641","0.115529979985698","4"
"Yes, every 3-4 weeks","2019","Part Time","Urban Area","270","0.0657588490125869","0.0577648326067624","0.0737528654184113","4"
"Yes, every 3-4 weeks","2019","Not Working","Urban Area","45","0.113751632618236","0.0828289528631594","0.144674312373312","4"
"Yes, every 3-4 weeks","2019","Not Working","Rural Area","25","","","","4"
"Yes, every 3-4 weeks","2019","Part Time","Rural Area","158","0.0825143961491622","0.0702580813625065","0.094770710935818","4"
"Yes, every week","2019","Full Time","Urban Area","996","0.130404056256417","0.1219492984972","0.138858814015634","2"
"Yes, every week","2019","Part Time","Urban Area","395","0.103443630728241","0.0936216491572375","0.113265612299245","2"
"Yes, every week","2019","Full Time","Rural Area","542","0.138043093164969","0.126647763931563","0.149438422398374","2"
"Yes, every week","2019","Not Working","Urban Area","71","0.154307111587786","0.119125162997082","0.18948906017849","2"
"Yes, every week","2019","Part Time","Rural Area","245","0.131570966459598","0.116513822100519","0.146628110818677","2"
"Yes, every week","2019","Not Working","Rural Area","48","0.170526364227949","0.124365379956056","0.216687348499842","2"
