"m11125","year","sex","n","percent","lower_confidence","upper_confidence","value"
"5 on Scale 1 to 10","1996","Male","824","0.140566981306883","0.131990374429044","0.149143588184721","5"
"5 on Scale 1 to 10","1996","Female","1103","0.176225020709727","0.167170450079279","0.185279591340176","5"
"6 on Scale 1 to 10","1996","Male","677","0.105709444116539","0.098122549632983","0.113296338600096","6"
"6 on Scale 1 to 10","1996","Female","749","0.105872073289895","0.0985603404252174","0.113183806154573","6"
"7 on Scale 1 to 10","1996","Male","1153","0.181150294421247","0.171646665991694","0.1906539228508","7"
"7 on Scale 1 to 10","1996","Female","1008","0.146344278363627","0.137944670166324","0.154743886560931","7"
"8 on Scale 1 to 10","1996","Male","1518","0.234293714300566","0.22384219920594","0.244745229395191","8"
"8 on Scale 1 to 10","1996","Female","1521","0.210056852699647","0.200376389857864","0.219737315541429","8"
"9 on Scale 1 to 10","1996","Male","721","0.107368357015906","0.0997292583371167","0.115007455694695","9"
"9 on Scale 1 to 10","1996","Female","726","0.0925706923543744","0.0856830127926716","0.0994583719160772","9"
"0 Completely dissatisfied","1997","Male","58","0.0118765747176506","0.00918417824534295","0.0145689711899583","0"
"0 Completely dissatisfied","1997","Female","85","0.0162206259609589","0.0131874622896395","0.0192537896322783","0"
"1 on Scale 1 to 10","1997","Male","64","0.0113017562283876","0.00867455909373324","0.0139289533630419","1"
"1 on Scale 1 to 10","1997","Female","89","0.0171683325747304","0.0140493222397342","0.0202873429097267","1"
"10 Completely satisfied","1997","Male","510","0.0680937514538701","0.0618329842570609","0.0743545186506794","10"
"10 Completely satisfied","1997","Female","428","0.0650905914376254","0.0591673824175329","0.0710138004577179","10"
"2 on Scale 1 to 10","1997","Male","142","0.0277709320776675","0.0236871050269114","0.0318547591284236","2"
"2 on Scale 1 to 10","1997","Female","208","0.0355661826437655","0.0311191734560293","0.0400131918315018","2"
"3 on Scale 1 to 10","1997","Male","335","0.0582174265085135","0.0523978733515919","0.064036979665435","3"
"3 on Scale 1 to 10","1997","Female","365","0.0624192298751529","0.0566105594887798","0.0682279002615261","3"
"4 on Scale 1 to 10","1997","Male","381","0.0682025590910474","0.0619371576221964","0.0744679605598983","4"
"4 on Scale 1 to 10","1997","Female","439","0.070567913213716","0.0644186136162145","0.0767172128112175","4"
"5 on Scale 1 to 10","1997","Male","782","0.133661068918643","0.125203721076353","0.142118416760933","5"
"5 on Scale 1 to 10","1997","Female","1011","0.154044000258939","0.145376188604601","0.162711811913277","5"
"6 on Scale 1 to 10","1997","Male","680","0.107486775028655","0.0997888680457194","0.11518468201159","6"
"6 on Scale 1 to 10","1997","Female","732","0.108958021123211","0.101476466166633","0.116439576079789","6"
"7 on Scale 1 to 10","1997","Male","1123","0.182350944986226","0.172754170459076","0.191947719513375","7"
"7 on Scale 1 to 10","1997","Female","1107","0.163826540905789","0.15493957519708","0.172713506614498","7"
"8 on Scale 1 to 10","1997","Male","1454","0.227442904039488","0.217024785334898","0.237861022744078","8"
"8 on Scale 1 to 10","1997","Female","1533","0.219380279131875","0.20944381804487","0.22931674021888","8"
"9 on Scale 1 to 10","1997","Male","690","0.103595306949852","0.0960215752841279","0.111169038615576","9"
"9 on Scale 1 to 10","1997","Female","666","0.0867582828742367","0.0799996084037216","0.0935169573447517","9"
"0 Completely dissatisfied","1998","Male","78","0.0115053232515509","0.00898739386762065","0.0140232526354812","0"
"0 Completely dissatisfied","1998","Female","99","0.0155383418306433","0.0127171449456815","0.0183595387156051","0"
"1 on Scale 1 to 10","1998","Male","60","0.00773695424521524","0.00566821673520728","0.00980569175522319","1"
"1 on Scale 1 to 10","1998","Female","88","0.0155850589988958","0.012759691269531","0.0184104267282606","1"
"10 Completely satisfied","1998","Male","604","0.0850145229825799","0.0784294494689356","0.0915995964962243","10"
"10 Completely satisfied","1998","Female","560","0.0780768148581461","0.0719569748379929","0.0841966548782994","10"
"2 on Scale 1 to 10","1998","Male","184","0.0325284824250798","0.0283399878110354","0.0367169770391243","2"
"2 on Scale 1 to 10","1998","Female","239","0.0431192346088088","0.0384858741206146","0.0477525950970029","2"
"3 on Scale 1 to 10","1998","Male","312","0.0500847341406592","0.0449347951275241","0.0552346731537943","3"
"3 on Scale 1 to 10","1998","Female","404","0.0553371564464791","0.0501218660829829","0.0605524468099754","3"
"4 on Scale 1 to 10","1998","Female","448","0.0617549550561322","0.0562642805173549","0.0672456295949094","4"
"4 on Scale 1 to 10","1998","Male","348","0.0540113398702781","0.0486743988076851","0.0593482809328712","4"
"5 on Scale 1 to 10","1998","Male","908","0.139569434683396","0.131387424031621","0.147751445335171","5"
"5 on Scale 1 to 10","1998","Female","1109","0.160401096547908","0.152030213879563","0.168771979216253","5"
"6 on Scale 1 to 10","1998","Male","743","0.10488058498701","0.0976463101319259","0.112114859842094","6"
"6 on Scale 1 to 10","1998","Female","761","0.102378833018981","0.0954639746883591","0.109293691349602","6"
"7 on Scale 1 to 10","1998","Male","1209","0.167962218140551","0.159135804211764","0.176788632069338","7"
"7 on Scale 1 to 10","1998","Female","1211","0.157417706857541","0.149110316621833","0.165725097093249","7"
"8 on Scale 1 to 10","1998","Male","1685","0.236704149854604","0.226668249221212","0.246740050487995","8"
"8 on Scale 1 to 10","1998","Female","1718","0.21474483261713","0.205377877928123","0.224111787306138","8"
"9 on Scale 1 to 10","1998","Male","760","0.110002255419076","0.102614675128363","0.11738983570979","9"
"9 on Scale 1 to 10","1998","Female","746","0.0956459691593351","0.0889373331004587","0.102354605218212","9"
"0 Completely dissatisfied","1999","Male","83","0.0162016559571514","0.0131629314844608","0.019240380429842","0"
"0 Completely dissatisfied","1999","Female","110","0.0192756762149453","0.016076862325587","0.0224744901043036","0"
"1 on Scale 1 to 10","1999","Male","59","0.010908825066336","0.00840867700230835","0.0134089731303637","1"
"1 on Scale 1 to 10","1999","Female","91","0.0159122098313701","0.0130008702917374","0.0188235493710028","1"
"10 Completely satisfied","1999","Male","529","0.0770901507087058","0.0706701117306134","0.0835101896867981","10"
"10 Completely satisfied","1999","Female","480","0.0681726856116252","0.0623088254050531","0.0740365458181972","10"
"2 on Scale 1 to 10","1999","Male","178","0.0309158912332455","0.0267497863582732","0.0350819961082178","2"
"2 on Scale 1 to 10","1999","Female","216","0.032742401779937","0.0286020520201172","0.0368827515397568","2"
"3 on Scale 1 to 10","1999","Male","310","0.0497822183749913","0.0445473317970312","0.0550171049529514","3"
"3 on Scale 1 to 10","1999","Female","410","0.0684879754480467","0.0626115654997553","0.0743643853963381","3"
"4 on Scale 1 to 10","1999","Female","420","0.0636825304494562","0.0580014307937657","0.0693636301051468","4"
"4 on Scale 1 to 10","1999","Male","361","0.0549178596747623","0.0494344567838961","0.0604012625656286","4"
"5 on Scale 1 to 10","1999","Male","878","0.13586321511748","0.127616124486039","0.144110305748921","5"
"5 on Scale 1 to 10","1999","Female","1043","0.150141361290758","0.141830726272039","0.158451996309476","5"
"6 on Scale 1 to 10","1999","Male","710","0.10803800921237","0.100566298689736","0.115509719735003","6"
"6 on Scale 1 to 10","1999","Female","742","0.106541739951818","0.0993636695248964","0.113719810378739","6"
"7 on Scale 1 to 10","1999","Male","1154","0.165854357890979","0.15690188605723","0.174806829724728","7"
"7 on Scale 1 to 10","1999","Female","1206","0.1605717847458","0.15203022688617","0.16911334260543","7"
"8 on Scale 1 to 10","1999","Male","1570","0.235792805799037","0.225575664180384","0.246009947417691","8"
"8 on Scale 1 to 10","1999","Female","1593","0.210372010136491","0.200889661172639","0.219854359100344","8"
"9 on Scale 1 to 10","1999","Male","799","0.114635010964942","0.106967076586086","0.122302945343797","9"
"9 on Scale 1 to 10","1999","Female","786","0.104099624539753","0.0969946074108805","0.111204641668625","9"
"0 Completely dissatisfied","2000","Male","144","0.0132674015514196","0.011188744074246","0.0153460590285932","0"
"0 Completely dissatisfied","2000","Female","193","0.0181799733706401","0.0158457949719392","0.020514151769341","0"
"1 on Scale 1 to 10","2000","Male","105","0.0104515554508639","0.00860399247052822","0.0122991184311995","1"
"1 on Scale 1 to 10","2000","Female","156","0.0150509499368772","0.0129237401643304","0.0171781597094239","1"
"10 Completely satisfied","2000","Male","1206","0.106925905673247","0.101311866075007","0.112539945271487","10"
"10 Completely satisfied","2000","Female","1269","0.100495079538892","0.0952422216457297","0.105747937432053","10"
"2 on Scale 1 to 10","2000","Male","268","0.0239070655303307","0.0211318355564206","0.0266822955042408","2"
"2 on Scale 1 to 10","2000","Female","344","0.0295365983273112","0.0265786451131696","0.0324945515414527","2"
"3 on Scale 1 to 10","2000","Male","540","0.0503036480271934","0.0463328080784885","0.0542744879758983","3"
"3 on Scale 1 to 10","2000","Female","591","0.0525813245787262","0.0486818309704252","0.0564808181870272","3"
"4 on Scale 1 to 10","2000","Female","673","0.056514887548078","0.052480566641642","0.060549208454514","4"
"4 on Scale 1 to 10","2000","Male","582","0.050375110443605","0.046401600473775","0.0543486204134351","4"
"5 on Scale 1 to 10","2000","Male","1494","0.130172725443282","0.124059551313782","0.136285899572782","5"
"5 on Scale 1 to 10","2000","Female","1874","0.157293511458074","0.150932662927866","0.163654359988282","5"
"6 on Scale 1 to 10","2000","Male","1164","0.097661776705422","0.0922686919606897","0.103054861450154","6"
"6 on Scale 1 to 10","2000","Female","1263","0.0974065618718637","0.0922261812011936","0.102586942542534","6"
"7 on Scale 1 to 10","2000","Male","1941","0.166641322736266","0.159871183665706","0.173411461806827","7"
"7 on Scale 1 to 10","2000","Female","1962","0.151913261992715","0.145642223569818","0.158184300415612","7"
"8 on Scale 1 to 10","2000","Male","2833","0.23670784361679","0.22898562697605","0.24443006025753","8"
"8 on Scale 1 to 10","2000","Female","2759","0.209480871910267","0.202371195102352","0.216590548718181","8"
"9 on Scale 1 to 10","2000","Male","1362","0.113585644821581","0.107821028975778","0.119350260667383","9"
"9 on Scale 1 to 10","2000","Female","1501","0.111546979466556","0.106046916993175","0.117047041939937","9"
"0 Completely dissatisfied","2001","Male","128","0.0124134325363718","0.0103001462719941","0.0145267188007495","0"
"0 Completely dissatisfied","2001","Female","152","0.0166195591370616","0.0142767140269007","0.0189624042472226","0"
"1 on Scale 1 to 10","2001","Male","83","0.00951952211221561","0.00766618111587412","0.0113728631085571","1"
"1 on Scale 1 to 10","2001","Female","121","0.0126985507245058","0.0106465618053866","0.014750539643625","1"
"10 Completely satisfied","2001","Male","1038","0.102755610741852","0.0969602170058311","0.108551004477873","10"
"10 Completely satisfied","2001","Female","1050","0.0932032216471193","0.0878754758966441","0.0985309673975946","10"
"2 on Scale 1 to 10","2001","Male","266","0.0266618995076901","0.023587203354707","0.0297365956606732","2"
"2 on Scale 1 to 10","2001","Female","298","0.0302141368864371","0.0270771257125649","0.0333511480603094","2"
"3 on Scale 1 to 10","2001","Male","490","0.048848781703535","0.0447346664716143","0.0529628969354557","3"
"3 on Scale 1 to 10","2001","Female","580","0.0551575368384039","0.0509738884413374","0.0593411852354705","3"
"4 on Scale 1 to 10","2001","Female","663","0.0599645713608603","0.0556135369033629","0.0643156058183576","4"
"4 on Scale 1 to 10","2001","Male","527","0.0492665714798229","0.0451358077859691","0.0533973351736767","4"
"5 on Scale 1 to 10","2001","Male","1301","0.127080083434187","0.120723104886367","0.133437061982006","5"
"5 on Scale 1 to 10","2001","Female","1648","0.150998289428791","0.144436635198675","0.157559943658908","5"
"6 on Scale 1 to 10","2001","Male","1077","0.106122011508569","0.100243509686519","0.112000513330619","6"
"6 on Scale 1 to 10","2001","Female","1076","0.0933333365849187","0.0880022557879463","0.0986644173818912","6"
"7 on Scale 1 to 10","2001","Male","1768","0.16464450279114","0.157566119367788","0.171722886214492","7"
"7 on Scale 1 to 10","2001","Female","1842","0.156957907075425","0.150291539228454","0.163624274922396","7"
"8 on Scale 1 to 10","2001","Male","2567","0.233905484126026","0.22582595263743","0.241985015614621","8"
"8 on Scale 1 to 10","2001","Female","2687","0.221730187033004","0.214117279595515","0.229343094470493","8"
"9 on Scale 1 to 10","2001","Male","1300","0.118782100058592","0.112607029081899","0.124957171035284","9"
"9 on Scale 1 to 10","2001","Female","1321","0.109122703283473","0.103408712326641","0.114836694240305","9"
"0 Completely dissatisfied","2002","Male","103","0.0101201848636171","0.00826231371527427","0.01197805601196","0"
"0 Completely dissatisfied","2002","Female","167","0.0175035588700458","0.0151527347501092","0.0198543829899825","0"
"1 on Scale 1 to 10","2002","Male","117","0.0133406032172592","0.0112109862653198","0.0154702201691986","1"
"1 on Scale 1 to 10","2002","Female","109","0.0118030800524194","0.00986705537120133","0.0137391047336375","1"
"10 Completely satisfied","2002","Male","944","0.0838870245191371","0.0787412346740674","0.0890328143642068","10"
"10 Completely satisfied","2002","Female","969","0.0807040478944601","0.0758212719273187","0.0855868238616015","10"
"2 on Scale 1 to 10","2002","Male","284","0.0274125615430454","0.0243816778493263","0.0304434452367645","2"
"2 on Scale 1 to 10","2002","Female","337","0.0353237448710635","0.0320146011521251","0.0386328885900019","2"
"3 on Scale 1 to 10","2002","Male","512","0.0512078489354747","0.0471163358784966","0.0552993619924528","3"
"3 on Scale 1 to 10","2002","Female","573","0.053166478232507","0.0491444304603728","0.0571885260046412","3"
"4 on Scale 1 to 10","2002","Female","666","0.0593480124344374","0.0551124699378731","0.0635835549310017","4"
"4 on Scale 1 to 10","2002","Male","564","0.0538896309278459","0.0496982837189081","0.0580809781367837","4"
"5 on Scale 1 to 10","2002","Male","1374","0.134756615526309","0.128418293146957","0.14109493790566","5"
"5 on Scale 1 to 10","2002","Female","1762","0.163018763607171","0.156397084604393","0.169640442609949","5"
"6 on Scale 1 to 10","2002","Male","1131","0.102421729358195","0.0967936222916455","0.108049836424744","6"
"6 on Scale 1 to 10","2002","Female","1180","0.0986575244781156","0.093311862531598","0.104003186424633","6"
"7 on Scale 1 to 10","2002","Male","1984","0.171663584523138","0.164663994574091","0.178663174472186","7"
"7 on Scale 1 to 10","2002","Female","1965","0.163550239215541","0.156919881072116","0.170180597358966","7"
"8 on Scale 1 to 10","2002","Male","2702","0.229285123623857","0.221482063680707","0.237088183567007","8"
"8 on Scale 1 to 10","2002","Female","2784","0.212012565600766","0.204685469088549","0.219339662112984","8"
"9 on Scale 1 to 10","2002","Male","1434","0.122015092962122","0.115939615194193","0.12809057073005","9"
"9 on Scale 1 to 10","2002","Female","1442","0.104911984743472","0.0994186395794783","0.110405329907467","9"
"0 Completely dissatisfied","2003","Male","104","0.0105240053929955","0.00859156560334917","0.0124564451826418","0"
"0 Completely dissatisfied","2003","Female","128","0.0133329047686272","0.0112407257934405","0.0154250837438139","0"
"1 on Scale 1 to 10","2003","Male","109","0.0113282804657766","0.00932417366782261","0.0133323872637306","1"
"1 on Scale 1 to 10","2003","Female","155","0.018930409926982","0.0164445248986824","0.0214162949552815","1"
"10 Completely satisfied","2003","Male","841","0.0778992413223116","0.072823860752891","0.0829746218917322","10"
"10 Completely satisfied","2003","Female","816","0.0706651876965543","0.0659906358205455","0.0753397395725632","10"
"2 on Scale 1 to 10","2003","Male","267","0.029219397604797","0.0260299976550261","0.0324087975545679","2"
"2 on Scale 1 to 10","2003","Female","317","0.0337529858661597","0.0304587756962766","0.0370471960360427","2"
"3 on Scale 1 to 10","2003","Male","484","0.0485479992570431","0.0444780225924843","0.0526179759216019","3"
"3 on Scale 1 to 10","2003","Female","562","0.0533849355719116","0.0492843376277014","0.0574855335161218","3"
"4 on Scale 1 to 10","2003","Female","668","0.0616765866538296","0.0572883750218044","0.0660647982858549","4"
"4 on Scale 1 to 10","2003","Male","559","0.0542691511729898","0.049978995007384","0.0585593073385957","4"
"5 on Scale 1 to 10","2003","Male","1335","0.133998436139838","0.127547510852","0.140449361427676","5"
"5 on Scale 1 to 10","2003","Female","1615","0.15500087948515","0.148399323175562","0.161602435794739","5"
"6 on Scale 1 to 10","2003","Male","1072","0.102070525369643","0.0963374969075818","0.107803553831704","6"
"6 on Scale 1 to 10","2003","Female","1163","0.100807158198673","0.0953152505086771","0.106299065888669","6"
"7 on Scale 1 to 10","2003","Male","1842","0.166746448693475","0.159687667949558","0.173805229437392","7"
"7 on Scale 1 to 10","2003","Female","1928","0.162677366069195","0.155945102599952","0.169409629538438","7"
"8 on Scale 1 to 10","2003","Male","2729","0.245122633362172","0.236976665020457","0.253268601703888","8"
"8 on Scale 1 to 10","2003","Female","2846","0.223986991567284","0.216382030037984","0.231591953096584","8"
"9 on Scale 1 to 10","2003","Male","1370","0.120273881218958","0.11411400174042","0.126433760697495","9"
"9 on Scale 1 to 10","2003","Female","1347","0.105784594195634","0.100174328770817","0.111394859620451","9"
"0 Completely dissatisfied","2004","Male","130","0.0174070335843756","0.0148926771884846","0.0199213899802666","0"
"0 Completely dissatisfied","2004","Female","165","0.0211532396242286","0.0184955429664809","0.0238109362819763","0"
"1 on Scale 1 to 10","2004","Male","128","0.0144769848800184","0.0121805714755554","0.0167733982844813","1"
"1 on Scale 1 to 10","2004","Female","128","0.0139662995989236","0.0117988641701985","0.0161337350276488","1"
"10 Completely satisfied","2004","Male","767","0.0775090663987786","0.0723682163825867","0.0826499164149705","10"
"10 Completely satisfied","2004","Female","779","0.0694820503781475","0.0647857236651318","0.0741783770911632","10"
"2 on Scale 1 to 10","2004","Male","307","0.0355029001137637","0.0319452764456215","0.0390605237819058","2"
"2 on Scale 1 to 10","2004","Female","354","0.0388014115265486","0.0352345197189702","0.0423683033341269","2"
"3 on Scale 1 to 10","2004","Male","501","0.0511198637616093","0.0468855976485513","0.0553541298746673","3"
"3 on Scale 1 to 10","2004","Female","622","0.0629070216880978","0.058422661216727","0.0673913821594686","3"
"4 on Scale 1 to 10","2004","Female","628","0.059540675587843","0.0551701215001117","0.0639112296755743","4"
"4 on Scale 1 to 10","2004","Male","545","0.0530257250609508","0.0487175828992885","0.057333867222613","4"
"5 on Scale 1 to 10","2004","Male","1332","0.135198823212846","0.128624936448312","0.14177270997738","5"
"5 on Scale 1 to 10","2004","Female","1727","0.167356794146002","0.160462167442053","0.174251420849951","5"
"6 on Scale 1 to 10","2004","Male","1069","0.104936162011222","0.0990441011925102","0.110828222829933","6"
"6 on Scale 1 to 10","2004","Female","1148","0.0979975288256206","0.0925062810842462","0.103488776566995","6"
"7 on Scale 1 to 10","2004","Male","1800","0.169643669723039","0.162427965762004","0.176859373684073","7"
"7 on Scale 1 to 10","2004","Female","1885","0.161420786853518","0.154625443771781","0.168216129935254","7"
"8 on Scale 1 to 10","2004","Male","2577","0.233990986158638","0.225851553557607","0.24213041875967","8"
"8 on Scale 1 to 10","2004","Female","2571","0.209908024649747","0.202386377468473","0.21742967183102","8"
"9 on Scale 1 to 10","2004","Male","1237","0.10718878509476","0.101241317011171","0.113136253178348","9"
"9 on Scale 1 to 10","2004","Female","1254","0.0974661671213242","0.0919882141287777","0.102944120113871","9"
"0 Completely dissatisfied","2005","Male","96","0.0110429010398188","0.00898622278967702","0.0130995792899606","0"
"0 Completely dissatisfied","2005","Female","140","0.0156072133083482","0.0132727838387816","0.0179416427779147","0"
"1 on Scale 1 to 10","2005","Male","142","0.0169722833273006","0.0144302042446324","0.0195143624099689","1"
"1 on Scale 1 to 10","2005","Female","138","0.0159310132460753","0.0135728800358358","0.0182891464563148","1"
"10 Completely satisfied","2005","Male","779","0.0791492735779212","0.0738360985446612","0.0844624486111812","10"
"10 Completely satisfied","2005","Female","778","0.0743058210208193","0.0693663658565095","0.0792452761851291","10"
"2 on Scale 1 to 10","2005","Male","276","0.0349454074961504","0.0313312503298058","0.038559564662495","2"
"2 on Scale 1 to 10","2005","Female","307","0.0341670571424599","0.0307457768410007","0.0375883374439192","2"
"3 on Scale 1 to 10","2005","Male","504","0.0571492436397087","0.0525808579819002","0.0617176292975172","3"
"3 on Scale 1 to 10","2005","Female","581","0.061535847660764","0.0570099284183955","0.0660617669031325","3"
"4 on Scale 1 to 10","2005","Female","675","0.0679978867911967","0.0632566677566533","0.07273910582574","4"
"4 on Scale 1 to 10","2005","Male","551","0.0538342818392172","0.0493925830359215","0.0582759806425128","4"
"5 on Scale 1 to 10","2005","Male","1229","0.132156143602278","0.125491138068709","0.138821149135847","5"
"5 on Scale 1 to 10","2005","Female","1539","0.15501687708176","0.148200597871215","0.161833156292305","5"
"6 on Scale 1 to 10","2005","Male","1046","0.104891150675854","0.098860788594807","0.1109215127569","6"
"6 on Scale 1 to 10","2005","Female","1108","0.0994350778554065","0.0937992050229024","0.105070950687911","6"
"7 on Scale 1 to 10","2005","Male","1741","0.173280686613945","0.165831820627886","0.180729552600003","7"
"7 on Scale 1 to 10","2005","Female","1796","0.156264354612617","0.149425757436537","0.163102951788698","7"
"8 on Scale 1 to 10","2005","Male","2380","0.22592579436675","0.217695597078932","0.234155991654568","8"
"8 on Scale 1 to 10","2005","Female","2498","0.216797207879866","0.209036562864295","0.224557852895436","8"
"9 on Scale 1 to 10","2005","Male","1174","0.110652833821056","0.104479027910869","0.116826639731243","9"
"9 on Scale 1 to 10","2005","Female","1270","0.102941643400687","0.0972184323753669","0.108664854426008","9"
"0 Completely dissatisfied","2006","Male","131","0.0159276718135484","0.0135331300229893","0.0183222136041075","0"
"0 Completely dissatisfied","2006","Female","153","0.0150409307187487","0.0128188735381444","0.017262987899353","0"
"1 on Scale 1 to 10","2006","Male","94","0.0123927524532525","0.0102767859745232","0.0145087189319818","1"
"1 on Scale 1 to 10","2006","Female","154","0.0171966737213591","0.0148233098998388","0.0195700375428793","1"
"10 Completely satisfied","2006","Male","783","0.0740483490720611","0.069040115131572","0.0790565830125502","10"
"10 Completely satisfied","2006","Female","847","0.0734444110346265","0.06868203263589","0.078206789433363","10"
"2 on Scale 1 to 10","2006","Male","278","0.0307045494700718","0.0274049424902398","0.0340041564499039","2"
"2 on Scale 1 to 10","2006","Female","340","0.0351330455893491","0.0317717988084412","0.0384942923702569","2"
"3 on Scale 1 to 10","2006","Male","539","0.0568867341135247","0.0524565661786982","0.0613169020483512","3"
"3 on Scale 1 to 10","2006","Female","622","0.0599825896386422","0.0556475872817143","0.0643175919955701","3"
"4 on Scale 1 to 10","2006","Male","586","0.0623832355534625","0.0577575150121758","0.0670089560947493","4"
"4 on Scale 1 to 10","2006","Female","702","0.0668389090623385","0.0622795712547659","0.0713982468699111","4"
"5 on Scale 1 to 10","2006","Male","1378","0.135154810541623","0.128615714698191","0.141693906385054","5"
"5 on Scale 1 to 10","2006","Female","1619","0.147531733559114","0.141057466396108","0.154006000722119","5"
"6 on Scale 1 to 10","2006","Male","1088","0.0971359354663892","0.0914717963803941","0.102800074552384","6"
"6 on Scale 1 to 10","2006","Female","1144","0.0977539272882702","0.0923321909884439","0.103175663588097","6"
"7 on Scale 1 to 10","2006","Male","1811","0.169329367370282","0.162156160874789","0.176502573865774","7"
"7 on Scale 1 to 10","2006","Female","1922","0.158249462804794","0.151586435289312","0.164912490320276","7"
"8 on Scale 1 to 10","2006","Male","2588","0.231866277983021","0.223794485783668","0.239938070182374","8"
"8 on Scale 1 to 10","2006","Female","2682","0.224062013476637","0.216449879782301","0.231674147170973","8"
"9 on Scale 1 to 10","2006","Male","1225","0.114170316162764","0.108087783100553","0.120252849224975","9"
"9 on Scale 1 to 10","2006","Female","1341","0.104766303106121","0.0991753248478923","0.11035728136435","9"
"0 Completely dissatisfied","2007","Male","109","0.0128633499533114","0.0106322301400285","0.0150944697665943","0"
"0 Completely dissatisfied","2007","Female","121","0.0124953634084848","0.010398536479835","0.0145921903371345","0"
"1 on Scale 1 to 10","2007","Male","113","0.0131235464047284","0.0108702713368469","0.0153768214726099","1"
"1 on Scale 1 to 10","2007","Female","141","0.0157836423506874","0.0134309373634773","0.0181363473378975","1"
"10 Completely satisfied","2007","Male","606","0.0660661696147213","0.0611479849662478","0.0709843542631948","10"
"10 Completely satisfied","2007","Female","644","0.0611122045513667","0.0565906331822395","0.0656337759204939","10"
"2 on Scale 1 to 10","2007","Male","275","0.0306206743869596","0.0272094407583045","0.0340319080156147","2"
"2 on Scale 1 to 10","2007","Female","346","0.0376353341683323","0.0340429209078709","0.0412277474287937","2"
"3 on Scale 1 to 10","2007","Male","535","0.0560928535422856","0.0515369385064452","0.060648768578126","3"
"3 on Scale 1 to 10","2007","Female","574","0.0576606116317494","0.0532605185628828","0.062060704700616","3"
"4 on Scale 1 to 10","2007","Female","671","0.0700717627071243","0.0652532300473914","0.0748902953668573","4"
"4 on Scale 1 to 10","2007","Male","558","0.0578064696896861","0.053185687530755","0.0624272518486172","4"
"5 on Scale 1 to 10","2007","Male","1248","0.13699720863756","0.130189214523831","0.143805202751289","5"
"5 on Scale 1 to 10","2007","Female","1505","0.148915341114342","0.142195257613203","0.15563542461548","5"
"6 on Scale 1 to 10","2007","Male","1063","0.106202185401469","0.100101992294139","0.112302378508799","6"
"6 on Scale 1 to 10","2007","Female","1167","0.107888571827156","0.102032372619496","0.113744771034816","6"
"7 on Scale 1 to 10","2007","Male","1792","0.17510999862431","0.167584925851267","0.182635071397354","7"
"7 on Scale 1 to 10","2007","Female","1850","0.161218533865177","0.154277079633599","0.168159988096755","7"
"8 on Scale 1 to 10","2007","Male","2389","0.237301948180087","0.228878611057896","0.245725285302277","8"
"8 on Scale 1 to 10","2007","Female","2511","0.222255345803737","0.214407269928279","0.230103421679196","8"
"9 on Scale 1 to 10","2007","Male","1111","0.107815595564881","0.101674790390265","0.113956400739497","9"
"9 on Scale 1 to 10","2007","Female","1251","0.104963288571843","0.0991775646436891","0.110749012499996","9"
"0 Completely dissatisfied","2008","Male","102","0.0121797144326636","0.00994308966083996","0.0144163392044871","0"
"0 Completely dissatisfied","2008","Female","114","0.0144667552244373","0.0121454247711482","0.0167880856777263","0"
"1 on Scale 1 to 10","2008","Male","99","0.0121630328718082","0.00992792141380419","0.0143981443298123","1"
"1 on Scale 1 to 10","2008","Female","109","0.0133351128631452","0.0111051432392839","0.0155650824870064","1"
"10 Completely satisfied","2008","Male","547","0.0597311342921813","0.0548987438523856","0.0645635247319769","10"
"10 Completely satisfied","2008","Female","571","0.0601238956696027","0.055502484356535","0.0647453069826704","10"
"2 on Scale 1 to 10","2008","Male","269","0.0321500389530849","0.028553122274445","0.0357469556317249","2"
"2 on Scale 1 to 10","2008","Female","294","0.0339027935979143","0.0303844040748044","0.0374211831210243","2"
"3 on Scale 1 to 10","2008","Male","433","0.0494150532028333","0.0449956797003058","0.0538344267053607","3"
"3 on Scale 1 to 10","2008","Female","615","0.0601788277464884","0.0555554408591712","0.0648022146338056","3"
"4 on Scale 1 to 10","2008","Female","657","0.0669493203623724","0.0620903811494462","0.0718082595752987","4"
"4 on Scale 1 to 10","2008","Male","587","0.0653096194120213","0.0602716204868061","0.0703476183372366","4"
"5 on Scale 1 to 10","2008","Male","1175","0.133661030943114","0.126722269832764","0.140599792053463","5"
"5 on Scale 1 to 10","2008","Female","1458","0.15981922141027","0.152695340693741","0.1669431021268","5"
"6 on Scale 1 to 10","2008","Male","1016","0.113006326706262","0.106550568623058","0.119462084789466","6"
"6 on Scale 1 to 10","2008","Female","1095","0.109198553800013","0.103135175531107","0.115261932068918","6"
"7 on Scale 1 to 10","2008","Male","1787","0.192131655721884","0.184098145222404","0.200165166221365","7"
"7 on Scale 1 to 10","2008","Female","1735","0.153828207918754","0.146814252115696","0.160842163721812","7"
"8 on Scale 1 to 10","2008","Male","2191","0.21934064831652","0.210902911945215","0.227778384687824","8"
"8 on Scale 1 to 10","2008","Female","2413","0.223453481621271","0.215355196481445","0.231551766761097","8"
"9 on Scale 1 to 10","2008","Male","1033","0.110911745147627","0.104508548885878","0.117314941409377","9"
"9 on Scale 1 to 10","2008","Female","1103","0.104743829785732","0.0987905862530666","0.110697073318397","9"
"0 Completely dissatisfied","2009","Male","101","0.0123059952054978","0.00998052034757426","0.0146314700634214","0"
