"m11125","year","e11102","n","percent","lower_confidence","upper_confidence"
"5 on Scale 1 to 10","1996","Employed","1125","0.136980532591754","0.129649162265869","0.14431190291764"
"5 on Scale 1 to 10","1996","Not Employed","802","0.190184591064378","0.178919294271354","0.201449887857403"
"6 on Scale 1 to 10","1996","Employed","868","0.0990074687109315","0.0926389268173362","0.105376010604527"
"6 on Scale 1 to 10","1996","Not Employed","558","0.115289670264707","0.106122027031753","0.124457313497661"
"7 on Scale 1 to 10","1996","Employed","1509","0.181444090886083","0.173226566066136","0.18966161570603"
"7 on Scale 1 to 10","1996","Not Employed","652","0.137205154093835","0.127328702479716","0.147081605707953"
"8 on Scale 1 to 10","1996","Employed","2164","0.251967735704032","0.242710569359438","0.261224902048626"
"8 on Scale 1 to 10","1996","Not Employed","875","0.179251199308119","0.168240925486469","0.190261473129769"
"9 on Scale 1 to 10","1996","Employed","1075","0.125078144510821","0.118024382810968","0.132131906210673"
"9 on Scale 1 to 10","1996","Not Employed","372","0.0640820019835428","0.0570521061240229","0.0711118978430628"
"0 Completely dissatisfied","1997","Employed","42","0.00464097260318806","0.00316511786125271","0.00611682734512341"
"0 Completely dissatisfied","1997","Not Employed","101","0.0270093340844022","0.0223919141372865","0.0316267540315178"
"1 on Scale 1 to 10","1997","Employed","50","0.00574569117958696","0.00410446243877213","0.00738691992040178"
"1 on Scale 1 to 10","1997","Not Employed","103","0.026026479483534","0.0214915620168252","0.0305613969502427"
"10 Completely satisfied","1997","Employed","628","0.0723881518498501","0.0667612917066609","0.0780150119930393"
"10 Completely satisfied","1997","Not Employed","310","0.0585910614664404","0.0519015725097943","0.0652805504230865"
"2 on Scale 1 to 10","1997","Employed","143","0.0198113832438209","0.0167854352487178","0.0228373312389241"
"2 on Scale 1 to 10","1997","Not Employed","207","0.0481181670942478","0.042022318714063","0.0542140154744326"
"3 on Scale 1 to 10","1997","Employed","337","0.0457464472624082","0.0412095409461136","0.0502833535787028"
"3 on Scale 1 to 10","1997","Not Employed","363","0.0802694159504346","0.0725302623712925","0.0880085695295767"
"4 on Scale 1 to 10","1997","Employed","468","0.0633677792926333","0.0580776288408467","0.0686579297444199"
"4 on Scale 1 to 10","1997","Not Employed","352","0.0776550502084501","0.0700321604541218","0.0852779399627785"
"5 on Scale 1 to 10","1997","Employed","985","0.118448973511168","0.111432181374349","0.125465765647987"
"5 on Scale 1 to 10","1997","Not Employed","808","0.17927641320768","0.168350741819549","0.190202084595811"
"6 on Scale 1 to 10","1997","Employed","875","0.102866771040121","0.0962702453503625","0.109463296729879"
"6 on Scale 1 to 10","1997","Not Employed","537","0.115551458826675","0.106445784763678","0.124657132889673"
"7 on Scale 1 to 10","1997","Employed","1518","0.18815841087213","0.179671557499509","0.196645264244751"
"7 on Scale 1 to 10","1997","Not Employed","712","0.151758333189879","0.141538961994295","0.161977704385463"
"8 on Scale 1 to 10","1997","Employed","2118","0.262021693721566","0.252473094718101","0.271570292725032"
"8 on Scale 1 to 10","1997","Not Employed","869","0.170699688042876","0.159983005215813","0.181416370869939"
"9 on Scale 1 to 10","1997","Employed","983","0.116803725423528","0.109829335977828","0.123778114869227"
"9 on Scale 1 to 10","1997","Not Employed","373","0.065044598445381","0.0580205230380653","0.0720686738526967"
"0 Completely dissatisfied","1998","Employed","47","0.00609777197630821","0.00447711672996734","0.00771842722264907"
"0 Completely dissatisfied","1998","Not Employed","130","0.023462223091177","0.019428755584313","0.0274956905980411"
"1 on Scale 1 to 10","1998","Employed","50","0.00619718250515004","0.00456345179707024","0.00783091321322985"
"1 on Scale 1 to 10","1998","Not Employed","98","0.019181247568636","0.0155262906341729","0.022836204503099"
"10 Completely satisfied","1998","Employed","784","0.0917608136486314","0.0857509867506036","0.0977706405466592"
"10 Completely satisfied","1998","Not Employed","380","0.0678099932064744","0.0611103985059863","0.0745095879069625"
"2 on Scale 1 to 10","1998","Employed","161","0.0210792060416825","0.0180887727518122","0.0240696393315529"
"2 on Scale 1 to 10","1998","Not Employed","262","0.0603066109973502","0.0539631685211506","0.0666500534735498"
"3 on Scale 1 to 10","1998","Employed","325","0.0364148734317299","0.0325152949644105","0.0403144518990493"
"3 on Scale 1 to 10","1998","Not Employed","391","0.0743795832806476","0.0673877221875945","0.0813714443737006"
"4 on Scale 1 to 10","1998","Employed","422","0.0481926363906808","0.0437340407189842","0.0526512320623775"
"4 on Scale 1 to 10","1998","Not Employed","374","0.0709620832597611","0.0641201417617599","0.0778040247577622"
"5 on Scale 1 to 10","1998","Employed","1073","0.124698851498206","0.117821152053166","0.131576550943246"
"5 on Scale 1 to 10","1998","Not Employed","944","0.184139643865938","0.173811292043352","0.194467995688524"
"6 on Scale 1 to 10","1998","Employed","919","0.0990035286838009","0.0927859670454931","0.105221090322109"
"6 on Scale 1 to 10","1998","Not Employed","585","0.109613751173743","0.101289001162714","0.117938501184772"
"7 on Scale 1 to 10","1998","Employed","1626","0.177354077765365","0.169402372374951","0.185305783155779"
"7 on Scale 1 to 10","1998","Not Employed","794","0.142947505583388","0.133620516664759","0.152274494502017"
"8 on Scale 1 to 10","1998","Employed","2392","0.261672615929285","0.252522284102664","0.270822947755907"
"8 on Scale 1 to 10","1998","Not Employed","1011","0.177490146977019","0.167308755474915","0.187671538479122"
"9 on Scale 1 to 10","1998","Employed","1065","0.12752844212916","0.120584399415323","0.134472484842998"
"9 on Scale 1 to 10","1998","Not Employed","441","0.0697072109958659","0.0629214565610507","0.0764929654306811"
"0 Completely dissatisfied","1999","Employed","52","0.00703340006781401","0.00528546182889611","0.00878133830673191"
"0 Completely dissatisfied","1999","Not Employed","141","0.0333020796277278","0.0283022154656204","0.0383019437898352"
"1 on Scale 1 to 10","1999","Employed","46","0.00694414248470973","0.00520725273225185","0.00868103223716762"
"1 on Scale 1 to 10","1999","Not Employed","104","0.0229351353384695","0.0187636618519622","0.0271066088249767"
"10 Completely satisfied","1999","Employed","700","0.0815136276710449","0.0757905772566614","0.0872366780854284"
"10 Completely satisfied","1999","Not Employed","309","0.0594679923895518","0.0528776866298339","0.0660582981492697"
"2 on Scale 1 to 10","1999","Employed","152","0.0197700029763946","0.0168583241779741","0.0226816817748152"
"2 on Scale 1 to 10","1999","Not Employed","242","0.0492964907598938","0.0432638469097006","0.0553291346100871"
"3 on Scale 1 to 10","1999","Employed","352","0.0453731637348489","0.0410201257873125","0.0497262016823854"
"3 on Scale 1 to 10","1999","Not Employed","368","0.0797225427949698","0.0721746260891701","0.0872704595007695"
"4 on Scale 1 to 10","1999","Employed","419","0.0488437010954677","0.0443354683514701","0.0533519338394653"
"4 on Scale 1 to 10","1999","Not Employed","362","0.0747285433848425","0.067401057730749","0.082056029038936"
"5 on Scale 1 to 10","1999","Employed","1075","0.122757251991434","0.11589353173515","0.129620972247718"
"5 on Scale 1 to 10","1999","Not Employed","846","0.17276759574368","0.162232898723277","0.183302292764082"
"6 on Scale 1 to 10","1999","Employed","875","0.0962765156677175","0.0901069574220325","0.102446073913402"
"6 on Scale 1 to 10","1999","Not Employed","577","0.123117984366066","0.113961927827967","0.132274040904166"
"7 on Scale 1 to 10","1999","Employed","1637","0.178477238658376","0.170468256581102","0.186486220735649"
"7 on Scale 1 to 10","1999","Not Employed","723","0.140986512774859","0.13128887604667","0.150684149503049"
"8 on Scale 1 to 10","1999","Employed","2299","0.262067949440811","0.252869995204529","0.271265903677093"
"8 on Scale 1 to 10","1999","Not Employed","864","0.165845411381061","0.155480821134372","0.17621000162775"
"9 on Scale 1 to 10","1999","Employed","1174","0.130943006211382","0.123887285436633","0.13799872698613"
"9 on Scale 1 to 10","1999","Not Employed","411","0.0778297114388789","0.0703642714496204","0.0852951514281373"
"0 Completely dissatisfied","2000","Employed","106","0.00839730314103133","0.00694540276913601","0.00984920351292665"
"0 Completely dissatisfied","2000","Not Employed","231","0.0269001307954352","0.0235664217150478","0.0302338398758227"
"1 on Scale 1 to 10","2000","Employed","67","0.00463195547569701","0.00355158654508949","0.00571232440630452"
"1 on Scale 1 to 10","2000","Not Employed","194","0.0251010260927076","0.0218777512447743","0.0283243009406409"
"10 Completely satisfied","2000","Employed","1720","0.121147264992066","0.115955525262363","0.126339004721768"
"10 Completely satisfied","2000","Not Employed","754","0.0772575334609868","0.0717560163443749","0.0827590505775987"
"2 on Scale 1 to 10","2000","Employed","207","0.0145132923340156","0.0126104342126597","0.0164161504553715"
"2 on Scale 1 to 10","2000","Not Employed","405","0.0452393865409083","0.0409570835120525","0.0495216895697642"
"3 on Scale 1 to 10","2000","Employed","534","0.0393692606636114","0.0362750140775542","0.0424635072496685"
"3 on Scale 1 to 10","2000","Not Employed","597","0.0696227247844105","0.064378553717593","0.0748668958512279"
"4 on Scale 1 to 10","2000","Employed","661","0.0436659312703129","0.0404145026193618","0.046917359921264"
"4 on Scale 1 to 10","2000","Not Employed","594","0.0683524442612967","0.0631527878808155","0.073552100641778"
"5 on Scale 1 to 10","2000","Employed","1759","0.11570465680087","0.110615191715339","0.120794121886401"
"5 on Scale 1 to 10","2000","Not Employed","1609","0.186856028781444","0.178824299242491","0.194887758320398"
"6 on Scale 1 to 10","2000","Employed","1452","0.0917569315323464","0.0871636978792595","0.0963501651854333"
"6 on Scale 1 to 10","2000","Not Employed","975","0.106192930105602","0.0998448632797531","0.112540996931452"
"7 on Scale 1 to 10","2000","Employed","2613","0.169246844736206","0.163280692356925","0.175212997115488"
"7 on Scale 1 to 10","2000","Not Employed","1290","0.143770948370565","0.136541546894271","0.151000349846859"
"8 on Scale 1 to 10","2000","Employed","3963","0.255291459806734","0.248353858121876","0.262229061491593"
"8 on Scale 1 to 10","2000","Not Employed","1629","0.173803717261643","0.16599566082465","0.181611773698637"
"9 on Scale 1 to 10","2000","Employed","2092","0.136275099247109","0.130816338942133","0.141733859552085"
"9 on Scale 1 to 10","2000","Not Employed","770","0.0769031295449991","0.0714131915279814","0.0823930675620169"
"0 Completely dissatisfied","2001","Employed","79","0.00650758630033563","0.00516987853283532","0.00784529406783594"
"0 Completely dissatisfied","2001","Not Employed","201","0.0270733418706219","0.0235398071738221","0.0306068765674217"
"1 on Scale 1 to 10","2001","Employed","65","0.0059387969244295","0.0046605204308106","0.00721707341804841"
"1 on Scale 1 to 10","2001","Not Employed","139","0.019233672914125","0.0162433901245174","0.0222239557037326"
"10 Completely satisfied","2001","Employed","1471","0.114777092994791","0.10947407701887","0.120080108970713"
"10 Completely satisfied","2001","Not Employed","617","0.0716139861585772","0.0660001259576198","0.0772278463595346"
"2 on Scale 1 to 10","2001","Employed","207","0.0156357894503341","0.0135718031155507","0.0176997757851174"
"2 on Scale 1 to 10","2001","Not Employed","357","0.0483841006021299","0.0437123402582446","0.0530558609460152"
"3 on Scale 1 to 10","2001","Employed","516","0.0395790330320427","0.0363353948110127","0.0428226712530726"
"3 on Scale 1 to 10","2001","Not Employed","554","0.0714738559046799","0.0658650675911066","0.0770826442182532"
"4 on Scale 1 to 10","2001","Employed","636","0.0453454907524274","0.0418840319230357","0.0488069495818192"
"4 on Scale 1 to 10","2001","Not Employed","554","0.0693814037903229","0.0638491030651701","0.0749137045154757"
"5 on Scale 1 to 10","2001","Employed","1515","0.109306788618436","0.104115721527997","0.114497855708874"
"5 on Scale 1 to 10","2001","Not Employed","1434","0.18598536047249","0.177513986330453","0.194456734614527"
"6 on Scale 1 to 10","2001","Employed","1305","0.0952590017409524","0.0903749061923625","0.100143097289542"
"6 on Scale 1 to 10","2001","Not Employed","848","0.106132486857058","0.0994265552178735","0.112838418496243"
"7 on Scale 1 to 10","2001","Employed","2411","0.168983350881844","0.162748934212594","0.175217767551094"
"7 on Scale 1 to 10","2001","Not Employed","1199","0.147838061005831","0.140110319788046","0.155565802223617"
"8 on Scale 1 to 10","2001","Employed","3713","0.258775854529256","0.251489577861134","0.266062131197379"
"8 on Scale 1 to 10","2001","Not Employed","1541","0.17944226304318","0.171087862060352","0.187796664026008"
"9 on Scale 1 to 10","2001","Employed","1961","0.139891214775151","0.134120349763614","0.145662079786688"
"9 on Scale 1 to 10","2001","Not Employed","660","0.0734414673809839","0.0677620278816761","0.0791209068802917"
"0 Completely dissatisfied","2002","Employed","72","0.00545632989367471","0.00427032569064732","0.00664233409670211"
"0 Completely dissatisfied","2002","Not Employed","198","0.0266318592043514","0.0231645420594231","0.0300991763492798"
"1 on Scale 1 to 10","2002","Employed","59","0.00515049826375005","0.00399803443066622","0.00630296209683388"
"1 on Scale 1 to 10","2002","Not Employed","167","0.0236365010443223","0.0203649656619289","0.0269080364267156"
"10 Completely satisfied","2002","Employed","1353","0.0962969465184167","0.0915474986814392","0.101046394355394"
"10 Completely satisfied","2002","Not Employed","560","0.0611785283645843","0.0560173926386492","0.0663396640905195"
"2 on Scale 1 to 10","2002","Employed","249","0.0183061917341557","0.0161478956713924","0.020464487796919"
"2 on Scale 1 to 10","2002","Not Employed","372","0.0512648281255746","0.0465154525577488","0.0560142036934004"
"3 on Scale 1 to 10","2002","Employed","542","0.0394598992439478","0.0363254609431572","0.0425943375447384"
"3 on Scale 1 to 10","2002","Not Employed","543","0.0713453215842805","0.0658020757952311","0.0768885673733298"
"4 on Scale 1 to 10","2002","Employed","649","0.045868187515534","0.0425000953514489","0.049236279679619"
"4 on Scale 1 to 10","2002","Not Employed","581","0.0729528824294975","0.0673523877079182","0.0785533771510768"
"5 on Scale 1 to 10","2002","Employed","1675","0.123285948011395","0.117992852112882","0.128579043909907"
"5 on Scale 1 to 10","2002","Not Employed","1461","0.188392971399281","0.179972052047971","0.196813890750592"
"6 on Scale 1 to 10","2002","Employed","1393","0.0939794094478946","0.0892814487538607","0.0986773701419285"
"6 on Scale 1 to 10","2002","Not Employed","918","0.110224755478659","0.10348050033777","0.116969010619549"
"7 on Scale 1 to 10","2002","Employed","2688","0.174664031645283","0.168551218571607","0.180776844718959"
"7 on Scale 1 to 10","2002","Not Employed","1261","0.156704439280956","0.148875826413923","0.16453305214799"
"8 on Scale 1 to 10","2002","Employed","3959","0.25659753856716","0.249565807871382","0.263629269262937"
"8 on Scale 1 to 10","2002","Not Employed","1527","0.166068872599419","0.158054611795435","0.174083133403403"
"9 on Scale 1 to 10","2002","Employed","2181","0.140935019158789","0.135332975921054","0.146537062396524"
"9 on Scale 1 to 10","2002","Not Employed","695","0.0715990404890731","0.0660467056115743","0.0771513753665719"
"0 Completely dissatisfied","2003","Employed","67","0.00550112442460938","0.00427839700657399","0.00672385184264478"
"0 Completely dissatisfied","2003","Not Employed","165","0.0212588008540431","0.0181367175875707","0.0243808841205155"
"1 on Scale 1 to 10","2003","Employed","89","0.00671501406506709","0.00536492578449135","0.00806510234564283"
"1 on Scale 1 to 10","2003","Not Employed","175","0.0274863759902798","0.0239476433379445","0.0310251086426152"
"10 Completely satisfied","2003","Employed","1150","0.0857086456735198","0.0810810395035616","0.090336251843478"
"10 Completely satisfied","2003","Not Employed","507","0.0576136538532197","0.0525703124650635","0.0626569952413759"
"2 on Scale 1 to 10","2003","Employed","241","0.0189694192371266","0.0167142971489794","0.0212245413252737"
"2 on Scale 1 to 10","2003","Not Employed","343","0.0496224444804077","0.044922114720218","0.0543227742405975"
"3 on Scale 1 to 10","2003","Employed","488","0.0357641293872425","0.0326942787950397","0.0388339799794453"
"3 on Scale 1 to 10","2003","Not Employed","558","0.0729697312931467","0.0673403651649928","0.0785990974213006"
"4 on Scale 1 to 10","2003","Employed","628","0.0492462266398429","0.0456691991546941","0.0528232541249916"
"4 on Scale 1 to 10","2003","Not Employed","599","0.0707712708818612","0.0652207853319355","0.0763217564317869"
"5 on Scale 1 to 10","2003","Employed","1562","0.116665370301123","0.111358537817654","0.121972202784593"
"5 on Scale 1 to 10","2003","Not Employed","1388","0.185226043575262","0.176817693995519","0.193634393155005"
"6 on Scale 1 to 10","2003","Employed","1339","0.0948667566034753","0.0900226348210708","0.0997108783858799"
"6 on Scale 1 to 10","2003","Not Employed","896","0.110829467908046","0.104034908196991","0.117624027619102"
"7 on Scale 1 to 10","2003","Employed","2518","0.176594360218583","0.170290637493145","0.182898082944021"
"7 on Scale 1 to 10","2003","Not Employed","1252","0.147503262486117","0.139828086528004","0.155178438444229"
"8 on Scale 1 to 10","2003","Employed","3958","0.270702167112909","0.263357026800915","0.278047307424903"
"8 on Scale 1 to 10","2003","Not Employed","1617","0.181887438239168","0.17353815780101","0.190236718677326"
"9 on Scale 1 to 10","2003","Employed","2017","0.1392667863365","0.133543310857716","0.144990261815284"
"9 on Scale 1 to 10","2003","Not Employed","700","0.0748315104384489","0.0691365090168346","0.0805265118600633"
"0 Completely dissatisfied","2004","Employed","66","0.00806353146745724","0.00655287536022671","0.00957418757468778"
"0 Completely dissatisfied","2004","Not Employed","229","0.0351270007158992","0.0311398582704717","0.0391141431613267"
"1 on Scale 1 to 10","2004","Employed","83","0.00741362326337955","0.00596464973594713","0.00886259679081197"
"1 on Scale 1 to 10","2004","Not Employed","173","0.0237427853442153","0.0204455184556027","0.027040052232828"
"10 Completely satisfied","2004","Employed","1040","0.0842249076438786","0.0795337964751732","0.0889160188125841"
"10 Completely satisfied","2004","Not Employed","506","0.0581818922468615","0.053112176857147","0.063251607636576"
"2 on Scale 1 to 10","2004","Employed","270","0.0229385917206449","0.0204098449259254","0.0254673385153643"
"2 on Scale 1 to 10","2004","Not Employed","391","0.057182538941118","0.052153885969659","0.0622111919125771"
"3 on Scale 1 to 10","2004","Employed","521","0.0412429918503744","0.0378841434979311","0.0446018402028177"
"3 on Scale 1 to 10","2004","Not Employed","602","0.0795217219538693","0.0736622861552935","0.0853811577524451"
"4 on Scale 1 to 10","2004","Employed","613","0.0466841080019469","0.0431207128193774","0.0502475031845163"
"4 on Scale 1 to 10","2004","Not Employed","560","0.0699604079225229","0.0644360345260776","0.0754847813189682"
"5 on Scale 1 to 10","2004","Employed","1634","0.124942870962093","0.119357719132229","0.130528022791958"
"5 on Scale 1 to 10","2004","Not Employed","1425","0.189299888742793","0.180815678230333","0.197784099255253"
"6 on Scale 1 to 10","2004","Employed","1309","0.0992083468945728","0.094158859147363","0.104257834641783"
"6 on Scale 1 to 10","2004","Not Employed","908","0.10438897086278","0.0977669100499498","0.111011031675611"
"7 on Scale 1 to 10","2004","Employed","2490","0.183935027457632","0.177390841540535","0.190479213374729"
"7 on Scale 1 to 10","2004","Not Employed","1195","0.139460152519064","0.131957467731957","0.146962837306171"
"8 on Scale 1 to 10","2004","Employed","3628","0.255344468852857","0.247978973212382","0.262709964493332"
"8 on Scale 1 to 10","2004","Not Employed","1520","0.174317383724222","0.166100955603926","0.182533811844517"
"9 on Scale 1 to 10","2004","Employed","1810","0.126001531885164","0.120396161846599","0.131606901923729"
"9 on Scale 1 to 10","2004","Not Employed","681","0.0688172570266544","0.0633348373355112","0.0742996767177976"
"0 Completely dissatisfied","2005","Employed","58","0.00548590873068071","0.00420880466737939","0.00676301279398203"
"0 Completely dissatisfied","2005","Not Employed","178","0.0250645775262621","0.0216170507677804","0.0285121042847438"
"1 on Scale 1 to 10","2005","Employed","85","0.00822200495842023","0.00666068242191886","0.0097833274949216"
"1 on Scale 1 to 10","2005","Not Employed","195","0.0285550539211676","0.0248818916466058","0.0322282161957294"
"10 Completely satisfied","2005","Employed","1068","0.0897054253714381","0.0847646300928595","0.0946462206500166"
"10 Completely satisfied","2005","Not Employed","489","0.057395259372839","0.052265554878378","0.0625249638673"
"2 on Scale 1 to 10","2005","Employed","234","0.022054330494105","0.019515107569451","0.0245935534187589"
"2 on Scale 1 to 10","2005","Not Employed","349","0.0529733129741122","0.0480336285737965","0.0579129973744278"
"3 on Scale 1 to 10","2005","Employed","510","0.0447044893980298","0.0411314240015098","0.0482775547945498"
"3 on Scale 1 to 10","2005","Not Employed","575","0.0811071252984388","0.07508636312136","0.0871278874755177"
"4 on Scale 1 to 10","2005","Employed","625","0.0484082005480226","0.0446972826824387","0.0521191184136064"
"4 on Scale 1 to 10","2005","Not Employed","601","0.0799078606733997","0.0739278778249009","0.0858878435218985"
"5 on Scale 1 to 10","2005","Employed","1455","0.122109465703914","0.116448488893553","0.127770442514275"
"5 on Scale 1 to 10","2005","Not Employed","1313","0.17614165512143","0.16774034850202","0.18454296174084"
"6 on Scale 1 to 10","2005","Employed","1272","0.0999377394372655","0.0947521567458873","0.105123322128644"
"6 on Scale 1 to 10","2005","Not Employed","882","0.105240027233212","0.0984724491384616","0.112007605327962"
"7 on Scale 1 to 10","2005","Employed","2355","0.178935043327772","0.172307798926209","0.185562287729335"
"7 on Scale 1 to 10","2005","Not Employed","1182","0.143231288168597","0.135505544861465","0.150957031475729"
"8 on Scale 1 to 10","2005","Employed","3436","0.254575564673921","0.247043627347708","0.262107502000134"
"8 on Scale 1 to 10","2005","Not Employed","1442","0.172008435971703","0.163685484626891","0.180331387316515"
"9 on Scale 1 to 10","2005","Employed","1752","0.125861827356431","0.120126825186949","0.131596829525913"
"9 on Scale 1 to 10","2005","Not Employed","692","0.0783754037388387","0.0724481099990142","0.0843026974786633"
"0 Completely dissatisfied","2006","Employed","60","0.00682372271615487","0.00543307491923232","0.00821437051307742"
"0 Completely dissatisfied","2006","Not Employed","224","0.0279946104102779","0.0245011489390216","0.0314880718815342"
"1 on Scale 1 to 10","2006","Employed","63","0.00638477107756468","0.00503929778110514","0.00773024437402421"
"1 on Scale 1 to 10","2006","Not Employed","185","0.027135979655236","0.0236949910783072","0.0305769682321649"
"10 Completely satisfied","2006","Employed","1107","0.0826755749009418","0.0780235354571394","0.0873276143447441"
"10 Completely satisfied","2006","Not Employed","523","0.0607963274329478","0.0557357162472514","0.0658569386186443"
"2 on Scale 1 to 10","2006","Employed","227","0.021206714622457","0.0187729673115146","0.0236404619333993"
"2 on Scale 1 to 10","2006","Not Employed","391","0.0500287744124348","0.0454118840157183","0.0546456648091512"
"3 on Scale 1 to 10","2006","Employed","542","0.0451759842724734","0.0416675869039073","0.0486843816410395"
"3 on Scale 1 to 10","2006","Not Employed","619","0.077738705634518","0.0720680920854041","0.0834093191836319"
"4 on Scale 1 to 10","2006","Employed","658","0.0552193600631899","0.0513609847054877","0.0590777354208921"
"4 on Scale 1 to 10","2006","Not Employed","630","0.0783620777502883","0.0726706982298356","0.084053457270741"
"5 on Scale 1 to 10","2006","Employed","1527","0.117330194552348","0.111893970740743","0.122766418363953"
"5 on Scale 1 to 10","2006","Not Employed","1470","0.176535893110821","0.168461251530227","0.184610534691414"
"6 on Scale 1 to 10","2006","Employed","1315","0.0920430647146658","0.087159674165067","0.0969264552642645"
"6 on Scale 1 to 10","2006","Not Employed","917","0.10528789061119","0.0987878618624662","0.111787919359913"
"7 on Scale 1 to 10","2006","Employed","2491","0.180455323121707","0.173959047188078","0.186951599055336"
"7 on Scale 1 to 10","2006","Not Employed","1242","0.139279686498111","0.131947064050642","0.14661230894558"
"8 on Scale 1 to 10","2006","Employed","3630","0.26004062336667","0.252630629712333","0.267450617021007"
"8 on Scale 1 to 10","2006","Not Employed","1640","0.181251508160441","0.17309319300007","0.189409823320813"
"9 on Scale 1 to 10","2006","Employed","1842","0.132644666591828","0.126914902771596","0.13837443041206"
"9 on Scale 1 to 10","2006","Not Employed","724","0.0755885463237342","0.0699903894669772","0.0811867031804913"
"0 Completely dissatisfied","2007","Employed","51","0.00574584929646134","0.00442568934021348","0.0070660092527092"
"0 Completely dissatisfied","2007","Not Employed","179","0.0228986419743877","0.0196184162148362","0.0261788677339392"
"1 on Scale 1 to 10","2007","Employed","76","0.00635268840425393","0.0049649882344868","0.00774038857402105"
"1 on Scale 1 to 10","2007","Not Employed","178","0.0265052387951527","0.0229826517552275","0.0300278258350778"
"10 Completely satisfied","2007","Employed","829","0.0708239908932923","0.0663433521978133","0.0753046295887712"
"10 Completely satisfied","2007","Not Employed","421","0.0527328077486069","0.04783157012168","0.0576340453755339"
"2 on Scale 1 to 10","2007","Employed","241","0.0206894788832245","0.0182032808435982","0.0231756769228508"
"2 on Scale 1 to 10","2007","Not Employed","380","0.0542144565397622","0.0492487282450732","0.0591801848344511"
"3 on Scale 1 to 10","2007","Employed","500","0.0414977592312651","0.0380143088957523","0.044981209566778"
"3 on Scale 1 to 10","2007","Not Employed","609","0.0796299782665949","0.0736932305521965","0.0855667259809932"
"4 on Scale 1 to 10","2007","Employed","630","0.0539653588086152","0.050018861711593","0.0579118559056373"
"4 on Scale 1 to 10","2007","Not Employed","599","0.0791020600724005","0.0731833275940199","0.0850207925507811"
"5 on Scale 1 to 10","2007","Employed","1386","0.118782982717096","0.113132061086031","0.124433904348161"
"5 on Scale 1 to 10","2007","Not Employed","1367","0.179062587163682","0.170654706971011","0.187470467356353"
"6 on Scale 1 to 10","2007","Employed","1285","0.101061705869346","0.0957971833644697","0.106326228374222"
"6 on Scale 1 to 10","2007","Not Employed","945","0.115937165075196","0.108916439979268","0.122957890171123"
"7 on Scale 1 to 10","2007","Employed","2454","0.184158503828975","0.177388334702037","0.190928672955913"
"7 on Scale 1 to 10","2007","Not Employed","1188","0.144057392125489","0.136356887962873","0.151757896288104"
"8 on Scale 1 to 10","2007","Employed","3411","0.267019852342044","0.259292715287305","0.274746989396782"
"8 on Scale 1 to 10","2007","Not Employed","1489","0.174273358460868","0.165954519602823","0.182592197318912"
"9 on Scale 1 to 10","2007","Employed","1729","0.129901829725427","0.124029742536448","0.135773916914407"
"9 on Scale 1 to 10","2007","Not Employed","633","0.0715863137778606","0.0659328471907412","0.07723978036498"
"0 Completely dissatisfied","2008","Employed","62","0.00762390790896117","0.0060623605921229","0.00918545522579945"
"0 Completely dissatisfied","2008","Not Employed","154","0.022156312316181","0.018821551736288","0.025491072896074"
"1 on Scale 1 to 10","2008","Employed","52","0.00569891466431424","0.0043475168418185","0.00705031248680997"
"1 on Scale 1 to 10","2008","Not Employed","156","0.0236157441386906","0.0201754751316202","0.0270560131457609"
"10 Completely satisfied","2008","Employed","766","0.0684938234825763","0.0639591423320518","0.0730285046331008"
"10 Completely satisfied","2008","Not Employed","352","0.0467897187437454","0.042005062094628","0.0515743753928627"
"2 on Scale 1 to 10","2008","Employed","224","0.0231337813288037","0.0204349916543393","0.0258325710032682"
"2 on Scale 1 to 10","2008","Not Employed","339","0.0482782167031317","0.0434218461582146","0.0531345872480487"
"3 on Scale 1 to 10","2008","Employed","487","0.042120634653981","0.0385145904745365","0.0457266788334256"
"3 on Scale 1 to 10","2008","Not Employed","561","0.0746487728454009","0.0686942654279315","0.0806032802628704"
"4 on Scale 1 to 10","2008","Employed","651","0.0566105634341219","0.052461764151678","0.0607593627165657"
"4 on Scale 1 to 10","2008","Not Employed","593","0.0808033852462426","0.0746289080977051","0.0869778623947801"
"5 on Scale 1 to 10","2008","Employed","1334","0.122248321698753","0.116367534448429","0.128129108949077"
"5 on Scale 1 to 10","2008","Not Employed","1299","0.185289812215772","0.17648726130103","0.194092363130515"
"6 on Scale 1 to 10","2008","Employed","1214","0.106585399084908","0.101045478210181","0.112125319959635"
"6 on Scale 1 to 10","2008","Not Employed","897","0.117899692655653","0.110593409071619","0.125205976239687"
"7 on Scale 1 to 10","2008","Employed","2366","0.188986636841001","0.181958216378589","0.196015057303414"
"7 on Scale 1 to 10","2008","Not Employed","1156","0.147017905883995","0.138994915437578","0.155040896330412"
"8 on Scale 1 to 10","2008","Employed","3240","0.252765844636647","0.244963668812932","0.260568020460362"
"8 on Scale 1 to 10","2008","Not Employed","1364","0.173384876627861","0.164807815962874","0.181961937292848"
"9 on Scale 1 to 10","2008","Employed","1523","0.125732172265933","0.119780025393802","0.131684319138063"
"9 on Scale 1 to 10","2008","Not Employed","613","0.0801155626233265","0.0739651212823078","0.0862660039643451"
"0 Completely dissatisfied","2009","Employed","55","0.00490333312332069","0.00361141036619114","0.00619525588045024"
