"m11125","year","e11102","sampreg","n","percent","lower_confidence","upper_confidence"
"2 on Scale 1 to 10","1991","Employed","East Germany","","","",""
"3 on Scale 1 to 10","1991","Not Employed","West Germany","209","0.0695103419480859","0.0607815693507943","0.0782391145453776"
"3 on Scale 1 to 10","1991","Not Employed","East Germany","","","",""
"3 on Scale 1 to 10","1991","Employed","West Germany","245","0.0394365770717772","0.0345868124385958","0.0442863417049585"
"3 on Scale 1 to 10","1991","Employed","East Germany","","","",""
"4 on Scale 1 to 10","1991","Not Employed","West Germany","197","0.0663134103022233","0.0577730944322003","0.0748537261722464"
"4 on Scale 1 to 10","1991","Not Employed","East Germany","","","",""
"4 on Scale 1 to 10","1991","Employed","West Germany","282","0.0497673504828769","0.0443486484870351","0.0551860524787188"
"4 on Scale 1 to 10","1991","Employed","East Germany","","","",""
"5 on Scale 1 to 10","1991","Not Employed","West Germany","515","0.175471076332776","0.16241603025295","0.188526122412602"
"5 on Scale 1 to 10","1991","Not Employed","East Germany","","","",""
"5 on Scale 1 to 10","1991","Employed","West Germany","807","0.139040273286553","0.130419032838978","0.147661513734129"
"5 on Scale 1 to 10","1991","Employed","East Germany","","","",""
"6 on Scale 1 to 10","1991","Not Employed","West Germany","331","0.111384914697161","0.10058692967497","0.122182899719351"
"6 on Scale 1 to 10","1991","Not Employed","East Germany","","","",""
"6 on Scale 1 to 10","1991","Employed","West Germany","567","0.0915781611792028","0.0843911590149409","0.0987651633434646"
"6 on Scale 1 to 10","1991","Employed","East Germany","","","",""
"7 on Scale 1 to 10","1991","Not Employed","West Germany","462","0.139755254893698","0.127854684458425","0.15165582532897"
"7 on Scale 1 to 10","1991","Not Employed","East Germany","","","",""
"7 on Scale 1 to 10","1991","Employed","West Germany","973","0.161291317693612","0.152126599878642","0.170456035508582"
"7 on Scale 1 to 10","1991","Employed","East Germany","","","",""
"8 on Scale 1 to 10","1991","Not Employed","West Germany","633","0.179543197635395","0.166370187393894","0.192716207876896"
"8 on Scale 1 to 10","1991","Not Employed","East Germany","","","",""
"8 on Scale 1 to 10","1991","Employed","West Germany","1559","0.248980040072031","0.238205070833121","0.259755009310942"
"8 on Scale 1 to 10","1991","Employed","East Germany","","","",""
"9 on Scale 1 to 10","1991","Not Employed","West Germany","329","0.0843524423692873","0.0748138191736377","0.093891065564937"
"9 on Scale 1 to 10","1991","Not Employed","East Germany","","","",""
"9 on Scale 1 to 10","1991","Employed","West Germany","895","0.13761034403542","0.129026430336601","0.146194257734238"
"9 on Scale 1 to 10","1991","Employed","East Germany","","","",""
"10 Completely satisfied","1991","Not Employed","West Germany","282","0.0627182025452203","0.054396645690855","0.0710397593995855"
"10 Completely satisfied","1991","Not Employed","East Germany","","","",""
"10 Completely satisfied","1991","Employed","West Germany","661","0.098592658204312","0.0911643337172858","0.106020982691338"
"10 Completely satisfied","1991","Employed","East Germany","","","",""
"0 Completely dissatisfied","1992","Not Employed","West Germany","132","0.0479725260475302","0.0405910844211104","0.0553539676739499"
"0 Completely dissatisfied","1992","Not Employed","East Germany","47","0.0506101021884699","0.0372299926588181","0.0639902117181218"
"0 Completely dissatisfied","1992","Employed","West Germany","51","0.00898749455768256","0.00662919583789853","0.0113457932774666"
"0 Completely dissatisfied","1992","Employed","East Germany","18","","",""
"1 on Scale 1 to 10","1992","Not Employed","West Germany","73","0.0281474625393262","0.022434781630034","0.0338601434486184"
"1 on Scale 1 to 10","1992","Not Employed","East Germany","24","","",""
"1 on Scale 1 to 10","1992","Employed","West Germany","48","0.00821210135792589","0.00595694592343009","0.0104672567924217"
"1 on Scale 1 to 10","1992","Employed","East Germany","10","","",""
"2 on Scale 1 to 10","1992","Not Employed","West Germany","127","0.045069728313497","0.0379041960523181","0.0522352605746758"
"2 on Scale 1 to 10","1992","Not Employed","East Germany","71","0.0728039709678429","0.0569447418363962","0.0886632000992895"
"2 on Scale 1 to 10","1992","Employed","West Germany","105","0.0189121169293484","0.0155083175418713","0.0223159163168254"
"2 on Scale 1 to 10","1992","Employed","East Germany","44","0.0122720754585677","0.00829235928213967","0.0162517916349957"
"3 on Scale 1 to 10","1992","Not Employed","West Germany","189","0.0654278340179256","0.0568868512031809","0.0739688168326704"
"3 on Scale 1 to 10","1992","Not Employed","East Germany","77","0.0902455449157406","0.0727553866366237","0.107735703194858"
"3 on Scale 1 to 10","1992","Employed","West Germany","194","0.0318359102508785","0.0274488555598482","0.0362229649419089"
"3 on Scale 1 to 10","1992","Employed","East Germany","100","0.0353850519544825","0.0287068224736488","0.0420632814353162"
"4 on Scale 1 to 10","1992","Not Employed","West Germany","191","0.0664881383526887","0.057883112845418","0.0750931638599595"
"4 on Scale 1 to 10","1992","Not Employed","East Germany","78","0.0816487983692609","0.0649341187558294","0.0983634779826923"
"4 on Scale 1 to 10","1992","Employed","West Germany","253","0.0419876282363723","0.0369759156373621","0.0469993408353826"
"4 on Scale 1 to 10","1992","Employed","East Germany","134","0.0488929054815151","0.0410979783533513","0.0566878326096789"
"5 on Scale 1 to 10","1992","Not Employed","West Germany","461","0.16141575591345","0.148708070166432","0.174123441660468"
"5 on Scale 1 to 10","1992","Not Employed","East Germany","216","0.221356402689518","0.19601479514026","0.246698010238776"
"5 on Scale 1 to 10","1992","Employed","West Germany","703","0.115466336331548","0.107480419118874","0.123452253544222"
"5 on Scale 1 to 10","1992","Employed","East Germany","414","0.148205339243545","0.13536212262872","0.16104855585837"
"6 on Scale 1 to 10","1992","Not Employed","West Germany","331","0.104902496230875","0.094318535021039","0.115486457440711"
"6 on Scale 1 to 10","1992","Not Employed","East Germany","96","0.0963098832625944","0.0783019466656825","0.114317819859506"
"6 on Scale 1 to 10","1992","Employed","West Germany","507","0.0826179804813674","0.0757385525247958","0.089497408437939"
"6 on Scale 1 to 10","1992","Employed","East Germany","241","0.0799926557968947","0.0701865825965539","0.0897987289972355"
"7 on Scale 1 to 10","1992","Not Employed","West Germany","449","0.145603419986743","0.133420940359037","0.157785899614449"
"7 on Scale 1 to 10","1992","Not Employed","East Germany","122","0.109023792266814","0.0899993271996191","0.128048257334008"
"7 on Scale 1 to 10","1992","Employed","West Germany","963","0.162979107315871","0.153749695083645","0.172208519548097"
"7 on Scale 1 to 10","1992","Employed","East Germany","491","0.165801390540459","0.152358172555286","0.179244608525632"
"8 on Scale 1 to 10","1992","Not Employed","West Germany","639","0.184516871216113","0.171118694972078","0.197915047460148"
"8 on Scale 1 to 10","1992","Not Employed","East Germany","153","0.137965591182831","0.1169148955372","0.159016286828461"
"8 on Scale 1 to 10","1992","Employed","West Germany","1652","0.275024344292439","0.263866322422456","0.286182366162422"
"8 on Scale 1 to 10","1992","Employed","East Germany","831","0.278378741036368","0.262177543452648","0.294579938620088"
"9 on Scale 1 to 10","1992","Not Employed","West Germany","318","0.0770710157745785","0.0678591025318793","0.0862829290172776"
"9 on Scale 1 to 10","1992","Not Employed","East Germany","85","0.06133806965393","0.0466914159754603","0.0759847233323997"
"9 on Scale 1 to 10","1992","Employed","West Germany","952","0.146704017892377","0.137862826704592","0.155545209080163"
"9 on Scale 1 to 10","1992","Employed","East Germany","382","0.120102418137313","0.108351647113056","0.131853189161571"
"10 Completely satisfied","1992","Not Employed","West Germany","310","0.0733847516072734","0.0643779044955857","0.082391598718961"
"10 Completely satisfied","1992","Not Employed","East Germany","62","0.0532524350627053","0.0395465971179934","0.0669582730074171"
"10 Completely satisfied","1992","Employed","West Germany","724","0.10727296235419","0.0995400264815454","0.115005898226835"
"10 Completely satisfied","1992","Employed","East Germany","275","0.101985233711319","0.0910460526035512","0.112924414819087"
"0 Completely dissatisfied","1993","Not Employed","West Germany","102","0.0403478084515651","0.0335032863357112","0.047192330567419"
"0 Completely dissatisfied","1993","Not Employed","East Germany","36","0.035147197840075","0.0249344465416396","0.0453599491385105"
"0 Completely dissatisfied","1993","Employed","West Germany","67","0.0107228308594883","0.00814664242358226","0.0132990192953943"
"0 Completely dissatisfied","1993","Employed","East Germany","23","","",""
"1 on Scale 1 to 10","1993","Not Employed","West Germany","77","0.0289031363356971","0.0230756671241223","0.034730605547272"
"1 on Scale 1 to 10","1993","Not Employed","East Germany","30","0.0250746225238137","0.0164036110401154","0.0337456340075121"
"1 on Scale 1 to 10","1993","Employed","West Germany","33","0.00609179949522105","0.0041454992261745","0.0080380997642676"
"1 on Scale 1 to 10","1993","Employed","East Germany","13","","",""
"2 on Scale 1 to 10","1993","Not Employed","West Germany","150","0.0491123156126946","0.0415954628565786","0.0566291683688106"
"2 on Scale 1 to 10","1993","Not Employed","East Germany","71","0.06205928293732","0.0486792265649642","0.0754393393096757"
"2 on Scale 1 to 10","1993","Employed","West Germany","129","0.0218099218042511","0.0181564766975609","0.0254633669109413"
"2 on Scale 1 to 10","1993","Employed","East Germany","40","0.0147369538837246","0.0100882268257122","0.0193856809417369"
"3 on Scale 1 to 10","1993","Not Employed","West Germany","193","0.0691992785390731","0.0603714200025745","0.0780271370755716"
"3 on Scale 1 to 10","1993","Not Employed","East Germany","96","0.0772108498885644","0.0624075929203142","0.0920141068568147"
"3 on Scale 1 to 10","1993","Employed","West Germany","226","0.0385037792306112","0.0336910727504817","0.0433164857107407"
"3 on Scale 1 to 10","1993","Employed","East Germany","90","0.035247907265373","0.0281336654647318","0.0423621490660141"
"4 on Scale 1 to 10","1993","Not Employed","West Germany","205","0.0675110159001066","0.0587836054194015","0.0762384263808118"
"4 on Scale 1 to 10","1993","Not Employed","East Germany","96","0.0831159240068949","0.0678062407519751","0.0984256072618147"
"4 on Scale 1 to 10","1993","Employed","West Germany","294","0.0507242456556562","0.0452355658203795","0.0562129254909329"
"4 on Scale 1 to 10","1993","Employed","East Germany","122","0.0464770146533551","0.0383554672378847","0.0545985620688255"
"5 on Scale 1 to 10","1993","Not Employed","West Germany","530","0.181453325711993","0.168047905979061","0.194858745444924"
"5 on Scale 1 to 10","1993","Not Employed","East Germany","271","0.226320611147962","0.203114122162836","0.249527100133089"
"5 on Scale 1 to 10","1993","Employed","West Germany","726","0.119050910241337","0.110950525047435","0.12715129543524"
"5 on Scale 1 to 10","1993","Employed","East Germany","389","0.157940963894741","0.143871655442176","0.172010272347306"
"6 on Scale 1 to 10","1993","Not Employed","West Germany","360","0.11753982867151","0.106337293670872","0.128742363672149"
"6 on Scale 1 to 10","1993","Not Employed","East Germany","123","0.101637528498177","0.0848796236410123","0.118395433355341"
"6 on Scale 1 to 10","1993","Employed","West Germany","638","0.102118960591518","0.0945449397012535","0.109692981481783"
"6 on Scale 1 to 10","1993","Employed","East Germany","258","0.0979004760128647","0.0864354850352987","0.109365466990431"
"7 on Scale 1 to 10","1993","Not Employed","West Germany","392","0.122321524473056","0.110924397346159","0.133718651599953"
"7 on Scale 1 to 10","1993","Not Employed","East Germany","158","0.120875242722463","0.102796808780634","0.138953676664292"
"7 on Scale 1 to 10","1993","Employed","West Germany","1031","0.176595761438111","0.167057689527489","0.186133833348733"
"7 on Scale 1 to 10","1993","Employed","East Germany","446","0.170952772819392","0.156428921346597","0.185476624292187"
"8 on Scale 1 to 10","1993","Not Employed","West Germany","620","0.18435799072998","0.170869697392641","0.197846284067318"
"8 on Scale 1 to 10","1993","Not Employed","East Germany","211","0.154846229358771","0.134783729082874","0.174908729634668"
"8 on Scale 1 to 10","1993","Employed","West Germany","1513","0.255375235744969","0.244467815815932","0.266282655674007"
"8 on Scale 1 to 10","1993","Employed","East Germany","651","0.245119975900426","0.228524779066009","0.261715172734842"
"9 on Scale 1 to 10","1993","Not Employed","West Germany","266","0.062778787732051","0.0543414828324653","0.0712160926316368"
"9 on Scale 1 to 10","1993","Not Employed","East Germany","72","0.0508146081958056","0.0386349055572568","0.0629943108343544"
"9 on Scale 1 to 10","1993","Employed","West Germany","814","0.123141705969929","0.114922474797195","0.131360937142664"
"9 on Scale 1 to 10","1993","Employed","East Germany","311","0.118694301038255","0.106216665052406","0.131171937024104"
"10 Completely satisfied","1993","Not Employed","West Germany","280","0.0764749878422737","0.067230980844792","0.0857189948397554"
"10 Completely satisfied","1993","Not Employed","East Germany","85","0.0628979028801534","0.0494337693677901","0.0763620363925167"
"10 Completely satisfied","1993","Employed","West Germany","669","0.095864848968907","0.0885009083347366","0.103228789603077"
"10 Completely satisfied","1993","Employed","East Germany","238","0.0999561841398454","0.0883846551133988","0.111527713166292"
"0 Completely dissatisfied","1994","Not Employed","West Germany","106","0.040336110722395","0.0335573481734996","0.0471148732712905"
