"m11125","year","e11102","sampreg","n","percent","lower_confidence","upper_confidence"
"3 on Scale 1 to 10","1994","Not Employed","East Germany","95","0.0748606959904229","0.0607226444817196","0.0889987474991263"
"3 on Scale 1 to 10","1994","Employed","West Germany","281","0.0520103198483836","0.0463429821160166","0.0576776575807506"
"3 on Scale 1 to 10","1994","Employed","East Germany","106","0.042525528748179","0.0345288743407553","0.0505221831556027"
"4 on Scale 1 to 10","1994","Not Employed","West Germany","222","0.0676373021460843","0.0589850450098341","0.0762895592823345"
"4 on Scale 1 to 10","1994","Not Employed","East Germany","114","0.0781788486491816","0.0637567974556392","0.092600899842724"
"4 on Scale 1 to 10","1994","Employed","West Germany","285","0.0512343623321701","0.0456071582203766","0.0568615664439637"
"4 on Scale 1 to 10","1994","Employed","East Germany","127","0.0532765348533431","0.0443763419321064","0.0621767277745799"
"5 on Scale 1 to 10","1994","Not Employed","West Germany","527","0.17917097570858","0.165957897177433","0.192384054239727"
"5 on Scale 1 to 10","1994","Not Employed","East Germany","280","0.226866844651249","0.204367403674391","0.249366285628106"
"5 on Scale 1 to 10","1994","Employed","West Germany","729","0.125767054262191","0.117303952634034","0.134230155890349"
"5 on Scale 1 to 10","1994","Employed","East Germany","375","0.163689813494316","0.149027098775084","0.178352528213549"
"6 on Scale 1 to 10","1994","Not Employed","West Germany","340","0.110460531507005","0.0996603759689766","0.121260687045034"
"6 on Scale 1 to 10","1994","Not Employed","East Germany","150","0.108823678500766","0.0920934226059791","0.125553934395554"
"6 on Scale 1 to 10","1994","Employed","West Germany","555","0.088592107294694","0.0813396290318088","0.0958445855575792"
"6 on Scale 1 to 10","1994","Employed","East Germany","300","0.125157151740947","0.112043829811744","0.13827047367015"
"7 on Scale 1 to 10","1994","Not Employed","West Germany","467","0.146499966378846","0.134316682369443","0.158683250388248"
"7 on Scale 1 to 10","1994","Not Employed","East Germany","190","0.133622549381516","0.115343546128834","0.151901552634198"
"7 on Scale 1 to 10","1994","Employed","West Germany","960","0.176349493085133","0.166622219743152","0.186076766427113"
"7 on Scale 1 to 10","1994","Employed","East Germany","443","0.168128605536993","0.153307903865224","0.182949307208763"
"8 on Scale 1 to 10","1994","Not Employed","West Germany","593","0.164492579043679","0.151719601598096","0.177265556489262"
"8 on Scale 1 to 10","1994","Not Employed","East Germany","195","0.135814841002673","0.117409830063223","0.154219851942123"
"8 on Scale 1 to 10","1994","Employed","West Germany","1491","0.256442787659516","0.245297662062274","0.267587913256758"
"8 on Scale 1 to 10","1994","Employed","East Germany","572","0.230212556674817","0.213529724534981","0.246895388814653"
"9 on Scale 1 to 10","1994","Not Employed","West Germany","309","0.0765857897076018","0.0674232428472182","0.0857483365679854"
"9 on Scale 1 to 10","1994","Not Employed","East Germany","93","0.0551451999648868","0.0428822358306046","0.0674081640991691"
"9 on Scale 1 to 10","1994","Employed","West Germany","777","0.122502910685961","0.114134777701695","0.130871043670228"
"9 on Scale 1 to 10","1994","Employed","East Germany","288","0.118057714275505","0.105270170516749","0.130845258034261"
"10 Completely satisfied","1994","Not Employed","West Germany","240","0.0608107562366979","0.0525767613731753","0.0690447511002205"
"10 Completely satisfied","1994","Not Employed","East Germany","76","0.0571433115644451","0.0446733645288214","0.0696132586000688"
"10 Completely satisfied","1994","Employed","West Germany","602","0.0878857354897026","0.080659429509492","0.0951120414699133"
"10 Completely satisfied","1994","Employed","East Germany","163","0.0692689101624166","0.0592065200036022","0.0793313003212311"
"0 Completely dissatisfied","1995","Not Employed","West Germany","110","0.0411576255079093","0.0345838167802091","0.0477314342356095"
"0 Completely dissatisfied","1995","Not Employed","East Germany","36","0.0292140584560745","0.0200841171952709","0.0383439997168781"
"0 Completely dissatisfied","1995","Employed","West Germany","38","0.00632553892391674","0.00433924639005489","0.00831183145777859"
"0 Completely dissatisfied","1995","Employed","East Germany","8","","",""
"1 on Scale 1 to 10","1995","Not Employed","West Germany","64","0.0194118400402021","0.0148462703834813","0.023977409696923"
"1 on Scale 1 to 10","1995","Not Employed","East Germany","21","","",""
"1 on Scale 1 to 10","1995","Employed","West Germany","35","0.00764856824672617","0.00546586244236782","0.00983127405108453"
"1 on Scale 1 to 10","1995","Employed","East Germany","12","","",""
"2 on Scale 1 to 10","1995","Not Employed","West Germany","152","0.051814250061169","0.0444794273828324","0.0591490727395056"
"2 on Scale 1 to 10","1995","Not Employed","East Germany","57","0.051193700755606","0.0392453671562381","0.0631420343549739"
"2 on Scale 1 to 10","1995","Employed","West Germany","112","0.0190406530441559","0.0156166132412602","0.0224646928470516"
"2 on Scale 1 to 10","1995","Employed","East Germany","35","0.0176620160233835","0.0123701332104694","0.0229538988362976"
"3 on Scale 1 to 10","1995","Not Employed","West Germany","257","0.0772952378743797","0.0684578066151951","0.0861326691335642"
"3 on Scale 1 to 10","1995","Not Employed","East Germany","101","0.0875736430961809","0.0722488042329731","0.102898481959389"
"3 on Scale 1 to 10","1995","Employed","West Germany","251","0.0455046404312916","0.0402832383959669","0.0507260424666163"
"3 on Scale 1 to 10","1995","Employed","East Germany","93","0.038925184044936","0.0311546020334875","0.0466957660563845"
"4 on Scale 1 to 10","1995","Not Employed","West Germany","213","0.0619405858840538","0.0539639250509064","0.0699172467172012"
"4 on Scale 1 to 10","1995","Not Employed","East Germany","95","0.0712604943391908","0.057313466353674","0.0852075223247075"
"4 on Scale 1 to 10","1995","Employed","West Germany","292","0.0557299139324326","0.049982603150176","0.0614772247146892"
"4 on Scale 1 to 10","1995","Employed","East Germany","148","0.0603194628293345","0.0507546062795111","0.0698843193791579"
"5 on Scale 1 to 10","1995","Not Employed","West Germany","565","0.180376362922483","0.167652606436845","0.193100119408121"
"5 on Scale 1 to 10","1995","Not Employed","East Germany","299","0.256757858911943","0.233074825218806","0.280440892605081"
"5 on Scale 1 to 10","1995","Employed","West Germany","730","0.118520493248889","0.110422540934647","0.126618445563131"
"5 on Scale 1 to 10","1995","Employed","East Germany","334","0.144674301660397","0.130541734103337","0.158806869217457"
"6 on Scale 1 to 10","1995","Not Employed","West Germany","339","0.104919753018324","0.0947788199811056","0.115060686055542"
"6 on Scale 1 to 10","1995","Not Employed","East Germany","150","0.117422854576969","0.0999701413463421","0.134875567807595"
"6 on Scale 1 to 10","1995","Employed","West Germany","604","0.09818955737966","0.0907342996603785","0.105644815098941"
"6 on Scale 1 to 10","1995","Employed","East Germany","273","0.111581500982062","0.0989322587720715","0.124230743192053"
"7 on Scale 1 to 10","1995","Not Employed","West Germany","480","0.137229658008094","0.125843167380004","0.148616148636184"
"7 on Scale 1 to 10","1995","Not Employed","East Germany","182","0.131584939404883","0.113258543560151","0.149911335249616"
"7 on Scale 1 to 10","1995","Employed","West Germany","1055","0.186623982628112","0.176862814616311","0.196385150639913"
"7 on Scale 1 to 10","1995","Employed","East Germany","444","0.179419959854609","0.164004536206512","0.194835383502707"
"8 on Scale 1 to 10","1995","Not Employed","West Germany","690","0.179117028068227","0.166428029174515","0.19180602696194"
"8 on Scale 1 to 10","1995","Not Employed","East Germany","201","0.140920172444595","0.122057047524259","0.159783297364931"
"8 on Scale 1 to 10","1995","Employed","West Germany","1582","0.253357661655065","0.242460943763253","0.264254379546876"
"8 on Scale 1 to 10","1995","Employed","East Germany","612","0.264057908611817","0.24634740040924","0.281768416814394"
"9 on Scale 1 to 10","1995","Not Employed","West Germany","351","0.0812186459591883","0.0721789825979303","0.0902583093204464"
"9 on Scale 1 to 10","1995","Not Employed","East Germany","99","0.0545530376772184","0.0422407614082508","0.0668653139461861"
"9 on Scale 1 to 10","1995","Employed","West Germany","802","0.126665748658363","0.118332924377796","0.134998572938931"
"9 on Scale 1 to 10","1995","Employed","East Germany","280","0.118597434027688","0.105608173903314","0.131586694152062"
"10 Completely satisfied","1995","Not Employed","West Germany","287","0.0655190126559694","0.057330835964871","0.0737071893470678"
"10 Completely satisfied","1995","Not Employed","East Germany","66","0.042566382089546","0.0316218297357884","0.0535109344433035"
"10 Completely satisfied","1995","Employed","West Germany","619","0.0823932418513879","0.0755043958362134","0.0892820878665624"
"10 Completely satisfied","1995","Employed","East Germany","141","0.0581244929550223","0.0487243176495362","0.0675246682605085"
"0 Completely dissatisfied","1996","Not Employed","West Germany","94","0.0332682089140677","0.0272124957532144","0.0393239220749209"
"0 Completely dissatisfied","1996","Not Employed","East Germany","32","0.0263595352609505","0.0176274692409757","0.0350916012809253"
"0 Completely dissatisfied","1996","Employed","West Germany","52","0.00868747028167501","0.00634905108597883","0.0110258894773712"
"0 Completely dissatisfied","1996","Employed","East Germany","14","","",""
"1 on Scale 1 to 10","1996","Not Employed","West Germany","67","0.0252002735216577","0.0199078095267608","0.0304927375165546"
"1 on Scale 1 to 10","1996","Not Employed","East Germany","25","","",""
"1 on Scale 1 to 10","1996","Employed","West Germany","42","0.00624084863998336","0.004256432278799","0.00822526500116771"
"1 on Scale 1 to 10","1996","Employed","East Germany","5","","",""
"2 on Scale 1 to 10","1996","Not Employed","West Germany","153","0.0540603037559415","0.0464242574769777","0.0616963500349053"
"2 on Scale 1 to 10","1996","Not Employed","East Germany","58","0.04773804602503","0.0361166215389633","0.0593594705110966"
"2 on Scale 1 to 10","1996","Employed","West Germany","120","0.021221276263867","0.0175896728689964","0.0248528796587377"
"2 on Scale 1 to 10","1996","Employed","East Germany","41","0.0159384033977998","0.0109269174594619","0.0209498893361378"
"3 on Scale 1 to 10","1996","Not Employed","West Germany","216","0.0643878718960237","0.0560999138764694","0.072675829915578"
"3 on Scale 1 to 10","1996","Not Employed","East Germany","96","0.0739070912078639","0.0596471031137404","0.0881670793019873"
"3 on Scale 1 to 10","1996","Employed","West Germany","224","0.0410080965150179","0.0360110581996316","0.0460051348304042"
"3 on Scale 1 to 10","1996","Employed","East Germany","106","0.0455939562372473","0.0372465183443534","0.0539413941301412"
"4 on Scale 1 to 10","1996","Not Employed","West Germany","248","0.080306655379937","0.0711297790989491","0.0894835316609249"
"4 on Scale 1 to 10","1996","Not Employed","East Germany","98","0.0825314871039269","0.0675327653639782","0.0975302088438755"
"4 on Scale 1 to 10","1996","Employed","West Germany","288","0.0514155965647354","0.0458507161876171","0.0569804769418537"
"4 on Scale 1 to 10","1996","Employed","East Germany","127","0.0587614544461392","0.0493505993271674","0.068172309565111"
"5 on Scale 1 to 10","1996","Not Employed","West Germany","529","0.179582155015294","0.166620909892957","0.192543400137632"
"5 on Scale 1 to 10","1996","Not Employed","East Germany","273","0.234129018204679","0.211048037498859","0.2572099989105"
"5 on Scale 1 to 10","1996","Employed","West Germany","740","0.130800915786816","0.122304506478482","0.13929732509515"
"5 on Scale 1 to 10","1996","Employed","East Germany","385","0.16400901779183","0.149191767149582","0.178826268434078"
"6 on Scale 1 to 10","1996","Not Employed","West Germany","391","0.112073338704424","0.10142118832812","0.122725489080728"
"6 on Scale 1 to 10","1996","Not Employed","East Germany","167","0.128620554530887","0.110372873827093","0.146868235234681"
"6 on Scale 1 to 10","1996","Employed","West Germany","607","0.0983036538985097","0.0908015100202077","0.105805797776812"
"6 on Scale 1 to 10","1996","Employed","East Germany","261","0.10208582273216","0.0899705527105998","0.114201092753721"
"7 on Scale 1 to 10","1996","Not Employed","West Germany","473","0.140963068715065","0.12921257333895","0.15271356409118"
"7 on Scale 1 to 10","1996","Not Employed","East Germany","179","0.121629544440769","0.103813666506888","0.139445422374649"
"7 on Scale 1 to 10","1996","Employed","West Germany","1041","0.180684470649191","0.170989278722211","0.190379662576172"
"7 on Scale 1 to 10","1996","Employed","East Germany","468","0.184766527370184","0.169236020974673","0.200297033765696"
"8 on Scale 1 to 10","1996","Not Employed","West Germany","645","0.17907179924742","0.166124959524659","0.192018638970182"
"8 on Scale 1 to 10","1996","Not Employed","East Germany","230","0.179994767376801","0.159054265775648","0.200935268977954"
"8 on Scale 1 to 10","1996","Employed","West Germany","1564","0.25109124425488","0.240164251826533","0.262018236683227"
"8 on Scale 1 to 10","1996","Employed","East Germany","600","0.255801344956707","0.238341964883516","0.273260725029899"
"9 on Scale 1 to 10","1996","Not Employed","West Germany","291","0.0671625854564908","0.0587104924589421","0.0756146784540395"
"9 on Scale 1 to 10","1996","Not Employed","East Germany","81","0.0513137593504475","0.0392875974537563","0.0633399212471388"
"9 on Scale 1 to 10","1996","Employed","West Germany","813","0.128859995914786","0.120417449845969","0.137302541983603"
"9 on Scale 1 to 10","1996","Employed","East Germany","262","0.108537035583278","0.0960897802755115","0.120984290891044"
"10 Completely satisfied","1996","Not Employed","West Germany","262","0.0639237393936788","0.0556636587497878","0.0721838200375698"
"10 Completely satisfied","1996","Not Employed","East Germany","54","0.0351708061003194","0.0251300779769046","0.0452115342237342"
"10 Completely satisfied","1996","Employed","West Germany","559","0.081686431230538","0.0747849729698912","0.0885878894911847"
"10 Completely satisfied","1996","Employed","East Germany","130","0.0567100257081094","0.0474548323071136","0.0659652191091052"
"0 Completely dissatisfied","1997","Not Employed","West Germany","77","0.0281403584348411","0.0225857158530837","0.0336950010165986"
"0 Completely dissatisfied","1997","Not Employed","East Germany","24","","",""
"0 Completely dissatisfied","1997","Employed","West Germany","29","","",""
"0 Completely dissatisfied","1997","Employed","East Germany","13","","",""
"1 on Scale 1 to 10","1997","Not Employed","West Germany","79","0.0282487321508643","0.0226837141785349","0.0338137501231936"
"1 on Scale 1 to 10","1997","Not Employed","East Germany","24","","",""
"1 on Scale 1 to 10","1997","Employed","West Germany","34","0.00560357035042569","0.00368825692297858","0.0075188837778728"
"1 on Scale 1 to 10","1997","Employed","East Germany","16","","",""
"2 on Scale 1 to 10","1997","Not Employed","West Germany","141","0.046816872214511","0.0397214392087298","0.0539123052202922"
"2 on Scale 1 to 10","1997","Not Employed","East Germany","66","0.053494014230643","0.0414009447700805","0.0655870836912055"
"2 on Scale 1 to 10","1997","Employed","West Germany","114","0.0206218023585818","0.0169753865822763","0.0242682181348874"
"2 on Scale 1 to 10","1997","Employed","East Germany","29","","",""
"3 on Scale 1 to 10","1997","Not Employed","West Germany","244","0.0768478098845929","0.0679015412976942","0.0857940784714917"
"3 on Scale 1 to 10","1997","Not Employed","East Germany","119","0.0944045911957626","0.0786906206585053","0.11011856173302"
"3 on Scale 1 to 10","1997","Employed","West Germany","231","0.0459750798458003","0.0406014373912661","0.0513487223003346"
"3 on Scale 1 to 10","1997","Employed","East Germany","106","0.0447420328220087","0.036315044997405","0.0531690206466125"
"4 on Scale 1 to 10","1997","Not Employed","West Germany","241","0.0765546161602104","0.0676240121697611","0.0854852201506597"
"4 on Scale 1 to 10","1997","Not Employed","East Germany","111","0.0822011106895443","0.067439461596047","0.0969627597830416"
"4 on Scale 1 to 10","1997","Employed","West Germany","315","0.0604021228838785","0.0542895397955019","0.066514705972255"
"4 on Scale 1 to 10","1997","Employed","East Germany","153","0.0763963165117056","0.0655686913172389","0.0872239417061722"
"5 on Scale 1 to 10","1997","Not Employed","West Germany","537","0.169489166843623","0.156887350204467","0.182090983482779"
"5 on Scale 1 to 10","1997","Not Employed","East Germany","271","0.219709017038456","0.197456737592919","0.241961296483993"
"5 on Scale 1 to 10","1997","Employed","West Germany","643","0.111730285107992","0.103647043836421","0.119813526379563"
"5 on Scale 1 to 10","1997","Employed","East Germany","342","0.147965097383683","0.13349196578342","0.162438228983946"
"6 on Scale 1 to 10","1997","Not Employed","West Germany","376","0.112264334554225","0.101660760585847","0.122867908522603"
"6 on Scale 1 to 10","1997","Not Employed","East Germany","161","0.129131069322493","0.111108610469867","0.147153528175119"
"6 on Scale 1 to 10","1997","Employed","West Germany","592","0.10045920962537","0.0927460384412142","0.108172380809526"
"6 on Scale 1 to 10","1997","Employed","East Germany","283","0.113443520054834","0.100516535577995","0.126370504531674"
"7 on Scale 1 to 10","1997","Not Employed","West Germany","520","0.155966517649347","0.143779847449403","0.168153187849291"
"7 on Scale 1 to 10","1997","Not Employed","East Germany","192","0.134373682924881","0.116044436648068","0.152702929201694"
"7 on Scale 1 to 10","1997","Employed","West Germany","1053","0.185536884410304","0.175562674559764","0.195511094260844"
"7 on Scale 1 to 10","1997","Employed","East Germany","465","0.199675137819275","0.183380326845928","0.215969948792622"
"8 on Scale 1 to 10","1997","Not Employed","West Germany","649","0.174116597271462","0.161379543339251","0.186853651203673"
"8 on Scale 1 to 10","1997","Not Employed","East Germany","220","0.156583916146859","0.13705326219578","0.176114570097938"
"8 on Scale 1 to 10","1997","Employed","West Germany","1553","0.268144915030936","0.256778461232544","0.279511368829327"
"8 on Scale 1 to 10","1997","Employed","East Germany","565","0.23512153883706","0.217835455612353","0.252407622061766"
"9 on Scale 1 to 10","1997","Not Employed","West Germany","295","0.0679640914462777","0.0595104151692169","0.0764177677233385"
"9 on Scale 1 to 10","1997","Not Employed","East Germany","78","0.0529837286663717","0.0409452321888561","0.0650222251438872"
"9 on Scale 1 to 10","1997","Employed","West Germany","736","0.119210787808206","0.110896569316849","0.127525006299564"
"9 on Scale 1 to 10","1997","Employed","East Germany","247","0.106229168716675","0.0936691826914451","0.118789154741905"
"10 Completely satisfied","1997","Not Employed","West Germany","246","0.0635909033900454","0.0553945657160137","0.0717872410640772"
"10 Completely satisfied","1997","Not Employed","East Germany","64","0.0379359537687308","0.0276688070878822","0.0482031004495794"
"10 Completely satisfied","1997","Employed","West Germany","535","0.0782497144063812","0.0713588186222703","0.0851406101904922"
"10 Completely satisfied","1997","Employed","East Germany","93","0.0466374999185465","0.0380424017880739","0.0552325980490191"
"0 Completely dissatisfied","1998","Not Employed","West Germany","95","0.0222363197945755","0.0176599730571816","0.0268126665319695"
"0 Completely dissatisfied","1998","Not Employed","East Germany","35","0.0285432862852479","0.0198883872373889","0.037198185333107"
"0 Completely dissatisfied","1998","Employed","West Germany","41","0.00708062888413313","0.00502831283125733","0.00913294493700894"
"0 Completely dissatisfied","1998","Employed","East Germany","6","","",""
"1 on Scale 1 to 10","1998","Not Employed","West Germany","75","0.0200473588803804","0.0156972348211457","0.0243974829396151"
"1 on Scale 1 to 10","1998","Not Employed","East Germany","23","","",""
"1 on Scale 1 to 10","1998","Employed","West Germany","40","0.00627231456980419","0.00433990604619082","0.00820472309341756"
"1 on Scale 1 to 10","1998","Employed","East Germany","10","","",""
"2 on Scale 1 to 10","1998","Not Employed","West Germany","188","0.062453471445635","0.0549433800380827","0.0699635628531872"
"2 on Scale 1 to 10","1998","Not Employed","East Germany","74","0.0514084102690979","0.0399307064185982","0.0628861141195977"
"2 on Scale 1 to 10","1998","Employed","West Germany","115","0.0220500898624491","0.0184557857350064","0.0256443939898918"
"2 on Scale 1 to 10","1998","Employed","East Germany","46","0.0169379094755985","0.0118304111107607","0.0220454078404364"
"3 on Scale 1 to 10","1998","Not Employed","West Germany","267","0.0714573455697225","0.063462779698182","0.079451911441263"
"3 on Scale 1 to 10","1998","Not Employed","East Germany","124","0.0864915292379427","0.0718818268136792","0.101101231662206"
"3 on Scale 1 to 10","1998","Employed","West Germany","215","0.0348494090903567","0.0303604403212729","0.0393383778594405"
"3 on Scale 1 to 10","1998","Employed","East Germany","110","0.0430923480817213","0.0350548117060895","0.0511298844573532"
"4 on Scale 1 to 10","1998","Not Employed","West Germany","265","0.0677175414151153","0.0599193325395717","0.0755157502906589"
"4 on Scale 1 to 10","1998","Not Employed","East Germany","109","0.0844098994081919","0.0699606419849264","0.0988591568314574"
"4 on Scale 1 to 10","1998","Employed","West Germany","287","0.044526816927399","0.0394782117264186","0.0495754221283794"
"4 on Scale 1 to 10","1998","Employed","East Germany","135","0.0638291577029695","0.0541536231073375","0.0735046922986014"
"5 on Scale 1 to 10","1998","Not Employed","West Germany","654","0.177047110546853","0.165200273218861","0.188893947874844"
"5 on Scale 1 to 10","1998","Not Employed","East Germany","290","0.21353642426471","0.192236719554797","0.234836128974624"
"5 on Scale 1 to 10","1998","Employed","West Germany","724","0.120415981849953","0.112450132942923","0.128381830756983"
"5 on Scale 1 to 10","1998","Employed","East Germany","349","0.142967395054003","0.129112442833182","0.156822347274825"
"6 on Scale 1 to 10","1998","Not Employed","West Germany","399","0.101383910147205","0.0920160126538033","0.110751807640606"
"6 on Scale 1 to 10","1998","Not Employed","East Germany","186","0.143724388161933","0.125490876696678","0.161957899627187"
"6 on Scale 1 to 10","1998","Employed","West Germany","624","0.0950987979865418","0.0879185502201195","0.102279045752964"
"6 on Scale 1 to 10","1998","Employed","East Germany","295","0.11565912380462","0.103000466091331","0.128317781517909"
"7 on Scale 1 to 10","1998","Not Employed","West Germany","605","0.145695339913514","0.134745702595369","0.156644977231658"
"7 on Scale 1 to 10","1998","Not Employed","East Germany","189","0.131558418110574","0.113990191727761","0.149126644493388"
"7 on Scale 1 to 10","1998","Employed","West Germany","1145","0.173292560861992","0.164028162591565","0.182556959132418"
"7 on Scale 1 to 10","1998","Employed","East Germany","481","0.194678443096483","0.179006189425435","0.210350696767532"
"8 on Scale 1 to 10","1998","Not Employed","West Germany","761","0.180412876024856","0.168478441545076","0.192347310504636"
"8 on Scale 1 to 10","1998","Not Employed","East Germany","250","0.165376164550856","0.14606625932794","0.184686069773772"
"8 on Scale 1 to 10","1998","Employed","West Germany","1734","0.263226389947033","0.252447275603574","0.274005504290492"
"8 on Scale 1 to 10","1998","Employed","East Germany","658","0.25504500625392","0.237792138704724","0.272297873803116"
"9 on Scale 1 to 10","1998","Not Employed","West Germany","351","0.0751302541343715","0.066949031113917","0.0833114771548259"
"9 on Scale 1 to 10","1998","Not Employed","East Germany","90","0.0472300507114391","0.0362044686949113","0.058255632727967"
"9 on Scale 1 to 10","1998","Employed","West Germany","832","0.134410525386379","0.126061727317818","0.14275932345494"
"9 on Scale 1 to 10","1998","Employed","East Germany","233","0.0981729753359021","0.0863956829379157","0.109950267733889"
"10 Completely satisfied","1998","Not Employed","West Germany","328","0.0764184721277733","0.0681731560148442","0.0846637882407024"
"10 Completely satisfied","1998","Not Employed","East Germany","52","0.032129996647851","0.0229643703099221","0.0412956229857798"
"10 Completely satisfied","1998","Employed","West Germany","655","0.0987764846339592","0.0914736010978761","0.106079368170042"
"10 Completely satisfied","1998","Employed","East Germany","129","0.0618355295529776","0.0523021608189961","0.0713688982869591"
"0 Completely dissatisfied","1999","Not Employed","West Germany","103","0.0340047526802895","0.0280578206709641","0.0399516846896148"
"0 Completely dissatisfied","1999","Not Employed","East Germany","38","0.030477926650065","0.0214052064347838","0.0395506468653461"
"0 Completely dissatisfied","1999","Employed","West Germany","39","0.00755095007590778","0.00542376063653338","0.00967813951528219"
"0 Completely dissatisfied","1999","Employed","East Germany","13","","",""
"1 on Scale 1 to 10","1999","Not Employed","West Germany","74","0.0216739444889961","0.0168959410654277","0.0264519479125646"
"1 on Scale 1 to 10","1999","Not Employed","East Germany","30","0.0280040587587663","0.0192962541847561","0.0367118633327765"
"1 on Scale 1 to 10","1999","Employed","West Germany","39","0.00706284895810221","0.00500505400306193","0.0091206439131425"
"1 on Scale 1 to 10","1999","Employed","East Germany","7","","",""
"2 on Scale 1 to 10","1999","Not Employed","West Germany","173","0.0496748129053316","0.0425456275204393","0.0568039982902239"
"2 on Scale 1 to 10","1999","Not Employed","East Germany","69","0.0477759548439954","0.0365184998944717","0.0590334097935191"
"2 on Scale 1 to 10","1999","Employed","West Germany","107","0.0198491015557066","0.0164216750050324","0.0232765281063808"
"2 on Scale 1 to 10","1999","Employed","East Germany","45","0.0194108363958315","0.0139129491828879","0.0249087236087751"
"3 on Scale 1 to 10","1999","Not Employed","West Germany","248","0.0782029332584135","0.0693931575722063","0.0870127089446208"
"3 on Scale 1 to 10","1999","Not Employed","East Germany","120","0.0858300913652538","0.0710458444840994","0.100614338246408"
"3 on Scale 1 to 10","1999","Employed","West Germany","249","0.0456385452357179","0.0405102431441768","0.0507668473272589"
"3 on Scale 1 to 10","1999","Employed","East Germany","103","0.0441681336693168","0.0359801789227296","0.0523560884159041"
"4 on Scale 1 to 10","1999","Not Employed","West Germany","234","0.0715326925353844","0.0630765700983142","0.0799888149724546"
"4 on Scale 1 to 10","1999","Not Employed","East Germany","128","0.0875731681498874","0.0726537971812431","0.102492539118532"
"4 on Scale 1 to 10","1999","Employed","West Germany","287","0.047219609236772","0.0420075558179872","0.0524316626555568"
"4 on Scale 1 to 10","1999","Employed","East Germany","132","0.0562182901776236","0.0470390918890815","0.0653974884661656"
"5 on Scale 1 to 10","1999","Not Employed","West Germany","562","0.162869703295509","0.150753896180861","0.174985510410158"
"5 on Scale 1 to 10","1999","Not Employed","East Germany","284","0.212548774669185","0.190956067638053","0.234141481700317"
"5 on Scale 1 to 10","1999","Employed","West Germany","707","0.113405750693862","0.105614068100986","0.121197433286737"
"5 on Scale 1 to 10","1999","Employed","East Germany","368","0.165220046815262","0.150420530123467","0.180019563507057"
"6 on Scale 1 to 10","1999","Not Employed","West Germany","427","0.125579615041997","0.114706465059566","0.136452765024428"
"6 on Scale 1 to 10","1999","Not Employed","East Germany","150","0.113224305395467","0.0965002082707248","0.129948402520209"
"6 on Scale 1 to 10","1999","Employed","West Germany","597","0.0952815488614435","0.0880669467169322","0.102496151005955"
"6 on Scale 1 to 10","1999","Employed","East Germany","278","0.10079440750208","0.0887972634202121","0.112791551583947"
"7 on Scale 1 to 10","1999","Not Employed","West Germany","518","0.139656450088162","0.128282740865418","0.151030159310907"
"7 on Scale 1 to 10","1999","Not Employed","East Germany","205","0.146332242888486","0.127677880393309","0.164986605383663"
"7 on Scale 1 to 10","1999","Employed","West Germany","1130","0.174055823724185","0.164738935489175","0.183372711959195"
"7 on Scale 1 to 10","1999","Employed","East Germany","507","0.198553762117801","0.182657082765073","0.21445044147053"
"8 on Scale 1 to 10","1999","Not Employed","West Germany","651","0.169720179727313","0.1574029043519","0.182037455102726"
"8 on Scale 1 to 10","1999","Not Employed","East Germany","213","0.1502721109351","0.131411963310252","0.169132258559948"
"8 on Scale 1 to 10","1999","Employed","West Germany","1700","0.26452692985705","0.253688419622246","0.275365440091854"
"8 on Scale 1 to 10","1999","Employed","East Germany","599","0.250902343238342","0.23362600354212","0.268178682934564"
"9 on Scale 1 to 10","1999","Not Employed","West Germany","318","0.0825389861477185","0.0735095830312274","0.0915683892642095"
"9 on Scale 1 to 10","1999","Not Employed","East Germany","93","0.0589023993082711","0.0464758718500117","0.0713289267665305"
"9 on Scale 1 to 10","1999","Employed","West Germany","930","0.137535289017856","0.129072198265071","0.145998379770642"
"9 on Scale 1 to 10","1999","Employed","East Germany","244","0.101009122514584","0.089000640875378","0.113017604153791"
"10 Completely satisfied","1999","Not Employed","West Germany","260","0.0645459298308839","0.0564832143719185","0.0726086452898493"
"10 Completely satisfied","1999","Not Employed","East Germany","49","0.0390589670355232","0.028833698929688","0.0492842351413583"
"10 Completely satisfied","1999","Employed","West Germany","577","0.0878736027833969","0.0809168273052823","0.0948303782615115"
"10 Completely satisfied","1999","Employed","East Germany","123","0.0526345942744965","0.0437359354219349","0.0615332531270582"
"0 Completely dissatisfied","2000","Not Employed","West Germany","160","0.0250643056058457","0.0213529635317344","0.028775647679957"
"0 Completely dissatisfied","2000","Not Employed","East Germany","71","0.0340879147353173","0.0265617668652479","0.0416140626053867"
"0 Completely dissatisfied","2000","Employed","West Germany","87","0.0092567045930079","0.00750976171232438","0.0110036474736914"
"0 Completely dissatisfied","2000","Employed","East Germany","19","","",""
"1 on Scale 1 to 10","2000","Not Employed","West Germany","144","0.024117094890922","0.0204747881952194","0.0277594015866246"
"1 on Scale 1 to 10","2000","Not Employed","East Germany","50","0.0289533999081712","0.0219987775895304","0.035908022226812"
"1 on Scale 1 to 10","2000","Employed","West Germany","46","0.00416237254043212","0.00298792216285055","0.0053368229180137"
"1 on Scale 1 to 10","2000","Employed","East Germany","21","","",""
"2 on Scale 1 to 10","2000","Not Employed","West Germany","281","0.0420993222758653","0.0373315779994516","0.046867066552279"
