"m11125","year","n","percent","lower_confidence","upper_confidence"
"6 on Scale 1 to 10","2011","2535","0.101997679025232","0.0983108797631918","0.105684478287273"
"7 on Scale 1 to 10","2011","4303","0.166786302118671","0.162245066787179","0.171327537450163"
"8 on Scale 1 to 10","2011","6142","0.22100922821494","0.215954626061719","0.226063830368162"
"9 on Scale 1 to 10","2011","3346","0.110808237230857","0.106984400364016","0.114632074097699"
"0 Completely dissatisfied","2012","318","0.0133374202641423","0.011956568394736","0.0147182721335486"
"1 on Scale 1 to 10","2012","303","0.0130094765729701","0.0116454800960337","0.0143734730499065"
"10 Completely satisfied","2012","2013","0.0717399666497416","0.0686336748029917","0.0748462584964915"
"2 on Scale 1 to 10","2012","731","0.0326030829573129","0.0304653250106584","0.0347408409039675"
"3 on Scale 1 to 10","2012","1295","0.0536536719586875","0.0509412851662981","0.0563660587510769"
"4 on Scale 1 to 10","2012","1428","0.0568316764533734","0.0540448066339422","0.0596185462728045"
"5 on Scale 1 to 10","2012","3309","0.135539277300705","0.131418946724337","0.139659607877072"
"6 on Scale 1 to 10","2012","2635","0.102762667483808","0.0991075764517804","0.106417758515836"
"7 on Scale 1 to 10","2012","4639","0.173162652046454","0.168607907731685","0.177717396361223"
"8 on Scale 1 to 10","2012","6524","0.233921730229426","0.228826090664262","0.23901736979459"
"9 on Scale 1 to 10","2012","3317","0.113438378083379","0.109621033949741","0.117255722217017"
"0 Completely dissatisfied","2013","368","0.013804979368682","0.0125002434084228","0.0151097153289411"
"1 on Scale 1 to 10","2013","319","0.0135078777311438","0.012217063574368","0.0147986918879196"
"10 Completely satisfied","2013","2946","0.0816515178955506","0.0785894893420624","0.0847135464490387"
"2 on Scale 1 to 10","2013","860","0.0327873657737839","0.0307960616557085","0.0347786698918593"
"3 on Scale 1 to 10","2013","1415","0.0548986641263072","0.0523515792012729","0.0574457490513415"
"4 on Scale 1 to 10","2013","1627","0.0598794249729201","0.0572263230282219","0.0625325269176183"
"5 on Scale 1 to 10","2013","3655","0.131304400796397","0.127527837218525","0.135080964374269"
"6 on Scale 1 to 10","2013","2900","0.0963972664043104","0.0930970343671248","0.0996974984414961"
"7 on Scale 1 to 10","2013","5223","0.174107259786198","0.169866988792023","0.178347530780374"
"8 on Scale 1 to 10","2013","7373","0.226991908347771","0.222307868762916","0.231675947932626"
"9 on Scale 1 to 10","2013","4036","0.114669334796936","0.111106466664054","0.118232202929818"
"0 Completely dissatisfied","2014","307","0.0129685389744584","0.0116236993891716","0.0143133785597452"
"1 on Scale 1 to 10","2014","292","0.0133308273388573","0.0119675827207773","0.0146940719569374"
"10 Completely satisfied","2014","2149","0.0736599259058545","0.0705549350509498","0.0767649167607592"
"2 on Scale 1 to 10","2014","764","0.0328723065977772","0.0307528893732645","0.0349917238222899"
"3 on Scale 1 to 10","2014","1331","0.0545946572489927","0.0518941611240103","0.0572951533739751"
"4 on Scale 1 to 10","2014","1425","0.0566101559564284","0.0538631965959621","0.0593571153168947"
"5 on Scale 1 to 10","2014","3367","0.131717536459298","0.127697668620713","0.135737404297884"
"6 on Scale 1 to 10","2014","2744","0.103917259141736","0.100290010235128","0.107544508048344"
"7 on Scale 1 to 10","2014","4792","0.1719204339875","0.167435467071284","0.176405400903716"
"8 on Scale 1 to 10","2014","6602","0.233539812442935","0.228510776674618","0.238568848211252"
"9 on Scale 1 to 10","2014","3415","0.114868545946162","0.111078330394251","0.118658761498073"
"0 Completely dissatisfied","2015","241","0.0130298307020322","0.0116277492424854","0.0144319121615791"
"1 on Scale 1 to 10","2015","255","0.0113902625325372","0.0100782706267273","0.0127022544383472"
"10 Completely satisfied","2015","1836","0.0667028999987114","0.0636180492073629","0.0697877507900599"
"2 on Scale 1 to 10","2015","745","0.0350223509797564","0.0327494363612085","0.0372952655983043"
"3 on Scale 1 to 10","2015","1218","0.0535410715994864","0.0507578597641408","0.0563242834348319"
"4 on Scale 1 to 10","2015","1351","0.0563815993433151","0.0535298014568835","0.0592333972297467"
"5 on Scale 1 to 10","2015","3027","0.129400896422847","0.125251073197279","0.133550719648415"
"6 on Scale 1 to 10","2015","2533","0.102879861302191","0.0991237164271638","0.106636006177217"
"7 on Scale 1 to 10","2015","4571","0.181278724689525","0.176515585163802","0.186041864215247"
"8 on Scale 1 to 10","2015","6088","0.231233143501985","0.226020305674924","0.236445981329047"
"9 on Scale 1 to 10","2015","3265","0.119139358927613","0.115134077113459","0.123144640741768"
"0 Completely dissatisfied","2016","369","0.0123453171291908","0.0110675947371699","0.0136230395212117"
"1 on Scale 1 to 10","2016","313","0.0123692276005597","0.0110902839390307","0.0136481712620888"
"10 Completely satisfied","2016","3454","0.0671587726135599","0.0642625092013811","0.0700550360257386"
"2 on Scale 1 to 10","2016","706","0.029222096348376","0.0272731564686039","0.0311710362281481"
"3 on Scale 1 to 10","2016","1301","0.0552051458385045","0.0525624854362488","0.0578478062407603"
"4 on Scale 1 to 10","2016","1456","0.0561200380571032","0.0534568601554216","0.0587832159587847"
"5 on Scale 1 to 10","2016","3283","0.126018753174435","0.122178574220886","0.129858932127983"
"6 on Scale 1 to 10","2016","2755","0.105178101955162","0.101628221048709","0.108727982861615"
"7 on Scale 1 to 10","2016","4876","0.188506952528562","0.183981219777932","0.193032685279193"
"8 on Scale 1 to 10","2016","6562","0.233836372405727","0.228938588556667","0.238734156254787"
"9 on Scale 1 to 10","2016","3615","0.11403922234882","0.110361176079548","0.117717268618092"
"0 Completely dissatisfied","2017","378","0.0119724143374811","0.0107829744793594","0.0131618541956028"
"1 on Scale 1 to 10","2017","337","0.0118847320299261","0.0106996031395024","0.0130698609203498"
"10 Completely satisfied","2017","4021","0.0700748348541132","0.0672831131367211","0.0728665565715052"
"2 on Scale 1 to 10","2017","870","0.0322498912988587","0.0303178659274644","0.034181916670253"
"3 on Scale 1 to 10","2017","1518","0.0583237724429203","0.0557608191589993","0.0608867257268412"
"4 on Scale 1 to 10","2017","1645","0.0595926301654225","0.0570036938218767","0.0621815665089683"
"5 on Scale 1 to 10","2017","3638","0.127787592461541","0.124136502301688","0.131438682621394"
"6 on Scale 1 to 10","2017","2968","0.102613530867469","0.0992948984009938","0.105932163333945"
"7 on Scale 1 to 10","2017","5520","0.186767508819462","0.182505394373235","0.191029623265689"
"8 on Scale 1 to 10","2017","7171","0.224010908697258","0.219451280032589","0.228570537361927"
"9 on Scale 1 to 10","2017","4053","0.114722184025548","0.111236960979145","0.118207407071951"
"0 Completely dissatisfied","2018","373","0.0119452174648328","0.0107161352637137","0.013174299665952"
"1 on Scale 1 to 10","2018","344","0.0139026324386949","0.0125779804156651","0.0152272844617246"
"10 Completely satisfied","2018","3549","0.068343720133952","0.0654889538939782","0.0711984863739258"
"2 on Scale 1 to 10","2018","777","0.0303475206787418","0.0284067999210577","0.0322882414364259"
"3 on Scale 1 to 10","2018","1436","0.0564988064728992","0.053886739845027","0.0591108731007715"
"4 on Scale 1 to 10","2018","1620","0.060748636885114","0.058046218588431","0.0634510551817971"
"5 on Scale 1 to 10","2018","3503","0.132673130170862","0.12883538375081","0.136510876590914"
"6 on Scale 1 to 10","2018","2916","0.106663792929035","0.103171510437889","0.110156075420182"
"7 on Scale 1 to 10","2018","5242","0.187394593739769","0.182979786263487","0.19180940121605"
"8 on Scale 1 to 10","2018","6623","0.223717345718664","0.21900265555932","0.228432035878007"
"9 on Scale 1 to 10","2018","3630","0.107764603367435","0.10425650971702","0.11127269701785"
"0 Completely dissatisfied","2019","307","0.0118729159338237","0.0106412813842697","0.0131045504833776"
"1 on Scale 1 to 10","2019","325","0.0120512853992143","0.0108105457775895","0.0132920250208392"
"10 Completely satisfied","2019","3179","0.0727965743601758","0.0698423753362406","0.075750773384111"
"2 on Scale 1 to 10","2019","731","0.0294698496886127","0.0275468011715142","0.0313928982057112"
"3 on Scale 1 to 10","2019","1358","0.0525090710577371","0.0499727661436969","0.0550453759717774"
"4 on Scale 1 to 10","2019","1450","0.0575715679063744","0.0549229154031607","0.060220220409588"
"5 on Scale 1 to 10","2019","3267","0.124556625910042","0.120801761900264","0.128311489919821"
"6 on Scale 1 to 10","2019","2801","0.102253762575106","0.0988085723157364","0.105698952834476"
"7 on Scale 1 to 10","2019","5243","0.188990384622122","0.184538646371126","0.193442122873119"
"8 on Scale 1 to 10","2019","7009","0.228745084813542","0.223969004480489","0.233521165146595"
"9 on Scale 1 to 10","2019","4040","0.119182877733249","0.115498649104041","0.122867106362457"
