"m11125","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence","value"
"4 on Scale 1 to 10","2013","vocational + Abi","Urban Area","55","0.0435073190243739","0.0339414677296873","0.0530731703190604","4"
"4 on Scale 1 to 10","2013","general elemantary","Rural Area","52","0.0534872234779084","0.0406219973170837","0.0663524496387331","4"
"4 on Scale 1 to 10","2013","middle vocational","Urban Area","534","0.0655691076343449","0.0603761598861229","0.070762055382567","4"
"4 on Scale 1 to 10","2013","middle vocational","Rural Area","325","0.0658234800590209","0.0592598535328258","0.072387106585216","4"
"4 on Scale 1 to 10","2013","higher education","Rural Area","92","0.0692421255576693","0.0576172339673986","0.08086701714794","4"
"5 on Scale 1 to 10","2013","general elemantary","Urban Area","367","0.16308982082554","0.148739165151089","0.177440476499991","5"
"5 on Scale 1 to 10","2013","general elemantary","Rural Area","193","0.188512591528063","0.166149067915805","0.210876115140322","5"
"5 on Scale 1 to 10","2013","higher education","Rural Area","164","0.0918986064347393","0.0786702164357406","0.105126996433738","5"
"5 on Scale 1 to 10","2013","inadequately","Urban Area","74","0.155303785945099","0.122132932362288","0.18847463952791","5"
"5 on Scale 1 to 10","2013","higher education","Urban Area","427","0.0894170938625689","0.0815385504235006","0.0972956373016372","5"
"5 on Scale 1 to 10","2013","inadequately","Rural Area","33","0.173418742026896","0.117324296524398","0.229513187529393","5"
"5 on Scale 1 to 10","2013","middle vocational","Urban Area","1115","0.144432884634653","0.137058075131939","0.151807694137368","5"
"5 on Scale 1 to 10","2013","vocational + Abi","Urban Area","177","0.113086823228926","0.0982360798247239","0.127937566633129","5"
"5 on Scale 1 to 10","2013","vocational + Abi","Rural Area","56","0.0662172944287178","0.0467381645419178","0.0856964243155178","5"
"5 on Scale 1 to 10","2013","in school","Urban Area","14","","","","5"
"5 on Scale 1 to 10","2013","in school","Rural Area","6","","","","5"
"5 on Scale 1 to 10","2013","middle vocational","Rural Area","758","0.146636265793644","0.137273012855179","0.155999518732109","5"
"5 on Scale 1 to 10","2013","higher vocational","Rural Area","90","0.129985782680328","0.104728557472501","0.155243007888155","5"
"5 on Scale 1 to 10","2013","higher vocational","Urban Area","131","0.133407109168519","0.112860636782546","0.153953581554492","5"
"6 on Scale 1 to 10","2013","in school","Urban Area","19","","","","6"
"6 on Scale 1 to 10","2013","in school","Rural Area","5","","","","6"
"6 on Scale 1 to 10","2013","vocational + Abi","Urban Area","138","0.0855908220767221","0.072472281420333","0.0987093627331112","6"
"6 on Scale 1 to 10","2013","inadequately","Urban Area","59","0.0959972332525462","0.0690180007994274","0.122976465705665","6"
"6 on Scale 1 to 10","2013","inadequately","Rural Area","19","","","","6"
"6 on Scale 1 to 10","2013","general elemantary","Urban Area","207","0.0853773433473356","0.0745228092435482","0.096231877451123","6"
"6 on Scale 1 to 10","2013","general elemantary","Rural Area","103","0.0909738360584862","0.0745310425323675","0.107416629584605","6"
"6 on Scale 1 to 10","2013","middle vocational","Urban Area","870","0.103108743160877","0.0967289240680634","0.109488562253692","6"
"6 on Scale 1 to 10","2013","middle vocational","Rural Area","567","0.10446321678714","0.0963673681468051","0.112559065427474","6"
"6 on Scale 1 to 10","2013","vocational + Abi","Rural Area","52","0.0964361352617732","0.0733122795771121","0.119559990946434","6"
"6 on Scale 1 to 10","2013","higher vocational","Urban Area","114","0.102254628260699","0.0839458950787999","0.120563361442599","6"
"6 on Scale 1 to 10","2013","higher education","Rural Area","209","0.102491919902041","0.0886036114248064","0.116380228379276","6"
"6 on Scale 1 to 10","2013","higher education","Urban Area","431","0.0832293304568631","0.0756024934093866","0.0908561675043396","6"
"6 on Scale 1 to 10","2013","higher vocational","Rural Area","73","0.11150584180378","0.0878656697097858","0.135146013897775","6"
"7 on Scale 1 to 10","2013","in school","Rural Area","21","","","","7"
"7 on Scale 1 to 10","2013","inadequately","Urban Area","46","0.0911812685361706","0.064817541780869","0.117544995291472","7"
"7 on Scale 1 to 10","2013","inadequately","Rural Area","17","","","","7"
"7 on Scale 1 to 10","2013","vocational + Abi","Urban Area","316","0.2003898408273","0.181619219852289","0.219160461802312","7"
"7 on Scale 1 to 10","2013","vocational + Abi","Rural Area","125","0.209190960574555","0.177329315610695","0.241052605538415","7"
"7 on Scale 1 to 10","2013","middle vocational","Rural Area","916","0.179343538603776","0.16918894535693","0.189498131850622","7"
"7 on Scale 1 to 10","2013","higher vocational","Urban Area","213","0.208633452341455","0.184079520984849","0.233187383698061","7"
"7 on Scale 1 to 10","2013","in school","Urban Area","65","0.172724827423369","0.137721328104523","0.207728326742215","7"
"7 on Scale 1 to 10","2013","general elemantary","Urban Area","358","0.14438034338336","0.130727808238176","0.158032878528545","7"
"7 on Scale 1 to 10","2013","general elemantary","Rural Area","161","0.147488418590349","0.127213540056913","0.167763297123786","7"
"7 on Scale 1 to 10","2013","middle vocational","Urban Area","1483","0.166315842056478","0.158503912720221","0.174127771392735","7"
"7 on Scale 1 to 10","2013","higher vocational","Rural Area","137","0.198912118232192","0.168931178785856","0.228893057678528","7"
"7 on Scale 1 to 10","2013","higher education","Urban Area","950","0.187616892825466","0.176837549030669","0.198396236620263","7"
"7 on Scale 1 to 10","2013","higher education","Rural Area","346","0.192794913036338","0.174730448751273","0.210859377321404","7"
"8 on Scale 1 to 10","2013","general elemantary","Urban Area","529","0.196218298840431","0.180792143446444","0.211644454234419","8"
"8 on Scale 1 to 10","2013","general elemantary","Rural Area","240","0.190123780601779","0.167687198344892","0.212560362858665","8"
"8 on Scale 1 to 10","2013","higher vocational","Rural Area","166","0.25265286410092","0.220016795660043","0.285288932541796","8"
"8 on Scale 1 to 10","2013","higher education","Urban Area","1372","0.266682797843652","0.254472694221748","0.278892901465556","8"
"8 on Scale 1 to 10","2013","inadequately","Urban Area","79","0.174187139593154","0.139452386453206","0.208921892733102","8"
"8 on Scale 1 to 10","2013","inadequately","Rural Area","30","0.110726406860861","0.0642350342708065","0.157217779450916","8"
"8 on Scale 1 to 10","2013","middle vocational","Urban Area","2073","0.2227765298953","0.214046848513916","0.231506211276685","8"
"8 on Scale 1 to 10","2013","middle vocational","Rural Area","1253","0.20821580758445","0.197468511085612","0.218963104083288","8"
"8 on Scale 1 to 10","2013","higher vocational","Urban Area","256","0.239016199900328","0.213244587231785","0.264787812568872","8"
"8 on Scale 1 to 10","2013","vocational + Abi","Rural Area","162","0.302821286076082","0.266827611681266","0.338814960470897","8"
"8 on Scale 1 to 10","2013","in school","Rural Area","49","0.245362141348168","0.182148448628421","0.308575834067915","8"
"8 on Scale 1 to 10","2013","higher education","Rural Area","467","0.253807429692348","0.233879463298729","0.273735396085968","8"
"8 on Scale 1 to 10","2013","in school","Urban Area","88","0.192037676757769","0.155562461771327","0.228512891744211","8"
"8 on Scale 1 to 10","2013","vocational + Abi","Urban Area","490","0.251411204039389","0.231068175241275","0.271754232837503","8"
"9 on Scale 1 to 10","2013","in school","Urban Area","120","0.246652001007438","0.206735797780514","0.286568204234362","9"
"9 on Scale 1 to 10","2013","in school","Rural Area","47","0.299978287251266","0.232659116772511","0.36729745773002","9"
"9 on Scale 1 to 10","2013","inadequately","Urban Area","42","0.0678673267752902","0.0448325191731721","0.0909021343774082","9"
"9 on Scale 1 to 10","2013","inadequately","Rural Area","12","","","","9"
"9 on Scale 1 to 10","2013","general elemantary","Urban Area","267","0.0831486068964277","0.0724236426118595","0.0938735711809959","9"
"9 on Scale 1 to 10","2013","general elemantary","Rural Area","133","0.0775307139585202","0.062239498528711","0.0928219293883293","9"
"9 on Scale 1 to 10","2013","middle vocational","Urban Area","984","0.09878071432225","0.0925211797584822","0.105040248886018","9"
"9 on Scale 1 to 10","2013","middle vocational","Rural Area","639","0.105432471445721","0.097303553748132","0.113561389143311","9"
"9 on Scale 1 to 10","2013","vocational + Abi","Urban Area","277","0.136650098964378","0.120543641292849","0.152756556635908","9"
"9 on Scale 1 to 10","2013","vocational + Abi","Rural Area","89","0.120591599884185","0.0950813473564354","0.146101852411935","9"
"9 on Scale 1 to 10","2013","higher vocational","Urban Area","131","0.119088002655773","0.0995157646110034","0.138660240700542","9"
"9 on Scale 1 to 10","2013","higher vocational","Rural Area","87","0.115656371731613","0.0916365465340483","0.139676196929177","9"
"9 on Scale 1 to 10","2013","higher education","Urban Area","820","0.154714903344888","0.144730006258675","0.164699800431102","9"
"9 on Scale 1 to 10","2013","higher education","Rural Area","285","0.131504141959058","0.116028846547878","0.146979437370238","9"
"0 Completely dissatisfied","2014","in school","Urban Area","1","","","","0"
"0 Completely dissatisfied","2014","in school","Rural Area","","","","","0"
"0 Completely dissatisfied","2014","inadequately","Urban Area","13","","","","0"
"0 Completely dissatisfied","2014","inadequately","Rural Area","4","","","","0"
"0 Completely dissatisfied","2014","general elemantary","Urban Area","39","0.0197033686805794","0.0137564178730776","0.0256503194880812","0"
"0 Completely dissatisfied","2014","general elemantary","Rural Area","19","","","","0"
"0 Completely dissatisfied","2014","middle vocational","Urban Area","98","0.0149916615015258","0.0122797140964064","0.0177036089066453","0"
"0 Completely dissatisfied","2014","middle vocational","Rural Area","59","0.014670282128048","0.0112980710358339","0.0180424932202621","0"
"0 Completely dissatisfied","2014","vocational + Abi","Urban Area","16","","","","0"
"0 Completely dissatisfied","2014","vocational + Abi","Rural Area","4","","","","0"
"0 Completely dissatisfied","2014","higher vocational","Urban Area","4","","","","0"
"0 Completely dissatisfied","2014","higher vocational","Rural Area","3","","","","0"
"0 Completely dissatisfied","2014","higher education","Urban Area","28","","","","0"
"0 Completely dissatisfied","2014","higher education","Rural Area","13","","","","0"
"1 on Scale 1 to 10","2014","in school","Urban Area","2","","","","1"
"1 on Scale 1 to 10","2014","general elemantary","Rural Area","11","","","","1"
"1 on Scale 1 to 10","2014","middle vocational","Urban Area","104","0.0165003696122856","0.0136574121463432","0.0193433270782281","1"
"1 on Scale 1 to 10","2014","in school","Rural Area","","","","","1"
"1 on Scale 1 to 10","2014","inadequately","Urban Area","9","","","","1"
"1 on Scale 1 to 10","2014","inadequately","Rural Area","2","","","","1"
"1 on Scale 1 to 10","2014","general elemantary","Urban Area","28","","","","1"
"1 on Scale 1 to 10","2014","middle vocational","Rural Area","57","0.0146351345898324","0.0112669054743245","0.0180033637053404","1"
"1 on Scale 1 to 10","2014","vocational + Abi","Urban Area","12","","","","1"
"1 on Scale 1 to 10","2014","vocational + Abi","Rural Area","4","","","","1"
"1 on Scale 1 to 10","2014","higher vocational","Urban Area","9","","","","1"
"1 on Scale 1 to 10","2014","higher vocational","Rural Area","7","","","","1"
"1 on Scale 1 to 10","2014","higher education","Urban Area","32","0.00926446115363053","0.00647856017509227","0.0120503621321688","1"
"1 on Scale 1 to 10","2014","higher education","Rural Area","9","","","","1"
"10 Completely satisfied","2014","in school","Urban Area","77","0.25423944591646","0.204884160506428","0.303594731326491","10"
"10 Completely satisfied","2014","in school","Rural Area","25","","","","10"
"10 Completely satisfied","2014","inadequately","Urban Area","35","0.0954112662928118","0.0651058742064334","0.12571665837919","10"
"10 Completely satisfied","2014","general elemantary","Urban Area","252","0.0990145198181078","0.0862338478581678","0.111795191778048","10"
"10 Completely satisfied","2014","middle vocational","Rural Area","290","0.0613117645005532","0.0545829690891562","0.0680405599119503","10"
"10 Completely satisfied","2014","vocational + Abi","Urban Area","114","0.0681419430385071","0.0553940067666365","0.0808898793103777","10"
"10 Completely satisfied","2014","vocational + Abi","Rural Area","56","0.111462318742135","0.0853273217036567","0.137597315780613","10"
"10 Completely satisfied","2014","higher vocational","Urban Area","35","0.0319907618810681","0.0208763371247103","0.0431051866374258","10"
"10 Completely satisfied","2014","higher vocational","Rural Area","23","","","","10"
"10 Completely satisfied","2014","higher education","Urban Area","333","0.0748128764767607","0.0671625549306648","0.0824631980228565","10"
"10 Completely satisfied","2014","higher education","Rural Area","90","0.0586491896207506","0.0474500916099563","0.0698482876315449","10"
"10 Completely satisfied","2014","general elemantary","Rural Area","111","0.111862988381139","0.0925574771924","0.131168499569878","10"
"10 Completely satisfied","2014","middle vocational","Urban Area","582","0.0661669502765555","0.0606195231689166","0.0717143773841944","10"
"10 Completely satisfied","2014","inadequately","Rural Area","17","","","","10"
"2 on Scale 1 to 10","2014","in school","Rural Area","1","","","","2"
"2 on Scale 1 to 10","2014","in school","Urban Area","1","","","","2"
"2 on Scale 1 to 10","2014","inadequately","Urban Area","13","","","","2"
"2 on Scale 1 to 10","2014","inadequately","Rural Area","9","","","","2"
"2 on Scale 1 to 10","2014","general elemantary","Urban Area","64","0.0277752708001041","0.0207436113100236","0.0348069302901846","2"
"2 on Scale 1 to 10","2014","general elemantary","Rural Area","39","0.0368806436801568","0.0253371461487399","0.0484241412115736","2"
"2 on Scale 1 to 10","2014","middle vocational","Urban Area","239","0.0364104381163894","0.0322302538999183","0.0405906223328605","2"
"2 on Scale 1 to 10","2014","middle vocational","Rural Area","142","0.0344933348979389","0.0293747494285644","0.0396119203673133","2"
"2 on Scale 1 to 10","2014","vocational + Abi","Urban Area","33","0.0242696127281631","0.016484693995459","0.0320545314608673","2"
"2 on Scale 1 to 10","2014","vocational + Abi","Rural Area","15","","","","2"
"2 on Scale 1 to 10","2014","higher vocational","Urban Area","31","0.0547992994972294","0.0404250735132419","0.0691735254812169","2"
"2 on Scale 1 to 10","2014","higher vocational","Rural Area","18","","","","2"
"2 on Scale 1 to 10","2014","higher education","Urban Area","107","0.0270343595037893","0.022318253948248","0.0317504650593307","2"
"2 on Scale 1 to 10","2014","higher education","Rural Area","33","0.0258606708604747","0.018295709407344","0.0334256323136054","2"
"3 on Scale 1 to 10","2014","inadequately","Urban Area","25","","","","3"
"3 on Scale 1 to 10","2014","higher vocational","Urban Area","59","0.0529200408644033","0.0387804007359145","0.0670596809928921","3"
"3 on Scale 1 to 10","2014","higher vocational","Rural Area","39","0.0647297924780958","0.0455924386789597","0.0838671462772319","3"
"3 on Scale 1 to 10","2014","in school","Urban Area","8","","","","3"
"3 on Scale 1 to 10","2014","inadequately","Rural Area","16","","","","3"
"3 on Scale 1 to 10","2014","general elemantary","Urban Area","109","0.059027781443104","0.0489431047391343","0.0691124581470737","3"
"3 on Scale 1 to 10","2014","middle vocational","Urban Area","399","0.0573881897453489","0.0521976308097741","0.0625787486809237","3"
"3 on Scale 1 to 10","2014","middle vocational","Rural Area","276","0.0665528171670008","0.0595619214238811","0.0735437129101206","3"
"3 on Scale 1 to 10","2014","in school","Rural Area","3","","","","3"
"3 on Scale 1 to 10","2014","vocational + Abi","Rural Area","12","","","","3"
"3 on Scale 1 to 10","2014","vocational + Abi","Urban Area","49","0.0278190542411071","0.0194994536332364","0.0361386548489777","3"
"3 on Scale 1 to 10","2014","general elemantary","Rural Area","55","0.0557891537514902","0.0417316731770257","0.0698466343259547","3"
"3 on Scale 1 to 10","2014","higher education","Urban Area","190","0.0487527392542763","0.0424905967942167","0.0550148817143359","3"
"3 on Scale 1 to 10","2014","higher education","Rural Area","75","0.0438510014025905","0.0340914730008847","0.0536105298042962","3"
"4 on Scale 1 to 10","2014","inadequately","Rural Area","11","","","","4"
"4 on Scale 1 to 10","2014","in school","Rural Area","3","","","","4"
"4 on Scale 1 to 10","2014","inadequately","Urban Area","28","","","","4"
"4 on Scale 1 to 10","2014","vocational + Abi","Rural Area","24","","","","4"
"4 on Scale 1 to 10","2014","higher vocational","Rural Area","40","0.0595637787504204","0.0411553371893596","0.0779722203114811","4"
"4 on Scale 1 to 10","2014","in school","Urban Area","6","","","","4"
"4 on Scale 1 to 10","2014","general elemantary","Urban Area","118","0.0641954959078821","0.0537075559182178","0.0746834358975464","4"
"4 on Scale 1 to 10","2014","middle vocational","Rural Area","300","0.0621386621551929","0.0553676281530534","0.0689096961573324","4"
"4 on Scale 1 to 10","2014","vocational + Abi","Urban Area","73","0.0666625210546747","0.0540437237414323","0.0792813183679171","4"
"4 on Scale 1 to 10","2014","higher vocational","Urban Area","48","0.0652831981629043","0.0496813630740559","0.0808850332517528","4"
"4 on Scale 1 to 10","2014","higher education","Rural Area","77","0.0514052453456773","0.0408802875072353","0.0619302031841192","4"
"4 on Scale 1 to 10","2014","general elemantary","Rural Area","81","0.0944489603659682","0.0765365854629066","0.11236133526903","4"
"4 on Scale 1 to 10","2014","higher education","Urban Area","167","0.0353083202409678","0.0299415930707934","0.0406750474111422","4"
"4 on Scale 1 to 10","2014","middle vocational","Urban Area","433","0.0594024401074849","0.0541272211347901","0.0646776590801796","4"
"5 on Scale 1 to 10","2014","inadequately","Rural Area","29","","","","5"
"5 on Scale 1 to 10","2014","general elemantary","Urban Area","326","0.174821425621839","0.158569057549756","0.191073793693922","5"
"5 on Scale 1 to 10","2014","higher education","Rural Area","152","0.0953436284234417","0.0813456942089757","0.109341562637908","5"
"5 on Scale 1 to 10","2014","in school","Rural Area","6","","","","5"
"5 on Scale 1 to 10","2014","inadequately","Urban Area","70","0.180656462512289","0.140968915477558","0.220344009547019","5"
"5 on Scale 1 to 10","2014","higher vocational","Rural Area","92","0.154306727201668","0.12620971782553","0.182403736577806","5"
"5 on Scale 1 to 10","2014","higher education","Urban Area","395","0.084068731570901","0.075999625717681","0.092137837424121","5"
"5 on Scale 1 to 10","2014","in school","Urban Area","10","","","","5"
"5 on Scale 1 to 10","2014","middle vocational","Urban Area","1056","0.149347910162344","0.141393426633019","0.15730239369167","5"
"5 on Scale 1 to 10","2014","general elemantary","Rural Area","146","0.159878950486263","0.13743162053992","0.182326280432607","5"
"5 on Scale 1 to 10","2014","higher vocational","Urban Area","115","0.112595711329151","0.0926312942791789","0.132560128379122","5"
"5 on Scale 1 to 10","2014","vocational + Abi","Rural Area","52","0.0925417317273492","0.0684758024811158","0.116607660973583","5"
"5 on Scale 1 to 10","2014","middle vocational","Rural Area","695","0.144071119904776","0.134221668653584","0.153920571155967","5"
"5 on Scale 1 to 10","2014","vocational + Abi","Urban Area","152","0.11614962138235","0.0999406289209891","0.13235861384371","5"
"6 on Scale 1 to 10","2014","in school","Urban Area","22","","","","6"
"6 on Scale 1 to 10","2014","in school","Rural Area","6","","","","6"
"6 on Scale 1 to 10","2014","middle vocational","Rural Area","537","0.115686021994189","0.106714865811384","0.124657178176995","6"
"6 on Scale 1 to 10","2014","general elemantary","Urban Area","199","0.109247254217092","0.0958988546213002","0.122595653812884","6"
"6 on Scale 1 to 10","2014","general elemantary","Rural Area","95","0.101756230373666","0.0832390130158262","0.120273447731507","6"
"6 on Scale 1 to 10","2014","middle vocational","Urban Area","797","0.100349512366457","0.0936440154304235","0.107055009302491","6"
"6 on Scale 1 to 10","2014","higher education","Urban Area","437","0.0957836237504481","0.0872258945715975","0.104341352929299","6"
"6 on Scale 1 to 10","2014","higher education","Rural Area","189","0.130802619885938","0.114731589845837","0.14687364992604","6"
"6 on Scale 1 to 10","2014","inadequately","Rural Area","13","","","","6"
"6 on Scale 1 to 10","2014","vocational + Abi","Rural Area","50","0.0646632703041877","0.0442396221353434","0.085086918473032","6"
"6 on Scale 1 to 10","2014","inadequately","Urban Area","36","0.0803096011285829","0.0522746985756139","0.108344503681552","6"
"6 on Scale 1 to 10","2014","vocational + Abi","Urban Area","145","0.103800404207313","0.088370627574664","0.119230180839963","6"
"6 on Scale 1 to 10","2014","higher vocational","Urban Area","102","0.11833686947912","0.097936110479663","0.138737628478577","6"
"6 on Scale 1 to 10","2014","higher vocational","Rural Area","73","0.11766128912044","0.0926004449379132","0.142722133302967","6"
"7 on Scale 1 to 10","2014","in school","Rural Area","22","","","","7"
"7 on Scale 1 to 10","2014","inadequately","Urban Area","43","0.0787328178838361","0.0509507103409744","0.106514925426698","7"
"7 on Scale 1 to 10","2014","inadequately","Rural Area","17","","","","7"
"7 on Scale 1 to 10","2014","vocational + Abi","Urban Area","290","0.18410872138236","0.164501724885496","0.203715717879225","7"
"7 on Scale 1 to 10","2014","vocational + Abi","Rural Area","106","0.187226674861326","0.154830847457175","0.219622502265476","7"
"7 on Scale 1 to 10","2014","higher vocational","Urban Area","208","0.187929744306168","0.16325631526483","0.212603173347506","7"
"7 on Scale 1 to 10","2014","in school","Urban Area","33","0.192252738547923","0.147585766648617","0.236919710447228","7"
"7 on Scale 1 to 10","2014","higher education","Rural Area","350","0.189653040894633","0.170968101399519","0.208337980389746","7"
"7 on Scale 1 to 10","2014","middle vocational","Rural Area","829","0.158262192854687","0.148024979950193","0.168499405759181","7"
"7 on Scale 1 to 10","2014","higher vocational","Rural Area","105","0.170014892222758","0.140797606972767","0.19923217747275","7"
"7 on Scale 1 to 10","2014","general elemantary","Urban Area","307","0.149005556592395","0.133768189051485","0.164242924133304","7"
"7 on Scale 1 to 10","2014","middle vocational","Urban Area","1317","0.171077530978069","0.16267345697075","0.179481604985388","7"
"7 on Scale 1 to 10","2014","higher education","Urban Area","921","0.202400783126985","0.190717223580534","0.214084342673436","7"
"7 on Scale 1 to 10","2014","general elemantary","Rural Area","154","0.14890180910992","0.12709772073825","0.17070589748159","7"
"8 on Scale 1 to 10","2014","inadequately","Rural Area","21","","","","8"
"8 on Scale 1 to 10","2014","inadequately","Urban Area","62","0.163818887343094","0.125639702392986","0.201998072293202","8"
"8 on Scale 1 to 10","2014","higher vocational","Rural Area","158","0.256425024295709","0.222462198787301","0.290387849804118","8"
"8 on Scale 1 to 10","2014","higher education","Urban Area","1233","0.272305621396875","0.259361292593581","0.285249950200168","8"
"8 on Scale 1 to 10","2014","in school","Rural Area","45","0.262822005083889","0.192381979498926","0.333262030668851","8"
"8 on Scale 1 to 10","2014","general elemantary","Urban Area","450","0.196412459889992","0.179412556095752","0.213412363684232","8"
"8 on Scale 1 to 10","2014","general elemantary","Rural Area","224","0.194109461030395","0.169884700467436","0.218334221593354","8"
"8 on Scale 1 to 10","2014","middle vocational","Urban Area","1830","0.227467685095445","0.218112452131782","0.236822918059109","8"
"8 on Scale 1 to 10","2014","middle vocational","Rural Area","1134","0.220622458991963","0.208991821152688","0.232253096831237","8"
"8 on Scale 1 to 10","2014","higher vocational","Urban Area","231","0.246811621130819","0.219580247120399","0.27404299514124","8"
"8 on Scale 1 to 10","2014","in school","Urban Area","73","0.220449392707578","0.173461160385869","0.267437625029288","8"
"8 on Scale 1 to 10","2014","higher education","Rural Area","442","0.245360696521681","0.224851507137335","0.265869885906027","8"
"8 on Scale 1 to 10","2014","vocational + Abi","Rural Area","162","0.321197480242601","0.282420116441262","0.359974844043941","8"
"8 on Scale 1 to 10","2014","vocational + Abi","Urban Area","402","0.240858449189832","0.219226280092248","0.262490618287416","8"
"9 on Scale 1 to 10","2014","in school","Urban Area","66","0.159413119919647","0.117920980238335","0.200905259600958","9"
"9 on Scale 1 to 10","2014","inadequately","Rural Area","5","","","","9"
"9 on Scale 1 to 10","2014","general elemantary","Rural Area","89","0.0606439075643449","0.0460252723367721","0.0752625427919177","9"
"9 on Scale 1 to 10","2014","in school","Rural Area","39","0.335668325364358","0.260098203552469","0.411238447176247","9"
"9 on Scale 1 to 10","2014","inadequately","Urban Area","27","","","","9"
"9 on Scale 1 to 10","2014","middle vocational","Urban Area","858","0.100897312038094","0.0941755850100046","0.107619039066183","9"
"9 on Scale 1 to 10","2014","vocational + Abi","Rural Area","72","0.13588894893006","0.107431409724382","0.164346488135739","9"
"9 on Scale 1 to 10","2014","general elemantary","Urban Area","206","0.0809283631129752","0.0692583751231774","0.092598351102773","9"
"9 on Scale 1 to 10","2014","middle vocational","Rural Area","564","0.107556210815819","0.0988663481791125","0.116246073452525","9"
"9 on Scale 1 to 10","2014","higher education","Rural Area","261","0.141151469443879","0.124556468649546","0.157746470238211","9"
"9 on Scale 1 to 10","2014","higher vocational","Rural Area","77","0.106684902018754","0.0826736366922699","0.130696167345238","9"
"9 on Scale 1 to 10","2014","vocational + Abi","Urban Area","215","0.155555084472977","0.137219890325647","0.173890278620307","9"
"9 on Scale 1 to 10","2014","higher education","Urban Area","700","0.144344405908514","0.134124987083513","0.154563824733516","9"
"9 on Scale 1 to 10","2014","higher vocational","Urban Area","121","0.114202307336612","0.0941141704543453","0.134290444218879","9"
"0 Completely dissatisfied","2015","in school","Urban Area","","","","","0"
"0 Completely dissatisfied","2015","in school","Rural Area","","","","","0"
"0 Completely dissatisfied","2015","inadequately","Urban Area","7","","","","0"
"0 Completely dissatisfied","2015","inadequately","Rural Area","","","","","0"
"0 Completely dissatisfied","2015","general elemantary","Urban Area","35","0.0214438032443896","0.0147237490819271","0.028163857406852","0"
"0 Completely dissatisfied","2015","general elemantary","Rural Area","11","","","","0"
"0 Completely dissatisfied","2015","middle vocational","Urban Area","83","0.0173202042522532","0.0142845352976243","0.020355873206882","0"
"0 Completely dissatisfied","2015","middle vocational","Rural Area","53","0.0153322237358088","0.0117799574183643","0.0188844900532533","0"
"0 Completely dissatisfied","2015","vocational + Abi","Urban Area","10","","","","0"
"0 Completely dissatisfied","2015","vocational + Abi","Rural Area","4","","","","0"
"0 Completely dissatisfied","2015","higher vocational","Urban Area","5","","","","0"
"0 Completely dissatisfied","2015","higher vocational","Rural Area","6","","","","0"
"0 Completely dissatisfied","2015","higher education","Urban Area","18","","","","0"
"0 Completely dissatisfied","2015","higher education","Rural Area","5","","","","0"
"1 on Scale 1 to 10","2015","in school","Urban Area","1","","","","1"
"1 on Scale 1 to 10","2015","general elemantary","Rural Area","9","","","","1"
"1 on Scale 1 to 10","2015","middle vocational","Urban Area","78","0.00975687722007649","0.00746970836484409","0.0120440460753089","1"
"1 on Scale 1 to 10","2015","middle vocational","Rural Area","59","0.0141093954288413","0.0106996131643663","0.0175191776933163","1"
"1 on Scale 1 to 10","2015","vocational + Abi","Urban Area","10","","","","1"
"1 on Scale 1 to 10","2015","vocational + Abi","Rural Area","2","","","","1"
"1 on Scale 1 to 10","2015","higher vocational","Urban Area","9","","","","1"
"1 on Scale 1 to 10","2015","higher vocational","Rural Area","2","","","","1"
"1 on Scale 1 to 10","2015","higher education","Urban Area","29","","","","1"
"1 on Scale 1 to 10","2015","higher education","Rural Area","13","","","","1"
"1 on Scale 1 to 10","2015","general elemantary","Urban Area","27","","","","1"
"1 on Scale 1 to 10","2015","in school","Rural Area","","","","","1"
"1 on Scale 1 to 10","2015","inadequately","Rural Area","2","","","","1"
"1 on Scale 1 to 10","2015","inadequately","Urban Area","9","","","","1"
"10 Completely satisfied","2015","higher vocational","Urban Area","33","0.0366898392009391","0.0245876427412578","0.0487920356606204","10"
"10 Completely satisfied","2015","in school","Rural Area","25","","","","10"
"10 Completely satisfied","2015","general elemantary","Urban Area","199","0.0943084832463713","0.0807505181713033","0.107866448321439","10"
"10 Completely satisfied","2015","higher vocational","Rural Area","18","","","","10"
"10 Completely satisfied","2015","in school","Urban Area","52","0.178228223787027","0.129088356340502","0.227368091233552","10"
"10 Completely satisfied","2015","vocational + Abi","Urban Area","107","0.070634002529846","0.0573545439069771","0.0839134611527149","10"
"10 Completely satisfied","2015","higher education","Rural Area","73","0.031240240587597","0.0227948542942614","0.0396856268809326","10"
"10 Completely satisfied","2015","inadequately","Urban Area","30","0.074510672486678","0.0439157172388269","0.105105627734529","10"
"10 Completely satisfied","2015","general elemantary","Rural Area","82","0.0892762402324569","0.070657642230057","0.107894838234857","10"
"10 Completely satisfied","2015","middle vocational","Rural Area","296","0.0602258652028405","0.053347878231404","0.0671038521742769","10"
"10 Completely satisfied","2015","vocational + Abi","Rural Area","39","0.0732147295603304","0.050974893778686","0.0954545653419748","10"
"10 Completely satisfied","2015","higher education","Urban Area","283","0.0648745501134426","0.0574730207543741","0.0722760794725111","10"
"10 Completely satisfied","2015","middle vocational","Urban Area","471","0.061530509963152","0.0559390241485336","0.0671219957777704","10"
"10 Completely satisfied","2015","inadequately","Rural Area","15","","","","10"
"2 on Scale 1 to 10","2015","in school","Urban Area","","","","","2"
"2 on Scale 1 to 10","2015","in school","Rural Area","1","","","","2"
