"m11125","year","regtyp","sex","n","percent","lower_confidence","upper_confidence"
"1 on Scale 1 to 10","1991","Urban Area","Female","58","0.0156596572795497","0.0120545349798816","0.0192647795792178"
"1 on Scale 1 to 10","1991","Urban Area","Male","50","0.011632081417333","0.00844867186712193","0.014815490967544"
"10 Completely satisfied","1991","Rural Area","Female","250","0.0881919488189517","0.0768231306203205","0.0995607670175829"
"10 Completely satisfied","1991","Rural Area","Male","277","0.111915758902794","0.0988834117107631","0.124948106094825"
"10 Completely satisfied","1991","Urban Area","Female","418","0.0822199097734877","0.0742433789583108","0.0901964405886646"
"10 Completely satisfied","1991","Urban Area","Male","500","0.0950576817912828","0.0863498799726359","0.10376548360993"
"2 on Scale 1 to 10","1991","Rural Area","Female","69","0.0341696428362028","0.0268864839234617","0.0414528017489438"
"2 on Scale 1 to 10","1991","Rural Area","Male","37","0.0163679041462252","0.0111226948801805","0.0216131134122699"
"2 on Scale 1 to 10","1991","Urban Area","Female","111","0.0274744161806034","0.0227279434828734","0.0322208888783335"
"2 on Scale 1 to 10","1991","Urban Area","Male","97","0.028676490335567","0.0237214245226718","0.0336315561484621"
"3 on Scale 1 to 10","1991","Rural Area","Female","114","0.0557006870039262","0.0465060570941212","0.0648953169137311"
"3 on Scale 1 to 10","1991","Rural Area","Male","91","0.0440666644818352","0.0355823095109457","0.0525510194527246"
"3 on Scale 1 to 10","1991","Urban Area","Female","217","0.0492911245283564","0.0430052693548873","0.0555769797018256"
"3 on Scale 1 to 10","1991","Urban Area","Male","218","0.0554014142503975","0.0486095570037169","0.062193271497078"
"4 on Scale 1 to 10","1991","Rural Area","Female","131","0.061198573875309","0.0515889439761298","0.0708082037744882"
"4 on Scale 1 to 10","1991","Rural Area","Male","93","0.0468551552675032","0.0381192467010638","0.0555910638339426"
"4 on Scale 1 to 10","1991","Urban Area","Female","254","0.0607610815187005","0.0538243158957086","0.0676978471416925"
"4 on Scale 1 to 10","1991","Urban Area","Male","195","0.0492933166294518","0.0428661172633406","0.055720515995563"
"5 on Scale 1 to 10","1991","Rural Area","Female","413","0.180620262097643","0.165197044539047","0.196043479656238"
"5 on Scale 1 to 10","1991","Rural Area","Male","363","0.172814636766241","0.157185261474413","0.18844401205807"
"5 on Scale 1 to 10","1991","Urban Area","Female","739","0.175718752697462","0.164667716560876","0.186769788834049"
"5 on Scale 1 to 10","1991","Urban Area","Male","524","0.130117149058327","0.120128606320135","0.140105691796519"
"6 on Scale 1 to 10","1991","Rural Area","Female","247","0.10647266791168","0.0941068704316497","0.118838465391711"
"6 on Scale 1 to 10","1991","Rural Area","Male","191","0.0958848717792578","0.0837135750169675","0.108056168541548"
"6 on Scale 1 to 10","1991","Urban Area","Female","458","0.103972513269314","0.0951096067115226","0.112835419827106"
"6 on Scale 1 to 10","1991","Urban Area","Male","382","0.089730196136634","0.0812450592160921","0.0982153330571758"
"7 on Scale 1 to 10","1991","Rural Area","Female","332","0.150258480794872","0.13593290599188","0.164584055597865"
"7 on Scale 1 to 10","1991","Rural Area","Male","320","0.143541763229085","0.12904763259885","0.15803589385932"
"7 on Scale 1 to 10","1991","Urban Area","Female","650","0.139493111964944","0.129432838402042","0.149553385527846"
"7 on Scale 1 to 10","1991","Urban Area","Male","646","0.150093596262042","0.139489562286365","0.16069763023772"
"8 on Scale 1 to 10","1991","Rural Area","Female","490","0.191592389370484","0.17581433442645","0.207370444314517"
"8 on Scale 1 to 10","1991","Rural Area","Male","538","0.232045331480127","0.214594981252508","0.249495681707746"
"8 on Scale 1 to 10","1991","Urban Area","Female","1009","0.204637996450655","0.192923279740768","0.216352713160542"
"8 on Scale 1 to 10","1991","Urban Area","Male","1063","0.237706518268115","0.225068291996131","0.250344744540099"
"9 on Scale 1 to 10","1991","Rural Area","Female","268","0.0958661266770313","0.0840629719286951","0.107669281425368"
"9 on Scale 1 to 10","1991","Rural Area","Male","274","0.110223446446621","0.0972776906773355","0.123169202215906"
"9 on Scale 1 to 10","1991","Urban Area","Female","537","0.108032857069022","0.0990190430612041","0.117046671076839"
"9 on Scale 1 to 10","1991","Urban Area","Male","620","0.131647502483536","0.121609233722819","0.141685771244253"
"0 Completely dissatisfied","1992","Rural Area","Female","48","0.0242853067838808","0.0179792422006494","0.0305913713671122"
"0 Completely dissatisfied","1992","Rural Area","Male","42","0.0197427342405642","0.013836236381176","0.0256492320999524"
"0 Completely dissatisfied","1992","Urban Area","Female","98","0.0291757004248991","0.0242725887976571","0.034078812052141"
"0 Completely dissatisfied","1992","Urban Area","Male","58","0.0191261832542195","0.0150217950760117","0.0232305714324273"
"1 on Scale 1 to 10","1992","Rural Area","Female","25","","",""
"1 on Scale 1 to 10","1992","Rural Area","Male","24","","",""
"1 on Scale 1 to 10","1992","Urban Area","Female","52","0.0165714950168998","0.0128523504714498","0.0202906395623497"
"1 on Scale 1 to 10","1992","Urban Area","Male","53","0.0145820592708046","0.0109899680010993","0.0181741505405099"
"10 Completely satisfied","1992","Rural Area","Female","178","0.0735975145959541","0.0629006468911226","0.0842943823007856"
"10 Completely satisfied","1992","Rural Area","Male","236","0.101142717012165","0.0883409757614895","0.113944458262841"
"10 Completely satisfied","1992","Urban Area","Female","418","0.0823901130035558","0.0743796538979704","0.0904005721091412"
"10 Completely satisfied","1992","Urban Area","Male","523","0.107761978392563","0.0984701572397627","0.117053799545363"
"2 on Scale 1 to 10","1992","Rural Area","Female","67","0.0387306771675439","0.0308261611976688","0.0466351931374191"
"2 on Scale 1 to 10","1992","Rural Area","Male","51","0.0298526149945493","0.0226271397930166","0.037078090196082"
"2 on Scale 1 to 10","1992","Urban Area","Female","133","0.0308787606804725","0.0258390012885988","0.0359185200723461"
"2 on Scale 1 to 10","1992","Urban Area","Male","92","0.024291769372101","0.01967841028548","0.0289051284587221"
"3 on Scale 1 to 10","1992","Rural Area","Female","102","0.0511832471912388","0.0421554813837845","0.0602110129986932"
"3 on Scale 1 to 10","1992","Rural Area","Male","85","0.0404649610878852","0.0320987975664173","0.048831124609353"
"3 on Scale 1 to 10","1992","Urban Area","Female","211","0.0512330040244868","0.0448098917822839","0.0576561162666898"
"3 on Scale 1 to 10","1992","Urban Area","Male","154","0.0415347234253163","0.0355558197831117","0.0475136270675209"
"4 on Scale 1 to 10","1992","Rural Area","Female","133","0.0613086380058734","0.0514810387331046","0.0711362372786422"
"4 on Scale 1 to 10","1992","Rural Area","Male","88","0.0511246402096461","0.0417732520740325","0.0604760283452598"
"4 on Scale 1 to 10","1992","Urban Area","Female","237","0.0567958603006834","0.0500528782059272","0.0635388423954396"
"4 on Scale 1 to 10","1992","Urban Area","Male","195","0.0467424848977816","0.0404170743567228","0.0530678954388403"
"5 on Scale 1 to 10","1992","Rural Area","Female","342","0.153226442595801","0.138470203009925","0.167982682181678"
"5 on Scale 1 to 10","1992","Rural Area","Male","278","0.135942758374711","0.121391328783961","0.150494187965462"
"5 on Scale 1 to 10","1992","Urban Area","Female","648","0.153611119151936","0.1431063353777","0.164115902926173"
"5 on Scale 1 to 10","1992","Urban Area","Male","513","0.124705778267326","0.114805485896402","0.13460607063825"
"6 on Scale 1 to 10","1992","Rural Area","Female","223","0.110678223028027","0.0978257782329151","0.12353066782314"
"6 on Scale 1 to 10","1992","Rural Area","Male","178","0.0817014085373785","0.0700718535312757","0.0933309635434813"
"6 on Scale 1 to 10","1992","Urban Area","Female","412","0.0909071178321135","0.0825319428525675","0.0992822928116596"
"6 on Scale 1 to 10","1992","Urban Area","Male","352","0.0834706674882963","0.0751823223303861","0.0917590126462065"
"7 on Scale 1 to 10","1992","Rural Area","Female","365","0.155104875359181","0.140274937841043","0.169934812877319"
"7 on Scale 1 to 10","1992","Rural Area","Male","321","0.156643524837813","0.141211668144277","0.172075381531349"
"7 on Scale 1 to 10","1992","Urban Area","Female","680","0.150948893740816","0.14051917253481","0.161378614946823"
"7 on Scale 1 to 10","1992","Urban Area","Male","646","0.15802867281796","0.147098065354377","0.168959280281543"
"8 on Scale 1 to 10","1992","Rural Area","Female","516","0.206432680852128","0.189851849265853","0.223013512438403"
"8 on Scale 1 to 10","1992","Rural Area","Male","543","0.24485186076736","0.226595082168986","0.263108639365734"
"8 on Scale 1 to 10","1992","Urban Area","Female","1076","0.227448926459158","0.215236657456071","0.239661195462245"
"8 on Scale 1 to 10","1992","Urban Area","Male","1112","0.261318656888667","0.248153032074696","0.274484281702639"
"9 on Scale 1 to 10","1992","Rural Area","Female","290","0.109418253123037","0.0966301250229034","0.122206381223171"
"9 on Scale 1 to 10","1992","Rural Area","Male","285","0.127690097031055","0.113520079874075","0.141860114188035"
"9 on Scale 1 to 10","1992","Urban Area","Female","561","0.110039009364978","0.10092205800945","0.119155960720506"
"9 on Scale 1 to 10","1992","Urban Area","Male","580","0.118437025924964","0.10875428931707","0.128119762532859"
"0 Completely dissatisfied","1993","Rural Area","Female","37","0.0186255023582138","0.0130674868431303","0.0241835178732973"
"0 Completely dissatisfied","1993","Rural Area","Male","37","0.0188360757014251","0.0130395956994809","0.0246325557033692"
"0 Completely dissatisfied","1993","Urban Area","Female","91","0.0266984446226103","0.0219843867858534","0.0314125024593672"
"0 Completely dissatisfied","1993","Urban Area","Male","63","0.0188889332679092","0.0148043328919112","0.0229735336439073"
"1 on Scale 1 to 10","1993","Rural Area","Female","30","0.0196492557998382","0.0139435133031345","0.0253549982965418"
"1 on Scale 1 to 10","1993","Rural Area","Male","19","","",""
"1 on Scale 1 to 10","1993","Urban Area","Female","60","0.0156777817961188","0.0120450012006301","0.0193105623916074"
"1 on Scale 1 to 10","1993","Urban Area","Male","44","0.0124200019329437","0.00909697589700924","0.0157430279688782"
"10 Completely satisfied","1993","Rural Area","Female","201","0.089531546097414","0.0777942282158752","0.101268863978953"
"10 Completely satisfied","1993","Rural Area","Male","208","0.0866070433497738","0.0746147076272773","0.0985993790722703"
"10 Completely satisfied","1993","Urban Area","Female","415","0.0858011629902267","0.0776109511166363","0.0939913748638172"
"10 Completely satisfied","1993","Urban Area","Male","448","0.0893364985647698","0.0807783425694189","0.0978946545601208"
"2 on Scale 1 to 10","1993","Rural Area","Female","72","0.0355116740123093","0.0279034650262038","0.0431198829984147"
"2 on Scale 1 to 10","1993","Rural Area","Male","52","0.0244651799037642","0.0178780847505192","0.0310522750570093"
"2 on Scale 1 to 10","1993","Urban Area","Female","139","0.0359813631096176","0.0305349605492331","0.041427765670002"
"2 on Scale 1 to 10","1993","Urban Area","Male","127","0.0313528721796463","0.0261239975017763","0.0365817468575163"
"3 on Scale 1 to 10","1993","Rural Area","Female","113","0.0541663755698656","0.0448612843268289","0.0634714668129022"
"3 on Scale 1 to 10","1993","Rural Area","Male","88","0.0426357060256152","0.0340213327810914","0.0512500792701391"
"3 on Scale 1 to 10","1993","Urban Area","Female","216","0.0554254092507253","0.0487342587109775","0.0621165597904731"
"3 on Scale 1 to 10","1993","Urban Area","Male","188","0.0477054070090416","0.0413101760758985","0.0541006379421846"
"4 on Scale 1 to 10","1993","Rural Area","Female","141","0.0589656976881654","0.0492817859799375","0.0686496093963934"
"4 on Scale 1 to 10","1993","Rural Area","Male","102","0.0578041998576112","0.0478536146838367","0.0677547850313858"
"4 on Scale 1 to 10","1993","Urban Area","Female","280","0.0654299047148328","0.0581985061078565","0.0726613033218092"
"4 on Scale 1 to 10","1993","Urban Area","Male","194","0.0496698611516099","0.043151018566918","0.0561887037363019"
"5 on Scale 1 to 10","1993","Rural Area","Female","396","0.185087427384051","0.169121566464049","0.201053288304054"
"5 on Scale 1 to 10","1993","Rural Area","Male","305","0.144110928251086","0.129136317544947","0.159085538957226"
"5 on Scale 1 to 10","1993","Urban Area","Female","679","0.159143392572666","0.148445863047207","0.169840922098125"
"5 on Scale 1 to 10","1993","Urban Area","Male","536","0.131306297134847","0.121172717531252","0.141439876738442"
"6 on Scale 1 to 10","1993","Rural Area","Female","222","0.0995514216613446","0.087243022705079","0.11185982061761"
"6 on Scale 1 to 10","1993","Rural Area","Male","216","0.117621169847397","0.103884905823269","0.131357433871524"
"6 on Scale 1 to 10","1993","Urban Area","Female","492","0.106744332260687","0.0977143162593151","0.115774348262059"
"6 on Scale 1 to 10","1993","Urban Area","Male","449","0.104425875630824","0.0952501250274393","0.113601626234208"
"7 on Scale 1 to 10","1993","Rural Area","Female","350","0.150146434672822","0.135461299936402","0.164831569409242"
"7 on Scale 1 to 10","1993","Rural Area","Male","320","0.150088689885421","0.134860119667689","0.165317260103154"
"7 on Scale 1 to 10","1993","Urban Area","Female","669","0.153941019902777","0.143387296282737","0.164494743522816"
"7 on Scale 1 to 10","1993","Urban Area","Male","688","0.159117592715633","0.148142365939115","0.17009281949215"
"8 on Scale 1 to 10","1993","Rural Area","Female","503","0.205138878452942","0.188538499999725","0.22173925690616"
"8 on Scale 1 to 10","1993","Rural Area","Male","530","0.244209189374106","0.225891101118121","0.262527277630091"
"8 on Scale 1 to 10","1993","Urban Area","Female","960","0.202640684480425","0.190885794321197","0.214395574639653"
"8 on Scale 1 to 10","1993","Urban Area","Male","1002","0.247071510106832","0.23413029757188","0.260012722641784"
"9 on Scale 1 to 10","1993","Rural Area","Female","208","0.0836257863030333","0.0722454548725197","0.0950061177335468"
"9 on Scale 1 to 10","1993","Rural Area","Male","236","0.102495457964314","0.0895633601689117","0.115427555759716"
"9 on Scale 1 to 10","1993","Urban Area","Female","491","0.0925165042993134","0.0840431143702325","0.100989894228394"
"9 on Scale 1 to 10","1993","Urban Area","Male","528","0.108705150305944","0.0993656739167334","0.118044626695154"
"0 Completely dissatisfied","1994","Rural Area","Female","41","0.0213250776638949","0.0153264067323003","0.0273237485954895"
"0 Completely dissatisfied","1994","Rural Area","Male","33","0.0184299508407874","0.0126442342804967","0.0242156674010782"
"0 Completely dissatisfied","1994","Urban Area","Female","83","0.0257593160273353","0.0211069563914698","0.0304116756632008"
"0 Completely dissatisfied","1994","Urban Area","Male","68","0.0189346211789517","0.0147889323246008","0.0230803100333027"
"1 on Scale 1 to 10","1994","Rural Area","Female","35","0.0204831129509816","0.0146015270872509","0.0263646988147122"
"1 on Scale 1 to 10","1994","Rural Area","Male","24","","",""
"1 on Scale 1 to 10","1994","Urban Area","Female","44","0.013140342035581","0.00979605136405766","0.0164846327071043"
"1 on Scale 1 to 10","1994","Urban Area","Male","44","0.014609229272997","0.0109596960951596","0.0182587624508344"
"10 Completely satisfied","1994","Rural Area","Female","168","0.0752307305038504","0.0642784430951133","0.0861830179125874"
"10 Completely satisfied","1994","Rural Area","Male","182","0.0862019697629013","0.0741288886035073","0.0982750509222953"
"10 Completely satisfied","1994","Urban Area","Female","353","0.0688992401875899","0.0614608570984524","0.0763376232767273"
"10 Completely satisfied","1994","Urban Area","Male","378","0.0748951657634006","0.0668886827428982","0.082901648783903"
"2 on Scale 1 to 10","1994","Rural Area","Female","65","0.0387602619593865","0.0307453324384665","0.0467751914803064"
"2 on Scale 1 to 10","1994","Rural Area","Male","45","0.0261123291570509","0.0192525259624159","0.0329721323516858"
"2 on Scale 1 to 10","1994","Urban Area","Female","142","0.0387337629363579","0.0330669395944954","0.0444005862782205"
"2 on Scale 1 to 10","1994","Urban Area","Male","115","0.0310364782815362","0.0257616375591856","0.0363113190038869"
"3 on Scale 1 to 10","1994","Rural Area","Female","126","0.0669827183827007","0.0566022553517223","0.0773631814136792"
"3 on Scale 1 to 10","1994","Rural Area","Male","82","0.0420250944027802","0.0333940006971868","0.0506561881083736"
"3 on Scale 1 to 10","1994","Urban Area","Female","284","0.0686098063202491","0.0611859097633357","0.0760337028771626"
"3 on Scale 1 to 10","1994","Urban Area","Male","216","0.0571138287630769","0.0500552106005349","0.0641724469256189"
"4 on Scale 1 to 10","1994","Rural Area","Female","143","0.0646358446108854","0.0544260366500461","0.0748456525717246"
"4 on Scale 1 to 10","1994","Rural Area","Male","104","0.0483161427650336","0.0390919813163199","0.0575403042137473"
"4 on Scale 1 to 10","1994","Urban Area","Female","278","0.0619017294314713","0.0548247400551875","0.068978718807755"
"4 on Scale 1 to 10","1994","Urban Area","Male","223","0.0580180694864527","0.0509072059940367","0.0651289329788687"
"5 on Scale 1 to 10","1994","Rural Area","Female","384","0.179683458031564","0.163741734212487","0.195625181850642"
"5 on Scale 1 to 10","1994","Rural Area","Male","300","0.144739968293993","0.129605131522752","0.159874805065234"
"5 on Scale 1 to 10","1994","Urban Area","Female","701","0.171967948299688","0.16088589298517","0.183050003614205"
"5 on Scale 1 to 10","1994","Urban Area","Male","526","0.132138798156663","0.121838264356365","0.142439331956962"
"6 on Scale 1 to 10","1994","Rural Area","Female","230","0.092603410080241","0.0805668452588268","0.104639974901655"
"6 on Scale 1 to 10","1994","Rural Area","Male","235","0.11475237917594","0.10104205733031","0.12846270102157"
"6 on Scale 1 to 10","1994","Urban Area","Female","467","0.104267681537181","0.0952926297104246","0.113242733363937"
"6 on Scale 1 to 10","1994","Urban Area","Male","413","0.0969902730485046","0.0879884655006905","0.105992080596319"
"7 on Scale 1 to 10","1994","Rural Area","Female","350","0.164057186530721","0.148680016669531","0.17943435639191"
"7 on Scale 1 to 10","1994","Rural Area","Male","368","0.180893134122716","0.164334834334477","0.197451433910956"
"7 on Scale 1 to 10","1994","Urban Area","Female","694","0.153814550522877","0.143219464878903","0.164409636166851"
"7 on Scale 1 to 10","1994","Urban Area","Male","648","0.162188708645686","0.150976198961704","0.173401218329668"
"8 on Scale 1 to 10","1994","Rural Area","Female","452","0.18348587124882","0.167413732831978","0.199558009665661"
"8 on Scale 1 to 10","1994","Rural Area","Male","456","0.211173563926529","0.193616781807267","0.22873034604579"
"8 on Scale 1 to 10","1994","Urban Area","Female","925","0.198127116401257","0.186421407824943","0.209832824977572"
"8 on Scale 1 to 10","1994","Urban Area","Male","1018","0.24511432177893","0.232030206698713","0.258198436859147"
"9 on Scale 1 to 10","1994","Rural Area","Female","234","0.0927523280369547","0.0807070774751532","0.104797578598756"
"9 on Scale 1 to 10","1994","Rural Area","Male","247","0.110047442758373","0.0965854974566294","0.123509388060116"
"9 on Scale 1 to 10","1994","Urban Area","Female","483","0.094778506300413","0.0861763893378907","0.103380623262935"
"9 on Scale 1 to 10","1994","Urban Area","Male","503","0.108960505623801","0.0994828166915236","0.118438194556077"
"0 Completely dissatisfied","1995","Rural Area","Female","29","","",""
"0 Completely dissatisfied","1995","Rural Area","Male","23","","",""
"0 Completely dissatisfied","1995","Urban Area","Female","89","0.0264933297893923","0.0218543960196517","0.0311322635591328"
"0 Completely dissatisfied","1995","Urban Area","Male","51","0.0163920369474903","0.0125758654825256","0.020208208412455"
"1 on Scale 1 to 10","1995","Rural Area","Female","21","","",""
"1 on Scale 1 to 10","1995","Rural Area","Male","13","","",""
"1 on Scale 1 to 10","1995","Urban Area","Female","56","0.0145117064264349","0.0110573638111564","0.0179660490417134"
"1 on Scale 1 to 10","1995","Urban Area","Male","42","0.0122159092309977","0.00891453838492334","0.015517280077072"
"10 Completely satisfied","1995","Rural Area","Female","159","0.0673963017021946","0.0571503861381277","0.0776422172662616"
"10 Completely satisfied","1995","Rural Area","Male","169","0.0655093033414806","0.0550702443362505","0.0759483623467107"
"10 Completely satisfied","1995","Urban Area","Female","372","0.0662812084479156","0.0590952667027878","0.0734671501930433"
"10 Completely satisfied","1995","Urban Area","Male","413","0.0795758503686137","0.0714422084968749","0.0877094922403525"
"2 on Scale 1 to 10","1995","Rural Area","Female","73","0.0408340799583047","0.0327460559786248","0.0489221039379845"
"2 on Scale 1 to 10","1995","Rural Area","Male","41","0.0252062298987135","0.0185927096156112","0.0318197501818158"
"2 on Scale 1 to 10","1995","Urban Area","Female","138","0.0380783485857472","0.0325500774339315","0.0436066197375629"
"2 on Scale 1 to 10","1995","Urban Area","Male","104","0.0259689931679013","0.0211891422992773","0.0307488440365252"
"3 on Scale 1 to 10","1995","Rural Area","Female","131","0.0669852194414073","0.0567683480371932","0.0772020908456213"
"3 on Scale 1 to 10","1995","Rural Area","Male","96","0.0552857975867504","0.0456435254902666","0.0649280696832341"
"3 on Scale 1 to 10","1995","Urban Area","Female","258","0.0616739913582286","0.0547252149348155","0.0686227677816417"
"3 on Scale 1 to 10","1995","Urban Area","Male","217","0.0539182267118643","0.0471303720048145","0.060706081418914"
"4 on Scale 1 to 10","1995","Rural Area","Female","135","0.0605846390451927","0.0508348714389378","0.0703344066514475"
"4 on Scale 1 to 10","1995","Rural Area","Male","119","0.0463394615229907","0.0374700507621024","0.0552088722838789"
"4 on Scale 1 to 10","1995","Urban Area","Female","260","0.0632330247176949","0.0562028163424479","0.0702632330929419"
"4 on Scale 1 to 10","1995","Urban Area","Male","234","0.0610743379167383","0.0538774392464514","0.0682712365870252"
"5 on Scale 1 to 10","1995","Rural Area","Female","379","0.183867677365818","0.168036356281108","0.199698998450529"
"5 on Scale 1 to 10","1995","Rural Area","Male","322","0.154971425985371","0.139703365113836","0.170239486856907"
"5 on Scale 1 to 10","1995","Urban Area","Female","703","0.15998395226063","0.149394769700045","0.170573134821215"
"5 on Scale 1 to 10","1995","Urban Area","Male","524","0.132009101582447","0.12183584675932","0.142182356405575"
"6 on Scale 1 to 10","1995","Rural Area","Female","254","0.111952195787484","0.099066180167725","0.124838211407243"
"6 on Scale 1 to 10","1995","Rural Area","Male","228","0.109962711996089","0.096763463875525","0.123161960116652"
"6 on Scale 1 to 10","1995","Urban Area","Female","458","0.0996132927423651","0.0909625455807335","0.108264039903997"
"6 on Scale 1 to 10","1995","Urban Area","Male","426","0.100977305078279","0.0919221140794561","0.110032496077103"
"7 on Scale 1 to 10","1995","Rural Area","Female","367","0.149683006196736","0.135102894510815","0.164263117882658"
"7 on Scale 1 to 10","1995","Rural Area","Male","362","0.166888229192088","0.151156123357871","0.182620335026305"
"7 on Scale 1 to 10","1995","Urban Area","Female","739","0.167593179020809","0.156804297640952","0.178382060400665"
"7 on Scale 1 to 10","1995","Urban Area","Male","693","0.167389293875449","0.156169490817007","0.17860909693389"
"8 on Scale 1 to 10","1995","Rural Area","Female","490","0.196078291298629","0.179852502901409","0.212304079695849"
"8 on Scale 1 to 10","1995","Rural Area","Male","534","0.247573136300554","0.229363290158518","0.26578298244259"
"8 on Scale 1 to 10","1995","Urban Area","Female","1036","0.206920268608221","0.195218799896538","0.218621737319904"
"8 on Scale 1 to 10","1995","Urban Area","Male","1025","0.233948631167875","0.221225629023613","0.246671633312138"
"9 on Scale 1 to 10","1995","Rural Area","Female","262","0.0959017466355649","0.0838678785466373","0.107935614724492"
"9 on Scale 1 to 10","1995","Rural Area","Male","251","0.108431952122353","0.0953136310225827","0.121550273222123"
"9 on Scale 1 to 10","1995","Urban Area","Female","495","0.0956176980425624","0.0871234370080096","0.104111959077115"
"9 on Scale 1 to 10","1995","Urban Area","Male","524","0.116530313952344","0.106887235852944","0.126173392051743"
"0 Completely dissatisfied","1996","Rural Area","Female","34","0.0158996722126517","0.0107663417633885","0.0210330026619148"
"0 Completely dissatisfied","1996","Rural Area","Male","24","","",""
"0 Completely dissatisfied","1996","Urban Area","Female","77","0.0200386115500377","0.0159533753741207","0.0241238477259547"
"0 Completely dissatisfied","1996","Urban Area","Male","57","0.0195576525686477","0.0153491943021818","0.0237661108351137"
"1 on Scale 1 to 10","1996","Rural Area","Female","26","","",""
"1 on Scale 1 to 10","1996","Rural Area","Male","17","","",""
"1 on Scale 1 to 10","1996","Urban Area","Female","53","0.0141145897816058","0.0106756369133266","0.0175535426498851"
"1 on Scale 1 to 10","1996","Urban Area","Male","43","0.0113720074262885","0.00814953915658369","0.0145944756959933"
"10 Completely satisfied","1996","Rural Area","Female","152","0.0624526665926622","0.0525224769371879","0.0723828562481365"
"10 Completely satisfied","1996","Rural Area","Male","144","0.0621819236379736","0.05197440368922","0.0723894435867272"
"10 Completely satisfied","1996","Urban Area","Female","369","0.0765548814918205","0.0688036472253244","0.0843061157583167"
"10 Completely satisfied","1996","Urban Area","Male","340","0.0674030201537783","0.0597832773671058","0.0750227629404509"
"2 on Scale 1 to 10","1996","Rural Area","Female","76","0.0364634899702007","0.0287713238850642","0.0441556560553373"
"2 on Scale 1 to 10","1996","Rural Area","Male","54","0.0276862872552586","0.0207510004356563","0.0346215740748608"
"2 on Scale 1 to 10","1996","Urban Area","Female","134","0.0386814396666567","0.0330597890346547","0.0443030902986587"
"2 on Scale 1 to 10","1996","Urban Area","Male","108","0.0299331259628423","0.0247543096811124","0.0351119422445722"
"3 on Scale 1 to 10","1996","Rural Area","Female","123","0.0559370073559253","0.0465064893401557","0.0653675253716948"
"3 on Scale 1 to 10","1996","Rural Area","Male","108","0.0575253393593867","0.0476831141786965","0.0673675645400769"
"3 on Scale 1 to 10","1996","Urban Area","Female","226","0.0526899488974903","0.0461768325704899","0.0592030652244907"
"3 on Scale 1 to 10","1996","Urban Area","Male","185","0.047123048759446","0.0406830062777656","0.0535630912411264"
"4 on Scale 1 to 10","1996","Rural Area","Female","125","0.0686718135634136","0.0582935169124452","0.0790501102143821"
"4 on Scale 1 to 10","1996","Rural Area","Male","101","0.0491828043722384","0.040042008325124","0.0583236004193528"
"4 on Scale 1 to 10","1996","Urban Area","Female","300","0.07127441185507","0.0637739259300318","0.0787748977801081"
"4 on Scale 1 to 10","1996","Urban Area","Male","235","0.0615854202961163","0.0542792471703691","0.0688915934218635"
"5 on Scale 1 to 10","1996","Rural Area","Female","396","0.178120235357348","0.16241855173165","0.193821918983047"
"5 on Scale 1 to 10","1996","Rural Area","Male","311","0.156603168353317","0.141241261911006","0.171965074795628"
"5 on Scale 1 to 10","1996","Urban Area","Female","707","0.175487610912236","0.164398398631811","0.186576823192661"
"5 on Scale 1 to 10","1996","Urban Area","Male","513","0.133628387327212","0.123287564402314","0.143969210252109"
"6 on Scale 1 to 10","1996","Rural Area","Female","261","0.115688225733663","0.102562215684989","0.128814235782337"
"6 on Scale 1 to 10","1996","Rural Area","Male","237","0.10957361016339","0.0963703598215369","0.122776860505243"
"6 on Scale 1 to 10","1996","Urban Area","Female","487","0.101483754686639","0.0926805641094839","0.110286945263793"
"6 on Scale 1 to 10","1996","Urban Area","Male","440","0.104037483120357","0.0947586477363388","0.113316318504375"
"7 on Scale 1 to 10","1996","Rural Area","Female","358","0.147600304931327","0.13304401428528","0.162156595577375"
"7 on Scale 1 to 10","1996","Rural Area","Male","401","0.174707493178623","0.15865699272753","0.190757993629716"
"7 on Scale 1 to 10","1996","Urban Area","Female","650","0.145864876343912","0.135574825318122","0.156154927369703"
"7 on Scale 1 to 10","1996","Urban Area","Male","752","0.183937988390196","0.172163259188455","0.195712717591937"
"8 on Scale 1 to 10","1996","Rural Area","Female","496","0.20625586649554","0.189651249307114","0.222860483683967"
"8 on Scale 1 to 10","1996","Rural Area","Male","515","0.238510801887126","0.220496610980145","0.256524992794107"
"8 on Scale 1 to 10","1996","Urban Area","Female","1025","0.211713210920472","0.199803671200568","0.223622750640376"
"8 on Scale 1 to 10","1996","Urban Area","Male","1003","0.232469049967633","0.219631440799659","0.245306659135608"
"9 on Scale 1 to 10","1996","Rural Area","Female","234","0.0937734029431573","0.0818103041642251","0.105736501722089"
"9 on Scale 1 to 10","1996","Rural Area","Male","238","0.103706421881569","0.0908192735112789","0.116593570251859"
"9 on Scale 1 to 10","1996","Urban Area","Female","492","0.0920966638940603","0.0836667987153136","0.100526529072807"
"9 on Scale 1 to 10","1996","Urban Area","Male","483","0.108952816027483","0.0994833996842653","0.1184222323707"
"0 Completely dissatisfied","1997","Rural Area","Female","29","","",""
"0 Completely dissatisfied","1997","Rural Area","Male","15","","",""
"0 Completely dissatisfied","1997","Urban Area","Female","56","0.0169968386031343","0.0131857624867634","0.0208079147195052"
"0 Completely dissatisfied","1997","Urban Area","Male","43","0.0132367883644727","0.00974107024182749","0.0167325064871179"
