"m11125","year","migback","sex","n","percent","lower_confidence","upper_confidence","value"
"3 on Scale 1 to 10","1988","indirect migration background","Female","2","","","","3"
"4 on Scale 1 to 10","1988","direct migration background","Female","76","0.0756844163591595","0.0611091601076519","0.0902596726106672","4"
"4 on Scale 1 to 10","1988","no migration background","Male","157","0.0485376342052984","0.0413321908026285","0.0557430776079683","4"
"4 on Scale 1 to 10","1988","direct migration background","Male","64","0.0542245325157614","0.0424417238934874","0.0660073411380355","4"
"4 on Scale 1 to 10","1988","indirect migration background","Male","1","","","","4"
"4 on Scale 1 to 10","1988","indirect migration background","Female","5","","","","4"
"4 on Scale 1 to 10","1988","no migration background","Female","195","0.0574807456655045","0.0499584821943121","0.0650030091366969","4"
"5 on Scale 1 to 10","1988","no migration background","Female","582","0.167752036963476","0.155676609869326","0.179827464057626","5"
"5 on Scale 1 to 10","1988","no migration background","Male","468","0.140184955816934","0.12854426307748","0.151825648556388","5"
"5 on Scale 1 to 10","1988","direct migration background","Male","174","0.156751922390201","0.137835412534286","0.175668432246116","5"
"5 on Scale 1 to 10","1988","direct migration background","Female","194","0.153876064952402","0.13399199170329","0.173760138201514","5"
"5 on Scale 1 to 10","1988","indirect migration background","Male","7","","","","5"
"5 on Scale 1 to 10","1988","indirect migration background","Female","13","","","","5"
"6 on Scale 1 to 10","1988","no migration background","Female","347","0.0954112072241017","0.0859168072060574","0.104905607242146","6"
"6 on Scale 1 to 10","1988","no migration background","Male","305","0.0933123873016358","0.0835597046409262","0.103065069962345","6"
"6 on Scale 1 to 10","1988","direct migration background","Female","108","0.0868352809256506","0.071317647189181","0.10235291466212","6"
"6 on Scale 1 to 10","1988","indirect migration background","Male","4","","","","6"
"6 on Scale 1 to 10","1988","direct migration background","Male","119","0.0866225356874797","0.0719873753205123","0.101257696054447","6"
"6 on Scale 1 to 10","1988","indirect migration background","Female","6","","","","6"
"7 on Scale 1 to 10","1988","no migration background","Male","530","0.154041221932572","0.141937507191423","0.16614493667372","7"
"7 on Scale 1 to 10","1988","no migration background","Female","527","0.135830567652635","0.124758201564403","0.146902933740868","7"
"7 on Scale 1 to 10","1988","direct migration background","Male","201","0.164100158321927","0.144829856591328","0.183370460052526","7"
"7 on Scale 1 to 10","1988","direct migration background","Female","151","0.129272694029692","0.110784379959673","0.147761008099712","7"
"7 on Scale 1 to 10","1988","indirect migration background","Male","13","","","","7"
"7 on Scale 1 to 10","1988","indirect migration background","Female","7","","","","7"
"8 on Scale 1 to 10","1988","no migration background","Male","811","0.228554173994639","0.214475138723586","0.242633209265693","8"
"8 on Scale 1 to 10","1988","no migration background","Female","819","0.2147952900359","0.201522994194847","0.228067585876953","8"
"8 on Scale 1 to 10","1988","direct migration background","Male","289","0.204173640376935","0.183200382857234","0.225146897896636","8"
"8 on Scale 1 to 10","1988","indirect migration background","Female","29","","","","8"
"8 on Scale 1 to 10","1988","direct migration background","Female","271","0.209510094108542","0.187084008868949","0.231936179348135","8"
"8 on Scale 1 to 10","1988","indirect migration background","Male","19","","","","8"
"9 on Scale 1 to 10","1988","direct migration background","Male","190","0.117022804496173","0.100297775171936","0.13374783382041","9"
"9 on Scale 1 to 10","1988","no migration background","Male","431","0.121431920374331","0.110480265646447","0.132383575102214","9"
"9 on Scale 1 to 10","1988","no migration background","Female","415","0.0997581134945465","0.0900731954411786","0.109443031547914","9"
"9 on Scale 1 to 10","1988","direct migration background","Female","134","0.101564258482134","0.0849179940359758","0.118210522928292","9"
"9 on Scale 1 to 10","1988","indirect migration background","Male","22","","","","9"
"9 on Scale 1 to 10","1988","indirect migration background","Female","23","","","","9"
"0 Completely dissatisfied","1989","no migration background","Female","94","0.0309250008991557","0.0252166609668116","0.0366333408314997","0"
"0 Completely dissatisfied","1989","no migration background","Male","58","0.0196668341232911","0.0149265042498821","0.0244071639967001","0"
"0 Completely dissatisfied","1989","direct migration background","Male","27","","","","0"
"0 Completely dissatisfied","1989","direct migration background","Female","31","0.0325460164614668","0.0226775113232917","0.0424145215996418","0"
"0 Completely dissatisfied","1989","indirect migration background","Male","","","","","0"
"0 Completely dissatisfied","1989","indirect migration background","Female","3","","","","0"
"1 on Scale 1 to 10","1989","direct migration background","Male","24","","","","1"
"1 on Scale 1 to 10","1989","no migration background","Male","30","0.0109241621326256","0.00737551060470972","0.0144728136605414","1"
"1 on Scale 1 to 10","1989","no migration background","Female","51","0.0178386391972234","0.0134739979217802","0.0222032804726667","1"
"1 on Scale 1 to 10","1989","direct migration background","Female","18","","","","1"
"1 on Scale 1 to 10","1989","indirect migration background","Male","","","","","1"
"1 on Scale 1 to 10","1989","indirect migration background","Female","","","","","1"
"10 Completely satisfied","1989","no migration background","Male","379","0.105949098907307","0.0954419655152347","0.116456232299379","10"
"10 Completely satisfied","1989","no migration background","Female","382","0.102207315775591","0.0922187002991687","0.112195931252013","10"
"10 Completely satisfied","1989","direct migration background","Male","209","0.141449362699429","0.122873747743628","0.16002497765523","10"
"10 Completely satisfied","1989","direct migration background","Female","141","0.0956767265004485","0.079317894175442","0.112035558825455","10"
"10 Completely satisfied","1989","indirect migration background","Male","36","0.251361915334995","0.174699723461559","0.328024107208431","10"
"10 Completely satisfied","1989","indirect migration background","Female","30","0.180499363930814","0.115860885871237","0.245137841990392","10"
"2 on Scale 1 to 10","1989","no migration background","Female","115","0.0357546619237722","0.0296320549167187","0.0418772689308256","2"
"2 on Scale 1 to 10","1989","direct migration background","Male","30","0.0210339783809932","0.0133849853363187","0.0286829714256676","2"
"2 on Scale 1 to 10","1989","direct migration background","Female","39","0.0291974057621758","0.0198341930466587","0.038560618477693","2"
"2 on Scale 1 to 10","1989","no migration background","Male","97","0.0321025353925263","0.0260847203946944","0.0381203503903581","2"
"2 on Scale 1 to 10","1989","indirect migration background","Male","","","","","2"
"2 on Scale 1 to 10","1989","indirect migration background","Female","4","","","","2"
"3 on Scale 1 to 10","1989","no migration background","Male","151","0.047506533572423","0.0402444346025886","0.0547686325422573","3"
"3 on Scale 1 to 10","1989","no migration background","Female","185","0.0582700284215157","0.0505456759395296","0.0659943809035017","3"
"3 on Scale 1 to 10","1989","direct migration background","Male","59","0.044541532041695","0.0335451903184479","0.0555378737649421","3"
"3 on Scale 1 to 10","1989","direct migration background","Female","68","0.0540540553329563","0.0414782851016485","0.0666298255642641","3"
"3 on Scale 1 to 10","1989","indirect migration background","Male","6","","","","3"
"3 on Scale 1 to 10","1989","indirect migration background","Female","3","","","","3"
"4 on Scale 1 to 10","1989","direct migration background","Female","80","0.0727319037395634","0.0582890694110869","0.08717473806804","4"
"4 on Scale 1 to 10","1989","no migration background","Male","164","0.0528788563410418","0.0452387697229013","0.0605189429591823","4"
"4 on Scale 1 to 10","1989","direct migration background","Male","72","0.0676496789483309","0.0542627124203749","0.0810366454762869","4"
"4 on Scale 1 to 10","1989","no migration background","Female","170","0.0521091030524232","0.0447806510555367","0.0594375550493097","4"
"4 on Scale 1 to 10","1989","indirect migration background","Male","1","","","","4"
"4 on Scale 1 to 10","1989","indirect migration background","Female","3","","","","4"
"5 on Scale 1 to 10","1989","no migration background","Male","436","0.134907888927084","0.123245048367357","0.14657072948681","5"
"5 on Scale 1 to 10","1989","no migration background","Female","597","0.180470064094175","0.167788837299241","0.193151290889108","5"
"5 on Scale 1 to 10","1989","direct migration background","Male","152","0.129143928208279","0.111267945187828","0.147019911228729","5"
"5 on Scale 1 to 10","1989","direct migration background","Female","200","0.17326905152957","0.152220128017938","0.194317975041202","5"
"5 on Scale 1 to 10","1989","indirect migration background","Male","5","","","","5"
"5 on Scale 1 to 10","1989","indirect migration background","Female","11","","","","5"
"6 on Scale 1 to 10","1989","no migration background","Female","330","0.0958352880381337","0.0861287854390926","0.105541790637175","6"
"6 on Scale 1 to 10","1989","no migration background","Male","302","0.0962619229035653","0.0861925355855602","0.10633131022157","6"
"6 on Scale 1 to 10","1989","direct migration background","Male","119","0.096419986404568","0.0806864414178442","0.112153531391292","6"
"6 on Scale 1 to 10","1989","direct migration background","Female","129","0.111253488257477","0.0937657732903078","0.128741203224646","6"
"6 on Scale 1 to 10","1989","indirect migration background","Male","6","","","","6"
"6 on Scale 1 to 10","1989","indirect migration background","Female","6","","","","6"
"7 on Scale 1 to 10","1989","no migration background","Male","501","0.153589425647372","0.141280342994326","0.165898508300419","7"
"7 on Scale 1 to 10","1989","no migration background","Female","449","0.123303569254182","0.112462085692612","0.134145052815753","7"
"7 on Scale 1 to 10","1989","direct migration background","Male","172","0.123520859909296","0.105982026998552","0.141059692820041","7"
"7 on Scale 1 to 10","1989","direct migration background","Female","185","0.16468619277931","0.144058971954203","0.185313413604417","7"
