"m11125","year","hgtyp1hh","sex","n","percent","lower_confidence","upper_confidence"
"3 on Scale 1 to 10","1991","(Married) couple without C. ","Female","108","0.0635168648564362","0.0516257679090424","0.07540796180383"
"3 on Scale 1 to 10","1991","Single parent ","Male","13","","",""
"3 on Scale 1 to 10","1991","Single parent ","Female","15","","",""
"3 on Scale 1 to 10","1991","Couple + C. LE 16 ","Male","52","0.03231360640044","0.0239323318281206","0.0406948809727593"
"3 on Scale 1 to 10","1991","Couple + C. LE 16 ","Female","43","0.0268324992307049","0.0192463084764995","0.0344186899849102"
"3 on Scale 1 to 10","1991","Couple + C. GT 16 ","Male","72","0.0465259546933307","0.0359963215184536","0.0570555878682079"
"3 on Scale 1 to 10","1991","Couple + C. GT 16 ","Female","57","0.0468100906523098","0.0351973487195654","0.0584228325850542"
"3 on Scale 1 to 10","1991","Couple + C. LE and GT 16","Male","28","","",""
"3 on Scale 1 to 10","1991","Couple + C. LE and GT 16","Female","25","","",""
"4 on Scale 1 to 10","1991","1-pers.-HH","Male","23","","",""
"4 on Scale 1 to 10","1991","1-pers.-HH","Female","60","0.0752081992105085","0.0575410779853893","0.0928753204356278"
"4 on Scale 1 to 10","1991","(Married) couple without C. ","Male","89","0.0599320753442064","0.0483305699958465","0.0715335806925662"
"4 on Scale 1 to 10","1991","(Married) couple without C. ","Female","102","0.0653545976276895","0.0533045455909777","0.0774046496644012"
"4 on Scale 1 to 10","1991","Single parent ","Male","11","","",""
"4 on Scale 1 to 10","1991","Single parent ","Female","29","","",""
"4 on Scale 1 to 10","1991","Couple + C. LE 16 ","Male","52","0.0383786561735117","0.0292732994519065","0.0474840128951169"
"4 on Scale 1 to 10","1991","Couple + C. LE 16 ","Female","75","0.0436457532549507","0.034054402147026","0.0532371043628755"
"4 on Scale 1 to 10","1991","Couple + C. GT 16 ","Male","57","0.0374957626246069","0.0279983878078848","0.046993137441329"
"4 on Scale 1 to 10","1991","Couple + C. GT 16 ","Female","71","0.0507665403555851","0.0386981147136009","0.0628349659975693"
"4 on Scale 1 to 10","1991","Couple + C. LE and GT 16","Male","23","","",""
"4 on Scale 1 to 10","1991","Couple + C. LE and GT 16","Female","24","","",""
"5 on Scale 1 to 10","1991","1-pers.-HH","Male","54","0.110083184496975","0.0823417534677458","0.137824615526204"
"5 on Scale 1 to 10","1991","1-pers.-HH","Female","181","0.21511130658631","0.187585068354108","0.242637544818512"
"5 on Scale 1 to 10","1991","(Married) couple without C. ","Male","308","0.193916782268107","0.174592529632288","0.213241034903925"
"5 on Scale 1 to 10","1991","(Married) couple without C. ","Female","327","0.200526662786252","0.181005060163587","0.220048265408918"
"5 on Scale 1 to 10","1991","Single parent ","Male","25","","",""
"5 on Scale 1 to 10","1991","Single parent ","Female","83","0.202579520276711","0.164003135461242","0.241155905092181"
"5 on Scale 1 to 10","1991","Couple + C. LE 16 ","Male","197","0.131347415360803","0.115337690823232","0.147357139898373"
"5 on Scale 1 to 10","1991","Couple + C. LE 16 ","Female","213","0.129244037255273","0.113495040848212","0.144993033662334"
"5 on Scale 1 to 10","1991","Couple + C. GT 16 ","Male","195","0.133492322644912","0.116489324419988","0.150495320869835"
"5 on Scale 1 to 10","1991","Couple + C. GT 16 ","Female","209","0.15716011197102","0.137151405143003","0.177168818799036"
"5 on Scale 1 to 10","1991","Couple + C. LE and GT 16","Male","61","0.100325400592905","0.0769211673883021","0.123729633797508"
"5 on Scale 1 to 10","1991","Couple + C. LE and GT 16","Female","64","0.10980261848658","0.084424272238577","0.135180964734582"
"6 on Scale 1 to 10","1991","1-pers.-HH","Male","46","0.100845829181001","0.0741563736850571","0.127535284676946"
"6 on Scale 1 to 10","1991","1-pers.-HH","Female","96","0.116836169604498","0.0953172481119166","0.13835509109708"
"6 on Scale 1 to 10","1991","(Married) couple without C. ","Male","156","0.103399099226509","0.0885170398854699","0.118281158567549"
"6 on Scale 1 to 10","1991","(Married) couple without C. ","Female","197","0.119326343368832","0.103521031061567","0.135131655676096"
"6 on Scale 1 to 10","1991","Single parent ","Male","15","","",""
"6 on Scale 1 to 10","1991","Single parent ","Female","42","0.101233497990711","0.0722823610198002","0.130184634961622"
"6 on Scale 1 to 10","1991","Couple + C. LE 16 ","Male","153","0.0819866590072822","0.0689835822358851","0.0949897357786793"
"6 on Scale 1 to 10","1991","Couple + C. LE 16 ","Female","149","0.0851593568096007","0.0720558267573662","0.0982628868618352"
"6 on Scale 1 to 10","1991","Couple + C. GT 16 ","Male","128","0.0873229109090298","0.0732094399547746","0.101436381863285"
"6 on Scale 1 to 10","1991","Couple + C. GT 16 ","Female","125","0.10012457738576","0.0836225668899616","0.116626587881558"
"6 on Scale 1 to 10","1991","Couple + C. LE and GT 16","Male","48","0.0795246052548021","0.0584478822020191","0.100601328307585"
"6 on Scale 1 to 10","1991","Couple + C. LE and GT 16","Female","50","0.0862105063593067","0.06342718731443","0.108993825404183"
"7 on Scale 1 to 10","1991","1-pers.-HH","Male","77","0.161374929556323","0.128769072896952","0.193980786215693"
"7 on Scale 1 to 10","1991","1-pers.-HH","Female","102","0.12551709316717","0.103322953863182","0.147711232471157"
"7 on Scale 1 to 10","1991","(Married) couple without C. ","Male","231","0.138421448971629","0.121542157848545","0.155300740094713"
"7 on Scale 1 to 10","1991","(Married) couple without C. ","Female","212","0.132569793590517","0.116036210831999","0.149103376349035"
"7 on Scale 1 to 10","1991","Single parent ","Male","31","0.109102432515116","0.0697410201756809","0.148463844854552"
"7 on Scale 1 to 10","1991","Single parent ","Female","58","0.152596474307521","0.118082303299703","0.187110645315339"
"7 on Scale 1 to 10","1991","Couple + C. LE 16 ","Male","254","0.159608275144445","0.142249518224251","0.176967032064639"
"7 on Scale 1 to 10","1991","Couple + C. LE 16 ","Female","261","0.147525132538942","0.130876705919537","0.164173559158347"
"7 on Scale 1 to 10","1991","Couple + C. GT 16 ","Male","238","0.164052808943448","0.145539143385745","0.182566474501151"
"7 on Scale 1 to 10","1991","Couple + C. GT 16 ","Female","185","0.153213579792283","0.13341149626786","0.173015663316706"
"7 on Scale 1 to 10","1991","Couple + C. LE and GT 16","Male","74","0.104971382452254","0.081093261088424","0.128849503816084"
"7 on Scale 1 to 10","1991","Couple + C. LE and GT 16","Female","99","0.183799815057049","0.152359658996835","0.215239971117264"
"8 on Scale 1 to 10","1991","1-pers.-HH","Male","109","0.226049845899114","0.18897731254076","0.263122379257468"
"8 on Scale 1 to 10","1991","1-pers.-HH","Female","130","0.140524907308203","0.117243752956435","0.163806061659971"
"8 on Scale 1 to 10","1991","(Married) couple without C. ","Male","345","0.210077388436664","0.190166666988725","0.229988109884603"
"8 on Scale 1 to 10","1991","(Married) couple without C. ","Female","315","0.196408290350228","0.177038494463222","0.215778086237234"
"8 on Scale 1 to 10","1991","Single parent ","Male","60","0.255266722182867","0.200219291811982","0.310314152553752"
"8 on Scale 1 to 10","1991","Single parent ","Female","82","0.177332368668069","0.140672890724067","0.213991846612071"
"8 on Scale 1 to 10","1991","Couple + C. LE 16 ","Male","476","0.262905698698722","0.242041026664567","0.283770370732877"
"8 on Scale 1 to 10","1991","Couple + C. LE 16 ","Female","471","0.269584445109173","0.248752404228927","0.290416485989419"
"8 on Scale 1 to 10","1991","Couple + C. GT 16 ","Male","357","0.233523209675613","0.212372463806191","0.254673955545035"
"8 on Scale 1 to 10","1991","Couple + C. GT 16 ","Female","272","0.213323245045694","0.190801991220732","0.235844498870656"
"8 on Scale 1 to 10","1991","Couple + C. LE and GT 16","Male","160","0.267024715829436","0.23256064040594","0.301488791252932"
"8 on Scale 1 to 10","1991","Couple + C. LE and GT 16","Female","133","0.234473346846717","0.200082670821719","0.268864022871714"
"9 on Scale 1 to 10","1991","1-pers.-HH","Male","63","0.118618022591791","0.0899596790621433","0.147276366121439"
"9 on Scale 1 to 10","1991","1-pers.-HH","Female","63","0.0632675471124267","0.046959217124455","0.0795758771003983"
"9 on Scale 1 to 10","1991","(Married) couple without C. ","Male","139","0.0777122177756618","0.0646269399454652","0.0907974956058584"
"9 on Scale 1 to 10","1991","(Married) couple without C. ","Female","132","0.0874580623999557","0.0736842629659974","0.101231861833914"
"9 on Scale 1 to 10","1991","Single parent ","Male","40","0.191736920648841","0.142035498655582","0.2414383426421"
"9 on Scale 1 to 10","1991","Single parent ","Female","35","0.0778922145099611","0.0521694327204125","0.10361499629951"
"9 on Scale 1 to 10","1991","Couple + C. LE 16 ","Male","255","0.148196710652727","0.131356831353271","0.165036589952183"
"9 on Scale 1 to 10","1991","Couple + C. LE 16 ","Female","269","0.152217725952393","0.135353198442661","0.169082253462125"
"9 on Scale 1 to 10","1991","Couple + C. GT 16 ","Male","230","0.140894931804891","0.123501631977959","0.158288231631823"
"9 on Scale 1 to 10","1991","Couple + C. GT 16 ","Female","168","0.144493619568137","0.125164535393876","0.163822703742398"
"9 on Scale 1 to 10","1991","Couple + C. LE and GT 16","Male","116","0.178485983184788","0.148655809441858","0.208316156927718"
"9 on Scale 1 to 10","1991","Couple + C. LE and GT 16","Female","92","0.124495941364808","0.0976968239051758","0.151295058824439"
"10 Completely satisfied","1991","1-pers.-HH","Male","61","0.104610871990496","0.0774847331082815","0.13173701087271"
"10 Completely satisfied","1991","1-pers.-HH","Female","68","0.0760775463681027","0.0583169633428256","0.0938381293933798"
"10 Completely satisfied","1991","(Married) couple without C. ","Male","122","0.0685010377632882","0.0561545101522393","0.080847565374337"
"10 Completely satisfied","1991","(Married) couple without C. ","Female","102","0.0523372620428633","0.0414790125900225","0.0631955114957042"
"10 Completely satisfied","1991","Single parent ","Male","36","0.138825616456647","0.0951720303474958","0.182479202565799"
"10 Completely satisfied","1991","Single parent ","Female","45","0.0922992920183304","0.0645181185973107","0.12008046543935"
"10 Completely satisfied","1991","Couple + C. LE 16 ","Male","231","0.122042936442942","0.106528250144229","0.137557622741654"
"10 Completely satisfied","1991","Couple + C. LE 16 ","Female","217","0.124648422974282","0.109141199310363","0.1401556466382"
"10 Completely satisfied","1991","Couple + C. GT 16 ","Male","189","0.104888202265397","0.0895698123874844","0.12020659214331"
"10 Completely satisfied","1991","Couple + C. GT 16 ","Female","121","0.0814499851331004","0.0664126033999634","0.0964873668662374"
"10 Completely satisfied","1991","Couple + C. LE and GT 16","Male","94","0.123314199949701","0.0977003555499708","0.148928044349431"
"10 Completely satisfied","1991","Couple + C. LE and GT 16","Female","74","0.120444734505523","0.0940243405320312","0.146865128479015"
"0 Completely dissatisfied","1992","1-pers.-HH","Male","12","","",""
"0 Completely dissatisfied","1992","1-pers.-HH","Female","32","0.0408087164921202","0.0276087820963862","0.0540086508878541"
"0 Completely dissatisfied","1992","(Married) couple without C. ","Male","46","0.0351156033364953","0.0261603775499272","0.0440708291230635"
"0 Completely dissatisfied","1992","(Married) couple without C. ","Female","49","0.034278624810702","0.0254969898422379","0.043060259779166"
"0 Completely dissatisfied","1992","Single parent ","Male","2","","",""
"0 Completely dissatisfied","1992","Single parent ","Female","11","","",""
"0 Completely dissatisfied","1992","Couple + C. LE 16 ","Male","13","","",""
"0 Completely dissatisfied","1992","Couple + C. LE 16 ","Female","8","","",""
"0 Completely dissatisfied","1992","Couple + C. GT 16 ","Male","14","","",""
"0 Completely dissatisfied","1992","Couple + C. GT 16 ","Female","20","","",""
"0 Completely dissatisfied","1992","Couple + C. LE and GT 16","Male","6","","",""
"0 Completely dissatisfied","1992","Couple + C. LE and GT 16","Female","8","","",""
"1 on Scale 1 to 10","1992","1-pers.-HH","Male","3","","",""
"1 on Scale 1 to 10","1992","1-pers.-HH","Female","26","","",""
"1 on Scale 1 to 10","1992","(Married) couple without C. ","Male","27","","",""
"1 on Scale 1 to 10","1992","(Married) couple without C. ","Female","20","","",""
"1 on Scale 1 to 10","1992","Single parent ","Male","2","","",""
"1 on Scale 1 to 10","1992","Single parent ","Female","4","","",""
"1 on Scale 1 to 10","1992","Couple + C. LE 16 ","Male","13","","",""
"1 on Scale 1 to 10","1992","Couple + C. LE 16 ","Female","8","","",""
"1 on Scale 1 to 10","1992","Couple + C. GT 16 ","Male","21","","",""
"1 on Scale 1 to 10","1992","Couple + C. GT 16 ","Female","11","","",""
"1 on Scale 1 to 10","1992","Couple + C. LE and GT 16","Male","5","","",""
"1 on Scale 1 to 10","1992","Couple + C. LE and GT 16","Female","2","","",""
"2 on Scale 1 to 10","1992","1-pers.-HH","Male","9","","",""
"2 on Scale 1 to 10","1992","1-pers.-HH","Female","39","0.0476942889116354","0.033475451878138","0.0619131259451328"
"2 on Scale 1 to 10","1992","(Married) couple without C. ","Male","58","0.0402554337111005","0.0306927692541971","0.0498180981680039"
"2 on Scale 1 to 10","1992","(Married) couple without C. ","Female","62","0.0421323949547187","0.0324362616109645","0.051828528298473"
"2 on Scale 1 to 10","1992","Single parent ","Male","4","","",""
"2 on Scale 1 to 10","1992","Single parent ","Female","11","","",""
"2 on Scale 1 to 10","1992","Couple + C. LE 16 ","Male","17","","",""
"2 on Scale 1 to 10","1992","Couple + C. LE 16 ","Female","23","","",""
"2 on Scale 1 to 10","1992","Couple + C. GT 16 ","Male","41","0.0270823375330383","0.0188568166109882","0.0353078584550883"
"2 on Scale 1 to 10","1992","Couple + C. GT 16 ","Female","28","","",""
"2 on Scale 1 to 10","1992","Couple + C. LE and GT 16","Male","8","","",""
"2 on Scale 1 to 10","1992","Couple + C. LE and GT 16","Female","16","","",""
"3 on Scale 1 to 10","1992","1-pers.-HH","Male","21","","",""
"3 on Scale 1 to 10","1992","1-pers.-HH","Female","56","0.0698456370969921","0.0528401197597187","0.0868511544342656"
"3 on Scale 1 to 10","1992","(Married) couple without C. ","Male","91","0.058995947240992","0.0475330165285802","0.0704588779534037"
"3 on Scale 1 to 10","1992","(Married) couple without C. ","Female","89","0.0555368957946608","0.0444828550185461","0.0665909365707755"
"3 on Scale 1 to 10","1992","Single parent ","Male","7","","",""
"3 on Scale 1 to 10","1992","Single parent ","Female","20","","",""
"3 on Scale 1 to 10","1992","Couple + C. LE 16 ","Male","46","0.0266745137953048","0.0188498650176015","0.0344991625730082"
"3 on Scale 1 to 10","1992","Couple + C. LE 16 ","Female","51","0.0300382756532076","0.0218369090068893","0.0382396422995259"
"3 on Scale 1 to 10","1992","Couple + C. GT 16 ","Male","53","0.0366071788877012","0.0270909007287686","0.0461234570466338"
"3 on Scale 1 to 10","1992","Couple + C. GT 16 ","Female","48","0.0442111077054046","0.0327184932597285","0.0557037221510807"
"3 on Scale 1 to 10","1992","Couple + C. LE and GT 16","Male","13","","",""
"3 on Scale 1 to 10","1992","Couple + C. LE and GT 16","Female","30","0.0488928622440673","0.0309034901999506","0.066882234288184"
"4 on Scale 1 to 10","1992","1-pers.-HH","Male","22","","",""
"4 on Scale 1 to 10","1992","1-pers.-HH","Female","58","0.0695934497552408","0.0526163595853802","0.0865705399251015"
"4 on Scale 1 to 10","1992","(Married) couple without C. ","Male","86","0.0594534400997541","0.047948947337855","0.0709579328616532"
"4 on Scale 1 to 10","1992","(Married) couple without C. ","Female","114","0.0716878304271539","0.0592367366634619","0.0841389241908459"
"4 on Scale 1 to 10","1992","Single parent ","Male","6","","",""
"4 on Scale 1 to 10","1992","Single parent ","Female","33","0.0743046808211161","0.0494289256472221","0.0991804359950101"
"4 on Scale 1 to 10","1992","Couple + C. LE 16 ","Male","61","0.0388911240358207","0.029502561777291","0.0482796862943505"
"4 on Scale 1 to 10","1992","Couple + C. LE 16 ","Female","58","0.0297072176443648","0.0215497789339895","0.0378646563547402"
"4 on Scale 1 to 10","1992","Couple + C. GT 16 ","Male","68","0.0486342441448542","0.0377342281032235","0.0595342601864848"
"4 on Scale 1 to 10","1992","Couple + C. GT 16 ","Female","73","0.0592896013999979","0.046086091748075","0.0724931110519208"
"4 on Scale 1 to 10","1992","Couple + C. LE and GT 16","Male","25","","",""
"4 on Scale 1 to 10","1992","Couple + C. LE and GT 16","Female","14","","",""
"5 on Scale 1 to 10","1992","1-pers.-HH","Male","63","0.129736521268325","0.0997392966267844","0.159733745909866"
"5 on Scale 1 to 10","1992","1-pers.-HH","Female","168","0.194891399479893","0.168463279896414","0.221319519063372"
"5 on Scale 1 to 10","1992","(Married) couple without C. ","Male","279","0.178777261804813","0.160135993617847","0.197418529991778"
"5 on Scale 1 to 10","1992","(Married) couple without C. ","Female","272","0.162892288156269","0.145069374769163","0.180715201543376"
"5 on Scale 1 to 10","1992","Single parent ","Male","25","","",""
"5 on Scale 1 to 10","1992","Single parent ","Female","62","0.156934250830402","0.122433881390023","0.191434620270781"
"5 on Scale 1 to 10","1992","Couple + C. LE 16 ","Male","160","0.102198842089569","0.0874892504204557","0.116908433758681"
"5 on Scale 1 to 10","1992","Couple + C. LE 16 ","Female","180","0.108118521201993","0.0931983072392119","0.123038735164774"
"5 on Scale 1 to 10","1992","Couple + C. GT 16 ","Male","169","0.104374506606244","0.0888812492295513","0.119867763982937"
"5 on Scale 1 to 10","1992","Couple + C. GT 16 ","Female","174","0.136405128260581","0.117216562003407","0.155593694517755"
"5 on Scale 1 to 10","1992","Couple + C. LE and GT 16","Male","55","0.0778902827670892","0.0565527245766999","0.0992278409574786"
"5 on Scale 1 to 10","1992","Couple + C. LE and GT 16","Female","67","0.112990215441015","0.0865805332036024","0.139399897678428"
"6 on Scale 1 to 10","1992","1-pers.-HH","Male","31","0.0701760055826409","0.0473715731007024","0.0929804380645795"
"6 on Scale 1 to 10","1992","1-pers.-HH","Female","73","0.0866866732266159","0.0679138859608518","0.10545946049238"
"6 on Scale 1 to 10","1992","(Married) couple without C. ","Male","157","0.100658353779479","0.0860205441293456","0.115296163429612"
"6 on Scale 1 to 10","1992","(Married) couple without C. ","Female","183","0.112941500451136","0.0976644092764599","0.128218591625811"
"6 on Scale 1 to 10","1992","Single parent ","Male","16","","",""
"6 on Scale 1 to 10","1992","Single parent ","Female","41","0.118833050182086","0.0881405776661083","0.149525522698063"
"6 on Scale 1 to 10","1992","Couple + C. LE 16 ","Male","132","0.0777389028353302","0.0647361982073684","0.0907416074632919"
"6 on Scale 1 to 10","1992","Couple + C. LE 16 ","Female","118","0.0728488915214368","0.0603618899917685","0.0853358930511051"
"6 on Scale 1 to 10","1992","Couple + C. GT 16 ","Male","110","0.0717707108338087","0.0586914394223654","0.0848499822452519"
"6 on Scale 1 to 10","1992","Couple + C. GT 16 ","Female","128","0.106590353736673","0.0893376795842398","0.123843027889106"
"6 on Scale 1 to 10","1992","Couple + C. LE and GT 16","Male","50","0.0741086843130997","0.053252909170036","0.0949644594561633"
"6 on Scale 1 to 10","1992","Couple + C. LE and GT 16","Female","44","0.0830668410225848","0.0600438767918555","0.106089805253314"
"7 on Scale 1 to 10","1992","1-pers.-HH","Male","73","0.159853562458966","0.127137334420277","0.192569790497655"
"7 on Scale 1 to 10","1992","1-pers.-HH","Female","145","0.161775238886378","0.137206720842643","0.186343756930114"
"7 on Scale 1 to 10","1992","(Married) couple without C. ","Male","237","0.146154917639733","0.12896851080611","0.163341324473356"
"7 on Scale 1 to 10","1992","(Married) couple without C. ","Female","249","0.152443635010058","0.135094544768389","0.169792725251728"
"7 on Scale 1 to 10","1992","Single parent ","Male","21","","",""
"7 on Scale 1 to 10","1992","Single parent ","Female","58","0.152044919223339","0.117987907959697","0.186101930486981"
"7 on Scale 1 to 10","1992","Couple + C. LE 16 ","Male","272","0.171942365805132","0.153618830022788","0.190265901587477"
"7 on Scale 1 to 10","1992","Couple + C. LE 16 ","Female","244","0.137606215008834","0.121054489946934","0.154157940070734"
"7 on Scale 1 to 10","1992","Couple + C. GT 16 ","Male","222","0.164780834685432","0.145981786151528","0.183579883219337"
"7 on Scale 1 to 10","1992","Couple + C. GT 16 ","Female","190","0.154488587138959","0.134282599296258","0.17469457498166"
"7 on Scale 1 to 10","1992","Couple + C. LE and GT 16","Male","85","0.153464220741647","0.124767120984509","0.182161320498785"
"7 on Scale 1 to 10","1992","Couple + C. LE and GT 16","Female","86","0.160523153690275","0.129899870182721","0.191146437197828"
"8 on Scale 1 to 10","1992","1-pers.-HH","Male","131","0.271688821685622","0.231977079084946","0.311400564286298"
"8 on Scale 1 to 10","1992","1-pers.-HH","Female","134","0.147515384470003","0.123855935481066","0.171174833458941"
"8 on Scale 1 to 10","1992","(Married) couple without C. ","Male","380","0.21520983125843","0.195215970579248","0.235203691937612"
"8 on Scale 1 to 10","1992","(Married) couple without C. ","Female","357","0.213479546485791","0.193702068515269","0.233257024456312"
"8 on Scale 1 to 10","1992","Single parent ","Male","55","0.299413056526327","0.237761144848083","0.361064968204571"
"8 on Scale 1 to 10","1992","Single parent ","Female","88","0.201999960030158","0.163918705089345","0.24008121497097"
"8 on Scale 1 to 10","1992","Couple + C. LE 16 ","Male","461","0.289135836783031","0.267120171137994","0.311151502428069"
"8 on Scale 1 to 10","1992","Couple + C. LE 16 ","Female","507","0.31880844542446","0.296417575536104","0.341199315312816"
"8 on Scale 1 to 10","1992","Couple + C. GT 16 ","Male","375","0.250333802571191","0.228381705883776","0.272285899258607"
"8 on Scale 1 to 10","1992","Couple + C. GT 16 ","Female","285","0.235385620482866","0.211667332139003","0.259103908826729"
"8 on Scale 1 to 10","1992","Couple + C. LE and GT 16","Male","148","0.257366840610601","0.222559147352642","0.29217453386856"
"8 on Scale 1 to 10","1992","Couple + C. LE and GT 16","Female","132","0.248210142609532","0.212174145341781","0.284246139877282"
"9 on Scale 1 to 10","1992","1-pers.-HH","Male","57","0.112705644308097","0.084474319131383","0.14093696948481"
"9 on Scale 1 to 10","1992","1-pers.-HH","Female","69","0.0721545199083299","0.0548916780489801","0.0894173617676798"
"9 on Scale 1 to 10","1992","(Married) couple without C. ","Male","136","0.0746539492422088","0.0618669890671619","0.0874409094172557"
"9 on Scale 1 to 10","1992","(Married) couple without C. ","Female","148","0.0808181843870384","0.0676631187293933","0.0939732500446835"
"9 on Scale 1 to 10","1992","Single parent ","Male","36","0.159601644787446","0.110302266915564","0.208901022659327"
"9 on Scale 1 to 10","1992","Single parent ","Female","57","0.111593469484995","0.0817286829589263","0.141458256011063"
"9 on Scale 1 to 10","1992","Couple + C. LE 16 ","Male","255","0.155926435158068","0.138309207222171","0.173543663093966"
"9 on Scale 1 to 10","1992","Couple + C. LE 16 ","Female","274","0.15984900962287","0.142241210425094","0.177456808820646"
"9 on Scale 1 to 10","1992","Couple + C. GT 16 ","Male","221","0.137470985149799","0.120021819184556","0.154920151115042"
"9 on Scale 1 to 10","1992","Couple + C. GT 16 ","Female","175","0.144134010940753","0.124497773725556","0.16377024815595"
"9 on Scale 1 to 10","1992","Couple + C. LE and GT 16","Male","118","0.190656529628691","0.15938104454153","0.221932014715853"
"9 on Scale 1 to 10","1992","Couple + C. LE and GT 16","Female","89","0.163892145806538","0.133011329328511","0.194772962284566"
"10 Completely satisfied","1992","1-pers.-HH","Male","60","0.112118957420287","0.0839518993656903","0.140286015474883"
"10 Completely satisfied","1992","1-pers.-HH","Female","63","0.0727960261449748","0.0554626096942753","0.0901294425956743"
"10 Completely satisfied","1992","(Married) couple without C. ","Male","126","0.0697548424675055","0.0573618917915161","0.0821477931434949"
"10 Completely satisfied","1992","(Married) couple without C. ","Female","106","0.0629139334539395","0.0511946536675875","0.0746332132402915"
"10 Completely satisfied","1992","Single parent ","Male","38","0.159478913542591","0.110194896243961","0.20876293084122"
"10 Completely satisfied","1992","Single parent ","Female","42","0.0794203304814576","0.0537736779305728","0.105066983032342"
"10 Completely satisfied","1992","Couple + C. LE 16 ","Male","199","0.111924514953942","0.0966145181441953","0.127234511763689"
"10 Completely satisfied","1992","Couple + C. LE 16 ","Female","193","0.11446620657205","0.0991689819130296","0.12976343123107"
"10 Completely satisfied","1992","Couple + C. GT 16 ","Male","202","0.129518173793175","0.112503348091616","0.146532999494734"
"10 Completely satisfied","1992","Couple + C. GT 16 ","Female","97","0.0759061954314418","0.0610991369721694","0.0907132538907143"
"10 Completely satisfied","1992","Couple + C. LE and GT 16","Male","93","0.142912543605934","0.115047513087947","0.170777574123921"
"10 Completely satisfied","1992","Couple + C. LE and GT 16","Female","64","0.116527954536802","0.0897615510823045","0.143294357991299"
"0 Completely dissatisfied","1993","1-pers.-HH","Male","12","","",""
"0 Completely dissatisfied","1993","1-pers.-HH","Female","31","0.045352937353901","0.0316826633977535","0.0590232113100486"
"0 Completely dissatisfied","1993","(Married) couple without C. ","Male","34","0.0298377292922901","0.0216506315883293","0.0380248269962508"
"0 Completely dissatisfied","1993","(Married) couple without C. ","Female","26","","",""
"0 Completely dissatisfied","1993","Single parent ","Male","4","","",""
"0 Completely dissatisfied","1993","Single parent ","Female","8","","",""
"0 Completely dissatisfied","1993","Couple + C. LE 16 ","Male","13","","",""
"0 Completely dissatisfied","1993","Couple + C. LE 16 ","Female","13","","",""
"0 Completely dissatisfied","1993","Couple + C. GT 16 ","Male","22","","",""
"0 Completely dissatisfied","1993","Couple + C. GT 16 ","Female","24","","",""
"0 Completely dissatisfied","1993","Couple + C. LE and GT 16","Male","4","","",""
"0 Completely dissatisfied","1993","Couple + C. LE and GT 16","Female","7","","",""
"1 on Scale 1 to 10","1993","1-pers.-HH","Male","5","","",""
"1 on Scale 1 to 10","1993","1-pers.-HH","Female","24","","",""
"1 on Scale 1 to 10","1993","(Married) couple without C. ","Male","25","","",""
"1 on Scale 1 to 10","1993","(Married) couple without C. ","Female","25","","",""
"1 on Scale 1 to 10","1993","Single parent ","Male","","","",""
"1 on Scale 1 to 10","1993","Single parent ","Female","7","","",""
"1 on Scale 1 to 10","1993","Couple + C. LE 16 ","Male","8","","",""
"1 on Scale 1 to 10","1993","Couple + C. LE 16 ","Female","8","","",""
"1 on Scale 1 to 10","1993","Couple + C. GT 16 ","Male","17","","",""
"1 on Scale 1 to 10","1993","Couple + C. GT 16 ","Female","9","","",""
"1 on Scale 1 to 10","1993","Couple + C. LE and GT 16","Male","4","","",""
"1 on Scale 1 to 10","1993","Couple + C. LE and GT 16","Female","8","","",""
"2 on Scale 1 to 10","1993","1-pers.-HH","Male","12","","",""
"2 on Scale 1 to 10","1993","1-pers.-HH","Female","49","0.0580932900122644","0.0427251956173085","0.0734613844072203"
"2 on Scale 1 to 10","1993","(Married) couple without C. ","Male","70","0.0427400051746936","0.0330067717694336","0.0524732385799537"
"2 on Scale 1 to 10","1993","(Married) couple without C. ","Female","71","0.0396847428599226","0.0303218823078754","0.0490476034119698"
"2 on Scale 1 to 10","1993","Single parent ","Male","7","","",""
"2 on Scale 1 to 10","1993","Single parent ","Female","6","","",""
"2 on Scale 1 to 10","1993","Couple + C. LE 16 ","Male","32","0.0218756881078404","0.01459117933957","0.0291601968761108"
"2 on Scale 1 to 10","1993","Couple + C. LE 16 ","Female","22","","",""
"2 on Scale 1 to 10","1993","Couple + C. GT 16 ","Male","30","0.0158418231822079","0.00937469281972189","0.0223089535446939"
"2 on Scale 1 to 10","1993","Couple + C. GT 16 ","Female","28","","",""
"2 on Scale 1 to 10","1993","Couple + C. LE and GT 16","Male","11","","",""
"2 on Scale 1 to 10","1993","Couple + C. LE and GT 16","Female","13","","",""
"3 on Scale 1 to 10","1993","1-pers.-HH","Male","24","","",""
"3 on Scale 1 to 10","1993","1-pers.-HH","Female","60","0.0761683359414524","0.0587407696559091","0.0935959022269957"
"3 on Scale 1 to 10","1993","(Married) couple without C. ","Male","99","0.0598723254058697","0.0484558674991098","0.0712887833126296"
"3 on Scale 1 to 10","1993","(Married) couple without C. ","Female","95","0.0639625613822144","0.0522271210787952","0.0756980016856336"
"3 on Scale 1 to 10","1993","Single parent ","Male","8","","",""
"3 on Scale 1 to 10","1993","Single parent ","Female","23","","",""
"3 on Scale 1 to 10","1993","Couple + C. LE 16 ","Male","50","0.0282591437831338","0.0200068037776907","0.036511483788577"
