"m11125","year","age_gr","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"3 on Scale 1 to 10","1985","16-34 y.","general elemantary","23","","","","3"
"3 on Scale 1 to 10","1985","16-34 y.","middle vocational","25","","","","3"
"3 on Scale 1 to 10","1985","16-34 y.","vocational + Abi","7","","","","3"
"3 on Scale 1 to 10","1985","16-34 y.","higher vocational","4","","","","3"
"3 on Scale 1 to 10","1985","16-34 y.","higher education","6","","","","3"
"3 on Scale 1 to 10","1985","35-65 y.","in school","","","","","3"
"3 on Scale 1 to 10","1985","35-65 y.","inadequately","39","0.0713143046776888","0.0505486900839383","0.0920799192714394","3"
"3 on Scale 1 to 10","1985","35-65 y.","general elemantary","71","0.0492916799306293","0.038333012891879","0.0602503469693796","3"
"3 on Scale 1 to 10","1985","35-65 y.","middle vocational","117","0.0392959483127791","0.0319846939717183","0.0466072026538399","3"
"3 on Scale 1 to 10","1985","35-65 y.","vocational + Abi","4","","","","3"
"3 on Scale 1 to 10","1985","35-65 y.","higher vocational","13","","","","3"
"3 on Scale 1 to 10","1985","35-65 y.","higher education","10","","","","3"
"3 on Scale 1 to 10","1985","66 and older","in school","","","","","3"
"3 on Scale 1 to 10","1985","66 and older","inadequately","1","","","","3"
"3 on Scale 1 to 10","1985","66 and older","middle vocational","47","0.0902047391812741","0.0655347065561329","0.114874771806415","3"
"3 on Scale 1 to 10","1985","66 and older","vocational + Abi","","","","","3"
"3 on Scale 1 to 10","1985","66 and older","higher vocational","7","","","","3"
"3 on Scale 1 to 10","1985","66 and older","higher education","5","","","","3"
"3 on Scale 1 to 10","1985","66 and older","general elemantary","35","0.0876401250361045","0.0607247927706786","0.11455545730153","3"
"4 on Scale 1 to 10","1985","66 and older","higher education","1","","","","4"
"4 on Scale 1 to 10","1985","66 and older","vocational + Abi","1","","","","4"
"4 on Scale 1 to 10","1985","66 and older","middle vocational","38","0.0710156558883831","0.0488967082823345","0.0931346034944317","4"
"4 on Scale 1 to 10","1985","66 and older","higher vocational","8","","","","4"
"4 on Scale 1 to 10","1985","16-34 y.","general elemantary","32","0.0269673867982331","0.0175682407182886","0.0363665328781776","4"
"4 on Scale 1 to 10","1985","16-34 y.","middle vocational","58","0.0307363391146932","0.0230656333704659","0.0384070448589204","4"
"4 on Scale 1 to 10","1985","35-65 y.","vocational + Abi","3","","","","4"
"4 on Scale 1 to 10","1985","35-65 y.","higher vocational","16","","","","4"
"4 on Scale 1 to 10","1985","16-34 y.","in school","5","","","","4"
"4 on Scale 1 to 10","1985","66 and older","general elemantary","40","0.0946461725896183","0.0667833017490542","0.122509043430182","4"
"4 on Scale 1 to 10","1985","16-34 y.","inadequately","6","","","","4"
"4 on Scale 1 to 10","1985","16-34 y.","vocational + Abi","6","","","","4"
"4 on Scale 1 to 10","1985","16-34 y.","higher vocational","8","","","","4"
"4 on Scale 1 to 10","1985","16-34 y.","higher education","5","","","","4"
"4 on Scale 1 to 10","1985","35-65 y.","in school","","","","","4"
"4 on Scale 1 to 10","1985","35-65 y.","inadequately","42","0.0800042354626623","0.0581129386767087","0.101895532248616","4"
"4 on Scale 1 to 10","1985","35-65 y.","general elemantary","82","0.0568936611745205","0.0451674004129242","0.0686199219361168","4"
"4 on Scale 1 to 10","1985","35-65 y.","middle vocational","151","0.0617268092437435","0.0526710522084251","0.0707825662790619","4"
"4 on Scale 1 to 10","1985","35-65 y.","higher education","11","","","","4"
"4 on Scale 1 to 10","1985","66 and older","in school","","","","","4"
"4 on Scale 1 to 10","1985","66 and older","inadequately","1","","","","4"
"5 on Scale 1 to 10","1985","66 and older","middle vocational","84","0.160559513267969","0.128944294711224","0.192174731824715","5"
"5 on Scale 1 to 10","1985","66 and older","vocational + Abi","6","","","","5"
"5 on Scale 1 to 10","1985","16-34 y.","in school","12","","","","5"
"5 on Scale 1 to 10","1985","16-34 y.","inadequately","41","0.18424565573445","0.134992060343272","0.233499251125628","5"
"5 on Scale 1 to 10","1985","16-34 y.","general elemantary","102","0.0909283850832128","0.0742461569292933","0.107610613237132","5"
"5 on Scale 1 to 10","1985","16-34 y.","middle vocational","176","0.0917900648360763","0.0789585109907686","0.104621618681384","5"
"5 on Scale 1 to 10","1985","16-34 y.","vocational + Abi","13","","","","5"
"5 on Scale 1 to 10","1985","16-34 y.","higher vocational","19","","","","5"
"5 on Scale 1 to 10","1985","16-34 y.","higher education","17","","","","5"
"5 on Scale 1 to 10","1985","35-65 y.","in school","","","","","5"
"5 on Scale 1 to 10","1985","35-65 y.","inadequately","83","0.157616722107061","0.128214639091894","0.187018805122228","5"
"5 on Scale 1 to 10","1985","35-65 y.","general elemantary","332","0.228786189433425","0.207521963592834","0.250050415274016","5"
"5 on Scale 1 to 10","1985","35-65 y.","middle vocational","506","0.194784798380327","0.179882381545039","0.209687215215615","5"
"5 on Scale 1 to 10","1985","35-65 y.","vocational + Abi","17","","","","5"
"5 on Scale 1 to 10","1985","35-65 y.","higher vocational","55","0.1659908027134","0.126615086752831","0.205366518673969","5"
"5 on Scale 1 to 10","1985","35-65 y.","higher education","56","0.124623485306418","0.0945055986135044","0.154741371999332","5"
"5 on Scale 1 to 10","1985","66 and older","in school","","","","","5"
"5 on Scale 1 to 10","1985","66 and older","inadequately","4","","","","5"
"5 on Scale 1 to 10","1985","66 and older","general elemantary","94","0.225689319076666","0.185898920372427","0.265479717780906","5"
"5 on Scale 1 to 10","1985","66 and older","higher vocational","19","","","","5"
"5 on Scale 1 to 10","1985","66 and older","higher education","7","","","","5"
"6 on Scale 1 to 10","1985","16-34 y.","in school","3","","","","6"
"6 on Scale 1 to 10","1985","16-34 y.","inadequately","12","","","","6"
"6 on Scale 1 to 10","1985","16-34 y.","vocational + Abi","7","","","","6"
"6 on Scale 1 to 10","1985","16-34 y.","higher vocational","14","","","","6"
"6 on Scale 1 to 10","1985","16-34 y.","higher education","17","","","","6"
"6 on Scale 1 to 10","1985","35-65 y.","in school","","","","","6"
"6 on Scale 1 to 10","1985","35-65 y.","inadequately","51","0.0804757600278079","0.0585256743461641","0.102425845709452","6"
"6 on Scale 1 to 10","1985","35-65 y.","general elemantary","135","0.101415733793901","0.0861337636005113","0.11669770398729","6"
"6 on Scale 1 to 10","1985","35-65 y.","higher vocational","34","0.103122778016104","0.0709384215192442","0.135307134512963","6"
"6 on Scale 1 to 10","1985","35-65 y.","higher education","31","0.0741198332242534","0.0502322776434339","0.0980073888050729","6"
"6 on Scale 1 to 10","1985","66 and older","in school","","","","","6"
"6 on Scale 1 to 10","1985","66 and older","middle vocational","57","0.108798283023146","0.081983009005031","0.135613557041261","6"
"6 on Scale 1 to 10","1985","66 and older","vocational + Abi","2","","","","6"
"6 on Scale 1 to 10","1985","66 and older","higher vocational","9","","","","6"
"6 on Scale 1 to 10","1985","66 and older","higher education","7","","","","6"
"6 on Scale 1 to 10","1985","16-34 y.","general elemantary","54","0.0520323739089211","0.0391457592552873","0.0649189885625548","6"
"6 on Scale 1 to 10","1985","16-34 y.","middle vocational","109","0.0574659584958266","0.0471230629692293","0.0678088540224238","6"
"6 on Scale 1 to 10","1985","35-65 y.","middle vocational","258","0.0927405747687922","0.0818255725070599","0.103655577030524","6"
"6 on Scale 1 to 10","1985","35-65 y.","vocational + Abi","14","","","","6"
"6 on Scale 1 to 10","1985","66 and older","inadequately","1","","","","6"
"6 on Scale 1 to 10","1985","66 and older","general elemantary","47","0.103771260187038","0.0747435257403321","0.132798994633743","6"
"7 on Scale 1 to 10","1985","66 and older","higher education","10","","","","7"
"7 on Scale 1 to 10","1985","66 and older","middle vocational","70","0.139592374849612","0.109747745861264","0.16943700383796","7"
"7 on Scale 1 to 10","1985","66 and older","vocational + Abi","","","","","7"
"7 on Scale 1 to 10","1985","66 and older","higher vocational","7","","","","7"
"7 on Scale 1 to 10","1985","16-34 y.","general elemantary","132","0.126621761832832","0.107326057844784","0.14591746582088","7"
"7 on Scale 1 to 10","1985","35-65 y.","vocational + Abi","14","","","","7"
"7 on Scale 1 to 10","1985","66 and older","general elemantary","43","0.104583611949655","0.0754556901194216","0.133711533779889","7"
"7 on Scale 1 to 10","1985","16-34 y.","higher vocational","26","","","","7"
"7 on Scale 1 to 10","1985","35-65 y.","in school","","","","","7"
"7 on Scale 1 to 10","1985","16-34 y.","in school","24","","","","7"
"7 on Scale 1 to 10","1985","16-34 y.","inadequately","27","","","","7"
"7 on Scale 1 to 10","1985","16-34 y.","middle vocational","257","0.137534930243493","0.122228794822438","0.152841065664548","7"
"7 on Scale 1 to 10","1985","16-34 y.","vocational + Abi","24","","","","7"
"7 on Scale 1 to 10","1985","16-34 y.","higher education","31","0.144281418963326","0.0998271826584926","0.188735655268159","7"
"7 on Scale 1 to 10","1985","35-65 y.","inadequately","83","0.112565314576196","0.0870622377341209","0.138068391418271","7"
"7 on Scale 1 to 10","1985","35-65 y.","general elemantary","200","0.134446369456539","0.117177305204506","0.151715433708573","7"
"7 on Scale 1 to 10","1985","35-65 y.","middle vocational","389","0.144117604418088","0.130901947425442","0.157333261410735","7"
"7 on Scale 1 to 10","1985","35-65 y.","higher vocational","48","0.13697752907004","0.100591325346925","0.173363732793155","7"
"7 on Scale 1 to 10","1985","35-65 y.","higher education","72","0.161593383166356","0.128029960767153","0.19515680556556","7"
"7 on Scale 1 to 10","1985","66 and older","in school","","","","","7"
"7 on Scale 1 to 10","1985","66 and older","inadequately","2","","","","7"
"8 on Scale 1 to 10","1985","35-65 y.","higher education","131","0.270452526251581","0.229948387375183","0.310956665127979","8"
"8 on Scale 1 to 10","1985","66 and older","middle vocational","66","0.1251744889733","0.0966773116861041","0.153671666260496","8"
"8 on Scale 1 to 10","1985","66 and older","general elemantary","51","0.122599798684347","0.0913815233872097","0.153818073981484","8"
"8 on Scale 1 to 10","1985","16-34 y.","middle vocational","480","0.242858325205427","0.223801376643112","0.261915273767743","8"
"8 on Scale 1 to 10","1985","16-34 y.","general elemantary","242","0.20873723516651","0.185156051722933","0.232318418610087","8"
"8 on Scale 1 to 10","1985","66 and older","inadequately","","","","","8"
"8 on Scale 1 to 10","1985","16-34 y.","vocational + Abi","32","0.243669114523181","0.1740340754739","0.313304153572462","8"
"8 on Scale 1 to 10","1985","35-65 y.","middle vocational","536","0.192293447617173","0.177463751897534","0.207123143336811","8"
"8 on Scale 1 to 10","1985","66 and older","in school","","","","","8"
"8 on Scale 1 to 10","1985","66 and older","vocational + Abi","4","","","","8"
"8 on Scale 1 to 10","1985","66 and older","higher vocational","10","","","","8"
"8 on Scale 1 to 10","1985","66 and older","higher education","7","","","","8"
"8 on Scale 1 to 10","1985","35-65 y.","general elemantary","258","0.161855578746822","0.143210228732634","0.18050092876101","8"
"8 on Scale 1 to 10","1985","35-65 y.","higher vocational","80","0.235078060883356","0.19020190587343","0.279954215893281","8"
"8 on Scale 1 to 10","1985","16-34 y.","in school","43","0.234384098648804","0.173505988290735","0.295262209006872","8"
"8 on Scale 1 to 10","1985","16-34 y.","inadequately","52","0.184081871039166","0.134845230395066","0.233318511683266","8"
"8 on Scale 1 to 10","1985","16-34 y.","higher vocational","51","0.273694246302107","0.211116003866291","0.336272488737924","8"
"8 on Scale 1 to 10","1985","16-34 y.","higher education","67","0.292968632413716","0.235388537961603","0.350548726865829","8"
"8 on Scale 1 to 10","1985","35-65 y.","vocational + Abi","22","","","","8"
"8 on Scale 1 to 10","1985","35-65 y.","in school","","","","","8"
"8 on Scale 1 to 10","1985","35-65 y.","inadequately","101","0.171099236449949","0.140711567198028","0.201486905701871","8"
"9 on Scale 1 to 10","1985","16-34 y.","higher vocational","32","0.190700206875282","0.135560927985192","0.245839485765371","9"
"9 on Scale 1 to 10","1985","16-34 y.","general elemantary","177","0.168283781790644","0.146576073068344","0.189991490512943","9"
"9 on Scale 1 to 10","1985","16-34 y.","vocational + Abi","22","","","","9"
"9 on Scale 1 to 10","1985","16-34 y.","middle vocational","330","0.170206419260599","0.153504695697023","0.186908142824176","9"
"9 on Scale 1 to 10","1985","16-34 y.","in school","37","0.222451555308909","0.162682957029265","0.282220153588553","9"
"9 on Scale 1 to 10","1985","16-34 y.","inadequately","19","","","","9"
"9 on Scale 1 to 10","1985","16-34 y.","higher education","56","0.222935426620109","0.170277886312876","0.275592966927342","9"
"9 on Scale 1 to 10","1985","35-65 y.","in school","","","","","9"
"9 on Scale 1 to 10","1985","35-65 y.","inadequately","46","0.0732478019890091","0.0522244870615622","0.0942711169164561","9"
"9 on Scale 1 to 10","1985","35-65 y.","general elemantary","119","0.0776364818961801","0.0640898522814428","0.0911831115109174","9"
"9 on Scale 1 to 10","1985","35-65 y.","middle vocational","226","0.0786219842522151","0.0684942075569279","0.0887497609475023","9"
"9 on Scale 1 to 10","1985","35-65 y.","vocational + Abi","11","","","","9"
"9 on Scale 1 to 10","1985","35-65 y.","higher vocational","29","","","","9"
"9 on Scale 1 to 10","1985","35-65 y.","higher education","73","0.14320311913972","0.111262577214124","0.175143661065316","9"
"9 on Scale 1 to 10","1985","66 and older","middle vocational","25","","","","9"
"9 on Scale 1 to 10","1985","66 and older","vocational + Abi","","","","","9"
"9 on Scale 1 to 10","1985","66 and older","higher vocational","4","","","","9"
"9 on Scale 1 to 10","1985","66 and older","higher education","6","","","","9"
"9 on Scale 1 to 10","1985","66 and older","inadequately","2","","","","9"
"9 on Scale 1 to 10","1985","66 and older","general elemantary","18","","","","9"
"9 on Scale 1 to 10","1985","66 and older","in school","","","","","9"
"0 Completely dissatisfied","1986","16-34 y.","general elemantary","6","","","","0"
"0 Completely dissatisfied","1986","16-34 y.","middle vocational","7","","","","0"
"0 Completely dissatisfied","1986","16-34 y.","vocational + Abi","1","","","","0"
