"m11125","year","migback","regtyp","n","percent","lower_confidence","upper_confidence","value"
"10 Completely satisfied","1989","direct migration background","Rural Area","58","0.141919357844337","0.103382377175959","0.180456338512716","10"
"10 Completely satisfied","1989","indirect migration background","Urban Area","57","0.227163234392787","0.17265676255684","0.281669706228735","10"
"10 Completely satisfied","1989","indirect migration background","Rural Area","9","","","","10"
"2 on Scale 1 to 10","1989","direct migration background","Rural Area","6","","","","2"
"2 on Scale 1 to 10","1989","indirect migration background","Urban Area","3","","","","2"
"2 on Scale 1 to 10","1989","no migration background","Urban Area","170","0.0357017529341835","0.0306870297537341","0.0407164761146328","2"
"2 on Scale 1 to 10","1989","no migration background","Rural Area","42","0.0284924117987934","0.0202626745509163","0.0367221490466705","2"
"2 on Scale 1 to 10","1989","direct migration background","Urban Area","63","0.0251065971513628","0.0186834418708644","0.0315297524318611","2"
"2 on Scale 1 to 10","1989","indirect migration background","Rural Area","1","","","","2"
"3 on Scale 1 to 10","1989","no migration background","Urban Area","254","0.0517002324509603","0.0457159018821863","0.0576845630197343","3"
"3 on Scale 1 to 10","1989","no migration background","Rural Area","82","0.0580976233117116","0.0465263701769439","0.0696688764464793","3"
"3 on Scale 1 to 10","1989","direct migration background","Urban Area","105","0.0444570744994214","0.0359951047307366","0.0529190442681063","3"
"3 on Scale 1 to 10","1989","direct migration background","Rural Area","22","","","","3"
"3 on Scale 1 to 10","1989","indirect migration background","Urban Area","8","","","","3"
"3 on Scale 1 to 10","1989","indirect migration background","Rural Area","1","","","","3"
"4 on Scale 1 to 10","1989","direct migration background","Rural Area","16","","","","4"
"4 on Scale 1 to 10","1989","no migration background","Urban Area","249","0.0504402084046721","0.0445253262007707","0.0563550906085736","4"
"4 on Scale 1 to 10","1989","no migration background","Rural Area","85","0.0592009470734265","0.0475271798864347","0.0708747142604184","4"
"4 on Scale 1 to 10","1989","direct migration background","Urban Area","136","0.0710160563538869","0.0604707716821925","0.0815613410255812","4"
"4 on Scale 1 to 10","1989","indirect migration background","Urban Area","4","","","","4"
"4 on Scale 1 to 10","1989","indirect migration background","Rural Area","","","","","4"
"5 on Scale 1 to 10","1989","no migration background","Rural Area","244","0.166205956560485","0.147791837323495","0.184620075797474","5"
"5 on Scale 1 to 10","1989","no migration background","Urban Area","789","0.156748675142518","0.146922670587652","0.166574679697384","5"
"5 on Scale 1 to 10","1989","direct migration background","Urban Area","318","0.151072740381004","0.136369799138733","0.165775681623274","5"
"5 on Scale 1 to 10","1989","direct migration background","Rural Area","34","0.151050503680443","0.111505207690384","0.190595799670503","5"
"5 on Scale 1 to 10","1989","indirect migration background","Urban Area","13","","","","5"
"5 on Scale 1 to 10","1989","indirect migration background","Rural Area","3","","","","5"
"6 on Scale 1 to 10","1989","direct migration background","Rural Area","25","","","","6"
"6 on Scale 1 to 10","1989","indirect migration background","Urban Area","8","","","","6"
"6 on Scale 1 to 10","1989","no migration background","Urban Area","494","0.0975272812742592","0.0895090864278959","0.105545476120623","6"
"6 on Scale 1 to 10","1989","no migration background","Rural Area","138","0.0911033734329726","0.0768695117958649","0.10533723507008","6"
"6 on Scale 1 to 10","1989","direct migration background","Urban Area","223","0.10833553364636","0.0955751973032929","0.121095869989426","6"
"6 on Scale 1 to 10","1989","indirect migration background","Rural Area","4","","","","6"
"7 on Scale 1 to 10","1989","no migration background","Urban Area","727","0.136637138759431","0.127354369259348","0.145919908259514","7"
"7 on Scale 1 to 10","1989","no migration background","Rural Area","223","0.140843312261107","0.123636414933241","0.158050209588973","7"
"7 on Scale 1 to 10","1989","direct migration background","Urban Area","303","0.137818403713298","0.123666042314728","0.151970765111869","7"
"7 on Scale 1 to 10","1989","direct migration background","Rural Area","54","0.179711724154684","0.137311878885686","0.222111569423682","7"
"7 on Scale 1 to 10","1989","indirect migration background","Urban Area","29","","","","7"
"7 on Scale 1 to 10","1989","indirect migration background","Rural Area","4","","","","7"
"8 on Scale 1 to 10","1989","no migration background","Rural Area","337","0.207170081414766","0.187122970258755","0.227217192570778","8"
"8 on Scale 1 to 10","1989","direct migration background","Urban Area","506","0.210280441443801","0.193549829909583","0.22701105297802","8"
"8 on Scale 1 to 10","1989","no migration background","Urban Area","1223","0.22387841923275","0.212612477486158","0.235144360979342","8"
"8 on Scale 1 to 10","1989","direct migration background","Rural Area","50","0.169034508734347","0.127646741657562","0.210422275811132","8"
"8 on Scale 1 to 10","1989","indirect migration background","Urban Area","49","0.143780757013953","0.0981373517968201","0.189424162231086","8"
"8 on Scale 1 to 10","1989","indirect migration background","Rural Area","6","","","","8"
"9 on Scale 1 to 10","1989","direct migration background","Urban Area","247","0.0946180647288273","0.0826015403638407","0.106634589093814","9"
"9 on Scale 1 to 10","1989","no migration background","Urban Area","605","0.104477475862407","0.0962105108751437","0.11274444084967","9"
"9 on Scale 1 to 10","1989","no migration background","Rural Area","173","0.100550091683405","0.085674371820221","0.115425811546589","9"
"9 on Scale 1 to 10","1989","direct migration background","Rural Area","36","0.0777993472262765","0.0482196650521346","0.107379029400418","9"
"9 on Scale 1 to 10","1989","indirect migration background","Urban Area","53","0.201366905623028","0.149199064802326","0.25353474644373","9"
"9 on Scale 1 to 10","1989","indirect migration background","Rural Area","4","","","","9"
"0 Completely dissatisfied","1990","no migration background","Rural Area","148","0.0330778974497952","0.0277219199251336","0.0384338749744567","0"
"0 Completely dissatisfied","1990","no migration background","Urban Area","146","0.0251782538449883","0.021394589206996","0.0289619184829806","0"
"0 Completely dissatisfied","1990","direct migration background","Urban Area","37","0.0157109336387679","0.010602070250685","0.0208197970268508","0"
"0 Completely dissatisfied","1990","direct migration background","Rural Area","11","","","","0"
"0 Completely dissatisfied","1990","indirect migration background","Urban Area","1","","","","0"
"0 Completely dissatisfied","1990","indirect migration background","Rural Area","","","","","0"
"1 on Scale 1 to 10","1990","direct migration background","Urban Area","29","","","","1"
"1 on Scale 1 to 10","1990","no migration background","Urban Area","79","0.0143430866121144","0.0114715032755949","0.0172146699486338","1"
"1 on Scale 1 to 10","1990","no migration background","Rural Area","55","0.0180725966304503","0.0140830456253041","0.0220621476355966","1"
"1 on Scale 1 to 10","1990","direct migration background","Rural Area","3","","","","1"
"1 on Scale 1 to 10","1990","indirect migration background","Urban Area","1","","","","1"
"1 on Scale 1 to 10","1990","indirect migration background","Rural Area","","","","","1"
"10 Completely satisfied","1990","no migration background","Rural Area","668","0.129043176165098","0.11900303338686","0.139083318943336","10"
"10 Completely satisfied","1990","no migration background","Urban Area","725","0.0964019653120588","0.089273963350151","0.103529967273967","10"
"10 Completely satisfied","1990","direct migration background","Urban Area","289","0.103864181826538","0.0913304100512104","0.116397953601865","10"
"10 Completely satisfied","1990","direct migration background","Rural Area","70","0.132734998701334","0.0998532374022556","0.165616760000413","10"
"10 Completely satisfied","1990","indirect migration background","Urban Area","65","0.185497729233354","0.138067667868723","0.232927790597985","10"
"10 Completely satisfied","1990","indirect migration background","Rural Area","16","","","","10"
"2 on Scale 1 to 10","1990","no migration background","Urban Area","165","0.0280681399202523","0.0240791590504084","0.0320571207900962","2"
"2 on Scale 1 to 10","1990","no migration background","Rural Area","100","0.0247103168222681","0.0200610975888409","0.0293595360556953","2"
"2 on Scale 1 to 10","1990","direct migration background","Urban Area","69","0.0275049605899915","0.0207858595332302","0.0342240616467528","2"
"2 on Scale 1 to 10","1990","direct migration background","Rural Area","17","","","","2"
"2 on Scale 1 to 10","1990","indirect migration background","Urban Area","4","","","","2"
"2 on Scale 1 to 10","1990","indirect migration background","Rural Area","","","","","2"
"3 on Scale 1 to 10","1990","no migration background","Urban Area","281","0.0483983682406331","0.0432153805589899","0.0535813559222762","3"
"3 on Scale 1 to 10","1990","no migration background","Rural Area","182","0.0472925675040775","0.0409355958235786","0.0536495391845764","3"
"3 on Scale 1 to 10","1990","direct migration background","Urban Area","110","0.0508223023293525","0.0417990543592698","0.0598455502994351","3"
"3 on Scale 1 to 10","1990","direct migration background","Rural Area","16","","","","3"
"3 on Scale 1 to 10","1990","indirect migration background","Urban Area","3","","","","3"
"3 on Scale 1 to 10","1990","indirect migration background","Rural Area","","","","","3"
"4 on Scale 1 to 10","1990","no migration background","Urban Area","347","0.0556270628832348","0.0500916240111982","0.0611625017552715","4"
"4 on Scale 1 to 10","1990","no migration background","Rural Area","184","0.0483424952352062","0.0419188888109936","0.0547661016594187","4"
"4 on Scale 1 to 10","1990","direct migration background","Urban Area","115","0.0489072678076894","0.0400467297654514","0.0577678058499273","4"
"4 on Scale 1 to 10","1990","direct migration background","Rural Area","32","0.0891257074311024","0.0615124809684044","0.1167389338938","4"
"4 on Scale 1 to 10","1990","indirect migration background","Urban Area","5","","","","4"
"4 on Scale 1 to 10","1990","indirect migration background","Rural Area","","","","","4"
"5 on Scale 1 to 10","1990","no migration background","Urban Area","1016","0.157947727123755","0.149140008247221","0.166755446000288","5"
"5 on Scale 1 to 10","1990","no migration background","Rural Area","679","0.163660293747831","0.152580362260091","0.174740225235571","5"
"5 on Scale 1 to 10","1990","direct migration background","Urban Area","322","0.173106244988793","0.157562946539205","0.188649543438382","5"
"5 on Scale 1 to 10","1990","direct migration background","Rural Area","54","0.14701696467629","0.112697511466382","0.181336417886199","5"
"5 on Scale 1 to 10","1990","indirect migration background","Urban Area","18","","","","5"
"5 on Scale 1 to 10","1990","indirect migration background","Rural Area","4","","","","5"
"6 on Scale 1 to 10","1990","direct migration background","Rural Area","37","0.106934584837052","0.0769852510252844","0.136883918648819","6"
