"m11125","year","migback","regtyp","n","percent","lower_confidence","upper_confidence","value"
"4 on Scale 1 to 10","1993","direct migration background","Urban Area","129","0.0663550894407369","0.0556892451927201","0.0770209336887537","4"
"5 on Scale 1 to 10","1993","no migration background","Urban Area","881","0.147471880765917","0.138691840268789","0.156251921263044","5"
"5 on Scale 1 to 10","1993","no migration background","Rural Area","633","0.165671837384468","0.154025885166389","0.177317789602547","5"
"5 on Scale 1 to 10","1993","direct migration background","Urban Area","303","0.147652553939185","0.132450717179366","0.162854390699004","5"
"5 on Scale 1 to 10","1993","direct migration background","Rural Area","61","0.174370664559409","0.137140846633996","0.211600482484822","5"
"5 on Scale 1 to 10","1993","indirect migration background","Urban Area","31","0.0634733083123638","0.0396396498424671","0.0873069667822606","5"
"5 on Scale 1 to 10","1993","indirect migration background","Rural Area","7","","","","5"
"6 on Scale 1 to 10","1993","indirect migration background","Urban Area","23","","","","6"
"6 on Scale 1 to 10","1993","no migration background","Urban Area","683","0.105733995582429","0.0981197262251918","0.113348264939666","6"
"6 on Scale 1 to 10","1993","no migration background","Rural Area","390","0.10744888245704","0.0977482576344336","0.117149507279647","6"
"6 on Scale 1 to 10","1993","direct migration background","Urban Area","235","0.111762269112321","0.0982608485681797","0.125263689656461","6"
"6 on Scale 1 to 10","1993","direct migration background","Rural Area","44","0.126163193126691","0.0935837883039869","0.158742597949395","6"
"6 on Scale 1 to 10","1993","indirect migration background","Rural Area","4","","","","6"
"7 on Scale 1 to 10","1993","no migration background","Urban Area","1013","0.159793507551455","0.15072031484859","0.168866700254319","7"
"7 on Scale 1 to 10","1993","no migration background","Rural Area","617","0.151961137435287","0.14071621787579","0.163206056994785","7"
"7 on Scale 1 to 10","1993","indirect migration background","Urban Area","51","0.134433096807516","0.101087500587759","0.167778693027273","7"
"7 on Scale 1 to 10","1993","direct migration background","Rural Area","47","0.134411223284568","0.100942802669289","0.167879643899846","7"
"7 on Scale 1 to 10","1993","direct migration background","Urban Area","293","0.138800511415323","0.123985067605306","0.153615955225341","7"
"7 on Scale 1 to 10","1993","indirect migration background","Rural Area","6","","","","7"
"8 on Scale 1 to 10","1993","no migration background","Urban Area","1462","0.227583444351188","0.217201381034317","0.237965507668058","8"
"8 on Scale 1 to 10","1993","no migration background","Rural Area","941","0.22744874382515","0.214318051334831","0.240579436315468","8"
"8 on Scale 1 to 10","1993","direct migration background","Urban Area","405","0.199169510597706","0.182055611042523","0.216283410152888","8"
"8 on Scale 1 to 10","1993","direct migration background","Rural Area","81","0.190264116273439","0.151750723379682","0.228777509167195","8"
"8 on Scale 1 to 10","1993","indirect migration background","Urban Area","95","0.240658611776073","0.19887035024868","0.282446873303466","8"
"8 on Scale 1 to 10","1993","indirect migration background","Rural Area","11","","","","8"
"9 on Scale 1 to 10","1993","no migration background","Urban Area","691","0.0978726584428373","0.0905147874567223","0.105230529428952","9"
"9 on Scale 1 to 10","1993","no migration background","Rural Area","391","0.0927452739336497","0.0836588557264476","0.101831692140852","9"
"9 on Scale 1 to 10","1993","direct migration background","Rural Area","38","0.0805296048771202","0.0538297867828749","0.107229422971365","9"
"9 on Scale 1 to 10","1993","direct migration background","Urban Area","247","0.104282209492444","0.0911856275935763","0.117378791391312","9"
"9 on Scale 1 to 10","1993","indirect migration background","Urban Area","81","0.173255023758221","0.13625825756655","0.210251789949893","9"
"9 on Scale 1 to 10","1993","indirect migration background","Rural Area","15","","","","9"
"0 Completely dissatisfied","1994","direct migration background","Rural Area","9","","","","0"
"0 Completely dissatisfied","1994","no migration background","Urban Area","105","0.0218078761687226","0.0181702646361525","0.0254454877012926","0"
"0 Completely dissatisfied","1994","no migration background","Rural Area","65","0.0197665016370579","0.0153747236447136","0.0241582796294022","0"
"0 Completely dissatisfied","1994","direct migration background","Urban Area","41","0.0271534691555707","0.0200125127499897","0.0342944255611517","0"
"0 Completely dissatisfied","1994","indirect migration background","Urban Area","5","","","","0"
"0 Completely dissatisfied","1994","indirect migration background","Rural Area","","","","","0"
"1 on Scale 1 to 10","1994","no migration background","Urban Area","63","0.0141518122183247","0.01121004298973","0.0170935814469195","1"
"1 on Scale 1 to 10","1994","direct migration background","Urban Area","24","","","","1"
"1 on Scale 1 to 10","1994","direct migration background","Rural Area","2","","","","1"
"1 on Scale 1 to 10","1994","no migration background","Rural Area","57","0.0202869960181296","0.0158389526799848","0.0247350393562744","1"
"1 on Scale 1 to 10","1994","indirect migration background","Urban Area","1","","","","1"
"1 on Scale 1 to 10","1994","indirect migration background","Rural Area","","","","","1"
"10 Completely satisfied","1994","no migration background","Urban Area","471","0.0684756459703689","0.0621854709903681","0.0747658209503698","10"
"10 Completely satisfied","1994","no migration background","Rural Area","298","0.0804688211567842","0.0718864409334813","0.089051201380087","10"
"10 Completely satisfied","1994","direct migration background","Rural Area","31","0.0586362397211961","0.0348572033795066","0.0824152760628856","10"
"10 Completely satisfied","1994","direct migration background","Urban Area","167","0.0756754339746607","0.064055296645114","0.0872955713042073","10"
"10 Completely satisfied","1994","indirect migration background","Urban Area","93","0.167486501792304","0.131901789805117","0.20307121377949","10"
"10 Completely satisfied","1994","indirect migration background","Rural Area","21","","","","10"
"2 on Scale 1 to 10","1994","no migration background","Urban Area","181","0.0348676747504621","0.0302988713018532","0.039436478199071","2"
"2 on Scale 1 to 10","1994","no migration background","Rural Area","98","0.0323797146933382","0.0267950166963295","0.037964412690347","2"
"2 on Scale 1 to 10","1994","direct migration background","Urban Area","69","0.0378983357647611","0.029508719338128","0.0462879521913942","2"
"2 on Scale 1 to 10","1994","direct migration background","Rural Area","10","","","","2"
"2 on Scale 1 to 10","1994","indirect migration background","Urban Area","7","","","","2"
"2 on Scale 1 to 10","1994","indirect migration background","Rural Area","2","","","","2"
"3 on Scale 1 to 10","1994","no migration background","Urban Area","359","0.0637440149307461","0.0576596597074176","0.0698283701540747","3"
"3 on Scale 1 to 10","1994","direct migration background","Rural Area","15","","","","3"
"3 on Scale 1 to 10","1994","direct migration background","Urban Area","134","0.0657399173567178","0.0548513679402941","0.0766284667731415","3"
"3 on Scale 1 to 10","1994","no migration background","Rural Area","192","0.0555868095666933","0.0483578200005972","0.0628157991327895","3"
"3 on Scale 1 to 10","1994","indirect migration background","Urban Area","7","","","","3"
"3 on Scale 1 to 10","1994","indirect migration background","Rural Area","1","","","","3"
"4 on Scale 1 to 10","1994","no migration background","Urban Area","365","0.0601421737353606","0.0542208583617623","0.0660634891089589","4"
"4 on Scale 1 to 10","1994","direct migration background","Urban Area","123","0.0636520313573062","0.0529258206720122","0.0743782420426002","4"
"4 on Scale 1 to 10","1994","direct migration background","Rural Area","26","","","","4"
"4 on Scale 1 to 10","1994","indirect migration background","Urban Area","13","","","","4"
"4 on Scale 1 to 10","1994","no migration background","Rural Area","220","0.0568781240451125","0.0495706506471463","0.0641855974430787","4"
"4 on Scale 1 to 10","1994","indirect migration background","Rural Area","1","","","","4"
"5 on Scale 1 to 10","1994","no migration background","Rural Area","618","0.164704672040095","0.153002036301973","0.176407307778217","5"
"5 on Scale 1 to 10","1994","no migration background","Urban Area","904","0.155910539840791","0.14687551132955","0.164945568352033","5"
"5 on Scale 1 to 10","1994","direct migration background","Urban Area","293","0.145179806002142","0.129701905685836","0.160657706318448","5"
"5 on Scale 1 to 10","1994","direct migration background","Rural Area","59","0.143152048243884","0.107704751429533","0.178599345058235","5"
"5 on Scale 1 to 10","1994","indirect migration background","Urban Area","30","0.092210354262239","0.0646388561079425","0.119781852416535","5"
"5 on Scale 1 to 10","1994","indirect migration background","Rural Area","7","","","","5"
"6 on Scale 1 to 10","1994","no migration background","Rural Area","420","0.102480123444644","0.0929114318035534","0.112048815085735","6"
"6 on Scale 1 to 10","1994","direct migration background","Urban Area","207","0.114023700524658","0.10005904681389","0.127988354235425","6"
"6 on Scale 1 to 10","1994","direct migration background","Rural Area","42","0.121258511746096","0.0882201016487466","0.154296921843446","6"
"6 on Scale 1 to 10","1994","no migration background","Urban Area","648","0.0992731690502731","0.0918256770767782","0.106720661023768","6"
"6 on Scale 1 to 10","1994","indirect migration background","Urban Area","25","","","","6"
"6 on Scale 1 to 10","1994","indirect migration background","Rural Area","3","","","","6"
"7 on Scale 1 to 10","1994","no migration background","Urban Area","1005","0.158758003926727","0.149656234308736","0.167859773544718","7"
"7 on Scale 1 to 10","1994","no migration background","Rural Area","659","0.172814740989204","0.160885783598483","0.184743698379926","7"
"7 on Scale 1 to 10","1994","indirect migration background","Urban Area","47","0.117736804170938","0.0870230354032763","0.1484505729386","7"
"7 on Scale 1 to 10","1994","direct migration background","Urban Area","290","0.158773830474413","0.142716719779843","0.174830941168984","7"
"7 on Scale 1 to 10","1994","direct migration background","Rural Area","52","0.180582292240971","0.141648858297076","0.219515726184866","7"
"7 on Scale 1 to 10","1994","indirect migration background","Rural Area","7","","","","7"
"8 on Scale 1 to 10","1994","no migration background","Urban Area","1426","0.223237193474923","0.212866088286325","0.233608298663521","8"
"8 on Scale 1 to 10","1994","direct migration background","Urban Area","414","0.207755135409181","0.189930233317537","0.225580037500825","8"
"8 on Scale 1 to 10","1994","no migration background","Rural Area","810","0.192537088870593","0.180096836412553","0.204977341328632","8"
"8 on Scale 1 to 10","1994","indirect migration background","Urban Area","103","0.201072533261603","0.162877406278286","0.23926766024492","8"
"8 on Scale 1 to 10","1994","indirect migration background","Rural Area","13","","","","8"
"8 on Scale 1 to 10","1994","direct migration background","Rural Area","85","0.254865542291956","0.210758763424446","0.298972321159467","8"
"9 on Scale 1 to 10","1994","no migration background","Urban Area","666","0.0996318959333007","0.0921724460725332","0.107091345794068","9"
"9 on Scale 1 to 10","1994","no migration background","Rural Area","422","0.102096407538348","0.092543605307866","0.11164920976883","9"
"9 on Scale 1 to 10","1994","direct migration background","Urban Area","228","0.0900090770139816","0.0774347938209647","0.102583360206998","9"
"9 on Scale 1 to 10","1994","direct migration background","Rural Area","44","0.0706547322280813","0.0447194110555787","0.0965900534005839","9"
"9 on Scale 1 to 10","1994","indirect migration background","Urban Area","92","0.241015680105563","0.200257295957736","0.281774064253391","9"
"9 on Scale 1 to 10","1994","indirect migration background","Rural Area","15","","","","9"
"0 Completely dissatisfied","1995","direct migration background","Rural Area","3","","","","0"
"0 Completely dissatisfied","1995","no migration background","Urban Area","99","0.0221131701447534","0.0184177911565508","0.0258085491329559","0"
"0 Completely dissatisfied","1995","no migration background","Rural Area","49","0.0154375977064681","0.0115797025561063","0.0192954928568298","0"
"0 Completely dissatisfied","1995","direct migration background","Urban Area","39","0.0221076455902365","0.016148969853866","0.0280663213266069","0"
"0 Completely dissatisfied","1995","indirect migration background","Urban Area","2","","","","0"
"0 Completely dissatisfied","1995","indirect migration background","Rural Area","","","","","0"
"1 on Scale 1 to 10","1995","no migration background","Urban Area","68","0.0134510073614411","0.0105561583511042","0.0163458563717781","1"
"1 on Scale 1 to 10","1995","no migration background","Rural Area","32","0.00927701647977805","0.00627703053444899","0.0122770024251071","1"
"1 on Scale 1 to 10","1995","direct migration background","Urban Area","28","","","","1"
"1 on Scale 1 to 10","1995","direct migration background","Rural Area","2","","","","1"
"1 on Scale 1 to 10","1995","indirect migration background","Urban Area","2","","","","1"
"1 on Scale 1 to 10","1995","indirect migration background","Rural Area","","","","","1"
"10 Completely satisfied","1995","no migration background","Rural Area","259","0.0621761929382897","0.0546198505723747","0.0697325353042046","10"
"10 Completely satisfied","1995","no migration background","Urban Area","418","0.060442325708313","0.0544537783508163","0.0664308730658098","10"
"10 Completely satisfied","1995","direct migration background","Urban Area","270","0.115344619270662","0.102399122767945","0.128290115773379","10"
"10 Completely satisfied","1995","direct migration background","Rural Area","51","0.0997429564969252","0.07238888291567","0.12709703007818","10"
"10 Completely satisfied","1995","indirect migration background","Urban Area","97","0.196861598361339","0.159495378746307","0.23422781797637","10"
"10 Completely satisfied","1995","indirect migration background","Rural Area","18","","","","10"
"2 on Scale 1 to 10","1995","no migration background","Urban Area","154","0.0310618218905219","0.0267021813796262","0.0354214624014175","2"
"2 on Scale 1 to 10","1995","no migration background","Rural Area","105","0.0357287684827557","0.0299204881991087","0.0415370487664026","2"
"2 on Scale 1 to 10","1995","direct migration background","Urban Area","82","0.0397941557984329","0.0318723388916106","0.0477159727052552","2"
"2 on Scale 1 to 10","1995","direct migration background","Rural Area","8","","","","2"
"2 on Scale 1 to 10","1995","indirect migration background","Urban Area","6","","","","2"
"2 on Scale 1 to 10","1995","indirect migration background","Rural Area","1","","","","2"
"3 on Scale 1 to 10","1995","no migration background","Urban Area","342","0.0611254799384291","0.0551053744639301","0.067145585412928","3"
"3 on Scale 1 to 10","1995","direct migration background","Urban Area","119","0.0470712224549342","0.0384881863394909","0.0556542585703775","3"
"3 on Scale 1 to 10","1995","direct migration background","Rural Area","26","","","","3"
"3 on Scale 1 to 10","1995","no migration background","Rural Area","198","0.0601492614873801","0.0527090799859422","0.0675894429888181","3"
"3 on Scale 1 to 10","1995","indirect migration background","Urban Area","14","","","","3"
"3 on Scale 1 to 10","1995","indirect migration background","Rural Area","3","","","","3"
"4 on Scale 1 to 10","1995","no migration background","Urban Area","359","0.0646351653616933","0.0584562231413136","0.0708141075820729","4"
"4 on Scale 1 to 10","1995","direct migration background","Urban Area","125","0.0561561220389101","0.046826122628346","0.0654861214494741","4"
"4 on Scale 1 to 10","1995","direct migration background","Rural Area","22","","","","4"
"4 on Scale 1 to 10","1995","indirect migration background","Urban Area","10","","","","4"
"4 on Scale 1 to 10","1995","indirect migration background","Rural Area","2","","","","4"
"4 on Scale 1 to 10","1995","no migration background","Rural Area","230","0.0556973448752008","0.0485208597560108","0.0628738299943908","4"
"5 on Scale 1 to 10","1995","no migration background","Rural Area","614","0.169765443135616","0.158017441841236","0.181513444429995","5"
"5 on Scale 1 to 10","1995","no migration background","Urban Area","834","0.146147679662687","0.137270468991066","0.155024890334309","5"
"5 on Scale 1 to 10","1995","direct migration background","Urban Area","361","0.154094972376774","0.139463500466824","0.168726444286724","5"
"5 on Scale 1 to 10","1995","direct migration background","Rural Area","82","0.182580995795543","0.14731567983836","0.217846311752727","5"
"5 on Scale 1 to 10","1995","indirect migration background","Urban Area","32","0.11055241831243","0.0810846147959026","0.140020221828958","5"
"5 on Scale 1 to 10","1995","indirect migration background","Rural Area","5","","","","5"
"6 on Scale 1 to 10","1995","no migration background","Urban Area","630","0.10276604401603","0.095135300563586","0.110396787468475","6"
"6 on Scale 1 to 10","1995","no migration background","Rural Area","434","0.113657507687073","0.10372546022146","0.123589555152685","6"
"6 on Scale 1 to 10","1995","direct migration background","Urban Area","225","0.0928960570222041","0.0811319180074468","0.104660196036961","6"
"6 on Scale 1 to 10","1995","direct migration background","Rural Area","41","0.0778563691364169","0.0533970712103323","0.102315667062502","6"
"6 on Scale 1 to 10","1995","indirect migration background","Urban Area","29","","","","6"
"6 on Scale 1 to 10","1995","indirect migration background","Rural Area","7","","","","6"
"7 on Scale 1 to 10","1995","no migration background","Rural Area","664","0.159847853175812","0.148380285504341","0.171315420847283","7"
"7 on Scale 1 to 10","1995","no migration background","Urban Area","1057","0.173860424000751","0.164336492487793","0.183384355513709","7"
"7 on Scale 1 to 10","1995","direct migration background","Rural Area","60","0.145094118862545","0.112944066440267","0.177244171284824","7"
"7 on Scale 1 to 10","1995","direct migration background","Urban Area","326","0.140851858380728","0.126754157283272","0.154949559478183","7"
"7 on Scale 1 to 10","1995","indirect migration background","Urban Area","49","0.134593841262715","0.102521840964036","0.166665841561394","7"
"7 on Scale 1 to 10","1995","indirect migration background","Rural Area","5","","","","7"
"8 on Scale 1 to 10","1995","direct migration background","Urban Area","503","0.202783025697694","0.186488675419134","0.219077375976254","8"
"8 on Scale 1 to 10","1995","no migration background","Urban Area","1451","0.223082043594751","0.212620179608572","0.233543907580931","8"
"8 on Scale 1 to 10","1995","no migration background","Rural Area","904","0.21851648198951","0.205585218877065","0.231447745101956","8"
"8 on Scale 1 to 10","1995","direct migration background","Rural Area","105","0.251863396613723","0.212238275003623","0.291488518223824","8"
"8 on Scale 1 to 10","1995","indirect migration background","Urban Area","107","0.226191416570467","0.186876415287978","0.265506417852956","8"
"8 on Scale 1 to 10","1995","indirect migration background","Rural Area","15","","","","8"
"9 on Scale 1 to 10","1995","no migration background","Urban Area","671","0.101314838320629","0.0937320401581309","0.108897636483126","9"
"9 on Scale 1 to 10","1995","no migration background","Rural Area","434","0.0997465320421171","0.0903693954744857","0.109123668609749","9"
"9 on Scale 1 to 10","1995","direct migration background","Urban Area","261","0.116228726053218","0.103240206289554","0.129217245816881","9"
"9 on Scale 1 to 10","1995","direct migration background","Rural Area","61","0.109817757559767","0.0812764820851796","0.138359033034354","9"
"9 on Scale 1 to 10","1995","indirect migration background","Urban Area","87","0.180962642227011","0.14478420671079","0.217141077743233","9"
"9 on Scale 1 to 10","1995","indirect migration background","Rural Area","18","","","","9"
"0 Completely dissatisfied","1996","direct migration background","Rural Area","6","","","","0"
"0 Completely dissatisfied","1996","no migration background","Urban Area","95","0.0183997498350286","0.0150130275292766","0.0217864721407805","0"
"0 Completely dissatisfied","1996","no migration background","Rural Area","51","0.0140510220622143","0.0103555998361878","0.0177464442882409","0"
"0 Completely dissatisfied","1996","direct migration background","Urban Area","38","0.0293840729881705","0.0222752425430259","0.0364929034333151","0"
"0 Completely dissatisfied","1996","indirect migration background","Urban Area","1","","","","0"
"0 Completely dissatisfied","1996","indirect migration background","Rural Area","1","","","","0"
"1 on Scale 1 to 10","1996","no migration background","Rural Area","37","0.0147192663283186","0.010938272528922","0.0185002601277153","1"
"1 on Scale 1 to 10","1996","no migration background","Urban Area","58","0.0116053662277539","0.0089063784793286","0.0143043539761793","1"
"1 on Scale 1 to 10","1996","direct migration background","Urban Area","36","0.0203266178130894","0.0143865463887161","0.0262666892374628","1"
"1 on Scale 1 to 10","1996","direct migration background","Rural Area","6","","","","1"
"1 on Scale 1 to 10","1996","indirect migration background","Urban Area","2","","","","1"
"1 on Scale 1 to 10","1996","indirect migration background","Rural Area","","","","","1"
"10 Completely satisfied","1996","no migration background","Rural Area","240","0.0607585486945921","0.0532583078521405","0.0682587895370438","10"
"10 Completely satisfied","1996","no migration background","Urban Area","411","0.0637655957048532","0.0576082745307212","0.0699229168789852","10"
"10 Completely satisfied","1996","direct migration background","Urban Area","201","0.0985162816070567","0.0859718380569833","0.11106072515713","10"
"10 Completely satisfied","1996","direct migration background","Rural Area","36","0.0595358190911581","0.0375999611127467","0.0814716770695695","10"
"10 Completely satisfied","1996","indirect migration background","Urban Area","97","0.180592923595385","0.145515529447794","0.215670317742976","10"
"10 Completely satisfied","1996","indirect migration background","Rural Area","20","","","","10"
"2 on Scale 1 to 10","1996","no migration background","Rural Area","115","0.0312941187463206","0.0258276078333571","0.0367606296592841","2"
"2 on Scale 1 to 10","1996","no migration background","Urban Area","167","0.0358369883512856","0.0311526604836189","0.0405213162189523","2"
"2 on Scale 1 to 10","1996","direct migration background","Urban Area","70","0.0301037402149757","0.0229110505426429","0.0372964298873084","2"
"2 on Scale 1 to 10","1996","direct migration background","Rural Area","13","","","","2"
"2 on Scale 1 to 10","1996","indirect migration background","Urban Area","5","","","","2"
"2 on Scale 1 to 10","1996","indirect migration background","Rural Area","2","","","","2"
"3 on Scale 1 to 10","1996","no migration background","Urban Area","283","0.0492853425898447","0.0438303987541487","0.0547402864255407","3"
"3 on Scale 1 to 10","1996","direct migration background","Urban Area","117","0.0550433570770468","0.0454432329133102","0.0646434812407834","3"
"3 on Scale 1 to 10","1996","no migration background","Rural Area","203","0.0561945534870841","0.0489640050445053","0.063425101929663","3"
"3 on Scale 1 to 10","1996","direct migration background","Rural Area","24","","","","3"
"3 on Scale 1 to 10","1996","indirect migration background","Urban Area","11","","","","3"
"3 on Scale 1 to 10","1996","indirect migration background","Rural Area","4","","","","3"
"4 on Scale 1 to 10","1996","no migration background","Urban Area","397","0.0693095328239784","0.0629091578662329","0.0757099077817238","4"
"4 on Scale 1 to 10","1996","direct migration background","Urban Area","122","0.058205327807213","0.0483498442780974","0.0680608113363286","4"
"4 on Scale 1 to 10","1996","indirect migration background","Urban Area","16","","","","4"
"4 on Scale 1 to 10","1996","direct migration background","Rural Area","25","","","","4"
"4 on Scale 1 to 10","1996","no migration background","Rural Area","195","0.0578500218892123","0.0505201788781885","0.0651798649002361","4"
"4 on Scale 1 to 10","1996","indirect migration background","Rural Area","6","","","","4"
"5 on Scale 1 to 10","1996","no migration background","Urban Area","867","0.156693827530433","0.147533207219874","0.165854447840993","5"
"5 on Scale 1 to 10","1996","no migration background","Rural Area","616","0.163636553802082","0.152021517482094","0.17525159012207","5"
"5 on Scale 1 to 10","1996","direct migration background","Urban Area","308","0.157262600327869","0.14193841794327","0.172586782712468","5"
"5 on Scale 1 to 10","1996","direct migration background","Rural Area","84","0.224165473801213","0.185505349838214","0.262825597764213","5"
"5 on Scale 1 to 10","1996","indirect migration background","Urban Area","45","0.104022915927009","0.0761847854480059","0.131861046406012","5"
"5 on Scale 1 to 10","1996","indirect migration background","Rural Area","7","","","","5"
"6 on Scale 1 to 10","1996","no migration background","Urban Area","659","0.103162839606071","0.0954976175579763","0.110828061654165","6"
"6 on Scale 1 to 10","1996","no migration background","Rural Area","442","0.114926565339248","0.104913137907201","0.124939992771296","6"
"6 on Scale 1 to 10","1996","direct migration background","Urban Area","237","0.104195069485813","0.0913348387515699","0.117055300220057","6"
"6 on Scale 1 to 10","1996","direct migration background","Rural Area","51","0.0991877579376159","0.0714775039797408","0.126898011895491","6"
"6 on Scale 1 to 10","1996","indirect migration background","Urban Area","31","0.0761587488927257","0.0519715442598348","0.100345953525617","6"
"6 on Scale 1 to 10","1996","indirect migration background","Rural Area","5","","","","6"
"7 on Scale 1 to 10","1996","no migration background","Urban Area","1031","0.168818689721417","0.159378853793367","0.178258525649468","7"
"7 on Scale 1 to 10","1996","direct migration background","Urban Area","322","0.147757378068746","0.132819989959482","0.16269476617801","7"
"7 on Scale 1 to 10","1996","direct migration background","Rural Area","69","0.135972041340054","0.104197225936795","0.167746856743312","7"
"7 on Scale 1 to 10","1996","no migration background","Rural Area","683","0.164443225808531","0.152805212106399","0.176081239510662","7"
"7 on Scale 1 to 10","1996","indirect migration background","Urban Area","49","0.110258376367336","0.0816979390065989","0.138818813728072","7"
"7 on Scale 1 to 10","1996","indirect migration background","Rural Area","7","","","","7"
"8 on Scale 1 to 10","1996","no migration background","Urban Area","1418","0.224464429788011","0.213950116232189","0.234978743343832","8"
"8 on Scale 1 to 10","1996","no migration background","Rural Area","909","0.223615699721714","0.21053375209268","0.236697647350748","8"
"8 on Scale 1 to 10","1996","direct migration background","Urban Area","504","0.207920944123969","0.190838428119727","0.225003460128211","8"
"8 on Scale 1 to 10","1996","direct migration background","Rural Area","90","0.221895695288472","0.18337557124292","0.260415819334024","8"
"8 on Scale 1 to 10","1996","indirect migration background","Urban Area","106","0.217823918403768","0.180185431853076","0.25546240495446","8"
"8 on Scale 1 to 10","1996","indirect migration background","Rural Area","12","","","","8"
"9 on Scale 1 to 10","1996","no migration background","Rural Area","406","0.0985104241206828","0.0891541198417636","0.107866728399602","9"
"9 on Scale 1 to 10","1996","direct migration background","Urban Area","213","0.0912846104860509","0.0791610222672029","0.103408198704899","9"
"9 on Scale 1 to 10","1996","no migration background","Urban Area","663","0.0986576378213236","0.0911428530489055","0.106172422593742","9"
"9 on Scale 1 to 10","1996","direct migration background","Rural Area","43","0.0787280501405015","0.0537618181743773","0.103694282106626","9"
"9 on Scale 1 to 10","1996","indirect migration background","Urban Area","99","0.212903767302195","0.175575941627594","0.250231592976796","9"
"9 on Scale 1 to 10","1996","indirect migration background","Rural Area","23","","","","9"
"0 Completely dissatisfied","1997","no migration background","Urban Area","67","0.0150863611585916","0.0119945292044814","0.0181781931127018","0"
"0 Completely dissatisfied","1997","no migration background","Rural Area","41","0.0123941866035909","0.00889987069210747","0.0158885025150743","0"
"0 Completely dissatisfied","1997","indirect migration background","Urban Area","2","","","","0"
"0 Completely dissatisfied","1997","direct migration background","Urban Area","30","0.0179726591999049","0.0122426407247495","0.0237026776750604","0"
"0 Completely dissatisfied","1997","direct migration background","Rural Area","3","","","","0"
"0 Completely dissatisfied","1997","indirect migration background","Rural Area","","","","","0"
"1 on Scale 1 to 10","1997","no migration background","Urban Area","73","0.0150540344045996","0.0119654660997376","0.0181426027094616","1"
"1 on Scale 1 to 10","1997","no migration background","Rural Area","49","0.0152012594093504","0.0113369236025677","0.019065595216133","1"
"1 on Scale 1 to 10","1997","direct migration background","Urban Area","21","","","","1"
"1 on Scale 1 to 10","1997","direct migration background","Rural Area","6","","","","1"
"1 on Scale 1 to 10","1997","indirect migration background","Urban Area","4","","","","1"
"1 on Scale 1 to 10","1997","indirect migration background","Rural Area","","","","","1"
"10 Completely satisfied","1997","no migration background","Rural Area","203","0.0530299828039072","0.045952314765819","0.0601076508419954","10"
"10 Completely satisfied","1997","direct migration background","Rural Area","48","0.097069812572307","0.0687900196459143","0.1253496054987","10"
"10 Completely satisfied","1997","no migration background","Urban Area","366","0.0593959847161141","0.053400745549093","0.0653912238831352","10"
"10 Completely satisfied","1997","direct migration background","Urban Area","188","0.0952926148803073","0.0826285900622987","0.107956639698316","10"
"10 Completely satisfied","1997","indirect migration background","Urban Area","113","0.21549517851489","0.179052503441571","0.251937853588209","10"
"10 Completely satisfied","1997","indirect migration background","Rural Area","20","","","","10"
"2 on Scale 1 to 10","1997","no migration background","Urban Area","169","0.0321042927585699","0.0276331309107216","0.0365754546064182","2"
"2 on Scale 1 to 10","1997","no migration background","Rural Area","96","0.0308327409239876","0.0253730662437003","0.036292415604275","2"
"2 on Scale 1 to 10","1997","direct migration background","Rural Area","11","","","","2"
"2 on Scale 1 to 10","1997","indirect migration background","Urban Area","4","","","","2"
"2 on Scale 1 to 10","1997","direct migration background","Urban Area","70","0.0395433350960969","0.0311378342183611","0.0479488359738327","2"
"2 on Scale 1 to 10","1997","indirect migration background","Rural Area","","","","","2"
"3 on Scale 1 to 10","1997","no migration background","Urban Area","321","0.0572657579128695","0.0513723472727675","0.0631591685529715","3"
"3 on Scale 1 to 10","1997","direct migration background","Urban Area","120","0.0559820961138624","0.0460668669475553","0.0658973252801695","3"
"3 on Scale 1 to 10","1997","direct migration background","Rural Area","26","","","","3"
"3 on Scale 1 to 10","1997","no migration background","Rural Area","218","0.0696166122267506","0.0615785984166371","0.0776546260368641","3"
"3 on Scale 1 to 10","1997","indirect migration background","Urban Area","10","","","","3"
"3 on Scale 1 to 10","1997","indirect migration background","Rural Area","5","","","","3"
"4 on Scale 1 to 10","1997","no migration background","Urban Area","412","0.0747717655031815","0.0681003527358399","0.0814431782705231","4"
"4 on Scale 1 to 10","1997","no migration background","Rural Area","242","0.0649921562845464","0.0572064246173696","0.0727778879517231","4"
"4 on Scale 1 to 10","1997","direct migration background","Urban Area","135","0.0659950593224513","0.0552868127815141","0.0767033058633884","4"
"4 on Scale 1 to 10","1997","direct migration background","Rural Area","23","","","","4"
"4 on Scale 1 to 10","1997","indirect migration background","Urban Area","7","","","","4"
"4 on Scale 1 to 10","1997","indirect migration background","Rural Area","1","","","","4"
"5 on Scale 1 to 10","1997","no migration background","Rural Area","593","0.163283942237992","0.151609876831646","0.174958007644338","5"
"5 on Scale 1 to 10","1997","no migration background","Urban Area","819","0.137961098096155","0.129213953431465","0.146708242760845","5"
"5 on Scale 1 to 10","1997","direct migration background","Urban Area","291","0.141270372811391","0.12624788597705","0.156292859645732","5"
"5 on Scale 1 to 10","1997","direct migration background","Rural Area","51","0.152989494673438","0.118603448136628","0.187375541210248","5"
"5 on Scale 1 to 10","1997","indirect migration background","Rural Area","6","","","","5"
"5 on Scale 1 to 10","1997","indirect migration background","Urban Area","33","0.0866611422236577","0.0617254267745676","0.111596857672748","5"
