"plb0219","year","pgisced97","n","percent","lower_confidence","upper_confidence"
"Yes, every 2 weeks","2016","higher education","","","",""
"Yes, every 3-4 weeks","2016","in school","","","",""
"Yes, every 3-4 weeks","2016","inadequately","","","",""
"Yes, every 3-4 weeks","2016","general elemantary","","","",""
"Yes, every 3-4 weeks","2016","middle vocational","","","",""
"Yes, every 3-4 weeks","2016","vocational + Abi","","","",""
"Yes, every 3-4 weeks","2016","higher vocational","","","",""
"Yes, every 3-4 weeks","2016","higher education","","","",""
"Rarely","2016","in school","","","",""
"Rarely","2016","inadequately","","","",""
"Rarely","2016","general elemantary","","","",""
"Rarely","2016","middle vocational","","","",""
"Rarely","2016","vocational + Abi","","","",""
"Rarely","2016","higher vocational","","","",""
"Rarely","2016","higher education","","","",""
"No, never","2017","in school","35","0.439775283933485","0.3243195628354","0.55523100503157"
"No, never","2017","inadequately","132","0.672978753604559","0.605194652531264","0.740762854677855"
"No, never","2017","general elemantary","948","0.733087089311709","0.709242220378393","0.756931958245025"
"No, never","2017","middle vocational","4797","0.643147405425618","0.632176462218867","0.654118348632368"
"No, never","2017","vocational + Abi","1103","0.638266440154177","0.615492118928394","0.66104076137996"
"No, never","2017","higher vocational","608","0.582090931043042","0.552158482042415","0.612023380043669"
"No, never","2017","higher education","2617","0.561618612611939","0.547278149199967","0.57595907602391"
"Yes, every week","2017","in school","15","","",""
"Yes, every week","2017","inadequately","11","","",""
"Yes, every week","2017","general elemantary","78","0.0531031047977274","0.0410154049710297","0.0651908046244251"
"Yes, every week","2017","middle vocational","427","0.0572443138158876","0.0519243333982373","0.0625642942335379"
"Yes, every week","2017","vocational + Abi","102","0.0634489129933188","0.0518950326623134","0.0750027933243241"
"Yes, every week","2017","higher vocational","57","0.0536208630430017","0.0399497014864802","0.0672920245995232"
"Yes, every week","2017","higher education","411","0.0866991852693461","0.0785665589633367","0.0948318115753556"
"Yes, every 2 weeks","2017","in school","10","","",""
"Yes, every 2 weeks","2017","inadequately","14","","",""
"Yes, every 2 weeks","2017","general elemantary","130","0.0877729290678533","0.0725196176462234","0.103026240489483"
"Yes, every 2 weeks","2017","middle vocational","782","0.104010445844956","0.0970195275124844","0.111001364177429"
"Yes, every 2 weeks","2017","vocational + Abi","188","0.112599524285851","0.0976172362463967","0.127581812325305"
"Yes, every 2 weeks","2017","higher vocational","91","0.0856387883219088","0.0686563482379174","0.1026212284059"
"Yes, every 2 weeks","2017","higher education","372","0.0820649677200843","0.074132628830677","0.0899973066094916"
"Yes, every 3-4 weeks","2017","in school","6","","",""
"Yes, every 3-4 weeks","2017","inadequately","11","","",""
"Yes, every 3-4 weeks","2017","general elemantary","59","0.0446088461178171","0.0334804271926335","0.0557372650430006"
"Yes, every 3-4 weeks","2017","middle vocational","408","0.053691256109283","0.0485293216597981","0.0588531905587679"
"Yes, every 3-4 weeks","2017","vocational + Abi","114","0.0516845006375414","0.0411913327257734","0.0621776685493093"
"Yes, every 3-4 weeks","2017","higher vocational","65","0.0555434524078781","0.0416434984080798","0.0694434064076764"
"Yes, every 3-4 weeks","2017","higher education","364","0.077665950869919","0.0699306744320675","0.0854012273077705"
"Rarely","2017","in school","5","","",""
"Rarely","2017","inadequately","16","","",""
"Rarely","2017","general elemantary","107","0.0814280307048935","0.066685368200372","0.096170693209415"
"Rarely","2017","middle vocational","911","0.141906578804255","0.133915363578038","0.149897794030472"
"Rarely","2017","vocational + Abi","203","0.134000621929112","0.117854722874905","0.150146520983319"
"Rarely","2017","higher vocational","222","0.22310596518417","0.197839620220111","0.248372310148228"
"Rarely","2017","higher education","835","0.191951283528712","0.180568966732778","0.203333600324646"
"No, never","2018","in school","","","",""
"No, never","2018","inadequately","","","",""
"No, never","2018","general elemantary","","","",""
"No, never","2018","middle vocational","","","",""
"No, never","2018","vocational + Abi","","","",""
"No, never","2018","higher vocational","","","",""
"No, never","2018","higher education","","","",""
"Yes, every week","2018","in school","","","",""
"Yes, every week","2018","inadequately","","","",""
"Yes, every week","2018","general elemantary","","","",""
"Yes, every week","2018","middle vocational","","","",""
"Yes, every week","2018","vocational + Abi","","","",""
"Yes, every week","2018","higher vocational","","","",""
"Yes, every week","2018","higher education","","","",""
"Yes, every 2 weeks","2018","in school","","","",""
"Yes, every 2 weeks","2018","inadequately","","","",""
"Yes, every 2 weeks","2018","general elemantary","","","",""
"Yes, every 2 weeks","2018","middle vocational","","","",""
"Yes, every 2 weeks","2018","vocational + Abi","","","",""
"Yes, every 2 weeks","2018","higher vocational","","","",""
"Yes, every 2 weeks","2018","higher education","","","",""
"Yes, every 3-4 weeks","2018","in school","","","",""
"Yes, every 3-4 weeks","2018","inadequately","","","",""
"Yes, every 3-4 weeks","2018","general elemantary","","","",""
"Yes, every 3-4 weeks","2018","middle vocational","","","",""
"Yes, every 3-4 weeks","2018","vocational + Abi","","","",""
"Yes, every 3-4 weeks","2018","higher vocational","","","",""
"Yes, every 3-4 weeks","2018","higher education","","","",""
"Rarely","2018","in school","","","",""
"Rarely","2018","inadequately","","","",""
"Rarely","2018","general elemantary","","","",""
"Rarely","2018","middle vocational","","","",""
"Rarely","2018","vocational + Abi","","","",""
"Rarely","2018","higher vocational","","","",""
"Rarely","2018","higher education","","","",""
"No, never","2019","in school","38","0.501922477794535","0.382199507302784","0.621645448286286"
"No, never","2019","inadequately","123","0.746002219480684","0.679783760821812","0.812220678139555"
"No, never","2019","general elemantary","836","0.718967309069559","0.693587546180507","0.74434707195861"
"No, never","2019","middle vocational","4480","0.659400510860009","0.648153925029365","0.670647096690653"
"No, never","2019","vocational + Abi","1103","0.668409684428692","0.646121999069343","0.690697369788042"
"No, never","2019","higher vocational","694","0.580693931084338","0.552681604494036","0.60870625767464"
"No, never","2019","higher education","2672","0.546244398368758","0.532612760874004","0.559876035863511"
"Yes, every week","2019","in school","8","","",""
"Yes, every week","2019","inadequately","10","","",""
"Yes, every week","2019","general elemantary","82","0.0580214826119864","0.044821617968085","0.0712213472558878"
"Yes, every week","2019","middle vocational","403","0.0549478585083823","0.0495399748841934","0.0603557421325712"
"Yes, every week","2019","vocational + Abi","94","0.0477830082185708","0.0376847286580813","0.0578812877790602"
"Yes, every week","2019","higher vocational","81","0.0669764936385431","0.0527853479112743","0.081167639365812"
"Yes, every week","2019","higher education","490","0.0886113288518311","0.0808302472809956","0.0963924104226665"
"Yes, every 2 weeks","2019","in school","11","","",""
"Yes, every 2 weeks","2019","inadequately","16","","",""
"Yes, every 2 weeks","2019","general elemantary","138","0.110029507970758","0.0923611187975343","0.127697897143982"
"Yes, every 2 weeks","2019","middle vocational","691","0.0989462907727502","0.0918603231304519","0.106032258415048"
"Yes, every 2 weeks","2019","vocational + Abi","190","0.115094436189854","0.0999860419096442","0.130202830470064"
"Yes, every 2 weeks","2019","higher vocational","96","0.0954596170392896","0.0787781674460867","0.112141066632492"
"Yes, every 2 weeks","2019","higher education","442","0.0809474767907886","0.0734792868612337","0.0884156667203434"
"Yes, every 3-4 weeks","2019","in school","5","","",""
"Yes, every 3-4 weeks","2019","inadequately","5","","",""
"Yes, every 3-4 weeks","2019","general elemantary","39","0.0280549228772807","0.0187314015336605","0.0373784442209009"
"Yes, every 3-4 weeks","2019","middle vocational","387","0.0593114131430163","0.0537058901350495","0.0649169361509832"
"Yes, every 3-4 weeks","2019","vocational + Abi","110","0.0532537466889762","0.0426237148859057","0.0638837784920467"
"Yes, every 3-4 weeks","2019","higher vocational","70","0.0428723398941956","0.0313727198692636","0.0543719599191276"
"Yes, every 3-4 weeks","2019","higher education","395","0.066339921325632","0.059525556179825","0.0731542864714389"
"Rarely","2019","in school","5","","",""
"Rarely","2019","inadequately","12","","",""
"Rarely","2019","general elemantary","110","0.084926777470416","0.0691867743681984","0.100666780572634"
"Rarely","2019","middle vocational","860","0.127393926715842","0.119481539291141","0.135306314140544"
"Rarely","2019","vocational + Abi","217","0.115459124473907","0.100329931386267","0.130588317561546"
"Rarely","2019","higher vocational","251","0.213997618343634","0.190715292432387","0.23727994425488"
"Rarely","2019","higher education","1125","0.217856874662991","0.206554432815649","0.229159316510333"
