"plb0219","year","bula_h","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Yes, every 3-4 weeks","2005","Berlin","Single parent ","2","","",""
"Yes, every 3-4 weeks","2005","Berlin","Couple + C. LE 16 ","6","","",""
"Yes, every 3-4 weeks","2005","Berlin","Couple + C. GT 16 ","5","","",""
"Yes, every 3-4 weeks","2005","Berlin","Couple + C. LE and GT 16","","","",""
"Yes, every 3-4 weeks","2005","Brandenburg","1-pers.-HH","6","","",""
"Yes, every 3-4 weeks","2005","Brandenburg","(Married) couple without C. ","5","","",""
"Yes, every 3-4 weeks","2005","Brandenburg","Single parent ","3","","",""
"Yes, every 3-4 weeks","2005","Brandenburg","Couple + C. LE 16 ","3","","",""
"Yes, every 3-4 weeks","2005","Brandenburg","Couple + C. GT 16 ","7","","",""
"Yes, every 3-4 weeks","2005","Brandenburg","Couple + C. LE and GT 16","3","","",""
"Yes, every 3-4 weeks","2005","Mecklenburg-Western Pomerania","1-pers.-HH","2","","",""
"Yes, every 3-4 weeks","2005","Mecklenburg-Western Pomerania","(Married) couple without C. ","5","","",""
"Yes, every 3-4 weeks","2005","Mecklenburg-Western Pomerania","Single parent ","1","","",""
"Yes, every 3-4 weeks","2005","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","4","","",""
"Yes, every 3-4 weeks","2005","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","5","","",""
"Yes, every 3-4 weeks","2005","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","2","","",""
"Yes, every 3-4 weeks","2005","Saxony","1-pers.-HH","3","","",""
"Yes, every 3-4 weeks","2005","Saxony","(Married) couple without C. ","9","","",""
"Yes, every 3-4 weeks","2005","Saxony","Single parent ","6","","",""
"Yes, every 3-4 weeks","2005","Saxony","Couple + C. LE 16 ","6","","",""
"Yes, every 3-4 weeks","2005","Saxony","Couple + C. GT 16 ","9","","",""
"Yes, every 3-4 weeks","2005","Saxony","Couple + C. LE and GT 16","2","","",""
"Yes, every 3-4 weeks","2005","Saxony-Anhalt","1-pers.-HH","1","","",""
"Yes, every 3-4 weeks","2005","Saxony-Anhalt","(Married) couple without C. ","6","","",""
"Yes, every 3-4 weeks","2005","Saxony-Anhalt","Single parent ","","","",""
"Yes, every 3-4 weeks","2005","Saxony-Anhalt","Couple + C. LE 16 ","4","","",""
"Yes, every 3-4 weeks","2005","Saxony-Anhalt","Couple + C. GT 16 ","5","","",""
"Yes, every 3-4 weeks","2005","Saxony-Anhalt","Couple + C. LE and GT 16","3","","",""
"Yes, every 3-4 weeks","2005","Thuringia","1-pers.-HH","1","","",""
"Yes, every 3-4 weeks","2005","Thuringia","(Married) couple without C. ","2","","",""
"Yes, every 3-4 weeks","2005","Thuringia","Single parent ","","","",""
"Yes, every 3-4 weeks","2005","Thuringia","Couple + C. LE 16 ","8","","",""
"Yes, every 3-4 weeks","2005","Thuringia","Couple + C. GT 16 ","4","","",""
"Yes, every 3-4 weeks","2005","Thuringia","Couple + C. LE and GT 16","","","",""
"Rarely","2005","Schleswig-Holstein","1-pers.-HH","13","","",""
"Rarely","2005","Schleswig-Holstein","(Married) couple without C. ","29","","",""
"Rarely","2005","Schleswig-Holstein","Single parent ","4","","",""
"Rarely","2005","Schleswig-Holstein","Couple + C. LE 16 ","20","","",""
"Rarely","2005","Schleswig-Holstein","Couple + C. GT 16 ","13","","",""
"Rarely","2005","Schleswig-Holstein","Couple + C. LE and GT 16","6","","",""
"Rarely","2005","Hamburg","1-pers.-HH","6","","",""
"Rarely","2005","Hamburg","(Married) couple without C. ","10","","",""
"Rarely","2005","Hamburg","Single parent ","","","",""
"Rarely","2005","Hamburg","Couple + C. LE 16 ","5","","",""
"Rarely","2005","Hamburg","Couple + C. GT 16 ","4","","",""
"Rarely","2005","Hamburg","Couple + C. LE and GT 16","2","","",""
"Rarely","2005","Lower Saxony","1-pers.-HH","20","","",""
"Rarely","2005","Lower Saxony","(Married) couple without C. ","46","0.187727261058158","0.139609829049724","0.235844693066592"
"Rarely","2005","Lower Saxony","Single parent ","11","","",""
"Rarely","2005","Lower Saxony","Couple + C. LE 16 ","56","0.224576690506319","0.172535001977014","0.276618379035624"
"Rarely","2005","Lower Saxony","Couple + C. GT 16 ","32","0.221660551875189","0.160981251524421","0.282339852225957"
"Rarely","2005","Lower Saxony","Couple + C. LE and GT 16","15","","",""
"Rarely","2005","Bremen","1-pers.-HH","5","","",""
"Rarely","2005","Bremen","(Married) couple without C. ","3","","",""
"Rarely","2005","Bremen","Single parent ","2","","",""
"Rarely","2005","Bremen","Couple + C. LE 16 ","4","","",""
"Rarely","2005","Bremen","Couple + C. GT 16 ","3","","",""
"Rarely","2005","Bremen","Couple + C. LE and GT 16","2","","",""
"Rarely","2005","North Rhine-Westphalia","1-pers.-HH","42","0.144895959161553","0.102354945580064","0.187436972743042"
"Rarely","2005","North Rhine-Westphalia","(Married) couple without C. ","116","0.150877253770432","0.124228396153505","0.177526111387359"
"Rarely","2005","North Rhine-Westphalia","Single parent ","14","","",""
"Rarely","2005","North Rhine-Westphalia","Couple + C. LE 16 ","110","0.203348976315142","0.171143663615567","0.235554289014717"
"Rarely","2005","North Rhine-Westphalia","Couple + C. GT 16 ","71","0.128720852550416","0.0967311533143032","0.160710551786528"
"Rarely","2005","North Rhine-Westphalia","Couple + C. LE and GT 16","31","0.14122548534467","0.0936689078017744","0.188782062887565"
"Rarely","2005","Hesse","1-pers.-HH","21","","",""
"Rarely","2005","Hesse","(Married) couple without C. ","52","0.229536261371758","0.17871189529195","0.280360627451566"
"Rarely","2005","Hesse","Single parent ","4","","",""
"Rarely","2005","Hesse","Couple + C. LE 16 ","41","0.163573281850092","0.112181735574414","0.21496482812577"
"Rarely","2005","Hesse","Couple + C. GT 16 ","26","","",""
"Rarely","2005","Hesse","Couple + C. LE and GT 16","7","","",""
"Rarely","2005","Rhineland-Palatinate,Saarland","1-pers.-HH","13","","",""
"Rarely","2005","Rhineland-Palatinate,Saarland","(Married) couple without C. ","24","","",""
"Rarely","2005","Rhineland-Palatinate,Saarland","Single parent ","4","","",""
"Rarely","2005","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","35","0.15778568291552","0.104232757886532","0.211338607944507"
"Rarely","2005","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","15","","",""
"Rarely","2005","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","13","","",""
"Rarely","2005","Baden-Württemberg","1-pers.-HH","30","0.178873418705682","0.12126292597293","0.236483911438433"
"Rarely","2005","Baden-Württemberg","(Married) couple without C. ","60","0.153779568660403","0.115714237177085","0.191844900143721"
"Rarely","2005","Baden-Württemberg","Single parent ","8","","",""
"Rarely","2005","Baden-Württemberg","Couple + C. LE 16 ","44","0.0962431997137656","0.0655206485837359","0.126965750843795"
"Rarely","2005","Baden-Württemberg","Couple + C. GT 16 ","33","0.116184532801296","0.0762218559519052","0.156147209650687"
"Rarely","2005","Baden-Württemberg","Couple + C. LE and GT 16","19","","",""
"Rarely","2005","Bavaria","1-pers.-HH","34","0.155824869657702","0.104389001988991","0.207260737326413"
"Rarely","2005","Bavaria","(Married) couple without C. ","81","0.170386439407495","0.134170199754668","0.206602679060322"
"Rarely","2005","Bavaria","Single parent ","17","","",""
"Rarely","2005","Bavaria","Couple + C. LE 16 ","89","0.221816383041625","0.18312768818281","0.26050507790044"
"Rarely","2005","Bavaria","Couple + C. GT 16 ","33","0.110177675633458","0.0766484024572735","0.143706948809642"
"Rarely","2005","Bavaria","Couple + C. LE and GT 16","25","","",""
"Rarely","2005","Berlin","1-pers.-HH","26","","",""
"Rarely","2005","Berlin","(Married) couple without C. ","12","","",""
"Rarely","2005","Berlin","Single parent ","5","","",""
"Rarely","2005","Berlin","Couple + C. LE 16 ","23","","",""
"Rarely","2005","Berlin","Couple + C. GT 16 ","10","","",""
"Rarely","2005","Berlin","Couple + C. LE and GT 16","8","","",""
"Rarely","2005","Brandenburg","1-pers.-HH","6","","",""
"Rarely","2005","Brandenburg","(Married) couple without C. ","21","","",""
"Rarely","2005","Brandenburg","Single parent ","4","","",""
"Rarely","2005","Brandenburg","Couple + C. LE 16 ","15","","",""
"Rarely","2005","Brandenburg","Couple + C. GT 16 ","23","","",""
"Rarely","2005","Brandenburg","Couple + C. LE and GT 16","4","","",""
"Rarely","2005","Mecklenburg-Western Pomerania","1-pers.-HH","3","","",""
"Rarely","2005","Mecklenburg-Western Pomerania","(Married) couple without C. ","15","","",""
"Rarely","2005","Mecklenburg-Western Pomerania","Single parent ","1","","",""
"Rarely","2005","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","10","","",""
"Rarely","2005","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","11","","",""
"Rarely","2005","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","3","","",""
"Rarely","2005","Saxony","1-pers.-HH","21","","",""
"Rarely","2005","Saxony","(Married) couple without C. ","42","0.176056397984575","0.124296778786575","0.227816017182575"
"Rarely","2005","Saxony","Single parent ","8","","",""
"Rarely","2005","Saxony","Couple + C. LE 16 ","36","0.244392665175204","0.172954077974204","0.315831252376205"
"Rarely","2005","Saxony","Couple + C. GT 16 ","34","0.207424383005456","0.148679126648587","0.266169639362325"
"Rarely","2005","Saxony","Couple + C. LE and GT 16","14","","",""
"Rarely","2005","Saxony-Anhalt","1-pers.-HH","7","","",""
"Rarely","2005","Saxony-Anhalt","(Married) couple without C. ","19","","",""
"Rarely","2005","Saxony-Anhalt","Single parent ","1","","",""
"Rarely","2005","Saxony-Anhalt","Couple + C. LE 16 ","12","","",""
"Rarely","2005","Saxony-Anhalt","Couple + C. GT 16 ","29","","",""
"Rarely","2005","Saxony-Anhalt","Couple + C. LE and GT 16","8","","",""
"Rarely","2005","Thuringia","1-pers.-HH","9","","",""
"Rarely","2005","Thuringia","(Married) couple without C. ","13","","",""
"Rarely","2005","Thuringia","Single parent ","2","","",""
"Rarely","2005","Thuringia","Couple + C. LE 16 ","18","","",""
"Rarely","2005","Thuringia","Couple + C. GT 16 ","21","","",""
"Rarely","2005","Thuringia","Couple + C. LE and GT 16","6","","",""
"No, never","2006","Schleswig-Holstein","1-pers.-HH","","","",""
"No, never","2006","Schleswig-Holstein","(Married) couple without C. ","","","",""
"No, never","2006","Schleswig-Holstein","Single parent ","","","",""
"No, never","2006","Schleswig-Holstein","Couple + C. LE 16 ","","","",""
"No, never","2006","Schleswig-Holstein","Couple + C. GT 16 ","","","",""
"No, never","2006","Schleswig-Holstein","Couple + C. LE and GT 16","","","",""
"No, never","2006","Hamburg","1-pers.-HH","","","",""
"No, never","2006","Hamburg","(Married) couple without C. ","","","",""
"No, never","2006","Hamburg","Single parent ","","","",""
"No, never","2006","Hamburg","Couple + C. LE 16 ","","","",""
"No, never","2006","Hamburg","Couple + C. GT 16 ","","","",""
"No, never","2006","Hamburg","Couple + C. LE and GT 16","","","",""
"No, never","2006","Lower Saxony","1-pers.-HH","","","",""
"No, never","2006","Lower Saxony","(Married) couple without C. ","","","",""
"No, never","2006","Lower Saxony","Single parent ","","","",""
"No, never","2006","Lower Saxony","Couple + C. LE 16 ","","","",""
"No, never","2006","Lower Saxony","Couple + C. GT 16 ","","","",""
"No, never","2006","Lower Saxony","Couple + C. LE and GT 16","","","",""
"No, never","2006","Bremen","1-pers.-HH","","","",""
"No, never","2006","Bremen","(Married) couple without C. ","","","",""
"No, never","2006","Bremen","Single parent ","","","",""
"No, never","2006","Bremen","Couple + C. LE 16 ","","","",""
"No, never","2006","Bremen","Couple + C. GT 16 ","","","",""
"No, never","2006","Bremen","Couple + C. LE and GT 16","","","",""
"No, never","2006","North Rhine-Westphalia","1-pers.-HH","","","",""
"No, never","2006","North Rhine-Westphalia","(Married) couple without C. ","","","",""
"No, never","2006","North Rhine-Westphalia","Single parent ","","","",""
"No, never","2006","North Rhine-Westphalia","Couple + C. LE 16 ","","","",""
"No, never","2006","North Rhine-Westphalia","Couple + C. GT 16 ","","","",""
"No, never","2006","North Rhine-Westphalia","Couple + C. LE and GT 16","","","",""
"No, never","2006","Hesse","1-pers.-HH","","","",""
"No, never","2006","Hesse","(Married) couple without C. ","","","",""
"No, never","2006","Hesse","Single parent ","","","",""
"No, never","2006","Hesse","Couple + C. LE 16 ","","","",""
"No, never","2006","Hesse","Couple + C. GT 16 ","","","",""
"No, never","2006","Hesse","Couple + C. LE and GT 16","","","",""
"No, never","2006","Rhineland-Palatinate,Saarland","1-pers.-HH","","","",""
"No, never","2006","Rhineland-Palatinate,Saarland","(Married) couple without C. ","","","",""
"No, never","2006","Rhineland-Palatinate,Saarland","Single parent ","","","",""
"No, never","2006","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","","","",""
"No, never","2006","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","","","",""
"No, never","2006","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","","","",""
"No, never","2006","Baden-Württemberg","1-pers.-HH","","","",""
"No, never","2006","Baden-Württemberg","(Married) couple without C. ","","","",""
"No, never","2006","Baden-Württemberg","Single parent ","","","",""
"No, never","2006","Baden-Württemberg","Couple + C. LE 16 ","","","",""
"No, never","2006","Baden-Württemberg","Couple + C. GT 16 ","","","",""
"No, never","2006","Baden-Württemberg","Couple + C. LE and GT 16","","","",""
"No, never","2006","Bavaria","1-pers.-HH","","","",""
"No, never","2006","Bavaria","(Married) couple without C. ","","","",""
"No, never","2006","Bavaria","Single parent ","","","",""
"No, never","2006","Bavaria","Couple + C. LE 16 ","","","",""
"No, never","2006","Bavaria","Couple + C. GT 16 ","","","",""
"No, never","2006","Bavaria","Couple + C. LE and GT 16","","","",""
"No, never","2006","Berlin","1-pers.-HH","","","",""
"No, never","2006","Berlin","(Married) couple without C. ","","","",""
"No, never","2006","Berlin","Single parent ","","","",""
"No, never","2006","Berlin","Couple + C. LE 16 ","","","",""
"No, never","2006","Berlin","Couple + C. GT 16 ","","","",""
"No, never","2006","Berlin","Couple + C. LE and GT 16","","","",""
"No, never","2006","Brandenburg","1-pers.-HH","","","",""
"No, never","2006","Brandenburg","(Married) couple without C. ","","","",""
"No, never","2006","Brandenburg","Single parent ","","","",""
"No, never","2006","Brandenburg","Couple + C. LE 16 ","","","",""
"No, never","2006","Brandenburg","Couple + C. GT 16 ","","","",""
"No, never","2006","Brandenburg","Couple + C. LE and GT 16","","","",""
"No, never","2006","Mecklenburg-Western Pomerania","1-pers.-HH","","","",""
"No, never","2006","Mecklenburg-Western Pomerania","(Married) couple without C. ","","","",""
"No, never","2006","Mecklenburg-Western Pomerania","Single parent ","","","",""
"No, never","2006","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","","","",""
"No, never","2006","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","","","",""
"No, never","2006","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","","","",""
"No, never","2006","Saxony","1-pers.-HH","","","",""
"No, never","2006","Saxony","(Married) couple without C. ","","","",""
"No, never","2006","Saxony","Single parent ","","","",""
"No, never","2006","Saxony","Couple + C. LE 16 ","","","",""
"No, never","2006","Saxony","Couple + C. GT 16 ","","","",""
"No, never","2006","Saxony","Couple + C. LE and GT 16","","","",""
"No, never","2006","Saxony-Anhalt","1-pers.-HH","","","",""
"No, never","2006","Saxony-Anhalt","(Married) couple without C. ","","","",""
"No, never","2006","Saxony-Anhalt","Single parent ","","","",""
"No, never","2006","Saxony-Anhalt","Couple + C. LE 16 ","","","",""
"No, never","2006","Saxony-Anhalt","Couple + C. GT 16 ","","","",""
"No, never","2006","Saxony-Anhalt","Couple + C. LE and GT 16","","","",""
"No, never","2006","Thuringia","1-pers.-HH","","","",""
"No, never","2006","Thuringia","(Married) couple without C. ","","","",""
"No, never","2006","Thuringia","Single parent ","","","",""
"No, never","2006","Thuringia","Couple + C. LE 16 ","","","",""
"No, never","2006","Thuringia","Couple + C. GT 16 ","","","",""
"No, never","2006","Thuringia","Couple + C. LE and GT 16","","","",""
"Yes, every week","2006","Schleswig-Holstein","1-pers.-HH","","","",""
"Yes, every week","2006","Schleswig-Holstein","(Married) couple without C. ","","","",""
"Yes, every week","2006","Schleswig-Holstein","Single parent ","","","",""
"Yes, every week","2006","Schleswig-Holstein","Couple + C. LE 16 ","","","",""
"Yes, every week","2006","Schleswig-Holstein","Couple + C. GT 16 ","","","",""
"Yes, every week","2006","Schleswig-Holstein","Couple + C. LE and GT 16","","","",""
"Yes, every week","2006","Hamburg","1-pers.-HH","","","",""
"Yes, every week","2006","Hamburg","(Married) couple without C. ","","","",""
