"plb0219","year","e11103","sampreg","n","percent","lower_confidence","upper_confidence"
"No, never","2017","Full Time","West Germany","4618","0.593885491531373","0.582962917216191","0.604808065846555"
"No, never","2017","Full Time","East Germany","1258","0.579719230638506","0.5588886377418","0.600549823535212"
"No, never","2017","Part Time","West Germany","3575","0.676729373666915","0.6640362083673","0.68942253896653"
"No, never","2017","Part Time","East Germany","724","0.698780136040854","0.670963665431043","0.726596606650665"
"No, never","2017","Not Working","West Germany","252","0.759791766678358","0.714247787004101","0.805335746352615"
"No, never","2017","Not Working","East Germany","41","0.86971433401919","0.781550450908029","0.957878217130351"
"Yes, every week","2017","Full Time","West Germany","600","0.07056630828563","0.0648704745635642","0.0762621420076957"
"Yes, every week","2017","Full Time","East Germany","145","0.0712463870288469","0.0603907653544632","0.0821020087032306"
"Yes, every week","2017","Part Time","West Germany","302","0.0573523883051301","0.0510423827829495","0.0636623938273106"
"Yes, every week","2017","Part Time","East Germany","52","0.0454400947507069","0.0328127756874843","0.0580674138139296"
"Yes, every week","2017","Not Working","West Germany","22","","",""
"Yes, every week","2017","Not Working","East Germany","3","","",""
"Yes, every 2 weeks","2017","Full Time","West Germany","764","0.094623599627796","0.0881138585427238","0.101133340712868"
"Yes, every 2 weeks","2017","Full Time","East Germany","239","0.113246311872289","0.0998730744868087","0.126619549257769"
"Yes, every 2 weeks","2017","Part Time","West Germany","488","0.0959155949197127","0.0879240931294376","0.103907096709988"
"Yes, every 2 weeks","2017","Part Time","East Germany","105","0.0908383625556785","0.0734144715622697","0.108262253549087"
"Yes, every 2 weeks","2017","Not Working","West Germany","27","","",""
"Yes, every 2 weeks","2017","Not Working","East Germany","3","","",""
"Yes, every 3-4 weeks","2017","Full Time","West Germany","530","0.0656909181137925","0.0601809720327309","0.071200864194854"
"Yes, every 3-4 weeks","2017","Full Time","East Germany","160","0.0629002527968511","0.0526545412620273","0.073145964331675"
"Yes, every 3-4 weeks","2017","Part Time","West Germany","269","0.046348457783755","0.0406429828551963","0.0520539327123137"
"Yes, every 3-4 weeks","2017","Part Time","East Germany","59","0.0574059481788601","0.0433023235523324","0.0715095728053877"
"Yes, every 3-4 weeks","2017","Not Working","West Germany","16","","",""
"Yes, every 3-4 weeks","2017","Not Working","East Germany","3","","",""
"Rarely","2017","Full Time","West Germany","1254","0.175233682441409","0.166778487015122","0.183688877867695"
"Rarely","2017","Full Time","East Germany","355","0.172887817663507","0.156929488331419","0.188846146995596"
"Rarely","2017","Part Time","West Germany","582","0.123654185324487","0.11472068889124","0.132587681757735"
"Rarely","2017","Part Time","East Germany","105","0.107535458473901","0.0887526177216261","0.126318299226176"
"Rarely","2017","Not Working","West Germany","21","","",""
"Rarely","2017","Not Working","East Germany","6","","",""
"No, never","2018","Full Time","West Germany","","","",""
"No, never","2018","Full Time","East Germany","","","",""
"No, never","2018","Part Time","West Germany","","","",""
"No, never","2018","Part Time","East Germany","","","",""
"No, never","2018","Not Working","West Germany","","","",""
"No, never","2018","Not Working","East Germany","","","",""
"Yes, every week","2018","Full Time","West Germany","","","",""
"Yes, every week","2018","Full Time","East Germany","","","",""
"Yes, every week","2018","Part Time","West Germany","","","",""
"Yes, every week","2018","Part Time","East Germany","","","",""
"Yes, every week","2018","Not Working","West Germany","","","",""
"Yes, every week","2018","Not Working","East Germany","","","",""
"Yes, every 2 weeks","2018","Full Time","West Germany","","","",""
"Yes, every 2 weeks","2018","Full Time","East Germany","","","",""
"Yes, every 2 weeks","2018","Part Time","West Germany","","","",""
"Yes, every 2 weeks","2018","Part Time","East Germany","","","",""
"Yes, every 2 weeks","2018","Not Working","West Germany","","","",""
"Yes, every 2 weeks","2018","Not Working","East Germany","","","",""
"Yes, every 3-4 weeks","2018","Full Time","West Germany","","","",""
"Yes, every 3-4 weeks","2018","Full Time","East Germany","","","",""
"Yes, every 3-4 weeks","2018","Part Time","West Germany","","","",""
"Yes, every 3-4 weeks","2018","Part Time","East Germany","","","",""
"Yes, every 3-4 weeks","2018","Not Working","West Germany","","","",""
"Yes, every 3-4 weeks","2018","Not Working","East Germany","","","",""
"Rarely","2018","Full Time","West Germany","","","",""
"Rarely","2018","Full Time","East Germany","","","",""
"Rarely","2018","Part Time","West Germany","","","",""
"Rarely","2018","Part Time","East Germany","","","",""
"Rarely","2018","Not Working","West Germany","","","",""
"Rarely","2018","Not Working","East Germany","","","",""
"No, never","2019","Full Time","West Germany","4424","0.601358825888359","0.590502144314703","0.612215507462016"
"No, never","2019","Full Time","East Germany","1281","0.600188549304987","0.579907116656557","0.620469981953417"
"No, never","2019","Part Time","West Germany","3401","0.694328342610384","0.681464614785112","0.707192070435655"
"No, never","2019","Part Time","East Germany","687","0.671723874022165","0.642428128362636","0.701019619681695"
"No, never","2019","Not Working","West Germany","306","0.516555431486574","0.474210346495336","0.558900516477813"
"No, never","2019","Not Working","East Germany","81","0.497338131826334","0.415956210324835","0.578720053327833"
"Yes, every week","2019","Full Time","West Germany","648","0.0700499884022494","0.0643905542035942","0.0757094226009047"
"Yes, every week","2019","Full Time","East Germany","153","0.0632599097621979","0.0531812913998825","0.0733385281245132"
"Yes, every week","2019","Part Time","West Germany","280","0.0557561146882914","0.0493492559017695","0.0621629734748133"
"Yes, every week","2019","Part Time","East Germany","58","0.0621633382483118","0.047100032821849","0.0772266436747746"
"Yes, every week","2019","Not Working","West Germany","48","0.0920641590164368","0.0675654005876323","0.116562917445241"
"Yes, every week","2019","Not Working","East Germany","15","","",""
"Yes, every 2 weeks","2019","Full Time","West Germany","795","0.0984446960894779","0.0918388032163602","0.105050588962596"
"Yes, every 2 weeks","2019","Full Time","East Germany","262","0.115622995945253","0.102383605427513","0.128862386462993"
"Yes, every 2 weeks","2019","Part Time","West Germany","405","0.0842321446289003","0.0764770261586844","0.0919872630991163"
"Yes, every 2 weeks","2019","Part Time","East Germany","96","0.111479036435938","0.0918445314179493","0.131113541453927"
"Yes, every 2 weeks","2019","Not Working","West Germany","48","0.113112129615163","0.0862735117236855","0.139950747506641"
"Yes, every 2 weeks","2019","Not Working","East Germany","13","","",""
"Yes, every 3-4 weeks","2019","Full Time","West Germany","517","0.0611407754400098","0.0558282027061868","0.0664533481738329"
"Yes, every 3-4 weeks","2019","Full Time","East Germany","141","0.0533416523680575","0.0440379238432664","0.0626453808928485"
"Yes, every 3-4 weeks","2019","Part Time","West Germany","255","0.0451268690197517","0.0393306171686695","0.0509231208708339"
"Yes, every 3-4 weeks","2019","Part Time","East Germany","47","0.0512461907227505","0.0374900352601593","0.0650023461853417"
"Yes, every 3-4 weeks","2019","Not Working","West Germany","52","0.084446952757655","0.0608853435979578","0.108008561917352"
"Yes, every 3-4 weeks","2019","Not Working","East Germany","13","","",""
"Rarely","2019","Full Time","West Germany","1429","0.169005714179903","0.160695946314119","0.177315482045688"
"Rarely","2019","Full Time","East Germany","404","0.167586892619504","0.152123077740915","0.183050707498093"
"Rarely","2019","Part Time","West Germany","586","0.120556529052673","0.111464597820286","0.129648460285059"
"Rarely","2019","Part Time","East Germany","99","0.103387560570834","0.0843931404843531","0.122381980657315"
"Rarely","2019","Not Working","West Germany","81","0.19382132712417","0.160325736974096","0.227316917274245"
"Rarely","2019","Not Working","East Germany","23","","",""
