"plb0219","year","age_gr","sex","n","percent","lower_confidence","upper_confidence","value"
"Yes, every 2 weeks","2016","16-34 y.","Male","","","","","3"
"Yes, every 2 weeks","2016","35-65 y.","Male","","","","","3"
"Yes, every 2 weeks","2016","16-34 y.","Female","","","","","3"
"Yes, every 2 weeks","2016","35-65 y.","Female","","","","","3"
"Yes, every 2 weeks","2016","66 and older","Male","","","","","3"
"Yes, every 2 weeks","2016","66 and older","Female","","","","","3"
"Yes, every 3-4 weeks","2016","16-34 y.","Male","","","","","4"
"Yes, every 3-4 weeks","2016","35-65 y.","Male","","","","","4"
"Yes, every 3-4 weeks","2016","16-34 y.","Female","","","","","4"
"Yes, every 3-4 weeks","2016","35-65 y.","Female","","","","","4"
"Yes, every 3-4 weeks","2016","66 and older","Male","","","","","4"
"Yes, every 3-4 weeks","2016","66 and older","Female","","","","","4"
"Yes, every week","2016","16-34 y.","Male","","","","","2"
"Yes, every week","2016","16-34 y.","Female","","","","","2"
"Yes, every week","2016","35-65 y.","Male","","","","","2"
"Yes, every week","2016","35-65 y.","Female","","","","","2"
"Yes, every week","2016","66 and older","Male","","","","","2"
"Yes, every week","2016","66 and older","Female","","","","","2"
"No, never","2017","16-34 y.","Male","1335","0.656189681042435","0.635542842880815","0.676836519204055","1"
"No, never","2017","16-34 y.","Female","1324","0.655583543668695","0.63479987522893","0.676367212108461","1"
"No, never","2017","35-65 y.","Female","4205","0.661647336888206","0.650008014006849","0.673286659769562","1"
"No, never","2017","66 and older","Male","148","0.609014827989772","0.546758117965538","0.671271538014006","1"
"No, never","2017","35-65 y.","Male","3341","0.569009233624076","0.556267883627527","0.581750583620626","1"
"No, never","2017","66 and older","Female","115","0.699851167826715","0.626505640341189","0.77319669531224","1"
"Rarely","2017","16-34 y.","Male","254","0.137071642279362","0.122121663357977","0.152021621200748","5"
"Rarely","2017","16-34 y.","Female","195","0.105907436493359","0.0924481912630204","0.119366681723698","5"
"Rarely","2017","35-65 y.","Male","1108","0.199998275746975","0.189706735115636","0.210289816378315","5"
"Rarely","2017","35-65 y.","Female","705","0.1260259217576","0.117861811728108","0.134190031787091","5"
"Rarely","2017","66 and older","Male","42","0.197946706632352","0.147111119599541","0.248782293665163","5"
"Rarely","2017","66 and older","Female","19","","","","5"
"Yes, every 2 weeks","2017","16-34 y.","Male","200","0.0908677011838704","0.0783738100918591","0.103361592275882","3"
"Yes, every 2 weeks","2017","35-65 y.","Male","500","0.0881607242817146","0.0808658379725874","0.0954556105908418","3"
"Yes, every 2 weeks","2017","66 and older","Male","15","","","","3"
"Yes, every 2 weeks","2017","16-34 y.","Female","240","0.111947525049438","0.098156619009277","0.125738431089599","3"
"Yes, every 2 weeks","2017","35-65 y.","Female","665","0.104869086293678","0.0973321186301998","0.112406053957156","3"
"Yes, every 2 weeks","2017","66 and older","Female","6","","","","3"
"Yes, every 3-4 weeks","2017","16-34 y.","Male","117","0.0546177988135395","0.0447402266971778","0.0644953709299011","4"
"Yes, every 3-4 weeks","2017","16-34 y.","Female","97","0.0577758353391384","0.0475707539545282","0.0679809167237485","4"
"Yes, every 3-4 weeks","2017","35-65 y.","Male","448","0.0732876641201723","0.0665824952866981","0.0799928329536465","4"
"Yes, every 3-4 weeks","2017","66 and older","Male","10","","","","4"
"Yes, every 3-4 weeks","2017","35-65 y.","Female","363","0.0480214557377678","0.0427617569611829","0.0532811545143527","4"
"Yes, every 3-4 weeks","2017","66 and older","Female","2","","","","4"
"Yes, every week","2017","16-34 y.","Male","127","0.0612531766807931","0.0508295715668227","0.0716767817947636","2"
"Yes, every week","2017","16-34 y.","Female","152","0.0687856594493692","0.0577158532649038","0.0798554656338346","2"
"Yes, every week","2017","35-65 y.","Male","406","0.0695441022270616","0.0629992498570576","0.0760889545970656","2"
"Yes, every week","2017","35-65 y.","Female","410","0.0594361993227493","0.0536198661321746","0.065252532513324","2"
"Yes, every week","2017","66 and older","Male","21","","","","2"
"Yes, every week","2017","66 and older","Female","8","","","","2"
"No, never","2018","16-34 y.","Male","","","","","1"
"No, never","2018","16-34 y.","Female","","","","","1"
"No, never","2018","35-65 y.","Male","","","","","1"
"No, never","2018","35-65 y.","Female","","","","","1"
"No, never","2018","66 and older","Male","","","","","1"
"No, never","2018","66 and older","Female","","","","","1"
"Rarely","2018","16-34 y.","Male","","","","","5"
"Rarely","2018","16-34 y.","Female","","","","","5"
"Rarely","2018","66 and older","Male","","","","","5"
"Rarely","2018","66 and older","Female","","","","","5"
"Rarely","2018","35-65 y.","Male","","","","","5"
"Rarely","2018","35-65 y.","Female","","","","","5"
"Yes, every 2 weeks","2018","66 and older","Female","","","","","3"
"Yes, every 2 weeks","2018","16-34 y.","Male","","","","","3"
"Yes, every 2 weeks","2018","16-34 y.","Female","","","","","3"
"Yes, every 2 weeks","2018","35-65 y.","Male","","","","","3"
"Yes, every 2 weeks","2018","35-65 y.","Female","","","","","3"
"Yes, every 2 weeks","2018","66 and older","Male","","","","","3"
"Yes, every 3-4 weeks","2018","16-34 y.","Male","","","","","4"
"Yes, every 3-4 weeks","2018","16-34 y.","Female","","","","","4"
"Yes, every 3-4 weeks","2018","35-65 y.","Male","","","","","4"
"Yes, every 3-4 weeks","2018","35-65 y.","Female","","","","","4"
"Yes, every 3-4 weeks","2018","66 and older","Male","","","","","4"
"Yes, every 3-4 weeks","2018","66 and older","Female","","","","","4"
"Yes, every week","2018","16-34 y.","Male","","","","","2"
"Yes, every week","2018","16-34 y.","Female","","","","","2"
"Yes, every week","2018","35-65 y.","Male","","","","","2"
"Yes, every week","2018","35-65 y.","Female","","","","","2"
"Yes, every week","2018","66 and older","Male","","","","","2"
"Yes, every week","2018","66 and older","Female","","","","","2"
"No, never","2019","16-34 y.","Male","1231","0.648189162593979","0.626487295048173","0.669891030139785","1"
"No, never","2019","16-34 y.","Female","1151","0.649523124626453","0.62743259739062","0.671613651862287","1"
"No, never","2019","35-65 y.","Male","3324","0.575811061044563","0.563439129018069","0.588182993071058","1"
"No, never","2019","35-65 y.","Female","4114","0.666709052139837","0.655050403763064","0.678367700516611","1"
"No, never","2019","66 and older","Male","225","0.595731170263301","0.548344109302791","0.643118231223811","1"
"No, never","2019","66 and older","Female","166","0.715090860299964","0.655981278576161","0.774200442023767","1"
"Rarely","2019","16-34 y.","Male","218","0.12416993347543","0.109183103918223","0.139156763032637","5"
"Rarely","2019","16-34 y.","Female","196","0.118269126910517","0.103317694307271","0.133220559513764","5"
"Rarely","2019","35-65 y.","Male","1296","0.200772914204916","0.190745117704304","0.210800710705528","5"
"Rarely","2019","35-65 y.","Female","784","0.121492080196714","0.1134120107449","0.129572149648528","5"
"Rarely","2019","66 and older","Male","108","0.243374397817505","0.201938434086041","0.284810361548968","5"
"Rarely","2019","66 and older","Female","29","","","","5"
"Yes, every 2 weeks","2019","16-34 y.","Male","166","0.110922265092954","0.0966507247058468","0.12519380548006","3"
"Yes, every 2 weeks","2019","16-34 y.","Female","228","0.11871334185687","0.103737630824006","0.133689052889734","3"
"Yes, every 2 weeks","2019","35-65 y.","Male","568","0.0844891913301293","0.0775269324390118","0.0914514502212467","3"
"Yes, every 2 weeks","2019","66 and older","Male","23","","","","3"
"Yes, every 2 weeks","2019","66 and older","Female","10","","","","3"
"Yes, every 2 weeks","2019","35-65 y.","Female","630","0.101256407610286","0.0937954009035839","0.108717414316989","3"
"Yes, every 3-4 weeks","2019","16-34 y.","Male","111","0.0560629088604521","0.0456084644289655","0.0665173532919388","4"
"Yes, every 3-4 weeks","2019","16-34 y.","Female","92","0.0445276512540684","0.034977658463974","0.0540776440441628","4"
"Yes, every 3-4 weeks","2019","35-65 y.","Male","437","0.067941370792518","0.061641862933768","0.074240878651268","4"
"Yes, every 3-4 weeks","2019","66 and older","Male","23","","","","4"
"Yes, every 3-4 weeks","2019","66 and older","Female","9","","","","4"
"Yes, every 3-4 weeks","2019","35-65 y.","Female","356","0.0491963472253039","0.043847254591213","0.0545454398593949","4"
"Yes, every week","2019","16-34 y.","Male","134","0.0606557299771851","0.0498079734014769","0.0715034865528934","2"
"Yes, every week","2019","35-65 y.","Male","505","0.0709854626278734","0.0645569009168038","0.0774140243389429","2"
"Yes, every week","2019","16-34 y.","Female","125","0.0689667553520911","0.0572344980249259","0.0806990126792564","2"
"Yes, every week","2019","66 and older","Male","33","0.0717032242334586","0.0467910147941395","0.0966154336727778","2"
"Yes, every week","2019","35-65 y.","Female","396","0.0613461128278581","0.0554111973931369","0.0672810282625793","2"
"Yes, every week","2019","66 and older","Female","10","","","","2"
