"plb0219","year","e11103","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Rarely","2008","Full Time","Couple + C. LE and GT 16","","","",""
"Rarely","2008","Part Time","1-pers.-HH","","","",""
"Rarely","2008","Part Time","(Married) couple without C. ","","","",""
"Rarely","2008","Part Time","Single parent ","","","",""
"Rarely","2008","Part Time","Couple + C. LE 16 ","","","",""
"Rarely","2008","Part Time","Couple + C. GT 16 ","","","",""
"Rarely","2008","Part Time","Couple + C. LE and GT 16","","","",""
"Rarely","2008","Not Working","1-pers.-HH","","","",""
"Rarely","2008","Not Working","(Married) couple without C. ","","","",""
"Rarely","2008","Not Working","Single parent ","","","",""
"Rarely","2008","Not Working","Couple + C. LE 16 ","","","",""
"Rarely","2008","Not Working","Couple + C. GT 16 ","","","",""
"Rarely","2008","Not Working","Couple + C. LE and GT 16","","","",""
"No, never","2009","Full Time","1-pers.-HH","496","0.527321286689218","0.495217156498762","0.559425416879674"
"No, never","2009","Full Time","(Married) couple without C. ","1116","0.547098579230475","0.525348104627775","0.568849053833175"
"No, never","2009","Full Time","Single parent ","191","0.602355079047792","0.549789677974366","0.654920480121218"
"No, never","2009","Full Time","Couple + C. LE 16 ","707","0.530528154755262","0.503399053327159","0.557657256183365"
"No, never","2009","Full Time","Couple + C. GT 16 ","798","0.613897640678003","0.587888573825807","0.639906707530199"
"No, never","2009","Full Time","Couple + C. LE and GT 16","257","0.517940451990552","0.47276636098984","0.563114542991265"
"No, never","2009","Part Time","1-pers.-HH","208","0.631713506597169","0.578948189550052","0.684478823644286"
"No, never","2009","Part Time","(Married) couple without C. ","541","0.654263099753819","0.621387843473212","0.687138356034425"
"No, never","2009","Part Time","Single parent ","174","0.713603942440565","0.656996023824797","0.770211861056333"
"No, never","2009","Part Time","Couple + C. LE 16 ","542","0.643175450751732","0.61018428404653","0.676166617456934"
"No, never","2009","Part Time","Couple + C. GT 16 ","458","0.669459592782007","0.633598639948515","0.705320545615499"
"No, never","2009","Part Time","Couple + C. LE and GT 16","214","0.729424906872352","0.680673522566428","0.778176291178275"
"No, never","2009","Not Working","1-pers.-HH","9","","",""
"No, never","2009","Not Working","(Married) couple without C. ","7","","",""
"No, never","2009","Not Working","Single parent ","10","","",""
"No, never","2009","Not Working","Couple + C. LE 16 ","30","0.639739988255003","0.49947424654251","0.780005729967496"
"No, never","2009","Not Working","Couple + C. GT 16 ","22","","",""
"No, never","2009","Not Working","Couple + C. LE and GT 16","11","","",""
"Yes, every week","2009","Full Time","1-pers.-HH","89","0.0996473727343319","0.0803863440287015","0.118908401439962"
"Yes, every week","2009","Full Time","(Married) couple without C. ","156","0.0820541555798163","0.0700621195923363","0.0940461915672963"
"Yes, every week","2009","Full Time","Single parent ","18","","",""
"Yes, every week","2009","Full Time","Couple + C. LE 16 ","91","0.0654151018517109","0.0519743115529934","0.0788558921504285"
"Yes, every week","2009","Full Time","Couple + C. GT 16 ","101","0.0625033123455844","0.0495714239270293","0.0754352007641395"
"Yes, every week","2009","Full Time","Couple + C. LE and GT 16","36","0.0756577037305624","0.0517497639607542","0.0995656435003707"
"Yes, every week","2009","Part Time","1-pers.-HH","28","","",""
"Yes, every week","2009","Part Time","(Married) couple without C. ","47","0.0576196475116833","0.0415125059083314","0.0737267891150351"
"Yes, every week","2009","Part Time","Single parent ","15","","",""
"Yes, every week","2009","Part Time","Couple + C. LE 16 ","41","0.0567939428072868","0.0408549864304855","0.0727328991840881"
"Yes, every week","2009","Part Time","Couple + C. GT 16 ","27","","",""
"Yes, every week","2009","Part Time","Couple + C. LE and GT 16","20","","",""
"Yes, every week","2009","Not Working","1-pers.-HH","","","",""
"Yes, every week","2009","Not Working","(Married) couple without C. ","2","","",""
"Yes, every week","2009","Not Working","Single parent ","1","","",""
"Yes, every week","2009","Not Working","Couple + C. LE 16 ","2","","",""
"Yes, every week","2009","Not Working","Couple + C. GT 16 ","2","","",""
"Yes, every week","2009","Not Working","Couple + C. LE and GT 16","1","","",""
"Yes, every 2 weeks","2009","Full Time","1-pers.-HH","97","0.0985102733439264","0.0793473665593968","0.117673180128456"
"Yes, every 2 weeks","2009","Full Time","(Married) couple without C. ","162","0.0769027086824543","0.0652606801435202","0.0885447372213884"
"Yes, every 2 weeks","2009","Full Time","Single parent ","50","0.163632816278056","0.123899055849667","0.203366576706445"
"Yes, every 2 weeks","2009","Full Time","Couple + C. LE 16 ","109","0.072899351157262","0.058767414283099","0.0870312880314251"
"Yes, every 2 weeks","2009","Full Time","Couple + C. GT 16 ","108","0.084129891553023","0.0693006934094011","0.0989590896966449"
"Yes, every 2 weeks","2009","Full Time","Couple + C. LE and GT 16","34","0.0601022575100561","0.0386148085673437","0.0815897064527684"
"Yes, every 2 weeks","2009","Part Time","1-pers.-HH","20","","",""
"Yes, every 2 weeks","2009","Part Time","(Married) couple without C. ","63","0.0779201000169061","0.0593920764320879","0.0964481236017243"
"Yes, every 2 weeks","2009","Part Time","Single parent ","19","","",""
"Yes, every 2 weeks","2009","Part Time","Couple + C. LE 16 ","68","0.0920148063957146","0.0721092728334906","0.111920339957939"
"Yes, every 2 weeks","2009","Part Time","Couple + C. GT 16 ","56","0.0853046815672476","0.0640099572278895","0.106599405906606"
"Yes, every 2 weeks","2009","Part Time","Couple + C. LE and GT 16","31","0.0919368399014498","0.0602298098790533","0.123643869923846"
"Yes, every 2 weeks","2009","Not Working","1-pers.-HH","3","","",""
"Yes, every 2 weeks","2009","Not Working","(Married) couple without C. ","1","","",""
"Yes, every 2 weeks","2009","Not Working","Single parent ","","","",""
"Yes, every 2 weeks","2009","Not Working","Couple + C. LE 16 ","5","","",""
"Yes, every 2 weeks","2009","Not Working","Couple + C. GT 16 ","2","","",""
"Yes, every 2 weeks","2009","Not Working","Couple + C. LE and GT 16","1","","",""
"Yes, every 3-4 weeks","2009","Full Time","1-pers.-HH","54","0.0577843077675339","0.0427798481853996","0.0727887673496683"
"Yes, every 3-4 weeks","2009","Full Time","(Married) couple without C. ","122","0.0713527843770447","0.0601050527398137","0.0826005160142758"
"Yes, every 3-4 weeks","2009","Full Time","Single parent ","15","","",""
"Yes, every 3-4 weeks","2009","Full Time","Couple + C. LE 16 ","84","0.0741036491067997","0.0598647176836067","0.0883425805299927"
"Yes, every 3-4 weeks","2009","Full Time","Couple + C. GT 16 ","92","0.0572530119723197","0.0448415681075973","0.069664455837042"
"Yes, every 3-4 weeks","2009","Full Time","Couple + C. LE and GT 16","28","","",""
"Yes, every 3-4 weeks","2009","Part Time","1-pers.-HH","17","","",""
"Yes, every 3-4 weeks","2009","Part Time","(Married) couple without C. ","35","0.0425677138502583","0.0286132143600874","0.0565222133404292"
"Yes, every 3-4 weeks","2009","Part Time","Single parent ","10","","",""
"Yes, every 3-4 weeks","2009","Part Time","Couple + C. LE 16 ","35","0.0619013785156561","0.0453062740431014","0.0784964829882109"
"Yes, every 3-4 weeks","2009","Part Time","Couple + C. GT 16 ","29","","",""
"Yes, every 3-4 weeks","2009","Part Time","Couple + C. LE and GT 16","15","","",""
"Yes, every 3-4 weeks","2009","Not Working","1-pers.-HH","","","",""
"Yes, every 3-4 weeks","2009","Not Working","(Married) couple without C. ","3","","",""
"Yes, every 3-4 weeks","2009","Not Working","Single parent ","1","","",""
"Yes, every 3-4 weeks","2009","Not Working","Couple + C. LE 16 ","4","","",""
"Yes, every 3-4 weeks","2009","Not Working","Couple + C. GT 16 ","","","",""
"Yes, every 3-4 weeks","2009","Not Working","Couple + C. LE and GT 16","1","","",""
"Rarely","2009","Full Time","1-pers.-HH","193","0.21673675946499","0.190241974783667","0.243231544146313"
"Rarely","2009","Full Time","(Married) couple without C. ","456","0.22259177213021","0.204415148163285","0.240768396097135"
"Rarely","2009","Full Time","Single parent ","59","0.155116400492925","0.116233981725501","0.19399881926035"
"Rarely","2009","Full Time","Couple + C. LE 16 ","309","0.257053743128966","0.233298084242727","0.280809402015205"
"Rarely","2009","Full Time","Couple + C. GT 16 ","247","0.18221614345107","0.161593788721405","0.202838498180735"
"Rarely","2009","Full Time","Couple + C. LE and GT 16","115","0.288466996057883","0.247508429153936","0.329425562961831"
"Rarely","2009","Part Time","1-pers.-HH","48","0.149811900075611","0.110770422848743","0.18885337730248"
"Rarely","2009","Part Time","(Married) couple without C. ","118","0.167629438867333","0.141809597588908","0.193449280145759"
"Rarely","2009","Part Time","Single parent ","27","","",""
"Rarely","2009","Part Time","Couple + C. LE 16 ","124","0.146114421529611","0.121789471182976","0.170439371876245"
"Rarely","2009","Part Time","Couple + C. GT 16 ","91","0.161799059658842","0.133724727768755","0.189873391548929"
"Rarely","2009","Part Time","Couple + C. LE and GT 16","39","0.0954019634211434","0.0631646214455817","0.127639305396705"
"Rarely","2009","Not Working","1-pers.-HH","2","","",""
"Rarely","2009","Not Working","(Married) couple without C. ","3","","",""
"Rarely","2009","Not Working","Single parent ","","","",""
"Rarely","2009","Not Working","Couple + C. LE 16 ","4","","",""
"Rarely","2009","Not Working","Couple + C. GT 16 ","2","","",""
"Rarely","2009","Not Working","Couple + C. LE and GT 16","2","","",""
"No, never","2010","Full Time","1-pers.-HH","","","",""
"No, never","2010","Full Time","(Married) couple without C. ","","","",""
"No, never","2010","Full Time","Single parent ","181","0.568829579580927","0.514483488147429","0.623175671014425"
"No, never","2010","Full Time","Couple + C. LE 16 ","1005","0.508140241750224","0.486180617637432","0.530099865863015"
"No, never","2010","Full Time","Couple + C. GT 16 ","8","","",""
"No, never","2010","Full Time","Couple + C. LE and GT 16","108","0.652064710815462","0.582673671582371","0.721455750048553"
"No, never","2010","Part Time","1-pers.-HH","","","",""
"No, never","2010","Part Time","(Married) couple without C. ","","","",""
"No, never","2010","Part Time","Single parent ","351","0.689940187005421","0.650262961030342","0.729617412980499"
"No, never","2010","Part Time","Couple + C. LE 16 ","632","0.587281925246024","0.558148279228693","0.616415571263354"
"No, never","2010","Part Time","Couple + C. GT 16 ","7","","",""
"No, never","2010","Part Time","Couple + C. LE and GT 16","78","0.610107753387336","0.527528440801559","0.692687065973114"
"No, never","2010","Not Working","1-pers.-HH","","","",""
"No, never","2010","Not Working","(Married) couple without C. ","","","",""
"No, never","2010","Not Working","Single parent ","35","0.722674837352309","0.59039676493754","0.854952909767078"
"No, never","2010","Not Working","Couple + C. LE 16 ","105","0.689900852708694","0.616848979363905","0.762952726053482"
"No, never","2010","Not Working","Couple + C. GT 16 ","2","","",""
"No, never","2010","Not Working","Couple + C. LE and GT 16","10","","",""
"Yes, every week","2010","Full Time","1-pers.-HH","","","",""
"Yes, every week","2010","Full Time","(Married) couple without C. ","","","",""
"Yes, every week","2010","Full Time","Single parent ","23","","",""
"Yes, every week","2010","Full Time","Couple + C. LE 16 ","146","0.0652137419655927","0.0543685265912613","0.076058957339924"
"Yes, every week","2010","Full Time","Couple + C. GT 16 ","","","",""
"Yes, every week","2010","Full Time","Couple + C. LE and GT 16","10","","",""
"Yes, every week","2010","Part Time","1-pers.-HH","","","",""
"Yes, every week","2010","Part Time","(Married) couple without C. ","","","",""
"Yes, every week","2010","Part Time","Single parent ","21","","",""
"Yes, every week","2010","Part Time","Couple + C. LE 16 ","91","0.0767526579327819","0.0610001204300571","0.0925051954355068"
"Yes, every week","2010","Part Time","Couple + C. GT 16 ","3","","",""
"Yes, every week","2010","Part Time","Couple + C. LE and GT 16","12","","",""
"Yes, every week","2010","Not Working","1-pers.-HH","","","",""
"Yes, every week","2010","Not Working","(Married) couple without C. ","","","",""
"Yes, every week","2010","Not Working","Single parent ","1","","",""
"Yes, every week","2010","Not Working","Couple + C. LE 16 ","9","","",""
"Yes, every week","2010","Not Working","Couple + C. GT 16 ","","","",""
"Yes, every week","2010","Not Working","Couple + C. LE and GT 16","1","","",""
"Yes, every 2 weeks","2010","Full Time","1-pers.-HH","","","",""
"Yes, every 2 weeks","2010","Full Time","(Married) couple without C. ","","","",""
"Yes, every 2 weeks","2010","Full Time","Single parent ","40","0.118370894990339","0.0829207370330661","0.153821052947612"
"Yes, every 2 weeks","2010","Full Time","Couple + C. LE 16 ","224","0.11762432851817","0.103473306643498","0.131775350392843"
"Yes, every 2 weeks","2010","Full Time","Couple + C. GT 16 ","2","","",""
"Yes, every 2 weeks","2010","Full Time","Couple + C. LE and GT 16","23","","",""
"Yes, every 2 weeks","2010","Part Time","1-pers.-HH","","","",""
"Yes, every 2 weeks","2010","Part Time","(Married) couple without C. ","","","",""
"Yes, every 2 weeks","2010","Part Time","Single parent ","63","0.121286215480052","0.0932807831377092","0.149291647822396"
"Yes, every 2 weeks","2010","Part Time","Couple + C. LE 16 ","118","0.104353987954033","0.0862627827079016","0.122445193200164"
"Yes, every 2 weeks","2010","Part Time","Couple + C. GT 16 ","1","","",""
"Yes, every 2 weeks","2010","Part Time","Couple + C. LE and GT 16","16","","",""
"Yes, every 2 weeks","2010","Not Working","1-pers.-HH","","","",""
"Yes, every 2 weeks","2010","Not Working","(Married) couple without C. ","","","",""
"Yes, every 2 weeks","2010","Not Working","Single parent ","4","","",""
"Yes, every 2 weeks","2010","Not Working","Couple + C. LE 16 ","16","","",""
"Yes, every 2 weeks","2010","Not Working","Couple + C. GT 16 ","","","",""
"Yes, every 2 weeks","2010","Not Working","Couple + C. LE and GT 16","","","",""
"Yes, every 3-4 weeks","2010","Full Time","1-pers.-HH","","","",""
"Yes, every 3-4 weeks","2010","Full Time","(Married) couple without C. ","","","",""
"Yes, every 3-4 weeks","2010","Full Time","Single parent ","17","","",""
"Yes, every 3-4 weeks","2010","Full Time","Couple + C. LE 16 ","164","0.0878450347847842","0.0754111916551519","0.100278877914416"
"Yes, every 3-4 weeks","2010","Full Time","Couple + C. GT 16 ","","","",""
"Yes, every 3-4 weeks","2010","Full Time","Couple + C. LE and GT 16","11","","",""
"Yes, every 3-4 weeks","2010","Part Time","1-pers.-HH","","","",""
"Yes, every 3-4 weeks","2010","Part Time","(Married) couple without C. ","","","",""
"Yes, every 3-4 weeks","2010","Part Time","Single parent ","23","","",""
"Yes, every 3-4 weeks","2010","Part Time","Couple + C. LE 16 ","67","0.0633567500934408","0.0489412960142012","0.0777722041726803"
"Yes, every 3-4 weeks","2010","Part Time","Couple + C. GT 16 ","","","",""
"Yes, every 3-4 weeks","2010","Part Time","Couple + C. LE and GT 16","5","","",""
"Yes, every 3-4 weeks","2010","Not Working","1-pers.-HH","","","",""
"Yes, every 3-4 weeks","2010","Not Working","(Married) couple without C. ","","","",""
"Yes, every 3-4 weeks","2010","Not Working","Single parent ","1","","",""
"Yes, every 3-4 weeks","2010","Not Working","Couple + C. LE 16 ","6","","",""
"Yes, every 3-4 weeks","2010","Not Working","Couple + C. GT 16 ","","","",""
"Yes, every 3-4 weeks","2010","Not Working","Couple + C. LE and GT 16","","","",""
"Rarely","2010","Full Time","1-pers.-HH","","","",""
"Rarely","2010","Full Time","(Married) couple without C. ","","","",""
"Rarely","2010","Full Time","Single parent ","58","0.190172796226111","0.147107927631764","0.233237664820457"
"Rarely","2010","Full Time","Couple + C. LE 16 ","452","0.221176652981229","0.202946026929916","0.239407279032542"
"Rarely","2010","Full Time","Couple + C. GT 16 ","3","","",""
"Rarely","2010","Full Time","Couple + C. LE and GT 16","29","","",""
"Rarely","2010","Part Time","1-pers.-HH","","","",""
"Rarely","2010","Part Time","(Married) couple without C. ","","","",""
"Rarely","2010","Part Time","Single parent ","64","0.113518276424289","0.0863050129217911","0.140731539926787"
"Rarely","2010","Part Time","Couple + C. LE 16 ","189","0.168254678773721","0.14611743561758","0.190391921929862"
"Rarely","2010","Part Time","Couple + C. GT 16 ","1","","",""
"Rarely","2010","Part Time","Couple + C. LE and GT 16","23","","",""
"Rarely","2010","Not Working","1-pers.-HH","","","",""
"Rarely","2010","Not Working","(Married) couple without C. ","","","",""
"Rarely","2010","Not Working","Single parent ","3","","",""
"Rarely","2010","Not Working","Couple + C. LE 16 ","18","","",""
"Rarely","2010","Not Working","Couple + C. GT 16 ","","","",""
"Rarely","2010","Not Working","Couple + C. LE and GT 16","5","","",""
"No, never","2011","Full Time","1-pers.-HH","555","0.519803235345405","0.489895756630713","0.549710714060098"
"No, never","2011","Full Time","(Married) couple without C. ","1380","0.571043199602487","0.55119266577697","0.590893733428004"
"No, never","2011","Full Time","Single parent ","502","0.648125170803523","0.6155578814986","0.680692460108446"
"No, never","2011","Full Time","Couple + C. LE 16 ","1799","0.523000167469861","0.506338336484646","0.539661998455077"
"No, never","2011","Full Time","Couple + C. GT 16 ","824","0.620468267870493","0.594984926800759","0.645951608940228"
"No, never","2011","Full Time","Couple + C. LE and GT 16","458","0.6304442993215","0.596439444526171","0.664449154116829"
"No, never","2011","Part Time","1-pers.-HH","238","0.624324226249269","0.576744904855199","0.671903547643339"
"No, never","2011","Part Time","(Married) couple without C. ","696","0.685030369118452","0.656580035327285","0.713480702909619"
"No, never","2011","Part Time","Single parent ","673","0.693582471792775","0.66446586212153","0.722699081464019"
"No, never","2011","Part Time","Couple + C. LE 16 ","1455","0.664013465619098","0.644479402152449","0.683547529085747"
"No, never","2011","Part Time","Couple + C. GT 16 ","504","0.707286318519257","0.673627514948254","0.74094512209026"
"No, never","2011","Part Time","Couple + C. LE and GT 16","390","0.699162107854989","0.661676083869991","0.736648131839987"
"No, never","2011","Not Working","1-pers.-HH","20","","",""
"No, never","2011","Not Working","(Married) couple without C. ","22","","",""
"No, never","2011","Not Working","Single parent ","48","0.667948786554831","0.556013309862355","0.779884263247307"
"No, never","2011","Not Working","Couple + C. LE 16 ","168","0.736503959274896","0.679939359267267","0.793068559282526"
"No, never","2011","Not Working","Couple + C. GT 16 ","19","","",""
"No, never","2011","Not Working","Couple + C. LE and GT 16","19","","",""
"Yes, every week","2011","Full Time","1-pers.-HH","99","0.0866836454557466","0.0698402401535059","0.103527050757987"
"Yes, every week","2011","Full Time","(Married) couple without C. ","183","0.0769235146742852","0.066235935789622","0.0876110935589483"
"Yes, every week","2011","Full Time","Single parent ","59","0.0645891913463133","0.0478266762143836","0.081351706478243"
"Yes, every week","2011","Full Time","Couple + C. LE 16 ","300","0.0878004102041363","0.0783596730510228","0.0972411473572498"
"Yes, every week","2011","Full Time","Couple + C. GT 16 ","120","0.0691790455129521","0.0558532577718278","0.0825048332540765"
"Yes, every week","2011","Full Time","Couple + C. LE and GT 16","50","0.0601734455919331","0.0434200089846934","0.0769268821991727"
"Yes, every week","2011","Part Time","1-pers.-HH","38","0.0952951185951937","0.0664484709867757","0.124141766203612"
"Yes, every week","2011","Part Time","(Married) couple without C. ","46","0.0403165658600139","0.0282688732610976","0.0523642584589303"
"Yes, every week","2011","Part Time","Single parent ","41","0.0697243054379669","0.0536388677391018","0.085809743136832"
"Yes, every week","2011","Part Time","Couple + C. LE 16 ","131","0.046955373207947","0.0382066942080638","0.0557040522078302"
"Yes, every week","2011","Part Time","Couple + C. GT 16 ","45","0.0653165717846053","0.0470387896041486","0.083594353965062"
"Yes, every week","2011","Part Time","Couple + C. LE and GT 16","33","0.0465302135544658","0.0293140983797776","0.063746328729154"
"Yes, every week","2011","Not Working","1-pers.-HH","3","","",""
"Yes, every week","2011","Not Working","(Married) couple without C. ","1","","",""
"Yes, every week","2011","Not Working","Single parent ","5","","",""
"Yes, every week","2011","Not Working","Couple + C. LE 16 ","14","","",""
"Yes, every week","2011","Not Working","Couple + C. GT 16 ","1","","",""
"Yes, every week","2011","Not Working","Couple + C. LE and GT 16","2","","",""
"Yes, every 2 weeks","2011","Full Time","1-pers.-HH","126","0.12380733449473","0.104091112845143","0.143523556144318"
"Yes, every 2 weeks","2011","Full Time","(Married) couple without C. ","223","0.0923969913743237","0.0807822964163458","0.104011686332302"
"Yes, every 2 weeks","2011","Full Time","Single parent ","102","0.112258821257808","0.0907304343984812","0.133787208117135"
"Yes, every 2 weeks","2011","Full Time","Couple + C. LE 16 ","351","0.0989950258562385","0.089032189922431","0.108957861790046"
"Yes, every 2 weeks","2011","Full Time","Couple + C. GT 16 ","136","0.085432147818573","0.0707533272750311","0.100110968362115"
"Yes, every 2 weeks","2011","Full Time","Couple + C. LE and GT 16","64","0.0708985605181304","0.0528173340425212","0.0889797869937397"
"Yes, every 2 weeks","2011","Part Time","1-pers.-HH","41","0.105102244351174","0.0749722354861743","0.135232253216174"
"Yes, every 2 weeks","2011","Part Time","(Married) couple without C. ","81","0.0676323086009657","0.0522518662332556","0.0830127509686758"
"Yes, every 2 weeks","2011","Part Time","Single parent ","90","0.079348037845484","0.0622773592767057","0.0964187164142624"
"Yes, every 2 weeks","2011","Part Time","Couple + C. LE 16 ","227","0.114553173443157","0.101381892286828","0.127724454599486"
"Yes, every 2 weeks","2011","Part Time","Couple + C. GT 16 ","59","0.08655178089124","0.0657519642815254","0.107351597500955"
"Yes, every 2 weeks","2011","Part Time","Couple + C. LE and GT 16","52","0.0663134189042734","0.0459750820102781","0.0866517557982686"
"Yes, every 2 weeks","2011","Not Working","1-pers.-HH","3","","",""
"Yes, every 2 weeks","2011","Not Working","(Married) couple without C. ","","","",""
"Yes, every 2 weeks","2011","Not Working","Single parent ","4","","",""
"Yes, every 2 weeks","2011","Not Working","Couple + C. LE 16 ","19","","",""
"Yes, every 2 weeks","2011","Not Working","Couple + C. GT 16 ","4","","",""
"Yes, every 2 weeks","2011","Not Working","Couple + C. LE and GT 16","2","","",""
"Yes, every 3-4 weeks","2011","Full Time","1-pers.-HH","75","0.0625883012549908","0.0480884861264322","0.0770881163835494"
"Yes, every 3-4 weeks","2011","Full Time","(Married) couple without C. ","164","0.0579352837431654","0.0485652130376275","0.0673053544487032"
"Yes, every 3-4 weeks","2011","Full Time","Single parent ","39","0.0408521576024424","0.0273529479033959","0.054351367301489"
"Yes, every 3-4 weeks","2011","Full Time","Couple + C. LE 16 ","248","0.0705888648794803","0.0620444026904001","0.0791333270685605"
"Yes, every 3-4 weeks","2011","Full Time","Couple + C. GT 16 ","69","0.0445668223550236","0.0337305845614625","0.0554030601485847"
"Yes, every 3-4 weeks","2011","Full Time","Couple + C. LE and GT 16","50","0.0604517037366254","0.0436620616563114","0.0772413458169394"
"Yes, every 3-4 weeks","2011","Part Time","1-pers.-HH","23","","",""
"Yes, every 3-4 weeks","2011","Part Time","(Married) couple without C. ","48","0.0431277473105921","0.0306853667522183","0.0555701278689659"
"Yes, every 3-4 weeks","2011","Part Time","Single parent ","41","0.0373542438348385","0.0253775162236369","0.04933097144604"
"Yes, every 3-4 weeks","2011","Part Time","Couple + C. LE 16 ","134","0.045053162428449","0.0364749765435883","0.0536313483133097"
"Yes, every 3-4 weeks","2011","Part Time","Couple + C. GT 16 ","24","","",""
"Yes, every 3-4 weeks","2011","Part Time","Couple + C. LE and GT 16","19","","",""
"Yes, every 3-4 weeks","2011","Not Working","1-pers.-HH","1","","",""
"Yes, every 3-4 weeks","2011","Not Working","(Married) couple without C. ","2","","",""
"Yes, every 3-4 weeks","2011","Not Working","Single parent ","4","","",""
"Yes, every 3-4 weeks","2011","Not Working","Couple + C. LE 16 ","11","","",""
"Yes, every 3-4 weeks","2011","Not Working","Couple + C. GT 16 ","2","","",""
"Yes, every 3-4 weeks","2011","Not Working","Couple + C. LE and GT 16","1","","",""
"Rarely","2011","Full Time","1-pers.-HH","217","0.207117483449127","0.182859008236726","0.231375958661528"
"Rarely","2011","Full Time","(Married) couple without C. ","438","0.201701010605739","0.185606871280917","0.21779514993056"
"Rarely","2011","Full Time","Single parent ","124","0.134174658989913","0.1109307876017","0.157418530378127"
"Rarely","2011","Full Time","Couple + C. LE 16 ","754","0.219615531590283","0.205805377269852","0.233425685910715"
"Rarely","2011","Full Time","Couple + C. GT 16 ","244","0.180353716442958","0.16016315861683","0.200544274269086"
"Rarely","2011","Full Time","Couple + C. LE and GT 16","152","0.178031990831811","0.151082281064123","0.2049817005995"
"Rarely","2011","Part Time","1-pers.-HH","58","0.122681670987797","0.0904505806278774","0.154912761347717"
"Rarely","2011","Part Time","(Married) couple without C. ","153","0.163893009109976","0.141219995194728","0.186566023025225"
"Rarely","2011","Part Time","Single parent ","118","0.119990941088936","0.0994673785701259","0.140514503607746"
"Rarely","2011","Part Time","Couple + C. LE 16 ","299","0.129424825301349","0.115542725953948","0.14330692464875"
"Rarely","2011","Part Time","Couple + C. GT 16 ","70","0.112943561585314","0.0895290070041629","0.136358116166466"
"Rarely","2011","Part Time","Couple + C. LE and GT 16","81","0.130570235370204","0.103030896237841","0.158109574502567"
"Rarely","2011","Not Working","1-pers.-HH","3","","",""
"Rarely","2011","Not Working","(Married) couple without C. ","2","","",""
"Rarely","2011","Not Working","Single parent ","7","","",""
"Rarely","2011","Not Working","Couple + C. LE 16 ","21","","",""
"Rarely","2011","Not Working","Couple + C. GT 16 ","2","","",""
"Rarely","2011","Not Working","Couple + C. LE and GT 16","4","","",""
"No, never","2012","Full Time","1-pers.-HH","22","","",""
"No, never","2012","Full Time","(Married) couple without C. ","11","","",""
"No, never","2012","Full Time","Single parent ","247","0.596209296465829","0.549002821422777","0.64341577150888"
"No, never","2012","Full Time","Couple + C. LE 16 ","1002","0.5661659587234","0.543396847059746","0.588935070387054"
"No, never","2012","Full Time","Couple + C. GT 16 ","35","0.71179806294424","0.586255804399167","0.837340321489312"
"No, never","2012","Full Time","Couple + C. LE and GT 16","221","0.613395014785244","0.563573273193841","0.663216756376646"
"No, never","2012","Part Time","1-pers.-HH","12","","",""
"No, never","2012","Part Time","(Married) couple without C. ","6","","",""
"No, never","2012","Part Time","Single parent ","437","0.70351507902785","0.668076543876831","0.738953614178869"
"No, never","2012","Part Time","Couple + C. LE 16 ","787","0.666066717847298","0.639580913500528","0.692552522194068"
"No, never","2012","Part Time","Couple + C. GT 16 ","23","","",""
"No, never","2012","Part Time","Couple + C. LE and GT 16","171","0.708289302032833","0.652716403540639","0.763862200525026"
"No, never","2012","Not Working","1-pers.-HH","1","","",""
"No, never","2012","Not Working","(Married) couple without C. ","2","","",""
"No, never","2012","Not Working","Single parent ","30","0.679197105942604","0.538027728999383","0.820366482885826"
"No, never","2012","Not Working","Couple + C. LE 16 ","104","0.731280067572849","0.659126817416003","0.803433317729696"
"No, never","2012","Not Working","Couple + C. GT 16 ","2","","",""
"No, never","2012","Not Working","Couple + C. LE and GT 16","22","","",""
"Yes, every week","2012","Full Time","1-pers.-HH","2","","",""
"Yes, every week","2012","Full Time","(Married) couple without C. ","","","",""
"Yes, every week","2012","Full Time","Single parent ","35","0.089048852977508","0.0616466328324922","0.116451073122524"
"Yes, every week","2012","Full Time","Couple + C. LE 16 ","155","0.0765897127055897","0.0643718575694185","0.0888075678417608"
"Yes, every week","2012","Full Time","Couple + C. GT 16 ","1","","",""
"Yes, every week","2012","Full Time","Couple + C. LE and GT 16","31","0.0716552983091406","0.0452680657515431","0.098042530866738"
"Yes, every week","2012","Part Time","1-pers.-HH","2","","",""
"Yes, every week","2012","Part Time","(Married) couple without C. ","1","","",""
"Yes, every week","2012","Part Time","Single parent ","35","0.0555225910013692","0.0377533694952984","0.0732918125074399"
"Yes, every week","2012","Part Time","Couple + C. LE 16 ","89","0.0637432391150709","0.0500237166713231","0.0774627615588186"
"Yes, every week","2012","Part Time","Couple + C. GT 16 ","7","","",""
"Yes, every week","2012","Part Time","Couple + C. LE and GT 16","15","","",""
"Yes, every week","2012","Not Working","1-pers.-HH","","","",""
"Yes, every week","2012","Not Working","(Married) couple without C. ","","","",""
"Yes, every week","2012","Not Working","Single parent ","3","","",""
"Yes, every week","2012","Not Working","Couple + C. LE 16 ","10","","",""
"Yes, every week","2012","Not Working","Couple + C. GT 16 ","","","",""
"Yes, every week","2012","Not Working","Couple + C. LE and GT 16","2","","",""
"Yes, every 2 weeks","2012","Full Time","1-pers.-HH","6","","",""
"Yes, every 2 weeks","2012","Full Time","(Married) couple without C. ","3","","",""
