"pli0096_h","year","bula_h","regtyp","n","percent","lower_confidence","upper_confidence"
"Rarely","1994","Bavaria","Urban Area","88","0.105932977825112","0.0845671581475522","0.127298797502671"
"Rarely","1994","Bavaria","Rural Area","111","0.144660541397353","0.119943152580949","0.169377930213757"
"Rarely","1994","Berlin","Urban Area","49","0.088094695053004","0.0642551520637502","0.111934238042258"
"Rarely","1994","Berlin","Rural Area","","","",""
"Rarely","1994","Brandenburg","Urban Area","1","","",""
"Rarely","1994","Brandenburg","Rural Area","51","0.0829527278602433","0.0598603311615169","0.10604512455897"
"Rarely","1994","Mecklenburg-Western Pomerania","Urban Area","1","","",""
"Rarely","1994","Mecklenburg-Western Pomerania","Rural Area","37","0.0885588641555364","0.0588793292569028","0.11823839905417"
"Rarely","1994","Saxony","Urban Area","51","0.0742775206808823","0.0529920666665054","0.0955629746952591"
"Rarely","1994","Saxony","Rural Area","63","0.0985774603288883","0.0734584527105109","0.123696467947266"
"Rarely","1994","Saxony-Anhalt","Urban Area","6","","",""
"Rarely","1994","Saxony-Anhalt","Rural Area","62","0.115231137558365","0.0868726248478451","0.143589650268886"
"Rarely","1994","Thuringia","Urban Area","8","","",""
"Rarely","1994","Thuringia","Rural Area","42","0.0806705118253201","0.0561024954317134","0.105238528218927"
"Never","1994","Schleswig-Holstein","Urban Area","114","0.803345129971701","0.737505480694606","0.869184779248796"
"Never","1994","Schleswig-Holstein","Rural Area","104","0.66389568639345","0.586742509840468","0.741048862946431"
"Never","1994","Hamburg","Urban Area","122","0.866361924002919","0.810592667064985","0.922131180940853"
"Never","1994","Hamburg","Rural Area","","","",""
"Never","1994","Lower Saxony","Urban Area","414","0.786857492249474","0.751726055007246","0.821988929491702"
"Never","1994","Lower Saxony","Rural Area","306","0.68858888403276","0.645564452114975","0.731613315950544"
"Never","1994","Bremen","Urban Area","67","0.781547710341652","0.695703870472611","0.867391550210692"
"Never","1994","Bremen","Rural Area","","","",""
"Never","1994","North Rhine-Westphalia","Urban Area","1888","0.780114423589603","0.763502938725657","0.796725908453548"
"Never","1994","North Rhine-Westphalia","Rural Area","41","0.630810463886128","0.509706792454493","0.751914135317763"
"Never","1994","Hesse","Urban Area","614","0.726976313001452","0.695968453238361","0.757984172764544"
"Never","1994","Hesse","Rural Area","93","0.75501468161533","0.6786986281975","0.831330735033159"
"Never","1994","Rhineland-Palatinate,Saarland","Urban Area","390","0.743317531409473","0.705738143354776","0.780896919464169"
"Never","1994","Rhineland-Palatinate,Saarland","Rural Area","76","0.735675648947705","0.652891608376322","0.818459689519087"
"Never","1994","Baden-Württemberg","Urban Area","1034","0.64840641536075","0.624371499120291","0.672441331601209"
"Never","1994","Baden-Württemberg","Rural Area","150","0.656949781784087","0.593640680018533","0.720258883549642"
"Never","1994","Bavaria","Urban Area","608","0.745690009884703","0.715457110186495","0.775922909582911"
"Never","1994","Bavaria","Rural Area","543","0.692650064944782","0.660228662655463","0.725071467234101"
"Never","1994","Berlin","Urban Area","446","0.808729551567638","0.775648921655083","0.841810181480193"
"Never","1994","Berlin","Rural Area","","","",""
"Never","1994","Brandenburg","Urban Area","53","0.853364844653319","0.762327303379327","0.944402385927311"
"Never","1994","Brandenburg","Rural Area","454","0.836028119701843","0.805028744348465","0.867027495055222"
"Never","1994","Mecklenburg-Western Pomerania","Urban Area","51","0.901619649340263","0.823615097766765","0.979624200913762"
"Never","1994","Mecklenburg-Western Pomerania","Rural Area","280","0.79874090620075","0.756856006571438","0.840625805830062"
"Never","1994","Saxony","Urban Area","467","0.814060627212305","0.782479482363959","0.845641772060651"
"Never","1994","Saxony","Rural Area","425","0.814408286702091","0.781647838034345","0.847168735369837"
"Never","1994","Saxony-Anhalt","Urban Area","197","0.923107066001697","0.887411813511153","0.958802318492242"
"Never","1994","Saxony-Anhalt","Rural Area","365","0.773345912439415","0.736162239583038","0.810529585295792"
"Never","1994","Thuringia","Urban Area","164","0.882360499970483","0.836549380497436","0.928171619443529"
"Never","1994","Thuringia","Rural Area","368","0.808011718707858","0.772479421849675","0.843544015566041"
"Daily","1995","Schleswig-Holstein","Urban Area","2","","",""
"Daily","1995","Schleswig-Holstein","Rural Area","1","","",""
"Daily","1995","Hamburg","Urban Area","1","","",""
"Daily","1995","Hamburg","Rural Area","","","",""
"Daily","1995","Lower Saxony","Urban Area","10","","",""
"Daily","1995","Lower Saxony","Rural Area","6","","",""
"Daily","1995","Bremen","Urban Area","2","","",""
"Daily","1995","Bremen","Rural Area","","","",""
"Daily","1995","North Rhine-Westphalia","Urban Area","24","","",""
"Daily","1995","North Rhine-Westphalia","Rural Area","","","",""
"Daily","1995","Hesse","Urban Area","16","","",""
"Daily","1995","Hesse","Rural Area","2","","",""
"Daily","1995","Rhineland-Palatinate,Saarland","Urban Area","16","","",""
"Daily","1995","Rhineland-Palatinate,Saarland","Rural Area","4","","",""
"Daily","1995","Baden-Württemberg","Urban Area","8","","",""
"Daily","1995","Baden-Württemberg","Rural Area","2","","",""
"Daily","1995","Bavaria","Urban Area","11","","",""
"Daily","1995","Bavaria","Rural Area","9","","",""
"Daily","1995","Berlin","Urban Area","3","","",""
"Daily","1995","Berlin","Rural Area","","","",""
"Daily","1995","Brandenburg","Urban Area","","","",""
"Daily","1995","Brandenburg","Rural Area","4","","",""
"Daily","1995","Mecklenburg-Western Pomerania","Urban Area","","","",""
"Daily","1995","Mecklenburg-Western Pomerania","Rural Area","1","","",""
"Daily","1995","Saxony","Urban Area","8","","",""
"Daily","1995","Saxony","Rural Area","","","",""
"Daily","1995","Saxony-Anhalt","Urban Area","2","","",""
"Daily","1995","Saxony-Anhalt","Rural Area","4","","",""
"Daily","1995","Thuringia","Urban Area","1","","",""
"Daily","1995","Thuringia","Rural Area","1","","",""
"Min 1x per week","1995","Schleswig-Holstein","Urban Area","9","","",""
"Min 1x per week","1995","Schleswig-Holstein","Rural Area","11","","",""
"Min 1x per week","1995","Hamburg","Urban Area","6","","",""
"Min 1x per week","1995","Hamburg","Rural Area","","","",""
"Min 1x per week","1995","Lower Saxony","Urban Area","28","","",""
"Min 1x per week","1995","Lower Saxony","Rural Area","38","0.0728591506390277","0.049632292735093","0.0960860085429625"
"Min 1x per week","1995","Bremen","Urban Area","3","","",""
"Min 1x per week","1995","Bremen","Rural Area","","","",""
"Min 1x per week","1995","North Rhine-Westphalia","Urban Area","152","0.0667747230739942","0.0570049692762463","0.0765444768717421"
"Min 1x per week","1995","North Rhine-Westphalia","Rural Area","7","","",""
"Min 1x per week","1995","Hesse","Urban Area","40","0.0728466233705701","0.0548827257301518","0.0908105210109883"
"Min 1x per week","1995","Hesse","Rural Area","7","","",""
"Min 1x per week","1995","Rhineland-Palatinate,Saarland","Urban Area","35","0.0643838118555675","0.0443054003265403","0.0844622233845947"
"Min 1x per week","1995","Rhineland-Palatinate,Saarland","Rural Area","8","","",""
"Min 1x per week","1995","Baden-Württemberg","Urban Area","145","0.0993827531095419","0.0846028574379958","0.114162648781088"
"Min 1x per week","1995","Baden-Württemberg","Rural Area","12","","",""
"Min 1x per week","1995","Bavaria","Urban Area","51","0.0626353003958146","0.0462881993480803","0.0789824014435489"
"Min 1x per week","1995","Bavaria","Rural Area","58","0.0729187952459711","0.0553464906079841","0.090491099883958"
"Min 1x per week","1995","Berlin","Urban Area","17","","",""
"Min 1x per week","1995","Berlin","Rural Area","","","",""
"Min 1x per week","1995","Brandenburg","Urban Area","","","",""
"Min 1x per week","1995","Brandenburg","Rural Area","18","","",""
"Min 1x per week","1995","Mecklenburg-Western Pomerania","Urban Area","2","","",""
"Min 1x per week","1995","Mecklenburg-Western Pomerania","Rural Area","11","","",""
"Min 1x per week","1995","Saxony","Urban Area","28","","",""
"Min 1x per week","1995","Saxony","Rural Area","18","","",""
"Min 1x per week","1995","Saxony-Anhalt","Urban Area","3","","",""
"Min 1x per week","1995","Saxony-Anhalt","Rural Area","28","","",""
"Min 1x per week","1995","Thuringia","Urban Area","7","","",""
"Min 1x per week","1995","Thuringia","Rural Area","29","","",""
"Min 1x per month","1995","Schleswig-Holstein","Urban Area","4","","",""
"Min 1x per month","1995","Schleswig-Holstein","Rural Area","9","","",""
"Min 1x per month","1995","Hamburg","Urban Area","3","","",""
"Min 1x per month","1995","Hamburg","Rural Area","","","",""
"Min 1x per month","1995","Lower Saxony","Urban Area","23","","",""
"Min 1x per month","1995","Lower Saxony","Rural Area","29","","",""
"Min 1x per month","1995","Bremen","Urban Area","4","","",""
"Min 1x per month","1995","Bremen","Rural Area","","","",""
"Min 1x per month","1995","North Rhine-Westphalia","Urban Area","108","0.0499038197952531","0.0413819478186308","0.0584256917718754"
"Min 1x per month","1995","North Rhine-Westphalia","Rural Area","6","","",""
"Min 1x per month","1995","Hesse","Urban Area","40","0.0578161366786726","0.0416832370525573","0.073949036304788"
"Min 1x per month","1995","Hesse","Rural Area","7","","",""
"Min 1x per month","1995","Rhineland-Palatinate,Saarland","Urban Area","33","0.0692651538086271","0.0484939085723695","0.0900363990448847"
"Min 1x per month","1995","Rhineland-Palatinate,Saarland","Rural Area","16","","",""
"Min 1x per month","1995","Baden-Württemberg","Urban Area","95","0.0750446957485664","0.0620290385670696","0.0880603529300632"
"Min 1x per month","1995","Baden-Württemberg","Rural Area","18","","",""
"Min 1x per month","1995","Bavaria","Urban Area","42","0.0539275483624917","0.038688971691213","0.0691661250337704"
"Min 1x per month","1995","Bavaria","Rural Area","50","0.0657386901083466","0.0489894619640031","0.08248791825269"
"Min 1x per month","1995","Berlin","Urban Area","21","","",""
"Min 1x per month","1995","Berlin","Rural Area","","","",""
"Min 1x per month","1995","Brandenburg","Urban Area","","","",""
"Min 1x per month","1995","Brandenburg","Rural Area","29","","",""
"Min 1x per month","1995","Mecklenburg-Western Pomerania","Urban Area","5","","",""
"Min 1x per month","1995","Mecklenburg-Western Pomerania","Rural Area","17","","",""
"Min 1x per month","1995","Saxony","Urban Area","39","0.062247701794934","0.0424481296254676","0.0820472739644005"
"Min 1x per month","1995","Saxony","Rural Area","39","0.0745793812733831","0.0519993056039061","0.0971594569428601"
"Min 1x per month","1995","Saxony-Anhalt","Urban Area","4","","",""
"Min 1x per month","1995","Saxony-Anhalt","Rural Area","36","0.0667742666956073","0.0449372076188345","0.0886113257723801"
"Min 1x per month","1995","Thuringia","Urban Area","11","","",""
"Min 1x per month","1995","Thuringia","Rural Area","32","0.0615429667665109","0.0396051179541207","0.0834808155789011"
"Rarely","1995","Schleswig-Holstein","Urban Area","10","","",""
"Rarely","1995","Schleswig-Holstein","Rural Area","16","","",""
"Rarely","1995","Hamburg","Urban Area","6","","",""
"Rarely","1995","Hamburg","Rural Area","","","",""
"Rarely","1995","Lower Saxony","Urban Area","41","0.0948798628098505","0.0707374866094006","0.1190222390103"
"Rarely","1995","Lower Saxony","Rural Area","45","0.101089811798645","0.0741504440913078","0.128029179505983"
"Rarely","1995","Bremen","Urban Area","7","","",""
"Rarely","1995","Bremen","Rural Area","","","",""
"Rarely","1995","North Rhine-Westphalia","Urban Area","192","0.0831215470753887","0.0723172375574447","0.0939258565933327"
"Rarely","1995","North Rhine-Westphalia","Rural Area","6","","",""
"Rarely","1995","Hesse","Urban Area","62","0.0860079212469578","0.0666276206806651","0.10538822181325"
"Rarely","1995","Hesse","Rural Area","17","","",""
"Rarely","1995","Rhineland-Palatinate,Saarland","Urban Area","30","0.0636527648318197","0.0436808710664324","0.083624658597207"
"Rarely","1995","Rhineland-Palatinate,Saarland","Rural Area","23","","",""
"Rarely","1995","Baden-Württemberg","Urban Area","162","0.106494079063418","0.0912550542749114","0.121733103851925"
"Rarely","1995","Baden-Württemberg","Rural Area","27","","",""
"Rarely","1995","Bavaria","Urban Area","63","0.0772227116210288","0.0592133698491934","0.0952320533928642"
"Rarely","1995","Bavaria","Rural Area","99","0.123327018540216","0.101104257293911","0.145549779786522"
"Rarely","1995","Berlin","Urban Area","36","0.0546721483282962","0.0359099883110967","0.0734343083454957"
"Rarely","1995","Berlin","Rural Area","","","",""
"Rarely","1995","Brandenburg","Urban Area","1","","",""
"Rarely","1995","Brandenburg","Rural Area","43","0.0846901429707203","0.0617933622045252","0.107586923736915"
"Rarely","1995","Mecklenburg-Western Pomerania","Urban Area","3","","",""
"Rarely","1995","Mecklenburg-Western Pomerania","Rural Area","34","0.0971747783371453","0.0665354325735311","0.127814124100759"
"Rarely","1995","Saxony","Urban Area","36","0.0505963162189215","0.0326351313907883","0.0685575010470547"
"Rarely","1995","Saxony","Rural Area","33","0.057299277465705","0.0373233058618796","0.0772752490695304"
"Rarely","1995","Saxony-Anhalt","Urban Area","7","","",""
"Rarely","1995","Saxony-Anhalt","Rural Area","36","0.0521183236652654","0.0326750890939109","0.0715615582366198"
"Rarely","1995","Thuringia","Urban Area","10","","",""
"Rarely","1995","Thuringia","Rural Area","37","0.0625590016184957","0.0404527807670225","0.0846652224699689"
"Never","1995","Schleswig-Holstein","Urban Area","113","0.791568407177651","0.723798865623257","0.859337948732045"
"Never","1995","Schleswig-Holstein","Rural Area","106","0.70080261298319","0.625751553634616","0.775853672331764"
"Never","1995","Hamburg","Urban Area","116","0.873056451705768","0.816264393907861","0.929848509503675"
"Never","1995","Hamburg","Rural Area","","","",""
"Never","1995","Lower Saxony","Urban Area","464","0.789941235722673","0.756382339270186","0.823500132175159"
"Never","1995","Lower Saxony","Rural Area","363","0.761275979852924","0.723178637903165","0.799373321802683"
"Never","1995","Bremen","Urban Area","79","0.853865922168262","0.782833458047873","0.924898386288651"
"Never","1995","Bremen","Rural Area","","","",""
"Never","1995","North Rhine-Westphalia","Urban Area","2032","0.787328992797715","0.771314374531275","0.803343611064154"
"Never","1995","North Rhine-Westphalia","Rural Area","50","0.688213763116158","0.578915391269786","0.79751213496253"
"Never","1995","Hesse","Urban Area","646","0.761599546403758","0.732146044118505","0.791053048689011"
"Never","1995","Hesse","Rural Area","110","0.761705379894599","0.691877203139997","0.831533556649202"
"Never","1995","Rhineland-Palatinate,Saarland","Urban Area","460","0.764221250180452","0.729495308628326","0.798947191732577"
"Never","1995","Rhineland-Palatinate,Saarland","Rural Area","82","0.602207425236192","0.519026516677936","0.685388333794448"
"Never","1995","Baden-Württemberg","Urban Area","1164","0.716212816563318","0.693940614397352","0.738485018729285"
"Never","1995","Baden-Württemberg","Rural Area","163","0.667594311880864","0.605627073621897","0.72956155013983"
"Never","1995","Bavaria","Urban Area","677","0.790008710100857","0.762530183121218","0.817487237080497"
"Never","1995","Bavaria","Rural Area","625","0.729784627439866","0.699772106588816","0.759797148290917"
"Never","1995","Berlin","Urban Area","487","0.875130276595956","0.847848448473318","0.902412104718593"
"Never","1995","Berlin","Rural Area","","","",""
"Never","1995","Brandenburg","Urban Area","18","","",""
"Never","1995","Brandenburg","Rural Area","474","0.831788382829953","0.80102682385299","0.862549941806916"
"Never","1995","Mecklenburg-Western Pomerania","Urban Area","46","0.819077804776722","0.718254116466328","0.919901493087116"
"Never","1995","Mecklenburg-Western Pomerania","Rural Area","296","0.816710734386001","0.776688298813694","0.856733169958307"
"Never","1995","Saxony","Urban Area","461","0.834064252829699","0.803576893581691","0.864551612077708"
"Never","1995","Saxony","Rural Area","430","0.83774086521827","0.806052061271928","0.869429669164613"
"Never","1995","Saxony-Anhalt","Urban Area","169","0.928502749988291","0.891375011798255","0.965630488178327"
"Never","1995","Saxony-Anhalt","Rural Area","398","0.820833151937067","0.787286243488918","0.854380060385215"
"Never","1995","Thuringia","Urban Area","160","0.871944098494412","0.824305244094966","0.919582952893859"
"Never","1995","Thuringia","Rural Area","362","0.818439521016952","0.783250953751959","0.853628088281946"
"Daily","1996","Schleswig-Holstein","Urban Area","","","",""
"Daily","1996","Schleswig-Holstein","Rural Area","","","",""
"Daily","1996","Hamburg","Urban Area","","","",""
"Daily","1996","Hamburg","Rural Area","","","",""
"Daily","1996","Lower Saxony","Urban Area","","","",""
"Daily","1996","Lower Saxony","Rural Area","","","",""
"Daily","1996","Bremen","Urban Area","","","",""
"Daily","1996","Bremen","Rural Area","","","",""
"Daily","1996","North Rhine-Westphalia","Urban Area","","","",""
"Daily","1996","North Rhine-Westphalia","Rural Area","","","",""
"Daily","1996","Hesse","Urban Area","","","",""
"Daily","1996","Hesse","Rural Area","","","",""
"Daily","1996","Rhineland-Palatinate,Saarland","Urban Area","","","",""
"Daily","1996","Rhineland-Palatinate,Saarland","Rural Area","","","",""
"Daily","1996","Baden-Württemberg","Urban Area","","","",""
"Daily","1996","Baden-Württemberg","Rural Area","","","",""
"Daily","1996","Bavaria","Urban Area","","","",""
"Daily","1996","Bavaria","Rural Area","","","",""
"Daily","1996","Berlin","Urban Area","","","",""
"Daily","1996","Berlin","Rural Area","","","",""
"Daily","1996","Brandenburg","Urban Area","","","",""
"Daily","1996","Brandenburg","Rural Area","","","",""
"Daily","1996","Mecklenburg-Western Pomerania","Urban Area","","","",""
"Daily","1996","Mecklenburg-Western Pomerania","Rural Area","","","",""
"Daily","1996","Saxony","Urban Area","","","",""
"Daily","1996","Saxony","Rural Area","","","",""
"Daily","1996","Saxony-Anhalt","Urban Area","","","",""
"Daily","1996","Saxony-Anhalt","Rural Area","","","",""
"Daily","1996","Thuringia","Urban Area","","","",""
"Daily","1996","Thuringia","Rural Area","","","",""
"Min 1x per week","1996","Schleswig-Holstein","Urban Area","8","","",""
"Min 1x per week","1996","Schleswig-Holstein","Rural Area","12","","",""
"Min 1x per week","1996","Hamburg","Urban Area","5","","",""
"Min 1x per week","1996","Hamburg","Rural Area","","","",""
"Min 1x per week","1996","Lower Saxony","Urban Area","38","0.07588428067032","0.0538925411381335","0.0978760202025065"
"Min 1x per week","1996","Lower Saxony","Rural Area","50","0.0836930284140474","0.059173326400469","0.108212730427626"
"Min 1x per week","1996","Bremen","Urban Area","6","","",""
"Min 1x per week","1996","Bremen","Rural Area","","","",""
"Min 1x per week","1996","North Rhine-Westphalia","Urban Area","160","0.0737283241364255","0.0634638952376217","0.0839927530352292"
"Min 1x per week","1996","North Rhine-Westphalia","Rural Area","4","","",""
"Min 1x per week","1996","Hesse","Urban Area","51","0.108310243723423","0.0863881971460633","0.130232290300782"
"Min 1x per week","1996","Hesse","Rural Area","8","","",""
"Min 1x per week","1996","Rhineland-Palatinate,Saarland","Urban Area","54","0.106301379558309","0.0807960080066939","0.131806751109924"
"Min 1x per week","1996","Rhineland-Palatinate,Saarland","Rural Area","12","","",""
"Min 1x per week","1996","Baden-Württemberg","Urban Area","125","0.0864742314862484","0.0722364951037104","0.100711967868786"
"Min 1x per week","1996","Baden-Württemberg","Rural Area","23","","",""
"Min 1x per week","1996","Bavaria","Urban Area","58","0.0682280226473714","0.0509600101158739","0.085496035178869"
"Min 1x per week","1996","Bavaria","Rural Area","73","0.0877614100266779","0.0685927666258385","0.106930053427517"
"Min 1x per week","1996","Berlin","Urban Area","25","","",""
"Min 1x per week","1996","Berlin","Rural Area","","","",""
"Min 1x per week","1996","Brandenburg","Urban Area","1","","",""
"Min 1x per week","1996","Brandenburg","Rural Area","14","","",""
"Min 1x per week","1996","Mecklenburg-Western Pomerania","Urban Area","1","","",""
"Min 1x per week","1996","Mecklenburg-Western Pomerania","Rural Area","10","","",""
"Min 1x per week","1996","Saxony","Urban Area","36","0.0573109906229259","0.0381621248472159","0.076459856398636"
"Min 1x per week","1996","Saxony","Rural Area","27","","",""
"Min 1x per week","1996","Saxony-Anhalt","Urban Area","6","","",""
"Min 1x per week","1996","Saxony-Anhalt","Rural Area","31","0.059944259950295","0.038483269252228","0.081405250648362"
"Min 1x per week","1996","Thuringia","Urban Area","5","","",""
"Min 1x per week","1996","Thuringia","Rural Area","31","0.0604127879776238","0.0388734599698946","0.0819521159853529"
"Min 1x per month","1996","Schleswig-Holstein","Urban Area","7","","",""
"Min 1x per month","1996","Schleswig-Holstein","Rural Area","11","","",""
"Min 1x per month","1996","Hamburg","Urban Area","6","","",""
"Min 1x per month","1996","Hamburg","Rural Area","","","",""
"Min 1x per month","1996","Lower Saxony","Urban Area","34","0.0492853767181817","0.0313088981764739","0.0672618552598895"
"Min 1x per month","1996","Lower Saxony","Rural Area","35","0.0705852779672196","0.0479069052088236","0.0932636507256156"
"Min 1x per month","1996","Bremen","Urban Area","1","","",""
"Min 1x per month","1996","Bremen","Rural Area","","","",""
"Min 1x per month","1996","North Rhine-Westphalia","Urban Area","146","0.0702880690185592","0.0602473820914138","0.0803287559457046"
"Min 1x per month","1996","North Rhine-Westphalia","Rural Area","7","","",""
"Min 1x per month","1996","Hesse","Urban Area","43","0.0618980162536929","0.0448998202243876","0.0788962122829982"
"Min 1x per month","1996","Hesse","Rural Area","7","","",""
"Min 1x per month","1996","Rhineland-Palatinate,Saarland","Urban Area","39","0.0722675695598938","0.0508411426302926","0.0936939964894951"
"Min 1x per month","1996","Rhineland-Palatinate,Saarland","Rural Area","12","","",""
"Min 1x per month","1996","Baden-Württemberg","Urban Area","106","0.0937010489258771","0.078939050461525","0.108463047390229"
"Min 1x per month","1996","Baden-Württemberg","Rural Area","19","","",""
"Min 1x per month","1996","Bavaria","Urban Area","50","0.0912156757299091","0.0714972929226352","0.110934058537183"
"Min 1x per month","1996","Bavaria","Rural Area","67","0.0907275106288049","0.0712693454754703","0.11018567578214"
"Min 1x per month","1996","Berlin","Urban Area","30","0.065589803199194","0.0448054368709395","0.0863741695274485"
"Min 1x per month","1996","Berlin","Rural Area","","","",""
"Min 1x per month","1996","Brandenburg","Urban Area","","","",""
"Min 1x per month","1996","Brandenburg","Rural Area","37","0.0636450505114217","0.0435336438179802","0.0837564572048632"
"Min 1x per month","1996","Mecklenburg-Western Pomerania","Urban Area","2","","",""
"Min 1x per month","1996","Mecklenburg-Western Pomerania","Rural Area","31","0.100042530148403","0.0683802731328529","0.131704787163953"
"Min 1x per month","1996","Saxony","Urban Area","38","0.0628082927736212","0.0428206035452272","0.0827959820020153"
"Min 1x per month","1996","Saxony","Rural Area","45","0.0723820785601047","0.0504660913340008","0.0942980657862085"
"Min 1x per month","1996","Saxony-Anhalt","Urban Area","7","","",""
"Min 1x per month","1996","Saxony-Anhalt","Rural Area","30","0.0700494212769457","0.046974970513662","0.0931238720402294"
"Min 1x per month","1996","Thuringia","Urban Area","16","","",""
"Min 1x per month","1996","Thuringia","Rural Area","38","0.0742395883537925","0.050538611718338","0.0979405649892471"
"Rarely","1996","Schleswig-Holstein","Urban Area","16","","",""
"Rarely","1996","Schleswig-Holstein","Rural Area","26","","",""
"Rarely","1996","Hamburg","Urban Area","12","","",""
"Rarely","1996","Hamburg","Rural Area","","","",""
"Rarely","1996","Lower Saxony","Urban Area","72","0.145333074307695","0.116064526661057","0.174601621954333"
"Rarely","1996","Lower Saxony","Rural Area","75","0.178529424192021","0.144621519077958","0.212437329306083"
"Rarely","1996","Bremen","Urban Area","13","","",""
"Rarely","1996","Bremen","Rural Area","","","",""
"Rarely","1996","North Rhine-Westphalia","Urban Area","307","0.139517443587011","0.125908208760788","0.153126678413233"
"Rarely","1996","North Rhine-Westphalia","Rural Area","12","","",""
"Rarely","1996","Hesse","Urban Area","107","0.137012109456849","0.112755993051777","0.16126822586192"
"Rarely","1996","Hesse","Rural Area","26","","",""
"Rarely","1996","Rhineland-Palatinate,Saarland","Urban Area","64","0.110553017055747","0.0846045328638002","0.136501501247695"
"Rarely","1996","Rhineland-Palatinate,Saarland","Rural Area","31","0.206240094771708","0.1377343770758","0.274745812467616"
"Rarely","1996","Baden-Württemberg","Urban Area","263","0.18181208439905","0.162274309836315","0.201349858961785"
"Rarely","1996","Baden-Württemberg","Rural Area","44","0.219203157864227","0.164031803826716","0.274374511901738"
"Rarely","1996","Bavaria","Urban Area","112","0.132216370526793","0.109018160169146","0.155414580884441"
"Rarely","1996","Bavaria","Rural Area","133","0.186889451733836","0.16048041537161","0.213298488096061"
"Rarely","1996","Berlin","Urban Area","42","0.0693099837192759","0.0479868875375587","0.090633079900993"
"Rarely","1996","Berlin","Rural Area","","","",""
"Rarely","1996","Brandenburg","Urban Area","2","","",""
"Rarely","1996","Brandenburg","Rural Area","66","0.119646329422567","0.0929089921192789","0.146383666725855"
"Rarely","1996","Mecklenburg-Western Pomerania","Urban Area","6","","",""
"Rarely","1996","Mecklenburg-Western Pomerania","Rural Area","52","0.132669852383292","0.0968753039770763","0.168464400789507"
"Rarely","1996","Saxony","Urban Area","54","0.0859392502601296","0.0628492899737105","0.109029210546549"
"Rarely","1996","Saxony","Rural Area","61","0.105419600161986","0.0794460496933905","0.131393150630582"
"Rarely","1996","Saxony-Anhalt","Urban Area","17","","",""
"Rarely","1996","Saxony-Anhalt","Rural Area","75","0.146757603685965","0.114766024291114","0.178749183080815"
"Rarely","1996","Thuringia","Urban Area","18","","",""
"Rarely","1996","Thuringia","Rural Area","84","0.164639446185178","0.131111797881272","0.198167094489084"
"Never","1996","Schleswig-Holstein","Urban Area","108","0.775580721420824","0.706224683638101","0.844936759203546"
"Never","1996","Schleswig-Holstein","Rural Area","97","0.586710871076903","0.506835898570502","0.666585843583303"
"Never","1996","Hamburg","Urban Area","103","0.802634541428933","0.733138940389977","0.872130142467888"
"Never","1996","Hamburg","Rural Area","","","",""
"Never","1996","Lower Saxony","Urban Area","413","0.729497268303803","0.692606461274535","0.766388075333072"
"Never","1996","Lower Saxony","Rural Area","330","0.667192269426712","0.625469583693324","0.708914955160101"
"Never","1996","Bremen","Urban Area","75","0.799648594646843","0.719160420787714","0.880136768505973"
"Never","1996","Bremen","Rural Area","","","",""
"Never","1996","North Rhine-Westphalia","Urban Area","1877","0.716466163258005","0.698763088343373","0.734169238172637"
"Never","1996","North Rhine-Westphalia","Rural Area","40","0.586125027716549","0.464504318457111","0.707745736975988"
"Never","1996","Hesse","Urban Area","571","0.692779630566036","0.660236299876055","0.725322961256016"
"Never","1996","Hesse","Rural Area","99","0.697564624064236","0.621480754599272","0.7736484935292"
"Never","1996","Rhineland-Palatinate,Saarland","Urban Area","404","0.71087803382605","0.673363050991416","0.748393016660684"
"Never","1996","Rhineland-Palatinate,Saarland","Rural Area","79","0.621730006980297","0.539619723441286","0.703840290519309"
"Never","1996","Baden-Württemberg","Urban Area","1003","0.638012635188824","0.613668265388863","0.662357004988786"
"Never","1996","Baden-Württemberg","Rural Area","130","0.555749950975664","0.489486404769168","0.622013497182161"
"Never","1996","Bavaria","Urban Area","599","0.708339931095926","0.677210908148774","0.739468954043078"
"Never","1996","Bavaria","Rural Area","564","0.634621627610682","0.601999354840697","0.667243900380666"
"Never","1996","Berlin","Urban Area","448","0.814926923684231","0.782322179656118","0.847531667712343"
"Never","1996","Berlin","Rural Area","","","",""
"Never","1996","Brandenburg","Urban Area","29","","",""
"Never","1996","Brandenburg","Rural Area","449","0.790677990484351","0.757162378951871","0.824193602016832"
"Never","1996","Mecklenburg-Western Pomerania","Urban Area","45","0.799226378541731","0.692385010043365","0.906067747040098"
"Never","1996","Mecklenburg-Western Pomerania","Rural Area","252","0.749281931119465","0.703546372247048","0.795017489991881"
"Never","1996","Saxony","Urban Area","438","0.793941466343323","0.76061959214342","0.827263340543227"
"Never","1996","Saxony","Rural Area","404","0.76825612249818","0.732568460435979","0.803943784560381"
"Never","1996","Saxony-Anhalt","Urban Area","173","0.900892694521829","0.859788187967368","0.94199720107629"
"Never","1996","Saxony-Anhalt","Rural Area","334","0.723248715086795","0.682801574888045","0.763695855285544"
"Never","1996","Thuringia","Urban Area","152","0.80215903432361","0.745662766562215","0.858655302085004"
"Never","1996","Thuringia","Rural Area","317","0.700708177483406","0.659306762872485","0.742109592094326"
"Daily","1997","Schleswig-Holstein","Urban Area","","","",""
"Daily","1997","Schleswig-Holstein","Rural Area","","","",""
"Daily","1997","Hamburg","Urban Area","","","",""
"Daily","1997","Hamburg","Rural Area","","","",""
