"pli0096_h","year","migback","sex","n","percent","lower_confidence","upper_confidence","value"
"Daily","1998","direct migration background","Male","12","","","","1"
"Daily","1998","direct migration background","Female","2","","","","1"
"Daily","1998","indirect migration background","Male","3","","","","1"
"Daily","1998","indirect migration background","Female","1","","","","1"
"Min 1x per month","1998","no migration background","Male","517","0.0990772855373044","0.0910752740307651","0.107079297043844","3"
"Min 1x per month","1998","direct migration background","Male","47","0.0323798755300145","0.022422869245626","0.0423368818144029","3"
"Min 1x per month","1998","no migration background","Female","328","0.055065842917177","0.0492259598657478","0.0609057259686062","3"
"Min 1x per month","1998","direct migration background","Female","37","0.0372007870291533","0.0264025957902924","0.0479989782680141","3"
"Min 1x per month","1998","indirect migration background","Male","11","","","","3"
"Min 1x per month","1998","indirect migration background","Female","6","","","","3"
"Min 1x per week","1998","no migration background","Male","488","0.0926996502814919","0.0849321202606984","0.100467180302285","2"
"Min 1x per week","1998","no migration background","Female","310","0.0507225424871487","0.045104832416822","0.0563402525574753","2"
"Min 1x per week","1998","direct migration background","Male","56","0.0496155738738383","0.0374004630203793","0.0618306847272973","2"
"Min 1x per week","1998","indirect migration background","Male","12","","","","2"
"Min 1x per week","1998","direct migration background","Female","24","","","","2"
"Min 1x per week","1998","indirect migration background","Female","11","","","","2"
"Never","1998","no migration background","Female","4581","0.778566973271139","0.767937018490841","0.789196928051438","5"
"Never","1998","no migration background","Male","3700","0.679672563877982","0.667175289873227","0.692169837882736","5"
"Never","1998","direct migration background","Male","1017","0.828087083650939","0.806862899414804","0.849311267887073","5"
"Never","1998","direct migration background","Female","1050","0.872135103872776","0.853081609495656","0.891188598249896","5"
"Never","1998","indirect migration background","Male","259","0.827448162985172","0.785317427285058","0.869578898685286","5"
"Never","1998","indirect migration background","Female","246","0.820544161693686","0.776680568845496","0.864407754541876","5"
"Rarely","1998","no migration background","Male","576","0.116125304580411","0.107544517281581","0.12470609187924","4"
"Rarely","1998","no migration background","Female","616","0.110512556084656","0.102485839046485","0.118539273122827","4"
"Rarely","1998","direct migration background","Male","82","0.0773257369702352","0.0623003735588383","0.0923511003816321","4"
"Rarely","1998","direct migration background","Female","67","0.0533459233536555","0.0405239945683986","0.0661678521389125","4"
"Rarely","1998","indirect migration background","Male","24","","","","4"
"Rarely","1998","indirect migration background","Female","30","0.105445029268542","0.0703382492219268","0.140551809315157","4"
"Daily","1999","no migration background","Male","","","","","1"
"Daily","1999","no migration background","Female","","","","","1"
"Daily","1999","direct migration background","Male","","","","","1"
"Daily","1999","direct migration background","Female","","","","","1"
"Daily","1999","indirect migration background","Male","","","","","1"
"Daily","1999","indirect migration background","Female","","","","","1"
"Min 1x per month","1999","no migration background","Male","482","0.0905819845420711","0.0827719887549258","0.0983919803292164","3"
"Min 1x per month","1999","no migration background","Female","371","0.0637162257953365","0.0573570584393916","0.0700753931512814","3"
"Min 1x per month","1999","direct migration background","Male","45","0.0476481371021409","0.0351277609092676","0.0601685132950142","3"
"Min 1x per month","1999","direct migration background","Female","29","","","","3"
"Min 1x per month","1999","indirect migration background","Male","10","","","","3"
"Min 1x per month","1999","indirect migration background","Female","11","","","","3"
"Min 1x per week","1999","no migration background","Male","569","0.111088187715558","0.10253729639163","0.119639079039487","2"
"Min 1x per week","1999","direct migration background","Male","56","0.0570257199678381","0.0433961858969354","0.0706552540387408","2"
"Min 1x per week","1999","no migration background","Female","332","0.057821564012659","0.0517446515261856","0.0638984764991323","2"
"Min 1x per week","1999","indirect migration background","Male","20","","","","2"
"Min 1x per week","1999","direct migration background","Female","30","0.0463634199714683","0.0339034036045685","0.058823436338368","2"
"Min 1x per week","1999","indirect migration background","Female","17","","","","2"
"Never","1999","no migration background","Female","4207","0.746967803849555","0.735648744979558","0.758286862719551","5"
"Never","1999","no migration background","Male","3350","0.63852361033672","0.625450571372455","0.651596649300985","5"
"Never","1999","direct migration background","Male","891","0.794769581670576","0.77103196124232","0.818507202098833","5"
"Never","1999","direct migration background","Female","933","0.820440264063628","0.797696235510043","0.843184292617214","5"
"Never","1999","indirect migration background","Male","230","0.689797819752375","0.63813762198689","0.74145801751786","5"
"Never","1999","indirect migration background","Female","236","0.811838141680222","0.767611090272563","0.856065193087881","5"
"Rarely","1999","no migration background","Male","787","0.159806217405651","0.149835310188667","0.169777124622635","4"
"Rarely","1999","no migration background","Female","757","0.13149440634245","0.122695849704834","0.140292962980066","4"
"Rarely","1999","direct migration background","Male","120","0.100556561259445","0.0828804049608882","0.118232717558001","4"
"Rarely","1999","direct migration background","Female","102","0.10604675378122","0.0878016842703181","0.124291823292122","4"
"Rarely","1999","indirect migration background","Male","48","0.189218908426914","0.145476085656629","0.232961731197199","4"
"Rarely","1999","indirect migration background","Female","36","0.101662038279116","0.0674651376586791","0.135858938899553","4"
"Daily","2000","no migration background","Male","","","","","1"
"Daily","2000","no migration background","Female","","","","","1"
"Daily","2000","direct migration background","Male","","","","","1"
"Daily","2000","indirect migration background","Male","","","","","1"
"Daily","2000","direct migration background","Female","","","","","1"
"Daily","2000","indirect migration background","Female","","","","","1"
"Min 1x per month","2000","no migration background","Male","","","","","3"
"Min 1x per month","2000","no migration background","Female","","","","","3"
"Min 1x per month","2000","direct migration background","Male","","","","","3"
"Min 1x per month","2000","indirect migration background","Male","","","","","3"
"Min 1x per month","2000","direct migration background","Female","","","","","3"
"Min 1x per month","2000","indirect migration background","Female","","","","","3"
"Min 1x per week","2000","no migration background","Male","","","","","2"
"Min 1x per week","2000","direct migration background","Male","","","","","2"
"Min 1x per week","2000","no migration background","Female","","","","","2"
"Min 1x per week","2000","indirect migration background","Male","","","","","2"
"Min 1x per week","2000","direct migration background","Female","","","","","2"
"Min 1x per week","2000","indirect migration background","Female","","","","","2"
"Never","2000","no migration background","Male","","","","","5"
"Never","2000","no migration background","Female","","","","","5"
"Never","2000","direct migration background","Male","","","","","5"
"Never","2000","direct migration background","Female","","","","","5"
"Never","2000","indirect migration background","Male","","","","","5"
"Never","2000","indirect migration background","Female","","","","","5"
"Rarely","2000","no migration background","Male","","","","","4"
"Rarely","2000","no migration background","Female","","","","","4"
"Rarely","2000","direct migration background","Male","","","","","4"
"Rarely","2000","direct migration background","Female","","","","","4"
"Rarely","2000","indirect migration background","Male","","","","","4"
"Rarely","2000","indirect migration background","Female","","","","","4"
"Daily","2001","no migration background","Male","","","","","1"
"Daily","2001","no migration background","Female","","","","","1"
"Daily","2001","direct migration background","Male","","","","","1"
"Daily","2001","direct migration background","Female","","","","","1"
"Daily","2001","indirect migration background","Female","","","","","1"
"Daily","2001","indirect migration background","Male","","","","","1"
"Min 1x per month","2001","no migration background","Male","803","0.0903270669858127","0.0842929297933701","0.0963612041782553","3"
"Min 1x per month","2001","direct migration background","Male","62","0.0500441334898105","0.0387473039504109","0.06134096302921","3"
"Min 1x per month","2001","no migration background","Female","719","0.0735400537251147","0.0682812613968059","0.0787988460534235","3"
"Min 1x per month","2001","indirect migration background","Male","6","","","","3"
"Min 1x per month","2001","direct migration background","Female","47","0.036004523248247","0.0265290503331059","0.0454799961633881","3"
"Min 1x per month","2001","indirect migration background","Female","13","","","","3"
"Min 1x per week","2001","no migration background","Male","1007","0.114114147219597","0.107421125763878","0.120807168675316","2"
"Min 1x per week","2001","no migration background","Female","585","0.0624152829153189","0.0575415530196303","0.0672890128110076","2"
"Min 1x per week","2001","direct migration background","Male","69","0.048653196539326","0.0375063147577962","0.0598000783208559","2"
"Min 1x per week","2001","direct migration background","Female","41","0.0287200600127381","0.0202253267710899","0.0372147932543863","2"
"Min 1x per week","2001","indirect migration background","Male","25","","","","2"
"Min 1x per week","2001","indirect migration background","Female","25","","","","2"
"Never","2001","no migration background","Female","6929","0.740684758310395","0.731855149739429","0.749514366881362","5"
"Never","2001","no migration background","Male","5727","0.663427033970643","0.653479858322529","0.673374209618757","5"
"Never","2001","direct migration background","Male","1183","0.823823566947977","0.8040848333197","0.843562300576254","5"
"Never","2001","direct migration background","Female","1298","0.863809270682999","0.846364407514201","0.881254133851796","5"
"Never","2001","indirect migration background","Male","312","0.808499569693695","0.768885153531329","0.848113985856061","5"
"Never","2001","indirect migration background","Female","314","0.78851661180276","0.748143207651571","0.828890015953949","5"
"Rarely","2001","no migration background","Male","1132","0.132131751823946","0.125003318597777","0.139260185050115","4"
"Rarely","2001","no migration background","Female","1231","0.123359905049171","0.11673456149265","0.129985248605692","4"
"Rarely","2001","direct migration background","Male","117","0.0774791030228863","0.063627224554019","0.0913309814917536","4"
"Rarely","2001","direct migration background","Female","99","0.0714661460560164","0.0583642570249923","0.0845680350870406","4"
"Rarely","2001","indirect migration background","Male","36","0.106289135239987","0.0752598735791798","0.137318396900794","4"
"Rarely","2001","indirect migration background","Female","41","0.103803727098867","0.0736486907591581","0.133958763438576","4"
"Daily","2002","no migration background","Male","","","","","1"
"Daily","2002","no migration background","Female","","","","","1"
"Daily","2002","direct migration background","Male","","","","","1"
"Daily","2002","direct migration background","Female","","","","","1"
"Daily","2002","indirect migration background","Male","","","","","1"
"Daily","2002","indirect migration background","Female","","","","","1"
"Min 1x per month","2002","no migration background","Male","","","","","3"
"Min 1x per month","2002","direct migration background","Male","","","","","3"
"Min 1x per month","2002","no migration background","Female","","","","","3"
"Min 1x per month","2002","direct migration background","Female","","","","","3"
"Min 1x per month","2002","indirect migration background","Male","","","","","3"
"Min 1x per month","2002","indirect migration background","Female","","","","","3"
"Min 1x per week","2002","no migration background","Male","","","","","2"
"Min 1x per week","2002","no migration background","Female","","","","","2"
"Min 1x per week","2002","direct migration background","Male","","","","","2"
"Min 1x per week","2002","direct migration background","Female","","","","","2"
"Min 1x per week","2002","indirect migration background","Male","","","","","2"
"Min 1x per week","2002","indirect migration background","Female","","","","","2"
"Never","2002","no migration background","Male","","","","","5"
"Never","2002","direct migration background","Male","","","","","5"
"Never","2002","no migration background","Female","","","","","5"
"Never","2002","direct migration background","Female","","","","","5"
"Never","2002","indirect migration background","Male","","","","","5"
"Never","2002","indirect migration background","Female","","","","","5"
"Rarely","2002","no migration background","Male","","","","","4"
"Rarely","2002","direct migration background","Male","","","","","4"
"Rarely","2002","no migration background","Female","","","","","4"
"Rarely","2002","indirect migration background","Male","","","","","4"
"Rarely","2002","direct migration background","Female","","","","","4"
"Rarely","2002","indirect migration background","Female","","","","","4"
"Daily","2003","no migration background","Male","173","0.0182836997713325","0.0155210038306741","0.021046395711991","1"
"Daily","2003","no migration background","Female","78","0.00661393856325446","0.0050032814366978","0.00822459568981113","1"
"Daily","2003","direct migration background","Male","7","","","","1"
"Daily","2003","direct migration background","Female","4","","","","1"
"Daily","2003","indirect migration background","Female","3","","","","1"
"Daily","2003","indirect migration background","Male","5","","","","1"
"Min 1x per month","2003","no migration background","Male","808","0.0835381145676671","0.0778324322609027","0.0892437968744314","3"
"Min 1x per month","2003","no migration background","Female","723","0.0711536022095146","0.0660452082150701","0.0762619962039591","3"
"Min 1x per month","2003","direct migration background","Male","42","0.0300670047337485","0.0206414591642528","0.0394925503032443","3"
"Min 1x per month","2003","direct migration background","Female","36","0.0290844688295402","0.0201501868542452","0.0380187508048351","3"
"Min 1x per month","2003","indirect migration background","Male","9","","","","3"
"Min 1x per month","2003","indirect migration background","Female","10","","","","3"
"Min 1x per week","2003","no migration background","Male","928","0.0955028650069678","0.0894422060560199","0.101563523957916","2"
"Min 1x per week","2003","no migration background","Female","673","0.0630967092061548","0.058265401193317","0.0679280172189925","2"
"Min 1x per week","2003","direct migration background","Male","60","0.0543766418968065","0.0418609219949404","0.0668923617986725","2"
"Min 1x per week","2003","direct migration background","Female","46","0.0380657315567484","0.0278920497322884","0.0482394133812084","2"
"Min 1x per week","2003","indirect migration background","Male","21","","","","2"
"Min 1x per week","2003","indirect migration background","Female","28","","","","2"
"Never","2003","no migration background","Male","6018","0.682271053586922","0.672670088017337","0.691872019156507","5"
"Never","2003","no migration background","Female","7197","0.75949998483469","0.751007487326097","0.767992482343283","5"
"Never","2003","direct migration background","Male","1076","0.843395982984441","0.823337053079351","0.86345491288953","5"
"Never","2003","direct migration background","Female","1200","0.874558083351017","0.856948299216741","0.892167867485293","5"
"Never","2003","indirect migration background","Male","314","0.8160468882565","0.776621837409293","0.855471939103707","5"
"Never","2003","indirect migration background","Female","341","0.848712043147376","0.814195262570061","0.883228823724692","5"
"Rarely","2003","no migration background","Male","1107","0.120404267067111","0.113693525040916","0.127115009093305","4"
"Rarely","2003","direct migration background","Male","76","0.0647357952381629","0.0511548515670696","0.0783167389092562","4"
"Rarely","2003","no migration background","Female","1058","0.0996357651863858","0.0936842062704012","0.10558732410237","4"
"Rarely","2003","indirect migration background","Male","22","","","","4"
"Rarely","2003","direct migration background","Female","73","0.0549249971273559","0.0428118631090468","0.067038131145665","4"
"Rarely","2003","indirect migration background","Female","32","0.0539553291971782","0.0321922212810156","0.0757184371133409","4"
"Daily","2004","no migration background","Male","","","","","1"
"Daily","2004","no migration background","Female","","","","","1"
"Daily","2004","direct migration background","Male","","","","","1"
"Daily","2004","direct migration background","Female","","","","","1"
"Daily","2004","indirect migration background","Female","","","","","1"
"Daily","2004","indirect migration background","Male","","","","","1"
"Min 1x per month","2004","no migration background","Male","","","","","3"
"Min 1x per month","2004","no migration background","Female","","","","","3"
"Min 1x per month","2004","direct migration background","Male","","","","","3"
"Min 1x per month","2004","indirect migration background","Male","","","","","3"
"Min 1x per month","2004","direct migration background","Female","","","","","3"
"Min 1x per month","2004","indirect migration background","Female","","","","","3"
"Min 1x per week","2004","no migration background","Male","","","","","2"
"Min 1x per week","2004","no migration background","Female","","","","","2"
"Min 1x per week","2004","direct migration background","Male","","","","","2"
"Min 1x per week","2004","direct migration background","Female","","","","","2"
"Min 1x per week","2004","indirect migration background","Male","","","","","2"
"Min 1x per week","2004","indirect migration background","Female","","","","","2"
"Never","2004","no migration background","Male","","","","","5"
"Never","2004","no migration background","Female","","","","","5"
"Never","2004","direct migration background","Male","","","","","5"
"Never","2004","direct migration background","Female","","","","","5"
"Never","2004","indirect migration background","Male","","","","","5"
"Never","2004","indirect migration background","Female","","","","","5"
"Rarely","2004","no migration background","Male","","","","","4"
"Rarely","2004","direct migration background","Male","","","","","4"
"Rarely","2004","no migration background","Female","","","","","4"
"Rarely","2004","direct migration background","Female","","","","","4"
"Rarely","2004","indirect migration background","Male","","","","","4"
"Rarely","2004","indirect migration background","Female","","","","","4"
"Daily","2005","no migration background","Male","","","","","1"
"Daily","2005","no migration background","Female","","","","","1"
"Daily","2005","direct migration background","Male","","","","","1"
"Daily","2005","direct migration background","Female","","","","","1"
"Daily","2005","indirect migration background","Male","","","","","1"
"Daily","2005","indirect migration background","Female","","","","","1"
"Min 1x per month","2005","no migration background","Male","902","0.100173760064838","0.0937399026364391","0.106607617493237","3"
"Min 1x per month","2005","direct migration background","Male","56","0.0509212126946756","0.0380349289020075","0.0638074964873437","3"
"Min 1x per month","2005","no migration background","Female","832","0.0842233901879995","0.0785194947500766","0.0899272856259225","3"
"Min 1x per month","2005","direct migration background","Female","45","0.0363723490733945","0.026018696845013","0.046726001301776","3"
"Min 1x per month","2005","indirect migration background","Male","12","","","","3"
"Min 1x per month","2005","indirect migration background","Female","11","","","","3"
"Min 1x per week","2005","no migration background","Male","1009","0.110558156846096","0.103838156558951","0.117278157133241","2"
"Min 1x per week","2005","no migration background","Female","717","0.0779303807691091","0.0724248945700484","0.0834358669681699","2"
"Min 1x per week","2005","direct migration background","Male","66","0.0679761312316776","0.0532218204064679","0.0827304420568873","2"
"Min 1x per week","2005","direct migration background","Female","53","0.0464791533827207","0.0348366205352146","0.0581216862302268","2"
"Min 1x per week","2005","indirect migration background","Male","31","0.0679154629224079","0.0432898023565426","0.0925411234882733","2"
"Min 1x per week","2005","indirect migration background","Female","28","","","","2"
"Never","2005","no migration background","Male","5160","0.633134017897126","0.622806007550936","0.643462028243316","5"
"Never","2005","direct migration background","Male","909","0.797673776155911","0.774125130508536","0.821222421803286","5"
"Never","2005","no migration background","Female","6203","0.700904917946941","0.691501307876328","0.710308528017554","5"
"Never","2005","direct migration background","Female","1051","0.824697196055839","0.803669341637126","0.845725050474551","5"
"Never","2005","indirect migration background","Male","309","0.754169511115643","0.712026237995759","0.796312784235527","5"
"Never","2005","indirect migration background","Female","329","0.748087500719252","0.706960478660885","0.789214522777618","5"
"Rarely","2005","no migration background","Male","1294","0.15613406519194","0.14835547879344","0.16391265159044","4"
"Rarely","2005","direct migration background","Male","87","0.0834288799177357","0.0672194224103472","0.0996383374251242","4"
"Rarely","2005","no migration background","Female","1355","0.136941311095951","0.129880609976887","0.144002012215015","4"
"Rarely","2005","indirect migration background","Male","49","0.140248324427968","0.106261447345763","0.174235201510173","4"
"Rarely","2005","direct migration background","Female","107","0.0924513014880463","0.0764319564697754","0.108470646506317","4"
"Rarely","2005","indirect migration background","Female","60","0.138652471655359","0.105912430549148","0.171392512761571","4"
"Daily","2006","no migration background","Male","","","","","1"
"Daily","2006","no migration background","Female","","","","","1"
"Daily","2006","direct migration background","Male","","","","","1"
"Daily","2006","direct migration background","Female","","","","","1"
"Daily","2006","indirect migration background","Male","","","","","1"
"Daily","2006","indirect migration background","Female","","","","","1"
"Min 1x per month","2006","no migration background","Male","","","","","3"
"Min 1x per month","2006","no migration background","Female","","","","","3"
"Min 1x per month","2006","direct migration background","Male","","","","","3"
"Min 1x per month","2006","direct migration background","Female","","","","","3"
"Min 1x per month","2006","indirect migration background","Male","","","","","3"
"Min 1x per month","2006","indirect migration background","Female","","","","","3"
"Min 1x per week","2006","no migration background","Male","","","","","2"
"Min 1x per week","2006","no migration background","Female","","","","","2"
"Min 1x per week","2006","direct migration background","Male","","","","","2"
"Min 1x per week","2006","direct migration background","Female","","","","","2"
"Min 1x per week","2006","indirect migration background","Female","","","","","2"
"Min 1x per week","2006","indirect migration background","Male","","","","","2"
"Never","2006","no migration background","Male","","","","","5"
"Never","2006","no migration background","Female","","","","","5"
"Never","2006","direct migration background","Male","","","","","5"
"Never","2006","direct migration background","Female","","","","","5"
"Never","2006","indirect migration background","Male","","","","","5"
"Never","2006","indirect migration background","Female","","","","","5"
"Rarely","2006","no migration background","Male","","","","","4"
"Rarely","2006","no migration background","Female","","","","","4"
"Rarely","2006","direct migration background","Male","","","","","4"
"Rarely","2006","direct migration background","Female","","","","","4"
"Rarely","2006","indirect migration background","Male","","","","","4"
"Rarely","2006","indirect migration background","Female","","","","","4"
"Daily","2007","no migration background","Male","","","","","1"
"Daily","2007","no migration background","Female","","","","","1"
"Daily","2007","direct migration background","Male","","","","","1"
"Daily","2007","direct migration background","Female","","","","","1"
"Daily","2007","indirect migration background","Male","","","","","1"
"Daily","2007","indirect migration background","Female","","","","","1"
"Min 1x per month","2007","no migration background","Male","883","0.0974727285770788","0.0911288079140136","0.103816649240144","3"
"Min 1x per month","2007","no migration background","Female","767","0.0736007140618668","0.0682556746920262","0.0789457534317074","3"
"Min 1x per month","2007","direct migration background","Male","34","0.0310999213802786","0.0201759295912541","0.0420239131693031","3"
"Min 1x per month","2007","direct migration background","Female","46","0.0465291025303853","0.0342862133766758","0.0587719916840949","3"
"Min 1x per month","2007","indirect migration background","Male","8","","","","3"
"Min 1x per month","2007","indirect migration background","Female","23","","","","3"
"Min 1x per week","2007","no migration background","Male","1051","0.116682910082206","0.109816211931765","0.123549608232646","2"
"Min 1x per week","2007","no migration background","Female","791","0.0823995040969157","0.0767709103027994","0.088028097891032","2"
"Min 1x per week","2007","direct migration background","Male","65","0.064408576655504","0.0489604012910648","0.0798567520199432","2"
"Min 1x per week","2007","direct migration background","Female","51","0.0370458676149006","0.0260674298442883","0.0480243053855128","2"
"Min 1x per week","2007","indirect migration background","Male","34","0.0577112121874774","0.0339177841260715","0.0815046402488833","2"
"Min 1x per week","2007","indirect migration background","Female","27","","","","2"
"Never","2007","no migration background","Male","5349","0.652006658105503","0.641818457277377","0.662194858933629","5"
"Never","2007","no migration background","Female","6394","0.71375635778272","0.704503972519017","0.723008743046422","5"
"Never","2007","direct migration background","Male","806","0.840550779168422","0.817512215370188","0.863589342966656","5"
"Never","2007","direct migration background","Female","948","0.832152939873474","0.810429614655393","0.853876265091556","5"
"Never","2007","indirect migration background","Male","275","0.760535672829935","0.716992996858606","0.804078348801265","5"
"Never","2007","indirect migration background","Female","317","0.747261654113035","0.705247163939835","0.789276144286236","5"
"Rarely","2007","no migration background","Male","1114","0.133837703235213","0.126555297199031","0.141120109271394","4"
"Rarely","2007","no migration background","Female","1216","0.130243424058498","0.123353926480731","0.137132921636265","4"
"Rarely","2007","direct migration background","Male","65","0.0639407227957951","0.0485449082702438","0.0793365373213464","4"
"Rarely","2007","indirect migration background","Male","52","0.14870483761616","0.112402253599277","0.185007421633044","4"
"Rarely","2007","direct migration background","Female","92","0.0842720899812397","0.0681250482920464","0.100419131670433","4"
"Rarely","2007","indirect migration background","Female","44","0.136989229399616","0.103747891166064","0.170230567633168","4"
"Daily","2008","no migration background","Male","156","0.0153265117926236","0.0126294759715256","0.0180235476137217","1"
"Daily","2008","no migration background","Female","80","0.00854462607124563","0.00661189123690271","0.0104773609055885","1"
"Daily","2008","direct migration background","Male","12","","","","1"
"Daily","2008","direct migration background","Female","7","","","","1"
"Daily","2008","indirect migration background","Male","6","","","","1"
"Daily","2008","indirect migration background","Female","2","","","","1"
"Min 1x per month","2008","no migration background","Male","732","0.0851041344602115","0.0789780907336827","0.0912301781867402","3"
"Min 1x per month","2008","direct migration background","Male","39","0.0460531104769514","0.0322047507215806","0.0599014702323221","3"
"Min 1x per month","2008","no migration background","Female","696","0.0750164025253102","0.069485012399343","0.0805477926512775","3"
"Min 1x per month","2008","direct migration background","Female","35","0.0268238379031699","0.0169376104108244","0.0367100653955155","3"
"Min 1x per month","2008","indirect migration background","Male","14","","","","3"
"Min 1x per month","2008","indirect migration background","Female","16","","","","3"
"Min 1x per week","2008","no migration background","Male","893","0.10682075598413","0.100039407464079","0.11360210450418","2"
"Min 1x per week","2008","no migration background","Female","671","0.0747168788597218","0.0691956488667755","0.0802381088526682","2"
"Min 1x per week","2008","direct migration background","Male","44","0.0369172674395989","0.0244591239985387","0.0493754108806591","2"
"Min 1x per week","2008","direct migration background","Female","35","0.0309594882622859","0.0203610404863161","0.0415579360382556","2"
"Min 1x per week","2008","indirect migration background","Male","29","","","","2"
"Min 1x per week","2008","indirect migration background","Female","28","","","","2"
"Never","2008","no migration background","Male","5278","0.682513296354185","0.672293617245781","0.69273297546259","5"
"Never","2008","no migration background","Female","6287","0.73514477106427","0.725879036183292","0.744410505945248","5"
"Never","2008","direct migration background","Male","719","0.833910475674127","0.809321661188676","0.858499290159578","5"
"Never","2008","direct migration background","Female","877","0.86515599757258","0.844256423307435","0.886055571837724","5"
"Never","2008","indirect migration background","Male","286","0.761172439560642","0.717728322251108","0.804616556870177","5"
"Never","2008","indirect migration background","Female","319","0.760307966353229","0.718472976699688","0.80214295600677","5"
"Rarely","2008","no migration background","Male","911","0.11023530140885","0.103359602303239","0.117111000514461","4"
"Rarely","2008","direct migration background","Male","66","0.0688611127003229","0.0521309176124165","0.0855913077882293","4"
"Rarely","2008","no migration background","Female","978","0.106577321479452","0.100097693911787","0.113056949047117","4"
"Rarely","2008","indirect migration background","Male","35","0.120315015963857","0.0871659928195446","0.15346403910817","4"
"Rarely","2008","direct migration background","Female","72","0.0701961380513698","0.0545637008328664","0.0858285752698733","4"
"Rarely","2008","indirect migration background","Female","35","0.109390490396301","0.0788024578213457","0.139978522971256","4"
"Daily","2009","no migration background","Male","","","","","1"
"Daily","2009","no migration background","Female","","","","","1"
"Daily","2009","direct migration background","Male","","","","","1"
"Daily","2009","direct migration background","Female","","","","","1"
"Daily","2009","indirect migration background","Male","","","","","1"
"Daily","2009","indirect migration background","Female","","","","","1"
"Min 1x per month","2009","no migration background","Male","748","0.0910505671118446","0.0845355078381462","0.097565626385543","3"
"Min 1x per month","2009","no migration background","Female","686","0.0773028925086642","0.071500015245272","0.0831057697720564","3"
"Min 1x per month","2009","direct migration background","Male","31","0.0405814501604664","0.0265159548602909","0.054646945460642","3"
"Min 1x per month","2009","direct migration background","Female","41","0.0442025642384051","0.0307514416095713","0.0576536868672389","3"
"Min 1x per month","2009","indirect migration background","Male","20","","","","3"
"Min 1x per month","2009","indirect migration background","Female","25","","","","3"
"Min 1x per week","2009","no migration background","Male","996","0.127622555612287","0.120066013364359","0.135179097860216","2"
"Min 1x per week","2009","direct migration background","Male","38","0.039675108942757","0.0257610015806948","0.0535892163048192","2"
"Min 1x per week","2009","no migration background","Female","687","0.0792066221444515","0.0733387887688393","0.0850744555200637","2"
"Min 1x per week","2009","direct migration background","Female","38","0.0346066677852158","0.0226452155911791","0.0465681199792525","2"
"Min 1x per week","2009","indirect migration background","Male","23","","","","2"
"Min 1x per week","2009","indirect migration background","Female","23","","","","2"
"Never","2009","no migration background","Male","4813","0.651750632076246","0.640961336743254","0.662539927409237","5"
"Never","2009","no migration background","Female","5687","0.710429665694429","0.700574736442263","0.720284594946595","5"
"Never","2009","direct migration background","Male","617","0.830253669641211","0.803493257835924","0.857014081446498","5"
"Never","2009","direct migration background","Female","751","0.845423739654215","0.821766695144702","0.869080784163729","5"
"Never","2009","indirect migration background","Male","249","0.725460071860494","0.678092577002481","0.772827566718506","5"
"Never","2009","indirect migration background","Female","279","0.706054566818345","0.659509176823623","0.752599956813068","5"
"Rarely","2009","no migration background","Male","933","0.129576245199622","0.121970614303727","0.137181876095518","4"
"Rarely","2009","no migration background","Female","1077","0.133060819652455","0.125681176773634","0.140440462531277","4"
"Rarely","2009","direct migration background","Male","70","0.089489771255566","0.069142025298863","0.109837517212269","4"
"Rarely","2009","direct migration background","Female","67","0.0757670283221634","0.0584496268501428","0.0930844297941841","4"
"Rarely","2009","indirect migration background","Male","49","0.166132148515338","0.126627667776669","0.205636629254007","4"
"Rarely","2009","indirect migration background","Female","41","0.156585198467099","0.119455609250235","0.193714787683963","4"
"Daily","2010","no migration background","Male","","","","","1"
"Daily","2010","no migration background","Female","","","","","1"
"Daily","2010","direct migration background","Male","","","","","1"
"Daily","2010","direct migration background","Female","","","","","1"
"Daily","2010","indirect migration background","Male","","","","","1"
"Daily","2010","indirect migration background","Female","","","","","1"
"Min 1x per month","2010","no migration background","Male","","","","","3"
"Min 1x per month","2010","direct migration background","Male","","","","","3"
"Min 1x per month","2010","no migration background","Female","","","","","3"
"Min 1x per month","2010","indirect migration background","Male","","","","","3"
"Min 1x per month","2010","direct migration background","Female","","","","","3"
"Min 1x per month","2010","indirect migration background","Female","","","","","3"
"Min 1x per week","2010","no migration background","Male","","","","","2"
"Min 1x per week","2010","direct migration background","Male","","","","","2"
"Min 1x per week","2010","no migration background","Female","","","","","2"
"Min 1x per week","2010","indirect migration background","Male","","","","","2"
"Min 1x per week","2010","direct migration background","Female","","","","","2"
"Min 1x per week","2010","indirect migration background","Female","","","","","2"
"Never","2010","no migration background","Male","","","","","5"
"Never","2010","no migration background","Female","","","","","5"
"Never","2010","direct migration background","Male","","","","","5"
"Never","2010","direct migration background","Female","","","","","5"
"Never","2010","indirect migration background","Male","","","","","5"
"Never","2010","indirect migration background","Female","","","","","5"
"Rarely","2010","no migration background","Male","","","","","4"
"Rarely","2010","no migration background","Female","","","","","4"
"Rarely","2010","direct migration background","Male","","","","","4"
"Rarely","2010","direct migration background","Female","","","","","4"
"Rarely","2010","indirect migration background","Female","","","","","4"
"Rarely","2010","indirect migration background","Male","","","","","4"
"Daily","2011","no migration background","Male","","","","","1"
"Daily","2011","no migration background","Female","","","","","1"
"Daily","2011","direct migration background","Male","","","","","1"
"Daily","2011","direct migration background","Female","","","","","1"
"Daily","2011","indirect migration background","Male","","","","","1"
"Daily","2011","indirect migration background","Female","","","","","1"
