"pli0082","year","bula_h","sampreg","n","percent","lower_confidence","upper_confidence"
"Daily","1995","Lower Saxony","West Germany","","","",""
"Daily","1995","Lower Saxony","East Germany","","","",""
"Daily","1995","Bremen","West Germany","1","","",""
"Daily","1995","Bremen","East Germany","","","",""
"Daily","1995","North Rhine-Westphalia","West Germany","4","","",""
"Daily","1995","North Rhine-Westphalia","East Germany","","","",""
"Daily","1995","Hesse","West Germany","1","","",""
"Daily","1995","Hesse","East Germany","","","",""
"Daily","1995","Rhineland-Palatinate,Saarland","West Germany","3","","",""
"Daily","1995","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Daily","1995","Baden-Württemberg","West Germany","","","",""
"Daily","1995","Baden-Württemberg","East Germany","","","",""
"Daily","1995","Bavaria","West Germany","3","","",""
"Daily","1995","Bavaria","East Germany","","","",""
"Daily","1995","Berlin","West Germany","","","",""
"Daily","1995","Berlin","East Germany","1","","",""
"Daily","1995","Brandenburg","West Germany","","","",""
"Daily","1995","Brandenburg","East Germany","2","","",""
"Daily","1995","Mecklenburg-Western Pomerania","West Germany","","","",""
"Daily","1995","Mecklenburg-Western Pomerania","East Germany","","","",""
"Daily","1995","Saxony","West Germany","","","",""
"Daily","1995","Saxony","East Germany","5","","",""
"Daily","1995","Saxony-Anhalt","West Germany","","","",""
"Daily","1995","Saxony-Anhalt","East Germany","","","",""
"Daily","1995","Thuringia","West Germany","","","",""
"Daily","1995","Thuringia","East Germany","","","",""
"Min 1x per week","1995","Schleswig-Holstein","West Germany","24","","",""
"Min 1x per week","1995","Schleswig-Holstein","East Germany","","","",""
"Min 1x per week","1995","Hamburg","West Germany","7","","",""
"Min 1x per week","1995","Hamburg","East Germany","","","",""
"Min 1x per week","1995","Lower Saxony","West Germany","30","0.0288789865954217","0.0187302986445994","0.0390276745462439"
"Min 1x per week","1995","Lower Saxony","East Germany","","","",""
"Min 1x per week","1995","Bremen","West Germany","14","","",""
"Min 1x per week","1995","Bremen","East Germany","","","",""
"Min 1x per week","1995","North Rhine-Westphalia","West Germany","123","0.0495468457287585","0.0411651317205099","0.0579285597370071"
"Min 1x per week","1995","North Rhine-Westphalia","East Germany","","","",""
"Min 1x per week","1995","Hesse","West Germany","58","0.0695396167589191","0.0533558327150434","0.0857234008027949"
"Min 1x per week","1995","Hesse","East Germany","","","",""
"Min 1x per week","1995","Rhineland-Palatinate,Saarland","West Germany","33","0.0456800651909036","0.0303438409623014","0.0610162894195058"
"Min 1x per week","1995","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Min 1x per week","1995","Baden-Württemberg","West Germany","89","0.0688278705506522","0.0571261317899024","0.0805296093114021"
"Min 1x per week","1995","Baden-Württemberg","East Germany","","","",""
"Min 1x per week","1995","Bavaria","West Germany","109","0.0751750827673542","0.0625965904605946","0.0877535750741138"
"Min 1x per week","1995","Bavaria","East Germany","","","",""
"Min 1x per week","1995","Berlin","West Germany","23","","",""
"Min 1x per week","1995","Berlin","East Germany","20","","",""
"Min 1x per week","1995","Brandenburg","West Germany","","","",""
"Min 1x per week","1995","Brandenburg","East Germany","20","","",""
"Min 1x per week","1995","Mecklenburg-Western Pomerania","West Germany","","","",""
"Min 1x per week","1995","Mecklenburg-Western Pomerania","East Germany","27","","",""
"Min 1x per week","1995","Saxony","West Germany","","","",""
"Min 1x per week","1995","Saxony","East Germany","56","0.0483860387513349","0.0356938255722401","0.0610782519304297"
"Min 1x per week","1995","Saxony-Anhalt","West Germany","","","",""
"Min 1x per week","1995","Saxony-Anhalt","East Germany","32","0.0488256573229428","0.0327459678129351","0.0649053468329505"
"Min 1x per week","1995","Thuringia","West Germany","","","",""
"Min 1x per week","1995","Thuringia","East Germany","52","0.0872397166801118","0.0655630206680171","0.108916412692207"
"Min 1x per month","1995","Schleswig-Holstein","West Germany","65","0.245800079583257","0.195547566239775","0.296052592926739"
"Min 1x per month","1995","Schleswig-Holstein","East Germany","","","",""
"Min 1x per month","1995","Hamburg","West Germany","37","0.274629652614581","0.197609061283053","0.351650243946108"
"Min 1x per month","1995","Hamburg","East Germany","","","",""
"Min 1x per month","1995","Lower Saxony","West Germany","292","0.300651191614077","0.272862977719782","0.328439405508372"
"Min 1x per month","1995","Lower Saxony","East Germany","","","",""
"Min 1x per month","1995","Bremen","West Germany","26","","",""
"Min 1x per month","1995","Bremen","East Germany","","","",""
"Min 1x per month","1995","North Rhine-Westphalia","West Germany","604","0.267502859554032","0.250405594062965","0.284600125045098"
"Min 1x per month","1995","North Rhine-Westphalia","East Germany","","","",""
"Min 1x per month","1995","Hesse","West Germany","239","0.259097495330226","0.23122170921326","0.286973281447191"
"Min 1x per month","1995","Hesse","East Germany","","","",""
"Min 1x per month","1995","Rhineland-Palatinate,Saarland","West Germany","178","0.282949420911948","0.249863944367265","0.316034897456632"
"Min 1x per month","1995","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Min 1x per month","1995","Baden-Württemberg","West Germany","457","0.265237117389261","0.244831769583998","0.285642465194524"
"Min 1x per month","1995","Baden-Württemberg","East Germany","","","",""
"Min 1x per month","1995","Bavaria","West Germany","513","0.308970138023207","0.286927248148332","0.331013027898082"
"Min 1x per month","1995","Bavaria","East Germany","","","",""
"Min 1x per month","1995","Berlin","West Germany","86","0.301507209785747","0.251147575893871","0.351866843677623"
"Min 1x per month","1995","Berlin","East Germany","82","0.306836831500547","0.249206380096971","0.364467282904123"
"Min 1x per month","1995","Brandenburg","West Germany","","","",""
"Min 1x per month","1995","Brandenburg","East Germany","163","0.256317874366623","0.221058584459096","0.291577164274149"
"Min 1x per month","1995","Mecklenburg-Western Pomerania","West Germany","","","",""
"Min 1x per month","1995","Mecklenburg-Western Pomerania","East Germany","141","0.308309482022462","0.263879780612696","0.352739183432228"
"Min 1x per month","1995","Saxony","West Germany","","","",""
"Min 1x per month","1995","Saxony","East Germany","360","0.306530250500066","0.279259483578698","0.333801017421434"
"Min 1x per month","1995","Saxony-Anhalt","West Germany","","","",""
"Min 1x per month","1995","Saxony-Anhalt","East Germany","184","0.233735485501689","0.202158168394802","0.265312802608577"
"Min 1x per month","1995","Thuringia","West Germany","","","",""
"Min 1x per month","1995","Thuringia","East Germany","191","0.269992512339362","0.235889156690157","0.304095867988567"
"Rarely","1995","Schleswig-Holstein","West Germany","165","0.568832498712789","0.511031046917706","0.626633950507872"
"Rarely","1995","Schleswig-Holstein","East Germany","","","",""
"Rarely","1995","Hamburg","West Germany","56","0.474757344618871","0.38858476855324","0.560929920684502"
"Rarely","1995","Hamburg","East Germany","","","",""
"Rarely","1995","Lower Saxony","West Germany","610","0.5500324453138","0.519883855514802","0.580181035112799"
"Rarely","1995","Lower Saxony","East Germany","","","",""
"Rarely","1995","Bremen","West Germany","40","0.403803924362612","0.305653473553389","0.501954375171835"
"Rarely","1995","Bremen","East Germany","","","",""
"Rarely","1995","North Rhine-Westphalia","West Germany","1468","0.549711413908857","0.530495001047838","0.568927826769876"
"Rarely","1995","North Rhine-Westphalia","East Germany","","","",""
"Rarely","1995","Hesse","West Germany","478","0.511899691936306","0.480097140787159","0.543702243085454"
"Rarely","1995","Hesse","East Germany","","","",""
"Rarely","1995","Rhineland-Palatinate,Saarland","West Germany","371","0.481909477714524","0.445207146356929","0.518611809072118"
"Rarely","1995","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Rarely","1995","Baden-Württemberg","West Germany","1011","0.546376382354408","0.523364770747098","0.569387993961719"
"Rarely","1995","Baden-Württemberg","East Germany","","","",""
"Rarely","1995","Bavaria","West Germany","907","0.502867380855863","0.479015384590944","0.526719377120783"
"Rarely","1995","Bavaria","East Germany","","","",""
"Rarely","1995","Berlin","West Germany","169","0.513860120830258","0.459012747832298","0.568707493828217"
"Rarely","1995","Berlin","East Germany","121","0.490733077271813","0.42826243972658","0.553203714817047"
"Rarely","1995","Brandenburg","West Germany","","","",""
"Rarely","1995","Brandenburg","East Germany","333","0.558010247837186","0.517903483046859","0.598117012627512"
"Rarely","1995","Mecklenburg-Western Pomerania","West Germany","","","",""
"Rarely","1995","Mecklenburg-Western Pomerania","East Germany","223","0.532360864552326","0.484356300729891","0.580365428374762"
"Rarely","1995","Saxony","West Germany","","","",""
"Rarely","1995","Saxony","East Germany","569","0.502849146834076","0.473275160061455","0.532423133606698"
"Rarely","1995","Saxony-Anhalt","West Germany","","","",""
"Rarely","1995","Saxony-Anhalt","East Germany","403","0.588633603538031","0.551917171000707","0.625350036075354"
"Rarely","1995","Thuringia","West Germany","","","",""
"Rarely","1995","Thuringia","East Germany","350","0.496337306007937","0.457929814044333","0.53474479797154"
"Never","1995","Schleswig-Holstein","West Germany","28","","",""
"Never","1995","Schleswig-Holstein","East Germany","","","",""
"Never","1995","Hamburg","West Germany","29","","",""
"Never","1995","Hamburg","East Germany","","","",""
"Never","1995","Lower Saxony","West Germany","114","0.120437376476701","0.100713318290069","0.140161434663333"
"Never","1995","Lower Saxony","East Germany","","","",""
"Never","1995","Bremen","West Germany","15","","",""
"Never","1995","Bremen","East Germany","","","",""
"Never","1995","North Rhine-Westphalia","West Germany","376","0.131912778149468","0.118842507234914","0.144983049064023"
"Never","1995","North Rhine-Westphalia","East Germany","","","",""
"Never","1995","Hesse","West Germany","173","0.159200387035616","0.135923049939292","0.18247772413194"
"Never","1995","Hesse","East Germany","","","",""
"Never","1995","Rhineland-Palatinate,Saarland","West Germany","127","0.184793682666689","0.15628445693586","0.213302908397519"
"Never","1995","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Never","1995","Baden-Württemberg","West Germany","241","0.119558629705678","0.104561990877523","0.134555268533834"
"Never","1995","Baden-Württemberg","East Germany","","","",""
"Never","1995","Bavaria","West Germany","156","0.112369722676452","0.0973035625721649","0.127435882780738"
"Never","1995","Bavaria","East Germany","","","",""
"Never","1995","Berlin","West Germany","41","0.106273039596305","0.0724535748169802","0.140092504375629"
"Never","1995","Berlin","East Germany","22","","",""
"Never","1995","Brandenburg","West Germany","","","",""
"Never","1995","Brandenburg","East Germany","71","0.138960867273323","0.111025901312015","0.166895833234632"
"Never","1995","Mecklenburg-Western Pomerania","West Germany","","","",""
"Never","1995","Mecklenburg-Western Pomerania","East Germany","24","","",""
"Never","1995","Saxony","West Germany","","","",""
"Never","1995","Saxony","East Germany","108","0.131953305581292","0.111934940659346","0.151971670503237"
"Never","1995","Saxony-Anhalt","West Germany","","","",""
"Never","1995","Saxony-Anhalt","East Germany","71","0.128805253637337","0.103810551931407","0.153799955343267"
"Never","1995","Thuringia","West Germany","","","",""
"Never","1995","Thuringia","East Germany","58","0.146430464972589","0.119272778479557","0.173588151465622"
"Daily","1996","Schleswig-Holstein","West Germany","","","",""
"Daily","1996","Schleswig-Holstein","East Germany","","","",""
"Daily","1996","Hamburg","West Germany","","","",""
"Daily","1996","Hamburg","East Germany","","","",""
"Daily","1996","Lower Saxony","West Germany","","","",""
"Daily","1996","Lower Saxony","East Germany","","","",""
"Daily","1996","Bremen","West Germany","","","",""
"Daily","1996","Bremen","East Germany","","","",""
"Daily","1996","North Rhine-Westphalia","West Germany","","","",""
"Daily","1996","North Rhine-Westphalia","East Germany","","","",""
"Daily","1996","Hesse","West Germany","","","",""
"Daily","1996","Hesse","East Germany","","","",""
"Daily","1996","Rhineland-Palatinate,Saarland","West Germany","","","",""
"Daily","1996","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Daily","1996","Baden-Württemberg","West Germany","","","",""
"Daily","1996","Baden-Württemberg","East Germany","","","",""
"Daily","1996","Bavaria","West Germany","","","",""
"Daily","1996","Bavaria","East Germany","","","",""
"Daily","1996","Berlin","West Germany","","","",""
"Daily","1996","Berlin","East Germany","","","",""
"Daily","1996","Brandenburg","West Germany","","","",""
"Daily","1996","Brandenburg","East Germany","","","",""
"Daily","1996","Mecklenburg-Western Pomerania","West Germany","","","",""
"Daily","1996","Mecklenburg-Western Pomerania","East Germany","","","",""
"Daily","1996","Saxony","West Germany","","","",""
"Daily","1996","Saxony","East Germany","","","",""
"Daily","1996","Saxony-Anhalt","West Germany","","","",""
"Daily","1996","Saxony-Anhalt","East Germany","","","",""
"Daily","1996","Thuringia","West Germany","","","",""
"Daily","1996","Thuringia","East Germany","","","",""
"Min 1x per week","1996","Schleswig-Holstein","West Germany","","","",""
"Min 1x per week","1996","Schleswig-Holstein","East Germany","","","",""
"Min 1x per week","1996","Hamburg","West Germany","","","",""
"Min 1x per week","1996","Hamburg","East Germany","","","",""
"Min 1x per week","1996","Lower Saxony","West Germany","","","",""
"Min 1x per week","1996","Lower Saxony","East Germany","","","",""
"Min 1x per week","1996","Bremen","West Germany","","","",""
"Min 1x per week","1996","Bremen","East Germany","","","",""
"Min 1x per week","1996","North Rhine-Westphalia","West Germany","","","",""
"Min 1x per week","1996","North Rhine-Westphalia","East Germany","","","",""
"Min 1x per week","1996","Hesse","West Germany","","","",""
"Min 1x per week","1996","Hesse","East Germany","","","",""
"Min 1x per week","1996","Rhineland-Palatinate,Saarland","West Germany","","","",""
"Min 1x per week","1996","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Min 1x per week","1996","Baden-Württemberg","West Germany","","","",""
"Min 1x per week","1996","Baden-Württemberg","East Germany","","","",""
"Min 1x per week","1996","Bavaria","West Germany","","","",""
"Min 1x per week","1996","Bavaria","East Germany","","","",""
"Min 1x per week","1996","Berlin","West Germany","","","",""
"Min 1x per week","1996","Berlin","East Germany","","","",""
"Min 1x per week","1996","Brandenburg","West Germany","","","",""
"Min 1x per week","1996","Brandenburg","East Germany","","","",""
"Min 1x per week","1996","Mecklenburg-Western Pomerania","West Germany","","","",""
"Min 1x per week","1996","Mecklenburg-Western Pomerania","East Germany","","","",""
"Min 1x per week","1996","Saxony","West Germany","","","",""
"Min 1x per week","1996","Saxony","East Germany","","","",""
"Min 1x per week","1996","Saxony-Anhalt","West Germany","","","",""
"Min 1x per week","1996","Saxony-Anhalt","East Germany","","","",""
"Min 1x per week","1996","Thuringia","West Germany","","","",""
"Min 1x per week","1996","Thuringia","East Germany","","","",""
"Min 1x per month","1996","Schleswig-Holstein","West Germany","","","",""
"Min 1x per month","1996","Schleswig-Holstein","East Germany","","","",""
"Min 1x per month","1996","Hamburg","West Germany","","","",""
"Min 1x per month","1996","Hamburg","East Germany","","","",""
"Min 1x per month","1996","Lower Saxony","West Germany","","","",""
"Min 1x per month","1996","Lower Saxony","East Germany","","","",""
"Min 1x per month","1996","Bremen","West Germany","","","",""
"Min 1x per month","1996","Bremen","East Germany","","","",""
"Min 1x per month","1996","North Rhine-Westphalia","West Germany","","","",""
"Min 1x per month","1996","North Rhine-Westphalia","East Germany","","","",""
"Min 1x per month","1996","Hesse","West Germany","","","",""
"Min 1x per month","1996","Hesse","East Germany","","","",""
"Min 1x per month","1996","Rhineland-Palatinate,Saarland","West Germany","","","",""
"Min 1x per month","1996","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Min 1x per month","1996","Baden-Württemberg","West Germany","","","",""
"Min 1x per month","1996","Baden-Württemberg","East Germany","","","",""
"Min 1x per month","1996","Bavaria","West Germany","","","",""
"Min 1x per month","1996","Bavaria","East Germany","","","",""
"Min 1x per month","1996","Berlin","West Germany","","","",""
"Min 1x per month","1996","Berlin","East Germany","","","",""
"Min 1x per month","1996","Brandenburg","West Germany","","","",""
"Min 1x per month","1996","Brandenburg","East Germany","","","",""
"Min 1x per month","1996","Mecklenburg-Western Pomerania","West Germany","","","",""
"Min 1x per month","1996","Mecklenburg-Western Pomerania","East Germany","","","",""
"Min 1x per month","1996","Saxony","West Germany","","","",""
"Min 1x per month","1996","Saxony","East Germany","","","",""
"Min 1x per month","1996","Saxony-Anhalt","West Germany","","","",""
"Min 1x per month","1996","Saxony-Anhalt","East Germany","","","",""
"Min 1x per month","1996","Thuringia","West Germany","","","",""
"Min 1x per month","1996","Thuringia","East Germany","","","",""
"Rarely","1996","Schleswig-Holstein","West Germany","","","",""
"Rarely","1996","Schleswig-Holstein","East Germany","","","",""
"Rarely","1996","Hamburg","West Germany","","","",""
"Rarely","1996","Hamburg","East Germany","","","",""
"Rarely","1996","Lower Saxony","West Germany","","","",""
"Rarely","1996","Lower Saxony","East Germany","","","",""
"Rarely","1996","Bremen","West Germany","","","",""
"Rarely","1996","Bremen","East Germany","","","",""
"Rarely","1996","North Rhine-Westphalia","West Germany","","","",""
"Rarely","1996","North Rhine-Westphalia","East Germany","","","",""
"Rarely","1996","Hesse","West Germany","","","",""
"Rarely","1996","Hesse","East Germany","","","",""
"Rarely","1996","Rhineland-Palatinate,Saarland","West Germany","","","",""
"Rarely","1996","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Rarely","1996","Baden-Württemberg","West Germany","","","",""
"Rarely","1996","Baden-Württemberg","East Germany","","","",""
"Rarely","1996","Bavaria","West Germany","","","",""
"Rarely","1996","Bavaria","East Germany","","","",""
"Rarely","1996","Berlin","West Germany","","","",""
"Rarely","1996","Berlin","East Germany","","","",""
"Rarely","1996","Brandenburg","West Germany","","","",""
"Rarely","1996","Brandenburg","East Germany","","","",""
"Rarely","1996","Mecklenburg-Western Pomerania","West Germany","","","",""
"Rarely","1996","Mecklenburg-Western Pomerania","East Germany","","","",""
"Rarely","1996","Saxony","West Germany","","","",""
"Rarely","1996","Saxony","East Germany","","","",""
"Rarely","1996","Saxony-Anhalt","West Germany","","","",""
"Rarely","1996","Saxony-Anhalt","East Germany","","","",""
"Rarely","1996","Thuringia","West Germany","","","",""
"Rarely","1996","Thuringia","East Germany","","","",""
"Never","1996","Schleswig-Holstein","West Germany","","","",""
"Never","1996","Schleswig-Holstein","East Germany","","","",""
"Never","1996","Hamburg","West Germany","","","",""
"Never","1996","Hamburg","East Germany","","","",""
"Never","1996","Lower Saxony","West Germany","","","",""
"Never","1996","Lower Saxony","East Germany","","","",""
"Never","1996","Bremen","West Germany","","","",""
"Never","1996","Bremen","East Germany","","","",""
"Never","1996","North Rhine-Westphalia","West Germany","","","",""
"Never","1996","North Rhine-Westphalia","East Germany","","","",""
"Never","1996","Hesse","West Germany","","","",""
"Never","1996","Hesse","East Germany","","","",""
"Never","1996","Rhineland-Palatinate,Saarland","West Germany","","","",""
"Never","1996","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Never","1996","Baden-Württemberg","West Germany","","","",""
"Never","1996","Baden-Württemberg","East Germany","","","",""
"Never","1996","Bavaria","West Germany","","","",""
"Never","1996","Bavaria","East Germany","","","",""
"Never","1996","Berlin","West Germany","","","",""
"Never","1996","Berlin","East Germany","","","",""
"Never","1996","Brandenburg","West Germany","","","",""
"Never","1996","Brandenburg","East Germany","","","",""
"Never","1996","Mecklenburg-Western Pomerania","West Germany","","","",""
"Never","1996","Mecklenburg-Western Pomerania","East Germany","","","",""
"Never","1996","Saxony","West Germany","","","",""
"Never","1996","Saxony","East Germany","","","",""
"Never","1996","Saxony-Anhalt","West Germany","","","",""
"Never","1996","Saxony-Anhalt","East Germany","","","",""
"Never","1996","Thuringia","West Germany","","","",""
"Never","1996","Thuringia","East Germany","","","",""
"Daily","1997","Schleswig-Holstein","West Germany","","","",""
"Daily","1997","Schleswig-Holstein","East Germany","","","",""
"Daily","1997","Hamburg","West Germany","","","",""
"Daily","1997","Hamburg","East Germany","","","",""
"Daily","1997","Lower Saxony","West Germany","","","",""
"Daily","1997","Lower Saxony","East Germany","","","",""
"Daily","1997","Bremen","West Germany","","","",""
"Daily","1997","Bremen","East Germany","","","",""
"Daily","1997","North Rhine-Westphalia","West Germany","","","",""
"Daily","1997","North Rhine-Westphalia","East Germany","","","",""
"Daily","1997","Hesse","West Germany","","","",""
"Daily","1997","Hesse","East Germany","","","",""
"Daily","1997","Rhineland-Palatinate,Saarland","West Germany","","","",""
"Daily","1997","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Daily","1997","Baden-Württemberg","West Germany","","","",""
"Daily","1997","Baden-Württemberg","East Germany","","","",""
"Daily","1997","Bavaria","West Germany","","","",""
"Daily","1997","Bavaria","East Germany","","","",""
"Daily","1997","Berlin","West Germany","","","",""
"Daily","1997","Berlin","East Germany","","","",""
"Daily","1997","Brandenburg","West Germany","","","",""
"Daily","1997","Brandenburg","East Germany","","","",""
"Daily","1997","Mecklenburg-Western Pomerania","West Germany","","","",""
"Daily","1997","Mecklenburg-Western Pomerania","East Germany","","","",""
"Daily","1997","Saxony","West Germany","","","",""
"Daily","1997","Saxony","East Germany","","","",""
"Daily","1997","Saxony-Anhalt","West Germany","","","",""
"Daily","1997","Saxony-Anhalt","East Germany","","","",""
"Daily","1997","Thuringia","West Germany","","","",""
"Daily","1997","Thuringia","East Germany","","","",""
"Min 1x per week","1997","Schleswig-Holstein","West Germany","","","",""
"Min 1x per week","1997","Schleswig-Holstein","East Germany","","","",""
"Min 1x per week","1997","Hamburg","West Germany","","","",""
"Min 1x per week","1997","Hamburg","East Germany","","","",""
"Min 1x per week","1997","Lower Saxony","West Germany","","","",""
"Min 1x per week","1997","Lower Saxony","East Germany","","","",""
"Min 1x per week","1997","Bremen","West Germany","","","",""
"Min 1x per week","1997","Bremen","East Germany","","","",""
"Min 1x per week","1997","North Rhine-Westphalia","West Germany","","","",""
"Min 1x per week","1997","North Rhine-Westphalia","East Germany","","","",""
"Min 1x per week","1997","Hesse","West Germany","","","",""
"Min 1x per week","1997","Hesse","East Germany","","","",""
"Min 1x per week","1997","Rhineland-Palatinate,Saarland","West Germany","","","",""
"Min 1x per week","1997","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Min 1x per week","1997","Baden-Württemberg","West Germany","","","",""
"Min 1x per week","1997","Baden-Württemberg","East Germany","","","",""
"Min 1x per week","1997","Bavaria","West Germany","","","",""
"Min 1x per week","1997","Bavaria","East Germany","","","",""
"Min 1x per week","1997","Berlin","West Germany","","","",""
"Min 1x per week","1997","Berlin","East Germany","","","",""
"Min 1x per week","1997","Brandenburg","West Germany","","","",""
"Min 1x per week","1997","Brandenburg","East Germany","","","",""
"Min 1x per week","1997","Mecklenburg-Western Pomerania","West Germany","","","",""
"Min 1x per week","1997","Mecklenburg-Western Pomerania","East Germany","","","",""
"Min 1x per week","1997","Saxony","West Germany","","","",""
"Min 1x per week","1997","Saxony","East Germany","","","",""
"Min 1x per week","1997","Saxony-Anhalt","West Germany","","","",""
"Min 1x per week","1997","Saxony-Anhalt","East Germany","","","",""
"Min 1x per week","1997","Thuringia","West Germany","","","",""
"Min 1x per week","1997","Thuringia","East Germany","","","",""
"Min 1x per month","1997","Schleswig-Holstein","West Germany","","","",""
"Min 1x per month","1997","Schleswig-Holstein","East Germany","","","",""
"Min 1x per month","1997","Hamburg","West Germany","","","",""
"Min 1x per month","1997","Hamburg","East Germany","","","",""
"Min 1x per month","1997","Lower Saxony","West Germany","","","",""
"Min 1x per month","1997","Lower Saxony","East Germany","","","",""
"Min 1x per month","1997","Bremen","West Germany","","","",""
"Min 1x per month","1997","Bremen","East Germany","","","",""
"Min 1x per month","1997","North Rhine-Westphalia","West Germany","","","",""
"Min 1x per month","1997","North Rhine-Westphalia","East Germany","","","",""
"Min 1x per month","1997","Hesse","West Germany","","","",""
"Min 1x per month","1997","Hesse","East Germany","","","",""
"Min 1x per month","1997","Rhineland-Palatinate,Saarland","West Germany","","","",""
"Min 1x per month","1997","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Min 1x per month","1997","Baden-Württemberg","West Germany","","","",""
"Min 1x per month","1997","Baden-Württemberg","East Germany","","","",""
"Min 1x per month","1997","Bavaria","West Germany","","","",""
"Min 1x per month","1997","Bavaria","East Germany","","","",""
"Min 1x per month","1997","Berlin","West Germany","","","",""
"Min 1x per month","1997","Berlin","East Germany","","","",""
"Min 1x per month","1997","Brandenburg","West Germany","","","",""
"Min 1x per month","1997","Brandenburg","East Germany","","","",""
"Min 1x per month","1997","Mecklenburg-Western Pomerania","West Germany","","","",""
"Min 1x per month","1997","Mecklenburg-Western Pomerania","East Germany","","","",""
"Min 1x per month","1997","Saxony","West Germany","","","",""
"Min 1x per month","1997","Saxony","East Germany","","","",""
"Min 1x per month","1997","Saxony-Anhalt","West Germany","","","",""
"Min 1x per month","1997","Saxony-Anhalt","East Germany","","","",""
"Min 1x per month","1997","Thuringia","West Germany","","","",""
"Min 1x per month","1997","Thuringia","East Germany","","","",""
"Rarely","1997","Schleswig-Holstein","West Germany","","","",""
"Rarely","1997","Schleswig-Holstein","East Germany","","","",""
"Rarely","1997","Hamburg","West Germany","","","",""
"Rarely","1997","Hamburg","East Germany","","","",""
"Rarely","1997","Lower Saxony","West Germany","","","",""
"Rarely","1997","Lower Saxony","East Germany","","","",""
"Rarely","1997","Bremen","West Germany","","","",""
"Rarely","1997","Bremen","East Germany","","","",""
"Rarely","1997","North Rhine-Westphalia","West Germany","","","",""
"Rarely","1997","North Rhine-Westphalia","East Germany","","","",""
"Rarely","1997","Hesse","West Germany","","","",""
"Rarely","1997","Hesse","East Germany","","","",""
"Rarely","1997","Rhineland-Palatinate,Saarland","West Germany","","","",""
"Rarely","1997","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Rarely","1997","Baden-Württemberg","West Germany","","","",""
"Rarely","1997","Baden-Württemberg","East Germany","","","",""
"Rarely","1997","Bavaria","West Germany","","","",""
"Rarely","1997","Bavaria","East Germany","","","",""
"Rarely","1997","Berlin","West Germany","","","",""
"Rarely","1997","Berlin","East Germany","","","",""
"Rarely","1997","Brandenburg","West Germany","","","",""
"Rarely","1997","Brandenburg","East Germany","","","",""
"Rarely","1997","Mecklenburg-Western Pomerania","West Germany","","","",""
"Rarely","1997","Mecklenburg-Western Pomerania","East Germany","","","",""
"Rarely","1997","Saxony","West Germany","","","",""
"Rarely","1997","Saxony","East Germany","","","",""
"Rarely","1997","Saxony-Anhalt","West Germany","","","",""
"Rarely","1997","Saxony-Anhalt","East Germany","","","",""
"Rarely","1997","Thuringia","West Germany","","","",""
"Rarely","1997","Thuringia","East Germany","","","",""
"Never","1997","Schleswig-Holstein","West Germany","","","",""
"Never","1997","Schleswig-Holstein","East Germany","","","",""
"Never","1997","Hamburg","West Germany","","","",""
"Never","1997","Hamburg","East Germany","","","",""
"Never","1997","Lower Saxony","West Germany","","","",""
"Never","1997","Lower Saxony","East Germany","","","",""
"Never","1997","Bremen","West Germany","","","",""
"Never","1997","Bremen","East Germany","","","",""
"Never","1997","North Rhine-Westphalia","West Germany","","","",""
"Never","1997","North Rhine-Westphalia","East Germany","","","",""
"Never","1997","Hesse","West Germany","","","",""
"Never","1997","Hesse","East Germany","","","",""
"Never","1997","Rhineland-Palatinate,Saarland","West Germany","","","",""
"Never","1997","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Never","1997","Baden-Württemberg","West Germany","","","",""
"Never","1997","Baden-Württemberg","East Germany","","","",""
"Never","1997","Bavaria","West Germany","","","",""
"Never","1997","Bavaria","East Germany","","","",""
"Never","1997","Berlin","West Germany","","","",""
"Never","1997","Berlin","East Germany","","","",""
"Never","1997","Brandenburg","West Germany","","","",""
"Never","1997","Brandenburg","East Germany","","","",""
"Never","1997","Mecklenburg-Western Pomerania","West Germany","","","",""
"Never","1997","Mecklenburg-Western Pomerania","East Germany","","","",""
"Never","1997","Saxony","West Germany","","","",""
"Never","1997","Saxony","East Germany","","","",""
"Never","1997","Saxony-Anhalt","West Germany","","","",""
"Never","1997","Saxony-Anhalt","East Germany","","","",""
"Never","1997","Thuringia","West Germany","","","",""
"Never","1997","Thuringia","East Germany","","","",""
"Daily","1998","Schleswig-Holstein","West Germany","","","",""
"Daily","1998","Schleswig-Holstein","East Germany","","","",""
"Daily","1998","Hamburg","West Germany","","","",""
"Daily","1998","Hamburg","East Germany","","","",""
"Daily","1998","Lower Saxony","West Germany","1","","",""
"Daily","1998","Lower Saxony","East Germany","","","",""
