"pli0082","year","hgtyp1hh","sex","n","percent","lower_confidence","upper_confidence"
"Min 1x per month","2018","Single parent ","Female","43","0.184633229635762","0.136728404639886","0.232538054631638"
"Min 1x per month","2018","Couple + C. LE 16 ","Male","243","0.238947328509701","0.212069554313485","0.265825102705917"
"Min 1x per month","2018","Couple + C. LE 16 ","Female","172","0.222046200075138","0.190989704528548","0.253102695621728"
"Min 1x per month","2018","Couple + C. GT 16 ","Male","8","","",""
"Min 1x per month","2018","Couple + C. GT 16 ","Female","5","","",""
"Min 1x per month","2018","Couple + C. LE and GT 16","Male","75","0.276757696766714","0.225087084078568","0.32842830945486"
"Min 1x per month","2018","Couple + C. LE and GT 16","Female","55","0.272411383947704","0.213715516111457","0.331107251783951"
"Rarely","2018","1-pers.-HH","Male","228","0.310718155398017","0.276937957196137","0.344498353599896"
"Rarely","2018","1-pers.-HH","Female","21","","",""
"Rarely","2018","(Married) couple without C. ","Male","26","","",""
"Rarely","2018","(Married) couple without C. ","Female","23","","",""
"Rarely","2018","Single parent ","Male","25","","",""
"Rarely","2018","Single parent ","Female","115","0.44834212370887","0.386939418591784","0.509744828825957"
"Rarely","2018","Couple + C. LE 16 ","Male","330","0.30702781304011","0.277955364154064","0.336100261926156"
"Rarely","2018","Couple + C. LE 16 ","Female","248","0.332403489177094","0.297203406145288","0.3676035722089"
"Rarely","2018","Couple + C. GT 16 ","Male","17","","",""
"Rarely","2018","Couple + C. GT 16 ","Female","19","","",""
"Rarely","2018","Couple + C. LE and GT 16","Male","96","0.28561853235433","0.233449818665216","0.337787246043445"
"Rarely","2018","Couple + C. LE and GT 16","Female","83","0.377258990175046","0.313355366387649","0.441162613962444"
"Never","2018","1-pers.-HH","Male","148","0.205797769021062","0.176287963917921","0.235307574124202"
"Never","2018","1-pers.-HH","Female","27","","",""
"Never","2018","(Married) couple without C. ","Male","13","","",""
"Never","2018","(Married) couple without C. ","Female","9","","",""
"Never","2018","Single parent ","Male","19","","",""
"Never","2018","Single parent ","Female","66","0.281099961217187","0.225597471249755","0.33660245118462"
"Never","2018","Couple + C. LE 16 ","Male","176","0.209991034435664","0.184319534733601","0.235662534137727"
"Never","2018","Couple + C. LE 16 ","Female","146","0.248723486514105","0.216422768501549","0.28102420452666"
"Never","2018","Couple + C. GT 16 ","Male","19","","",""
"Never","2018","Couple + C. GT 16 ","Female","16","","",""
"Never","2018","Couple + C. LE and GT 16","Male","47","0.200885396539139","0.154612086778952","0.247158706299325"
"Never","2018","Couple + C. LE and GT 16","Female","53","0.274065833912463","0.215258969728296","0.332872698096629"
"Daily","2019","1-pers.-HH","Male","21","","",""
"Daily","2019","1-pers.-HH","Female","7","","",""
"Daily","2019","(Married) couple without C. ","Male","13","","",""
"Daily","2019","(Married) couple without C. ","Female","9","","",""
"Daily","2019","Single parent ","Male","3","","",""
"Daily","2019","Single parent ","Female","7","","",""
"Daily","2019","Couple + C. LE 16 ","Male","24","","",""
"Daily","2019","Couple + C. LE 16 ","Female","17","","",""
"Daily","2019","Couple + C. GT 16 ","Male","5","","",""
"Daily","2019","Couple + C. GT 16 ","Female","4","","",""
"Daily","2019","Couple + C. LE and GT 16","Male","21","","",""
"Daily","2019","Couple + C. LE and GT 16","Female","9","","",""
"Min 1x per week","2019","1-pers.-HH","Male","223","0.0535846039982102","0.0448713439440535","0.0622978640523668"
"Min 1x per week","2019","1-pers.-HH","Female","104","0.0324837060696859","0.025343361467407","0.0396240506719648"
"Min 1x per week","2019","(Married) couple without C. ","Male","282","0.0484484924629152","0.0421207920939837","0.0547761928318467"
"Min 1x per week","2019","(Married) couple without C. ","Female","218","0.0415093935132373","0.0354955729023952","0.0475232141240794"
"Min 1x per week","2019","Single parent ","Male","39","0.0405174477573887","0.0252059400921788","0.0558289554225986"
"Min 1x per week","2019","Single parent ","Female","96","0.0577262336132395","0.0466396230681517","0.0688128441583273"
"Min 1x per week","2019","Couple + C. LE 16 ","Male","326","0.0577053609251315","0.0498845069342074","0.0655262149160556"
"Min 1x per week","2019","Couple + C. LE 16 ","Female","283","0.0820105586439036","0.0726688661530995","0.0913522511347077"
"Min 1x per week","2019","Couple + C. GT 16 ","Male","65","0.0414278752711464","0.0316907939579416","0.0511649565843511"
"Min 1x per week","2019","Couple + C. GT 16 ","Female","59","0.0435549349833176","0.0330963090975046","0.0540135608691306"
"Min 1x per week","2019","Couple + C. LE and GT 16","Male","100","0.0411805897339739","0.0307866731611433","0.0515745063068045"
"Min 1x per week","2019","Couple + C. LE and GT 16","Female","65","0.0406085467254602","0.0300950930556862","0.0511220003952342"
"Min 1x per month","2019","1-pers.-HH","Male","837","0.303499477787809","0.285710153083415","0.321288802492203"
"Min 1x per month","2019","1-pers.-HH","Female","675","0.257994018860427","0.240371590088195","0.275616447632659"
"Min 1x per month","2019","(Married) couple without C. ","Male","1677","0.347661436158052","0.333626694984626","0.361696177331479"
"Min 1x per month","2019","(Married) couple without C. ","Female","1487","0.331062282648538","0.316873960548043","0.345250604749033"
"Min 1x per month","2019","Single parent ","Male","160","0.259158457580685","0.225131452045142","0.293185463116227"
"Min 1x per month","2019","Single parent ","Female","429","0.262542982586795","0.241626329476185","0.283459635697405"
"Min 1x per month","2019","Couple + C. LE 16 ","Male","1360","0.427045674160804","0.410455539856043","0.443635808465566"
"Min 1x per month","2019","Couple + C. LE 16 ","Female","1263","0.404453630761252","0.387744109823752","0.421163151698753"
"Min 1x per month","2019","Couple + C. GT 16 ","Male","520","0.289706924026081","0.267541895373548","0.311871952678615"
"Min 1x per month","2019","Couple + C. GT 16 ","Female","441","0.257347498271838","0.234945914300688","0.279749082242989"
"Min 1x per month","2019","Couple + C. LE and GT 16","Male","459","0.301207341467147","0.277209538656921","0.325205144277373"
"Min 1x per month","2019","Couple + C. LE and GT 16","Female","456","0.268545129480993","0.244938109536468","0.292152149425517"
"Rarely","2019","1-pers.-HH","Male","1072","0.468968354806098","0.449659712589621","0.488276997022576"
"Rarely","2019","1-pers.-HH","Female","1172","0.505392801274859","0.485255466768956","0.525530135780761"
"Rarely","2019","(Married) couple without C. ","Male","2056","0.499358172872861","0.484622863180391","0.514093482565331"
"Rarely","2019","(Married) couple without C. ","Female","2135","0.529871674477731","0.514823739503231","0.544919609452232"
"Rarely","2019","Single parent ","Male","336","0.530290375025202","0.491533390735194","0.569047359315209"
"Rarely","2019","Single parent ","Female","910","0.52703794323649","0.503304665466978","0.550771221006002"
"Rarely","2019","Couple + C. LE 16 ","Male","1442","0.459919862319924","0.443204225653957","0.476635498985891"
"Rarely","2019","Couple + C. LE 16 ","Female","1495","0.456983337591178","0.440023230131607","0.473943445050749"
"Rarely","2019","Couple + C. GT 16 ","Male","860","0.575598370776487","0.551448302206835","0.599748439346139"
"Rarely","2019","Couple + C. GT 16 ","Female","844","0.621039011886269","0.596180071029309","0.645897952743228"
"Rarely","2019","Couple + C. LE and GT 16","Male","683","0.560149625337157","0.53418577810385","0.586113472570463"
"Rarely","2019","Couple + C. LE and GT 16","Female","686","0.576287703647036","0.54996721370407","0.602608193590001"
"Never","2019","1-pers.-HH","Male","413","0.172605913070992","0.157984013179676","0.187227812962307"
"Never","2019","1-pers.-HH","Female","410","0.201598063799596","0.185439185462098","0.217756942137095"
"Never","2019","(Married) couple without C. ","Male","395","0.103204102490496","0.0942383879249521","0.112169817056041"
"Never","2019","(Married) couple without C. ","Female","377","0.0953827419120813","0.0865264753362965","0.104239008487866"
"Never","2019","Single parent ","Male","99","0.167951345413535","0.138921516268537","0.196981174558532"
"Never","2019","Single parent ","Female","258","0.151990067410775","0.13492406888855","0.169056065933"
"Never","2019","Couple + C. LE 16 ","Male","263","0.0548054194124852","0.0471718949570873","0.0624389438678831"
"Never","2019","Couple + C. LE 16 ","Female","256","0.054712310473202","0.0469695403135103","0.0624550806328937"
"Never","2019","Couple + C. GT 16 ","Male","159","0.0900146045287436","0.0760302067411046","0.103999002316383"
"Never","2019","Couple + C. GT 16 ","Female","115","0.077587184092342","0.0638788845029151","0.0912954836817689"
"Never","2019","Couple + C. LE and GT 16","Male","141","0.0948201949901973","0.0794958335322602","0.110144556448134"
"Never","2019","Couple + C. LE and GT 16","Female","138","0.113500496629195","0.0966047694555063","0.130396223802884"
