"pli0082","year","e11103","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Daily","2004","Part Time","Rural Area","","","","","1"
"Daily","2004","Not Working","Rural Area","","","","","1"
"Min 1x per month","2004","Full Time","Urban Area","","","","","3"
"Min 1x per month","2004","Full Time","Rural Area","","","","","3"
"Min 1x per month","2004","Part Time","Urban Area","","","","","3"
"Min 1x per month","2004","Part Time","Rural Area","","","","","3"
"Min 1x per month","2004","Not Working","Urban Area","","","","","3"
"Min 1x per month","2004","Not Working","Rural Area","","","","","3"
"Min 1x per week","2004","Full Time","Urban Area","","","","","2"
"Min 1x per week","2004","Part Time","Urban Area","","","","","2"
"Min 1x per week","2004","Full Time","Rural Area","","","","","2"
"Min 1x per week","2004","Part Time","Rural Area","","","","","2"
"Min 1x per week","2004","Not Working","Urban Area","","","","","2"
"Min 1x per week","2004","Not Working","Rural Area","","","","","2"
"Never","2004","Full Time","Urban Area","","","","","5"
"Never","2004","Full Time","Rural Area","","","","","5"
"Never","2004","Part Time","Urban Area","","","","","5"
"Never","2004","Part Time","Rural Area","","","","","5"
"Never","2004","Not Working","Urban Area","","","","","5"
"Never","2004","Not Working","Rural Area","","","","","5"
"Rarely","2004","Full Time","Urban Area","","","","","4"
"Rarely","2004","Full Time","Rural Area","","","","","4"
"Rarely","2004","Part Time","Urban Area","","","","","4"
"Rarely","2004","Part Time","Rural Area","","","","","4"
"Rarely","2004","Not Working","Rural Area","","","","","4"
"Rarely","2004","Not Working","Urban Area","","","","","4"
"Daily","2005","Full Time","Urban Area","","","","","1"
"Daily","2005","Full Time","Rural Area","","","","","1"
"Daily","2005","Part Time","Urban Area","","","","","1"
"Daily","2005","Part Time","Rural Area","","","","","1"
"Daily","2005","Not Working","Urban Area","","","","","1"
"Daily","2005","Not Working","Rural Area","","","","","1"
"Min 1x per month","2005","Full Time","Urban Area","","","","","3"
"Min 1x per month","2005","Full Time","Rural Area","","","","","3"
"Min 1x per month","2005","Part Time","Urban Area","","","","","3"
"Min 1x per month","2005","Part Time","Rural Area","","","","","3"
"Min 1x per month","2005","Not Working","Urban Area","","","","","3"
"Min 1x per month","2005","Not Working","Rural Area","","","","","3"
"Min 1x per week","2005","Full Time","Rural Area","","","","","2"
"Min 1x per week","2005","Full Time","Urban Area","","","","","2"
"Min 1x per week","2005","Part Time","Urban Area","","","","","2"
"Min 1x per week","2005","Part Time","Rural Area","","","","","2"
"Min 1x per week","2005","Not Working","Urban Area","","","","","2"
"Min 1x per week","2005","Not Working","Rural Area","","","","","2"
"Never","2005","Full Time","Urban Area","","","","","5"
"Never","2005","Part Time","Urban Area","","","","","5"
"Never","2005","Full Time","Rural Area","","","","","5"
"Never","2005","Part Time","Rural Area","","","","","5"
"Never","2005","Not Working","Urban Area","","","","","5"
"Never","2005","Not Working","Rural Area","","","","","5"
"Rarely","2005","Full Time","Urban Area","","","","","4"
"Rarely","2005","Full Time","Rural Area","","","","","4"
"Rarely","2005","Part Time","Urban Area","","","","","4"
"Rarely","2005","Not Working","Urban Area","","","","","4"
"Rarely","2005","Part Time","Rural Area","","","","","4"
"Rarely","2005","Not Working","Rural Area","","","","","4"
"Daily","2006","Full Time","Urban Area","","","","","1"
"Daily","2006","Full Time","Rural Area","","","","","1"
"Daily","2006","Part Time","Urban Area","","","","","1"
"Daily","2006","Part Time","Rural Area","","","","","1"
"Daily","2006","Not Working","Urban Area","","","","","1"
"Daily","2006","Not Working","Rural Area","","","","","1"
"Min 1x per month","2006","Full Time","Urban Area","","","","","3"
"Min 1x per month","2006","Full Time","Rural Area","","","","","3"
"Min 1x per month","2006","Part Time","Urban Area","","","","","3"
"Min 1x per month","2006","Part Time","Rural Area","","","","","3"
"Min 1x per month","2006","Not Working","Urban Area","","","","","3"
"Min 1x per month","2006","Not Working","Rural Area","","","","","3"
"Min 1x per week","2006","Full Time","Rural Area","","","","","2"
"Min 1x per week","2006","Full Time","Urban Area","","","","","2"
"Min 1x per week","2006","Part Time","Urban Area","","","","","2"
"Min 1x per week","2006","Part Time","Rural Area","","","","","2"
"Min 1x per week","2006","Not Working","Urban Area","","","","","2"
"Min 1x per week","2006","Not Working","Rural Area","","","","","2"
"Never","2006","Full Time","Urban Area","","","","","5"
"Never","2006","Full Time","Rural Area","","","","","5"
"Never","2006","Part Time","Urban Area","","","","","5"
"Never","2006","Part Time","Rural Area","","","","","5"
"Never","2006","Not Working","Urban Area","","","","","5"
"Never","2006","Not Working","Rural Area","","","","","5"
"Rarely","2006","Full Time","Rural Area","","","","","4"
"Rarely","2006","Full Time","Urban Area","","","","","4"
"Rarely","2006","Part Time","Urban Area","","","","","4"
"Rarely","2006","Part Time","Rural Area","","","","","4"
"Rarely","2006","Not Working","Rural Area","","","","","4"
"Rarely","2006","Not Working","Urban Area","","","","","4"
"Daily","2007","Full Time","Urban Area","","","","","1"
"Daily","2007","Full Time","Rural Area","","","","","1"
"Daily","2007","Part Time","Urban Area","","","","","1"
"Daily","2007","Part Time","Rural Area","","","","","1"
"Daily","2007","Not Working","Urban Area","","","","","1"
"Daily","2007","Not Working","Rural Area","","","","","1"
"Min 1x per month","2007","Full Time","Urban Area","","","","","3"
"Min 1x per month","2007","Full Time","Rural Area","","","","","3"
"Min 1x per month","2007","Part Time","Urban Area","","","","","3"
"Min 1x per month","2007","Part Time","Rural Area","","","","","3"
"Min 1x per month","2007","Not Working","Urban Area","","","","","3"
"Min 1x per month","2007","Not Working","Rural Area","","","","","3"
"Min 1x per week","2007","Full Time","Urban Area","","","","","2"
"Min 1x per week","2007","Full Time","Rural Area","","","","","2"
"Min 1x per week","2007","Part Time","Urban Area","","","","","2"
"Min 1x per week","2007","Part Time","Rural Area","","","","","2"
"Min 1x per week","2007","Not Working","Urban Area","","","","","2"
"Min 1x per week","2007","Not Working","Rural Area","","","","","2"
"Never","2007","Full Time","Rural Area","","","","","5"
"Never","2007","Full Time","Urban Area","","","","","5"
"Never","2007","Part Time","Urban Area","","","","","5"
"Never","2007","Part Time","Rural Area","","","","","5"
"Never","2007","Not Working","Urban Area","","","","","5"
"Never","2007","Not Working","Rural Area","","","","","5"
"Rarely","2007","Full Time","Rural Area","","","","","4"
"Rarely","2007","Full Time","Urban Area","","","","","4"
"Rarely","2007","Part Time","Urban Area","","","","","4"
"Rarely","2007","Part Time","Rural Area","","","","","4"
"Rarely","2007","Not Working","Urban Area","","","","","4"
"Rarely","2007","Not Working","Rural Area","","","","","4"
"Daily","2008","Full Time","Urban Area","","","","","1"
"Daily","2008","Full Time","Rural Area","2","","","","1"
"Daily","2008","Part Time","Urban Area","4","","","","1"
"Daily","2008","Part Time","Rural Area","1","","","","1"
"Daily","2008","Not Working","Rural Area","1","","","","1"
"Daily","2008","Not Working","Urban Area","6","","","","1"
"Min 1x per month","2008","Full Time","Urban Area","1146","0.212661561508396","0.201243989877301","0.224079133139491","3"
"Min 1x per month","2008","Full Time","Rural Area","550","0.208599237958935","0.192826112266683","0.224372363651187","3"
"Min 1x per month","2008","Part Time","Urban Area","688","0.209278440653881","0.194668118916204","0.223888762391557","3"
"Min 1x per month","2008","Part Time","Rural Area","302","0.187475120031185","0.167281587668386","0.207668652393983","3"
"Min 1x per month","2008","Not Working","Urban Area","1008","0.1839575852226","0.173093664797435","0.194821505647765","3"
"Min 1x per month","2008","Not Working","Rural Area","507","0.193381611024739","0.178100271985509","0.208662950063969","3"
"Min 1x per week","2008","Full Time","Urban Area","122","0.0237812280983797","0.0195297569620672","0.0280326992346922","2"
"Min 1x per week","2008","Part Time","Urban Area","88","0.0305912143386574","0.0244062446088339","0.0367761840684809","2"
"Min 1x per week","2008","Full Time","Rural Area","53","0.0203261441977097","0.0148480255576474","0.0258042628377721","2"
"Min 1x per week","2008","Part Time","Rural Area","50","0.0378650238964834","0.0279895201194177","0.0477405276735492","2"
"Min 1x per week","2008","Not Working","Urban Area","157","0.0287767029201311","0.0240890934595945","0.0334643123806678","2"
"Min 1x per week","2008","Not Working","Rural Area","85","0.0298231715545635","0.0232417133558681","0.0364046297532588","2"
"Never","2008","Full Time","Rural Area","255","0.115382244839364","0.102979708982191","0.127784780696537","5"
"Never","2008","Full Time","Urban Area","470","0.109621306808302","0.100903978844489","0.118338634772116","5"
"Never","2008","Part Time","Urban Area","385","0.149057119015332","0.1362658889465","0.161848349084163","5"
"Never","2008","Part Time","Rural Area","194","0.169844565291869","0.150416584044756","0.189272546538982","5"
"Never","2008","Not Working","Urban Area","1047","0.247538394429857","0.235437016703114","0.259639772156599","5"
"Never","2008","Not Working","Rural Area","629","0.267122388309093","0.250002905628883","0.284241870989303","5"
"Rarely","2008","Full Time","Urban Area","3196","0.653935903584922","0.64066213072302","0.667209676446824","4"
"Rarely","2008","Full Time","Rural Area","1689","0.654866258715481","0.636410445332495","0.673322072098466","4"
"Rarely","2008","Part Time","Urban Area","1813","0.6086684511785","0.591139797075709","0.626197105281292","4"
"Rarely","2008","Part Time","Rural Area","888","0.604551066294469","0.579253203042587","0.629848929546351","4"
"Rarely","2008","Not Working","Rural Area","1344","0.509551512366175","0.490209105593819","0.528893919138531","4"
"Rarely","2008","Not Working","Urban Area","2668","0.538196225002228","0.524217407899122","0.552175042105333","4"
"Daily","2009","Full Time","Urban Area","","","","","1"
"Daily","2009","Full Time","Rural Area","","","","","1"
"Daily","2009","Part Time","Urban Area","","","","","1"
"Daily","2009","Part Time","Rural Area","","","","","1"
"Daily","2009","Not Working","Urban Area","","","","","1"
"Daily","2009","Not Working","Rural Area","","","","","1"
"Min 1x per month","2009","Full Time","Urban Area","","","","","3"
"Min 1x per month","2009","Full Time","Rural Area","","","","","3"
"Min 1x per month","2009","Part Time","Urban Area","","","","","3"
"Min 1x per month","2009","Part Time","Rural Area","","","","","3"
"Min 1x per month","2009","Not Working","Urban Area","","","","","3"
"Min 1x per month","2009","Not Working","Rural Area","","","","","3"
"Min 1x per week","2009","Full Time","Urban Area","","","","","2"
"Min 1x per week","2009","Full Time","Rural Area","","","","","2"
"Min 1x per week","2009","Part Time","Urban Area","","","","","2"
"Min 1x per week","2009","Part Time","Rural Area","","","","","2"
"Min 1x per week","2009","Not Working","Urban Area","","","","","2"
"Min 1x per week","2009","Not Working","Rural Area","","","","","2"
"Never","2009","Full Time","Urban Area","","","","","5"
"Never","2009","Full Time","Rural Area","","","","","5"
"Never","2009","Part Time","Urban Area","","","","","5"
"Never","2009","Part Time","Rural Area","","","","","5"
"Never","2009","Not Working","Urban Area","","","","","5"
"Never","2009","Not Working","Rural Area","","","","","5"
"Rarely","2009","Full Time","Urban Area","","","","","4"
"Rarely","2009","Full Time","Rural Area","","","","","4"
"Rarely","2009","Part Time","Urban Area","","","","","4"
"Rarely","2009","Part Time","Rural Area","","","","","4"
"Rarely","2009","Not Working","Urban Area","","","","","4"
"Rarely","2009","Not Working","Rural Area","","","","","4"
"Daily","2010","Full Time","Urban Area","","","","","1"
"Daily","2010","Full Time","Rural Area","","","","","1"
"Daily","2010","Part Time","Urban Area","","","","","1"
"Daily","2010","Part Time","Rural Area","","","","","1"
"Daily","2010","Not Working","Rural Area","","","","","1"
"Daily","2010","Not Working","Urban Area","","","","","1"
"Min 1x per month","2010","Full Time","Rural Area","","","","","3"
"Min 1x per month","2010","Full Time","Urban Area","","","","","3"
"Min 1x per month","2010","Part Time","Urban Area","","","","","3"
"Min 1x per month","2010","Part Time","Rural Area","","","","","3"
"Min 1x per month","2010","Not Working","Urban Area","","","","","3"
"Min 1x per month","2010","Not Working","Rural Area","","","","","3"
"Min 1x per week","2010","Full Time","Urban Area","","","","","2"
"Min 1x per week","2010","Full Time","Rural Area","","","","","2"
"Min 1x per week","2010","Part Time","Urban Area","","","","","2"
"Min 1x per week","2010","Part Time","Rural Area","","","","","2"
"Min 1x per week","2010","Not Working","Urban Area","","","","","2"
"Min 1x per week","2010","Not Working","Rural Area","","","","","2"
"Never","2010","Full Time","Rural Area","","","","","5"
"Never","2010","Full Time","Urban Area","","","","","5"
"Never","2010","Part Time","Urban Area","","","","","5"
"Never","2010","Part Time","Rural Area","","","","","5"
"Never","2010","Not Working","Urban Area","","","","","5"
"Never","2010","Not Working","Rural Area","","","","","5"
"Rarely","2010","Full Time","Rural Area","","","","","4"
"Rarely","2010","Full Time","Urban Area","","","","","4"
"Rarely","2010","Part Time","Urban Area","","","","","4"
"Rarely","2010","Part Time","Rural Area","","","","","4"
"Rarely","2010","Not Working","Urban Area","","","","","4"
"Rarely","2010","Not Working","Rural Area","","","","","4"
"Daily","2011","Full Time","Urban Area","","","","","1"
"Daily","2011","Full Time","Rural Area","","","","","1"
"Daily","2011","Part Time","Urban Area","","","","","1"
"Daily","2011","Part Time","Rural Area","","","","","1"
"Daily","2011","Not Working","Urban Area","","","","","1"
"Daily","2011","Not Working","Rural Area","","","","","1"
"Min 1x per month","2011","Full Time","Rural Area","","","","","3"
"Min 1x per month","2011","Full Time","Urban Area","","","","","3"
"Min 1x per month","2011","Part Time","Urban Area","","","","","3"
"Min 1x per month","2011","Part Time","Rural Area","","","","","3"
"Min 1x per month","2011","Not Working","Urban Area","","","","","3"
"Min 1x per month","2011","Not Working","Rural Area","","","","","3"
"Min 1x per week","2011","Full Time","Rural Area","","","","","2"
"Min 1x per week","2011","Full Time","Urban Area","","","","","2"
"Min 1x per week","2011","Part Time","Urban Area","","","","","2"
"Min 1x per week","2011","Part Time","Rural Area","","","","","2"
"Min 1x per week","2011","Not Working","Urban Area","","","","","2"
"Min 1x per week","2011","Not Working","Rural Area","","","","","2"
"Never","2011","Full Time","Rural Area","","","","","5"
"Never","2011","Full Time","Urban Area","","","","","5"
"Never","2011","Part Time","Urban Area","","","","","5"
"Never","2011","Part Time","Rural Area","","","","","5"
"Never","2011","Not Working","Urban Area","","","","","5"
"Never","2011","Not Working","Rural Area","","","","","5"
"Rarely","2011","Full Time","Urban Area","","","","","4"
"Rarely","2011","Full Time","Rural Area","","","","","4"
"Rarely","2011","Part Time","Urban Area","","","","","4"
"Rarely","2011","Part Time","Rural Area","","","","","4"
"Rarely","2011","Not Working","Urban Area","","","","","4"
"Rarely","2011","Not Working","Rural Area","","","","","4"
"Daily","2012","Full Time","Urban Area","","","","","1"
"Daily","2012","Full Time","Rural Area","","","","","1"
"Daily","2012","Part Time","Urban Area","","","","","1"
"Daily","2012","Part Time","Rural Area","","","","","1"
"Daily","2012","Not Working","Urban Area","","","","","1"
"Daily","2012","Not Working","Rural Area","","","","","1"
"Min 1x per month","2012","Full Time","Urban Area","","","","","3"
"Min 1x per month","2012","Full Time","Rural Area","","","","","3"
"Min 1x per month","2012","Part Time","Urban Area","","","","","3"
"Min 1x per month","2012","Part Time","Rural Area","","","","","3"
"Min 1x per month","2012","Not Working","Urban Area","","","","","3"
"Min 1x per month","2012","Not Working","Rural Area","","","","","3"
"Min 1x per week","2012","Full Time","Urban Area","","","","","2"
"Min 1x per week","2012","Full Time","Rural Area","","","","","2"
"Min 1x per week","2012","Part Time","Urban Area","","","","","2"
"Min 1x per week","2012","Not Working","Urban Area","","","","","2"
"Min 1x per week","2012","Part Time","Rural Area","","","","","2"
"Min 1x per week","2012","Not Working","Rural Area","","","","","2"
"Never","2012","Full Time","Urban Area","","","","","5"
"Never","2012","Full Time","Rural Area","","","","","5"
"Never","2012","Part Time","Urban Area","","","","","5"
"Never","2012","Part Time","Rural Area","","","","","5"
"Never","2012","Not Working","Urban Area","","","","","5"
"Never","2012","Not Working","Rural Area","","","","","5"
"Rarely","2012","Full Time","Rural Area","","","","","4"
"Rarely","2012","Full Time","Urban Area","","","","","4"
"Rarely","2012","Part Time","Urban Area","","","","","4"
"Rarely","2012","Part Time","Rural Area","","","","","4"
"Rarely","2012","Not Working","Urban Area","","","","","4"
"Rarely","2012","Not Working","Rural Area","","","","","4"
"Daily","2013","Full Time","Urban Area","4","","","","1"
"Daily","2013","Full Time","Rural Area","3","","","","1"
"Daily","2013","Part Time","Urban Area","7","","","","1"
"Daily","2013","Part Time","Rural Area","4","","","","1"
"Daily","2013","Not Working","Urban Area","10","","","","1"
"Daily","2013","Not Working","Rural Area","7","","","","1"
"Min 1x per month","2013","Full Time","Urban Area","1966","0.31319842624607","0.301617376875837","0.324779475616303","3"
"Min 1x per month","2013","Full Time","Rural Area","1030","0.28682992953217","0.271807419760319","0.301852439304021","3"
"Min 1x per month","2013","Part Time","Urban Area","1370","0.279976977012452","0.267013359539141","0.292940594485764","3"
"Min 1x per month","2013","Part Time","Rural Area","674","0.242694200867849","0.225919178762285","0.259469222973412","3"
"Min 1x per month","2013","Not Working","Urban Area","1407","0.224229476294831","0.213338854958291","0.235120097631371","3"
"Min 1x per month","2013","Not Working","Rural Area","702","0.220225432372762","0.205770067144157","0.234680797601366","3"
"Min 1x per week","2013","Full Time","Urban Area","288","0.037437138811838","0.0326970294453403","0.0421772481783357","2"
"Min 1x per week","2013","Full Time","Rural Area","131","0.0343807178183021","0.02832878438725","0.0404326512493542","2"
"Min 1x per week","2013","Part Time","Urban Area","233","0.0420063513286782","0.0362143233524785","0.0477983793048778","2"
"Min 1x per week","2013","Part Time","Rural Area","102","0.0456819512224908","0.0375120528918619","0.0538518495531197","2"
"Min 1x per week","2013","Not Working","Rural Area","167","0.0464267766099985","0.0390871817184426","0.0537663715015545","2"
"Min 1x per week","2013","Not Working","Urban Area","229","0.0337812731614567","0.0290637352206427","0.0384988111022707","2"
"Never","2013","Full Time","Urban Area","424","0.0724820066082739","0.0660076180136138","0.0789563952029339","5"
"Never","2013","Full Time","Rural Area","291","0.0902978781906484","0.0807782040175068","0.0998175523637899","5"
"Never","2013","Part Time","Urban Area","470","0.102012729834269","0.0932738829391374","0.1107515767294","5"
"Never","2013","Part Time","Rural Area","261","0.109896388978916","0.0976584085866624","0.122134369371169","5"
"Never","2013","Not Working","Urban Area","1166","0.237527682957434","0.226415258386778","0.248640107528091","5"
"Never","2013","Not Working","Rural Area","705","0.238543258582375","0.223676475943044","0.253410041221706","5"
"Rarely","2013","Full Time","Urban Area","3479","0.576049608976771","0.563709757009764","0.588389460943778","4"
"Rarely","2013","Part Time","Urban Area","2528","0.575025919088232","0.560752869065289","0.589298969111176","4"
"Rarely","2013","Full Time","Rural Area","2027","0.587815170719111","0.571465835274672","0.604164506163551","4"
"Rarely","2013","Part Time","Rural Area","1468","0.601203834663823","0.582044337003989","0.620363332323656","4"
"Rarely","2013","Not Working","Urban Area","2822","0.501971739171127","0.488915854739063","0.515027623603191","4"
"Rarely","2013","Not Working","Rural Area","1576","0.491869263324814","0.474430191138497","0.50930833551113","4"
"Daily","2014","Full Time","Urban Area","","","","","1"
"Daily","2014","Full Time","Rural Area","","","","","1"
"Daily","2014","Part Time","Urban Area","","","","","1"
"Daily","2014","Part Time","Rural Area","","","","","1"
"Daily","2014","Not Working","Urban Area","","","","","1"
"Daily","2014","Not Working","Rural Area","","","","","1"
"Min 1x per month","2014","Full Time","Urban Area","","","","","3"
"Min 1x per month","2014","Full Time","Rural Area","","","","","3"
"Min 1x per month","2014","Part Time","Urban Area","","","","","3"
"Min 1x per month","2014","Part Time","Rural Area","","","","","3"
"Min 1x per month","2014","Not Working","Urban Area","","","","","3"
"Min 1x per month","2014","Not Working","Rural Area","","","","","3"
"Min 1x per week","2014","Full Time","Urban Area","","","","","2"
"Min 1x per week","2014","Full Time","Rural Area","","","","","2"
"Min 1x per week","2014","Part Time","Urban Area","","","","","2"
"Min 1x per week","2014","Part Time","Rural Area","","","","","2"
"Min 1x per week","2014","Not Working","Rural Area","","","","","2"
"Min 1x per week","2014","Not Working","Urban Area","","","","","2"
"Never","2014","Full Time","Urban Area","","","","","5"
"Never","2014","Full Time","Rural Area","","","","","5"
"Never","2014","Part Time","Urban Area","","","","","5"
"Never","2014","Part Time","Rural Area","","","","","5"
"Never","2014","Not Working","Urban Area","","","","","5"
"Never","2014","Not Working","Rural Area","","","","","5"
"Rarely","2014","Full Time","Urban Area","","","","","4"
"Rarely","2014","Full Time","Rural Area","","","","","4"
"Rarely","2014","Part Time","Urban Area","","","","","4"
"Rarely","2014","Part Time","Rural Area","","","","","4"
"Rarely","2014","Not Working","Urban Area","","","","","4"
"Rarely","2014","Not Working","Rural Area","","","","","4"
"Daily","2015","Full Time","Urban Area","","","","","1"
"Daily","2015","Full Time","Rural Area","","","","","1"
"Daily","2015","Part Time","Urban Area","","","","","1"
"Daily","2015","Part Time","Rural Area","","","","","1"
"Daily","2015","Not Working","Urban Area","","","","","1"
"Daily","2015","Not Working","Rural Area","","","","","1"
"Min 1x per month","2015","Full Time","Rural Area","","","","","3"
"Min 1x per month","2015","Full Time","Urban Area","","","","","3"
"Min 1x per month","2015","Part Time","Urban Area","","","","","3"
"Min 1x per month","2015","Part Time","Rural Area","","","","","3"
"Min 1x per month","2015","Not Working","Rural Area","","","","","3"
"Min 1x per month","2015","Not Working","Urban Area","","","","","3"
"Min 1x per week","2015","Full Time","Urban Area","","","","","2"
"Min 1x per week","2015","Full Time","Rural Area","","","","","2"
"Min 1x per week","2015","Part Time","Rural Area","","","","","2"
"Min 1x per week","2015","Part Time","Urban Area","","","","","2"
"Min 1x per week","2015","Not Working","Rural Area","","","","","2"
"Min 1x per week","2015","Not Working","Urban Area","","","","","2"
"Never","2015","Full Time","Urban Area","","","","","5"
"Never","2015","Full Time","Rural Area","","","","","5"
"Never","2015","Part Time","Urban Area","","","","","5"
"Never","2015","Part Time","Rural Area","","","","","5"
"Never","2015","Not Working","Urban Area","","","","","5"
"Never","2015","Not Working","Rural Area","","","","","5"
"Rarely","2015","Full Time","Rural Area","","","","","4"
"Rarely","2015","Full Time","Urban Area","","","","","4"
"Rarely","2015","Part Time","Urban Area","","","","","4"
"Rarely","2015","Part Time","Rural Area","","","","","4"
"Rarely","2015","Not Working","Urban Area","","","","","4"
"Rarely","2015","Not Working","Rural Area","","","","","4"
"Daily","2016","Full Time","Urban Area","","","","","1"
"Daily","2016","Full Time","Rural Area","","","","","1"
"Daily","2016","Part Time","Urban Area","","","","","1"
"Daily","2016","Part Time","Rural Area","","","","","1"
"Daily","2016","Not Working","Urban Area","","","","","1"
"Daily","2016","Not Working","Rural Area","","","","","1"
"Min 1x per month","2016","Full Time","Urban Area","","","","","3"
"Min 1x per month","2016","Full Time","Rural Area","","","","","3"
"Min 1x per month","2016","Part Time","Urban Area","","","","","3"
"Min 1x per month","2016","Part Time","Rural Area","","","","","3"
"Min 1x per month","2016","Not Working","Urban Area","","","","","3"
"Min 1x per month","2016","Not Working","Rural Area","","","","","3"
"Min 1x per week","2016","Full Time","Urban Area","","","","","2"
"Min 1x per week","2016","Full Time","Rural Area","","","","","2"
"Min 1x per week","2016","Part Time","Urban Area","","","","","2"
"Min 1x per week","2016","Part Time","Rural Area","","","","","2"
"Min 1x per week","2016","Not Working","Urban Area","","","","","2"
"Min 1x per week","2016","Not Working","Rural Area","","","","","2"
"Never","2016","Full Time","Urban Area","","","","","5"
"Never","2016","Full Time","Rural Area","","","","","5"
"Never","2016","Part Time","Urban Area","","","","","5"
"Never","2016","Part Time","Rural Area","","","","","5"
"Never","2016","Not Working","Urban Area","","","","","5"
"Never","2016","Not Working","Rural Area","","","","","5"
"Rarely","2016","Full Time","Urban Area","","","","","4"
"Rarely","2016","Full Time","Rural Area","","","","","4"
"Rarely","2016","Part Time","Urban Area","","","","","4"
"Rarely","2016","Part Time","Rural Area","","","","","4"
"Rarely","2016","Not Working","Urban Area","","","","","4"
"Rarely","2016","Not Working","Rural Area","","","","","4"
"Daily","2017","Full Time","Urban Area","","","","","1"
"Daily","2017","Full Time","Rural Area","1","","","","1"
"Daily","2017","Part Time","Urban Area","","","","","1"
"Daily","2017","Part Time","Rural Area","","","","","1"
"Daily","2017","Not Working","Urban Area","54","0.0182321426187386","0.0139760776528454","0.0224882075846319","1"
"Daily","2017","Not Working","Rural Area","14","","","","1"
"Min 1x per month","2017","Full Time","Urban Area","11","","","","3"
"Min 1x per month","2017","Full Time","Rural Area","10","","","","3"
"Min 1x per month","2017","Part Time","Urban Area","27","","","","3"
"Min 1x per month","2017","Part Time","Rural Area","11","","","","3"
"Min 1x per month","2017","Not Working","Rural Area","224","0.141293171285462","0.123677622829062","0.158908719741862","3"
"Min 1x per month","2017","Not Working","Urban Area","593","0.149990186062233","0.138631492555834","0.161348879568632","3"
"Min 1x per week","2017","Full Time","Urban Area","2","","","","2"
"Min 1x per week","2017","Full Time","Rural Area","2","","","","2"
"Min 1x per week","2017","Part Time","Urban Area","11","","","","2"
"Min 1x per week","2017","Part Time","Rural Area","1","","","","2"
"Min 1x per week","2017","Not Working","Urban Area","340","0.0883633699791071","0.0793345289197108","0.0973922110385033","2"
"Min 1x per week","2017","Not Working","Rural Area","111","0.10224409106018","0.086922235283165","0.117565946837196","2"
"Never","2017","Full Time","Urban Area","7","","","","5"
"Never","2017","Full Time","Rural Area","4","","","","5"
"Never","2017","Part Time","Urban Area","35","0.285206546513135","0.205087051409415","0.365326041616855","5"
"Never","2017","Part Time","Rural Area","12","","","","5"
"Never","2017","Not Working","Urban Area","1606","0.439596250488045","0.423806964355552","0.455385536620537","5"
"Never","2017","Not Working","Rural Area","635","0.442621114846476","0.417501993448448","0.467740236244505","5"
"Rarely","2017","Full Time","Urban Area","18","","","","4"
"Rarely","2017","Part Time","Urban Area","49","0.426647767779986","0.338884321562293","0.514411213997679","4"
"Rarely","2017","Full Time","Rural Area","10","","","","4"
"Rarely","2017","Not Working","Urban Area","1203","0.303818050851877","0.289187753431688","0.318448348272065","4"
"Rarely","2017","Part Time","Rural Area","22","","","","4"
"Rarely","2017","Not Working","Rural Area","518","0.303905175864747","0.280644818901815","0.327165532827679","4"
"Daily","2018","Full Time","Urban Area","","","","","1"
"Daily","2018","Full Time","Rural Area","1","","","","1"
"Daily","2018","Part Time","Urban Area","4","","","","1"
"Daily","2018","Part Time","Rural Area","","","","","1"
"Daily","2018","Not Working","Urban Area","58","0.0258664550784096","0.0196152637109983","0.0321176464458209","1"
"Daily","2018","Not Working","Rural Area","23","","","","1"
"Min 1x per month","2018","Full Time","Urban Area","29","","","","3"
"Min 1x per month","2018","Full Time","Rural Area","17","","","","3"
"Min 1x per month","2018","Part Time","Urban Area","81","0.306940552315741","0.251720975604713","0.362160129026769","3"
"Min 1x per month","2018","Part Time","Rural Area","22","","","","3"
"Min 1x per month","2018","Not Working","Rural Area","202","0.191868596809773","0.165777820227521","0.217959373392026","3"
"Min 1x per month","2018","Not Working","Urban Area","601","0.240174360003292","0.223351285004515","0.256997435002068","3"
"Min 1x per week","2018","Full Time","Urban Area","13","","","","2"
"Min 1x per week","2018","Full Time","Rural Area","8","","","","2"
"Min 1x per week","2018","Part Time","Urban Area","49","0.20480259550963","0.156487159945465","0.253118031073796","2"
"Min 1x per week","2018","Part Time","Rural Area","22","","","","2"
"Min 1x per week","2018","Not Working","Rural Area","122","0.128456715550256","0.106286651301245","0.150626779799267","2"
"Min 1x per week","2018","Not Working","Urban Area","419","0.181053029041278","0.165888955718629","0.196217102363927","2"
"Never","2018","Full Time","Urban Area","23","","","","5"
"Never","2018","Full Time","Rural Area","7","","","","5"
"Never","2018","Part Time","Urban Area","45","0.156589962047044","0.113080668058518","0.200099256035569","5"
"Never","2018","Part Time","Rural Area","14","","","","5"
"Never","2018","Not Working","Urban Area","554","0.246055564184588","0.229093787028642","0.263017341340534","5"
"Never","2018","Not Working","Rural Area","178","0.237945077326737","0.20973036912374","0.266159785529733","5"
"Rarely","2018","Full Time","Urban Area","34","0.339125738281893","0.245871132834186","0.4323803437296","4"
"Rarely","2018","Full Time","Rural Area","21","","","","4"
"Rarely","2018","Part Time","Urban Area","89","0.305195897788533","0.250064217766184","0.360327577810883","4"
"Rarely","2018","Part Time","Rural Area","28","","","","4"
