"pli0082","year","pgisced97","sampreg","n","percent","lower_confidence","upper_confidence"
"Daily","1997","higher vocational","East Germany","","","",""
"Daily","1997","higher education","West Germany","","","",""
"Daily","1997","higher education","East Germany","","","",""
"Min 1x per week","1997","in school","West Germany","","","",""
"Min 1x per week","1997","in school","East Germany","","","",""
"Min 1x per week","1997","inadequately","West Germany","","","",""
"Min 1x per week","1997","inadequately","East Germany","","","",""
"Min 1x per week","1997","general elemantary","West Germany","","","",""
"Min 1x per week","1997","general elemantary","East Germany","","","",""
"Min 1x per week","1997","middle vocational","West Germany","","","",""
"Min 1x per week","1997","middle vocational","East Germany","","","",""
"Min 1x per week","1997","vocational + Abi","West Germany","","","",""
"Min 1x per week","1997","vocational + Abi","East Germany","","","",""
"Min 1x per week","1997","higher vocational","West Germany","","","",""
"Min 1x per week","1997","higher vocational","East Germany","","","",""
"Min 1x per week","1997","higher education","West Germany","","","",""
"Min 1x per week","1997","higher education","East Germany","","","",""
"Min 1x per month","1997","in school","West Germany","","","",""
"Min 1x per month","1997","in school","East Germany","","","",""
"Min 1x per month","1997","inadequately","West Germany","","","",""
"Min 1x per month","1997","inadequately","East Germany","","","",""
"Min 1x per month","1997","general elemantary","West Germany","","","",""
"Min 1x per month","1997","general elemantary","East Germany","","","",""
"Min 1x per month","1997","middle vocational","West Germany","","","",""
"Min 1x per month","1997","middle vocational","East Germany","","","",""
"Min 1x per month","1997","vocational + Abi","West Germany","","","",""
"Min 1x per month","1997","vocational + Abi","East Germany","","","",""
"Min 1x per month","1997","higher vocational","West Germany","","","",""
"Min 1x per month","1997","higher vocational","East Germany","","","",""
"Min 1x per month","1997","higher education","West Germany","","","",""
"Min 1x per month","1997","higher education","East Germany","","","",""
"Rarely","1997","in school","West Germany","","","",""
"Rarely","1997","in school","East Germany","","","",""
"Rarely","1997","inadequately","West Germany","","","",""
"Rarely","1997","inadequately","East Germany","","","",""
"Rarely","1997","general elemantary","West Germany","","","",""
"Rarely","1997","general elemantary","East Germany","","","",""
"Rarely","1997","middle vocational","West Germany","","","",""
"Rarely","1997","middle vocational","East Germany","","","",""
"Rarely","1997","vocational + Abi","West Germany","","","",""
"Rarely","1997","vocational + Abi","East Germany","","","",""
"Rarely","1997","higher vocational","West Germany","","","",""
"Rarely","1997","higher vocational","East Germany","","","",""
"Rarely","1997","higher education","West Germany","","","",""
"Rarely","1997","higher education","East Germany","","","",""
"Never","1997","in school","West Germany","","","",""
"Never","1997","in school","East Germany","","","",""
"Never","1997","inadequately","West Germany","","","",""
"Never","1997","inadequately","East Germany","","","",""
"Never","1997","general elemantary","West Germany","","","",""
"Never","1997","general elemantary","East Germany","","","",""
"Never","1997","middle vocational","West Germany","","","",""
"Never","1997","middle vocational","East Germany","","","",""
"Never","1997","vocational + Abi","West Germany","","","",""
"Never","1997","vocational + Abi","East Germany","","","",""
"Never","1997","higher vocational","West Germany","","","",""
"Never","1997","higher vocational","East Germany","","","",""
"Never","1997","higher education","West Germany","","","",""
"Never","1997","higher education","East Germany","","","",""
"Daily","1998","in school","West Germany","","","",""
"Daily","1998","in school","East Germany","","","",""
"Daily","1998","inadequately","West Germany","","","",""
"Daily","1998","inadequately","East Germany","","","",""
"Daily","1998","general elemantary","West Germany","4","","",""
"Daily","1998","general elemantary","East Germany","1","","",""
"Daily","1998","middle vocational","West Germany","3","","",""
"Daily","1998","middle vocational","East Germany","","","",""
"Daily","1998","vocational + Abi","West Germany","1","","",""
"Daily","1998","vocational + Abi","East Germany","","","",""
"Daily","1998","higher vocational","West Germany","","","",""
"Daily","1998","higher vocational","East Germany","","","",""
"Daily","1998","higher education","West Germany","2","","",""
"Daily","1998","higher education","East Germany","1","","",""
"Min 1x per week","1998","in school","West Germany","8","","",""
"Min 1x per week","1998","in school","East Germany","2","","",""
"Min 1x per week","1998","inadequately","West Germany","10","","",""
"Min 1x per week","1998","inadequately","East Germany","1","","",""
"Min 1x per week","1998","general elemantary","West Germany","88","0.0415795877239805","0.0331668384060283","0.0499923370419326"
"Min 1x per week","1998","general elemantary","East Germany","22","","",""
"Min 1x per week","1998","middle vocational","West Germany","254","0.0525881804495844","0.0463473269706525","0.0588290339285164"
"Min 1x per week","1998","middle vocational","East Germany","95","0.0477887770717214","0.0386477108047601","0.0569298433386826"
"Min 1x per week","1998","vocational + Abi","West Germany","18","","",""
"Min 1x per week","1998","vocational + Abi","East Germany","4","","",""
"Min 1x per week","1998","higher vocational","West Germany","24","","",""
"Min 1x per week","1998","higher vocational","East Germany","12","","",""
"Min 1x per week","1998","higher education","West Germany","65","0.0636206478822075","0.0491969470323107","0.0780443487321044"
"Min 1x per week","1998","higher education","East Germany","43","0.042790187159971","0.0293265037004863","0.0562538706194556"
"Min 1x per month","1998","in school","West Germany","50","0.264097440766724","0.206365476407805","0.321829405125643"
"Min 1x per month","1998","in school","East Germany","31","0.266791993687212","0.183378519731846","0.350205467642579"
"Min 1x per month","1998","inadequately","West Germany","39","0.102867832101175","0.0740201250104366","0.131715539191913"
"Min 1x per month","1998","inadequately","East Germany","4","","",""
"Min 1x per month","1998","general elemantary","West Germany","412","0.200707116048531","0.183827825462459","0.217586406634603"
"Min 1x per month","1998","general elemantary","East Germany","72","0.173587705715397","0.1354559894917","0.211719421939094"
"Min 1x per month","1998","middle vocational","West Germany","1189","0.24499293696842","0.232968000122016","0.257017873814825"
"Min 1x per month","1998","middle vocational","East Germany","479","0.222229732250225","0.20441439693276","0.24004506756769"
"Min 1x per month","1998","vocational + Abi","West Germany","122","0.294899519121997","0.252340527057245","0.337458511186749"
"Min 1x per month","1998","vocational + Abi","East Germany","18","","",""
"Min 1x per month","1998","higher vocational","West Germany","146","0.267125299229337","0.231240208944392","0.303010389514281"
"Min 1x per month","1998","higher vocational","East Germany","66","0.260337334060617","0.204587357600629","0.316087310520606"
"Min 1x per month","1998","higher education","West Germany","427","0.399991480619561","0.371040996696491","0.428941964542632"
"Min 1x per month","1998","higher education","East Germany","275","0.316572436999411","0.285628823831319","0.347516050167504"
"Rarely","1998","in school","West Germany","148","0.628488876908196","0.565209995952071","0.691767757864321"
"Rarely","1998","in school","East Germany","73","0.692725528974387","0.605713348970418","0.779737708978357"
"Rarely","1998","inadequately","West Germany","247","0.540399431869888","0.493074389464223","0.587724474275553"
"Rarely","1998","inadequately","East Germany","10","","",""
"Rarely","1998","general elemantary","West Germany","1278","0.565730043722794","0.544841683646074","0.586618403799514"
"Rarely","1998","general elemantary","East Germany","207","0.502976664067359","0.452639262418163","0.553314065716556"
"Rarely","1998","middle vocational","West Germany","3035","0.609952268993534","0.596314688766179","0.62358984922089"
"Rarely","1998","middle vocational","East Germany","1289","0.601711177878369","0.580733358115788","0.62268899764095"
"Rarely","1998","vocational + Abi","West Germany","277","0.604209298501762","0.558568283712138","0.649850313291385"
"Rarely","1998","vocational + Abi","East Germany","44","0.623174299991779","0.507996531720127","0.738352068263431"
"Rarely","1998","higher vocational","West Germany","380","0.610093370443226","0.570536663475152","0.649650077411301"
"Rarely","1998","higher vocational","East Germany","147","0.603160063483625","0.541003987724255","0.665316139242996"
"Rarely","1998","higher education","West Germany","570","0.506446498854681","0.476901385978784","0.535991611730579"
"Rarely","1998","higher education","East Germany","522","0.587992547713938","0.555248928954062","0.620736166473814"
"Never","1998","in school","West Germany","18","","",""
"Never","1998","in school","East Germany","2","","",""
"Never","1998","inadequately","West Germany","130","0.319826397062776","0.275535922781524","0.364116871344028"
"Never","1998","inadequately","East Germany","","","",""
"Never","1998","general elemantary","West Germany","381","0.191433953026785","0.174853856090998","0.208014049962572"
"Never","1998","general elemantary","East Germany","77","0.280424004188003","0.235199437660444","0.325648570715561"
"Never","1998","middle vocational","West Germany","433","0.0918655376218831","0.0837898055144675","0.0999412697292988"
"Never","1998","middle vocational","East Germany","229","0.128270312799685","0.113941135842282","0.142599489757088"
"Never","1998","vocational + Abi","West Germany","23","","",""
"Never","1998","vocational + Abi","East Germany","2","","",""
"Never","1998","higher vocational","West Germany","34","0.0714689333249852","0.0505760423953311","0.0923618242546392"
"Never","1998","higher vocational","East Germany","13","","",""
"Never","1998","higher education","West Germany","36","0.0281003336657492","0.0183343003084341","0.0378663670230644"
"Never","1998","higher education","East Germany","27","","",""
"Daily","1999","in school","West Germany","","","",""
"Daily","1999","in school","East Germany","","","",""
"Daily","1999","inadequately","West Germany","","","",""
"Daily","1999","inadequately","East Germany","","","",""
"Daily","1999","general elemantary","West Germany","","","",""
"Daily","1999","general elemantary","East Germany","","","",""
"Daily","1999","middle vocational","West Germany","","","",""
"Daily","1999","middle vocational","East Germany","","","",""
"Daily","1999","vocational + Abi","West Germany","","","",""
"Daily","1999","vocational + Abi","East Germany","","","",""
"Daily","1999","higher vocational","West Germany","","","",""
"Daily","1999","higher vocational","East Germany","","","",""
"Daily","1999","higher education","West Germany","","","",""
"Daily","1999","higher education","East Germany","","","",""
"Min 1x per week","1999","in school","West Germany","","","",""
"Min 1x per week","1999","in school","East Germany","","","",""
"Min 1x per week","1999","inadequately","West Germany","","","",""
"Min 1x per week","1999","inadequately","East Germany","","","",""
"Min 1x per week","1999","general elemantary","West Germany","","","",""
"Min 1x per week","1999","general elemantary","East Germany","","","",""
"Min 1x per week","1999","middle vocational","West Germany","","","",""
"Min 1x per week","1999","middle vocational","East Germany","","","",""
"Min 1x per week","1999","vocational + Abi","West Germany","","","",""
"Min 1x per week","1999","vocational + Abi","East Germany","","","",""
"Min 1x per week","1999","higher vocational","West Germany","","","",""
"Min 1x per week","1999","higher vocational","East Germany","","","",""
"Min 1x per week","1999","higher education","West Germany","","","",""
"Min 1x per week","1999","higher education","East Germany","","","",""
"Min 1x per month","1999","in school","West Germany","","","",""
"Min 1x per month","1999","in school","East Germany","","","",""
"Min 1x per month","1999","inadequately","West Germany","","","",""
"Min 1x per month","1999","inadequately","East Germany","","","",""
"Min 1x per month","1999","general elemantary","West Germany","","","",""
"Min 1x per month","1999","general elemantary","East Germany","","","",""
"Min 1x per month","1999","middle vocational","West Germany","","","",""
"Min 1x per month","1999","middle vocational","East Germany","","","",""
"Min 1x per month","1999","vocational + Abi","West Germany","","","",""
"Min 1x per month","1999","vocational + Abi","East Germany","","","",""
"Min 1x per month","1999","higher vocational","West Germany","","","",""
"Min 1x per month","1999","higher vocational","East Germany","","","",""
"Min 1x per month","1999","higher education","West Germany","","","",""
"Min 1x per month","1999","higher education","East Germany","","","",""
"Rarely","1999","in school","West Germany","","","",""
"Rarely","1999","in school","East Germany","","","",""
"Rarely","1999","inadequately","West Germany","","","",""
"Rarely","1999","inadequately","East Germany","","","",""
"Rarely","1999","general elemantary","West Germany","","","",""
"Rarely","1999","general elemantary","East Germany","","","",""
"Rarely","1999","middle vocational","West Germany","","","",""
"Rarely","1999","middle vocational","East Germany","","","",""
"Rarely","1999","vocational + Abi","West Germany","","","",""
"Rarely","1999","vocational + Abi","East Germany","","","",""
"Rarely","1999","higher vocational","West Germany","","","",""
"Rarely","1999","higher vocational","East Germany","","","",""
"Rarely","1999","higher education","West Germany","","","",""
"Rarely","1999","higher education","East Germany","","","",""
"Never","1999","in school","West Germany","","","",""
"Never","1999","in school","East Germany","","","",""
"Never","1999","inadequately","West Germany","","","",""
"Never","1999","inadequately","East Germany","","","",""
"Never","1999","general elemantary","West Germany","","","",""
"Never","1999","general elemantary","East Germany","","","",""
"Never","1999","middle vocational","West Germany","","","",""
"Never","1999","middle vocational","East Germany","","","",""
"Never","1999","vocational + Abi","West Germany","","","",""
"Never","1999","vocational + Abi","East Germany","","","",""
"Never","1999","higher vocational","West Germany","","","",""
"Never","1999","higher vocational","East Germany","","","",""
"Never","1999","higher education","West Germany","","","",""
"Never","1999","higher education","East Germany","","","",""
"Daily","2000","in school","West Germany","","","",""
"Daily","2000","in school","East Germany","","","",""
"Daily","2000","inadequately","West Germany","","","",""
"Daily","2000","inadequately","East Germany","","","",""
"Daily","2000","general elemantary","West Germany","","","",""
"Daily","2000","general elemantary","East Germany","","","",""
"Daily","2000","middle vocational","West Germany","","","",""
"Daily","2000","middle vocational","East Germany","","","",""
"Daily","2000","vocational + Abi","West Germany","","","",""
"Daily","2000","vocational + Abi","East Germany","","","",""
"Daily","2000","higher vocational","West Germany","","","",""
"Daily","2000","higher vocational","East Germany","","","",""
"Daily","2000","higher education","West Germany","","","",""
"Daily","2000","higher education","East Germany","","","",""
"Min 1x per week","2000","in school","West Germany","","","",""
"Min 1x per week","2000","in school","East Germany","","","",""
"Min 1x per week","2000","inadequately","West Germany","","","",""
"Min 1x per week","2000","inadequately","East Germany","","","",""
"Min 1x per week","2000","general elemantary","West Germany","","","",""
"Min 1x per week","2000","general elemantary","East Germany","","","",""
"Min 1x per week","2000","middle vocational","West Germany","","","",""
"Min 1x per week","2000","middle vocational","East Germany","","","",""
"Min 1x per week","2000","vocational + Abi","West Germany","","","",""
"Min 1x per week","2000","vocational + Abi","East Germany","","","",""
"Min 1x per week","2000","higher vocational","West Germany","","","",""
"Min 1x per week","2000","higher vocational","East Germany","","","",""
"Min 1x per week","2000","higher education","West Germany","","","",""
"Min 1x per week","2000","higher education","East Germany","","","",""
"Min 1x per month","2000","in school","West Germany","","","",""
"Min 1x per month","2000","in school","East Germany","","","",""
"Min 1x per month","2000","inadequately","West Germany","","","",""
"Min 1x per month","2000","inadequately","East Germany","","","",""
"Min 1x per month","2000","general elemantary","West Germany","","","",""
"Min 1x per month","2000","general elemantary","East Germany","","","",""
"Min 1x per month","2000","middle vocational","West Germany","","","",""
"Min 1x per month","2000","middle vocational","East Germany","","","",""
"Min 1x per month","2000","vocational + Abi","West Germany","","","",""
"Min 1x per month","2000","vocational + Abi","East Germany","","","",""
"Min 1x per month","2000","higher vocational","West Germany","","","",""
"Min 1x per month","2000","higher vocational","East Germany","","","",""
"Min 1x per month","2000","higher education","West Germany","","","",""
"Min 1x per month","2000","higher education","East Germany","","","",""
"Rarely","2000","in school","West Germany","","","",""
"Rarely","2000","in school","East Germany","","","",""
"Rarely","2000","inadequately","West Germany","","","",""
"Rarely","2000","inadequately","East Germany","","","",""
"Rarely","2000","general elemantary","West Germany","","","",""
"Rarely","2000","general elemantary","East Germany","","","",""
"Rarely","2000","middle vocational","West Germany","","","",""
"Rarely","2000","middle vocational","East Germany","","","",""
"Rarely","2000","vocational + Abi","West Germany","","","",""
"Rarely","2000","vocational + Abi","East Germany","","","",""
"Rarely","2000","higher vocational","West Germany","","","",""
"Rarely","2000","higher vocational","East Germany","","","",""
"Rarely","2000","higher education","West Germany","","","",""
"Rarely","2000","higher education","East Germany","","","",""
"Never","2000","in school","West Germany","","","",""
"Never","2000","in school","East Germany","","","",""
"Never","2000","inadequately","West Germany","","","",""
"Never","2000","inadequately","East Germany","","","",""
"Never","2000","general elemantary","West Germany","","","",""
"Never","2000","general elemantary","East Germany","","","",""
"Never","2000","middle vocational","West Germany","","","",""
"Never","2000","middle vocational","East Germany","","","",""
"Never","2000","vocational + Abi","West Germany","","","",""
"Never","2000","vocational + Abi","East Germany","","","",""
"Never","2000","higher vocational","West Germany","","","",""
"Never","2000","higher vocational","East Germany","","","",""
"Never","2000","higher education","West Germany","","","",""
"Never","2000","higher education","East Germany","","","",""
"Daily","2001","in school","West Germany","","","",""
"Daily","2001","in school","East Germany","","","",""
"Daily","2001","inadequately","West Germany","","","",""
"Daily","2001","inadequately","East Germany","","","",""
"Daily","2001","general elemantary","West Germany","","","",""
"Daily","2001","general elemantary","East Germany","","","",""
"Daily","2001","middle vocational","West Germany","","","",""
"Daily","2001","middle vocational","East Germany","","","",""
"Daily","2001","vocational + Abi","West Germany","","","",""
"Daily","2001","vocational + Abi","East Germany","","","",""
"Daily","2001","higher vocational","West Germany","","","",""
"Daily","2001","higher vocational","East Germany","","","",""
"Daily","2001","higher education","West Germany","","","",""
"Daily","2001","higher education","East Germany","","","",""
"Min 1x per week","2001","in school","West Germany","","","",""
"Min 1x per week","2001","in school","East Germany","","","",""
"Min 1x per week","2001","inadequately","West Germany","","","",""
"Min 1x per week","2001","inadequately","East Germany","","","",""
"Min 1x per week","2001","general elemantary","West Germany","","","",""
"Min 1x per week","2001","general elemantary","East Germany","","","",""
"Min 1x per week","2001","middle vocational","West Germany","","","",""
"Min 1x per week","2001","middle vocational","East Germany","","","",""
"Min 1x per week","2001","vocational + Abi","West Germany","","","",""
"Min 1x per week","2001","vocational + Abi","East Germany","","","",""
"Min 1x per week","2001","higher vocational","West Germany","","","",""
"Min 1x per week","2001","higher vocational","East Germany","","","",""
"Min 1x per week","2001","higher education","West Germany","","","",""
"Min 1x per week","2001","higher education","East Germany","","","",""
"Min 1x per month","2001","in school","West Germany","","","",""
"Min 1x per month","2001","in school","East Germany","","","",""
"Min 1x per month","2001","inadequately","West Germany","","","",""
"Min 1x per month","2001","inadequately","East Germany","","","",""
"Min 1x per month","2001","general elemantary","West Germany","","","",""
"Min 1x per month","2001","general elemantary","East Germany","","","",""
"Min 1x per month","2001","middle vocational","West Germany","","","",""
"Min 1x per month","2001","middle vocational","East Germany","","","",""
"Min 1x per month","2001","vocational + Abi","West Germany","","","",""
"Min 1x per month","2001","vocational + Abi","East Germany","","","",""
"Min 1x per month","2001","higher vocational","West Germany","","","",""
"Min 1x per month","2001","higher vocational","East Germany","","","",""
"Min 1x per month","2001","higher education","West Germany","","","",""
"Min 1x per month","2001","higher education","East Germany","","","",""
"Rarely","2001","in school","West Germany","","","",""
"Rarely","2001","in school","East Germany","","","",""
"Rarely","2001","inadequately","West Germany","","","",""
"Rarely","2001","inadequately","East Germany","","","",""
"Rarely","2001","general elemantary","West Germany","","","",""
"Rarely","2001","general elemantary","East Germany","","","",""
"Rarely","2001","middle vocational","West Germany","","","",""
"Rarely","2001","middle vocational","East Germany","","","",""
"Rarely","2001","vocational + Abi","West Germany","","","",""
"Rarely","2001","vocational + Abi","East Germany","","","",""
"Rarely","2001","higher vocational","West Germany","","","",""
"Rarely","2001","higher vocational","East Germany","","","",""
"Rarely","2001","higher education","West Germany","","","",""
"Rarely","2001","higher education","East Germany","","","",""
"Never","2001","in school","West Germany","","","",""
"Never","2001","in school","East Germany","","","",""
"Never","2001","inadequately","West Germany","","","",""
"Never","2001","inadequately","East Germany","","","",""
"Never","2001","general elemantary","West Germany","","","",""
"Never","2001","general elemantary","East Germany","","","",""
"Never","2001","middle vocational","West Germany","","","",""
"Never","2001","middle vocational","East Germany","","","",""
"Never","2001","vocational + Abi","West Germany","","","",""
"Never","2001","vocational + Abi","East Germany","","","",""
"Never","2001","higher vocational","West Germany","","","",""
"Never","2001","higher vocational","East Germany","","","",""
"Never","2001","higher education","West Germany","","","",""
"Never","2001","higher education","East Germany","","","",""
"Daily","2002","in school","West Germany","","","",""
"Daily","2002","in school","East Germany","","","",""
"Daily","2002","inadequately","West Germany","","","",""
"Daily","2002","inadequately","East Germany","","","",""
"Daily","2002","general elemantary","West Germany","","","",""
"Daily","2002","general elemantary","East Germany","","","",""
"Daily","2002","middle vocational","West Germany","","","",""
"Daily","2002","middle vocational","East Germany","","","",""
"Daily","2002","vocational + Abi","West Germany","","","",""
"Daily","2002","vocational + Abi","East Germany","","","",""
"Daily","2002","higher vocational","West Germany","","","",""
"Daily","2002","higher vocational","East Germany","","","",""
"Daily","2002","higher education","West Germany","","","",""
"Daily","2002","higher education","East Germany","","","",""
"Min 1x per week","2002","in school","West Germany","","","",""
"Min 1x per week","2002","in school","East Germany","","","",""
"Min 1x per week","2002","inadequately","West Germany","","","",""
"Min 1x per week","2002","inadequately","East Germany","","","",""
"Min 1x per week","2002","general elemantary","West Germany","","","",""
"Min 1x per week","2002","general elemantary","East Germany","","","",""
"Min 1x per week","2002","middle vocational","West Germany","","","",""
"Min 1x per week","2002","middle vocational","East Germany","","","",""
"Min 1x per week","2002","vocational + Abi","West Germany","","","",""
"Min 1x per week","2002","vocational + Abi","East Germany","","","",""
"Min 1x per week","2002","higher vocational","West Germany","","","",""
"Min 1x per week","2002","higher vocational","East Germany","","","",""
"Min 1x per week","2002","higher education","West Germany","","","",""
"Min 1x per week","2002","higher education","East Germany","","","",""
"Min 1x per month","2002","in school","West Germany","","","",""
"Min 1x per month","2002","in school","East Germany","","","",""
"Min 1x per month","2002","inadequately","West Germany","","","",""
"Min 1x per month","2002","inadequately","East Germany","","","",""
"Min 1x per month","2002","general elemantary","West Germany","","","",""
"Min 1x per month","2002","general elemantary","East Germany","","","",""
"Min 1x per month","2002","middle vocational","West Germany","","","",""
"Min 1x per month","2002","middle vocational","East Germany","","","",""
"Min 1x per month","2002","vocational + Abi","West Germany","","","",""
"Min 1x per month","2002","vocational + Abi","East Germany","","","",""
"Min 1x per month","2002","higher vocational","West Germany","","","",""
"Min 1x per month","2002","higher vocational","East Germany","","","",""
"Min 1x per month","2002","higher education","West Germany","","","",""
"Min 1x per month","2002","higher education","East Germany","","","",""
"Rarely","2002","in school","West Germany","","","",""
"Rarely","2002","in school","East Germany","","","",""
"Rarely","2002","inadequately","West Germany","","","",""
"Rarely","2002","inadequately","East Germany","","","",""
"Rarely","2002","general elemantary","West Germany","","","",""
"Rarely","2002","general elemantary","East Germany","","","",""
"Rarely","2002","middle vocational","West Germany","","","",""
"Rarely","2002","middle vocational","East Germany","","","",""
"Rarely","2002","vocational + Abi","West Germany","","","",""
"Rarely","2002","vocational + Abi","East Germany","","","",""
"Rarely","2002","higher vocational","West Germany","","","",""
"Rarely","2002","higher vocational","East Germany","","","",""
"Rarely","2002","higher education","West Germany","","","",""
"Rarely","2002","higher education","East Germany","","","",""
"Never","2002","in school","West Germany","","","",""
"Never","2002","in school","East Germany","","","",""
"Never","2002","inadequately","West Germany","","","",""
"Never","2002","inadequately","East Germany","","","",""
"Never","2002","general elemantary","West Germany","","","",""
"Never","2002","general elemantary","East Germany","","","",""
"Never","2002","middle vocational","West Germany","","","",""
"Never","2002","middle vocational","East Germany","","","",""
"Never","2002","vocational + Abi","West Germany","","","",""
"Never","2002","vocational + Abi","East Germany","","","",""
"Never","2002","higher vocational","West Germany","","","",""
"Never","2002","higher vocational","East Germany","","","",""
"Never","2002","higher education","West Germany","","","",""
"Never","2002","higher education","East Germany","","","",""
"Daily","2003","in school","West Germany","1","","",""
"Daily","2003","in school","East Germany","","","",""
"Daily","2003","inadequately","West Germany","2","","",""
"Daily","2003","inadequately","East Germany","","","",""
"Daily","2003","general elemantary","West Germany","2","","",""
"Daily","2003","general elemantary","East Germany","","","",""
"Daily","2003","middle vocational","West Germany","7","","",""
"Daily","2003","middle vocational","East Germany","2","","",""
"Daily","2003","vocational + Abi","West Germany","","","",""
"Daily","2003","vocational + Abi","East Germany","","","",""
"Daily","2003","higher vocational","West Germany","2","","",""
"Daily","2003","higher vocational","East Germany","","","",""
"Daily","2003","higher education","West Germany","3","","",""
"Daily","2003","higher education","East Germany","","","",""
"Min 1x per week","2003","in school","West Germany","18","","",""
"Min 1x per week","2003","in school","East Germany","10","","",""
"Min 1x per week","2003","inadequately","West Germany","6","","",""
"Min 1x per week","2003","inadequately","East Germany","1","","",""
"Min 1x per week","2003","general elemantary","West Germany","78","0.0323370604898903","0.0251606051114263","0.0395135158683542"
"Min 1x per week","2003","general elemantary","East Germany","12","","",""
"Min 1x per week","2003","middle vocational","West Germany","374","0.0439559126212326","0.0395478530220526","0.0483639722204127"
"Min 1x per week","2003","middle vocational","East Germany","113","0.038512531778126","0.0314077548696524","0.0456173086865995"
"Min 1x per week","2003","vocational + Abi","West Germany","58","0.0685501794063155","0.0530125318292228","0.0840878269834081"
"Min 1x per week","2003","vocational + Abi","East Germany","6","","",""
"Min 1x per week","2003","higher vocational","West Germany","60","0.0469202190943551","0.0351071237716175","0.0587333144170927"
"Min 1x per week","2003","higher vocational","East Germany","20","","",""
"Min 1x per week","2003","higher education","West Germany","218","0.0621925780463881","0.0536160945906902","0.0707690615020861"
"Min 1x per week","2003","higher education","East Germany","97","0.0804959316976665","0.0656554238412493","0.0953364395540836"
"Min 1x per month","2003","in school","West Germany","104","0.181132846357673","0.14558894037379","0.216676752341556"
"Min 1x per month","2003","in school","East Germany","38","0.24570458310096","0.179205980954908","0.312203185247012"
"Min 1x per month","2003","inadequately","West Germany","24","","",""
"Min 1x per month","2003","inadequately","East Germany","2","","",""
"Min 1x per month","2003","general elemantary","West Germany","384","0.16643798805252","0.151327000392418","0.181548975712622"
"Min 1x per month","2003","general elemantary","East Germany","70","0.129235336724831","0.0970379146225403","0.161432758827122"
"Min 1x per month","2003","middle vocational","West Germany","2012","0.23283537182698","0.223747365695799","0.241923377958161"
"Min 1x per month","2003","middle vocational","East Germany","563","0.198251697214331","0.183531789804606","0.212971604624057"
"Min 1x per month","2003","vocational + Abi","West Germany","286","0.265747487628504","0.238585687985283","0.292909287271726"
"Min 1x per month","2003","vocational + Abi","East Germany","44","0.331624240917291","0.254460450655515","0.408788031179067"
"Min 1x per month","2003","higher vocational","West Germany","344","0.278415495930852","0.253376934954268","0.303454056907435"
"Min 1x per month","2003","higher vocational","East Germany","109","0.229287537875735","0.190576447334345","0.267998628417125"
"Min 1x per month","2003","higher education","West Germany","1196","0.3652830527583","0.348183374043739","0.382382731472861"
"Min 1x per month","2003","higher education","East Germany","432","0.327959814968451","0.302350798017142","0.353568831919761"
"Rarely","2003","in school","West Germany","276","0.634010887095825","0.589553671265822","0.678468102925828"
"Rarely","2003","in school","East Germany","101","0.654846187240939","0.581409827231908","0.728282547249969"
"Rarely","2003","inadequately","West Germany","124","0.460360486570788","0.398821730702364","0.521899242439212"
"Rarely","2003","inadequately","East Germany","3","","",""
"Rarely","2003","general elemantary","West Germany","1323","0.543793494537984","0.523586793965257","0.564000195110711"
"Rarely","2003","general elemantary","East Germany","231","0.560321328240844","0.512681921994312","0.607960734487377"
"Rarely","2003","middle vocational","West Germany","4899","0.581700921161036","0.571093906309054","0.592307936013018"
"Rarely","2003","middle vocational","East Germany","1757","0.610200998549375","0.592194286704727","0.628207710394022"
"Rarely","2003","vocational + Abi","West Germany","582","0.566804501871819","0.536335386176385","0.597273617567253"
"Rarely","2003","vocational + Abi","East Germany","86","0.598416458040956","0.518069435069661","0.678763481012251"
"Rarely","2003","higher vocational","West Germany","745","0.602037649483822","0.574694289259111","0.629381009708533"
"Rarely","2003","higher vocational","East Germany","282","0.603531359119249","0.558485660029497","0.648577058209001"
"Rarely","2003","higher education","West Germany","1512","0.523146201685429","0.505408910206223","0.540883493164635"
"Rarely","2003","higher education","East Germany","715","0.544502135568348","0.517335995462703","0.571668275673993"
"Never","2003","in school","West Germany","52","0.139682042227502","0.107688700693437","0.171675383761567"
"Never","2003","in school","East Germany","12","","",""
"Never","2003","inadequately","West Germany","96","0.40985504692568","0.349133571867276","0.470576521984085"
"Never","2003","inadequately","East Germany","9","","",""
"Never","2003","general elemantary","West Germany","547","0.256032685433464","0.238326610465292","0.273738760401636"
"Never","2003","general elemantary","East Germany","104","0.280117773296031","0.237017391042243","0.323218155549818"
"Never","2003","middle vocational","West Germany","1016","0.140681287372432","0.133204842272514","0.14815773247235"
"Never","2003","middle vocational","East Germany","383","0.152310201163827","0.139043572572676","0.165576829754977"
"Never","2003","vocational + Abi","West Germany","90","0.0988978310933612","0.0805416793918182","0.117253982794904"
"Never","2003","vocational + Abi","East Germany","7","","",""
"Never","2003","higher vocational","West Germany","80","0.0706833681330578","0.056366120475992","0.0850006157901236"
"Never","2003","higher vocational","East Germany","42","0.120861888365295","0.0908445464896418","0.150879230240948"
"Never","2003","higher education","West Germany","117","0.047622551172139","0.0400595525421109","0.0551855498021672"
"Never","2003","higher education","East Germany","47","0.0470421177655339","0.0354925626528658","0.0585916728782021"
"Daily","2004","in school","West Germany","","","",""
"Daily","2004","in school","East Germany","","","",""
"Daily","2004","inadequately","West Germany","","","",""
