"pgoeffd","year","bula_h","n","percent","lower_confidence","upper_confidence"
"Yes","1996","Berlin","107","0.387582694015043","0.332995182859942","0.442170205170143"
"Yes","1996","Brandenburg","98","0.288684705320409","0.240303564835401","0.337065845805417"
"Yes","1996","Mecklenburg-Western Pomerania","81","0.328963055976728","0.267297530206644","0.390628581746811"
"Yes","1996","Saxony","209","0.328290536362531","0.291445778101195","0.365135294623867"
"Yes","1996","Saxony-Anhalt","123","0.314819289339995","0.267686091499042","0.361952487180949"
"Yes","1996","Thuringia","86","0.248570865012377","0.20477012815621","0.292371601868545"
"No","1996","Schleswig-Holstein","118","0.665015750739175","0.593431412434863","0.736600089043487"
"No","1996","Hamburg","59","0.765947427188466","0.670123569686924","0.861771284690007"
"No","1996","Lower Saxony","457","0.73697170929122","0.701654403546643","0.772289015035797"
"No","1996","Bremen","","","",""
"No","1996","North Rhine-Westphalia","1101","0.728316651961261","0.705553905339024","0.751079398583498"
"No","1996","Hesse","381","0.693593560065714","0.653894092550949","0.73329302758048"
"No","1996","Rhineland-Palatinate,Saarland","295","0.757132727028759","0.714074503216442","0.800190950841076"
"No","1996","Baden-Württemberg","808","0.775918478530808","0.749983580999427","0.801853376062189"
"No","1996","Bavaria","770","0.762904932180945","0.736412186842363","0.789397677519527"
"No","1996","Berlin","199","0.612417305984957","0.557829794829857","0.667004817140058"
"No","1996","Brandenburg","239","0.711315294679591","0.662934154194583","0.759696435164599"
"No","1996","Mecklenburg-Western Pomerania","142","0.671036944023272","0.609371418253189","0.732702469793356"
"No","1996","Saxony","415","0.671709463637469","0.634864705376133","0.708554221898805"
"No","1996","Saxony-Anhalt","250","0.685180710660005","0.638047512819051","0.732313908500958"
"No","1996","Thuringia","288","0.751429134987623","0.707628398131456","0.79522987184379"
"Yes","1997","Schleswig-Holstein","48","0.315865725413524","0.243610134874817","0.388121315952232"
"Yes","1997","Hamburg","","","",""
"Yes","1997","Lower Saxony","150","0.268498947428924","0.23300833846184","0.303989556396008"
"Yes","1997","Bremen","","","",""
"Yes","1997","North Rhine-Westphalia","372","0.272541241066679","0.249732681663522","0.295349800469837"
"Yes","1997","Hesse","121","0.28636225945731","0.24645780054262","0.326266718371999"
"Yes","1997","Rhineland-Palatinate,Saarland","86","0.23810316660157","0.195502818415772","0.280703514787367"
"Yes","1997","Baden-Württemberg","185","0.212449932284584","0.186957144522373","0.237942720046794"
"Yes","1997","Bavaria","215","0.242772545856206","0.215845942400561","0.269699149311851"
"Yes","1997","Berlin","96","0.354016547890771","0.299629893452059","0.408403202329484"
"Yes","1997","Brandenburg","109","0.303345319374819","0.254624737469528","0.35206590128011"
"Yes","1997","Mecklenburg-Western Pomerania","82","0.339258107186074","0.276695074942086","0.401821139430063"
"Yes","1997","Saxony","207","0.326556140836367","0.28976142762565","0.363350854047084"
"Yes","1997","Saxony-Anhalt","110","0.29205357640883","0.24527723625503","0.338829916562629"
"Yes","1997","Thuringia","84","0.251792476107062","0.207264385912956","0.296320566301169"
"No","1997","Schleswig-Holstein","111","0.684134274586476","0.611878684047768","0.756389865125183"
"No","1997","Hamburg","57","0.844464866897505","0.759565565512385","0.929364168282625"
"No","1997","Lower Saxony","449","0.731501052571076","0.696010443603992","0.76699166153816"
"No","1997","Bremen","","","",""
"No","1997","North Rhine-Westphalia","1092","0.727458758933321","0.704650199530163","0.750267318336478"
"No","1997","Hesse","372","0.71363774054269","0.673733281628001","0.75354219945738"
"No","1997","Rhineland-Palatinate,Saarland","298","0.76189683339843","0.719296485212633","0.804497181584228"
"No","1997","Baden-Württemberg","804","0.787550067715416","0.762057279953206","0.813042855477626"
"No","1997","Bavaria","759","0.757227454143794","0.730300850688149","0.784154057599439"
"No","1997","Berlin","201","0.645983452109229","0.591596797670517","0.700370106547941"
"No","1997","Brandenburg","233","0.696654680625181","0.64793409871989","0.745375262530472"
"No","1997","Mecklenburg-Western Pomerania","138","0.660741892813925","0.598178860569937","0.723304925057914"
"No","1997","Saxony","417","0.673443859163633","0.636649145952916","0.71023857237435"
"No","1997","Saxony-Anhalt","253","0.70794642359117","0.661170083437371","0.75472276374497"
"No","1997","Thuringia","281","0.748207523892938","0.703679433698831","0.792735614087045"
"Yes","1998","Schleswig-Holstein","54","0.274436855297195","0.213500944734688","0.335372765859703"
"Yes","1998","Hamburg","","","",""
"Yes","1998","Lower Saxony","191","0.298220780807332","0.264523049303132","0.331918512311533"
"Yes","1998","Bremen","","","",""
"Yes","1998","North Rhine-Westphalia","400","0.257063628364881","0.23571026965257","0.278416987077192"
"Yes","1998","Hesse","120","0.238689782562628","0.202999042328247","0.274380522797008"
"Yes","1998","Rhineland-Palatinate,Saarland","109","0.282622849864504","0.24016249465602","0.325083205072987"
"Yes","1998","Baden-Württemberg","206","0.230550191872475","0.205194932926688","0.255905450818262"
"Yes","1998","Bavaria","255","0.24389861071804","0.218416793451188","0.269380427984892"
"Yes","1998","Berlin","101","0.35339183866344","0.300006551706706","0.406777125620174"
"Yes","1998","Brandenburg","104","0.327282874167245","0.277260117291006","0.377305631043484"
"Yes","1998","Mecklenburg-Western Pomerania","82","0.340878656911697","0.279216635907121","0.402540677916273"
"Yes","1998","Saxony","228","0.329667817523422","0.294438571234275","0.364897063812568"
"Yes","1998","Saxony-Anhalt","113","0.303014406387844","0.25625115758922","0.349777655186468"
"Yes","1998","Thuringia","83","0.220755794249235","0.180059535140095","0.261452053358374"
"No","1998","Schleswig-Holstein","152","0.725563144702805","0.664627234140297","0.786499055265312"
"No","1998","Hamburg","71","0.818572866294886","0.736647494643049","0.900498237946723"
"No","1998","Lower Saxony","517","0.701779219192668","0.668081487688468","0.735476950696868"
"No","1998","Bremen","38","0.761185962010081","0.641807669683361","0.8805642543368"
"No","1998","North Rhine-Westphalia","1209","0.742936371635119","0.721583012922808","0.76428973034743"
"No","1998","Hesse","428","0.761310217437372","0.725619477202992","0.797000957671753"
"No","1998","Rhineland-Palatinate,Saarland","323","0.717377150135496","0.674916794927013","0.75983750534398"
"No","1998","Baden-Württemberg","854","0.769449808127525","0.744094549181738","0.794805067073312"
"No","1998","Bavaria","836","0.75610138928196","0.730619572015108","0.781583206548812"
"No","1998","Berlin","207","0.64660816133656","0.593222874379826","0.699993448293294"
"No","1998","Brandenburg","234","0.672717125832755","0.622694368956516","0.722739882708994"
"No","1998","Mecklenburg-Western Pomerania","145","0.659121343088303","0.597459322083727","0.720783364092879"
"No","1998","Saxony","456","0.670332182476578","0.635102936187432","0.705561428765725"
"No","1998","Saxony-Anhalt","258","0.696985593612156","0.650222344813532","0.74374884241078"
"No","1998","Thuringia","316","0.779244205750765","0.738547946641626","0.819940464859904"
"Yes","1999","Schleswig-Holstein","52","0.278526621633511","0.213930604970149","0.343122638296874"
"Yes","1999","Hamburg","","","",""
"Yes","1999","Lower Saxony","169","0.29189111264925","0.257180215213611","0.32660201008489"
"Yes","1999","Bremen","","","",""
"Yes","1999","North Rhine-Westphalia","365","0.254810186483378","0.2326323404991","0.276988032467656"
"Yes","1999","Hesse","106","0.24729143082288","0.209051981869056","0.285530879776704"
"Yes","1999","Rhineland-Palatinate,Saarland","104","0.274889362693408","0.231027440485821","0.318751284900995"
"Yes","1999","Baden-Württemberg","163","0.214364057045818","0.188444856407522","0.240283257684114"
"Yes","1999","Bavaria","228","0.233924035329026","0.20771279501521","0.260135275642842"
"Yes","1999","Berlin","91","0.338347336855112","0.282628169206665","0.394066504503559"
"Yes","1999","Brandenburg","100","0.324650131023677","0.273023147473942","0.376277114573413"
"Yes","1999","Mecklenburg-Western Pomerania","72","0.289875052646038","0.231367099304996","0.348383005987079"
"Yes","1999","Saxony","202","0.325111865626585","0.287939904017096","0.362283827236074"
"Yes","1999","Saxony-Anhalt","112","0.304550497129404","0.257010483979666","0.352090510279142"
"Yes","1999","Thuringia","92","0.249492559075307","0.206873211409235","0.292111906741379"
"No","1999","Schleswig-Holstein","133","0.721473378366489","0.656877361703126","0.786069395029851"
"No","1999","Hamburg","67","0.828815812285032","0.745224406900349","0.912407217669715"
"No","1999","Lower Saxony","490","0.70810888735075","0.67339798991511","0.742819784786389"
"No","1999","Bremen","","","",""
"No","1999","North Rhine-Westphalia","1118","0.745189813516622","0.723011967532344","0.7673676595009"
"No","1999","Hesse","383","0.75270856917712","0.714469120223296","0.790948018130944"
"No","1999","Rhineland-Palatinate,Saarland","294","0.725110637306592","0.681248715099005","0.768972559514179"
"No","1999","Baden-Württemberg","800","0.785635942954182","0.759716742315886","0.811555143592478"
"No","1999","Bavaria","774","0.766075964670974","0.739864724357158","0.79228720498479"
"No","1999","Berlin","186","0.661652663144888","0.605933495496441","0.717371830793335"
"No","1999","Brandenburg","216","0.675349868976323","0.623722885426587","0.726976852526058"
"No","1999","Mecklenburg-Western Pomerania","159","0.710124947353962","0.651616994012921","0.768632900695004"
"No","1999","Saxony","408","0.674888134373415","0.637716172763926","0.712060095982904"
"No","1999","Saxony-Anhalt","248","0.695449502870596","0.647909489720858","0.742989516020334"
"No","1999","Thuringia","304","0.750507440924693","0.707888093258621","0.793126788590765"
"Yes","2000","Schleswig-Holstein","99","0.227415866916159","0.187611880904788","0.26721985292753"
"Yes","2000","Hamburg","47","0.275831824841537","0.209232942135574","0.3424307075475"
"Yes","2000","Lower Saxony","299","0.263271205142044","0.23806806885345","0.288474341430638"
"Yes","2000","Bremen","","","",""
"Yes","2000","North Rhine-Westphalia","724","0.23920761347754","0.22377147683673","0.25464375011835"
"Yes","2000","Hesse","209","0.221424790966397","0.195322515672193","0.247527066260601"
"Yes","2000","Rhineland-Palatinate,Saarland","192","0.224869201993413","0.195663627841688","0.254074776145138"
"Yes","2000","Baden-Württemberg","329","0.198512317865816","0.179781093242367","0.217243542489265"
"Yes","2000","Bavaria","455","0.212694824156773","0.194997896094467","0.230391752219078"
"Yes","2000","Berlin","142","0.300825585862764","0.258732010185179","0.342919161540349"
"Yes","2000","Brandenburg","168","0.291938696629324","0.253907220578572","0.329970172680077"
"Yes","2000","Mecklenburg-Western Pomerania","100","0.2740347924555","0.226057050336045","0.322012534574955"
"Yes","2000","Saxony","259","0.258522122146361","0.231110609080976","0.285933635211747"
"Yes","2000","Saxony-Anhalt","152","0.254384623397748","0.218281477774758","0.290487769020737"
"Yes","2000","Thuringia","131","0.230406036171686","0.19595756937544","0.264854502967932"
"No","2000","Schleswig-Holstein","327","0.772584133083841","0.73278014707247","0.812388119095211"
"No","2000","Hamburg","126","0.724168175158463","0.6575692924525","0.790767057864425"
"No","2000","Lower Saxony","874","0.736728794857956","0.711525658569362","0.76193193114655"
"No","2000","Bremen","78","0.743853617876569","0.658725063772442","0.828982171980697"
"No","2000","North Rhine-Westphalia","2210","0.76079238652246","0.74535624988165","0.77622852316327"
"No","2000","Hesse","763","0.778575209033603","0.752472933739399","0.804677484327807"
"No","2000","Rhineland-Palatinate,Saarland","593","0.775130798006587","0.745925223854862","0.804336372158312"
"No","2000","Baden-Württemberg","1413","0.801487682134184","0.782756457510735","0.820218906757633"
"No","2000","Bavaria","1599","0.787305175843227","0.769608247780922","0.805002103905533"
"No","2000","Berlin","314","0.699174414137236","0.657080838459651","0.741267989814821"
"No","2000","Brandenburg","381","0.708061303370676","0.670029827319923","0.746092779421428"
"No","2000","Mecklenburg-Western Pomerania","232","0.7259652075445","0.677987465425045","0.773942949663955"
"No","2000","Saxony","721","0.741477877853639","0.714066364788253","0.768889390919024"
"No","2000","Saxony-Anhalt","407","0.745615376602252","0.709512230979263","0.781718522225242"
"No","2000","Thuringia","443","0.769593963828314","0.735145497032068","0.80404243062456"
"Yes","2001","Schleswig-Holstein","82","0.225775141849183","0.182586608286723","0.268963675411642"
"Yes","2001","Hamburg","36","0.237208016540187","0.169135751334769","0.305280281745605"
"Yes","2001","Lower Saxony","256","0.264995892193572","0.237364707408942","0.292627076978203"
"Yes","2001","Bremen","","","",""
"Yes","2001","North Rhine-Westphalia","627","0.242116526670465","0.225341714661936","0.258891338678993"
"Yes","2001","Hesse","177","0.226353909946591","0.19757096385696","0.255136856036223"
"Yes","2001","Rhineland-Palatinate,Saarland","167","0.219747211143841","0.188715952509951","0.250778469777732"
"Yes","2001","Baden-Württemberg","296","0.209483913451359","0.188716482454343","0.230251344448375"
"Yes","2001","Bavaria","383","0.211733709355274","0.192690574580114","0.230776844130435"
"Yes","2001","Berlin","119","0.287831923912698","0.244583750041275","0.331080097784122"
"Yes","2001","Brandenburg","159","0.306438577574386","0.265702451804288","0.347174703344483"
"Yes","2001","Mecklenburg-Western Pomerania","89","0.279681804753607","0.227663119219631","0.331700490287584"
"Yes","2001","Saxony","214","0.237520203660808","0.209011618960219","0.266028788361397"
"Yes","2001","Saxony-Anhalt","139","0.253933608742089","0.215820176642258","0.29204704084192"
"Yes","2001","Thuringia","123","0.273684795342183","0.234208357768452","0.313161232915914"
"No","2001","Schleswig-Holstein","278","0.774224858150817","0.731036324588358","0.817413391713277"
"No","2001","Hamburg","114","0.762791983459813","0.694719718254395","0.83086424866523"
"No","2001","Lower Saxony","724","0.735004107806428","0.707372923021797","0.762635292591058"
"No","2001","Bremen","60","0.716636678573941","0.618501003363566","0.814772353784317"
"No","2001","North Rhine-Westphalia","1878","0.757883473329535","0.741108661321007","0.774658285338064"
"No","2001","Hesse","635","0.773646090053409","0.744863143963777","0.80242903614304"
"No","2001","Rhineland-Palatinate,Saarland","517","0.780252788856159","0.749221530222268","0.811284047490049"
"No","2001","Baden-Württemberg","1179","0.790516086548641","0.769748655551625","0.811283517545657"
"No","2001","Bavaria","1385","0.788266290644726","0.769223155869565","0.807309425419886"
"No","2001","Berlin","302","0.712168076087302","0.668919902215878","0.755416249958725"
"No","2001","Brandenburg","333","0.693561422425614","0.652825296655517","0.734297548195712"
"No","2001","Mecklenburg-Western Pomerania","197","0.720318195246393","0.668299509712416","0.772336880780369"
"No","2001","Saxony","642","0.762479796339192","0.733971211638603","0.790988381039781"
"No","2001","Saxony-Anhalt","362","0.746066391257911","0.707952959158081","0.784179823357742"
"No","2001","Thuringia","367","0.726315204657817","0.686838767084086","0.765791642231548"
"Yes","2002","Schleswig-Holstein","118","0.244030321655421","0.203527964218983","0.28453267909186"
"Yes","2002","Hamburg","50","0.230889186614189","0.17292011732999","0.288858255898388"
"Yes","2002","Lower Saxony","306","0.27216639685346","0.246112146142313","0.298220647564608"
"Yes","2002","Bremen","34","0.391880521981484","0.297143593287362","0.486617450675607"
"Yes","2002","North Rhine-Westphalia","735","0.230565935705691","0.214995493566585","0.246136377844796"
"Yes","2002","Hesse","240","0.222884000115391","0.197217315379869","0.248550684850914"
"Yes","2002","Rhineland-Palatinate,Saarland","191","0.208254523560885","0.179404526063158","0.237104521058611"
"Yes","2002","Baden-Württemberg","364","0.204080830840718","0.184989693588016","0.223171968093421"
"Yes","2002","Bavaria","475","0.216760582224138","0.198702546178779","0.234818618269497"
"Yes","2002","Berlin","147","0.320001291175563","0.278486091500337","0.361516490850789"
"Yes","2002","Brandenburg","163","0.314639685665603","0.273936414317429","0.355342957013776"
"Yes","2002","Mecklenburg-Western Pomerania","88","0.227080768367074","0.17959431537233","0.274567221361818"
"Yes","2002","Saxony","237","0.222888316883662","0.195966019207825","0.249810614559498"
"Yes","2002","Saxony-Anhalt","138","0.216722079890754","0.180680339458177","0.252763820323332"
"Yes","2002","Thuringia","130","0.270681581690165","0.231968229715768","0.309394933664561"
"No","2002","Schleswig-Holstein","314","0.755969678344579","0.71546732090814","0.796472035781017"
"No","2002","Hamburg","153","0.769110813385811","0.711141744101612","0.82707988267001"
"No","2002","Lower Saxony","815","0.72783360314654","0.701779352435392","0.753887853857687"
"No","2002","Bremen","68","0.608119478018516","0.513382549324394","0.702856406712638"
"No","2002","North Rhine-Westphalia","2076","0.769434064294309","0.753863622155204","0.785004506433415"
"No","2002","Hesse","770","0.777115999884609","0.751449315149086","0.802782684620131"
"No","2002","Rhineland-Palatinate,Saarland","570","0.791745476439115","0.762895478941389","0.820595473936842"
"No","2002","Baden-Württemberg","1348","0.795919169159282","0.776828031906579","0.815010306411984"
"No","2002","Bavaria","1525","0.783239417775862","0.765181381730503","0.801297453821221"
"No","2002","Berlin","338","0.679998708824437","0.638483509149211","0.721513908499663"
"No","2002","Brandenburg","337","0.685360314334397","0.644657042986224","0.726063585682571"
"No","2002","Mecklenburg-Western Pomerania","211","0.772919231632926","0.725432778638182","0.82040568462767"
"No","2002","Saxony","681","0.777111683116338","0.750189385440502","0.804033980792175"
"No","2002","Saxony-Anhalt","364","0.783277920109245","0.747236179676668","0.819319660541823"
"No","2002","Thuringia","376","0.729318418309835","0.690605066335439","0.768031770284232"
"Yes","2003","Schleswig-Holstein","98","0.232041037393092","0.189201469564508","0.274880605221676"
"Yes","2003","Hamburg","37","0.233619339682543","0.168859937434431","0.298378741930656"
"Yes","2003","Lower Saxony","287","0.299983058563837","0.271735874950098","0.328230242177576"
"Yes","2003","Bremen","30","0.37674754108423","0.27826396041857","0.475231121749889"
"Yes","2003","North Rhine-Westphalia","668","0.242115826915542","0.225307448196051","0.258924205635034"
"Yes","2003","Hesse","217","0.24340449409571","0.214888754530382","0.271920233661038"
"Yes","2003","Rhineland-Palatinate,Saarland","184","0.23368232989379","0.202130363966008","0.265234295821572"
"Yes","2003","Baden-Württemberg","326","0.221855949884309","0.200975058960734","0.242736840807885"
"Yes","2003","Bavaria","423","0.221477534307961","0.202050346202382","0.24090472241354"
"Yes","2003","Berlin","134","0.324962992898998","0.280642948259439","0.369283037538556"
"Yes","2003","Brandenburg","158","0.337996242749767","0.295002250085308","0.380990235414225"
"Yes","2003","Mecklenburg-Western Pomerania","81","0.235797669344676","0.183695964557204","0.287899374132147"
"Yes","2003","Saxony","217","0.226911410484324","0.198103425914225","0.255719395054423"
"Yes","2003","Saxony-Anhalt","123","0.248812496798986","0.207466476103988","0.290158517493984"
"Yes","2003","Thuringia","127","0.280432227023675","0.239949726202421","0.32091472784493"
"No","2003","Schleswig-Holstein","275","0.767958962606908","0.725119394778324","0.810798530435492"
"No","2003","Hamburg","127","0.766380660317457","0.701621258069344","0.831140062565569"
"No","2003","Lower Saxony","724","0.700016941436163","0.671769757822424","0.728264125049902"
"No","2003","Bremen","63","0.62325245891577","0.524768878250111","0.72173603958143"
"No","2003","North Rhine-Westphalia","1827","0.757884173084458","0.741075794364966","0.774692551803949"
"No","2003","Hesse","653","0.75659550590429","0.728079766338962","0.785111245469618"
"No","2003","Rhineland-Palatinate,Saarland","507","0.76631767010621","0.734765704178428","0.797869636033992"
"No","2003","Baden-Württemberg","1195","0.778144050115691","0.757263159192115","0.799024941039266"
"No","2003","Bavaria","1332","0.778522465692039","0.75909527758646","0.797949653797618"
"No","2003","Berlin","295","0.675037007101002","0.630716962461444","0.719357051740561"
"No","2003","Brandenburg","307","0.662003757250233","0.619009764585775","0.704997749914692"
"No","2003","Mecklenburg-Western Pomerania","174","0.764202330655325","0.712100625867853","0.816304035442796"
"No","2003","Saxony","595","0.773088589515676","0.744280604945577","0.801896574085775"
"No","2003","Saxony-Anhalt","297","0.751187503201014","0.709841482506016","0.792533523896012"
"No","2003","Thuringia","346","0.719567772976325","0.67908527215507","0.76005027379758"
"Yes","2004","Schleswig-Holstein","94","0.225979381693246","0.1835365503398","0.268422213046692"
"Yes","2004","Hamburg","32","0.16732061091556","0.110367198917091","0.224274022914029"
"Yes","2004","Lower Saxony","292","0.288004147596817","0.260807749475268","0.315200545718365"
"Yes","2004","Bremen","","","",""
"Yes","2004","North Rhine-Westphalia","684","0.24183590878975","0.225196743471726","0.258475074107774"
"Yes","2004","Hesse","214","0.239036848070071","0.21090605476136","0.267167641378781"
"Yes","2004","Rhineland-Palatinate,Saarland","188","0.24844857091807","0.216506134978171","0.280391006857969"
"Yes","2004","Baden-Württemberg","321","0.211163240747858","0.190739365898033","0.231587115597683"
"Yes","2004","Bavaria","420","0.206063754492146","0.187450467721329","0.224677041262962"
"Yes","2004","Berlin","145","0.346029415273998","0.302463086088913","0.389595744459082"
"Yes","2004","Brandenburg","150","0.318578270306329","0.27581393422654","0.361342606386119"
"Yes","2004","Mecklenburg-Western Pomerania","80","0.236882063594969","0.186261687776512","0.287502439413425"
"Yes","2004","Saxony","226","0.22279630654535","0.194952675617938","0.250639937472762"
"Yes","2004","Saxony-Anhalt","128","0.248594607679251","0.209311610094579","0.287877605263923"
"Yes","2004","Thuringia","114","0.226424586555599","0.189368191154875","0.263480981956322"
"No","2004","Schleswig-Holstein","279","0.774020618306754","0.731577786953308","0.8164634496602"
"No","2004","Hamburg","133","0.83267938908444","0.775725977085971","0.889632801082909"
"No","2004","Lower Saxony","773","0.711995852403183","0.684799454281635","0.739192250524732"
"No","2004","Bremen","64","0.700206627204321","0.606071542575971","0.794341711832672"
"No","2004","North Rhine-Westphalia","1860","0.75816409121025","0.741524925892226","0.774803256528274"
"No","2004","Hesse","669","0.760963151929929","0.732832358621219","0.78909394523864"
"No","2004","Rhineland-Palatinate,Saarland","515","0.75155142908193","0.719608993142031","0.783493865021829"
"No","2004","Baden-Württemberg","1213","0.788836759252142","0.768412884402317","0.809260634101967"
"No","2004","Bavaria","1394","0.793936245507855","0.775322958737038","0.812549532278671"
"No","2004","Berlin","313","0.653970584726002","0.610404255540917","0.697536913911087"
"No","2004","Brandenburg","306","0.681421729693671","0.638657393613881","0.72418606577346"
"No","2004","Mecklenburg-Western Pomerania","191","0.763117936405031","0.712497560586575","0.813738312223488"
"No","2004","Saxony","632","0.77720369345465","0.749360062527238","0.805047324382062"
"No","2004","Saxony-Anhalt","337","0.751405392320749","0.712122394736077","0.790688389905421"
"No","2004","Thuringia","376","0.773575413444401","0.736519018043678","0.810631808845125"
"Yes","2005","Schleswig-Holstein","92","0.261117957061981","0.21463358628417","0.307602327839793"
"Yes","2005","Hamburg","","","",""
"Yes","2005","Lower Saxony","245","0.271992098023468","0.243438985338262","0.300545210708674"
"Yes","2005","Bremen","","","",""
"Yes","2005","North Rhine-Westphalia","634","0.245610115011748","0.228026163239256","0.263194066784239"
"Yes","2005","Hesse","193","0.237847574623796","0.208176714863263","0.267518434384328"
"Yes","2005","Rhineland-Palatinate,Saarland","179","0.215051193477045","0.183562777635961","0.24653960931813"
"Yes","2005","Baden-Württemberg","295","0.225918329100152","0.20356112032261","0.248275537877695"
"Yes","2005","Bavaria","380","0.216284971665856","0.196267295106584","0.236302648225129"
"Yes","2005","Berlin","130","0.332628462956844","0.285987382530471","0.379269543383217"
"Yes","2005","Brandenburg","135","0.327045399853038","0.281909620249137","0.37218117945694"
"Yes","2005","Mecklenburg-Western Pomerania","75","0.301761610470243","0.244047924761756","0.35947529617873"
"Yes","2005","Saxony","197","0.211885433788271","0.182965610350786","0.240805257225755"
"Yes","2005","Saxony-Anhalt","119","0.25306164825176","0.21182439791703","0.29429889858649"
"Yes","2005","Thuringia","102","0.227345764550821","0.186875549545476","0.267815979556165"
"No","2005","Schleswig-Holstein","251","0.738882042938019","0.692397672160207","0.78536641371583"
"No","2005","Hamburg","120","0.842149153353725","0.78360642983067","0.900691876876781"
"No","2005","Lower Saxony","688","0.728007901976532","0.699454789291326","0.756561014661738"
"No","2005","Bremen","52","0.685566177693286","0.579059710286642","0.79207264509993"
"No","2005","North Rhine-Westphalia","1668","0.754389884988252","0.736805933215761","0.771973836760744"
"No","2005","Hesse","598","0.762152425376204","0.732481565615672","0.791823285136737"
"No","2005","Rhineland-Palatinate,Saarland","475","0.784948806522955","0.75346039068187","0.816437222364039"
"No","2005","Baden-Württemberg","1049","0.774081670899848","0.751724462122305","0.79643887967739"
"No","2005","Bavaria","1245","0.783715028334144","0.763697351774871","0.803732704893416"
"No","2005","Berlin","262","0.667371537043156","0.620730456616784","0.714012617469529"
"No","2005","Brandenburg","280","0.672954600146962","0.62781882054306","0.718090379750863"
"No","2005","Mecklenburg-Western Pomerania","168","0.698238389529757","0.64052470382127","0.755952075238244"
"No","2005","Saxony","570","0.788114566211729","0.759194742774245","0.817034389649214"
"No","2005","Saxony-Anhalt","308","0.74693835174824","0.70570110141351","0.78817560208297"
"No","2005","Thuringia","310","0.772654235449179","0.732184020443835","0.813124450454524"
"Yes","2006","Schleswig-Holstein","96","0.260255232201296","0.213684658582449","0.306825805820142"
"Yes","2006","Hamburg","31","0.197417083121341","0.131947249089528","0.262886917153153"
"Yes","2006","Lower Saxony","254","0.266437537231429","0.238716015633864","0.294159058828995"
"Yes","2006","Bremen","","","",""
"Yes","2006","North Rhine-Westphalia","658","0.255707084184407","0.237866424207573","0.273547744161242"
"Yes","2006","Hesse","209","0.220245316728076","0.192103124355431","0.248387509100722"
"Yes","2006","Rhineland-Palatinate,Saarland","190","0.245607940872106","0.21315945030045","0.278056431443762"
"Yes","2006","Baden-Württemberg","323","0.235437134997575","0.213447189415793","0.257427080579357"
"Yes","2006","Bavaria","387","0.19360402182158","0.17479377025813","0.212414273385029"
"Yes","2006","Berlin","127","0.335484850006661","0.288503972094881","0.382465727918441"
"Yes","2006","Brandenburg","132","0.306896806805625","0.263753744757568","0.350039868853682"
"Yes","2006","Mecklenburg-Western Pomerania","79","0.291449972526259","0.235674241669476","0.347225703383043"
"Yes","2006","Saxony","201","0.23964527800738","0.209277028093043","0.270013527921716"
"Yes","2006","Saxony-Anhalt","123","0.262386914355362","0.220853766470358","0.303920062240366"
"Yes","2006","Thuringia","111","0.226948560840847","0.187587084832673","0.266310036849022"
"No","2006","Schleswig-Holstein","245","0.739744767798704","0.693174194179858","0.786315341417551"
"No","2006","Hamburg","111","0.802582916878659","0.737113082846847","0.868052750910472"
"No","2006","Lower Saxony","723","0.733562462768571","0.705840941171006","0.761283984366136"
"No","2006","Bremen","47","0.69710688106846","0.590222731747269","0.80399103038965"
"No","2006","North Rhine-Westphalia","1639","0.744292915815593","0.726452255838758","0.762133575792427"
"No","2006","Hesse","624","0.779754683271924","0.751612490899278","0.807896875644569"
"No","2006","Rhineland-Palatinate,Saarland","486","0.754392059127894","0.721943568556238","0.78684054969955"
"No","2006","Baden-Württemberg","1107","0.764562865002425","0.742572919420643","0.786552810584207"
"No","2006","Bavaria","1308","0.80639597817842","0.787585726614971","0.82520622974187"
"No","2006","Berlin","261","0.664515149993339","0.617534272081559","0.711496027905119"
"No","2006","Brandenburg","307","0.693103193194375","0.649960131146318","0.736246255242432"
"No","2006","Mecklenburg-Western Pomerania","176","0.708550027473741","0.652774296616957","0.764325758330524"
"No","2006","Saxony","558","0.76035472199262","0.729986472078284","0.790722971906957"
"No","2006","Saxony-Anhalt","308","0.737613085644638","0.696079937759634","0.779146233529642"
"No","2006","Thuringia","324","0.773051439159153","0.733689963150978","0.812412915167327"
"Yes","2007","Schleswig-Holstein","76","0.176307935977903","0.134224500557114","0.218391371398693"
"Yes","2007","Hamburg","30","0.153456169821859","0.0981248295183519","0.208787510125366"
"Yes","2007","Lower Saxony","270","0.267076881224358","0.240148758905776","0.294005003542939"
"Yes","2007","Bremen","","","",""
"Yes","2007","North Rhine-Westphalia","651","0.254102434830789","0.236504334699497","0.271700534962082"
"Yes","2007","Hesse","192","0.195662428709117","0.168592069761261","0.222732787656972"
"Yes","2007","Rhineland-Palatinate,Saarland","183","0.239099072516431","0.206508788392958","0.271689356639903"
"Yes","2007","Baden-Württemberg","320","0.21740024875802","0.196066324829531","0.238734172686508"
"Yes","2007","Bavaria","387","0.197076256367768","0.17852881022695","0.215623702508586"
"Yes","2007","Berlin","141","0.319524119324091","0.275855523509327","0.363192715138855"
"Yes","2007","Brandenburg","122","0.316653549872496","0.272583975265147","0.360723124479846"
"Yes","2007","Mecklenburg-Western Pomerania","80","0.250154172215048","0.198204558168837","0.30210378626126"
"Yes","2007","Saxony","187","0.223871377739229","0.195410347217509","0.252332408260949"
