"pgoeffd","year","hgtyp1hh","sex","n","percent","lower_confidence","upper_confidence","value"
"Yes","1995","Couple + C. GT 16 ","Female","219","0.357404814578307","0.319923293936325","0.39488633522029","1"
"Yes","1995","Couple + C. GT 16 ","Male","155","0.194238390627961","0.168463631065386","0.220013150190537","1"
"Yes","1995","Couple + C. LE 16 ","Female","278","0.332401696434686","0.300295817461363","0.364507575408009","1"
"Yes","1995","Couple + C. LE 16 ","Male","251","0.20715470706609","0.186008805160277","0.228300608971903","1"
"Yes","1995","Couple + C. LE and GT 16","Male","87","0.197549803299394","0.161668776276144","0.233430830322644","1"
"Yes","1995","Single parent ","Female","87","0.351700123749707","0.290779222515792","0.412621024983621","1"
"Yes","1995","Single parent ","Male","23","","","","1"
"No","1996","(Married) couple without C. ","Female","562","0.66818748170809","0.636477065911243","0.699897897504936","2"
"No","1996","(Married) couple without C. ","Male","671","0.750125236105966","0.721422687483322","0.77882778472861","2"
"No","1996","Couple + C. GT 16 ","Female","379","0.656313291533386","0.617628008613418","0.694998574453354","2"
"No","1996","Couple + C. GT 16 ","Male","682","0.806139659376459","0.779212995313095","0.833066323439823","2"
"No","1996","Couple + C. LE 16 ","Female","498","0.676984506531823","0.643606264479255","0.710362748584391","2"
"No","1996","Couple + C. LE 16 ","Male","1099","0.796025502748134","0.77436158355446","0.817689421941809","2"
"No","1996","Couple + C. LE and GT 16","Female","235","0.653585263129669","0.603520443158494","0.703650083100844","2"
"No","1996","Couple + C. LE and GT 16","Male","401","0.834226905080009","0.800819423802849","0.867634386357169","2"
"No","1996","Single parent ","Female","148","0.648246826479147","0.587064022847307","0.709429630110987","2"
"No","1996","Single parent ","Male","103","0.685281765955409","0.607799183204884","0.762764348705935","2"
"No","1996","1-pers.-HH","Female","187","0.601552950739972","0.545302781334325","0.65780312014562","2"
"No","1996","1-pers.-HH","Male","276","0.743374236205776","0.69862749332714","0.788120979084412","2"
"Yes","1996","(Married) couple without C. ","Female","285","0.33181251829191","0.300102102495064","0.363522934088757","1"
"Yes","1996","(Married) couple without C. ","Male","203","0.249874763894034","0.22117221527139","0.278577312516679","1"
"Yes","1996","1-pers.-HH","Male","90","0.256625763794224","0.211879020915588","0.30137250667286","1"
"Yes","1996","1-pers.-HH","Female","104","0.398447049260028","0.34219687985438","0.454697218665675","1"
"Yes","1996","Couple + C. LE and GT 16","Female","112","0.346414736870331","0.296349916899156","0.396479556841506","1"
"Yes","1996","Couple + C. GT 16 ","Female","200","0.343686708466614","0.305001425546646","0.382371991386582","1"
"Yes","1996","Couple + C. GT 16 ","Male","146","0.193860340623541","0.166933676560178","0.220787004686905","1"
"Yes","1996","Couple + C. LE 16 ","Female","256","0.323015493468177","0.289637251415609","0.356393735520746","1"
"Yes","1996","Couple + C. LE 16 ","Male","230","0.203974497251866","0.182310578058191","0.22563841644554","1"
"Yes","1996","Couple + C. LE and GT 16","Male","75","0.165773094919991","0.132365613642831","0.199180576197151","1"
"Yes","1996","Single parent ","Female","86","0.351753173520853","0.290570369889013","0.412935977152693","1"
"Yes","1996","Single parent ","Male","35","0.314718234044591","0.237235651294065","0.392200816795116","1"
"No","1997","(Married) couple without C. ","Female","562","0.671954521827118","0.640484140743443","0.703424902910793","2"
"No","1997","(Married) couple without C. ","Male","684","0.747267513363843","0.718812245873946","0.775722780853741","2"
"No","1997","Couple + C. GT 16 ","Female","407","0.65599501058355","0.617857038190287","0.694132982976813","2"
"No","1997","Couple + C. GT 16 ","Male","702","0.800473207661046","0.773511283779157","0.827435131542935","2"
"No","1997","Couple + C. LE 16 ","Female","493","0.687642190744079","0.654114201940403","0.721170179547755","2"
"No","1997","Couple + C. LE 16 ","Male","1051","0.807229545758083","0.785456995196993","0.829002096319172","2"
"No","1997","Couple + C. LE and GT 16","Female","215","0.64840814929627","0.597125599940888","0.699690698651652","2"
"No","1997","Couple + C. LE and GT 16","Male","377","0.820949378185589","0.785798506694031","0.856100249677147","2"
"No","1997","Single parent ","Female","161","0.702560871750315","0.643610963949627","0.761510779551004","2"
"No","1997","Single parent ","Male","105","0.698895472856675","0.623176748111735","0.774614197601615","2"
"No","1997","1-pers.-HH","Female","185","0.641625052781117","0.586624615446569","0.696625490115665","2"
"No","1997","1-pers.-HH","Male","257","0.743963192921412","0.698304711923675","0.789621673919149","2"
"Yes","1997","(Married) couple without C. ","Female","293","0.328045478172882","0.296575097089207","0.359515859256557","1"
"Yes","1997","(Married) couple without C. ","Male","212","0.252732486636157","0.224277219146259","0.281187754126054","1"
"Yes","1997","1-pers.-HH","Female","107","0.358374947218883","0.303374509884335","0.413375384553431","1"
"Yes","1997","1-pers.-HH","Male","94","0.256036807078588","0.210378326080852","0.301695288076325","1"
"Yes","1997","Couple + C. LE and GT 16","Female","118","0.35159185070373","0.300309301348348","0.402874400059112","1"
"Yes","1997","Couple + C. GT 16 ","Female","189","0.34400498941645","0.305867017023187","0.382142961809713","1"
"Yes","1997","Couple + C. GT 16 ","Male","142","0.199526792338954","0.172564868457065","0.226488716220843","1"
"Yes","1997","Couple + C. LE 16 ","Female","241","0.312357809255921","0.278829820452245","0.345885798059597","1"
"Yes","1997","Couple + C. LE 16 ","Male","210","0.192770454241917","0.170997903680828","0.214543004803007","1"
"Yes","1997","Couple + C. LE and GT 16","Male","80","0.179050621814411","0.143899750322853","0.214201493305969","1"
"Yes","1997","Single parent ","Female","70","0.297439128249685","0.238489220448996","0.356389036050373","1"
"Yes","1997","Single parent ","Male","36","0.301104527143325","0.225385802398385","0.376823251888265","1"
"No","1998","(Married) couple without C. ","Female","655","0.658543663971265","0.629079343711635","0.688007984230896","2"
"No","1998","(Married) couple without C. ","Male","811","0.789202834953357","0.764172036322526","0.814233633584189","2"
"No","1998","Couple + C. GT 16 ","Female","428","0.66976011261032","0.633409058577137","0.706111166643502","2"
"No","1998","Couple + C. GT 16 ","Male","763","0.791541428730877","0.765490611222212","0.817592246239542","2"
"No","1998","Couple + C. LE 16 ","Female","519","0.684586328239143","0.651786220527783","0.717386435950504","2"
"No","1998","Couple + C. LE 16 ","Male","1154","0.808397756568712","0.787730378812644","0.829065134324779","2"
"No","1998","Couple + C. LE and GT 16","Female","212","0.659350403956577","0.608217177338962","0.710483630574193","2"
"No","1998","Couple + C. LE and GT 16","Male","386","0.801386147682323","0.765240929749433","0.837531365615212","2"
"No","1998","1-pers.-HH","Female","218","0.594688001296448","0.543760390615024","0.645615611977871","2"
"No","1998","1-pers.-HH","Male","319","0.754204842314186","0.712929444307221","0.79548024032115","2"
"No","1998","Single parent ","Female","173","0.657767590429549","0.599985265511592","0.715549915347506","2"
"No","1998","Single parent ","Male","113","0.719276425686502","0.646137016873142","0.792415834499862","2"
"Yes","1998","(Married) couple without C. ","Female","340","0.341456336028735","0.311992015769104","0.370920656288365","1"
"Yes","1998","(Married) couple without C. ","Male","209","0.210797165046643","0.185766366415811","0.235827963677474","1"
"Yes","1998","1-pers.-HH","Male","99","0.245795157685814","0.20451975967885","0.287070555692779","1"
"Yes","1998","1-pers.-HH","Female","139","0.405311998703552","0.354384388022129","0.456239609384976","1"
"Yes","1998","Couple + C. GT 16 ","Female","215","0.33023988738968","0.293888833356498","0.366590941422863","1"
"Yes","1998","Couple + C. GT 16 ","Male","171","0.208458571269123","0.182407753760458","0.234509388777788","1"
"Yes","1998","Couple + C. LE and GT 16","Female","118","0.340649596043423","0.289516369425807","0.391782822661038","1"
"Yes","1998","Couple + C. LE 16 ","Female","252","0.315413671760857","0.282613564049496","0.348213779472217","1"
"Yes","1998","Couple + C. LE 16 ","Male","239","0.191602243431288","0.170934865675221","0.212269621187356","1"
"Yes","1998","Couple + C. LE and GT 16","Male","82","0.198613852317677","0.162468634384788","0.234759070250567","1"
"Yes","1998","Single parent ","Female","86","0.342232409570451","0.284450084652494","0.400014734488408","1"
"Yes","1998","Single parent ","Male","32","0.280723574313498","0.207584165500138","0.353862983126858","1"
"No","1999","(Married) couple without C. ","Female","619","0.672005738332895","0.641912986806211","0.702098489859579","2"
"No","1999","(Married) couple without C. ","Male","766","0.783562947521233","0.757726908412889","0.809398986629577","2"
"No","1999","Couple + C. GT 16 ","Female","414","0.683591172655216","0.646774852978448","0.720407492331985","2"
"No","1999","Couple + C. GT 16 ","Male","688","0.797427285022694","0.77018265137328","0.824671918672108","2"
"No","1999","Couple + C. LE 16 ","Female","499","0.681750702815367","0.647891446941325","0.715609958689409","2"
"No","1999","Couple + C. LE 16 ","Male","1113","0.807734617224595","0.786563491086629","0.82890574336256","2"
"No","1999","Couple + C. LE and GT 16","Female","198","0.693763255728604","0.641691869457715","0.745834641999492","2"
"No","1999","Couple + C. LE and GT 16","Male","340","0.791622347749516","0.752686956474446","0.830557739024585","2"
"No","1999","1-pers.-HH","Female","218","0.602355489259955","0.550637360654814","0.654073617865096","2"
"No","1999","1-pers.-HH","Male","310","0.775525027276435","0.734636641270069","0.816413413282801","2"
"No","1999","Single parent ","Female","179","0.693669925241364","0.637312287568408","0.750027562914319","2"
"No","1999","Single parent ","Male","101","0.714129449107979","0.637628139021321","0.790630759194638","2"
"Yes","1999","Couple + C. LE and GT 16","Female","103","0.306236744271396","0.254165358000508","0.358308130542285","1"
"Yes","1999","(Married) couple without C. ","Female","316","0.327994261667105","0.297901510140421","0.358087013193789","1"
"Yes","1999","(Married) couple without C. ","Male","210","0.216437052478767","0.190601013370423","0.242273091587111","1"
"Yes","1999","1-pers.-HH","Female","126","0.397644510740046","0.345926382134904","0.449362639345187","1"
"Yes","1999","1-pers.-HH","Male","90","0.224474972723565","0.183586586717199","0.265363358729931","1"
"Yes","1999","Couple + C. GT 16 ","Female","199","0.316408827344784","0.279592507668016","0.353225147021552","1"
"Yes","1999","Couple + C. GT 16 ","Male","148","0.202572714977306","0.175328081327892","0.22981734862672","1"
"Yes","1999","Couple + C. LE 16 ","Female","228","0.318249297184633","0.284390041310591","0.352108553058675","1"
"Yes","1999","Couple + C. LE 16 ","Male","218","0.192265382775405","0.17109425663744","0.213436508913371","1"
"Yes","1999","Couple + C. LE and GT 16","Male","78","0.208377652250484","0.169442260975415","0.247313043525554","1"
"Yes","1999","Single parent ","Female","78","0.306330074758636","0.249972437085681","0.362687712431591","1"
"Yes","1999","Single parent ","Male","33","0.28587055089202","0.209369240805362","0.362371860978679","1"
"No","2000","(Married) couple without C. ","Female","1178","0.708119691929739","0.686438208144252","0.729801175715227","2"
"No","2000","(Married) couple without C. ","Male","1377","0.793135004878495","0.774195035486652","0.812074974270338","2"
"No","2000","1-pers.-HH","Female","456","0.678143445357205","0.643157406956953","0.713129483757456","2"
"No","2000","Couple + C. GT 16 ","Female","764","0.707511966997429","0.680580267507244","0.734443666487613","2"
"No","2000","Couple + C. GT 16 ","Male","1161","0.799288797375496","0.778594277086415","0.819983317664577","2"
"No","2000","Couple + C. LE 16 ","Female","1015","0.723923112650457","0.700621572223691","0.747224653077224","2"
"No","2000","Couple + C. LE 16 ","Male","1967","0.813971312259711","0.798377151248702","0.829565473270719","2"
"No","2000","Couple + C. LE and GT 16","Female","376","0.694751350793657","0.65643861411318","0.733064087474133","2"
"No","2000","Couple + C. LE and GT 16","Male","585","0.813069936183508","0.784711432667818","0.841428439699199","2"
"No","2000","1-pers.-HH","Male","719","0.802280590786238","0.776260151081907","0.828301030490568","2"
"No","2000","Single parent ","Female","357","0.743602195810904","0.704821902191671","0.782382489430138","2"
"No","2000","Single parent ","Male","201","0.852469214824991","0.807602615925616","0.897335813724366","2"
"Yes","2000","(Married) couple without C. ","Female","511","0.291880308070261","0.270198824284773","0.313561791855748","1"
"Yes","2000","Couple + C. LE and GT 16","Female","179","0.305248649206343","0.266935912525867","0.34356138588682","1"
"Yes","2000","(Married) couple without C. ","Male","380","0.206864995121505","0.187925025729662","0.225804964513348","1"
"Yes","2000","1-pers.-HH","Female","229","0.321856554642795","0.286870516242544","0.356842593043047","1"
"Yes","2000","1-pers.-HH","Male","181","0.197719409213762","0.171698969509432","0.223739848918093","1"
"Yes","2000","Couple + C. GT 16 ","Female","332","0.292488033002571","0.265556333512387","0.319419732492756","1"
"Yes","2000","Couple + C. GT 16 ","Male","278","0.200711202624504","0.180016682335423","0.221405722913585","1"
"Yes","2000","Couple + C. LE 16 ","Female","399","0.276076887349543","0.252775346922776","0.299378427776309","1"
"Yes","2000","Couple + C. LE 16 ","Male","425","0.186028687740289","0.170434526729281","0.201622848751298","1"
"Yes","2000","Couple + C. LE and GT 16","Male","141","0.186930063816492","0.158571560300801","0.215288567332182","1"
"Yes","2000","Single parent ","Female","130","0.256397804189096","0.217617510569862","0.295178097808329","1"
"Yes","2000","Single parent ","Male","39","0.147530785175009","0.102664186275634","0.192397384074384","1"
"No","2001","(Married) couple without C. ","Female","978","0.702824367440818","0.679062473388193","0.726586261493443","2"
"No","2001","(Married) couple without C. ","Male","1135","0.793478621460013","0.772656982793608","0.814300260126419","2"
"No","2001","1-pers.-HH","Female","410","0.693163744292665","0.656445404570165","0.729882084015165","2"
"No","2001","Couple + C. GT 16 ","Female","666","0.701995013967683","0.673241313947621","0.730748713987745","2"
"No","2001","Couple + C. GT 16 ","Male","963","0.784250791140823","0.761092907375757","0.80740867490589","2"
"No","2001","Couple + C. LE 16 ","Female","879","0.723310802533292","0.698360650880943","0.74826095418564","2"
"No","2001","Couple + C. LE 16 ","Male","1707","0.803626609084898","0.786587326017432","0.820665892152364","2"
"No","2001","Couple + C. LE and GT 16","Female","336","0.715077581535729","0.674781347123363","0.755373815948094","2"
"No","2001","Couple + C. LE and GT 16","Male","520","0.818775391847773","0.788861745817869","0.848689037877677","2"
"No","2001","Single parent ","Female","321","0.749254127785787","0.708333628481787","0.790174627089786","2"
"No","2001","Single parent ","Male","161","0.843346353732442","0.791663732705395","0.895028974759488","2"
"No","2001","1-pers.-HH","Male","624","0.80403177907364","0.776192883221383","0.831870674925897","2"
"Yes","2001","Couple + C. LE and GT 16","Female","146","0.284922418464271","0.244626184051906","0.325218652876637","1"
"Yes","2001","(Married) couple without C. ","Female","443","0.297175632559182","0.273413738506557","0.320937526611807","1"
"Yes","2001","(Married) couple without C. ","Male","317","0.206521378539987","0.185699739873581","0.227343017206392","1"
"Yes","2001","1-pers.-HH","Female","196","0.306836255707335","0.270117915984835","0.343554595429835","1"
"Yes","2001","1-pers.-HH","Male","157","0.19596822092636","0.168129325074103","0.223807116778617","1"
"Yes","2001","Couple + C. GT 16 ","Female","306","0.298004986032317","0.269251286012255","0.326758686052379","1"
"Yes","2001","Couple + C. GT 16 ","Male","249","0.215749208859177","0.19259132509411","0.238907092624243","1"
"Yes","2001","Couple + C. LE 16 ","Female","356","0.276689197466708","0.25173904581436","0.301639349119057","1"
"Yes","2001","Couple + C. LE 16 ","Male","381","0.196373390915102","0.179334107847636","0.213412673982567","1"
"Yes","2001","Couple + C. LE and GT 16","Male","117","0.181224608152227","0.151310962122323","0.211138254182131","1"
"Yes","2001","Single parent ","Female","110","0.250745872214213","0.209825372910214","0.291666371518212","1"
"Yes","2001","Single parent ","Male","29","","","","1"
"No","2002","(Married) couple without C. ","Female","1159","0.698835778442411","0.677079058986469","0.720592497898354","2"
"No","2002","(Married) couple without C. ","Male","1330","0.778956891253331","0.759609384002858","0.798304398503805","2"
"No","2002","1-pers.-HH","Female","414","0.692853497040103","0.65609447929777","0.729612514782436","2"
"No","2002","Couple + C. GT 16 ","Female","792","0.741600124769422","0.716343446413851","0.766856803124992","2"
"No","2002","Couple + C. GT 16 ","Male","1110","0.801169844439161","0.780203056789793","0.82213663208853","2"
"No","2002","Couple + C. LE 16 ","Female","996","0.735940776430429","0.71297178237296","0.758909770487898","2"
"No","2002","Couple + C. LE 16 ","Male","1738","0.802694998845343","0.785884894800761","0.819505102889926","2"
"No","2002","Couple + C. LE and GT 16","Female","373","0.717750775168568","0.680637688044428","0.754863862292708","2"
"No","2002","Couple + C. LE and GT 16","Male","591","0.832110676194057","0.80494109321025","0.859280259177863","2"
"No","2002","Single parent ","Female","340","0.727930193443657","0.687824820302177","0.768035566585137","2"
"No","2002","Single parent ","Male","187","0.85116920994168","0.804969950536096","0.897368469347264","2"
"No","2002","1-pers.-HH","Male","643","0.80592670613447","0.778691150255107","0.833162262013832","2"
"Yes","2002","Couple + C. LE and GT 16","Female","192","0.282249224831432","0.245136137707293","0.319362311955572","1"
"Yes","2002","(Married) couple without C. ","Female","549","0.301164221557589","0.279407502101646","0.322920941013531","1"
"Yes","2002","(Married) couple without C. ","Male","437","0.221043108746669","0.201695601496195","0.240390615997142","1"
"Yes","2002","1-pers.-HH","Female","191","0.307146502959897","0.270387485217564","0.34390552070223","1"
"Yes","2002","1-pers.-HH","Male","167","0.19407329386553","0.166837737986168","0.221308849744893","1"
"Yes","2002","Couple + C. GT 16 ","Female","362","0.258399875230578","0.233143196875007","0.283656553586149","1"
"Yes","2002","Couple + C. GT 16 ","Male","282","0.198830155560839","0.17786336791147","0.219796943210207","1"
"Yes","2002","Couple + C. LE 16 ","Female","419","0.264059223569571","0.241090229512102","0.28702821762704","1"
"Yes","2002","Couple + C. LE 16 ","Male","415","0.197305001154657","0.180494897110074","0.214115105199239","1"
"Yes","2002","Couple + C. LE and GT 16","Male","136","0.167889323805943","0.140719740822137","0.19505890678975","1"
"Yes","2002","Single parent ","Female","133","0.272069806556343","0.231964433414863","0.312175179697823","1"
"Yes","2002","Single parent ","Male","41","0.14883079005832","0.102631530652736","0.195030049463904","1"
"No","2003","(Married) couple without C. ","Female","1035","0.682527534644432","0.659331376836803","0.705723692452061","2"
"No","2003","(Married) couple without C. ","Male","1161","0.758295727415519","0.736982770345748","0.77960868448529","2"
"No","2003","1-pers.-HH","Female","381","0.675063251813459","0.636546862154795","0.713579641472124","2"
"No","2003","Couple + C. GT 16 ","Female","719","0.732164041639055","0.705480473910282","0.758847609367829","2"
"No","2003","Couple + C. GT 16 ","Male","1010","0.805640534130796","0.7838431317691","0.827437936492492","2"
"No","2003","Couple + C. LE 16 ","Female","823","0.700847598237807","0.6749406946041","0.726754501871515","2"
"No","2003","Couple + C. LE 16 ","Male","1510","0.796019207478908","0.777814039419288","0.814224375538529","2"
"No","2003","Couple + C. LE and GT 16","Female","341","0.732575311377131","0.693971579501747","0.771179043252515","2"
"No","2003","Couple + C. LE and GT 16","Male","502","0.824272948356891","0.794315343986964","0.854230552726818","2"
"No","2003","Single parent ","Female","303","0.726901584153936","0.684341307607277","0.769461860700594","2"
"No","2003","1-pers.-HH","Male","574","0.786539537628502","0.75703709400046","0.816041981256544","2"
"No","2003","Single parent ","Male","151","0.864816842252054","0.815277993569509","0.914355690934598","2"
"Yes","2003","(Married) couple without C. ","Female","512","0.317472465355568","0.294276307547939","0.340668623163197","1"
"Yes","2003","(Married) couple without C. ","Male","389","0.241704272584481","0.22039131551471","0.263017229654252","1"
"Yes","2003","Couple + C. LE and GT 16","Female","164","0.267424688622869","0.228820956747485","0.306028420498253","1"
"Yes","2003","1-pers.-HH","Female","187","0.324936748186541","0.286420358527876","0.363453137845205","1"
"Yes","2003","1-pers.-HH","Male","167","0.213460462371498","0.183958018743456","0.24296290599954","1"
"Yes","2003","Couple + C. GT 16 ","Female","339","0.267835958360945","0.241152390632171","0.294519526089718","1"
"Yes","2003","Couple + C. GT 16 ","Male","256","0.194359465869204","0.172562063507508","0.2161568682309","1"
"Yes","2003","Couple + C. LE 16 ","Female","377","0.299152401762193","0.273245498128485","0.3250593053959","1"
"Yes","2003","Couple + C. LE 16 ","Male","372","0.203980792521092","0.185775624461471","0.222185960580712","1"
"Yes","2003","Couple + C. LE and GT 16","Male","118","0.175727051643109","0.145769447273182","0.205684656013036","1"
"Yes","2003","Single parent ","Female","118","0.273098415846064","0.230538139299406","0.315658692392723","1"
"Yes","2003","Single parent ","Male","32","0.135183157747946","0.0856443090654016","0.184722006430491","1"
"No","2004","(Married) couple without C. ","Female","1133","0.693321765818236","0.671186273515394","0.715457258121079","2"
"No","2004","(Married) couple without C. ","Male","1264","0.778323370122272","0.75825070078219","0.798396039462354","2"
"No","2004","1-pers.-HH","Female","387","0.664171032359432","0.625535118684247","0.702806946034616","2"
"No","2004","Couple + C. GT 16 ","Female","761","0.741522611628244","0.715928597034277","0.767116626222212","2"
"No","2004","Couple + C. GT 16 ","Male","1046","0.789374543458114","0.767444169283179","0.811304917633049","2"
"No","2004","Couple + C. LE 16 ","Female","868","0.733563227462695","0.708786113355278","0.758340341570112","2"
"No","2004","Couple + C. LE 16 ","Male","1464","0.801420716337023","0.783097978393374","0.819743454280672","2"
"No","2004","Couple + C. LE and GT 16","Female","340","0.739373457441904","0.700857644613333","0.777889270270474","2"
"No","2004","Couple + C. LE and GT 16","Male","502","0.856085952461063","0.828277126173996","0.88389477874813","2"
"No","2004","Single parent ","Female","319","0.742164772980638","0.701104092618927","0.78322545334235","2"
"No","2004","Single parent ","Male","171","0.879259915103434","0.83387621805191","0.924643612154958","2"
"No","2004","1-pers.-HH","Male","578","0.766524449384728","0.736368645980407","0.796680252789049","2"
"Yes","2004","(Married) couple without C. ","Female","534","0.306678234181764","0.284542741878921","0.328813726484606","1"
"Yes","2004","(Married) couple without C. ","Male","381","0.221676629877728","0.201603960537646","0.24174929921781","1"
"Yes","2004","Couple + C. LE and GT 16","Female","159","0.260626542558097","0.222110729729526","0.299142355386667","1"
"Yes","2004","Couple + C. LE and GT 16","Male","110","0.143914047538937","0.11610522125187","0.171722873826004","1"
"Yes","2004","1-pers.-HH","Female","187","0.335828967640568","0.297193053965384","0.374464881315753","1"
"Yes","2004","1-pers.-HH","Male","178","0.233475550615272","0.203319747210951","0.263631354019593","1"
"Yes","2004","Couple + C. GT 16 ","Female","363","0.258477388371756","0.232883373777788","0.284071402965723","1"
"Yes","2004","Couple + C. GT 16 ","Male","282","0.210625456541886","0.188695082366951","0.232555830716821","1"
"Yes","2004","Couple + C. LE 16 ","Female","355","0.266436772537305","0.241659658429888","0.291213886644722","1"
"Yes","2004","Couple + C. LE 16 ","Male","357","0.198579283662977","0.180256545719328","0.216902021606626","1"
"Yes","2004","Single parent ","Female","117","0.257835227019362","0.21677454665765","0.298895907381073","1"
"Yes","2004","Single parent ","Male","27","","","","1"
"No","2005","(Married) couple without C. ","Female","1013","0.703306706393421","0.680327318853751","0.72628609393309","2"
"No","2005","(Married) couple without C. ","Male","1154","0.780209959481553","0.75924678620827","0.801173132754835","2"
"No","2005","1-pers.-HH","Female","382","0.637402391175941","0.597901101974896","0.676903680376985","2"
"No","2005","Couple + C. GT 16 ","Female","661","0.72354624745354","0.695601838123597","0.751490656783483","2"
"No","2005","Couple + C. GT 16 ","Male","920","0.786072988677292","0.762474545933224","0.80967143142136","2"
"No","2005","1-pers.-HH","Male","563","0.794519987196313","0.765108546862007","0.823931427530619","2"
"No","2005","Couple + C. LE 16 ","Female","741","0.741979383504819","0.71545086060963","0.768507906400008","2"
"No","2005","Couple + C. LE 16 ","Male","1269","0.798156303294579","0.778396390327494","0.817916216261665","2"
"No","2005","Couple + C. LE and GT 16","Male","433","0.839565382202528","0.808524271568912","0.870606492836143","2"
"No","2005","Couple + C. LE and GT 16","Female","305","0.726398127672457","0.684647988613926","0.768148266730989","2"
"No","2005","Single parent ","Female","291","0.710770659811419","0.667460183239749","0.754081136383088","2"
"No","2005","Single parent ","Male","123","0.874893301945575","0.821043772000636","0.928742831890514","2"
"Yes","2005","(Married) couple without C. ","Female","505","0.296693293606579","0.27371390606691","0.319672681146249","1"
"Yes","2005","(Married) couple without C. ","Male","345","0.219790040518447","0.198826867245165","0.240753213791729","1"
"Yes","2005","Couple + C. LE and GT 16","Female","133","0.273601872327543","0.231851733269011","0.315352011386074","1"
"Yes","2005","Couple + C. LE and GT 16","Male","104","0.160434617797472","0.129393507163857","0.191475728431088","1"
"Yes","2005","1-pers.-HH","Female","187","0.362597608824059","0.323096319623015","0.402098898025104","1"
"Yes","2005","1-pers.-HH","Male","162","0.205480012803687","0.176068572469381","0.234891453137993","1"
"Yes","2005","Couple + C. GT 16 ","Female","323","0.27645375254646","0.248509343216517","0.304398161876403","1"
"Yes","2005","Couple + C. GT 16 ","Male","240","0.213927011322708","0.19032856857864","0.237525454066776","1"
"Yes","2005","Couple + C. LE 16 ","Female","304","0.258020616495181","0.231492093599992","0.28454913939037","1"
"Yes","2005","Couple + C. LE 16 ","Male","316","0.201843696705421","0.182083783738335","0.221603609672506","1"
"Yes","2005","Single parent ","Female","130","0.289229340188581","0.245918863616911","0.332539816760251","1"
"Yes","2005","Single parent ","Male","22","","","","1"
"No","2006","(Married) couple without C. ","Female","1103","0.716818496733358","0.695059526677134","0.738577466789582","2"
"No","2006","(Married) couple without C. ","Male","1195","0.783065944263593","0.762527574404335","0.803604314122851","2"
"No","2006","1-pers.-HH","Female","399","0.644418201204065","0.606399865154996","0.682436537253135","2"
"No","2006","Couple + C. GT 16 ","Female","668","0.728463673007901","0.700828991107389","0.756098354908413","2"
"No","2006","Couple + C. GT 16 ","Male","925","0.799005155224258","0.776159343008725","0.821850967439791","2"
"No","2006","Couple + C. LE 16 ","Female","751","0.72039611723837","0.693428997856248","0.747363236620492","2"
"No","2006","Couple + C. LE 16 ","Male","1279","0.797633601322762","0.777959823747317","0.817307378898207","2"
"No","2006","1-pers.-HH","Male","612","0.792652340864579","0.764310519289178","0.82099416243998","2"
"No","2006","Couple + C. LE and GT 16","Female","283","0.733621803071748","0.690568544064841","0.776675062078655","2"
"No","2006","Couple + C. LE and GT 16","Male","399","0.822560456527632","0.789140540683942","0.855980372371321","2"
"No","2006","Single parent ","Female","306","0.700161159166377","0.657542521942035","0.742779796390718","2"
"No","2006","Single parent ","Male","133","0.868190262964506","0.814762261058893","0.921618264870118","2"
"Yes","2006","Couple + C. LE and GT 16","Female","122","0.266378196928252","0.223324937921345","0.309431455935159","1"
"Yes","2006","Couple + C. LE and GT 16","Male","103","0.177439543472368","0.144019627628679","0.210859459316058","1"
"Yes","2006","(Married) couple without C. ","Female","544","0.283181503266642","0.261422533210418","0.304940473322866","1"
"Yes","2006","(Married) couple without C. ","Male","352","0.216934055736407","0.196395685877149","0.237472425595665","1"
"Yes","2006","1-pers.-HH","Female","210","0.355581798795935","0.317563462746865","0.393600134845004","1"
"Yes","2006","1-pers.-HH","Male","174","0.207347659135421","0.17900583756002","0.235689480710822","1"
"Yes","2006","Couple + C. GT 16 ","Female","327","0.271536326992099","0.243901645091587","0.299171008892611","1"
"Yes","2006","Couple + C. GT 16 ","Male","257","0.200994844775742","0.178149032560209","0.223840656991275","1"
"Yes","2006","Couple + C. LE 16 ","Female","313","0.27960388276163","0.252636763379508","0.306571002143752","1"
"Yes","2006","Couple + C. LE 16 ","Male","323","0.202366398677238","0.182692621101793","0.222040176252683","1"
"Yes","2006","Single parent ","Female","138","0.299838840833623","0.257220203609282","0.342457478057965","1"
"Yes","2006","Single parent ","Male","21","","","","1"
"No","2007","(Married) couple without C. ","Female","1141","0.733297021857059","0.711781953792626","0.754812089921492","2"
"No","2007","(Married) couple without C. ","Male","1234","0.773715516828526","0.753232243021062","0.79419879063599","2"
"No","2007","1-pers.-HH","Female","423","0.662604780838005","0.625800341453084","0.699409220222927","2"
"No","2007","Couple + C. GT 16 ","Female","731","0.742531260389191","0.716308277642421","0.768754243135961","2"
"No","2007","Couple + C. GT 16 ","Male","984","0.812559553829404","0.790846472682088","0.834272634976721","2"
"No","2007","Couple + C. LE 16 ","Female","849","0.748459225414884","0.723511365494563","0.773407085335205","2"
"No","2007","Couple + C. LE 16 ","Male","1302","0.801583148015202","0.782132888766857","0.821033407263547","2"
"No","2007","1-pers.-HH","Male","634","0.810942021165872","0.783741077872877","0.838142964458868","2"
"No","2007","Couple + C. LE and GT 16","Male","411","0.834814395959443","0.802835440518879","0.866793351400006","2"
