"pgoeffd","year","e11103","pgcasmin","n","percent","lower_confidence","upper_confidence"
"No","1992","Full Time","(3b) higher tertiary education","252","0.520449119393178","0.475331713318786","0.565566525467569"
"No","1992","Part Time","(0) in school","7","","",""
"No","1992","Part Time","(1a) inadequately completed","49","0.670813625383249","0.556574919198166","0.785052331568333"
"No","1992","Part Time","(1b) general elementary school","229","0.755153761633068","0.705918222935534","0.804389300330601"
"No","1992","Part Time","(1c) basic vocational qualification","373","0.787481182101134","0.750845935235818","0.82411642896645"
"No","1992","Part Time","(2b) intermediate general qualification","70","0.765915685131683","0.682925882858035","0.84890548740533"
"No","1992","Part Time","(2a) intermediate vocational","243","0.706614055781748","0.659515059236152","0.753713052327344"
"No","1992","Part Time","(2c_gen) general maturity certificate","45","0.692244203131878","0.57735346196587","0.807134944297885"
"No","1992","Part Time","(2c_voc) vocational maturity certificate","44","0.676283522071824","0.562536975801691","0.790030068341957"
"No","1992","Part Time","(3a) lower tertiary education","52","0.469815751845186","0.3761216960026","0.563509807687772"
"No","1992","Part Time","(3b) higher tertiary education","41","0.337633476222258","0.258154809256579","0.417112143187936"
"No","1992","Not Working","(0) in school","","","",""
"No","1992","Not Working","(1a) inadequately completed","3","","",""
"No","1992","Not Working","(1b) general elementary school","14","","",""
"No","1992","Not Working","(1c) basic vocational qualification","21","","",""
"No","1992","Not Working","(2b) intermediate general qualification","11","","",""
"No","1992","Not Working","(2a) intermediate vocational","19","","",""
"No","1992","Not Working","(2c_gen) general maturity certificate","5","","",""
"No","1992","Not Working","(2c_voc) vocational maturity certificate","3","","",""
"No","1992","Not Working","(3a) lower tertiary education","5","","",""
"No","1992","Not Working","(3b) higher tertiary education","4","","",""
"Yes","1993","Full Time","(0) in school","","","",""
"Yes","1993","Full Time","(1a) inadequately completed","32","0.197499037633571","0.149656683048384","0.245341392218758"
"Yes","1993","Full Time","(1b) general elementary school","78","0.127508717791083","0.102675559253563","0.152341876328602"
"Yes","1993","Full Time","(1c) basic vocational qualification","372","0.208362990100272","0.190149014819531","0.226576965381013"
"Yes","1993","Full Time","(2b) intermediate general qualification","55","0.268110620166246","0.205288709822823","0.330932530509669"
"Yes","1993","Full Time","(2a) intermediate vocational","434","0.292947001065801","0.26974468243515","0.316149319696452"
"Yes","1993","Full Time","(2c_gen) general maturity certificate","25","","",""
"Yes","1993","Full Time","(2c_voc) vocational maturity certificate","82","0.354732104189332","0.297345207915799","0.412119000462864"
"Yes","1993","Full Time","(3a) lower tertiary education","211","0.367994273680743","0.326623477735305","0.40936506962618"
"Yes","1993","Full Time","(3b) higher tertiary education","212","0.459934978629214","0.414390008671988","0.505479948586439"
"Yes","1993","Part Time","(0) in school","1","","",""
"Yes","1993","Part Time","(1a) inadequately completed","15","","",""
"Yes","1993","Part Time","(1b) general elementary school","59","0.214634469775025","0.168782459002812","0.260486480547237"
"Yes","1993","Part Time","(1c) basic vocational qualification","84","0.173488827968838","0.138922141613018","0.208055514324657"
"Yes","1993","Part Time","(2b) intermediate general qualification","31","0.348790000281716","0.254432245974006","0.443147754589425"
"Yes","1993","Part Time","(2a) intermediate vocational","102","0.287950441188914","0.239389304643781","0.336511577734046"
"Yes","1993","Part Time","(2c_gen) general maturity certificate","26","","",""
"Yes","1993","Part Time","(2c_voc) vocational maturity certificate","21","","",""
"Yes","1993","Part Time","(3a) lower tertiary education","50","0.49087491913303","0.390347633597182","0.591402204668879"
"Yes","1993","Part Time","(3b) higher tertiary education","94","0.661449566147823","0.58162413698883","0.741274995306817"
"Yes","1993","Not Working","(0) in school","1","","",""
"Yes","1993","Not Working","(1a) inadequately completed","2","","",""
"Yes","1993","Not Working","(1b) general elementary school","5","","",""
"Yes","1993","Not Working","(1c) basic vocational qualification","6","","",""
"Yes","1993","Not Working","(2b) intermediate general qualification","11","","",""
"Yes","1993","Not Working","(2a) intermediate vocational","8","","",""
"Yes","1993","Not Working","(2c_gen) general maturity certificate","4","","",""
"Yes","1993","Not Working","(2c_voc) vocational maturity certificate","4","","",""
"Yes","1993","Not Working","(3a) lower tertiary education","2","","",""
"Yes","1993","Not Working","(3b) higher tertiary education","3","","",""
"No","1993","Full Time","(0) in school","","","",""
"No","1993","Full Time","(1a) inadequately completed","234","0.802500962366429","0.754658607781242","0.850343316951616"
"No","1993","Full Time","(1b) general elementary school","615","0.872491282208917","0.847658123671398","0.897324440746437"
"No","1993","Full Time","(1c) basic vocational qualification","1538","0.791637009899728","0.773423034618987","0.809850985180469"
"No","1993","Full Time","(2b) intermediate general qualification","136","0.731889379833754","0.669067469490331","0.794711290177177"
"No","1993","Full Time","(2a) intermediate vocational","1044","0.707052998934199","0.683850680303548","0.73025531756485"
"No","1993","Full Time","(2c_gen) general maturity certificate","68","0.724193758216727","0.633362349315165","0.81502516711829"
"No","1993","Full Time","(2c_voc) vocational maturity certificate","185","0.645267895810669","0.587880999537136","0.702654792084201"
"No","1993","Full Time","(3a) lower tertiary education","311","0.632005726319257","0.59063493037382","0.673376522264695"
"No","1993","Full Time","(3b) higher tertiary education","248","0.540065021370786","0.494520051413561","0.585609991328012"
"No","1993","Part Time","(0) in school","1","","",""
"No","1993","Part Time","(1a) inadequately completed","54","0.800271965428207","0.70593935309054","0.894604577765873"
"No","1993","Part Time","(1b) general elementary school","249","0.785365530224976","0.739513519452763","0.831217540997188"
"No","1993","Part Time","(1c) basic vocational qualification","377","0.826511172031162","0.791944485675343","0.861077858386982"
"No","1993","Part Time","(2b) intermediate general qualification","67","0.651209999718284","0.556852245410575","0.745567754025994"
"No","1993","Part Time","(2a) intermediate vocational","232","0.712049558811086","0.663488422265954","0.760610695356219"
"No","1993","Part Time","(2c_gen) general maturity certificate","59","0.644163452340715","0.542383569979111","0.745943334702319"
"No","1993","Part Time","(2c_voc) vocational maturity certificate","52","0.751084339796176","0.651896798544786","0.850271881047566"
"No","1993","Part Time","(3a) lower tertiary education","45","0.50912508086697","0.408597795331121","0.609652366402819"
"No","1993","Part Time","(3b) higher tertiary education","41","0.338550433852177","0.258725004693183","0.41837586301117"
"No","1993","Not Working","(0) in school","","","",""
"No","1993","Not Working","(1a) inadequately completed","8","","",""
"No","1993","Not Working","(1b) general elementary school","16","","",""
"No","1993","Not Working","(1c) basic vocational qualification","31","0.754919257425952","0.616322817527502","0.893515697324401"
"No","1993","Not Working","(2b) intermediate general qualification","6","","",""
"No","1993","Not Working","(2a) intermediate vocational","35","0.855967277635634","0.751019552496497","0.96091500277477"
"No","1993","Not Working","(2c_gen) general maturity certificate","4","","",""
"No","1993","Not Working","(2c_voc) vocational maturity certificate","5","","",""
"No","1993","Not Working","(3a) lower tertiary education","7","","",""
"No","1993","Not Working","(3b) higher tertiary education","9","","",""
"Yes","1994","Full Time","(0) in school","1","","",""
"Yes","1994","Full Time","(1a) inadequately completed","22","","",""
"Yes","1994","Full Time","(1b) general elementary school","62","0.124911120917274","0.0980967073949931","0.151725534439554"
"Yes","1994","Full Time","(1c) basic vocational qualification","339","0.209301377084922","0.190153744802847","0.228449009366997"
"Yes","1994","Full Time","(2b) intermediate general qualification","57","0.34546734746492","0.274195306255203","0.416739388674638"
"Yes","1994","Full Time","(2a) intermediate vocational","429","0.30214716364725","0.27848769372187","0.32580663357263"
"Yes","1994","Full Time","(2c_gen) general maturity certificate","34","0.365042269771319","0.270681369327814","0.459403170214824"
"Yes","1994","Full Time","(2c_voc) vocational maturity certificate","79","0.356199427831033","0.297879027441879","0.414519828220187"
"Yes","1994","Full Time","(3a) lower tertiary education","203","0.362089195900819","0.320500321101544","0.403678070700095"
"Yes","1994","Full Time","(3b) higher tertiary education","228","0.461264512915884","0.416899558916376","0.505629466915392"
"Yes","1994","Part Time","(0) in school","","","",""
"Yes","1994","Part Time","(1a) inadequately completed","19","","",""
"Yes","1994","Part Time","(1b) general elementary school","47","0.198692092512032","0.149230500286414","0.248153684737649"
"Yes","1994","Part Time","(1c) basic vocational qualification","90","0.195788775580535","0.158837861334405","0.232739689826666"
"Yes","1994","Part Time","(2b) intermediate general qualification","19","","",""
"Yes","1994","Part Time","(2a) intermediate vocational","96","0.270876566060976","0.22404957121502","0.317703560906932"
"Yes","1994","Part Time","(2c_gen) general maturity certificate","17","","",""
"Yes","1994","Part Time","(2c_voc) vocational maturity certificate","23","","",""
"Yes","1994","Part Time","(3a) lower tertiary education","48","0.44919425447861","0.347552885786516","0.550835623170705"
"Yes","1994","Part Time","(3b) higher tertiary education","79","0.661167963234096","0.578524034879461","0.743811891588731"
"Yes","1994","Not Working","(0) in school","","","",""
"Yes","1994","Not Working","(1a) inadequately completed","2","","",""
"Yes","1994","Not Working","(1b) general elementary school","2","","",""
"Yes","1994","Not Working","(1c) basic vocational qualification","3","","",""
"Yes","1994","Not Working","(2b) intermediate general qualification","3","","",""
"Yes","1994","Not Working","(2a) intermediate vocational","4","","",""
"Yes","1994","Not Working","(2c_gen) general maturity certificate","1","","",""
"Yes","1994","Not Working","(2c_voc) vocational maturity certificate","2","","",""
"Yes","1994","Not Working","(3a) lower tertiary education","3","","",""
"Yes","1994","Not Working","(3b) higher tertiary education","5","","",""
"No","1994","Full Time","(0) in school","","","",""
"No","1994","Full Time","(1a) inadequately completed","200","0.836952480757819","0.788358877676388","0.88554608383925"
"No","1994","Full Time","(1b) general elementary school","522","0.875088879082726","0.848274465560446","0.901903292605007"
"No","1994","Full Time","(1c) basic vocational qualification","1395","0.790698622915078","0.771550990633003","0.809846255197153"
"No","1994","Full Time","(2b) intermediate general qualification","114","0.65453265253508","0.583260611325362","0.725804693744797"
"No","1994","Full Time","(2a) intermediate vocational","1018","0.69785283635275","0.67419336642737","0.72151230627813"
"No","1994","Full Time","(2c_gen) general maturity certificate","66","0.634957730228681","0.540596829785176","0.729318630672186"
"No","1994","Full Time","(2c_voc) vocational maturity certificate","180","0.643800572168967","0.585480171779813","0.702120972558121"
"No","1994","Full Time","(3a) lower tertiary education","310","0.637910804099181","0.596321929299905","0.679499678898456"
"No","1994","Full Time","(3b) higher tertiary education","257","0.538735487084115","0.494370533084607","0.583100441083623"
"No","1994","Part Time","(0) in school","1","","",""
"No","1994","Part Time","(1a) inadequately completed","58","0.789251941453328","0.698157401034677","0.880346481871979"
"No","1994","Part Time","(1b) general elementary school","203","0.801307907487968","0.751846315262351","0.850769499713586"
"No","1994","Part Time","(1c) basic vocational qualification","353","0.804211224419465","0.767260310173335","0.841162138665595"
"No","1994","Part Time","(2b) intermediate general qualification","62","0.728309433835751","0.631436862251338","0.825182005420165"
"No","1994","Part Time","(2a) intermediate vocational","250","0.729123433939024","0.682296439093068","0.77595042878498"
"No","1994","Part Time","(2c_gen) general maturity certificate","58","0.809229063451272","0.720307047251058","0.898151079651486"
"No","1994","Part Time","(2c_voc) vocational maturity certificate","51","0.67882320627928","0.572437654449169","0.785208758109392"
"No","1994","Part Time","(3a) lower tertiary education","44","0.55080574552139","0.449164376829295","0.652447114213484"
"No","1994","Part Time","(3b) higher tertiary education","47","0.338832036765904","0.256188108411269","0.42147596512054"
"No","1994","Not Working","(0) in school","1","","",""
"No","1994","Not Working","(1a) inadequately completed","4","","",""
"No","1994","Not Working","(1b) general elementary school","12","","",""
"No","1994","Not Working","(1c) basic vocational qualification","32","0.946957291483798","0.872708034635148","1.02120654833245"
"No","1994","Not Working","(2b) intermediate general qualification","2","","",""
"No","1994","Not Working","(2a) intermediate vocational","16","","",""
"No","1994","Not Working","(2c_gen) general maturity certificate","13","","",""
"No","1994","Not Working","(2c_voc) vocational maturity certificate","5","","",""
"No","1994","Not Working","(3a) lower tertiary education","8","","",""
"No","1994","Not Working","(3b) higher tertiary education","5","","",""
"Yes","1995","Full Time","(0) in school","","","",""
"Yes","1995","Full Time","(1a) inadequately completed","27","","",""
"Yes","1995","Full Time","(1b) general elementary school","59","0.125730997147639","0.0981725707448324","0.153289423550445"
"Yes","1995","Full Time","(1c) basic vocational qualification","322","0.215559026764756","0.196011722533681","0.235106330995832"
"Yes","1995","Full Time","(2b) intermediate general qualification","40","0.205711216302525","0.14547700329948","0.26594542930557"
"Yes","1995","Full Time","(2a) intermediate vocational","416","0.297782110594588","0.274397914751736","0.32116630643744"
"Yes","1995","Full Time","(2c_gen) general maturity certificate","30","0.262480078746724","0.184724673901043","0.340235483592405"
"Yes","1995","Full Time","(2c_voc) vocational maturity certificate","88","0.337114789536681","0.283078876564595","0.391150702508766"
"Yes","1995","Full Time","(3a) lower tertiary education","204","0.359050622258336","0.317897523112655","0.400203721404017"
"Yes","1995","Full Time","(3b) higher tertiary education","224","0.440221204542879","0.397717562237617","0.482724846848142"
"Yes","1995","Part Time","(0) in school","","","",""
"Yes","1995","Part Time","(1a) inadequately completed","18","","",""
"Yes","1995","Part Time","(1b) general elementary school","51","0.198256936390216","0.152528277333231","0.243985595447201"
"Yes","1995","Part Time","(1c) basic vocational qualification","109","0.193652251579734","0.160261252207624","0.227043250951843"
"Yes","1995","Part Time","(2b) intermediate general qualification","18","","",""
"Yes","1995","Part Time","(2a) intermediate vocational","136","0.307244365864791","0.263330956143161","0.351157775586422"
"Yes","1995","Part Time","(2c_gen) general maturity certificate","19","","",""
"Yes","1995","Part Time","(2c_voc) vocational maturity certificate","34","0.364810236897358","0.269986788048569","0.459633685746146"
"Yes","1995","Part Time","(3a) lower tertiary education","42","0.288348628060289","0.207299180656121","0.369398075464457"
"Yes","1995","Part Time","(3b) higher tertiary education","96","0.601537868079632","0.525199203075466","0.677876533083799"
"Yes","1995","Not Working","(0) in school","","","",""
"Yes","1995","Not Working","(1a) inadequately completed","","","",""
"Yes","1995","Not Working","(1b) general elementary school","3","","",""
"Yes","1995","Not Working","(1c) basic vocational qualification","6","","",""
"Yes","1995","Not Working","(2b) intermediate general qualification","3","","",""
"Yes","1995","Not Working","(2a) intermediate vocational","11","","",""
"Yes","1995","Not Working","(2c_gen) general maturity certificate","3","","",""
"Yes","1995","Not Working","(2c_voc) vocational maturity certificate","3","","",""
"Yes","1995","Not Working","(3a) lower tertiary education","2","","",""
"Yes","1995","Not Working","(3b) higher tertiary education","2","","",""
"No","1995","Full Time","(0) in school","1","","",""
"No","1995","Full Time","(1a) inadequately completed","169","0.812593375603017","0.757961116026672","0.867225635179363"
"No","1995","Full Time","(1b) general elementary school","497","0.874269002852361","0.846710576449555","0.901827429255168"
"No","1995","Full Time","(1c) basic vocational qualification","1378","0.784440973235244","0.764893669004168","0.803988277466319"
"No","1995","Full Time","(2b) intermediate general qualification","133","0.794288783697475","0.73405457069443","0.85452299670052"
"No","1995","Full Time","(2a) intermediate vocational","1053","0.702217889405412","0.67883369356256","0.725602085248264"
"No","1995","Full Time","(2c_gen) general maturity certificate","93","0.737519921253276","0.659764516407595","0.815275326098957"
"No","1995","Full Time","(2c_voc) vocational maturity certificate","206","0.662885210463319","0.608849297491234","0.716921123435405"
"No","1995","Full Time","(3a) lower tertiary education","318","0.640949377741664","0.599796278595983","0.682102476887345"
"No","1995","Full Time","(3b) higher tertiary education","300","0.559778795457121","0.517275153151858","0.602282437762383"
"No","1995","Part Time","(0) in school","1","","",""
"No","1995","Part Time","(1a) inadequately completed","59","0.807380276897132","0.719297261523754","0.895463292270509"
"No","1995","Part Time","(1b) general elementary school","241","0.801743063609784","0.756014404552799","0.847471722666769"
"No","1995","Part Time","(1c) basic vocational qualification","429","0.806347748420266","0.772956749048157","0.839738747792376"
"No","1995","Part Time","(2b) intermediate general qualification","85","0.780234245552287","0.700265185403796","0.860203305700779"
"No","1995","Part Time","(2a) intermediate vocational","288","0.692755634135209","0.648842224413578","0.736669043856839"
"No","1995","Part Time","(2c_gen) general maturity certificate","74","0.793484508607543","0.71121248862751","0.875756528587575"
"No","1995","Part Time","(2c_voc) vocational maturity certificate","65","0.635189763102642","0.540366314253854","0.730013211951431"
"No","1995","Part Time","(3a) lower tertiary education","78","0.711651371939711","0.630601924535543","0.792700819343879"
"No","1995","Part Time","(3b) higher tertiary education","62","0.398462131920368","0.322123466916201","0.474800796924534"
"No","1995","Not Working","(0) in school","4","","",""
"No","1995","Not Working","(1a) inadequately completed","5","","",""
"No","1995","Not Working","(1b) general elementary school","19","","",""
"No","1995","Not Working","(1c) basic vocational qualification","43","0.898709821868305","0.814231853184194","0.983187790552415"
"No","1995","Not Working","(2b) intermediate general qualification","16","","",""
"No","1995","Not Working","(2a) intermediate vocational","33","0.740139520118688","0.610556329820582","0.869722710416794"
"No","1995","Not Working","(2c_gen) general maturity certificate","6","","",""
"No","1995","Not Working","(2c_voc) vocational maturity certificate","7","","",""
"No","1995","Not Working","(3a) lower tertiary education","5","","",""
"No","1995","Not Working","(3b) higher tertiary education","12","","",""
"Yes","1996","Full Time","(0) in school","","","",""
"Yes","1996","Full Time","(1a) inadequately completed","21","","",""
"Yes","1996","Full Time","(1b) general elementary school","51","0.115942217638248","0.0873606727763158","0.144523762500181"
"Yes","1996","Full Time","(1c) basic vocational qualification","306","0.212574580969321","0.192552634773013","0.232596527165629"
"Yes","1996","Full Time","(2b) intermediate general qualification","34","0.207781238740776","0.146430587483719","0.269131889997832"
"Yes","1996","Full Time","(2a) intermediate vocational","413","0.311219696972804","0.287214466831771","0.335224927113837"
"Yes","1996","Full Time","(2c_gen) general maturity certificate","27","","",""
"Yes","1996","Full Time","(2c_voc) vocational maturity certificate","96","0.325797639478533","0.273113438203045","0.37848184075402"
"Yes","1996","Full Time","(3a) lower tertiary education","201","0.340045083962916","0.299522808565524","0.380567359360308"
"Yes","1996","Full Time","(3b) higher tertiary education","214","0.437827126061646","0.39485375867935","0.480800493443941"
"Yes","1996","Part Time","(0) in school","","","",""
"Yes","1996","Part Time","(1a) inadequately completed","23","","",""
"Yes","1996","Part Time","(1b) general elementary school","45","0.197677964145701","0.151114163516058","0.244241764775344"
"Yes","1996","Part Time","(1c) basic vocational qualification","104","0.192323636912553","0.158801179426674","0.225846094398432"
"Yes","1996","Part Time","(2b) intermediate general qualification","12","","",""
"Yes","1996","Part Time","(2a) intermediate vocational","124","0.2941044029697","0.250000485954708","0.338208319984692"
"Yes","1996","Part Time","(2c_gen) general maturity certificate","22","","",""
"Yes","1996","Part Time","(2c_voc) vocational maturity certificate","27","","",""
"Yes","1996","Part Time","(3a) lower tertiary education","47","0.419068982106432","0.326863490046453","0.51127447416641"
"Yes","1996","Part Time","(3b) higher tertiary education","84","0.568762657901168","0.489242236167177","0.64828307963516"
"Yes","1996","Not Working","(0) in school","","","",""
"Yes","1996","Not Working","(1a) inadequately completed","1","","",""
"Yes","1996","Not Working","(1b) general elementary school","3","","",""
"Yes","1996","Not Working","(1c) basic vocational qualification","6","","",""
"Yes","1996","Not Working","(2b) intermediate general qualification","2","","",""
"Yes","1996","Not Working","(2a) intermediate vocational","4","","",""
"Yes","1996","Not Working","(2c_gen) general maturity certificate","3","","",""
"Yes","1996","Not Working","(2c_voc) vocational maturity certificate","1","","",""
"Yes","1996","Not Working","(3a) lower tertiary education","3","","",""
"Yes","1996","Not Working","(3b) higher tertiary education","2","","",""
"No","1996","Full Time","(0) in school","","","",""
"No","1996","Full Time","(1a) inadequately completed","134","0.826880971835788","0.767318029435581","0.886443914235995"
"No","1996","Full Time","(1b) general elementary school","431","0.884057782361751","0.855476237499819","0.912639327223684"
"No","1996","Full Time","(1c) basic vocational qualification","1298","0.787425419030679","0.767403472834371","0.807447365226987"
"No","1996","Full Time","(2b) intermediate general qualification","134","0.792218761259225","0.730868110002168","0.853569412516281"
"No","1996","Full Time","(2a) intermediate vocational","1016","0.688780303027196","0.664775072886163","0.712785533168229"
"No","1996","Full Time","(2c_gen) general maturity certificate","83","0.74756125360908","0.666380487090332","0.828742020127827"
"No","1996","Full Time","(2c_voc) vocational maturity certificate","208","0.674202360521467","0.62151815924598","0.726886561796955"
"No","1996","Full Time","(3a) lower tertiary education","324","0.659954916037084","0.619432640639692","0.700477191434476"
"No","1996","Full Time","(3b) higher tertiary education","298","0.562172873938354","0.519199506556059","0.60514624132065"
"No","1996","Part Time","(0) in school","3","","",""
"No","1996","Part Time","(1a) inadequately completed","69","0.689367933305299","0.594808935782013","0.783926930828586"
"No","1996","Part Time","(1b) general elementary school","236","0.802322035854299","0.755758235224656","0.848885836483942"
"No","1996","Part Time","(1c) basic vocational qualification","427","0.807676363087448","0.774153905601568","0.841198820573327"
"No","1996","Part Time","(2b) intermediate general qualification","85","0.897034913233972","0.836554897984297","0.957514928483647"
"No","1996","Part Time","(2a) intermediate vocational","286","0.7058955970303","0.661791680015308","0.749999514045293"
"No","1996","Part Time","(2c_gen) general maturity certificate","64","0.703390920850645","0.606854884152138","0.799926957549151"
"No","1996","Part Time","(2c_voc) vocational maturity certificate","66","0.679282071083738","0.584419844932549","0.774144297234927"
"No","1996","Part Time","(3a) lower tertiary education","63","0.580931017893568","0.48872552583359","0.673136509953547"
"No","1996","Part Time","(3b) higher tertiary education","65","0.431237342098832","0.35171692036484","0.510757763832823"
"No","1996","Not Working","(0) in school","2","","",""
"No","1996","Not Working","(1a) inadequately completed","2","","",""
"No","1996","Not Working","(1b) general elementary school","15","","",""
"No","1996","Not Working","(1c) basic vocational qualification","28","","",""
"No","1996","Not Working","(2b) intermediate general qualification","10","","",""
"No","1996","Not Working","(2a) intermediate vocational","17","","",""
"No","1996","Not Working","(2c_gen) general maturity certificate","8","","",""
"No","1996","Not Working","(2c_voc) vocational maturity certificate","8","","",""
"No","1996","Not Working","(3a) lower tertiary education","2","","",""
"No","1996","Not Working","(3b) higher tertiary education","5","","",""
"Yes","1997","Full Time","(0) in school","","","",""
"Yes","1997","Full Time","(1a) inadequately completed","23","","",""
"Yes","1997","Full Time","(1b) general elementary school","43","0.110283735539762","0.0821436046208425","0.138423866458682"
"Yes","1997","Full Time","(1c) basic vocational qualification","272","0.199359809375309","0.179334379542239","0.219385239208378"
"Yes","1997","Full Time","(2b) intermediate general qualification","35","0.234584359151334","0.175110108647575","0.294058609655094"
"Yes","1997","Full Time","(2a) intermediate vocational","398","0.300477459277098","0.276367094892557","0.324587823661638"
"Yes","1997","Full Time","(2c_gen) general maturity certificate","27","","",""
"Yes","1997","Full Time","(2c_voc) vocational maturity certificate","99","0.336200535136028","0.283442285081984","0.388958785190072"
"Yes","1997","Full Time","(3a) lower tertiary education","202","0.329031278570758","0.289511190265191","0.368551366876324"
"Yes","1997","Full Time","(3b) higher tertiary education","234","0.45211281523852","0.409939263284402","0.494286367192638"
"Yes","1997","Part Time","(0) in school","","","",""
"Yes","1997","Part Time","(1a) inadequately completed","20","","",""
"Yes","1997","Part Time","(1b) general elementary school","49","0.240865293449757","0.188484189724675","0.293246397174839"
"Yes","1997","Part Time","(1c) basic vocational qualification","97","0.180043515927476","0.147270585601036","0.212816446253916"
"Yes","1997","Part Time","(2b) intermediate general qualification","16","","",""
"Yes","1997","Part Time","(2a) intermediate vocational","121","0.286916092987597","0.243963334182512","0.329868851792682"
"Yes","1997","Part Time","(2c_gen) general maturity certificate","33","0.302727576419736","0.211297420430638","0.394157732408833"
"Yes","1997","Part Time","(2c_voc) vocational maturity certificate","32","0.304689205044477","0.21706720173892","0.392311208350034"
"Yes","1997","Part Time","(3a) lower tertiary education","49","0.41798273492957","0.320824951254489","0.515140518604652"
"Yes","1997","Part Time","(3b) higher tertiary education","80","0.495100674292516","0.415877629470219","0.574323719114814"
"Yes","1997","Not Working","(0) in school","","","",""
"Yes","1997","Not Working","(1a) inadequately completed","1","","",""
"Yes","1997","Not Working","(1b) general elementary school","","","",""
"Yes","1997","Not Working","(1c) basic vocational qualification","4","","",""
"Yes","1997","Not Working","(2b) intermediate general qualification","2","","",""
"Yes","1997","Not Working","(2a) intermediate vocational","7","","",""
"Yes","1997","Not Working","(2c_gen) general maturity certificate","2","","",""
"Yes","1997","Not Working","(2c_voc) vocational maturity certificate","1","","",""
"Yes","1997","Not Working","(3a) lower tertiary education","3","","",""
"Yes","1997","Not Working","(3b) higher tertiary education","3","","",""
"No","1997","Full Time","(0) in school","","","",""
"No","1997","Full Time","(1a) inadequately completed","117","0.790648429561216","0.723255568970467","0.858041290151964"
"No","1997","Full Time","(1b) general elementary school","433","0.889716264460238","0.861576133541318","0.917856395379158"
"No","1997","Full Time","(1c) basic vocational qualification","1257","0.800640190624691","0.780614760791622","0.820665620457761"
"No","1997","Full Time","(2b) intermediate general qualification","160","0.765415640848666","0.705941390344906","0.824889891352425"
"No","1997","Full Time","(2a) intermediate vocational","991","0.699522540722902","0.675412176338362","0.723632905107443"
"No","1997","Full Time","(2c_gen) general maturity certificate","76","0.713621526793868","0.626317628852889","0.800925424734846"
"No","1997","Full Time","(2c_voc) vocational maturity certificate","209","0.663799464863972","0.611041214809928","0.716557714918016"
"No","1997","Full Time","(3a) lower tertiary education","341","0.670968721429242","0.631448633123676","0.710488809734809"
"No","1997","Full Time","(3b) higher tertiary education","301","0.54788718476148","0.505713632807362","0.590060736715598"
"No","1997","Part Time","(0) in school","6","","",""
"No","1997","Part Time","(1a) inadequately completed","63","0.804586911277146","0.71928233086317","0.889891491691123"
"No","1997","Part Time","(1b) general elementary school","207","0.759134706550243","0.706753602825162","0.811515810275325"
"No","1997","Part Time","(1c) basic vocational qualification","431","0.819956484072524","0.787183553746084","0.852729414398964"
"No","1997","Part Time","(2b) intermediate general qualification","68","0.844812517443929","0.767381144102588","0.922243890785269"
"No","1997","Part Time","(2a) intermediate vocational","305","0.713083907012403","0.670131148207318","0.756036665817488"
"No","1997","Part Time","(2c_gen) general maturity certificate","64","0.697272423580264","0.605842267591167","0.788702579569362"
"No","1997","Part Time","(2c_voc) vocational maturity certificate","74","0.695310794955523","0.607688791649966","0.782932798261079"
"No","1997","Part Time","(3a) lower tertiary education","50","0.58201726507043","0.484859481395348","0.679175048745511"
"No","1997","Part Time","(3b) higher tertiary education","73","0.504899325707484","0.425676280885186","0.584122370529781"
"No","1997","Not Working","(0) in school","2","","",""
"No","1997","Not Working","(1a) inadequately completed","3","","",""
"No","1997","Not Working","(1b) general elementary school","12","","",""
"No","1997","Not Working","(1c) basic vocational qualification","16","","",""
"No","1997","Not Working","(2b) intermediate general qualification","12","","",""
"No","1997","Not Working","(2a) intermediate vocational","26","","",""
"No","1997","Not Working","(2c_gen) general maturity certificate","7","","",""
"No","1997","Not Working","(2c_voc) vocational maturity certificate","5","","",""
"No","1997","Not Working","(3a) lower tertiary education","5","","",""
"No","1997","Not Working","(3b) higher tertiary education","3","","",""
"Yes","1998","Full Time","(0) in school","","","",""
"Yes","1998","Full Time","(1a) inadequately completed","18","","",""
"Yes","1998","Full Time","(1b) general elementary school","52","0.127004568163171","0.0973397926040336","0.156669343722307"
"Yes","1998","Full Time","(1c) basic vocational qualification","292","0.212618365354363","0.192353429190229","0.232883301518496"
"Yes","1998","Full Time","(2b) intermediate general qualification","42","0.262158929825957","0.199622219623589","0.324695640028326"
"Yes","1998","Full Time","(2a) intermediate vocational","419","0.286193803013512","0.263597810242412","0.308789795784611"
"Yes","1998","Full Time","(2c_gen) general maturity certificate","28","","",""
"Yes","1998","Full Time","(2c_voc) vocational maturity certificate","110","0.345485853259449","0.295380434631459","0.395591271887439"
"Yes","1998","Full Time","(3a) lower tertiary education","203","0.341994997069069","0.302241173847627","0.381748820290512"
"Yes","1998","Full Time","(3b) higher tertiary education","240","0.454857121027717","0.413977831995623","0.495736410059811"
"Yes","1998","Part Time","(0) in school","","","",""
"Yes","1998","Part Time","(1a) inadequately completed","14","","",""
"Yes","1998","Part Time","(1b) general elementary school","44","0.200602811399708","0.152837124796718","0.248368498002697"
"Yes","1998","Part Time","(1c) basic vocational qualification","96","0.162385484391112","0.13272688973452","0.192044079047705"
"Yes","1998","Part Time","(2b) intermediate general qualification","21","","",""
"Yes","1998","Part Time","(2a) intermediate vocational","142","0.282823650845136","0.243148705867328","0.322498595822944"
