"pgoeffd","year","e11103","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Yes","1998","Part Time","(2c_gen) general maturity certificate","29","","",""
"Yes","1998","Part Time","(2c_voc) vocational maturity certificate","32","0.232527296175852","0.156943986006403","0.3081106063453"
"Yes","1998","Part Time","(3a) lower tertiary education","75","0.421945893109566","0.341836343375397","0.502055442843736"
"Yes","1998","Part Time","(3b) higher tertiary education","94","0.502243653598295","0.429200843953653","0.575286463242938"
"Yes","1998","Not Working","(0) in school","","","",""
"Yes","1998","Not Working","(1a) inadequately completed","","","",""
"Yes","1998","Not Working","(1b) general elementary school","5","","",""
"Yes","1998","Not Working","(1c) basic vocational qualification","5","","",""
"Yes","1998","Not Working","(2b) intermediate general qualification","2","","",""
"Yes","1998","Not Working","(2a) intermediate vocational","6","","",""
"Yes","1998","Not Working","(2c_gen) general maturity certificate","3","","",""
"Yes","1998","Not Working","(2c_voc) vocational maturity certificate","3","","",""
"Yes","1998","Not Working","(3a) lower tertiary education","1","","",""
"Yes","1998","Not Working","(3b) higher tertiary education","9","","",""
"No","1998","Full Time","(0) in school","1","","",""
"No","1998","Full Time","(1a) inadequately completed","113","0.833350625374977","0.769534832400015","0.897166418349939"
"No","1998","Full Time","(1b) general elementary school","432","0.872995431836829","0.843330656277693","0.902660207395966"
"No","1998","Full Time","(1c) basic vocational qualification","1274","0.787381634645637","0.767116698481504","0.807646570809771"
"No","1998","Full Time","(2b) intermediate general qualification","148","0.737841070174043","0.675304359971674","0.800377780376411"
"No","1998","Full Time","(2a) intermediate vocational","1118","0.713806196986488","0.691210204215389","0.736402189757588"
"No","1998","Full Time","(2c_gen) general maturity certificate","88","0.754942345680261","0.676669679815475","0.833215011545046"
"No","1998","Full Time","(2c_voc) vocational maturity certificate","236","0.654514146740551","0.604408728112561","0.704619565368541"
"No","1998","Full Time","(3a) lower tertiary education","344","0.658005002930931","0.618251179709488","0.697758826152373"
"No","1998","Full Time","(3b) higher tertiary education","330","0.545142878972283","0.504263589940189","0.586022168004377"
"No","1998","Part Time","(0) in school","10","","",""
"No","1998","Part Time","(1a) inadequately completed","62","0.809988510861107","0.721788090485931","0.898188931236284"
"No","1998","Part Time","(1b) general elementary school","226","0.799397188600292","0.751631501997303","0.847162875203281"
"No","1998","Part Time","(1c) basic vocational qualification","498","0.837614515608888","0.807955920952295","0.86727311026548"
"No","1998","Part Time","(2b) intermediate general qualification","84","0.854840114365018","0.787461946578827","0.922218282151209"
"No","1998","Part Time","(2a) intermediate vocational","353","0.717176349154864","0.677501404177056","0.756851294132672"
"No","1998","Part Time","(2c_gen) general maturity certificate","80","0.794331758267289","0.718453138420214","0.870210378114364"
"No","1998","Part Time","(2c_voc) vocational maturity certificate","88","0.767472703824148","0.6918893936547","0.843056013993597"
"No","1998","Part Time","(3a) lower tertiary education","71","0.578054106890434","0.497944557156264","0.658163656624603"
"No","1998","Part Time","(3b) higher tertiary education","86","0.497756346401705","0.424713536757063","0.570799156046347"
"No","1998","Not Working","(0) in school","1","","",""
"No","1998","Not Working","(1a) inadequately completed","3","","",""
"No","1998","Not Working","(1b) general elementary school","11","","",""
"No","1998","Not Working","(1c) basic vocational qualification","24","","",""
"No","1998","Not Working","(2b) intermediate general qualification","13","","",""
"No","1998","Not Working","(2a) intermediate vocational","16","","",""
"No","1998","Not Working","(2c_gen) general maturity certificate","3","","",""
"No","1998","Not Working","(2c_voc) vocational maturity certificate","6","","",""
"No","1998","Not Working","(3a) lower tertiary education","9","","",""
"No","1998","Not Working","(3b) higher tertiary education","5","","",""
"Yes","1999","Full Time","(0) in school","","","",""
"Yes","1999","Full Time","(1a) inadequately completed","12","","",""
"Yes","1999","Full Time","(1b) general elementary school","44","0.123902516719723","0.0933595928412902","0.154445440598156"
"Yes","1999","Full Time","(1c) basic vocational qualification","275","0.208277467568748","0.187658704715227","0.228896230422268"
"Yes","1999","Full Time","(2b) intermediate general qualification","36","0.239471511947657","0.178141042309202","0.300801981586111"
"Yes","1999","Full Time","(2a) intermediate vocational","398","0.289480733613325","0.266040258526023","0.312921208700627"
"Yes","1999","Full Time","(2c_gen) general maturity certificate","28","","",""
"Yes","1999","Full Time","(2c_voc) vocational maturity certificate","100","0.323898367690682","0.2741568531759","0.373639882205464"
"Yes","1999","Full Time","(3a) lower tertiary education","200","0.330051538756204","0.290279987915608","0.3698230895968"
"Yes","1999","Full Time","(3b) higher tertiary education","243","0.440175068549867","0.399740980989774","0.480609156109959"
"Yes","1999","Part Time","(0) in school","1","","",""
"Yes","1999","Part Time","(1a) inadequately completed","14","","",""
"Yes","1999","Part Time","(1b) general elementary school","42","0.204831160346274","0.151257967108093","0.258404353584455"
"Yes","1999","Part Time","(1c) basic vocational qualification","83","0.149953126595805","0.119354886615241","0.180551366576369"
"Yes","1999","Part Time","(2b) intermediate general qualification","14","","",""
"Yes","1999","Part Time","(2a) intermediate vocational","121","0.267593241218645","0.228435188509187","0.306751293928103"
"Yes","1999","Part Time","(2c_gen) general maturity certificate","28","","",""
"Yes","1999","Part Time","(2c_voc) vocational maturity certificate","30","0.324777765716122","0.232062432092284","0.417493099339959"
"Yes","1999","Part Time","(3a) lower tertiary education","60","0.412225586136196","0.326951727184226","0.497499445088167"
"Yes","1999","Part Time","(3b) higher tertiary education","89","0.518711371562811","0.443822770036965","0.593599973088657"
"Yes","1999","Not Working","(0) in school","","","",""
"Yes","1999","Not Working","(1a) inadequately completed","1","","",""
"Yes","1999","Not Working","(1b) general elementary school","","","",""
"Yes","1999","Not Working","(1c) basic vocational qualification","4","","",""
"Yes","1999","Not Working","(2b) intermediate general qualification","1","","",""
"Yes","1999","Not Working","(2a) intermediate vocational","3","","",""
"Yes","1999","Not Working","(2c_gen) general maturity certificate","2","","",""
"Yes","1999","Not Working","(2c_voc) vocational maturity certificate","","","",""
"Yes","1999","Not Working","(3a) lower tertiary education","4","","",""
"Yes","1999","Not Working","(3b) higher tertiary education","6","","",""
"No","1999","Full Time","(0) in school","","","",""
"No","1999","Full Time","(1a) inadequately completed","111","0.856990335025709","0.795122318630264","0.918858351421155"
"No","1999","Full Time","(1b) general elementary school","403","0.876097483280277","0.845554559401844","0.90664040715871"
"No","1999","Full Time","(1c) basic vocational qualification","1215","0.791722532431252","0.771103769577732","0.812341295284773"
"No","1999","Full Time","(2b) intermediate general qualification","150","0.760528488052344","0.699198018413889","0.821858957690798"
"No","1999","Full Time","(2a) intermediate vocational","1040","0.710519266386675","0.687078791299373","0.733959741473977"
"No","1999","Full Time","(2c_gen) general maturity certificate","67","0.736633214149517","0.648062032520844","0.825204395778189"
"No","1999","Full Time","(2c_voc) vocational maturity certificate","240","0.676101632309318","0.626360117794536","0.7258431468241"
"No","1999","Full Time","(3a) lower tertiary education","337","0.669948461243796","0.6301769104032","0.709720012084392"
"No","1999","Full Time","(3b) higher tertiary education","336","0.559824931450133","0.519390843890041","0.600259019010226"
"No","1999","Part Time","(0) in school","17","","",""
"No","1999","Part Time","(1a) inadequately completed","57","0.782124089434935","0.686104165979108","0.878144012890763"
"No","1999","Part Time","(1b) general elementary school","176","0.795168839653726","0.741595646415545","0.848742032891907"
"No","1999","Part Time","(1c) basic vocational qualification","440","0.850046873404195","0.819448633423631","0.880645113384759"
"No","1999","Part Time","(2b) intermediate general qualification","88","0.880801776937247","0.817920408141094","0.9436831457334"
"No","1999","Part Time","(2a) intermediate vocational","370","0.732406758781355","0.693248706071897","0.771564811490813"
"No","1999","Part Time","(2c_gen) general maturity certificate","92","0.831020632185089","0.763973499193077","0.8980677651771"
"No","1999","Part Time","(2c_voc) vocational maturity certificate","68","0.675222234283878","0.582506900660041","0.767937567907716"
"No","1999","Part Time","(3a) lower tertiary education","68","0.587774413863804","0.502500554911833","0.673048272815774"
"No","1999","Part Time","(3b) higher tertiary education","82","0.481288628437189","0.406400026911343","0.556177229963035"
"No","1999","Not Working","(0) in school","2","","",""
"No","1999","Not Working","(1a) inadequately completed","2","","",""
"No","1999","Not Working","(1b) general elementary school","15","","",""
"No","1999","Not Working","(1c) basic vocational qualification","18","","",""
"No","1999","Not Working","(2b) intermediate general qualification","1","","",""
"No","1999","Not Working","(2a) intermediate vocational","18","","",""
"No","1999","Not Working","(2c_gen) general maturity certificate","6","","",""
"No","1999","Not Working","(2c_voc) vocational maturity certificate","6","","",""
"No","1999","Not Working","(3a) lower tertiary education","2","","",""
"No","1999","Not Working","(3b) higher tertiary education","5","","",""
"Yes","2000","Full Time","(0) in school","","","",""
"Yes","2000","Full Time","(1a) inadequately completed","11","","",""
"Yes","2000","Full Time","(1b) general elementary school","69","0.132509439894041","0.10503518355972","0.159983696228363"
"Yes","2000","Full Time","(1c) basic vocational qualification","455","0.169721897539656","0.155727319668571","0.183716475410741"
"Yes","2000","Full Time","(2b) intermediate general qualification","35","0.149384692599572","0.10465737805375","0.194112007145394"
"Yes","2000","Full Time","(2a) intermediate vocational","726","0.254577371206168","0.238733512160858","0.270421230251477"
"Yes","2000","Full Time","(2c_gen) general maturity certificate","25","","",""
"Yes","2000","Full Time","(2c_voc) vocational maturity certificate","210","0.278527978492396","0.247522782647846","0.309533174336945"
"Yes","2000","Full Time","(3a) lower tertiary education","337","0.320354631020732","0.290975233417216","0.349734028624249"
"Yes","2000","Full Time","(3b) higher tertiary education","464","0.363563404119122","0.336415138494386","0.390711669743858"
