"pgoeffd","year","bula_h","pgcasmin","n","percent","lower_confidence","upper_confidence"
"No","1991","Schleswig-Holstein","(1c) basic vocational qualification","56","0.794584609361108","0.70061109233792","0.888558126384295"
"No","1991","Schleswig-Holstein","(2b) intermediate general qualification","","","",""
"No","1991","Schleswig-Holstein","(2a) intermediate vocational","","","",""
"No","1991","Schleswig-Holstein","(2c_gen) general maturity certificate","","","",""
"No","1991","Schleswig-Holstein","(2c_voc) vocational maturity certificate","","","",""
"No","1991","Schleswig-Holstein","(3a) lower tertiary education","","","",""
"No","1991","Schleswig-Holstein","(3b) higher tertiary education","","","",""
"No","1991","Hamburg","(0) in school","","","",""
"No","1991","Hamburg","(1a) inadequately completed","","","",""
"No","1991","Hamburg","(1b) general elementary school","","","",""
"No","1991","Hamburg","(1c) basic vocational qualification","","","",""
"No","1991","Hamburg","(2b) intermediate general qualification","","","",""
"No","1991","Hamburg","(2a) intermediate vocational","","","",""
"No","1991","Hamburg","(2c_gen) general maturity certificate","","","",""
"No","1991","Hamburg","(2c_voc) vocational maturity certificate","","","",""
"No","1991","Hamburg","(3a) lower tertiary education","","","",""
"No","1991","Hamburg","(3b) higher tertiary education","","","",""
"No","1991","Lower Saxony","(0) in school","","","",""
"No","1991","Lower Saxony","(1a) inadequately completed","","","",""
"No","1991","Lower Saxony","(1b) general elementary school","77","0.816343397249231","0.736347714055749","0.896339080442713"
"No","1991","Lower Saxony","(1c) basic vocational qualification","166","0.791158423849107","0.735918046965006","0.846398800733208"
"No","1991","Lower Saxony","(2b) intermediate general qualification","","","",""
"No","1991","Lower Saxony","(2a) intermediate vocational","82","0.688003754519041","0.60369179471905","0.772315714319033"
"No","1991","Lower Saxony","(2c_gen) general maturity certificate","","","",""
"No","1991","Lower Saxony","(2c_voc) vocational maturity certificate","","","",""
"No","1991","Lower Saxony","(3a) lower tertiary education","","","",""
"No","1991","Lower Saxony","(3b) higher tertiary education","","","",""
"No","1991","Bremen","(0) in school","","","",""
"No","1991","Bremen","(1a) inadequately completed","","","",""
"No","1991","Bremen","(1b) general elementary school","","","",""
"No","1991","Bremen","(1c) basic vocational qualification","","","",""
"No","1991","Bremen","(2b) intermediate general qualification","","","",""
"No","1991","Bremen","(2a) intermediate vocational","","","",""
"No","1991","Bremen","(2c_gen) general maturity certificate","","","",""
"No","1991","Bremen","(2c_voc) vocational maturity certificate","","","",""
"No","1991","Bremen","(3a) lower tertiary education","","","",""
"No","1991","Bremen","(3b) higher tertiary education","","","",""
"No","1991","North Rhine-Westphalia","(0) in school","","","",""
"No","1991","North Rhine-Westphalia","(1a) inadequately completed","91","0.845214504997493","0.775699265666151","0.914729744328835"
"No","1991","North Rhine-Westphalia","(1b) general elementary school","217","0.851718844713245","0.807489209318272","0.895948480108217"
"No","1991","North Rhine-Westphalia","(1c) basic vocational qualification","423","0.843157879609433","0.81118691787766","0.875128841341205"
"No","1991","North Rhine-Westphalia","(2b) intermediate general qualification","40","0.734665967909876","0.61228763622289","0.857044299596862"
"No","1991","North Rhine-Westphalia","(2a) intermediate vocational","166","0.706316968944025","0.649052636650892","0.763581301237157"
"No","1991","North Rhine-Westphalia","(2c_gen) general maturity certificate","41","0.634162965209657","0.510203878932487","0.758122051486827"
"No","1991","North Rhine-Westphalia","(2c_voc) vocational maturity certificate","61","0.59698647828556","0.497828829500082","0.696144127071039"
"No","1991","North Rhine-Westphalia","(3a) lower tertiary education","38","0.708324459816982","0.588199606257041","0.828449313376922"
"No","1991","North Rhine-Westphalia","(3b) higher tertiary education","52","0.476085712529156","0.386728386714655","0.565443038343657"
"No","1991","Hesse","(0) in school","","","",""
"No","1991","Hesse","(1a) inadequately completed","50","0.924947253361804","0.855939822934932","0.993954683788676"
"No","1991","Hesse","(1b) general elementary school","104","0.762659872809055","0.688955349801939","0.836364395816172"
"No","1991","Hesse","(1c) basic vocational qualification","158","0.779593446317249","0.720806926694751","0.838379965939747"
"No","1991","Hesse","(2b) intermediate general qualification","","","",""
"No","1991","Hesse","(2a) intermediate vocational","60","0.649204821897609","0.550612178161286","0.747797465633932"
"No","1991","Hesse","(2c_gen) general maturity certificate","","","",""
"No","1991","Hesse","(2c_voc) vocational maturity certificate","","","",""
"No","1991","Hesse","(3a) lower tertiary education","","","",""
"No","1991","Hesse","(3b) higher tertiary education","","","",""
"No","1991","Rhineland-Palatinate,Saarland","(0) in school","","","",""
"No","1991","Rhineland-Palatinate,Saarland","(1a) inadequately completed","","","",""
"No","1991","Rhineland-Palatinate,Saarland","(1b) general elementary school","71","0.776385809860258","0.686746703309657","0.866024916410858"
"No","1991","Rhineland-Palatinate,Saarland","(1c) basic vocational qualification","131","0.794552368799535","0.732143403042686","0.856961334556384"
"No","1991","Rhineland-Palatinate,Saarland","(2b) intermediate general qualification","","","",""
"No","1991","Rhineland-Palatinate,Saarland","(2a) intermediate vocational","32","0.64201980769708","0.509137610370476","0.774902005023683"
"No","1991","Rhineland-Palatinate,Saarland","(2c_gen) general maturity certificate","","","",""
"No","1991","Rhineland-Palatinate,Saarland","(2c_voc) vocational maturity certificate","","","",""
"No","1991","Rhineland-Palatinate,Saarland","(3a) lower tertiary education","","","",""
"No","1991","Rhineland-Palatinate,Saarland","(3b) higher tertiary education","","","",""
"No","1991","Baden-Württemberg","(0) in school","","","",""
"No","1991","Baden-Württemberg","(1a) inadequately completed","99","0.89966995073698","0.844028787601732","0.955311113872228"
"No","1991","Baden-Württemberg","(1b) general elementary school","250","0.836848384075988","0.793798304954219","0.879898463197757"
"No","1991","Baden-Württemberg","(1c) basic vocational qualification","369","0.799255073993533","0.761827925328187","0.836682222658878"
"No","1991","Baden-Württemberg","(2b) intermediate general qualification","","","",""
"No","1991","Baden-Württemberg","(2a) intermediate vocational","101","0.79168429464891","0.72343225123165","0.85993633806617"
"No","1991","Baden-Württemberg","(2c_gen) general maturity certificate","","","",""
"No","1991","Baden-Württemberg","(2c_voc) vocational maturity certificate","48","0.860453630112712","0.769697266846166","0.951209993379259"
"No","1991","Baden-Württemberg","(3a) lower tertiary education","","","",""
"No","1991","Baden-Württemberg","(3b) higher tertiary education","","","",""
"No","1991","Bavaria","(0) in school","","","",""
"No","1991","Bavaria","(1a) inadequately completed","42","0.864508644514218","0.766663421829575","0.962353867198861"
"No","1991","Bavaria","(1b) general elementary school","162","0.888873352730951","0.842831729690646","0.934914975771256"
"No","1991","Bavaria","(1c) basic vocational qualification","351","0.794839948518668","0.75635737122939","0.833322525807946"
"No","1991","Bavaria","(2b) intermediate general qualification","","","",""
"No","1991","Bavaria","(2a) intermediate vocational","102","0.70067201396935","0.627626985131048","0.773717042807651"
"No","1991","Bavaria","(2c_gen) general maturity certificate","","","",""
"No","1991","Bavaria","(2c_voc) vocational maturity certificate","35","0.717254610521656","0.585678733230228","0.848830487813084"
"No","1991","Bavaria","(3a) lower tertiary education","","","",""
"No","1991","Bavaria","(3b) higher tertiary education","39","0.502365250663097","0.3843906025344","0.620339898791794"
"No","1991","Berlin","(0) in school","","","",""
"No","1991","Berlin","(1a) inadequately completed","","","",""
"No","1991","Berlin","(1b) general elementary school","","","",""
"No","1991","Berlin","(1c) basic vocational qualification","53","0.541098975967557","0.436389416090922","0.645808535844191"
"No","1991","Berlin","(2b) intermediate general qualification","","","",""
"No","1991","Berlin","(2a) intermediate vocational","65","0.664376732796908","0.572285000614786","0.75646846497903"
"No","1991","Berlin","(2c_gen) general maturity certificate","","","",""
"No","1991","Berlin","(2c_voc) vocational maturity certificate","","","",""
"No","1991","Berlin","(3a) lower tertiary education","37","0.602491301699174","0.479681824569034","0.725300778829313"
"No","1991","Berlin","(3b) higher tertiary education","","","",""
"No","1991","Brandenburg","(0) in school","","","",""
"No","1991","Brandenburg","(1a) inadequately completed","","","",""
"No","1991","Brandenburg","(1b) general elementary school","","","",""
"No","1991","Brandenburg","(1c) basic vocational qualification","90","0.784008369825531","0.708468805442789","0.859547934208273"
"No","1991","Brandenburg","(2b) intermediate general qualification","","","",""
"No","1991","Brandenburg","(2a) intermediate vocational","117","0.703507589884641","0.636034136126565","0.770981043642718"
"No","1991","Brandenburg","(2c_gen) general maturity certificate","","","",""
"No","1991","Brandenburg","(2c_voc) vocational maturity certificate","","","",""
"No","1991","Brandenburg","(3a) lower tertiary education","48","0.544520883017054","0.440469403462606","0.648572362571502"
"No","1991","Brandenburg","(3b) higher tertiary education","","","",""
"No","1991","Mecklenburg-Western Pomerania","(0) in school","","","",""
"No","1991","Mecklenburg-Western Pomerania","(1a) inadequately completed","","","",""
"No","1991","Mecklenburg-Western Pomerania","(1b) general elementary school","","","",""
"No","1991","Mecklenburg-Western Pomerania","(1c) basic vocational qualification","60","0.721763480609619","0.62535537197605","0.818171589243189"
"No","1991","Mecklenburg-Western Pomerania","(2b) intermediate general qualification","","","",""
"No","1991","Mecklenburg-Western Pomerania","(2a) intermediate vocational","94","0.726929149440352","0.650341255273688","0.803517043607016"
"No","1991","Mecklenburg-Western Pomerania","(2c_gen) general maturity certificate","","","",""
"No","1991","Mecklenburg-Western Pomerania","(2c_voc) vocational maturity certificate","","","",""
"No","1991","Mecklenburg-Western Pomerania","(3a) lower tertiary education","","","",""
"No","1991","Mecklenburg-Western Pomerania","(3b) higher tertiary education","","","",""
"No","1991","Saxony","(0) in school","","","",""
"No","1991","Saxony","(1a) inadequately completed","","","",""
"No","1991","Saxony","(1b) general elementary school","","","",""
"No","1991","Saxony","(1c) basic vocational qualification","169","0.760830570435885","0.704462448974101","0.817198691897669"
"No","1991","Saxony","(2b) intermediate general qualification","","","",""
"No","1991","Saxony","(2a) intermediate vocational","231","0.780325467649521","0.734012069331075","0.826638865967968"
"No","1991","Saxony","(2c_gen) general maturity certificate","","","",""
"No","1991","Saxony","(2c_voc) vocational maturity certificate","","","",""
"No","1991","Saxony","(3a) lower tertiary education","69","0.51647010503893","0.431541003501187","0.601399206576672"
"No","1991","Saxony","(3b) higher tertiary education","51","0.639324654190735","0.53663483182318","0.74201447655829"
"No","1991","Saxony-Anhalt","(0) in school","","","",""
"No","1991","Saxony-Anhalt","(1a) inadequately completed","","","",""
"No","1991","Saxony-Anhalt","(1b) general elementary school","","","",""
"No","1991","Saxony-Anhalt","(1c) basic vocational qualification","112","0.804330756441142","0.738380071273443","0.870281441608841"
"No","1991","Saxony-Anhalt","(2b) intermediate general qualification","","","",""
"No","1991","Saxony-Anhalt","(2a) intermediate vocational","152","0.695514187325402","0.633124691583413","0.757903683067392"
"No","1991","Saxony-Anhalt","(2c_gen) general maturity certificate","","","",""
"No","1991","Saxony-Anhalt","(2c_voc) vocational maturity certificate","","","",""
"No","1991","Saxony-Anhalt","(3a) lower tertiary education","51","0.533911007242446","0.434638021383527","0.633183993101365"
"No","1991","Saxony-Anhalt","(3b) higher tertiary education","","","",""
"No","1991","Thuringia","(0) in school","","","",""
"No","1991","Thuringia","(1a) inadequately completed","","","",""
"No","1991","Thuringia","(1b) general elementary school","","","",""
"No","1991","Thuringia","(1c) basic vocational qualification","95","0.649228747427738","0.568126453476612","0.730331041378864"
"No","1991","Thuringia","(2b) intermediate general qualification","","","",""
"No","1991","Thuringia","(2a) intermediate vocational","168","0.800831342964088","0.74602711856246","0.855635567365716"
"No","1991","Thuringia","(2c_gen) general maturity certificate","","","",""
