"pgoeffd","year","bula_h","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Yes","1990","Berlin","(2b) intermediate general qualification","","","",""
"Yes","1990","Berlin","(2a) intermediate vocational","47","0.455542835322702","0.362049358424372","0.549036312221033"
"Yes","1990","Berlin","(2c_gen) general maturity certificate","","","",""
"Yes","1990","Berlin","(2c_voc) vocational maturity certificate","","","",""
"Yes","1990","Berlin","(3a) lower tertiary education","","","",""
"Yes","1990","Berlin","(3b) higher tertiary education","39","0.546344903562874","0.42341029534757","0.669279511778178"
"Yes","1990","Brandenburg","(0) in school","","","",""
"Yes","1990","Brandenburg","(1a) inadequately completed","","","",""
"Yes","1990","Brandenburg","(1b) general elementary school","","","",""
"Yes","1990","Brandenburg","(1c) basic vocational qualification","33","0.225846484896853","0.160019728664429","0.291673241129278"
"Yes","1990","Brandenburg","(2b) intermediate general qualification","","","",""
"Yes","1990","Brandenburg","(2a) intermediate vocational","65","0.320798431634913","0.255449948145786","0.386146915124041"
"Yes","1990","Brandenburg","(2c_gen) general maturity certificate","","","",""
"Yes","1990","Brandenburg","(2c_voc) vocational maturity certificate","","","",""
"Yes","1990","Brandenburg","(3a) lower tertiary education","50","0.48726627834476","0.392558571507041","0.581973985182478"
"Yes","1990","Brandenburg","(3b) higher tertiary education","","","",""
"Yes","1990","Mecklenburg-Western Pomerania","(0) in school","","","",""
"Yes","1990","Mecklenburg-Western Pomerania","(1a) inadequately completed","","","",""
"Yes","1990","Mecklenburg-Western Pomerania","(1b) general elementary school","","","",""
"Yes","1990","Mecklenburg-Western Pomerania","(1c) basic vocational qualification","31","0.279536675491729","0.194504842908191","0.364568508075267"
"Yes","1990","Mecklenburg-Western Pomerania","(2b) intermediate general qualification","","","",""
"Yes","1990","Mecklenburg-Western Pomerania","(2a) intermediate vocational","39","0.278346450335643","0.204369614017652","0.352323286653635"
"Yes","1990","Mecklenburg-Western Pomerania","(2c_gen) general maturity certificate","","","",""
"Yes","1990","Mecklenburg-Western Pomerania","(2c_voc) vocational maturity certificate","","","",""
"Yes","1990","Mecklenburg-Western Pomerania","(3a) lower tertiary education","","","",""
"Yes","1990","Mecklenburg-Western Pomerania","(3b) higher tertiary education","","","",""
"Yes","1990","Saxony","(0) in school","","","",""
"Yes","1990","Saxony","(1a) inadequately completed","","","",""
"Yes","1990","Saxony","(1b) general elementary school","","","",""
"Yes","1990","Saxony","(1c) basic vocational qualification","70","0.238488750381098","0.189940414693161","0.287037086069034"
"Yes","1990","Saxony","(2b) intermediate general qualification","","","",""
"Yes","1990","Saxony","(2a) intermediate vocational","105","0.28632360129817","0.239562997745764","0.333084204850576"
"Yes","1990","Saxony","(2c_gen) general maturity certificate","","","",""
"Yes","1990","Saxony","(2c_voc) vocational maturity certificate","","","",""
"Yes","1990","Saxony","(3a) lower tertiary education","65","0.438190614671328","0.35770881227594","0.518672417066717"
"Yes","1990","Saxony","(3b) higher tertiary education","43","0.385276009473105","0.292191051668366","0.478360967277844"
"Yes","1990","Saxony-Anhalt","(0) in school","","","",""
"Yes","1990","Saxony-Anhalt","(1a) inadequately completed","","","",""
"Yes","1990","Saxony-Anhalt","(1b) general elementary school","","","",""
"Yes","1990","Saxony-Anhalt","(1c) basic vocational qualification","46","0.271691269817298","0.205018939381604","0.338363600252992"
"Yes","1990","Saxony-Anhalt","(2b) intermediate general qualification","","","",""
"Yes","1990","Saxony-Anhalt","(2a) intermediate vocational","72","0.324750919437171","0.26342680614909","0.386075032725252"
"Yes","1990","Saxony-Anhalt","(2c_gen) general maturity certificate","","","",""
"Yes","1990","Saxony-Anhalt","(2c_voc) vocational maturity certificate","","","",""
"Yes","1990","Saxony-Anhalt","(3a) lower tertiary education","54","0.514385510949253","0.418330151187698","0.610440870710808"
"Yes","1990","Saxony-Anhalt","(3b) higher tertiary education","","","",""
"Yes","1990","Thuringia","(0) in school","","","",""
"Yes","1990","Thuringia","(1a) inadequately completed","","","",""
"Yes","1990","Thuringia","(1b) general elementary school","","","",""
"Yes","1990","Thuringia","(1c) basic vocational qualification","54","0.312264694616839","0.246021499970994","0.378507889262685"
"Yes","1990","Thuringia","(2b) intermediate general qualification","","","",""
"Yes","1990","Thuringia","(2a) intermediate vocational","38","0.157939990133748","0.109750278744003","0.206129701523493"
"Yes","1990","Thuringia","(2c_gen) general maturity certificate","","","",""
"Yes","1990","Thuringia","(2c_voc) vocational maturity certificate","","","",""
"Yes","1990","Thuringia","(3a) lower tertiary education","39","0.504542157404943","0.387416739199147","0.621667575610738"
"Yes","1990","Thuringia","(3b) higher tertiary education","","","",""
"No","1990","Schleswig-Holstein","(0) in school","","","",""
"No","1990","Schleswig-Holstein","(1a) inadequately completed","","","",""
"No","1990","Schleswig-Holstein","(1b) general elementary school","","","",""
"No","1990","Schleswig-Holstein","(1c) basic vocational qualification","50","0.769501779489851","0.667118269239006","0.871885289740695"
"No","1990","Schleswig-Holstein","(2b) intermediate general qualification","","","",""
"No","1990","Schleswig-Holstein","(2a) intermediate vocational","","","",""
"No","1990","Schleswig-Holstein","(2c_gen) general maturity certificate","","","",""
"No","1990","Schleswig-Holstein","(2c_voc) vocational maturity certificate","","","",""
"No","1990","Schleswig-Holstein","(3a) lower tertiary education","","","",""
"No","1990","Schleswig-Holstein","(3b) higher tertiary education","","","",""
"No","1990","Hamburg","(0) in school","","","",""
"No","1990","Hamburg","(1a) inadequately completed","","","",""
"No","1990","Hamburg","(1b) general elementary school","","","",""
"No","1990","Hamburg","(1c) basic vocational qualification","","","",""
"No","1990","Hamburg","(2b) intermediate general qualification","","","",""
"No","1990","Hamburg","(2a) intermediate vocational","","","",""
"No","1990","Hamburg","(2c_gen) general maturity certificate","","","",""
"No","1990","Hamburg","(2c_voc) vocational maturity certificate","","","",""
"No","1990","Hamburg","(3a) lower tertiary education","","","",""
"No","1990","Hamburg","(3b) higher tertiary education","","","",""
"No","1990","Lower Saxony","(0) in school","","","",""
"No","1990","Lower Saxony","(1a) inadequately completed","","","",""
"No","1990","Lower Saxony","(1b) general elementary school","60","0.743590827051828","0.644103898782321","0.843077755321334"
"No","1990","Lower Saxony","(1c) basic vocational qualification","162","0.792016825485535","0.735907975485969","0.848125675485101"
"No","1990","Lower Saxony","(2b) intermediate general qualification","","","",""
"No","1990","Lower Saxony","(2a) intermediate vocational","80","0.677192010423444","0.591365053257511","0.763018967589377"
"No","1990","Lower Saxony","(2c_gen) general maturity certificate","","","",""
"No","1990","Lower Saxony","(2c_voc) vocational maturity certificate","","","",""
"No","1990","Lower Saxony","(3a) lower tertiary education","","","",""
"No","1990","Lower Saxony","(3b) higher tertiary education","","","",""
"No","1990","Bremen","(0) in school","","","",""
"No","1990","Bremen","(1a) inadequately completed","","","",""
"No","1990","Bremen","(1b) general elementary school","","","",""
"No","1990","Bremen","(1c) basic vocational qualification","","","",""
"No","1990","Bremen","(2b) intermediate general qualification","","","",""
"No","1990","Bremen","(2a) intermediate vocational","","","",""
"No","1990","Bremen","(2c_gen) general maturity certificate","","","",""
"No","1990","Bremen","(2c_voc) vocational maturity certificate","","","",""
"No","1990","Bremen","(3a) lower tertiary education","","","",""
"No","1990","Bremen","(3b) higher tertiary education","","","",""
"No","1990","North Rhine-Westphalia","(0) in school","","","",""
"No","1990","North Rhine-Westphalia","(1a) inadequately completed","89","0.903544472831936","0.845970562059031","0.961118383604841"
"No","1990","North Rhine-Westphalia","(1b) general elementary school","202","0.806741944969382","0.756577532094436","0.856906357844329"
"No","1990","North Rhine-Westphalia","(1c) basic vocational qualification","403","0.803115703530332","0.767943308438854","0.838288098621809"
"No","1990","North Rhine-Westphalia","(2b) intermediate general qualification","41","0.750915223115863","0.634481387730863","0.867349058500864"
"No","1990","North Rhine-Westphalia","(2a) intermediate vocational","161","0.67981917289905","0.620169436971128","0.739468908826971"
"No","1990","North Rhine-Westphalia","(2c_gen) general maturity certificate","41","0.70387786859302","0.586383194025336","0.821372543160705"
"No","1990","North Rhine-Westphalia","(2c_voc) vocational maturity certificate","56","0.640840848023367","0.537002032202812","0.744679663843921"
"No","1990","North Rhine-Westphalia","(3a) lower tertiary education","34","0.689382151287947","0.559815488699147","0.818948813876747"
"No","1990","North Rhine-Westphalia","(3b) higher tertiary education","49","0.446200039729534","0.355346796886957","0.53705328257211"
"No","1990","Hesse","(0) in school","","","",""
"No","1990","Hesse","(1a) inadequately completed","49","0.940779938520205","0.878399963410335","1.00315991363008"
"No","1990","Hesse","(1b) general elementary school","109","0.806518054183736","0.738872429263921","0.87416367910355"
"No","1990","Hesse","(1c) basic vocational qualification","153","0.796140648475566","0.737930407411373","0.854350889539758"
"No","1990","Hesse","(2b) intermediate general qualification","","","",""
"No","1990","Hesse","(2a) intermediate vocational","60","0.675807329126913","0.578011620071807","0.773603038182018"
"No","1990","Hesse","(2c_gen) general maturity certificate","","","",""
"No","1990","Hesse","(2c_voc) vocational maturity certificate","","","",""
"No","1990","Hesse","(3a) lower tertiary education","","","",""
"No","1990","Hesse","(3b) higher tertiary education","","","",""
"No","1990","Rhineland-Palatinate,Saarland","(0) in school","","","",""
"No","1990","Rhineland-Palatinate,Saarland","(1a) inadequately completed","","","",""
"No","1990","Rhineland-Palatinate,Saarland","(1b) general elementary school","74","0.966883315088224","0.926653155455582","1.00711347472087"
"No","1990","Rhineland-Palatinate,Saarland","(1c) basic vocational qualification","128","0.824450441368919","0.764168875639778","0.88473200709806"
"No","1990","Rhineland-Palatinate,Saarland","(2b) intermediate general qualification","","","",""
"No","1990","Rhineland-Palatinate,Saarland","(2a) intermediate vocational","","","",""
"No","1990","Rhineland-Palatinate,Saarland","(2c_gen) general maturity certificate","","","",""
"No","1990","Rhineland-Palatinate,Saarland","(2c_voc) vocational maturity certificate","","","",""
"No","1990","Rhineland-Palatinate,Saarland","(3a) lower tertiary education","","","",""
"No","1990","Rhineland-Palatinate,Saarland","(3b) higher tertiary education","","","",""
"No","1990","Baden-Württemberg","(0) in school","","","",""
"No","1990","Baden-Württemberg","(1a) inadequately completed","101","0.935915276026675","0.890355442491245","0.981475109562105"
"No","1990","Baden-Württemberg","(1b) general elementary school","252","0.85987312335771","0.819142233563406","0.900604013152015"
"No","1990","Baden-Württemberg","(1c) basic vocational qualification","367","0.789567317712514","0.751393797303329","0.827740838121698"
"No","1990","Baden-Württemberg","(2b) intermediate general qualification","","","",""
"No","1990","Baden-Württemberg","(2a) intermediate vocational","102","0.816972820941266","0.751006430216689","0.882939211665844"
"No","1990","Baden-Württemberg","(2c_gen) general maturity certificate","","","",""
"No","1990","Baden-Württemberg","(2c_voc) vocational maturity certificate","40","0.791747462934932","0.678053202317771","0.905441723552093"
"No","1990","Baden-Württemberg","(3a) lower tertiary education","","","",""
"No","1990","Baden-Württemberg","(3b) higher tertiary education","","","",""
"No","1990","Bavaria","(0) in school","","","",""
"No","1990","Bavaria","(1a) inadequately completed","40","0.920173266029142","0.838207513213773","1.00213901884451"
"No","1990","Bavaria","(1b) general elementary school","170","0.896178094449526","0.852459222495016","0.939896966404036"
"No","1990","Bavaria","(1c) basic vocational qualification","341","0.823175077771651","0.786109674384335","0.860240481158967"
"No","1990","Bavaria","(2b) intermediate general qualification","","","",""
"No","1990","Bavaria","(2a) intermediate vocational","103","0.69327157499576","0.619228633074923","0.767314516916597"
"No","1990","Bavaria","(2c_gen) general maturity certificate","","","",""
"No","1990","Bavaria","(2c_voc) vocational maturity certificate","31","0.740289654419347","0.602676087244507","0.877903221594186"
"No","1990","Bavaria","(3a) lower tertiary education","","","",""
"No","1990","Bavaria","(3b) higher tertiary education","37","0.532754702572224","0.410520084600019","0.654989320544429"
"No","1990","Berlin","(0) in school","","","",""
"No","1990","Berlin","(1a) inadequately completed","","","",""
"No","1990","Berlin","(1b) general elementary school","","","",""
"No","1990","Berlin","(1c) basic vocational qualification","59","0.55489200400442","0.456497240876593","0.653286767132247"
"No","1990","Berlin","(2b) intermediate general qualification","","","",""
"No","1990","Berlin","(2a) intermediate vocational","62","0.544457164677298","0.450963687778967","0.637950641575628"
"No","1990","Berlin","(2c_gen) general maturity certificate","","","",""
"No","1990","Berlin","(2c_voc) vocational maturity certificate","","","",""
"No","1990","Berlin","(3a) lower tertiary education","","","",""
"No","1990","Berlin","(3b) higher tertiary education","","","",""
"No","1990","Brandenburg","(0) in school","","","",""
"No","1990","Brandenburg","(1a) inadequately completed","","","",""
"No","1990","Brandenburg","(1b) general elementary school","","","",""
"No","1990","Brandenburg","(1c) basic vocational qualification","122","0.774153515103147","0.708326758870722","0.839980271335571"
"No","1990","Brandenburg","(2b) intermediate general qualification","","","",""
"No","1990","Brandenburg","(2a) intermediate vocational","131","0.679201568365087","0.613853084875959","0.744550051854214"
"No","1990","Brandenburg","(2c_gen) general maturity certificate","","","",""
"No","1990","Brandenburg","(2c_voc) vocational maturity certificate","","","",""
"No","1990","Brandenburg","(3a) lower tertiary education","57","0.51273372165524","0.418026014817522","0.607441428492959"
"No","1990","Brandenburg","(3b) higher tertiary education","","","",""
"No","1990","Mecklenburg-Western Pomerania","(0) in school","","","",""
"No","1990","Mecklenburg-Western Pomerania","(1a) inadequately completed","","","",""
"No","1990","Mecklenburg-Western Pomerania","(1b) general elementary school","","","",""
"No","1990","Mecklenburg-Western Pomerania","(1c) basic vocational qualification","76","0.720463324508271","0.635431491924733","0.805495157091809"
"No","1990","Mecklenburg-Western Pomerania","(2b) intermediate general qualification","","","",""
"No","1990","Mecklenburg-Western Pomerania","(2a) intermediate vocational","102","0.721653549664356","0.647676713346365","0.795630385982348"
"No","1990","Mecklenburg-Western Pomerania","(2c_gen) general maturity certificate","","","",""
"No","1990","Mecklenburg-Western Pomerania","(2c_voc) vocational maturity certificate","","","",""
"No","1990","Mecklenburg-Western Pomerania","(3a) lower tertiary education","36","0.63376592345306","0.507583781542471","0.759948065363649"
"No","1990","Mecklenburg-Western Pomerania","(3b) higher tertiary education","","","",""
"No","1990","Saxony","(0) in school","","","",""
"No","1990","Saxony","(1a) inadequately completed","","","",""
"No","1990","Saxony","(1b) general elementary school","","","",""
"No","1990","Saxony","(1c) basic vocational qualification","226","0.761511249618902","0.712962913930966","0.810059585306839"
"No","1990","Saxony","(2b) intermediate general qualification","","","",""
"No","1990","Saxony","(2a) intermediate vocational","254","0.71367639870183","0.666915795149424","0.760437002254236"
"No","1990","Saxony","(2c_gen) general maturity certificate","","","",""
"No","1990","Saxony","(2c_voc) vocational maturity certificate","","","",""
"No","1990","Saxony","(3a) lower tertiary education","81","0.561809385328672","0.481327582933284","0.64229118772406"
"No","1990","Saxony","(3b) higher tertiary education","62","0.614723990526895","0.521639032722156","0.707808948331635"
"No","1990","Saxony-Anhalt","(0) in school","","","",""
"No","1990","Saxony-Anhalt","(1a) inadequately completed","","","",""
"No","1990","Saxony-Anhalt","(1b) general elementary school","","","",""
"No","1990","Saxony-Anhalt","(1c) basic vocational qualification","125","0.728308730182702","0.661636399747008","0.794981060618396"
"No","1990","Saxony-Anhalt","(2b) intermediate general qualification","","","",""
"No","1990","Saxony-Anhalt","(2a) intermediate vocational","152","0.675249080562829","0.613924967274748","0.73657319385091"
"No","1990","Saxony-Anhalt","(2c_gen) general maturity certificate","","","",""
"No","1990","Saxony-Anhalt","(2c_voc) vocational maturity certificate","","","",""
"No","1990","Saxony-Anhalt","(3a) lower tertiary education","50","0.485614489050747","0.389559129289192","0.581669848812302"
"No","1990","Saxony-Anhalt","(3b) higher tertiary education","","","",""
"No","1990","Thuringia","(0) in school","","","",""
"No","1990","Thuringia","(1a) inadequately completed","","","",""
"No","1990","Thuringia","(1b) general elementary school","","","",""
"No","1990","Thuringia","(1c) basic vocational qualification","134","0.687735305383161","0.621492110737315","0.753978500029006"
"No","1990","Thuringia","(2b) intermediate general qualification","","","",""
"No","1990","Thuringia","(2a) intermediate vocational","182","0.842060009866252","0.793870298476507","0.890249721255997"
"No","1990","Thuringia","(2c_gen) general maturity certificate","","","",""
"No","1990","Thuringia","(2c_voc) vocational maturity certificate","","","",""
"No","1990","Thuringia","(3a) lower tertiary education","31","0.495457842595057","0.378332424389262","0.612583260800853"
"No","1990","Thuringia","(3b) higher tertiary education","","","",""
"Yes","1991","Schleswig-Holstein","(0) in school","","","",""
"Yes","1991","Schleswig-Holstein","(1a) inadequately completed","","","",""
"Yes","1991","Schleswig-Holstein","(1b) general elementary school","","","",""
"Yes","1991","Schleswig-Holstein","(1c) basic vocational qualification","","","",""
"Yes","1991","Schleswig-Holstein","(2b) intermediate general qualification","","","",""
"Yes","1991","Schleswig-Holstein","(2a) intermediate vocational","","","",""
"Yes","1991","Schleswig-Holstein","(2c_gen) general maturity certificate","","","",""
"Yes","1991","Schleswig-Holstein","(2c_voc) vocational maturity certificate","","","",""
"Yes","1991","Schleswig-Holstein","(3a) lower tertiary education","","","",""
"Yes","1991","Schleswig-Holstein","(3b) higher tertiary education","","","",""
"Yes","1991","Hamburg","(0) in school","","","",""
"Yes","1991","Hamburg","(1a) inadequately completed","","","",""
"Yes","1991","Hamburg","(1b) general elementary school","","","",""
"Yes","1991","Hamburg","(1c) basic vocational qualification","","","",""
"Yes","1991","Hamburg","(2b) intermediate general qualification","","","",""
"Yes","1991","Hamburg","(2a) intermediate vocational","","","",""
"Yes","1991","Hamburg","(2c_gen) general maturity certificate","","","",""
"Yes","1991","Hamburg","(2c_voc) vocational maturity certificate","","","",""
"Yes","1991","Hamburg","(3a) lower tertiary education","","","",""
"Yes","1991","Hamburg","(3b) higher tertiary education","","","",""
"Yes","1991","Lower Saxony","(0) in school","","","",""
"Yes","1991","Lower Saxony","(1a) inadequately completed","","","",""
"Yes","1991","Lower Saxony","(1b) general elementary school","","","",""
"Yes","1991","Lower Saxony","(1c) basic vocational qualification","42","0.208841576150893","0.153601199266792","0.264081953034994"
"Yes","1991","Lower Saxony","(2b) intermediate general qualification","","","",""
"Yes","1991","Lower Saxony","(2a) intermediate vocational","34","0.311996245480959","0.227684285680967","0.39630820528095"
"Yes","1991","Lower Saxony","(2c_gen) general maturity certificate","","","",""
"Yes","1991","Lower Saxony","(2c_voc) vocational maturity certificate","","","",""
"Yes","1991","Lower Saxony","(3a) lower tertiary education","","","",""
"Yes","1991","Lower Saxony","(3b) higher tertiary education","","","",""
"Yes","1991","Bremen","(0) in school","","","",""
"Yes","1991","Bremen","(1a) inadequately completed","","","",""
"Yes","1991","Bremen","(1b) general elementary school","","","",""
"Yes","1991","Bremen","(1c) basic vocational qualification","","","",""
"Yes","1991","Bremen","(2b) intermediate general qualification","","","",""
"Yes","1991","Bremen","(2a) intermediate vocational","","","",""
"Yes","1991","Bremen","(2c_gen) general maturity certificate","","","",""
"Yes","1991","Bremen","(2c_voc) vocational maturity certificate","","","",""
"Yes","1991","Bremen","(3a) lower tertiary education","","","",""
"Yes","1991","Bremen","(3b) higher tertiary education","","","",""
"Yes","1991","North Rhine-Westphalia","(0) in school","","","",""
"Yes","1991","North Rhine-Westphalia","(1a) inadequately completed","","","",""
"Yes","1991","North Rhine-Westphalia","(1b) general elementary school","31","0.148281155286755","0.104051519891783","0.192510790681728"
"Yes","1991","North Rhine-Westphalia","(1c) basic vocational qualification","74","0.156842120390568","0.124871158658795","0.18881308212234"
"Yes","1991","North Rhine-Westphalia","(2b) intermediate general qualification","","","",""
"Yes","1991","North Rhine-Westphalia","(2a) intermediate vocational","77","0.293683031055975","0.236418698762843","0.350947363349107"
"Yes","1991","North Rhine-Westphalia","(2c_gen) general maturity certificate","","","",""
"Yes","1991","North Rhine-Westphalia","(2c_voc) vocational maturity certificate","33","0.40301352171444","0.303855872928961","0.502171170499918"
"Yes","1991","North Rhine-Westphalia","(3a) lower tertiary education","","","",""
"Yes","1991","North Rhine-Westphalia","(3b) higher tertiary education","68","0.523914287470844","0.434556961656343","0.613271613285345"
"Yes","1991","Hesse","(0) in school","","","",""
"Yes","1991","Hesse","(1a) inadequately completed","","","",""
"Yes","1991","Hesse","(1b) general elementary school","","","",""
"Yes","1991","Hesse","(1c) basic vocational qualification","33","0.220406553682751","0.161620034060253","0.279193073305249"
"Yes","1991","Hesse","(2b) intermediate general qualification","","","",""
"Yes","1991","Hesse","(2a) intermediate vocational","30","0.350795178102391","0.252202534366068","0.449387821838714"
"Yes","1991","Hesse","(2c_gen) general maturity certificate","","","",""
"Yes","1991","Hesse","(2c_voc) vocational maturity certificate","","","",""
"Yes","1991","Hesse","(3a) lower tertiary education","","","",""
"Yes","1991","Hesse","(3b) higher tertiary education","","","",""
"Yes","1991","Rhineland-Palatinate,Saarland","(0) in school","","","",""
"Yes","1991","Rhineland-Palatinate,Saarland","(1a) inadequately completed","","","",""
"Yes","1991","Rhineland-Palatinate,Saarland","(1b) general elementary school","","","",""
"Yes","1991","Rhineland-Palatinate,Saarland","(1c) basic vocational qualification","30","0.205447631200465","0.143038665443616","0.267856596957314"
"Yes","1991","Rhineland-Palatinate,Saarland","(2b) intermediate general qualification","","","",""
"Yes","1991","Rhineland-Palatinate,Saarland","(2a) intermediate vocational","","","",""
"Yes","1991","Rhineland-Palatinate,Saarland","(2c_gen) general maturity certificate","","","",""
"Yes","1991","Rhineland-Palatinate,Saarland","(2c_voc) vocational maturity certificate","","","",""
"Yes","1991","Rhineland-Palatinate,Saarland","(3a) lower tertiary education","","","",""
"Yes","1991","Rhineland-Palatinate,Saarland","(3b) higher tertiary education","","","",""
"Yes","1991","Baden-Württemberg","(0) in school","","","",""
"Yes","1991","Baden-Württemberg","(1a) inadequately completed","","","",""
"Yes","1991","Baden-Württemberg","(1b) general elementary school","33","0.163151615924012","0.120101536802243","0.206201695045781"
"Yes","1991","Baden-Württemberg","(1c) basic vocational qualification","71","0.200744926006467","0.163317777341122","0.238172074671813"
"Yes","1991","Baden-Württemberg","(2b) intermediate general qualification","","","",""
"Yes","1991","Baden-Württemberg","(2a) intermediate vocational","35","0.20831570535109","0.14006366193383","0.27656774876835"
"Yes","1991","Baden-Württemberg","(2c_gen) general maturity certificate","","","",""
"Yes","1991","Baden-Württemberg","(2c_voc) vocational maturity certificate","","","",""
"Yes","1991","Baden-Württemberg","(3a) lower tertiary education","","","",""
"Yes","1991","Baden-Württemberg","(3b) higher tertiary education","","","",""
"Yes","1991","Bavaria","(0) in school","","","",""
"Yes","1991","Bavaria","(1a) inadequately completed","","","",""
"Yes","1991","Bavaria","(1b) general elementary school","","","",""
"Yes","1991","Bavaria","(1c) basic vocational qualification","72","0.205160051481332","0.166677474192054","0.243642628770609"
"Yes","1991","Bavaria","(2b) intermediate general qualification","","","",""
"Yes","1991","Bavaria","(2a) intermediate vocational","49","0.29932798603065","0.226282957192349","0.372373014868952"
"Yes","1991","Bavaria","(2c_gen) general maturity certificate","","","",""
"Yes","1991","Bavaria","(2c_voc) vocational maturity certificate","","","",""
"Yes","1991","Bavaria","(3a) lower tertiary education","","","",""
"Yes","1991","Bavaria","(3b) higher tertiary education","30","0.497634749336903","0.379660101208206","0.6156093974656"
"Yes","1991","Berlin","(0) in school","","","",""
"Yes","1991","Berlin","(1a) inadequately completed","","","",""
"Yes","1991","Berlin","(1b) general elementary school","","","",""
"Yes","1991","Berlin","(1c) basic vocational qualification","34","0.458901024032443","0.354191464155809","0.563610583909078"
"Yes","1991","Berlin","(2b) intermediate general qualification","","","",""
"Yes","1991","Berlin","(2a) intermediate vocational","36","0.335623267203092","0.24353153502097","0.427714999385214"
"Yes","1991","Berlin","(2c_gen) general maturity certificate","","","",""
"Yes","1991","Berlin","(2c_voc) vocational maturity certificate","","","",""
"Yes","1991","Berlin","(3a) lower tertiary education","","","",""
"Yes","1991","Berlin","(3b) higher tertiary education","31","0.52755985162187","0.394403931966899","0.660715771276841"
"Yes","1991","Brandenburg","(0) in school","","","",""
"Yes","1991","Brandenburg","(1a) inadequately completed","","","",""
"Yes","1991","Brandenburg","(1b) general elementary school","","","",""
"Yes","1991","Brandenburg","(1c) basic vocational qualification","","","",""
"Yes","1991","Brandenburg","(2b) intermediate general qualification","","","",""
"Yes","1991","Brandenburg","(2a) intermediate vocational","59","0.296492410115359","0.229018956357282","0.363965863873435"
"Yes","1991","Brandenburg","(2c_gen) general maturity certificate","","","",""
"Yes","1991","Brandenburg","(2c_voc) vocational maturity certificate","","","",""
"Yes","1991","Brandenburg","(3a) lower tertiary education","40","0.455479116982946","0.351427637428498","0.559530596537394"
"Yes","1991","Brandenburg","(3b) higher tertiary education","","","",""
"Yes","1991","Mecklenburg-Western Pomerania","(0) in school","","","",""
"Yes","1991","Mecklenburg-Western Pomerania","(1a) inadequately completed","","","",""
"Yes","1991","Mecklenburg-Western Pomerania","(1b) general elementary school","","","",""
"Yes","1991","Mecklenburg-Western Pomerania","(1c) basic vocational qualification","","","",""
"Yes","1991","Mecklenburg-Western Pomerania","(2b) intermediate general qualification","","","",""
"Yes","1991","Mecklenburg-Western Pomerania","(2a) intermediate vocational","36","0.273070850559648","0.196482956392984","0.349658744726312"
"Yes","1991","Mecklenburg-Western Pomerania","(2c_gen) general maturity certificate","","","",""
"Yes","1991","Mecklenburg-Western Pomerania","(2c_voc) vocational maturity certificate","","","",""
"Yes","1991","Mecklenburg-Western Pomerania","(3a) lower tertiary education","","","",""
"Yes","1991","Mecklenburg-Western Pomerania","(3b) higher tertiary education","","","",""
"Yes","1991","Saxony","(0) in school","","","",""
"Yes","1991","Saxony","(1a) inadequately completed","","","",""
"Yes","1991","Saxony","(1b) general elementary school","","","",""
"Yes","1991","Saxony","(1c) basic vocational qualification","51","0.239169429564115","0.182801308102331","0.295537551025899"
"Yes","1991","Saxony","(2b) intermediate general qualification","","","",""
"Yes","1991","Saxony","(2a) intermediate vocational","76","0.219674532350479","0.173361134032032","0.265987930668925"
"Yes","1991","Saxony","(2c_gen) general maturity certificate","","","",""
"Yes","1991","Saxony","(2c_voc) vocational maturity certificate","","","",""
"Yes","1991","Saxony","(3a) lower tertiary education","64","0.48352989496107","0.398600793423327","0.568458996498813"
"Yes","1991","Saxony","(3b) higher tertiary education","33","0.360675345809265","0.25798552344171","0.46336516817682"
"Yes","1991","Saxony-Anhalt","(0) in school","","","",""
"Yes","1991","Saxony-Anhalt","(1a) inadequately completed","","","",""
"Yes","1991","Saxony-Anhalt","(1b) general elementary school","","","",""
"Yes","1991","Saxony-Anhalt","(1c) basic vocational qualification","","","",""
"Yes","1991","Saxony-Anhalt","(2b) intermediate general qualification","","","",""
"Yes","1991","Saxony-Anhalt","(2a) intermediate vocational","57","0.304485812674598","0.242096316932608","0.366875308416587"
"Yes","1991","Saxony-Anhalt","(2c_gen) general maturity certificate","","","",""
"Yes","1991","Saxony-Anhalt","(2c_voc) vocational maturity certificate","","","",""
"Yes","1991","Saxony-Anhalt","(3a) lower tertiary education","46","0.466088992757554","0.366816006898635","0.565361978616473"
"Yes","1991","Saxony-Anhalt","(3b) higher tertiary education","","","",""
"Yes","1991","Thuringia","(0) in school","","","",""
"Yes","1991","Thuringia","(1a) inadequately completed","","","",""
"Yes","1991","Thuringia","(1b) general elementary school","","","",""
"Yes","1991","Thuringia","(1c) basic vocational qualification","38","0.350771252572262","0.269668958621136","0.431873546523388"
"Yes","1991","Thuringia","(2b) intermediate general qualification","","","",""
"Yes","1991","Thuringia","(2a) intermediate vocational","36","0.199168657035912","0.144364432634284","0.25397288143754"
"Yes","1991","Thuringia","(2c_gen) general maturity certificate","","","",""
"Yes","1991","Thuringia","(2c_voc) vocational maturity certificate","","","",""
"Yes","1991","Thuringia","(3a) lower tertiary education","32","0.460523219473477","0.339350862032142","0.581695576914812"
"Yes","1991","Thuringia","(3b) higher tertiary education","","","",""
"No","1991","Schleswig-Holstein","(0) in school","","","",""
"No","1991","Schleswig-Holstein","(1a) inadequately completed","","","",""
"No","1991","Schleswig-Holstein","(1b) general elementary school","","","",""
