"pgoeffd","year","e11103","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Yes","1993","Part Time","1-pers.-HH","27","","",""
"Yes","1993","Part Time","(Married) couple without C. ","78","0.293339133592134","0.240480469338841","0.346197797845427"
"Yes","1993","Part Time","Single parent ","39","0.308137897642528","0.223380425801146","0.39289536948391"
"Yes","1993","Part Time","Couple + C. LE 16 ","170","0.319836332710595","0.27974808877715","0.35992457664404"
"Yes","1993","Part Time","Couple + C. GT 16 ","88","0.219872518984703","0.177785817898896","0.261959220070509"
"Yes","1993","Part Time","Couple + C. LE and GT 16","59","0.300180848549709","0.237591723140734","0.362769973958685"
"Yes","1993","Not Working","1-pers.-HH","5","","",""
"Yes","1993","Not Working","(Married) couple without C. ","7","","",""
"Yes","1993","Not Working","Single parent ","2","","",""
"Yes","1993","Not Working","Couple + C. LE 16 ","11","","",""
"Yes","1993","Not Working","Couple + C. GT 16 ","9","","",""
"Yes","1993","Not Working","Couple + C. LE and GT 16","9","","",""
"No","1993","Full Time","1-pers.-HH","376","0.688748642933016","0.649404663916257","0.728092621949775"
"No","1993","Full Time","(Married) couple without C. ","969","0.709758064870663","0.685609383809177","0.733906745932149"
"No","1993","Full Time","Single parent ","170","0.706118646431435","0.647999805400873","0.764237487461997"
"No","1993","Full Time","Couple + C. LE 16 ","1299","0.754368687389179","0.734072712677719","0.774664662100638"
"No","1993","Full Time","Couple + C. GT 16 ","922","0.761749713737855","0.737696260598123","0.785803166877587"
"No","1993","Full Time","Couple + C. LE and GT 16","442","0.750018808026054","0.714840386942204","0.785197229109905"
"No","1993","Part Time","1-pers.-HH","65","0.692891426023593","0.598630274330284","0.787152577716902"
"No","1993","Part Time","(Married) couple without C. ","207","0.706660866407866","0.653802202154573","0.759519530661159"
"No","1993","Part Time","Single parent ","75","0.691862102357472","0.60710463051609","0.776619574198854"
"No","1993","Part Time","Couple + C. LE 16 ","350","0.680163667289405","0.64007542335596","0.72025191122285"
"No","1993","Part Time","Couple + C. GT 16 ","284","0.780127481015297","0.738040779929491","0.822214182101104"
"No","1993","Part Time","Couple + C. LE and GT 16","147","0.699819151450291","0.637230026041315","0.762408276859266"
"No","1993","Not Working","1-pers.-HH","13","","",""
"No","1993","Not Working","(Married) couple without C. ","13","","",""
"No","1993","Not Working","Single parent ","11","","",""
"No","1993","Not Working","Couple + C. LE 16 ","40","0.781216576526805","0.667753139553913","0.894680013499697"
"No","1993","Not Working","Couple + C. GT 16 ","23","","",""
"No","1993","Not Working","Couple + C. LE and GT 16","18","","",""
"Yes","1994","Full Time","1-pers.-HH","164","0.331556640472786","0.290738913835688","0.372374367109885"
"Yes","1994","Full Time","(Married) couple without C. ","387","0.297898690135829","0.27332936363216","0.322468016639497"
"Yes","1994","Full Time","Single parent ","74","0.325941504295756","0.265365196468438","0.386517812123075"
"Yes","1994","Full Time","Couple + C. LE 16 ","384","0.235301777028929","0.214458277098029","0.256145276959829"
"Yes","1994","Full Time","Couple + C. GT 16 ","263","0.249536834428092","0.223963711301981","0.275109957554203"
"Yes","1994","Full Time","Couple + C. LE and GT 16","138","0.259166077727983","0.222512917369597","0.295819238086368"
"Yes","1994","Part Time","1-pers.-HH","24","","",""
"Yes","1994","Part Time","(Married) couple without C. ","85","0.283856260469262","0.233666331333971","0.334046189604553"
"Yes","1994","Part Time","Single parent ","21","","",""
"Yes","1994","Part Time","Couple + C. LE 16 ","150","0.321838872039276","0.280473613222535","0.363204130856017"
"Yes","1994","Part Time","Couple + C. GT 16 ","86","0.235272598710649","0.190318008962158","0.280227188459141"
"Yes","1994","Part Time","Couple + C. LE and GT 16","58","0.292754307567279","0.22905175163673","0.356456863497828"
"Yes","1994","Not Working","1-pers.-HH","2","","",""
"Yes","1994","Not Working","(Married) couple without C. ","3","","",""
"Yes","1994","Not Working","Single parent ","3","","",""
"Yes","1994","Not Working","Couple + C. LE 16 ","5","","",""
"Yes","1994","Not Working","Couple + C. GT 16 ","6","","",""
"Yes","1994","Not Working","Couple + C. LE and GT 16","4","","",""
"No","1994","Full Time","1-pers.-HH","347","0.668443359527214","0.627625632890115","0.709261086164312"
"No","1994","Full Time","(Married) couple without C. ","944","0.702101309864172","0.677531983360503","0.72667063636784"
"No","1994","Full Time","Single parent ","156","0.674058495704244","0.613482187876925","0.734634803531562"
"No","1994","Full Time","Couple + C. LE 16 ","1207","0.764698222971071","0.743854723040171","0.785541722901971"
"No","1994","Full Time","Couple + C. GT 16 ","837","0.750463165571908","0.724890042445797","0.776036288698019"
"No","1994","Full Time","Couple + C. LE and GT 16","411","0.740833922272017","0.704180761913632","0.777487082630403"
"No","1994","Part Time","1-pers.-HH","64","0.748712165788199","0.658086766804637","0.83933756477176"
"No","1994","Part Time","(Married) couple without C. ","225","0.716143739530738","0.665953810395447","0.766333668666029"
"No","1994","Part Time","Single parent ","64","0.744732148114461","0.652041324567663","0.837422971661259"
"No","1994","Part Time","Couple + C. LE 16 ","340","0.678161127960724","0.636795869143983","0.719526386777465"
"No","1994","Part Time","Couple + C. GT 16 ","256","0.764727401289351","0.719772811540859","0.809681991037842"
"No","1994","Part Time","Couple + C. LE and GT 16","138","0.707245692432721","0.643543136502172","0.77094824836327"
"No","1994","Not Working","1-pers.-HH","11","","",""
"No","1994","Not Working","(Married) couple without C. ","13","","",""
"No","1994","Not Working","Single parent ","8","","",""
"No","1994","Not Working","Couple + C. LE 16 ","34","0.780287450213622","0.650339171700577","0.910235728726668"
"No","1994","Not Working","Couple + C. GT 16 ","21","","",""
"No","1994","Not Working","Couple + C. LE and GT 16","12","","",""
"Yes","1995","Full Time","1-pers.-HH","149","0.304054591171098","0.264052784669425","0.344056397672772"
"Yes","1995","Full Time","(Married) couple without C. ","406","0.306955418701928","0.282786486017495","0.331124351386362"
"Yes","1995","Full Time","Single parent ","76","0.359993200255426","0.296275618167041","0.423710782343812"
"Yes","1995","Full Time","Couple + C. LE 16 ","350","0.230292368995045","0.209714152184131","0.250870585805958"
"Yes","1995","Full Time","Couple + C. GT 16 ","253","0.239534945890403","0.21423252464626","0.264837367134545"
"Yes","1995","Full Time","Couple + C. LE and GT 16","132","0.243890478251661","0.20829195655667","0.279488999946652"
"Yes","1995","Part Time","1-pers.-HH","32","0.335524955531474","0.255278839445939","0.41577107161701"
"Yes","1995","Part Time","(Married) couple without C. ","88","0.216591622251569","0.174390647613557","0.258792596889581"
"Yes","1995","Part Time","Single parent ","28","","",""
"Yes","1995","Part Time","Couple + C. LE 16 ","169","0.299628707576321","0.262411612029511","0.336845803123131"
"Yes","1995","Part Time","Couple + C. GT 16 ","116","0.2966944089689","0.252531883975836","0.340856933961964"
"Yes","1995","Part Time","Couple + C. LE and GT 16","69","0.336788966218645","0.274759155152004","0.398818777285287"
"Yes","1995","Not Working","1-pers.-HH","2","","",""
"Yes","1995","Not Working","(Married) couple without C. ","5","","",""
"Yes","1995","Not Working","Single parent ","6","","",""
"Yes","1995","Not Working","Couple + C. LE 16 ","10","","",""
"Yes","1995","Not Working","Couple + C. GT 16 ","5","","",""
"Yes","1995","Not Working","Couple + C. LE and GT 16","3","","",""
"No","1995","Full Time","1-pers.-HH","359","0.695945408828902","0.655943602327228","0.735947215330575"
"No","1995","Full Time","(Married) couple without C. ","993","0.693044581298072","0.668875648613638","0.717213513982505"
"No","1995","Full Time","Single parent ","142","0.640006799744574","0.576289217656188","0.703724381832959"
"No","1995","Full Time","Couple + C. LE 16 ","1258","0.769707631004956","0.749129414194042","0.79028584781587"
"No","1995","Full Time","Couple + C. GT 16 ","840","0.760465054109597","0.735162632865455","0.78576747535374"
"No","1995","Full Time","Couple + C. LE and GT 16","427","0.756109521748339","0.720511000053348","0.79170804344333"
"No","1995","Part Time","1-pers.-HH","101","0.664475044468526","0.58422892838299","0.744721160554061"
"No","1995","Part Time","(Married) couple without C. ","278","0.783408377748431","0.741207403110419","0.825609352386443"
"No","1995","Part Time","Single parent ","97","0.814860772981482","0.746770666493831","0.882950879469133"
"No","1995","Part Time","Couple + C. LE 16 ","413","0.700371292423679","0.663154196876869","0.737588387970489"
"No","1995","Part Time","Couple + C. GT 16 ","295","0.7033055910311","0.659143066038036","0.747468116024164"
"No","1995","Part Time","Couple + C. LE and GT 16","154","0.663211033781355","0.601181222714713","0.725240844847996"
"No","1995","Not Working","1-pers.-HH","16","","",""
"No","1995","Not Working","(Married) couple without C. ","30","0.884545741836579","0.778674210577306","0.990417273095852"
"No","1995","Not Working","Single parent ","9","","",""
"No","1995","Not Working","Couple + C. LE 16 ","38","0.704748388700584","0.575703544883235","0.833793232517932"
"No","1995","Not Working","Couple + C. GT 16 ","24","","",""
"No","1995","Not Working","Couple + C. LE and GT 16","24","","",""
"Yes","1996","Full Time","1-pers.-HH","156","0.310502199734554","0.271072902355603","0.349931497113505"
"Yes","1996","Full Time","(Married) couple without C. ","391","0.298164584872183","0.273607394051716","0.32272177569265"
"Yes","1996","Full Time","Single parent ","71","0.31193402860427","0.25270145851086","0.371166598697679"
"Yes","1996","Full Time","Couple + C. LE 16 ","329","0.234228847648255","0.212746196357653","0.255711498938858"
"Yes","1996","Full Time","Couple + C. GT 16 ","250","0.26632969863101","0.238959717451345","0.293699679810675"
"Yes","1996","Full Time","Couple + C. LE and GT 16","119","0.21154157405316","0.17731671305393","0.245766435052389"
"Yes","1996","Part Time","1-pers.-HH","35","0.361113859840792","0.275174665089923","0.44705305459166"
"Yes","1996","Part Time","(Married) couple without C. ","96","0.248357779365732","0.204333556689748","0.292382002041715"
"Yes","1996","Part Time","Single parent ","45","0.359511714337289","0.276705037819134","0.442318390855444"
"Yes","1996","Part Time","Couple + C. LE 16 ","147","0.268926733317418","0.2321038380002","0.305749628634635"
"Yes","1996","Part Time","Couple + C. GT 16 ","92","0.222126734922184","0.180111286050637","0.264142183793732"
"Yes","1996","Part Time","Couple + C. LE and GT 16","66","0.295324652577801","0.23911224061147","0.351537064544132"
"Yes","1996","Not Working","1-pers.-HH","3","","",""
"Yes","1996","Not Working","(Married) couple without C. ","1","","",""
"Yes","1996","Not Working","Single parent ","5","","",""
"Yes","1996","Not Working","Couple + C. LE 16 ","10","","",""
"Yes","1996","Not Working","Couple + C. GT 16 ","4","","",""
"Yes","1996","Not Working","Couple + C. LE and GT 16","2","","",""
"No","1996","Full Time","1-pers.-HH","373","0.689497800265446","0.650068502886495","0.728927097644397"
"No","1996","Full Time","(Married) couple without C. ","942","0.701835415127817","0.67727822430735","0.726392605948284"
"No","1996","Full Time","Single parent ","164","0.68806597139573","0.628833401302321","0.74729854148914"
"No","1996","Full Time","Couple + C. LE 16 ","1164","0.765771152351745","0.744288501061142","0.787253803642347"
"No","1996","Full Time","Couple + C. GT 16 ","752","0.73367030136899","0.706300320189325","0.761040282548655"
"No","1996","Full Time","Couple + C. LE and GT 16","428","0.78845842594684","0.754233564947611","0.82268328694607"
"No","1996","Part Time","1-pers.-HH","85","0.638886140159208","0.55294694540834","0.724825334910077"
"No","1996","Part Time","(Married) couple without C. ","274","0.751642220634268","0.707617997958285","0.795666443310251"
"No","1996","Part Time","Single parent ","84","0.640488285662711","0.557681609144556","0.723294962180866"
"No","1996","Part Time","Couple + C. LE 16 ","410","0.731073266682582","0.694250371365364","0.7678961619998"
"No","1996","Part Time","Couple + C. GT 16 ","284","0.777873265077816","0.735857816206268","0.819888713949363"
"No","1996","Part Time","Couple + C. LE and GT 16","187","0.704675347422199","0.648462935455868","0.76088775938853"
"No","1996","Not Working","1-pers.-HH","5","","",""
"No","1996","Not Working","(Married) couple without C. ","17","","",""
"No","1996","Not Working","Single parent ","3","","",""
"No","1996","Not Working","Couple + C. LE 16 ","23","","",""
"No","1996","Not Working","Couple + C. GT 16 ","25","","",""
"No","1996","Not Working","Couple + C. LE and GT 16","21","","",""
"Yes","1997","Full Time","1-pers.-HH","168","0.325592784921049","0.28520023134991","0.365985338492189"
"Yes","1997","Full Time","(Married) couple without C. ","405","0.303190210241474","0.278770880612285","0.327609539870663"
"Yes","1997","Full Time","Single parent ","70","0.343749602840943","0.282099109015948","0.405400096665938"
"Yes","1997","Full Time","Couple + C. LE 16 ","296","0.220110419222135","0.19848445927549","0.24173637916878"
"Yes","1997","Full Time","Couple + C. GT 16 ","224","0.24251329536336","0.216132711862193","0.268893878864527"
"Yes","1997","Full Time","Couple + C. LE and GT 16","133","0.235445407148997","0.199890152768288","0.271000661529705"
"Yes","1997","Part Time","1-pers.-HH","33","0.213479959182918","0.13985788269716","0.287102035668676"
"Yes","1997","Part Time","(Married) couple without C. ","97","0.245581645317599","0.201723394755308","0.289439895879889"
"Yes","1997","Part Time","Single parent ","33","0.238679781718523","0.166233889025371","0.311125674411675"
"Yes","1997","Part Time","Couple + C. LE 16 ","144","0.268977499077728","0.231918806428062","0.306036191727394"
"Yes","1997","Part Time","Couple + C. GT 16 ","104","0.291583430356922","0.247044080722817","0.336122779991027"
"Yes","1997","Part Time","Couple + C. LE and GT 16","62","0.285376862807489","0.22688731468461","0.343866410930367"
"Yes","1997","Not Working","1-pers.-HH","","","",""
"Yes","1997","Not Working","(Married) couple without C. ","3","","",""
"Yes","1997","Not Working","Single parent ","3","","",""
"Yes","1997","Not Working","Couple + C. LE 16 ","11","","",""
"Yes","1997","Not Working","Couple + C. GT 16 ","3","","",""
"Yes","1997","Not Working","Couple + C. LE and GT 16","3","","",""
"No","1997","Full Time","1-pers.-HH","349","0.674407215078951","0.634014661507811","0.71479976865009"
"No","1997","Full Time","(Married) couple without C. ","956","0.696809789758526","0.672390460129337","0.721229119387715"
"No","1997","Full Time","Single parent ","158","0.656250397159057","0.594599903334062","0.717900890984052"
"No","1997","Full Time","Couple + C. LE 16 ","1114","0.779889580777865","0.75826362083122","0.80151554072451"
"No","1997","Full Time","Couple + C. GT 16 ","790","0.75748670463664","0.731106121135473","0.783867288137807"
"No","1997","Full Time","Couple + C. LE and GT 16","414","0.764554592851003","0.728999338470295","0.800109847231712"
"No","1997","Part Time","1-pers.-HH","86","0.786520040817082","0.712897964331324","0.86014211730284"
"No","1997","Part Time","(Married) couple without C. ","273","0.754418354682401","0.710560104120111","0.798276605244692"
"No","1997","Part Time","Single parent ","100","0.761320218281477","0.688874325588325","0.833766110974629"
"No","1997","Part Time","Couple + C. LE 16 ","406","0.731022500922272","0.693963808272606","0.768081193571938"
"No","1997","Part Time","Couple + C. GT 16 ","296","0.708416569643078","0.663877220008973","0.752955919277183"
"No","1997","Part Time","Couple + C. LE and GT 16","167","0.714623137192511","0.656133589069633","0.77311268531539"
"No","1997","Not Working","1-pers.-HH","7","","",""
"No","1997","Not Working","(Married) couple without C. ","17","","",""
"No","1997","Not Working","Single parent ","8","","",""
"No","1997","Not Working","Couple + C. LE 16 ","24","","",""
"No","1997","Not Working","Couple + C. GT 16 ","23","","",""
"No","1997","Not Working","Couple + C. LE and GT 16","11","","",""
"Yes","1998","Full Time","1-pers.-HH","185","0.323245589735712","0.285695860253486","0.360795319217937"
"Yes","1998","Full Time","(Married) couple without C. ","426","0.285882613408477","0.263168019740195","0.308597207076759"
"Yes","1998","Full Time","Single parent ","76","0.396853864053364","0.334434596085767","0.459273132020961"
"Yes","1998","Full Time","Couple + C. LE 16 ","322","0.220876674002973","0.19984127168339","0.241912076322555"
"Yes","1998","Full Time","Couple + C. GT 16 ","258","0.250975043557247","0.225491541495294","0.276458545619201"
"Yes","1998","Full Time","Couple + C. LE and GT 16","134","0.258987257688922","0.221656028362045","0.296318487015799"
"Yes","1998","Part Time","1-pers.-HH","46","0.259959560269606","0.19283108388731","0.327088036651903"
"Yes","1998","Part Time","(Married) couple without C. ","119","0.227602342860423","0.189975503480813","0.265229182240034"
"Yes","1998","Part Time","Single parent ","39","0.211199229493925","0.147756865596303","0.274641593391546"
"Yes","1998","Part Time","Couple + C. LE 16 ","156","0.2572796366282","0.223036282519112","0.291522990737288"
"Yes","1998","Part Time","Couple + C. GT 16 ","122","0.259204229365405","0.218444912660178","0.299963546070633"
"Yes","1998","Part Time","Couple + C. LE and GT 16","62","0.225925361106423","0.174293030059053","0.277557692153794"
"Yes","1998","Not Working","1-pers.-HH","7","","",""
"Yes","1998","Not Working","(Married) couple without C. ","4","","",""
"Yes","1998","Not Working","Single parent ","3","","",""
"Yes","1998","Not Working","Couple + C. LE 16 ","13","","",""
"Yes","1998","Not Working","Couple + C. GT 16 ","6","","",""
"Yes","1998","Not Working","Couple + C. LE and GT 16","4","","",""
"No","1998","Full Time","1-pers.-HH","411","0.676754410264288","0.639204680782063","0.714304139746514"
"No","1998","Full Time","(Married) couple without C. ","1094","0.714117386591523","0.691402792923241","0.736831980259805"
"No","1998","Full Time","Single parent ","160","0.603146135946636","0.54072686797904","0.665565403914233"
"No","1998","Full Time","Couple + C. LE 16 ","1172","0.779123325997027","0.758087923677445","0.80015872831661"
"No","1998","Full Time","Couple + C. GT 16 ","854","0.749024956442753","0.723541454380799","0.774508458504706"
"No","1998","Full Time","Couple + C. LE and GT 16","395","0.741012742311078","0.703681512984201","0.778343971637955"
"No","1998","Part Time","1-pers.-HH","118","0.740040439730394","0.672911963348097","0.80716891611269"
"No","1998","Part Time","(Married) couple without C. ","358","0.772397657139577","0.734770817759966","0.810024496519187"
"No","1998","Part Time","Single parent ","120","0.788800770506076","0.725358406608455","0.852243134403697"
"No","1998","Part Time","Couple + C. LE 16 ","470","0.7427203633718","0.708477009262712","0.776963717480888"
"No","1998","Part Time","Couple + C. GT 16 ","322","0.740795770634595","0.700036453929367","0.781555087339822"
"No","1998","Part Time","Couple + C. LE and GT 16","190","0.774074638893577","0.722442307846206","0.825706969940947"
"No","1998","Not Working","1-pers.-HH","8","","",""
"No","1998","Not Working","(Married) couple without C. ","14","","",""
"No","1998","Not Working","Single parent ","6","","",""
"No","1998","Not Working","Couple + C. LE 16 ","31","0.681875767080434","0.544258554421292","0.819492979739576"
"No","1998","Not Working","Couple + C. GT 16 ","15","","",""
"No","1998","Not Working","Couple + C. LE and GT 16","13","","",""
"Yes","1999","Full Time","1-pers.-HH","170","0.316099967943138","0.277997016739656","0.354202919146621"
"Yes","1999","Full Time","(Married) couple without C. ","412","0.279127882771497","0.256102860785389","0.302152904757606"
"Yes","1999","Full Time","Single parent ","71","0.35198620791927","0.291437610339965","0.412534805498574"
"Yes","1999","Full Time","Couple + C. LE 16 ","296","0.218640322354847","0.197270036363544","0.24001060834615"
"Yes","1999","Full Time","Couple + C. GT 16 ","252","0.255819245674363","0.229250317333612","0.282388174015115"
"Yes","1999","Full Time","Couple + C. LE and GT 16","123","0.258905531941949","0.219881435082885","0.297929628801013"
"Yes","1999","Part Time","1-pers.-HH","44","0.250352083863371","0.184049501853515","0.316654665873228"
"Yes","1999","Part Time","(Married) couple without C. ","109","0.225466771583845","0.186105833250165","0.264827709917525"
"Yes","1999","Part Time","Single parent ","40","0.241804431110506","0.171626134798644","0.311982727422367"
"Yes","1999","Part Time","Couple + C. LE 16 ","140","0.264751805017824","0.228968692354725","0.300534917680924"
"Yes","1999","Part Time","Couple + C. GT 16 ","92","0.232705632281314","0.191191973862683","0.274219290699945"
"Yes","1999","Part Time","Couple + C. LE and GT 16","58","0.236759250001063","0.181337769383162","0.292180730618963"
"Yes","1999","Not Working","1-pers.-HH","2","","",""
"Yes","1999","Not Working","(Married) couple without C. ","5","","",""
"Yes","1999","Not Working","Single parent ","","","",""
"Yes","1999","Not Working","Couple + C. LE 16 ","10","","",""
"Yes","1999","Not Working","Couple + C. GT 16 ","3","","",""
"Yes","1999","Not Working","Couple + C. LE and GT 16","","","",""
"No","1999","Full Time","1-pers.-HH","402","0.683900032056862","0.645797080853379","0.722002983260344"
"No","1999","Full Time","(Married) couple without C. ","1046","0.720872117228503","0.697847095242394","0.743897139214611"
"No","1999","Full Time","Single parent ","168","0.64801379208073","0.587465194501426","0.708562389660034"
"No","1999","Full Time","Couple + C. LE 16 ","1141","0.781359677645153","0.75998939165385","0.802729963636456"
"No","1999","Full Time","Couple + C. GT 16 ","784","0.744180754325637","0.717611825984885","0.770749682666388"
"No","1999","Full Time","Couple + C. LE and GT 16","361","0.741094468058051","0.702070371198987","0.780118564917115"
"No","1999","Part Time","1-pers.-HH","120","0.749647916136629","0.683345334126772","0.815950498146485"
"No","1999","Part Time","(Married) couple without C. ","324","0.774533228416155","0.735172290082475","0.813894166749835"
"No","1999","Part Time","Single parent ","103","0.758195568889494","0.688017272577633","0.828373865201356"
"No","1999","Part Time","Couple + C. LE 16 ","444","0.735248194982176","0.699465082319076","0.771031307645275"
"No","1999","Part Time","Couple + C. GT 16 ","306","0.767294367718686","0.725780709300054","0.808808026137317"
"No","1999","Part Time","Couple + C. LE and GT 16","168","0.763240749998937","0.707819269381037","0.818662230616838"
"No","1999","Not Working","1-pers.-HH","6","","",""
"No","1999","Not Working","(Married) couple without C. ","15","","",""
"No","1999","Not Working","Single parent ","9","","",""
"No","1999","Not Working","Couple + C. LE 16 ","27","","",""
"No","1999","Not Working","Couple + C. GT 16 ","12","","",""
"No","1999","Not Working","Couple + C. LE and GT 16","9","","",""
"Yes","2000","Full Time","1-pers.-HH","329","0.260822250972605","0.236112722808728","0.285531779136483"
"Yes","2000","Full Time","(Married) couple without C. ","666","0.242226707601171","0.225809099613136","0.258644315589207"
"Yes","2000","Full Time","Single parent ","108","0.245793751259879","0.20596878628302","0.285618716236739"
"Yes","2000","Full Time","Couple + C. LE 16 ","530","0.208560773251919","0.192938162300574","0.224183384203264"
"Yes","2000","Full Time","Couple + C. GT 16 ","429","0.247983189665025","0.227756262377139","0.268210116952911"
"Yes","2000","Full Time","Couple + C. LE and GT 16","203","0.239490980132307","0.210316108921438","0.268665851343176"
"Yes","2000","Part Time","1-pers.-HH","73","0.204955658642874","0.162048054565445","0.247863262720302"
"Yes","2000","Part Time","(Married) couple without C. ","220","0.267059860649898","0.236266998372299","0.297852722927498"
"Yes","2000","Part Time","Single parent ","54","0.179712250942125","0.132494729374329","0.226929772509921"
"Yes","2000","Part Time","Couple + C. LE 16 ","284","0.248076359631487","0.222883313623137","0.273269405639837"
"Yes","2000","Part Time","Couple + C. GT 16 ","164","0.215259462293127","0.185465135840899","0.245053788745354"
"Yes","2000","Part Time","Couple + C. LE and GT 16","112","0.23597000884756","0.196022763768891","0.275917253926229"
"Yes","2000","Not Working","1-pers.-HH","8","","",""
"Yes","2000","Not Working","(Married) couple without C. ","5","","",""
"Yes","2000","Not Working","Single parent ","7","","",""
"Yes","2000","Not Working","Couple + C. LE 16 ","9","","",""
"Yes","2000","Not Working","Couple + C. GT 16 ","17","","",""
"Yes","2000","Not Working","Couple + C. LE and GT 16","5","","",""
"No","2000","Full Time","1-pers.-HH","884","0.739177749027395","0.714468220863518","0.763887277191272"
"No","2000","Full Time","(Married) couple without C. ","1950","0.757773292398829","0.741355684410793","0.774190900386864"
"No","2000","Full Time","Single parent ","341","0.754206248740121","0.714381283763261","0.79403121371698"
"No","2000","Full Time","Couple + C. LE 16 ","2068","0.791439226748081","0.775816615796736","0.807061837699426"
"No","2000","Full Time","Couple + C. GT 16 ","1322","0.752016810334975","0.731789883047089","0.772243737622861"
"No","2000","Full Time","Couple + C. LE and GT 16","619","0.760509019867693","0.731334148656824","0.789683891078562"
"No","2000","Part Time","1-pers.-HH","267","0.795044341357126","0.752136737279698","0.837951945434555"
"No","2000","Part Time","(Married) couple without C. ","573","0.732940139350102","0.702147277072502","0.763733001627701"
"No","2000","Part Time","Single parent ","200","0.820287749057875","0.773070227490079","0.867505270625671"
"No","2000","Part Time","Couple + C. LE 16 ","845","0.751923640368513","0.726730594360163","0.777116686376863"
"No","2000","Part Time","Couple + C. GT 16 ","567","0.784740537706873","0.754946211254646","0.8145348641591"
"No","2000","Part Time","Couple + C. LE and GT 16","322","0.76402999115244","0.724082746073771","0.803977236231109"
"No","2000","Not Working","1-pers.-HH","24","","",""
"No","2000","Not Working","(Married) couple without C. ","32","0.888729639777056","0.787403427539237","0.990055852014875"
"No","2000","Not Working","Single parent ","17","","",""
"No","2000","Not Working","Couple + C. LE 16 ","68","0.894061576625697","0.825320995935422","0.962802157315972"
"No","2000","Not Working","Couple + C. GT 16 ","36","0.70782697596952","0.585395307213504","0.830258644725537"
"No","2000","Not Working","Couple + C. LE and GT 16","20","","",""
"Yes","2001","Full Time","1-pers.-HH","275","0.24499556455189","0.218993933270253","0.270997195833526"
"Yes","2001","Full Time","(Married) couple without C. ","585","0.251309740276806","0.233126186536119","0.269493294017492"
"Yes","2001","Full Time","Single parent ","89","0.238370978527438","0.195473978830929","0.281267978223947"
"Yes","2001","Full Time","Couple + C. LE 16 ","468","0.210730191320971","0.193990139678499","0.227470242963444"
"Yes","2001","Full Time","Couple + C. GT 16 ","377","0.245454396829671","0.224022997105646","0.266885796553696"
"Yes","2001","Full Time","Couple + C. LE and GT 16","166","0.22054893689159","0.190472002243383","0.250625871539796"
"Yes","2001","Part Time","1-pers.-HH","76","0.23268929453227","0.186100831849954","0.279277757214586"
"Yes","2001","Part Time","(Married) couple without C. ","173","0.248871010361776","0.215960414597569","0.281781606125984"
"Yes","2001","Part Time","Single parent ","47","0.205791415932696","0.152848848568609","0.258733983296783"
"Yes","2001","Part Time","Couple + C. LE 16 ","252","0.261316912785488","0.233725022798975","0.288908802772002"
"Yes","2001","Part Time","Couple + C. GT 16 ","172","0.26666006521989","0.231451896459274","0.301868233980505"
"Yes","2001","Part Time","Couple + C. LE and GT 16","94","0.239530677609952","0.195685804220885","0.28337555099902"
"Yes","2001","Not Working","1-pers.-HH","2","","",""
"Yes","2001","Not Working","(Married) couple without C. ","2","","",""
"Yes","2001","Not Working","Single parent ","3","","",""
"Yes","2001","Not Working","Couple + C. LE 16 ","17","","",""
"Yes","2001","Not Working","Couple + C. GT 16 ","6","","",""
"Yes","2001","Not Working","Couple + C. LE and GT 16","3","","",""
"No","2001","Full Time","1-pers.-HH","776","0.75500443544811","0.729002804166474","0.781006066729747"
"No","2001","Full Time","(Married) couple without C. ","1601","0.748690259723194","0.730506705982508","0.766873813463881"
"No","2001","Full Time","Single parent ","290","0.761629021472562","0.718732021776053","0.804526021169071"
"No","2001","Full Time","Couple + C. LE 16 ","1812","0.789269808679029","0.772529757036556","0.806009860321501"
"No","2001","Full Time","Couple + C. GT 16 ","1172","0.754545603170329","0.733114203446304","0.775977002894354"
"No","2001","Full Time","Couple + C. LE and GT 16","564","0.77945106310841","0.749374128460204","0.809527997756617"
"No","2001","Part Time","1-pers.-HH","240","0.76731070546773","0.720722242785414","0.813899168150046"
"No","2001","Part Time","(Married) couple without C. ","490","0.751128989638224","0.718218393874016","0.784039585402431"
"No","2001","Part Time","Single parent ","177","0.794208584067304","0.741266016703217","0.847151151431391"
"No","2001","Part Time","Couple + C. LE 16 ","722","0.738683087214512","0.711091197227998","0.766274977201025"
"No","2001","Part Time","Couple + C. GT 16 ","434","0.73333993478011","0.698131766019495","0.768548103540726"
"No","2001","Part Time","Couple + C. LE and GT 16","270","0.760469322390047","0.71662444900098","0.804314195779115"
"No","2001","Not Working","1-pers.-HH","18","","",""
"No","2001","Not Working","(Married) couple without C. ","22","","",""
"No","2001","Not Working","Single parent ","15","","",""
"No","2001","Not Working","Couple + C. LE 16 ","52","0.820899699950549","0.730427166699448","0.91137223320165"
"No","2001","Not Working","Couple + C. GT 16 ","23","","",""
"No","2001","Not Working","Couple + C. LE and GT 16","22","","",""
"Yes","2002","Full Time","1-pers.-HH","286","0.243325885585709","0.217922511193302","0.268729259978117"
"Yes","2002","Full Time","(Married) couple without C. ","742","0.262199808207003","0.245208399498169","0.279191216915837"
"Yes","2002","Full Time","Single parent ","99","0.243450632117052","0.202209980816584","0.28469128341752"
"Yes","2002","Full Time","Couple + C. LE 16 ","509","0.209613734155454","0.193230038421342","0.225997429889567"
