"pgoeffd","year","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Yes","2009","1-pers.-HH","355","0.244653931262549","0.221357290385643","0.267950572139456"
"Yes","2009","Couple + C. GT 16 ","533","0.212158142749299","0.194709599311544","0.229606686187054"
"Yes","2009","Couple + C. LE 16 ","517","0.214394377539997","0.197376104230423","0.231412650849571"
"Yes","2009","Couple + C. LE and GT 16","177","0.16264580856799","0.137509068176553","0.187782548959428"
"Yes","2009","Single parent ","144","0.24102590422611","0.206944636507428","0.275107171944793"
"No","2010","(Married) couple without C. ","2002","0.75983259952563","0.743790525010906","0.775874674040353"
"No","2010","1-pers.-HH","822","0.723699505967144","0.697922104065719","0.749476907868568"
"No","2010","Couple + C. GT 16 ","1382","0.780441962154814","0.761660160587926","0.799223763721701"
"No","2010","Couple + C. LE 16 ","4100","0.780453914959385","0.769156319863399","0.791751510055371"
"No","2010","Couple + C. LE and GT 16","824","0.853123776267133","0.831346836906385","0.874900715627881"
"No","2010","Single parent ","1040","0.758441766117812","0.736028710612937","0.780854821622687"
"Yes","2010","(Married) couple without C. ","722","0.24016740047437","0.224125325959646","0.256209474989094"
"Yes","2010","1-pers.-HH","334","0.276300494032856","0.250523092131432","0.302077895934281"
"Yes","2010","Couple + C. GT 16 ","484","0.219558037845186","0.200776236278299","0.238339839412074"
"Yes","2010","Couple + C. LE 16 ","1057","0.219546085040615","0.208248489944629","0.230843680136601"
"Yes","2010","Couple + C. LE and GT 16","191","0.146876223732867","0.125099284372119","0.168653163093615"
"Yes","2010","Single parent ","361","0.241558233882188","0.219145178377313","0.263971289387063"
"No","2011","(Married) couple without C. ","2505","0.750619214444783","0.736186300223787","0.765052128665779"
"No","2011","1-pers.-HH","1073","0.72438198048098","0.701800012049146","0.746963948912815"
"No","2011","Couple + C. GT 16 ","1612","0.778059205353235","0.76046941790757","0.795648992798899"
"No","2011","Couple + C. LE 16 ","4412","0.781027029784514","0.77024371821222","0.791810341356808"
"No","2011","Couple + C. LE and GT 16","1054","0.808891189475244","0.7877289445618","0.830053434388689"
"No","2011","Single parent ","1357","0.781377926527343","0.7623998812501","0.800355971804585"
"Yes","2011","(Married) couple without C. ","947","0.249380785555217","0.234947871334221","0.263813699776213"
"Yes","2011","1-pers.-HH","431","0.27561801951902","0.253036051087185","0.298199987950855"
"Yes","2011","Couple + C. GT 16 ","532","0.221940794646765","0.204351007201101","0.23953058209243"
"Yes","2011","Couple + C. LE 16 ","1238","0.218972970215486","0.208189658643193","0.22975628178778"
"Yes","2011","Couple + C. LE and GT 16","272","0.191108810524756","0.169946565611311","0.2122710554382"
"Yes","2011","Single parent ","465","0.218622073472657","0.199644028195415","0.2376001187499"
"No","2012","(Married) couple without C. ","2374","0.743559541399153","0.728672324804154","0.758446757994152"
"No","2012","1-pers.-HH","1123","0.719721506861477","0.697645188107293","0.741797825615661"
"No","2012","Couple + C. GT 16 ","1500","0.775628478459264","0.75731355190309","0.793943405015437"
"No","2012","Couple + C. LE 16 ","4275","0.786477330592213","0.775623539183207","0.797331122001218"
"No","2012","Couple + C. LE and GT 16","1108","0.803882458455077","0.782887780322711","0.824877136587442"
"No","2012","Single parent ","1350","0.784918973815686","0.765921864749232","0.80391608288214"
"Yes","2012","(Married) couple without C. ","931","0.256440458600847","0.241553242005848","0.271327675195846"
"Yes","2012","1-pers.-HH","467","0.280278493138523","0.25820217438434","0.302354811892707"
"Yes","2012","Couple + C. GT 16 ","493","0.224371521540736","0.206056594984563","0.24268644809691"
"Yes","2012","Couple + C. LE 16 ","1201","0.213522669407787","0.202668877998782","0.224376460816793"
"Yes","2012","Couple + C. LE and GT 16","266","0.196117541544923","0.175122863412558","0.217112219677289"
"Yes","2012","Single parent ","447","0.215081026184314","0.19608391711786","0.234078135250768"
"No","2013","(Married) couple without C. ","2518","0.72672213430759","0.711920143497998","0.741524125117183"
"No","2013","1-pers.-HH","1228","0.723472948251475","0.702154467716797","0.744791428786154"
"No","2013","Couple + C. GT 16 ","1654","0.757814589720034","0.739839288059341","0.775789891380727"
"No","2013","Couple + C. LE 16 ","4637","0.786476588977291","0.776015621897396","0.796937556057187"
"No","2013","Couple + C. LE and GT 16","1335","0.807713738688268","0.788778347018088","0.826649130358449"
"No","2013","Single parent ","1411","0.757625465779866","0.738301205081102","0.776949726478631"
"Yes","2013","(Married) couple without C. ","964","0.27327786569241","0.258475874882817","0.288079856502002"
"Yes","2013","1-pers.-HH","463","0.276527051748525","0.255208571213847","0.297845532283203"
"Yes","2013","Couple + C. GT 16 ","528","0.242185410279966","0.224210108619273","0.260160711940659"
"Yes","2013","Couple + C. LE 16 ","1258","0.213523411022709","0.203062443942813","0.223984378102604"
"Yes","2013","Couple + C. LE and GT 16","329","0.192286261311732","0.173350869641551","0.211221652981912"
"Yes","2013","Single parent ","478","0.242374534220134","0.22305027352137","0.261698794918898"
"No","2014","(Married) couple without C. ","2400","0.718364788784787","0.70313786829194","0.733591709277634"
"No","2014","1-pers.-HH","1085","0.713384366975752","0.69078576075691","0.735982973194593"
"No","2014","Couple + C. GT 16 ","1531","0.779006489807751","0.760670421886975","0.797342557728527"
"No","2014","Couple + C. LE 16 ","3921","0.763039781894366","0.751287597848225","0.774791965940508"
"No","2014","Couple + C. LE and GT 16","1174","0.780759805847085","0.759878087535735","0.801641524158436"
"No","2014","Single parent ","1160","0.757906676993337","0.736588922098982","0.779224431887693"
"Yes","2014","(Married) couple without C. ","952","0.281635211215213","0.266408290722366","0.29686213170806"
"Yes","2014","1-pers.-HH","453","0.286615633024248","0.264017026805406","0.30921423924309"
"Yes","2014","Couple + C. GT 16 ","436","0.220993510192249","0.202657442271473","0.239329578113025"
"Yes","2014","Couple + C. LE 16 ","1108","0.236960218105634","0.225208034059492","0.248712402151775"
"Yes","2014","Couple + C. LE and GT 16","334","0.219240194152915","0.198358475841564","0.240121912464265"
"Yes","2014","Single parent ","391","0.242093323006663","0.220775568112307","0.263411077901018"
"No","2015","(Married) couple without C. ","2518","0.72593518767667","0.711031926295454","0.740838449057886"
"No","2015","1-pers.-HH","1217","0.733604721075318","0.712215837266601","0.754993604884035"
"No","2015","Couple + C. GT 16 ","1454","0.782213948420716","0.763596296572637","0.800831600268796"
"No","2015","Couple + C. LE 16 ","3790","0.754667861205574","0.742618902348714","0.766716820062435"
"No","2015","Couple + C. LE and GT 16","1171","0.797473617709274","0.777074647954046","0.817872587464501"
"No","2015","Single parent ","1110","0.76620541803084","0.744671603354975","0.787739232706705"
"Yes","2015","(Married) couple without C. ","923","0.27406481232333","0.259161550942114","0.288968073704546"
"Yes","2015","1-pers.-HH","424","0.266395278924682","0.245006395115965","0.287784162733399"
"Yes","2015","Couple + C. GT 16 ","434","0.217786051579284","0.199168399731204","0.236403703427364"
"Yes","2015","Couple + C. LE 16 ","1109","0.245332138794426","0.233283179937565","0.257381097651286"
"Yes","2015","Couple + C. LE and GT 16","320","0.202526382290726","0.182127412535499","0.222925352045954"
"Yes","2015","Single parent ","374","0.23379458196916","0.212260767293295","0.255328396645025"
"No","2016","(Married) couple without C. ","2348","0.724985006965199","0.709619377139577","0.74035063679082"
"No","2016","1-pers.-HH","1248","0.731819231944177","0.710552732188995","0.753085731699359"
"No","2016","Couple + C. GT 16 ","1375","0.792824666197062","0.773954582234894","0.811694750159231"
"No","2016","Couple + C. LE 16 ","3464","0.756355168144195","0.743788932113094","0.768921404175295"
"No","2016","Couple + C. LE and GT 16","1106","0.760712623455448","0.738865237329657","0.78256000958124"
"No","2016","Single parent ","1046","0.759617013167608","0.737152868049728","0.782081158285488"
"Yes","2016","(Married) couple without C. ","896","0.275014993034801","0.25964936320918","0.290380622860423"
"Yes","2016","1-pers.-HH","419","0.268180768055823","0.246914268300641","0.289447267811005"
"Yes","2016","Couple + C. GT 16 ","397","0.207175333802937","0.188305249840769","0.226045417765106"
"Yes","2016","Couple + C. LE 16 ","1019","0.243644831855805","0.231078595824705","0.256211067886906"
"Yes","2016","Couple + C. LE and GT 16","359","0.239287376544551","0.21743999041876","0.261134762670343"
"Yes","2016","Single parent ","344","0.240382986832392","0.217918841714512","0.262847131950272"
"No","2017","(Married) couple without C. ","2819","0.732605465418077","0.718612033503931","0.746598897332224"
"No","2017","1-pers.-HH","1619","0.731627241421865","0.712940423052238","0.750314059791492"
"No","2017","Couple + C. GT 16 ","1603","0.769119872849621","0.751369420148107","0.786870325551134"
"No","2017","Couple + C. LE 16 ","3706","0.758409995723613","0.746288063841422","0.770531927605805"
"No","2017","Couple + C. LE and GT 16","1209","0.767613776806525","0.746899384255502","0.788328169357548"
"No","2017","Single parent ","1101","0.773116960702111","0.751530195852184","0.794703725552039"
"Yes","2017","(Married) couple without C. ","1024","0.267394534581923","0.253401102667776","0.281387966496069"
"Yes","2017","1-pers.-HH","541","0.268372758578135","0.249685940208508","0.287059576947762"
"Yes","2017","Couple + C. GT 16 ","562","0.230880127150379","0.213129674448866","0.248630579851893"
"Yes","2017","Couple + C. LE 16 ","1084","0.241590004276387","0.229468072394195","0.253711936158578"
"Yes","2017","Couple + C. LE and GT 16","388","0.232386223193476","0.211671830642453","0.253100615744499"
"Yes","2017","Single parent ","345","0.226883039297889","0.205296274447961","0.248469804147816"
"No","2018","(Married) couple without C. ","2600","0.716512813683285","0.701802771189841","0.731222856176728"
"No","2018","1-pers.-HH","1701","0.725028253440931","0.706583118149718","0.743473388732144"
"No","2018","Couple + C. GT 16 ","1514","0.780112247526721","0.761983409414569","0.798241085638873"
"No","2018","Couple + C. LE 16 ","3437","0.74962375329471","0.736934844417916","0.762312662171505"
"No","2018","Couple + C. LE and GT 16","1210","0.768958143850422","0.748028538119843","0.789887749581002"
"No","2018","Single parent ","1059","0.755603097332235","0.733188783095149","0.77801741156932"
"Yes","2018","(Married) couple without C. ","1006","0.283487186316715","0.268777143823272","0.298197228810159"
"Yes","2018","1-pers.-HH","550","0.274971746559069","0.256526611267856","0.293416881850282"
"Yes","2018","Couple + C. GT 16 ","491","0.219887752473279","0.201758914361127","0.238016590585431"
"Yes","2018","Couple + C. LE 16 ","1041","0.25037624670529","0.237687337828495","0.263065155582084"
"Yes","2018","Couple + C. LE and GT 16","348","0.231041856149578","0.210112250418998","0.251971461880157"
"Yes","2018","Single parent ","353","0.244396902667765","0.22198258843068","0.266811216904851"
"No","2019","(Married) couple without C. ","2658","0.7139982963287","0.699358317584842","0.728638275072558"
"No","2019","1-pers.-HH","1740","0.726961276981851","0.708737855908101","0.7451846980556"
"No","2019","Couple + C. GT 16 ","1420","0.761280376756971","0.742142091622191","0.780418661891751"
"No","2019","Couple + C. LE 16 ","3130","0.759024413726177","0.745882094432977","0.772166733019378"
"No","2019","Couple + C. LE and GT 16","1232","0.780380457740497","0.759954460201961","0.800806455279034"
"No","2019","Single parent ","1008","0.747193198229554","0.72394000153484","0.770446394924268"
"Yes","2019","(Married) couple without C. ","1002","0.2860017036713","0.271361724927442","0.300641682415158"
"Yes","2019","1-pers.-HH","556","0.273038723018149","0.2548153019444","0.291262144091899"
"Yes","2019","Couple + C. GT 16 ","486","0.238719623243029","0.219581338108249","0.257857908377809"
"Yes","2019","Couple + C. LE 16 ","938","0.240975586273823","0.227833266980622","0.254117905567023"
"Yes","2019","Couple + C. LE and GT 16","346","0.219619542259503","0.199193544720966","0.240045539798039"
"Yes","2019","Single parent ","334","0.252806801770446","0.229553605075732","0.27605999846516"
