"pgoeffd","year","pgcasmin","sampreg","n","percent","lower_confidence","upper_confidence"
"Yes","2000","(2c_gen) general maturity certificate","West Germany","60","0.201192434143351","0.155599580682942","0.246785287603761"
"Yes","2000","(2c_gen) general maturity certificate","East Germany","","","",""
"Yes","2000","(2c_voc) vocational maturity certificate","West Germany","245","0.274894302373784","0.24654873406065","0.303239870686918"
"Yes","2000","(2c_voc) vocational maturity certificate","East Germany","36","0.319745406444162","0.237325250128653","0.40216556275967"
"Yes","2000","(3a) lower tertiary education","West Germany","247","0.322481600831293","0.288075299324205","0.356887902338381"
"Yes","2000","(3a) lower tertiary education","East Germany","199","0.381505879375141","0.338495977035257","0.424515781715025"
"Yes","2000","(3b) higher tertiary education","West Germany","465","0.36532729601306","0.338014768039204","0.392639823986915"
"Yes","2000","(3b) higher tertiary education","East Germany","178","0.426175149165449","0.378013170990061","0.474337127340837"
"No","2000","(0) in school","West Germany","35","0.903285920710837","0.811690119320093","0.99488172210158"
"No","2000","(0) in school","East Germany","","","",""
"No","2000","(1a) inadequately completed","West Germany","128","0.888209221222098","0.8372702636421","0.939148178802096"
"No","2000","(1a) inadequately completed","East Germany","","","",""
"No","2000","(1b) general elementary school","West Germany","829","0.850353312615359","0.827834637677418","0.872871987553299"
"No","2000","(1b) general elementary school","East Germany","65","0.875417286678353","0.800173839678619","0.950660733678086"
"No","2000","(1c) basic vocational qualification","West Germany","2937","0.836015144813637","0.823778260629817","0.848252028997457"
"No","2000","(1c) basic vocational qualification","East Germany","292","0.758628643567153","0.715604347206224","0.801652939928082"
"No","2000","(2b) intermediate general qualification","West Germany","263","0.878781140830006","0.842092066086542","0.915470215573471"
"No","2000","(2b) intermediate general qualification","East Germany","110","0.883986122717388","0.827160281945628","0.940811963489148"
"No","2000","(2a) intermediate vocational","West Germany","1811","0.735176016154107","0.717750317171368","0.752601715136845"
"No","2000","(2a) intermediate vocational","East Germany","1182","0.780023307027845","0.759205949159782","0.800840664895908"
"No","2000","(2c_gen) general maturity certificate","West Germany","237","0.798807565856648","0.753214712396239","0.844400419317058"
"No","2000","(2c_gen) general maturity certificate","East Germany","62","0.825607044920358","0.741399316279305","0.909814773561411"
"No","2000","(2c_voc) vocational maturity certificate","West Germany","708","0.725105697626216","0.696760129313082","0.75345126593935"
"No","2000","(2c_voc) vocational maturity certificate","East Germany","87","0.680254593555838","0.59783443724033","0.762674749871347"
"No","2000","(3a) lower tertiary education","West Germany","462","0.677518399168707","0.643112097661619","0.711924700675795"
"No","2000","(3a) lower tertiary education","East Germany","291","0.618494120624859","0.575484218284975","0.661504022964743"
"No","2000","(3b) higher tertiary education","West Germany","729","0.63467270398694","0.607360176013085","0.661985231960796"
"No","2000","(3b) higher tertiary education","East Germany","227","0.573824850834551","0.525662872659163","0.621986829009939"
"Yes","2001","(0) in school","West Germany","","","",""
"Yes","2001","(0) in school","East Germany","","","",""
"Yes","2001","(1a) inadequately completed","West Germany","","","",""
"Yes","2001","(1a) inadequately completed","East Germany","","","",""
"Yes","2001","(1b) general elementary school","West Germany","114","0.170610956587078","0.14404133712534","0.197180576048816"
"Yes","2001","(1b) general elementary school","East Germany","","","",""
"Yes","2001","(1c) basic vocational qualification","West Germany","478","0.160866800503494","0.147570196846966","0.174163404160021"
"Yes","2001","(1c) basic vocational qualification","East Germany","62","0.206063099235738","0.160293135197983","0.251833063273494"
"Yes","2001","(2b) intermediate general qualification","West Germany","41","0.166047081078301","0.120102509100132","0.21199165305647"
"Yes","2001","(2b) intermediate general qualification","East Germany","","","",""
"Yes","2001","(2a) intermediate vocational","West Germany","584","0.267576782017498","0.24883364542074","0.286319918614257"
"Yes","2001","(2a) intermediate vocational","East Germany","305","0.22802531096056","0.20561134954331","0.25043927237781"
"Yes","2001","(2c_gen) general maturity certificate","West Germany","48","0.174879912460709","0.129983639707096","0.219776185214322"
"Yes","2001","(2c_gen) general maturity certificate","East Germany","","","",""
"Yes","2001","(2c_voc) vocational maturity certificate","West Germany","203","0.255519873373011","0.225703756742241","0.28533599000378"
"Yes","2001","(2c_voc) vocational maturity certificate","East Germany","31","0.331806994281015","0.239054793184532","0.424559195377499"
"Yes","2001","(3a) lower tertiary education","West Germany","216","0.328990059018605","0.2923882879143","0.36559183012291"
"Yes","2001","(3a) lower tertiary education","East Germany","178","0.356866626201899","0.312749980864015","0.400983271539783"
"Yes","2001","(3b) higher tertiary education","West Germany","404","0.360625766999501","0.331553868624744","0.389697665374258"
"Yes","2001","(3b) higher tertiary education","East Germany","159","0.439100778258829","0.387692731901977","0.490508824615681"
"No","2001","(0) in school","West Germany","43","0.978255621668966","0.935642680727452","1.02086856261048"
"No","2001","(0) in school","East Germany","","","",""
"No","2001","(1a) inadequately completed","West Germany","87","0.883509824296448","0.821251368184081","0.945768280408814"
"No","2001","(1a) inadequately completed","East Germany","","","",""
"No","2001","(1b) general elementary school","West Germany","656","0.829389043412922","0.802819423951184","0.85595866287466"
"No","2001","(1b) general elementary school","East Germany","55","0.901059307286766","0.826130756075648","0.975987858497883"
"No","2001","(1c) basic vocational qualification","West Germany","2455","0.839133199496506","0.825836595839979","0.852429803153034"
"No","2001","(1c) basic vocational qualification","East Germany","238","0.793936900764262","0.748166936726506","0.839706864802017"
"No","2001","(2b) intermediate general qualification","West Germany","211","0.833952918921699","0.78800834694353","0.879897490899868"
"No","2001","(2b) intermediate general qualification","East Germany","85","0.843840574270758","0.771225501328709","0.916455647212807"
"No","2001","(2a) intermediate vocational","West Germany","1559","0.732423217982502","0.713680081385743","0.75116635457926"
"No","2001","(2a) intermediate vocational","East Germany","1041","0.77197468903944","0.74956072762219","0.79438865045669"
"No","2001","(2c_gen) general maturity certificate","West Germany","227","0.825120087539291","0.780223814785678","0.870016360292904"
"No","2001","(2c_gen) general maturity certificate","East Germany","51","0.676823551796054","0.572361076713267","0.781286026878842"
"No","2001","(2c_voc) vocational maturity certificate","West Germany","619","0.744480126626989","0.71466400999622","0.774296243257758"
"No","2001","(2c_voc) vocational maturity certificate","East Germany","68","0.668193005718985","0.575440804622501","0.760945206815468"
"No","2001","(3a) lower tertiary education","West Germany","417","0.671009940981395","0.63440816987709","0.7076117120857"
"No","2001","(3a) lower tertiary education","East Germany","275","0.643133373798101","0.599016728460217","0.687250019135985"
"No","2001","(3b) higher tertiary education","West Germany","644","0.639374233000499","0.610302334625742","0.668446131375256"
"No","2001","(3b) higher tertiary education","East Germany","199","0.560899221741171","0.509491175384319","0.612307268098023"
"Yes","2002","(0) in school","West Germany","","","",""
"Yes","2002","(0) in school","East Germany","","","",""
"Yes","2002","(1a) inadequately completed","West Germany","","","",""
"Yes","2002","(1a) inadequately completed","East Germany","","","",""
"Yes","2002","(1b) general elementary school","West Germany","107","0.15258424573587","0.127103009870768","0.178065481600972"
"Yes","2002","(1b) general elementary school","East Germany","","","",""
"Yes","2002","(1c) basic vocational qualification","West Germany","468","0.165230762095708","0.151695158785921","0.178766365405494"
"Yes","2002","(1c) basic vocational qualification","East Germany","54","0.180631794534065","0.135730362822067","0.225533226246062"
"Yes","2002","(2b) intermediate general qualification","West Germany","49","0.157678202209895","0.1145265271078","0.20082987731199"
"Yes","2002","(2b) intermediate general qualification","East Germany","","","",""
"Yes","2002","(2a) intermediate vocational","West Germany","666","0.273335562322275","0.255648438595569","0.291022686048981"
"Yes","2002","(2a) intermediate vocational","East Germany","305","0.226510908357779","0.204040825502804","0.248980991212755"
"Yes","2002","(2c_gen) general maturity certificate","West Germany","81","0.223974771920334","0.18004615668483","0.267903387155839"
"Yes","2002","(2c_gen) general maturity certificate","East Germany","","","",""
"Yes","2002","(2c_voc) vocational maturity certificate","West Germany","230","0.248891354623514","0.221681983140915","0.276100726106112"
"Yes","2002","(2c_voc) vocational maturity certificate","East Germany","34","0.260780363209516","0.182223947723283","0.339336778695749"
"Yes","2002","(3a) lower tertiary education","West Germany","267","0.29416330166553","0.263275193079987","0.325051410251074"
"Yes","2002","(3a) lower tertiary education","East Germany","168","0.35843564772359","0.313628483094605","0.403242812352576"
"Yes","2002","(3b) higher tertiary education","West Germany","701","0.373149461604941","0.349918649970704","0.396380273239177"
"Yes","2002","(3b) higher tertiary education","East Germany","214","0.438760745891579","0.393850071965008","0.48367141981815"
"No","2002","(0) in school","West Germany","54","0.874043316881027","0.790778743819799","0.957307889942256"
"No","2002","(0) in school","East Germany","","","",""
"No","2002","(1a) inadequately completed","West Germany","88","0.918921272713856","0.865422883607601","0.972419661820111"
"No","2002","(1a) inadequately completed","East Germany","","","",""
"No","2002","(1b) general elementary school","West Germany","658","0.84741575426413","0.821934518399028","0.872896990129232"
"No","2002","(1b) general elementary school","East Germany","48","0.900673254620662","0.821626602260209","0.979719906981115"
"No","2002","(1c) basic vocational qualification","West Germany","2424","0.834769237904292","0.821233634594506","0.848304841214079"
"No","2002","(1c) basic vocational qualification","East Germany","228","0.819368205465935","0.774466773753938","0.864269637177933"
"No","2002","(2b) intermediate general qualification","West Germany","225","0.842321797790105","0.79917012268801","0.8854734728922"
"No","2002","(2b) intermediate general qualification","East Germany","99","0.91642372453163","0.86422908750828","0.96861836155498"
"No","2002","(2a) intermediate vocational","West Germany","1773","0.726664437677725","0.708977313951019","0.744351561404431"
"No","2002","(2a) intermediate vocational","East Germany","1028","0.77348909164222","0.751019008787245","0.795959174497196"
"No","2002","(2c_gen) general maturity certificate","West Germany","265","0.776025228079666","0.732096612844161","0.81995384331517"
"No","2002","(2c_gen) general maturity certificate","East Germany","66","0.759431403744656","0.670127488830172","0.84873531865914"
"No","2002","(2c_voc) vocational maturity certificate","West Germany","740","0.751108645376486","0.723899273893888","0.778318016859085"
"No","2002","(2c_voc) vocational maturity certificate","East Germany","86","0.739219636790484","0.660663221304251","0.817776052276716"
"No","2002","(3a) lower tertiary education","West Germany","569","0.70583669833447","0.674948589748926","0.736724806920013"
"No","2002","(3a) lower tertiary education","East Germany","272","0.64156435227641","0.596757187647424","0.686371516905395"
"No","2002","(3b) higher tertiary education","West Germany","964","0.626850538395059","0.603619726760823","0.650081350029296"
"No","2002","(3b) higher tertiary education","East Germany","255","0.561239254108421","0.51632858018185","0.606149928034991"
"Yes","2003","(0) in school","West Germany","","","",""
"Yes","2003","(0) in school","East Germany","","","",""
"Yes","2003","(1a) inadequately completed","West Germany","","","",""
"Yes","2003","(1a) inadequately completed","East Germany","","","",""
"Yes","2003","(1b) general elementary school","West Germany","94","0.178981947818534","0.148783561632272","0.209180334004795"
"Yes","2003","(1b) general elementary school","East Germany","","","",""
"Yes","2003","(1c) basic vocational qualification","West Germany","420","0.173191347880159","0.158443139039765","0.187939556720553"
"Yes","2003","(1c) basic vocational qualification","East Germany","47","0.203308448098139","0.150837768395215","0.255779127801064"
"Yes","2003","(2b) intermediate general qualification","West Germany","49","0.189446138384521","0.141255236859657","0.237637039909384"
"Yes","2003","(2b) intermediate general qualification","East Germany","","","",""
"Yes","2003","(2a) intermediate vocational","West Germany","625","0.287639442426736","0.268741416188777","0.306537468664696"
"Yes","2003","(2a) intermediate vocational","East Germany","290","0.237804611443394","0.213706567391346","0.261902655495443"
"Yes","2003","(2c_gen) general maturity certificate","West Germany","63","0.263788327251087","0.21350011236306","0.314076542139114"
"Yes","2003","(2c_gen) general maturity certificate","East Germany","","","",""
"Yes","2003","(2c_voc) vocational maturity certificate","West Germany","225","0.270636298092672","0.241593842073896","0.299678754111448"
"Yes","2003","(2c_voc) vocational maturity certificate","East Germany","35","0.321063523728241","0.236100658203221","0.406026389253261"
"Yes","2003","(3a) lower tertiary education","West Germany","240","0.289388906357261","0.256869341853748","0.321908470860774"
"Yes","2003","(3a) lower tertiary education","East Germany","150","0.355594778183467","0.308565992197029","0.402623564169905"
"Yes","2003","(3b) higher tertiary education","West Germany","606","0.358569472927435","0.334061735223115","0.383077210631754"
"Yes","2003","(3b) higher tertiary education","East Germany","201","0.438283010885864","0.391494166866844","0.485071854904884"
"No","2003","(0) in school","West Germany","30","0.961787743541397","0.896379560945111","1.02719592613768"
"No","2003","(0) in school","East Germany","","","",""
"No","2003","(1a) inadequately completed","West Germany","72","0.923011419515343","0.864958739378497","0.981064099652189"
"No","2003","(1a) inadequately completed","East Germany","","","",""
"No","2003","(1b) general elementary school","West Germany","525","0.821018052181467","0.790819665995205","0.851216438367728"
"No","2003","(1b) general elementary school","East Germany","44","0.929559793090995","0.857912625239657","1.00120696094233"
"No","2003","(1c) basic vocational qualification","West Germany","2109","0.826808652119841","0.812060443279447","0.841556860960235"
"No","2003","(1c) basic vocational qualification","East Germany","179","0.796691551901861","0.744220872198936","0.849162231604785"
"No","2003","(2b) intermediate general qualification","West Germany","205","0.810553861615479","0.762362960090616","0.858744763140343"
"No","2003","(2b) intermediate general qualification","East Germany","76","0.885103756626547","0.817310166266778","0.952897346986317"
"No","2003","(2a) intermediate vocational","West Germany","1579","0.712360557573264","0.693462531335304","0.731258583811223"
"No","2003","(2a) intermediate vocational","East Germany","909","0.762195388556606","0.738097344504557","0.786293432608654"
"No","2003","(2c_gen) general maturity certificate","West Germany","232","0.736211672748913","0.685923457860886","0.786499887636939"
"No","2003","(2c_gen) general maturity certificate","East Germany","48","0.717866342253447","0.613914763801454","0.821817920705439"
"No","2003","(2c_voc) vocational maturity certificate","West Germany","674","0.729363701907328","0.700321245888552","0.758406157926104"
"No","2003","(2c_voc) vocational maturity certificate","East Germany","81","0.678936476271759","0.593973610746739","0.763899341796779"
"No","2003","(3a) lower tertiary education","West Germany","507","0.710611093642739","0.678091529139226","0.743130658146252"
"No","2003","(3a) lower tertiary education","East Germany","248","0.644405221816533","0.597376435830095","0.691434007802971"
"No","2003","(3b) higher tertiary education","West Germany","865","0.641430527072565","0.616922789368246","0.665938264776885"
"No","2003","(3b) higher tertiary education","East Germany","231","0.561716989114136","0.514928145095116","0.608505833133156"
"Yes","2004","(0) in school","West Germany","","","",""
"Yes","2004","(0) in school","East Germany","","","",""
"Yes","2004","(1a) inadequately completed","West Germany","","","",""
"Yes","2004","(1a) inadequately completed","East Germany","","","",""
"Yes","2004","(1b) general elementary school","West Germany","85","0.171145424349866","0.141617705415159","0.200673143284572"
"Yes","2004","(1b) general elementary school","East Germany","","","",""
"Yes","2004","(1c) basic vocational qualification","West Germany","407","0.17037709251497","0.155683599010409","0.185070586019532"
"Yes","2004","(1c) basic vocational qualification","East Germany","43","0.1800323948369","0.132688769912873","0.227376019760927"
"Yes","2004","(2b) intermediate general qualification","West Germany","47","0.15345933912844","0.109981625185478","0.196937053071402"
"Yes","2004","(2b) intermediate general qualification","East Germany","","","",""
"Yes","2004","(2a) intermediate vocational","West Germany","618","0.278369924064213","0.259751025788356","0.29698882234007"
"Yes","2004","(2a) intermediate vocational","East Germany","270","0.215849915732787","0.192941873437325","0.238757958028249"
"Yes","2004","(2c_gen) general maturity certificate","West Germany","60","0.221778918659286","0.17626075548888","0.267297081829693"
"Yes","2004","(2c_gen) general maturity certificate","East Germany","","","",""
"Yes","2004","(2c_voc) vocational maturity certificate","West Germany","231","0.257020703953943","0.229232613834736","0.284808794073151"
"Yes","2004","(2c_voc) vocational maturity certificate","East Germany","36","0.244619514633442","0.171288185617571","0.317950843649312"
"Yes","2004","(3a) lower tertiary education","West Germany","245","0.287492878303014","0.255166373299543","0.319819383306486"
"Yes","2004","(3a) lower tertiary education","East Germany","165","0.380824301827109","0.33438424693932","0.427264356714899"
"Yes","2004","(3b) higher tertiary education","West Germany","626","0.38022959826312","0.355793218453959","0.404665978072281"
"Yes","2004","(3b) higher tertiary education","East Germany","196","0.440367794788312","0.393446175880562","0.487289413696063"
"No","2004","(0) in school","West Germany","35","0.893240387362521","0.795055654466857","0.991425120258185"
"No","2004","(0) in school","East Germany","","","",""
"No","2004","(1a) inadequately completed","West Germany","66","0.894831840383584","0.826312120323441","0.963351560443727"
"No","2004","(1a) inadequately completed","East Germany","","","",""
"No","2004","(1b) general elementary school","West Germany","540","0.828854575650134","0.799326856715427","0.85838229458484"
"No","2004","(1b) general elementary school","East Germany","33","0.756728767862762","0.628487039407109","0.884970496318416"
"No","2004","(1c) basic vocational qualification","West Germany","2108","0.82962290748503","0.814929413980468","0.844316400989591"
"No","2004","(1c) basic vocational qualification","East Germany","210","0.8199676051631","0.772623980239073","0.867311230087127"
"No","2004","(2b) intermediate general qualification","West Germany","217","0.84654066087156","0.803062946928598","0.890018374814522"
"No","2004","(2b) intermediate general qualification","East Germany","76","0.862792696281039","0.791709216257785","0.933876176304293"
"No","2004","(2a) intermediate vocational","West Germany","1608","0.721630075935787","0.703011177659929","0.740248974211644"
"No","2004","(2a) intermediate vocational","East Germany","969","0.784150084267213","0.761242041971751","0.807058126562675"
"No","2004","(2c_gen) general maturity certificate","West Germany","260","0.778221081340713","0.732702918170307","0.82373924451112"
"No","2004","(2c_gen) general maturity certificate","East Germany","74","0.812144132315059","0.733599732358116","0.890688532272003"
"No","2004","(2c_voc) vocational maturity certificate","West Germany","719","0.742979296046057","0.715191205926849","0.770767386165265"
"No","2004","(2c_voc) vocational maturity certificate","East Germany","96","0.755380485366558","0.682049156350688","0.828711814382429"
"No","2004","(3a) lower tertiary education","West Germany","508","0.712507121696986","0.680180616693514","0.744833626700457"
"No","2004","(3a) lower tertiary education","East Germany","255","0.619175698172891","0.572735643285102","0.66561575306068"
"No","2004","(3b) higher tertiary education","West Germany","890","0.61977040173688","0.595334021927719","0.644206781546041"
"No","2004","(3b) higher tertiary education","East Germany","234","0.559632205211688","0.512710586303937","0.606553824119438"
"Yes","2005","(0) in school","West Germany","","","",""
"Yes","2005","(0) in school","East Germany","","","",""
"Yes","2005","(1a) inadequately completed","West Germany","","","",""
"Yes","2005","(1a) inadequately completed","East Germany","","","",""
"Yes","2005","(1b) general elementary school","West Germany","79","0.188804144365115","0.155231815965504","0.222376472764726"
"Yes","2005","(1b) general elementary school","East Germany","","","",""
"Yes","2005","(1c) basic vocational qualification","West Germany","372","0.171313940201822","0.155710676425026","0.186917203978619"
"Yes","2005","(1c) basic vocational qualification","East Germany","","","",""
"Yes","2005","(2b) intermediate general qualification","West Germany","37","0.144368651076531","0.0976061191820861","0.191131182970976"
"Yes","2005","(2b) intermediate general qualification","East Germany","","","",""
"Yes","2005","(2a) intermediate vocational","West Germany","562","0.271748807003044","0.252477392387536","0.291020221618552"
"Yes","2005","(2a) intermediate vocational","East Germany","248","0.233807156786699","0.209008338082839","0.258605975490558"
"Yes","2005","(2c_gen) general maturity certificate","West Germany","38","0.191885321169553","0.144203282040574","0.239567360298532"
"Yes","2005","(2c_gen) general maturity certificate","East Germany","","","",""
"Yes","2005","(2c_voc) vocational maturity certificate","West Germany","216","0.260889072511253","0.231776865504","0.290001279518506"
"Yes","2005","(2c_voc) vocational maturity certificate","East Germany","33","0.235873253916468","0.162326221151677","0.309420286681259"
"Yes","2005","(3a) lower tertiary education","West Germany","235","0.293133006463309","0.259290937864612","0.326975075062005"
"Yes","2005","(3a) lower tertiary education","East Germany","151","0.374974592739064","0.326553762048654","0.423395423429474"
"Yes","2005","(3b) higher tertiary education","West Germany","564","0.372816119824084","0.347126137036549","0.398506102611618"
"Yes","2005","(3b) higher tertiary education","East Germany","188","0.433760959153557","0.386364207205554","0.48115771110156"
"No","2005","(0) in school","West Germany","","","",""
"No","2005","(0) in school","East Germany","","","",""
"No","2005","(1a) inadequately completed","West Germany","50","0.842391645482351","0.752416106011972","0.93236718495273"
"No","2005","(1a) inadequately completed","East Germany","","","",""
"No","2005","(1b) general elementary school","West Germany","443","0.811195855634885","0.777623527235274","0.844768184034496"
"No","2005","(1b) general elementary school","East Germany","30","0.760178027241281","0.622599907192277","0.897756147290285"
"No","2005","(1c) basic vocational qualification","West Germany","1868","0.828686059798177","0.813082796021381","0.844289323574974"
"No","2005","(1c) basic vocational qualification","East Germany","154","0.858435297112061","0.807789469635753","0.90908112458837"
"No","2005","(2b) intermediate general qualification","West Germany","180","0.855631348923469","0.808868817029024","0.902393880817914"
"No","2005","(2b) intermediate general qualification","East Germany","57","0.86605939491452","0.786836832824259","0.945281957004781"
"No","2005","(2a) intermediate vocational","West Germany","1485","0.728251192996956","0.708979778381448","0.747522607612464"
"No","2005","(2a) intermediate vocational","East Germany","871","0.766192843213301","0.741394024509442","0.790991661917161"
"No","2005","(2c_gen) general maturity certificate","West Germany","224","0.808114678830447","0.760432639701468","0.855796717959426"
"No","2005","(2c_gen) general maturity certificate","East Germany","43","0.784330574608339","0.678483719888937","0.890177429327741"
"No","2005","(2c_voc) vocational maturity certificate","West Germany","658","0.739110927488747","0.709998720481494","0.768223134496"
"No","2005","(2c_voc) vocational maturity certificate","East Germany","95","0.764126746083532","0.690579713318741","0.837673778848323"
"No","2005","(3a) lower tertiary education","West Germany","460","0.706866993536691","0.673024924937994","0.740709062135388"
"No","2005","(3a) lower tertiary education","East Germany","233","0.625025407260936","0.576604576570526","0.673446237951347"
"No","2005","(3b) higher tertiary education","West Germany","797","0.627183880175917","0.601493897388382","0.652873862963451"
"No","2005","(3b) higher tertiary education","East Germany","232","0.566239040846442","0.518842288898439","0.613635792794446"
"Yes","2006","(0) in school","West Germany","","","",""
"Yes","2006","(0) in school","East Germany","","","",""
"Yes","2006","(1a) inadequately completed","West Germany","","","",""
"Yes","2006","(1a) inadequately completed","East Germany","","","",""
"Yes","2006","(1b) general elementary school","West Germany","79","0.195697819899016","0.160533981283592","0.230861658514441"
"Yes","2006","(1b) general elementary school","East Germany","","","",""
"Yes","2006","(1c) basic vocational qualification","West Germany","391","0.173044204342266","0.15761790416805","0.188470504516482"
"Yes","2006","(1c) basic vocational qualification","East Germany","30","0.13961318302464","0.0889815509840346","0.190244815065246"
"Yes","2006","(2b) intermediate general qualification","West Germany","39","0.144519548828283","0.0966200177598668","0.1924190798967"
"Yes","2006","(2b) intermediate general qualification","East Germany","","","",""
"Yes","2006","(2a) intermediate vocational","West Germany","590","0.262903362784917","0.244151347534586","0.281655378035249"
"Yes","2006","(2a) intermediate vocational","East Germany","250","0.228186706243666","0.203868229068979","0.252505183418353"
"Yes","2006","(2c_gen) general maturity certificate","West Germany","44","0.219844583127431","0.169113217035027","0.270575949219835"
"Yes","2006","(2c_gen) general maturity certificate","East Germany","","","",""
"Yes","2006","(2c_voc) vocational maturity certificate","West Germany","233","0.254059951221194","0.225666101243572","0.282453801198815"
"Yes","2006","(2c_voc) vocational maturity certificate","East Germany","38","0.273883001106706","0.198934236642713","0.348831765570699"
"Yes","2006","(3a) lower tertiary education","West Germany","250","0.304295518138515","0.27125627171453","0.337334764562501"
"Yes","2006","(3a) lower tertiary education","East Germany","150","0.351690427669464","0.303931565679639","0.399449289659288"
"Yes","2006","(3b) higher tertiary education","West Germany","587","0.362412381964492","0.337661803759055","0.387162960169929"
"Yes","2006","(3b) higher tertiary education","East Germany","194","0.455673933769489","0.408710171973525","0.502637695565453"
"No","2006","(0) in school","West Germany","","","",""
"No","2006","(0) in school","East Germany","","","",""
"No","2006","(1a) inadequately completed","West Germany","46","0.893607040338451","0.812118510557461","0.975095570119442"
"No","2006","(1a) inadequately completed","East Germany","","","",""
"No","2006","(1b) general elementary school","West Germany","410","0.804302180100984","0.769138341485559","0.839466018716408"
"No","2006","(1b) general elementary school","East Germany","","","",""
"No","2006","(1c) basic vocational qualification","West Germany","1919","0.826955795657734","0.811529495483518","0.84238209583195"
"No","2006","(1c) basic vocational qualification","East Germany","150","0.86038681697536","0.809755184934754","0.911018449015965"
"No","2006","(2b) intermediate general qualification","West Germany","168","0.855480451171717","0.8075809201033","0.903379982240133"
"No","2006","(2b) intermediate general qualification","East Germany","63","0.903634922562236","0.83685071148467","0.970419133639802"
"No","2006","(2a) intermediate vocational","West Germany","1527","0.737096637215083","0.718344621964751","0.755848652465414"
"No","2006","(2a) intermediate vocational","East Germany","894","0.771813293756334","0.747494816581646","0.796131770931021"
"No","2006","(2c_gen) general maturity certificate","West Germany","212","0.780155416872569","0.729424050780165","0.830886782964973"
"No","2006","(2c_gen) general maturity certificate","East Germany","42","0.738437844676734","0.618986554214308","0.85788913513916"
"No","2006","(2c_voc) vocational maturity certificate","West Germany","670","0.745940048778806","0.717546198801185","0.774333898756428"
"No","2006","(2c_voc) vocational maturity certificate","East Germany","98","0.726116998893294","0.6511682344293","0.801065763357287"
"No","2006","(3a) lower tertiary education","West Germany","495","0.695704481861485","0.662665235437499","0.72874372828547"
"No","2006","(3a) lower tertiary education","East Germany","234","0.648309572330536","0.600550710340712","0.696068434320361"
"No","2006","(3b) higher tertiary education","West Germany","862","0.637587618035508","0.612837039830071","0.662338196240945"
"No","2006","(3b) higher tertiary education","East Germany","238","0.544326066230511","0.497362304434547","0.591289828026475"
"Yes","2007","(0) in school","West Germany","","","",""
"Yes","2007","(0) in school","East Germany","","","",""
"Yes","2007","(1a) inadequately completed","West Germany","","","",""
"Yes","2007","(1a) inadequately completed","East Germany","","","",""
"Yes","2007","(1b) general elementary school","West Germany","74","0.158550185977704","0.12584039103148","0.191259980923927"
"Yes","2007","(1b) general elementary school","East Germany","","","",""
"Yes","2007","(1c) basic vocational qualification","West Germany","360","0.146079294068043","0.131670312302897","0.16048827583319"
"Yes","2007","(1c) basic vocational qualification","East Germany","35","0.239807358532207","0.178611734028651","0.301002983035762"
"Yes","2007","(2b) intermediate general qualification","West Germany","47","0.178742227073633","0.126799077817676","0.230685376329589"
"Yes","2007","(2b) intermediate general qualification","East Germany","","","",""
"Yes","2007","(2a) intermediate vocational","West Germany","557","0.238140737753855","0.220206915599993","0.256074559907717"
"Yes","2007","(2a) intermediate vocational","East Germany","230","0.217935301463286","0.194654401909695","0.241216201016877"
"Yes","2007","(2c_gen) general maturity certificate","West Germany","80","0.275111487011116","0.225238807317927","0.324984166704305"
"Yes","2007","(2c_gen) general maturity certificate","East Germany","","","",""
"Yes","2007","(2c_voc) vocational maturity certificate","West Germany","219","0.244244752287375","0.216482328214507","0.272007176360243"
"Yes","2007","(2c_voc) vocational maturity certificate","East Germany","36","0.213559833661915","0.150837992669122","0.276281674654707"
"Yes","2007","(3a) lower tertiary education","West Germany","241","0.28680566827563","0.254416112720429","0.319195223830831"
"Yes","2007","(3a) lower tertiary education","East Germany","138","0.324770186603141","0.277624456226221","0.37191591698006"
"Yes","2007","(3b) higher tertiary education","West Germany","597","0.394930797805116","0.369950087674989","0.419911507935244"
"Yes","2007","(3b) higher tertiary education","East Germany","196","0.419691220018059","0.373367934020585","0.466014506015533"
"No","2007","(0) in school","West Germany","","","",""
"No","2007","(0) in school","East Germany","","","",""
"No","2007","(1a) inadequately completed","West Germany","46","0.766046216794487","0.658023621432351","0.874068812156623"
"No","2007","(1a) inadequately completed","East Germany","","","",""
"No","2007","(1b) general elementary school","West Germany","405","0.841449814022296","0.808740019076073","0.87415960896852"
"No","2007","(1b) general elementary school","East Germany","31","0.854430431184058","0.745137582212699","0.963723280155417"
"No","2007","(1c) basic vocational qualification","West Germany","1948","0.853920705931957","0.83951172416681","0.868329687697103"
"No","2007","(1c) basic vocational qualification","East Germany","152","0.760192641467793","0.698997016964238","0.821388265971349"
"No","2007","(2b) intermediate general qualification","West Germany","162","0.821257772926367","0.769314623670411","0.873200922182324"
"No","2007","(2b) intermediate general qualification","East Germany","61","0.942219355959153","0.88755977838483","0.996878933533475"
"No","2007","(2a) intermediate vocational","West Germany","1610","0.761859262246145","0.743925440092283","0.779793084400007"
"No","2007","(2a) intermediate vocational","East Germany","978","0.782064698536714","0.758783798983123","0.805345598090305"
"No","2007","(2c_gen) general maturity certificate","West Germany","228","0.724888512988884","0.675015833295695","0.774761192682073"
"No","2007","(2c_gen) general maturity certificate","East Germany","61","0.771708079797738","0.674756779757941","0.868659379837535"
"No","2007","(2c_voc) vocational maturity certificate","West Germany","701","0.755755247712625","0.727992823639757","0.783517671785493"
