"pgoeffd","year","migback","sex","n","percent","lower_confidence","upper_confidence"
"No","2012","no migration background","Female","4764","0.701392126371028","0.690502719234736","0.712281533507319"
"No","2012","no migration background","Male","5048","0.775489548862238","0.765328609137764","0.785650488586711"
"Yes","2012","direct migration background","Female","187","0.243331760244736","0.213708509019921","0.272955011469551"
"Yes","2012","direct migration background","Male","75","0.086301292852522","0.0679350603106781","0.104667525394366"
"Yes","2012","indirect migration background","Female","89","0.225810903147735","0.183936880531617","0.267684925763853"
"Yes","2012","indirect migration background","Male","58","0.127310700126126","0.0953950747786334","0.159226325473619"
"Yes","2012","no migration background","Female","2021","0.298607873628972","0.28771846649268","0.309497280765264"
"Yes","2012","no migration background","Male","1430","0.224510451137762","0.214349511413289","0.234671390862236"
"No","2013","direct migration background","Female","1452","0.770802944487891","0.751508558777401","0.79009733019838"
"No","2013","direct migration background","Male","1755","0.911402100796269","0.898664991607801","0.924139209984737"
"No","2013","indirect migration background","Female","480","0.763108366326856","0.729668059014612","0.7965486736391"
"No","2013","indirect migration background","Male","601","0.860441347797607","0.834376678258078","0.886506017337136"
"No","2013","no migration background","Female","4432","0.680824284418568","0.669464712774724","0.692183856062411"
"No","2013","no migration background","Male","4544","0.773831860562995","0.763127960282677","0.784535760843313"
"Yes","2013","direct migration background","Female","371","0.229197055512109","0.20990266980162","0.248491441222599"
"Yes","2013","direct migration background","Male","157","0.0885978992037308","0.0758607900152626","0.101335008392199"
"Yes","2013","indirect migration background","Female","141","0.236891633673144","0.2034513263609","0.270331940985388"
"Yes","2013","indirect migration background","Male","78","0.139558652202393","0.113493982662865","0.165623321741922"
"Yes","2013","no migration background","Female","2037","0.319175715581433","0.307816143937589","0.330535287225276"
"Yes","2013","no migration background","Male","1324","0.226168139437005","0.215464239156687","0.236872039717323"
"No","2014","direct migration background","Female","1166","0.758688956635809","0.736808434915257","0.780569478356361"
"No","2014","direct migration background","Male","1413","0.883606474576649","0.867646358405669","0.89956659074763"
"No","2014","indirect migration background","Female","434","0.685535814299506","0.647749479878771","0.723322148720242"
"No","2014","indirect migration background","Male","488","0.856258331917733","0.827123384482656","0.885393279352811"
"No","2014","no migration background","Female","4027","0.682045124881706","0.67015950530175","0.693930744461662"
"No","2014","no migration background","Male","4127","0.767357139412146","0.756040643076135","0.778673635748156"
"Yes","2014","direct migration background","Female","303","0.241311043364191","0.219430521643639","0.263191565084743"
"Yes","2014","direct migration background","Male","138","0.116393525423351","0.10043340925237","0.132353641594331"
"Yes","2014","indirect migration background","Female","146","0.314464185700494","0.276677851279758","0.352250520121229"
"Yes","2014","indirect migration background","Male","69","0.143741668082267","0.114606720647189","0.172876615517344"
"Yes","2014","no migration background","Female","1870","0.317954875118294","0.306069255538339","0.32984049469825"
"Yes","2014","no migration background","Male","1228","0.232642860587854","0.221326364251844","0.243959356923864"
"No","2015","direct migration background","Female","1370","0.773557324470949","0.753549971943327","0.793564676998572"
"No","2015","direct migration background","Male","1704","0.914494028217824","0.901758520589196","0.927229535846451"
"No","2015","indirect migration background","Female","396","0.713486819197964","0.674663334885817","0.75231030351011"
"No","2015","indirect migration background","Male","454","0.847464559234502","0.816738888501765","0.878190229967239"
"No","2015","no migration background","Female","3817","0.676389757273207","0.664181850871255","0.688597663675159"
"No","2015","no migration background","Male","3898","0.77741759922006","0.765966174021074","0.788869024419047"
"Yes","2015","direct migration background","Female","311","0.226442675529051","0.206435323001428","0.246450028056673"
"Yes","2015","direct migration background","Male","148","0.0855059717821763","0.0727704641535493","0.0982414794108034"
"Yes","2015","indirect migration background","Female","125","0.286513180802037","0.24768969648989","0.325336665114183"
"Yes","2015","indirect migration background","Male","72","0.152535440765498","0.12180977003276","0.183261111498235"
"Yes","2015","no migration background","Female","1825","0.323610242726793","0.311402336324841","0.335818149128745"
"Yes","2015","no migration background","Male","1171","0.222582400779939","0.211130975580953","0.234033825978926"
"No","2016","direct migration background","Female","1230","0.808773828286514","0.789029479356915","0.828518177216112"
"No","2016","direct migration background","Male","1681","0.890536749710412","0.876366785094064","0.90470671432676"
"No","2016","indirect migration background","Female","398","0.704035929498195","0.665100224992098","0.742971634004292"
"No","2016","indirect migration background","Male","404","0.801785236234378","0.76634252115317","0.837227951315585"
"No","2016","no migration background","Female","3597","0.678293729247658","0.665732942358783","0.690854516136533"
"No","2016","no migration background","Male","3594","0.771633737358793","0.759617296162268","0.783650178555318"
"Yes","2016","direct migration background","Female","294","0.191226171713486","0.171481822783888","0.210970520643085"
"Yes","2016","direct migration background","Male","184","0.109463250289588","0.0952932856732405","0.123633214905936"
"Yes","2016","indirect migration background","Female","130","0.295964070501805","0.257028365995708","0.334899775007902"
"Yes","2016","indirect migration background","Male","82","0.198214763765622","0.162772048684415","0.23365747884683"
"Yes","2016","no migration background","Female","1716","0.321706270752342","0.309145483863467","0.334267057641217"
"Yes","2016","no migration background","Male","1094","0.228366262641207","0.216349821444682","0.240382703837732"
"No","2017","direct migration background","Female","1232","0.78285275791731","0.762104936438511","0.803600579396109"
"No","2017","direct migration background","Male","1921","0.893795426582616","0.880639952700555","0.906950900464677"
"No","2017","indirect migration background","Female","429","0.70273653522211","0.665604082826886","0.739868987617335"
"No","2017","indirect migration background","Male","444","0.84324894448775","0.812149575342388","0.874348313633112"
"No","2017","no migration background","Female","4178","0.680832448397729","0.669235687382623","0.692429209412836"
"No","2017","no migration background","Male","4292","0.773209477469023","0.762225103450015","0.78419385148803"
"Yes","2017","direct migration background","Female","285","0.21714724208269","0.196399420603891","0.237895063561489"
"Yes","2017","direct migration background","Male","186","0.106204573417384","0.0930490995353233","0.119360047299445"
"Yes","2017","indirect migration background","Female","153","0.29726346477789","0.260131012382665","0.334395917173114"
"Yes","2017","indirect migration background","Male","81","0.15675105551225","0.125651686366888","0.187850424657612"
"Yes","2017","no migration background","Female","2029","0.319167551602271","0.307570790587164","0.330764312617377"
"Yes","2017","no migration background","Male","1291","0.226790522530977","0.21580614851197","0.237774896549985"
"No","2018","direct migration background","Female","1196","0.766350021022988","0.744928824055115","0.787771217990861"
"No","2018","direct migration background","Male","1997","0.868236648554276","0.854141427123455","0.882331869985096"
"No","2018","indirect migration background","Female","428","0.718513144873295","0.681786329846513","0.755239959900077"
"No","2018","indirect migration background","Male","448","0.846737307532244","0.816183169547774","0.877291445516714"
"No","2018","no migration background","Female","3903","0.676678205639901","0.664642603760128","0.688713807519674"
"No","2018","no migration background","Male","3947","0.760487153795155","0.748852454266587","0.772121853323723"
"Yes","2018","direct migration background","Female","303","0.233649978977012","0.212228782009139","0.255071175944885"
"Yes","2018","direct migration background","Male","215","0.131763351445725","0.117668130014904","0.145858572876545"
"Yes","2018","indirect migration background","Female","148","0.281486855126705","0.244760040099923","0.318213670153487"
"Yes","2018","indirect migration background","Male","86","0.153262692467756","0.122708554483286","0.183816830452226"
"Yes","2018","no migration background","Female","1899","0.323321794360099","0.311286192480326","0.335357396239872"
"Yes","2018","no migration background","Male","1222","0.239512846204845","0.227878146676277","0.251147545733413"
"No","2019","direct migration background","Female","1038","0.755639105856337","0.732553986261196","0.778724225451479"
"No","2019","direct migration background","Male","1909","0.879188973076587","0.865206587606769","0.893171358546405"
"No","2019","indirect migration background","Female","408","0.716138584118623","0.679027103583963","0.753250064653282"
"No","2019","indirect migration background","Male","409","0.821418119659674","0.787712052027811","0.855124187291537"
"No","2019","no migration background","Female","3939","0.675919709781359","0.663850724098137","0.687988695464581"
"No","2019","no migration background","Male","3836","0.762302532566844","0.750521358278293","0.774083706855395"
"Yes","2019","direct migration background","Female","293","0.244360894143663","0.221275774548521","0.267446013738804"
"Yes","2019","direct migration background","Male","178","0.120811026923413","0.106828641453595","0.134793412393231"
"Yes","2019","indirect migration background","Female","159","0.283861415881377","0.246749935346718","0.320972896416037"
"Yes","2019","indirect migration background","Male","87","0.178581880340326","0.144875812708463","0.212287947972189"
"Yes","2019","no migration background","Female","1838","0.324080290218641","0.312011304535419","0.336149275901863"
"Yes","2019","no migration background","Male","1179","0.237697467433156","0.225916293144605","0.249478641721707"
