"pgoeffd","year","e11103","migback","n","percent","lower_confidence","upper_confidence","value"
"Yes","2003","Part Time","indirect migration background","31","0.25882533177101","0.186273606111714","0.331377057430306","1"
"Yes","2003","Not Working","no migration background","23","","","","1"
"Yes","2003","Not Working","direct migration background","1","","","","1"
"Yes","2003","Not Working","indirect migration background","2","","","","1"
"Yes","2003","Full Time","no migration background","1975","0.264473876793693","0.254216219183592","0.274731534403795","1"
"Yes","2003","Full Time","direct migration background","124","0.151001759652412","0.126973740214039","0.175029779090785","1"
"Yes","2003","Full Time","indirect migration background","40","0.216112253097598","0.167816090727269","0.264408415467926","1"
"Yes","2003","Part Time","no migration background","830","0.259298252912831","0.243270326012432","0.275326179813231","1"
"No","2004","Full Time","no migration background","5104","0.737976381228381","0.727699313142527","0.748253449314235","2"
"No","2004","Part Time","indirect migration background","132","0.79812852329851","0.736507602358132","0.859749444238888","2"
"No","2004","Not Working","no migration background","118","0.781674980202647","0.714893770249753","0.848456190155542","2"
"No","2004","Not Working","direct migration background","19","","","","2"
"No","2004","Not Working","indirect migration background","6","","","","2"
"No","2004","Full Time","direct migration background","715","0.844362878171623","0.819611143187475","0.86911461315577","2"
"No","2004","Full Time","indirect migration background","254","0.793163042154863","0.747020922487081","0.839305161822644","2"
"No","2004","Part Time","no migration background","2357","0.768524404965452","0.753976665832608","0.783072144098295","2"
"No","2004","Part Time","direct migration background","350","0.794027107366554","0.756536970312872","0.831517244420237","2"
"Yes","2004","Part Time","direct migration background","97","0.205972892633446","0.168482755579763","0.243463029687128","1"
"Yes","2004","Part Time","indirect migration background","31","0.20187147670149","0.140250555761112","0.263492397641868","1"
"Yes","2004","Not Working","no migration background","29","","","","1"
"Yes","2004","Not Working","direct migration background","4","","","","1"
"Yes","2004","Not Working","indirect migration background","2","","","","1"
"Yes","2004","Full Time","no migration background","1929","0.262023618771619","0.251746550685765","0.272300686857473","1"
"Yes","2004","Full Time","direct migration background","109","0.155637121828377","0.13088538684423","0.180388856812525","1"
"Yes","2004","Full Time","indirect migration background","42","0.206836957845137","0.160694838177356","0.252979077512919","1"
"Yes","2004","Part Time","no migration background","872","0.231475595034548","0.216927855901705","0.246023334167392","1"
"No","2005","Full Time","no migration background","4628","0.737014824182928","0.726226259703547","0.747803388662309","2"
"No","2005","Part Time","indirect migration background","105","0.870715359284903","0.812363083347217","0.929067635222589","2"
"No","2005","Not Working","no migration background","93","0.842964464469469","0.775582652846863","0.910346276092074","2"
"No","2005","Not Working","direct migration background","16","","","","2"
"No","2005","Not Working","indirect migration background","14","","","","2"
"No","2005","Full Time","direct migration background","631","0.846110069991834","0.820076217302676","0.872143922680993","2"
"No","2005","Full Time","indirect migration background","240","0.824740977729476","0.780367597239388","0.869114358219564","2"
"No","2005","Part Time","no migration background","2024","0.751640329147725","0.735653960173432","0.767626698122018","2"
"No","2005","Part Time","direct migration background","293","0.784655635981665","0.742995700393236","0.826315571570094","2"
"Yes","2005","Full Time","no migration background","1769","0.262985175817072","0.252196611337691","0.273773740296453","1"
"Yes","2005","Full Time","direct migration background","107","0.153889930008166","0.127856077319007","0.179923782697324","1"
"Yes","2005","Full Time","indirect migration background","42","0.175259022270524","0.130885641780436","0.219632402760612","1"
"Yes","2005","Part Time","direct migration background","81","0.215344364018335","0.173684428429906","0.257004299606764","1"
"Yes","2005","Part Time","indirect migration background","22","","","","1"
"Yes","2005","Not Working","no migration background","19","","","","1"
"Yes","2005","Not Working","direct migration background","2","","","","1"
"Yes","2005","Not Working","indirect migration background","2","","","","1"
"Yes","2005","Part Time","no migration background","782","0.248359670852275","0.232373301877982","0.264346039826568","1"
"No","2006","Part Time","indirect migration background","114","0.790657824847933","0.723742348842243","0.857573300853623","2"
"No","2006","Not Working","no migration background","122","0.812016315394414","0.751287894915628","0.8727447358732","2"
"No","2006","Not Working","direct migration background","29","","","","2"
"No","2006","Not Working","indirect migration background","5","","","","2"
"No","2006","Full Time","no migration background","4739","0.736481380343541","0.725851497582169","0.747111263104913","2"
"No","2006","Full Time","direct migration background","593","0.850222023182034","0.823710564337683","0.876733482026385","2"
"No","2006","Full Time","indirect migration background","231","0.852336888345101","0.810020571598554","0.894653205091649","2"
"No","2006","Part Time","no migration background","2078","0.744288468487482","0.728333289700353","0.76024364727461","2"
"No","2006","Part Time","direct migration background","313","0.834205718655384","0.797153521766457","0.871257915544311","2"
"Yes","2006","Full Time","no migration background","1859","0.263518619656459","0.252888736895087","0.274148502417831","1"
"Yes","2006","Full Time","direct migration background","103","0.149777976817966","0.123266517973615","0.176289435662317","1"
"Yes","2006","Full Time","indirect migration background","39","0.147663111654899","0.105346794908351","0.189979428401446","1"
"Yes","2006","Part Time","direct migration background","74","0.165794281344616","0.128742084455689","0.202846478233542","1"
"Yes","2006","Part Time","indirect migration background","28","","","","1"
"Yes","2006","Not Working","no migration background","37","0.187983684605586","0.1272552641268","0.248712105084372","1"
"Yes","2006","Not Working","direct migration background","9","","","","1"
"Yes","2006","Not Working","indirect migration background","2","","","","1"
"Yes","2006","Part Time","no migration background","794","0.255711531512518","0.23975635272539","0.271666710299647","1"
"No","2007","Part Time","indirect migration background","132","0.789471173906071","0.72800606411348","0.850936283698662","2"
"No","2007","Not Working","no migration background","140","0.842710738702148","0.788923337966255","0.896498139438042","2"
"No","2007","Not Working","direct migration background","13","","","","2"
"No","2007","Not Working","indirect migration background","15","","","","2"
"No","2007","Full Time","no migration background","4848","0.743502051622954","0.732993487202722","0.754010616043187","2"
"No","2007","Full Time","direct migration background","559","0.862539068973062","0.836387966359894","0.88869017158623","2"
"No","2007","Full Time","indirect migration background","264","0.871241550307764","0.834313046789947","0.908170053825581","2"
"No","2007","Part Time","no migration background","2327","0.765272389953628","0.750393525042104","0.780151254865152","2"
"No","2007","Part Time","direct migration background","322","0.830711930936343","0.793776863378272","0.867646998494413","2"
"Yes","2007","Full Time","no migration background","1786","0.256497948377046","0.245989383956813","0.267006512797278","1"
"Yes","2007","Full Time","direct migration background","107","0.137460931026938","0.11130982841377","0.163612033640106","1"
"Yes","2007","Full Time","indirect migration background","52","0.128758449692236","0.0918299461744186","0.165686953210053","1"
"Yes","2007","Part Time","direct migration background","74","0.169288069063658","0.132353001505587","0.206223136621728","1"
"Yes","2007","Part Time","indirect migration background","37","0.210528826093929","0.149063716301338","0.27199393588652","1"
"Yes","2007","Not Working","no migration background","36","0.157289261297852","0.103501860561958","0.211076662033745","1"
"Yes","2007","Not Working","direct migration background","3","","","","1"
"Yes","2007","Part Time","no migration background","790","0.234727610046372","0.219848745134849","0.249606474957896","1"
"Yes","2007","Not Working","indirect migration background","4","","","","1"
"No","2008","Part Time","indirect migration background","123","0.845755026737876","0.787954703767987","0.903555349707765","2"
"No","2008","Not Working","no migration background","118","0.863741978005252","0.80828419844069","0.919199757569814","2"
"No","2008","Not Working","direct migration background","14","","","","2"
"No","2008","Not Working","indirect migration background","10","","","","2"
"No","2008","Full Time","no migration background","4500","0.747845628517692","0.736967838803367","0.758723418232017","2"
"No","2008","Full Time","direct migration background","499","0.8781416778893","0.851633489407683","0.904649866370916","2"
"No","2008","Full Time","indirect migration background","251","0.86922746169956","0.831139315167116","0.907315608232004","2"
"No","2008","Part Time","no migration background","2013","0.755823139136574","0.739763970230724","0.771882308042423","2"
"No","2008","Part Time","direct migration background","290","0.814866363307014","0.775182856513935","0.854549870100093","2"
"Yes","2008","Full Time","no migration background","1622","0.252154371482308","0.241276581767983","0.263032161196633","1"
"Yes","2008","Full Time","direct migration background","86","0.1218583221107","0.0953501336290839","0.148366510592317","1"
"Yes","2008","Full Time","indirect migration background","50","0.13077253830044","0.0926843917679961","0.168860684832884","1"
"Yes","2008","Part Time","direct migration background","78","0.185133636692986","0.145450129899907","0.224817143486065","1"
"Yes","2008","Part Time","indirect migration background","27","","","","1"
"Yes","2008","Not Working","no migration background","29","","","","1"
"Yes","2008","Not Working","direct migration background","2","","","","1"
"Yes","2008","Part Time","no migration background","736","0.244176860863426","0.228117691957577","0.260236029769276","1"
"Yes","2008","Not Working","indirect migration background","","","","","1"
"No","2009","Part Time","indirect migration background","126","0.855750713444421","0.800260269101124","0.911241157787719","2"
"No","2009","Not Working","no migration background","92","0.774754523716469","0.698070346087348","0.851438701345591","2"
"No","2009","Not Working","direct migration background","11","","","","2"
"No","2009","Not Working","indirect migration background","9","","","","2"
"No","2009","Full Time","no migration background","4387","0.753615353369252","0.742654452344839","0.764576254393664","2"
"No","2009","Full Time","direct migration background","414","0.824785701940158","0.791597161295372","0.857974242584944","2"
"No","2009","Full Time","indirect migration background","242","0.853185993203012","0.812661286058366","0.893710700347657","2"
"No","2009","Part Time","no migration background","2107","0.773634796904806","0.758246686067731","0.789022907741881","2"
"No","2009","Part Time","direct migration background","284","0.837115071144733","0.798810816609888","0.875419325679577","2"
"Yes","2009","Full Time","no migration background","1550","0.246384646630748","0.235423745606336","0.257345547655161","1"
"Yes","2009","Full Time","direct migration background","90","0.175214298059842","0.142025757415056","0.208402838704628","1"
"Yes","2009","Full Time","indirect migration background","51","0.146814006796988","0.106289299652343","0.187338713941633","1"
"Yes","2009","Part Time","direct migration background","73","0.162884928855267","0.124580674320423","0.201189183390112","1"
"Yes","2009","Part Time","indirect migration background","28","","","","1"
"Yes","2009","Not Working","no migration background","22","","","","1"
"Yes","2009","Not Working","direct migration background","6","","","","1"
"Yes","2009","Part Time","no migration background","734","0.226365203095194","0.210977092258119","0.241753313932269","1"
"Yes","2009","Not Working","indirect migration background","","","","","1"
"No","2010","Part Time","indirect migration background","162","0.805093449108281","0.751516891224471","0.858670006992092","2"
"No","2010","Not Working","no migration background","190","0.767273609901275","0.714996788002754","0.819550431799797","2"
"No","2010","Not Working","direct migration background","40","0.846278602659401","0.743163327742259","0.949393877576543","2"
"No","2010","Not Working","indirect migration background","23","","","","2"
"No","2010","Full Time","no migration background","5459","0.743711009210286","0.73369663081034","0.753725387610233","2"
"No","2010","Full Time","direct migration background","749","0.866398489918062","0.843686301368311","0.889110678467813","2"
"No","2010","Full Time","indirect migration background","329","0.813745042488592","0.7753037413895","0.852186343587684","2"
"No","2010","Part Time","no migration background","2907","0.768027944175358","0.754738139922653","0.781317748428063","2"
"No","2010","Part Time","direct migration background","436","0.812805836903775","0.779721912424492","0.845889761383059","2"
"Yes","2010","Full Time","no migration background","1842","0.256288990789714","0.246274612389767","0.26630336918966","1"
"Yes","2010","Full Time","direct migration background","113","0.133601510081938","0.110889321532187","0.156313698631689","1"
"Yes","2010","Full Time","indirect migration background","65","0.186254957511408","0.147813656412316","0.2246962586105","1"
"Yes","2010","Part Time","direct migration background","98","0.187194163096225","0.154110238616941","0.220278087575508","1"
"Yes","2010","Part Time","indirect migration background","48","0.194906550891719","0.141329993007908","0.248483108775529","1"
"Yes","2010","Not Working","no migration background","61","0.232726390098725","0.180449568200203","0.285003211997246","1"
"Yes","2010","Not Working","direct migration background","7","","","","1"
"Yes","2010","Not Working","indirect migration background","","","","","1"
"Yes","2010","Part Time","no migration background","968","0.231972055824642","0.218682251571937","0.245261860077347","1"
"No","2011","Part Time","indirect migration background","251","0.804007601317578","0.759889421351735","0.848125781283421","2"
"No","2011","Not Working","no migration background","227","0.770941054828063","0.7219813164619","0.819900793194226","2"
"No","2011","Not Working","direct migration background","55","0.847958859415792","0.756338912528242","0.939578806303341","2"
"No","2011","Not Working","indirect migration background","26","","","","2"
"No","2011","Full Time","no migration background","6235","0.735767756422411","0.726416231454077","0.745119281390745","2"
"No","2011","Full Time","direct migration background","831","0.85117058847444","0.828679356674483","0.873661820274398","2"
"No","2011","Full Time","indirect migration background","361","0.80473655087529","0.767988723185965","0.841484378564616","2"
"No","2011","Part Time","no migration background","3662","0.772487483986503","0.760685365956675","0.784289602016332","2"
"No","2011","Part Time","direct migration background","536","0.82054867432202","0.791094299934448","0.850003048709591","2"
"Yes","2011","Not Working","direct migration background","4","","","","1"
"Yes","2011","Full Time","no migration background","2305","0.264232243577589","0.254880718609255","0.273583768545923","1"
"Yes","2011","Full Time","direct migration background","131","0.14882941152556","0.126338179725602","0.171320643325517","1"
"Yes","2011","Full Time","indirect migration background","86","0.19526344912471","0.158515621435384","0.232011276814035","1"
"Yes","2011","Part Time","direct migration background","116","0.17945132567798","0.149996951290409","0.208905700065552","1"
"Yes","2011","Part Time","indirect migration background","60","0.195992398682422","0.151874218716579","0.240110578648265","1"
"Yes","2011","Not Working","no migration background","56","0.229058945171937","0.180099206805774","0.278018683538099","1"
"Yes","2011","Not Working","indirect migration background","3","","","","1"
"Yes","2011","Part Time","no migration background","1185","0.227512516013497","0.215710397983668","0.239314634043325","1"
"No","2012","Part Time","indirect migration background","252","0.810468924263517","0.767324283486974","0.853613565040061","2"
"No","2012","Not Working","no migration background","280","0.823719062291546","0.783333394153215","0.864104730429876","2"
"No","2012","Not Working","direct migration background","49","0.752916860517558","0.641915280404747","0.863918440630369","2"
"No","2012","Not Working","indirect migration background","21","","","","2"
"No","2012","Full Time","no migration background","5997","0.730684922931731","0.721098081494129","0.740271764369334","2"
"No","2012","Full Time","direct migration background","866","0.861861475187885","0.840475737669391","0.883247212706378","2"
"No","2012","Full Time","indirect migration background","382","0.841935476395859","0.808562237564348","0.87530871522737","2"
"No","2012","Part Time","no migration background","3535","0.759218776102192","0.746990117355476","0.771447434848908","2"
"No","2012","Part Time","direct migration background","527","0.810551434791506","0.780333291120135","0.840769578462877","2"
"Yes","2012","Not Working","direct migration background","9","","","","1"
"Yes","2012","Full Time","no migration background","2228","0.269315077068269","0.259728235630666","0.278901918505871","1"
"Yes","2012","Full Time","direct migration background","134","0.138138524812115","0.116752787293622","0.159524262330609","1"
"Yes","2012","Full Time","indirect migration background","77","0.158064523604141","0.12469128477263","0.191437762435652","1"
"Yes","2012","Part Time","direct migration background","119","0.189448565208494","0.159230421537123","0.219666708879865","1"
"Yes","2012","Part Time","indirect migration background","65","0.189531075736483","0.146386434959939","0.232675716513026","1"
"Yes","2012","Not Working","no migration background","62","0.176280937708454","0.135895269570124","0.216666605846785","1"
"Yes","2012","Not Working","indirect migration background","5","","","","1"
"Yes","2012","Part Time","no migration background","1161","0.240781223897808","0.228552565151092","0.253009882644524","1"
"No","2013","Full Time","no migration background","5277","0.719151082686795","0.708876815210645","0.729425350162945","2"
"No","2013","Full Time","direct migration background","740","0.864679941194146","0.841657098508343","0.88770278387995","2"
"No","2013","Full Time","indirect migration background","348","0.790221539322419","0.751827739488139","0.828615339156698","2"
"No","2013","Part Time","no migration background","3317","0.744525701506306","0.731777515409887","0.757273887602725","2"
"No","2013","Part Time","direct migration background","465","0.787847468442153","0.754489056644127","0.821205880240179","2"
"No","2013","Part Time","indirect migration background","252","0.82421469868746","0.781705375609884","0.866724021765036","2"
"No","2013","Not Working","no migration background","382","0.807464418508526","0.772588589284098","0.842340247732954","2"
"No","2013","Not Working","direct migration background","2002","0.858486705978326","0.844272994080749","0.872700417875902","2"
"No","2013","Not Working","indirect migration background","481","0.843014818467797","0.81288468804207","0.873144948893524","2"
"Yes","2013","Not Working","direct migration background","308","0.141513294021674","0.127299582124098","0.155727005919251","1"
"Yes","2013","Not Working","no migration background","109","0.192535581491474","0.157659752267046","0.227411410715902","1"
"Yes","2013","Full Time","no migration background","2073","0.280848917313205","0.270574649837055","0.291123184789355","1"
"Yes","2013","Full Time","direct migration background","108","0.135320058805854","0.11229721612005","0.158342901491657","1"
"Yes","2013","Full Time","indirect migration background","84","0.209778460677581","0.171384660843302","0.248172260511861","1"
"Yes","2013","Part Time","direct migration background","112","0.212152531557847","0.178794119759821","0.245510943355873","1"
"Yes","2013","Part Time","indirect migration background","56","0.17578530131254","0.133275978234964","0.218294624390116","1"
"Yes","2013","Not Working","indirect migration background","79","0.156985181532203","0.126855051106476","0.18711531195793","1"
"Yes","2013","Part Time","no migration background","1179","0.255474298493694","0.242726112397275","0.268222484590113","1"
"No","2014","Full Time","no migration background","4917","0.724804950546678","0.714197636694642","0.735412264398714","2"
"No","2014","Full Time","direct migration background","1433","0.846775171059023","0.829368578247118","0.864181763870928","2"
"No","2014","Full Time","indirect migration background","531","0.79678487588744","0.765658458888536","0.827911292886343","2"
"No","2014","Part Time","no migration background","2995","0.726281288789496","0.712671665800306","0.739890911778686","2"
"No","2014","Part Time","direct migration background","984","0.805403851626459","0.782939088673418","0.8278686145795","2"
"No","2014","Part Time","indirect migration background","327","0.737934589870234","0.695625096219971","0.780244083520498","2"
"No","2014","Not Working","no migration background","242","0.779297132428317","0.733786981420065","0.82480728343657","2"
"No","2014","Not Working","direct migration background","162","0.777535446985065","0.717112360432155","0.837958533537975","2"
"No","2014","Not Working","indirect migration background","64","0.797438788794587","0.709368399011429","0.885509178577746","2"
"Yes","2014","Not Working","direct migration background","20","","","","1"
"Yes","2014","Full Time","no migration background","1893","0.275195049453322","0.264587735601286","0.285802363305358","1"
"Yes","2014","Full Time","direct migration background","212","0.153224828940977","0.135818236129072","0.170631421752882","1"
"Yes","2014","Not Working","no migration background","77","0.220702867571683","0.17519271656343","0.266213018579935","1"
"Yes","2014","Full Time","indirect migration background","111","0.20321512411256","0.172088707113657","0.234341541111464","1"
"Yes","2014","Part Time","direct migration background","209","0.194596148373541","0.1721313854205","0.217060911326582","1"
"Yes","2014","Part Time","indirect migration background","88","0.262065410129766","0.219755916479502","0.304374903780029","1"
"Yes","2014","Not Working","indirect migration background","16","","","","1"
"Yes","2014","Part Time","no migration background","1128","0.273718711210504","0.260109088221314","0.287328334199695","1"
"No","2015","Full Time","no migration background","4623","0.726920755920745","0.716033230147636","0.737808281693853","2"
"No","2015","Full Time","direct migration background","1265","0.83739737727245","0.81841745829372","0.856377296251179","2"
"No","2015","Full Time","indirect migration background","481","0.789194310361407","0.756282238535777","0.822106382187037","2"
"No","2015","Part Time","no migration background","2864","0.733952511247838","0.720215473650695","0.747689548844981","2"
"No","2015","Part Time","direct migration background","852","0.840831370407267","0.818369589296975","0.863293151517559","2"
"No","2015","Part Time","indirect migration background","308","0.804186780101307","0.764496702498697","0.843876857703918","2"
"No","2015","Not Working","no migration background","228","0.710101826138375","0.659014893054676","0.761188759222074","2"
"No","2015","Not Working","direct migration background","957","0.887340868833638","0.868325083164145","0.906356654503131","2"
"No","2015","Not Working","indirect migration background","61","0.701324755661325","0.596335257625298","0.806314253697351","2"
"Yes","2015","Not Working","direct migration background","105","0.112659131166362","0.0936433454968695","0.131674916835855","1"
"Yes","2015","Full Time","no migration background","1810","0.273079244079255","0.262191718306147","0.283966769852364","1"
"Yes","2015","Full Time","direct migration background","187","0.16260262272755","0.143622703748821","0.18158254170628","1"
"Yes","2015","Not Working","no migration background","75","0.289898173861625","0.238811240777926","0.340985106945324","1"
"Yes","2015","Full Time","indirect migration background","109","0.210805689638593","0.177893617812963","0.243717761464224","1"
"Yes","2015","Part Time","direct migration background","167","0.159168629592733","0.136706848482441","0.181630410703024","1"
"Yes","2015","Part Time","no migration background","1111","0.266047488752162","0.252310451155019","0.279784526349305","1"
"Yes","2015","Part Time","indirect migration background","76","0.195813219898692","0.156123142296082","0.235503297501303","1"
"Yes","2015","Not Working","indirect migration background","12","","","","1"
"No","2016","Full Time","no migration background","4313","0.724370517148344","0.713085013814966","0.735656020481722","2"
"No","2016","Full Time","direct migration background","1406","0.843516773295413","0.825933208552858","0.861100338037967","2"
"No","2016","Full Time","indirect migration background","434","0.716289108645522","0.679085016019038","0.753493201272007","2"
"No","2016","Part Time","no migration background","2705","0.732268107327906","0.71807951368567","0.746456700970143","2"
"No","2016","Part Time","direct migration background","992","0.854916830544342","0.83483082431804","0.875002836770644","2"
"No","2016","Part Time","indirect migration background","319","0.814760856367046","0.776449193402044","0.853072519332048","2"
"No","2016","Not Working","no migration background","173","0.718429869307775","0.661289230172099","0.775570508443452","2"
"No","2016","Not Working","direct migration background","511","0.901934237679727","0.8774331132233","0.926435362136154","2"
"No","2016","Not Working","indirect migration background","49","0.906656153764598","0.829773051480308","0.983539256048887","2"
"Yes","2016","Not Working","direct migration background","55","0.0980657623202732","0.0735646378638463","0.1225668867767","1"
"Yes","2016","Full Time","indirect migration background","130","0.283710891354478","0.246506798727993","0.320914983980962","1"
"Yes","2016","Part Time","indirect migration background","76","0.185239143632954","0.146927480667952","0.223550806597956","1"
"Yes","2016","Full Time","no migration background","1709","0.275629482851656","0.264343979518278","0.286914986185034","1"
"Yes","2016","Full Time","direct migration background","234","0.156483226704587","0.138899661962033","0.174066791447142","1"
"Yes","2016","Part Time","direct migration background","189","0.145083169455658","0.124997163229356","0.16516917568196","1"
"Yes","2016","Part Time","no migration background","1036","0.267731892672094","0.253543299029857","0.28192048631433","1"
"Yes","2016","Not Working","no migration background","65","0.281570130692225","0.224429491556548","0.338710769827901","1"
"Yes","2016","Not Working","indirect migration background","6","","","","1"
"No","2017","Full Time","no migration background","5154","0.727691739699452","0.717395230798809","0.737988248600095","2"
"No","2017","Full Time","direct migration background","1430","0.84777337199411","0.830413347271258","0.865133396716962","2"
"No","2017","Full Time","indirect migration background","471","0.783162653090467","0.749825994502296","0.816499311678638","2"
"No","2017","Part Time","no migration background","3107","0.731119216533672","0.717900792129216","0.744337640938128","2"
"No","2017","Part Time","direct migration background","1011","0.824388149906879","0.802851344759794","0.845924955053964","2"
"No","2017","Part Time","indirect migration background","361","0.750666685176695","0.711554427217754","0.789778943135637","2"
"No","2017","Not Working","no migration background","209","0.739534262135299","0.688846128730515","0.790222395540084","2"
"No","2017","Not Working","direct migration background","712","0.850309325699264","0.825272075278745","0.875346576119782","2"
"No","2017","Not Working","indirect migration background","41","0.897430764752194","0.813335387277202","0.981526142227185","2"
"Yes","2017","Not Working","direct migration background","68","0.149690674300736","0.124653423880218","0.174727924721255","1"
"Yes","2017","Part Time","indirect migration background","109","0.249333314823305","0.210221056864363","0.288445572782246","1"
"Yes","2017","Full Time","no migration background","2026","0.272308260300548","0.262011751399905","0.282604769201191","1"
"Yes","2017","Full Time","direct migration background","215","0.15222662800589","0.134866603283038","0.169586652728742","1"
"Yes","2017","Full Time","indirect migration background","116","0.216837346909533","0.183500688321362","0.250174005497704","1"
"Yes","2017","Part Time","no migration background","1215","0.268880783466328","0.255662359061872","0.282099207870784","1"
"Yes","2017","Part Time","direct migration background","188","0.175611850093121","0.154075044946036","0.197148655240206","1"
"Yes","2017","Not Working","indirect migration background","9","","","","1"
"Yes","2017","Not Working","no migration background","79","0.260465737864701","0.209777604459916","0.311153871269485","1"
"No","2018","Full Time","no migration background","4697","0.718756301174875","0.707925730783087","0.729586871566663","2"
"No","2018","Full Time","direct migration background","1386","0.823433718579958","0.804877440384932","0.841989996774983","2"
"No","2018","Full Time","indirect migration background","478","0.811147105587241","0.780062090765124","0.842232120409358","2"
"No","2018","Part Time","no migration background","2989","0.722933123843367","0.70929195136443","0.736574296322303","2"
"No","2018","Part Time","direct migration background","1114","0.799732383685601","0.778069091832799","0.821395675538403","2"
"No","2018","Part Time","indirect migration background","354","0.732814129132286","0.691976221606892","0.773652036657679","2"
"No","2018","Not Working","no migration background","164","0.742682985991979","0.684384509652661","0.800981462331297","2"
"No","2018","Not Working","direct migration background","693","0.918401695798125","0.899165676787016","0.937637714809233","2"
"No","2018","Not Working","indirect migration background","44","0.889467208823427","0.802556432682686","0.976377984964167","2"
"Yes","2018","Not Working","direct migration background","85","0.0815983042018752","0.0623622851907667","0.100834323212984","1"
"Yes","2018","Full Time","indirect migration background","131","0.188852894412759","0.157767879590642","0.219937909234876","1"
"Yes","2018","Full Time","direct migration background","236","0.176566281420042","0.158010003225017","0.195122559615068","1"
"Yes","2018","Part Time","direct migration background","197","0.200267616314399","0.178604324461597","0.221930908167201","1"
"Yes","2018","Part Time","indirect migration background","97","0.267185870867714","0.226347963342321","0.308023778393108","1"
"Yes","2018","Not Working","no migration background","52","0.257317014008021","0.199018537668703","0.315615490347339","1"
"Yes","2018","Not Working","indirect migration background","6","","","","1"
"Yes","2018","Full Time","no migration background","1923","0.281243698825125","0.270413128433337","0.292074269216913","1"
"Yes","2018","Part Time","no migration background","1146","0.277066876156633","0.263425703677697","0.29070804863557","1"
"No","2019","Full Time","no migration background","4565","0.710409467984321","0.699284976094691","0.721533959873951","2"
"No","2019","Full Time","direct migration background","1381","0.840936634834998","0.822993498089089","0.858879771580907","2"
"No","2019","Full Time","indirect migration background","448","0.773482948474588","0.739358943717535","0.807606953231642","2"
"No","2019","Part Time","no migration background","2914","0.737051739535469","0.723448034285972","0.750655444784967","2"
"No","2019","Part Time","direct migration background","1041","0.785419679176071","0.762579051486483","0.808260306865659","2"
"No","2019","Part Time","indirect migration background","327","0.763280490860091","0.723150546017669","0.803410435702514","2"
"No","2019","Not Working","no migration background","298","0.756007774471261","0.713217631898854","0.798797917043668","2"
"No","2019","Not Working","direct migration background","525","0.811770597804989","0.7799857296063","0.843555466003678","2"
"No","2019","Not Working","indirect migration background","43","0.831588542511804","0.732686146715919","0.930490938307689","2"
"Yes","2019","Not Working","direct migration background","56","0.188229402195011","0.156444533996322","0.2200142703937","1"
"Yes","2019","Full Time","indirect migration background","130","0.226517051525412","0.192393046768358","0.260641056282465","1"
"Yes","2019","Not Working","no migration background","89","0.243992225528739","0.201202082956332","0.286782368101146","1"
"Yes","2019","Full Time","direct migration background","215","0.159063365165002","0.141120228419093","0.177006501910911","1"
"Yes","2019","Part Time","direct migration background","200","0.214580320823929","0.191739693134341","0.237420948513517","1"
"Yes","2019","Part Time","indirect migration background","104","0.236719509139909","0.196589564297486","0.276849453982331","1"
"Yes","2019","Not Working","indirect migration background","12","","","","1"
"Yes","2019","Full Time","no migration background","1821","0.289590532015679","0.278466040126049","0.300715023905309","1"
"Yes","2019","Part Time","no migration background","1109","0.262948260464531","0.249344555215033","0.276551965714028","1"
