"pgoeffd","year","age_gr","migback","n","percent","lower_confidence","upper_confidence"
"No","2004","35-65 y.","indirect migration background","91","0.726274777172318","0.644427628341317","0.808121926003319"
"No","2004","66 and older","no migration background","127","0.967848404378895","0.937980783740192","0.997716025017598"
"No","2004","66 and older","direct migration background","","","",""
"No","2004","66 and older","indirect migration background","","","",""
"Yes","2005","16-34 y.","no migration background","490","0.225138220359829","0.207937338140435","0.242339102579224"
"Yes","2005","16-34 y.","direct migration background","34","0.180298127202442","0.132452106694108","0.228144147710776"
"Yes","2005","16-34 y.","indirect migration background","50","0.153766138777716","0.113675456196789","0.193856821358643"
"Yes","2005","35-65 y.","no migration background","2075","0.272612879783032","0.262145982434004","0.283079777132059"
"Yes","2005","35-65 y.","direct migration background","156","0.173378161234316","0.148207835459226","0.198548487009406"
"Yes","2005","35-65 y.","indirect migration background","","","",""
"Yes","2005","66 and older","no migration background","","","",""
"Yes","2005","66 and older","direct migration background","","","",""
"Yes","2005","66 and older","indirect migration background","","","",""
"No","2005","16-34 y.","no migration background","1775","0.774861779640171","0.757660897420776","0.792062661859565"
"No","2005","16-34 y.","direct migration background","214","0.819701872797558","0.771855852289224","0.867547893305892"
"No","2005","16-34 y.","indirect migration background","261","0.846233861222284","0.806143178641357","0.886324543803211"
"No","2005","35-65 y.","no migration background","4878","0.727387120216968","0.716920222867941","0.737854017565996"
"No","2005","35-65 y.","direct migration background","713","0.826621838765684","0.801451512990594","0.851792164540774"
"No","2005","35-65 y.","indirect migration background","98","0.838533205935639","0.770987552214212","0.906078859657067"
"No","2005","66 and older","no migration background","92","0.943253668617053","0.897212602624976","0.989294734609131"
"No","2005","66 and older","direct migration background","","","",""
"No","2005","66 and older","indirect migration background","","","",""
"Yes","2006","16-34 y.","no migration background","469","0.228799477243454","0.210993926468369","0.246605028018539"
"Yes","2006","16-34 y.","direct migration background","37","0.16361002709811","0.118817371349023","0.208402682847196"
"Yes","2006","16-34 y.","indirect migration background","50","0.170841151080112","0.128392906597782","0.213289395562442"
"Yes","2006","35-65 y.","no migration background","2212","0.273704063559985","0.263522835028758","0.283885292091212"
"Yes","2006","35-65 y.","direct migration background","149","0.164014007113971","0.13906214972806","0.188965864499882"
"Yes","2006","35-65 y.","indirect migration background","","","",""
"Yes","2006","66 and older","no migration background","","","",""
"Yes","2006","66 and older","direct migration background","","","",""
"Yes","2006","66 and older","indirect migration background","","","",""
"No","2006","16-34 y.","no migration background","1669","0.771200522756546","0.753394971981461","0.789006073531631"
"No","2006","16-34 y.","direct migration background","225","0.83638997290189","0.791597317152804","0.881182628650977"
"No","2006","16-34 y.","indirect migration background","252","0.829158848919888","0.786710604437558","0.871607093402218"
"No","2006","35-65 y.","no migration background","5155","0.726295936440015","0.716114707908788","0.736477164971242"
"No","2006","35-65 y.","direct migration background","697","0.835985992886029","0.811034135500118","0.86093785027194"
"No","2006","35-65 y.","indirect migration background","97","0.829337296950566","0.760874599757929","0.897799994143203"
"No","2006","66 and older","no migration background","115","0.916291519523115","0.86754553893482","0.965037500111411"
"No","2006","66 and older","direct migration background","","","",""
"No","2006","66 and older","indirect migration background","","","",""
"Yes","2007","16-34 y.","no migration background","494","0.208786826380863","0.192471593892739","0.225102058868987"
"Yes","2007","16-34 y.","direct migration background","33","0.122343340347761","0.0821244120355435","0.162562268659979"
"Yes","2007","16-34 y.","indirect migration background","63","0.139408992853565","0.103678559240614","0.175139426466516"
"Yes","2007","35-65 y.","no migration background","2103","0.266487712680398","0.256396605577647","0.276578819783149"
"Yes","2007","35-65 y.","direct migration background","151","0.162631057596151","0.137264415237035","0.187997699955268"
"Yes","2007","35-65 y.","indirect migration background","30","0.231755114975978","0.162353684579421","0.301156545372536"
"Yes","2007","66 and older","no migration background","","","",""
"Yes","2007","66 and older","direct migration background","","","",""
"Yes","2007","66 and older","indirect migration background","","","",""
"No","2007","16-34 y.","no migration background","1890","0.791213173619137","0.774897941131013","0.807528406107261"
"No","2007","16-34 y.","direct migration background","222","0.877656659652239","0.837437731340021","0.917875587964456"
"No","2007","16-34 y.","indirect migration background","298","0.860591007146435","0.824860573533484","0.896321440759386"
"No","2007","35-65 y.","no migration background","5271","0.733512287319602","0.723421180216851","0.743603394422353"
"No","2007","35-65 y.","direct migration background","662","0.837368942403849","0.812002300044732","0.862735584762965"
"No","2007","35-65 y.","indirect migration background","112","0.768244885024022","0.698843454627464","0.837646315420579"
"No","2007","66 and older","no migration background","154","0.899319650854759","0.853953269750662","0.944686031958856"
"No","2007","66 and older","direct migration background","","","",""
"No","2007","66 and older","indirect migration background","","","",""
"Yes","2008","16-34 y.","no migration background","426","0.194641757417579","0.177577578880449","0.211705935954709"
"Yes","2008","16-34 y.","direct migration background","30","0.112610990968746","0.0701582532924307","0.155063728645062"
"Yes","2008","16-34 y.","indirect migration background","47","0.112273468505596","0.0773544975535569","0.147192439457635"
"Yes","2008","35-65 y.","no migration background","1951","0.270028195189246","0.259478897730756","0.280577492647736"
"Yes","2008","35-65 y.","direct migration background","136","0.161662902466722","0.135192032638644","0.188133772294801"
"Yes","2008","35-65 y.","indirect migration background","30","0.196095957726878","0.131912094974254","0.260279820479501"
"Yes","2008","66 and older","no migration background","","","",""
"Yes","2008","66 and older","direct migration background","","","",""
"Yes","2008","66 and older","indirect migration background","","","",""
"No","2008","16-34 y.","no migration background","1642","0.805358242582421","0.788294064045291","0.822422421119551"
"No","2008","16-34 y.","direct migration background","183","0.887389009031254","0.844936271354938","0.929841746707569"
"No","2008","16-34 y.","indirect migration background","267","0.887726531494404","0.852807560542365","0.922645502446443"
"No","2008","35-65 y.","no migration background","4853","0.729971804810754","0.719422507352264","0.740521102269244"
"No","2008","35-65 y.","direct migration background","607","0.838337097533278","0.811866227705199","0.864807967361356"
"No","2008","35-65 y.","indirect migration background","117","0.803904042273123","0.739720179520499","0.868087905025746"
"No","2008","66 and older","no migration background","136","0.932664244508105","0.892014558482434","0.973313930533777"
"No","2008","66 and older","direct migration background","","","",""
"No","2008","66 and older","indirect migration background","","","",""
"Yes","2009","16-34 y.","no migration background","445","0.197746026610996","0.180665994127885","0.214826059094107"
"Yes","2009","16-34 y.","direct migration background","37","0.171387862491528","0.117662065662468","0.225113659320588"
"Yes","2009","16-34 y.","indirect migration background","43","0.106283308069248","0.0717514581983285","0.140815157940168"
"Yes","2009","35-65 y.","no migration background","1844","0.260784354877663","0.250186939403592","0.271381770351734"
"Yes","2009","35-65 y.","direct migration background","130","0.17542442985937","0.146711440402777","0.204137419315963"
"Yes","2009","35-65 y.","indirect migration background","36","0.251495753676871","0.181830308064529","0.321161199289214"
"Yes","2009","66 and older","no migration background","","","",""
"Yes","2009","66 and older","direct migration background","","","",""
"Yes","2009","66 and older","indirect migration background","","","",""
"No","2009","16-34 y.","no migration background","1644","0.802253973389004","0.785173940905893","0.819334005872115"
"No","2009","16-34 y.","direct migration background","152","0.828612137508472","0.774886340679412","0.882337934337532"
"No","2009","16-34 y.","indirect migration background","263","0.893716691930752","0.859184842059832","0.928248541801671"
"No","2009","35-65 y.","no migration background","4750","0.739215645122337","0.728618229648266","0.749813060596408"
"No","2009","35-65 y.","direct migration background","544","0.82457557014063","0.795862580684037","0.853288559597222"
"No","2009","35-65 y.","indirect migration background","113","0.748504246323129","0.678838800710786","0.818169691935471"
"No","2009","66 and older","no migration background","192","0.914372670301696","0.876437436347995","0.952307904255397"
"No","2009","66 and older","direct migration background","","","",""
"No","2009","66 and older","indirect migration background","","","",""
"Yes","2010","16-34 y.","no migration background","568","0.208741654095691","0.193576879727372","0.22390642846401"
"Yes","2010","16-34 y.","direct migration background","51","0.108371837875879","0.0786432997457252","0.138100376006033"
"Yes","2010","16-34 y.","indirect migration background","51","0.140748327018268","0.104418897919336","0.177077756117201"
"Yes","2010","35-65 y.","no migration background","2288","0.267002386396391","0.257594310450516","0.276410462342266"
"Yes","2010","35-65 y.","direct migration background","164","0.17297668382461","0.149650694934221","0.196302672714998"
"Yes","2010","35-65 y.","indirect migration background","62","0.287050166636297","0.23358263541708","0.340517697855515"
"Yes","2010","66 and older","no migration background","","","",""
"Yes","2010","66 and older","direct migration background","","","",""
"Yes","2010","66 and older","indirect migration background","","","",""
"No","2010","16-34 y.","no migration background","2191","0.791258345904309","0.77609357153599","0.806423120272628"
"No","2010","16-34 y.","direct migration background","369","0.891628162124121","0.861899623993967","0.921356700254275"
"No","2010","16-34 y.","indirect migration background","301","0.859251672981732","0.822922243882799","0.895581102080664"
"No","2010","35-65 y.","no migration background","6206","0.732997613603609","0.723589537657734","0.742405689549484"
"No","2010","35-65 y.","direct migration background","846","0.82702331617539","0.803697327285002","0.850349305065779"
"No","2010","35-65 y.","indirect migration background","213","0.712949833363703","0.659482302144485","0.76641736458292"
"No","2010","66 and older","no migration background","159","0.900509488315677","0.856035257497474","0.94498371913388"
"No","2010","66 and older","direct migration background","","","",""
"No","2010","66 and older","indirect migration background","","","",""
"Yes","2011","16-34 y.","no migration background","654","0.207965224106749","0.193694534870206","0.222235913343293"
"Yes","2011","16-34 y.","direct migration background","55","0.140501157482079","0.107693739251823","0.173308575712335"
"Yes","2011","16-34 y.","indirect migration background","60","0.16445300998202","0.128702732409406","0.200203287554634"
"Yes","2011","35-65 y.","no migration background","2870","0.272540468772589","0.263974641104961","0.281106296440217"
"Yes","2011","35-65 y.","direct migration background","194","0.169333199608597","0.148348135826513","0.190318263390681"
"Yes","2011","35-65 y.","indirect migration background","89","0.26864405570155","0.223721412125704","0.313566699277395"
"Yes","2011","66 and older","no migration background","","","",""
"Yes","2011","66 and older","direct migration background","","","",""
"Yes","2011","66 and older","indirect migration background","","","",""
"No","2011","16-34 y.","no migration background","2453","0.792034775893251","0.777764086656707","0.806305465129794"
"No","2011","16-34 y.","direct migration background","376","0.859498842517921","0.826691424287665","0.892306260748177"
"No","2011","16-34 y.","indirect migration background","353","0.83554699001798","0.799796712445366","0.871297267590594"
"No","2011","35-65 y.","no migration background","7510","0.727459531227411","0.718893703559784","0.736025358895039"
"No","2011","35-65 y.","direct migration background","1033","0.830666800391403","0.809681736609319","0.851651864173487"
"No","2011","35-65 y.","indirect migration background","285","0.73135594429845","0.686433300722605","0.776278587874296"
"No","2011","66 and older","no migration background","161","0.879207549577264","0.831991663287271","0.926423435867258"
"No","2011","66 and older","direct migration background","","","",""
"No","2011","66 and older","indirect migration background","","","",""
"Yes","2012","16-34 y.","no migration background","603","0.227935140069124","0.21269864971966","0.243171630418588"
"Yes","2012","16-34 y.","direct migration background","53","0.122922111238434","0.0913314927033249","0.154512729773544"
"Yes","2012","16-34 y.","indirect migration background","53","0.136038378118585","0.101704200277029","0.170372555960141"
"Yes","2012","35-65 y.","no migration background","2826","0.273450394931863","0.264789273305277","0.282111516558449"
"Yes","2012","35-65 y.","direct migration background","207","0.172708096742992","0.151968109262624","0.193448084223359"
"Yes","2012","35-65 y.","indirect migration background","94","0.231492888841541","0.191106608828635","0.271879168854446"
"Yes","2012","66 and older","no migration background","","","",""
"Yes","2012","66 and older","direct migration background","","","",""
"Yes","2012","66 and older","indirect migration background","","","",""
"No","2012","16-34 y.","no migration background","2309","0.772064859930876","0.756828369581412","0.78730135028034"
"No","2012","16-34 y.","direct migration background","362","0.877077888761566","0.845487270226456","0.908668507296675"
"No","2012","16-34 y.","indirect migration background","330","0.863961621881415","0.829627444039859","0.898295799722971"
"No","2012","35-65 y.","no migration background","7348","0.726549605068137","0.717888483441551","0.735210726694722"
"No","2012","35-65 y.","direct migration background","1069","0.827291903257008","0.806551915776641","0.848031890737376"
"No","2012","35-65 y.","indirect migration background","325","0.768507111158459","0.728120831145554","0.808893391171365"
"No","2012","66 and older","no migration background","155","0.862930904957467","0.812264598911764","0.91359721100317"
"No","2012","66 and older","direct migration background","","","",""
"No","2012","66 and older","indirect migration background","","","",""
"Yes","2013","16-34 y.","no migration background","641","0.237550328759888","0.222077002078878","0.253023655440898"
"Yes","2013","16-34 y.","direct migration background","150","0.132066056954363","0.112049554826766","0.152082559081961"
"Yes","2013","16-34 y.","indirect migration background","110","0.162756946413778","0.136495251838771","0.189018640988786"
"Yes","2013","35-65 y.","no migration background","2694","0.284935883532765","0.275758063113284","0.294113703952245"
"Yes","2013","35-65 y.","direct migration background","377","0.165356684254662","0.15113418505552","0.179579183453804"
"Yes","2013","35-65 y.","indirect migration background","109","0.221033620023776","0.186068261660656","0.255998978386897"
"Yes","2013","66 and older","no migration background","","","",""
"Yes","2013","66 and older","direct migration background","","","",""
"Yes","2013","66 and older","indirect migration background","","","",""
"No","2013","16-34 y.","no migration background","2265","0.762449671240112","0.746976344559102","0.777922997921122"
"No","2013","16-34 y.","direct migration background","949","0.867933943045637","0.847917440918039","0.887950445173234"
"No","2013","16-34 y.","indirect migration background","649","0.837243053586222","0.810981359011214","0.863504748161229"
"No","2013","35-65 y.","no migration background","6598","0.715064116467235","0.705886296047755","0.724241936886716"
"No","2013","35-65 y.","direct migration background","2244","0.834643315745338","0.820420816546196","0.84886581494448"
"No","2013","35-65 y.","indirect migration background","432","0.778966379976224","0.744001021613103","0.813931738339344"
"No","2013","66 and older","no migration background","113","0.795725602998796","0.72870176003346","0.862749445964132"
"No","2013","66 and older","direct migration background","","","",""
"No","2013","66 and older","indirect migration background","","","",""
"Yes","2014","16-34 y.","no migration background","580","0.242972246995577","0.226458386169674","0.25948610782148"
"Yes","2014","16-34 y.","direct migration background","118","0.199978689388228","0.173025786518124","0.226931592258331"
"Yes","2014","16-34 y.","indirect migration background","94","0.186330865361431","0.15595002848511","0.216711702237751"
"Yes","2014","35-65 y.","no migration background","2487","0.287835383667046","0.278200740291439","0.297470027042652"
"Yes","2014","35-65 y.","direct migration background","321","0.163716821832748","0.148094420626657","0.179339223038839"
"Yes","2014","35-65 y.","indirect migration background","121","0.289593399739189","0.250073061200141","0.329113738278237"
"Yes","2014","66 and older","no migration background","31","0.186503920088068","0.12928234548363","0.243725494692506"
"Yes","2014","66 and older","direct migration background","","","",""
"Yes","2014","66 and older","indirect migration background","","","",""
"No","2014","16-34 y.","no migration background","2011","0.757027753004423","0.74051389217852","0.773541613830326"
"No","2014","16-34 y.","direct migration background","728","0.800021310611772","0.773068407741669","0.826974213481876"
"No","2014","16-34 y.","indirect migration background","537","0.813669134638569","0.783288297762249","0.84404997151489"
"No","2014","35-65 y.","no migration background","5996","0.712164616332954","0.702529972957348","0.721799259708561"
"No","2014","35-65 y.","direct migration background","1834","0.836283178167252","0.820660776961162","0.851905579373343"
"No","2014","35-65 y.","indirect migration background","385","0.710406600260811","0.670886261721763","0.749926938799859"
"No","2014","66 and older","no migration background","147","0.813496079911932","0.756274505307494","0.87071765451637"
"No","2014","66 and older","direct migration background","","","",""
"No","2014","66 and older","indirect migration background","","","",""
"Yes","2015","16-34 y.","no migration background","537","0.229839572106831","0.21306302315817","0.246616121055493"
"Yes","2015","16-34 y.","direct migration background","146","0.156892255442407","0.13616708975528","0.177617421129534"
"Yes","2015","16-34 y.","indirect migration background","78","0.172542642023604","0.140877935965973","0.204207348081236"
"Yes","2015","35-65 y.","no migration background","2422","0.289275508642325","0.27940899259318","0.29914202469147"
"Yes","2015","35-65 y.","direct migration background","312","0.153417454298975","0.138771580857204","0.168063327740747"
"Yes","2015","35-65 y.","indirect migration background","119","0.278723502463282","0.239422758215757","0.318024246710807"
"Yes","2015","66 and older","no migration background","37","0.185582472023097","0.129101204972645","0.242063739073549"
"Yes","2015","66 and older","direct migration background","","","",""
"Yes","2015","66 and older","indirect migration background","","","",""
"No","2015","16-34 y.","no migration background","1879","0.770160427893169","0.753383878944507","0.78693697684183"
"No","2015","16-34 y.","direct migration background","1037","0.843107744557593","0.822382578870466","0.86383291024472"
"No","2015","16-34 y.","indirect migration background","469","0.827457357976396","0.795792651918764","0.859122064034027"
"No","2015","35-65 y.","no migration background","5691","0.710724491357675","0.70085797530853","0.72059100740682"
"No","2015","35-65 y.","direct migration background","2014","0.846582545701025","0.831936672259253","0.861228419142796"
"No","2015","35-65 y.","indirect migration background","381","0.721276497536719","0.681975753289193","0.760577241784244"
"No","2015","66 and older","no migration background","145","0.814417527976903","0.757936260926451","0.870898795027355"
"No","2015","66 and older","direct migration background","","","",""
"No","2015","66 and older","indirect migration background","","","",""
"Yes","2016","16-34 y.","no migration background","500","0.2331869945361","0.215387185230046","0.250986803842154"
"Yes","2016","16-34 y.","direct migration background","147","0.165429341793089","0.143687842519665","0.187170841066514"
"Yes","2016","16-34 y.","indirect migration background","97","0.239600035840552","0.202948370489647","0.276251701191456"
"Yes","2016","35-65 y.","no migration background","2272","0.290076936095303","0.279901916978926","0.300251955211679"
"Yes","2016","35-65 y.","direct migration background","330","0.145819056405874","0.1312233440484","0.160414768763349"
"Yes","2016","35-65 y.","indirect migration background","115","0.251063288769523","0.21278620895199","0.289340368587056"
"Yes","2016","66 and older","no migration background","38","0.201796129741431","0.145027186798315","0.258565072684546"
"Yes","2016","66 and older","direct migration background","","","",""
"Yes","2016","66 and older","indirect migration background","","","",""
"No","2016","16-34 y.","no migration background","1668","0.7668130054639","0.749013196157846","0.784612814769954"
"No","2016","16-34 y.","direct migration background","975","0.834570658206911","0.812829158933486","0.856312157480335"
"No","2016","16-34 y.","indirect migration background","424","0.760399964159448","0.723748298808544","0.797051629510353"
"No","2016","35-65 y.","no migration background","5369","0.709923063904697","0.699748044788321","0.720098083021074"
"No","2016","35-65 y.","direct migration background","1916","0.854180943594126","0.839585231236651","0.8687766559516"
"No","2016","35-65 y.","indirect migration background","378","0.748936711230477","0.710659631412944","0.78721379104801"
"No","2016","66 and older","no migration background","154","0.79820387025857","0.741434927315454","0.854972813201685"
"No","2016","66 and older","direct migration background","","","",""
"No","2016","66 and older","indirect migration background","","","",""
"Yes","2017","16-34 y.","no migration background","642","0.239425303652591","0.223344030970846","0.255506576334335"
"Yes","2017","16-34 y.","direct migration background","130","0.141060717769182","0.121833364617339","0.160288070921025"
"Yes","2017","16-34 y.","indirect migration background","101","0.194277958002982","0.161625722029089","0.226930193976876"
"Yes","2017","35-65 y.","no migration background","2634","0.286246628978058","0.276835299031496","0.29565795892462"
"Yes","2017","35-65 y.","direct migration background","338","0.173404633447102","0.158041933305888","0.188767333588316"
"Yes","2017","35-65 y.","indirect migration background","132","0.267759860036483","0.230482259504967","0.305037460567999"
"Yes","2017","66 and older","no migration background","44","0.181341385418166","0.13088409039473","0.231798680441602"
"Yes","2017","66 and older","direct migration background","","","",""
"Yes","2017","66 and older","indirect migration background","","","",""
"No","2017","16-34 y.","no migration background","2063","0.760574696347409","0.744493423665665","0.776655969029154"
"No","2017","16-34 y.","direct migration background","1129","0.858939282230818","0.839711929078975","0.878166635382661"
"No","2017","16-34 y.","indirect migration background","463","0.805722041997018","0.773069806023124","0.838374277970911"
"No","2017","35-65 y.","no migration background","6227","0.713753371021942","0.70434204107538","0.723164700968504"
"No","2017","35-65 y.","direct migration background","1995","0.826595366552898","0.811232666411684","0.841958066694112"
"No","2017","35-65 y.","indirect migration background","410","0.732240139963517","0.694962539432001","0.769517740495033"
"No","2017","66 and older","no migration background","180","0.818658614581834","0.768201319558398","0.869115909605271"
"No","2017","66 and older","direct migration background","","","",""
"No","2017","66 and older","indirect migration background","","","",""
"Yes","2018","16-34 y.","no migration background","622","0.247283437077351","0.230797982865393","0.263768891289309"
"Yes","2018","16-34 y.","direct migration background","146","0.151515844002943","0.132151352522095","0.170880335483791"
"Yes","2018","16-34 y.","indirect migration background","102","0.194167027638381","0.161694139154334","0.226639916122428"
"Yes","2018","35-65 y.","no migration background","2455","0.295276408962904","0.285355142452862","0.305197675472946"
"Yes","2018","35-65 y.","direct migration background","368","0.19716403607489","0.181095367447748","0.213232704702031"
"Yes","2018","35-65 y.","indirect migration background","131","0.237588646058735","0.201658314288321","0.273518977829149"
"Yes","2018","66 and older","no migration background","44","0.182682959461142","0.131506489046633","0.23385942987565"
"Yes","2018","66 and older","direct migration background","","","",""
"Yes","2018","66 and older","indirect migration background","","","",""
"No","2018","16-34 y.","no migration background","2009","0.752716562922649","0.736231108710691","0.769202017134608"
"No","2018","16-34 y.","direct migration background","1171","0.848484155997057","0.829119664516209","0.867848647477905"
"No","2018","16-34 y.","indirect migration background","468","0.805832972361619","0.773360083877571","0.838305860845666"
"No","2018","35-65 y.","no migration background","5666","0.704723591037096","0.694802324527054","0.714644857547138"
"No","2018","35-65 y.","direct migration background","1987","0.80283596392511","0.786767295297969","0.818904632552252"
"No","2018","35-65 y.","indirect migration background","408","0.762411353941265","0.726481022170851","0.798341685711679"
"No","2018","66 and older","no migration background","175","0.817317040538858","0.76614057012435","0.868493510953367"
"No","2018","66 and older","direct migration background","35","0.945945387966149","0.874976958092324","1.01691381783998"
"No","2018","66 and older","indirect migration background","","","",""
"Yes","2019","16-34 y.","no migration background","608","0.253357755879882","0.236389906647316","0.270325605112448"
"Yes","2019","16-34 y.","direct migration background","117","0.161147895007402","0.140143272667343","0.182152517347461"
"Yes","2019","16-34 y.","indirect migration background","114","0.215230031064327","0.180141482397241","0.250318579731413"
"Yes","2019","35-65 y.","no migration background","2362","0.291805433033214","0.281845769550512","0.301765096515916"
"Yes","2019","35-65 y.","direct migration background","349","0.187331624763881","0.171045940007239","0.203617309520522"
"Yes","2019","35-65 y.","indirect migration background","131","0.246271575601902","0.209695333971946","0.282847817231858"
"Yes","2019","66 and older","no migration background","49","0.207339303339706","0.158893469998394","0.255785136681018"
"Yes","2019","66 and older","direct migration background","","","",""
"Yes","2019","66 and older","indirect migration background","","","",""
"No","2019","16-34 y.","no migration background","1916","0.746642244120118","0.729674394887552","0.763610093352684"
"No","2019","16-34 y.","direct migration background","1060","0.838852104992598","0.817847482652539","0.859856727332657"
"No","2019","16-34 y.","indirect migration background","413","0.784769968935673","0.749681420268587","0.819858517602759"
"No","2019","35-65 y.","no migration background","5641","0.708194566966786","0.698234903484084","0.718154230449488"
"No","2019","35-65 y.","direct migration background","1856","0.812668375236119","0.796382690479478","0.828954059992761"
"No","2019","35-65 y.","indirect migration background","402","0.753728424398098","0.717152182768142","0.790304666028054"
"No","2019","66 and older","no migration background","220","0.792660696660294","0.744214863318982","0.841106530001606"
"No","2019","66 and older","direct migration background","31","0.820955995879301","0.695717837969035","0.946194153789566"
"No","2019","66 and older","indirect migration background","","","",""
