"pgoeffd","year","e11102","migback","n","percent","lower_confidence","upper_confidence","value"
"Yes","2013","Not Employed","indirect migration background","79","0.156985181532203","0.126855051106476","0.18711531195793","1"
"Yes","2013","Employed","no migration background","3252","0.272831840583061","0.264810865257087","0.280852815909035","1"
"Yes","2013","Employed","direct migration background","220","0.165854073066219","0.146542184520404","0.185165961612035","1"
"Yes","2013","Employed","indirect migration background","140","0.197902845025752","0.169196907329772","0.226608782721732","1"
"No","2014","Not Employed","no migration background","242","0.779297132428317","0.733786981420065","0.82480728343657","2"
"No","2014","Not Employed","direct migration background","162","0.777535446985065","0.717112360432155","0.837958533537975","2"
"No","2014","Not Employed","indirect migration background","64","0.797438788794587","0.709368399011429","0.885509178577746","2"
"No","2014","Employed","no migration background","7912","0.725285245502405","0.716918167244915","0.733652323759894","2"
"No","2014","Employed","direct migration background","2417","0.82905459386636","0.815204198277735","0.842904989454985","2"
"No","2014","Employed","indirect migration background","858","0.775965864705023","0.750830279355501","0.801101450054546","2"
"Yes","2014","Not Employed","no migration background","77","0.220702867571683","0.17519271656343","0.266213018579935","1"
"Yes","2014","Not Employed","direct migration background","20","","","","1"
"Yes","2014","Not Employed","indirect migration background","16","","","","1"
"Yes","2014","Employed","no migration background","3021","0.274714754497595","0.266347676240106","0.283081832755085","1"
"Yes","2014","Employed","direct migration background","421","0.17094540613364","0.157095010545015","0.184795801722265","1"
"Yes","2014","Employed","indirect migration background","199","0.224034135294977","0.198898549945454","0.2491697206445","1"
"No","2015","Not Employed","no migration background","228","0.710101826138375","0.659014893054676","0.761188759222074","2"
"No","2015","Not Employed","direct migration background","957","0.887340868833638","0.868325083164145","0.906356654503131","2"
"No","2015","Not Employed","indirect migration background","61","0.701324755661325","0.596335257625298","0.806314253697351","2"
"No","2015","Employed","no migration background","7487","0.729271332638153","0.720734905398432","0.737807759877875","2"
"No","2015","Employed","direct migration background","2117","0.838847212572529","0.824350415418512","0.853344009726546","2"
"No","2015","Employed","indirect migration background","789","0.794066053445778","0.768670311880257","0.819461795011298","2"
"Yes","2015","Not Employed","no migration background","75","0.289898173861625","0.238811240777926","0.340985106945324","1"
"Yes","2015","Not Employed","direct migration background","105","0.112659131166362","0.0936433454968695","0.131674916835855","1"
"Yes","2015","Not Employed","indirect migration background","12","","","","1"
"Yes","2015","Employed","no migration background","2921","0.270728667361847","0.262192240122125","0.279265094601568","1"
"Yes","2015","Employed","direct migration background","354","0.161152787427471","0.146655990273454","0.175649584581488","1"
"Yes","2015","Employed","indirect migration background","185","0.205933946554222","0.180538204988702","0.231329688119743","1"
"No","2016","Not Employed","no migration background","173","0.718429869307775","0.661289230172099","0.775570508443452","2"
"No","2016","Not Employed","direct migration background","511","0.901934237679727","0.8774331132233","0.926435362136154","2"
"No","2016","Not Employed","indirect migration background","49","0.906656153764598","0.829773051480308","0.983539256048887","2"
"No","2016","Employed","no migration background","7018","0.72701462626171","0.718177771650968","0.735851480872453","2"
"No","2016","Employed","direct migration background","2398","0.848194166154133","0.834952628516117","0.861435703792149","2"
"No","2016","Employed","indirect migration background","753","0.748486477601102","0.721025788169302","0.775947167032903","2"
"Yes","2016","Not Employed","no migration background","65","0.281570130692225","0.224429491556548","0.338710769827901","1"
"Yes","2016","Not Employed","direct migration background","55","0.0980657623202732","0.0735646378638463","0.1225668867767","1"
"Yes","2016","Employed","no migration background","2745","0.27298537373829","0.264148519127547","0.281822228349032","1"
"Yes","2016","Not Employed","indirect migration background","6","","","","1"
"Yes","2016","Employed","direct migration background","423","0.151805833845867","0.138564296207851","0.165047371483883","1"
"Yes","2016","Employed","indirect migration background","206","0.251513522398898","0.224052832967097","0.278974211830698","1"
"No","2017","Not Employed","no migration background","209","0.739534262135299","0.688846128730515","0.790222395540084","2"
"No","2017","Not Employed","direct migration background","712","0.850309325699264","0.825272075278745","0.875346576119782","2"
"No","2017","Not Employed","indirect migration background","41","0.897430764752194","0.813335387277202","0.981526142227185","2"
"No","2017","Employed","no migration background","8261","0.728832003949153","0.720707546983227","0.73695646091508","2"
"No","2017","Employed","direct migration background","2441","0.838283514050232","0.824751703606857","0.851815324493607","2"
"No","2017","Employed","indirect migration background","832","0.770922084926197","0.745587869926273","0.796256299926121","2"
"Yes","2017","Not Employed","no migration background","79","0.260465737864701","0.209777604459916","0.311153871269485","1"
"Yes","2017","Not Employed","direct migration background","68","0.149690674300736","0.124653423880218","0.174727924721255","1"
"Yes","2017","Employed","no migration background","3241","0.271167996050847","0.26304353908492","0.279292453016773","1"
"Yes","2017","Not Employed","indirect migration background","9","","","","1"
"Yes","2017","Employed","indirect migration background","225","0.229077915073803","0.203743700073879","0.254412130073727","1"
"Yes","2017","Employed","direct migration background","403","0.161716485949768","0.148184675506394","0.175248296393143","1"
"No","2018","Not Employed","no migration background","164","0.742682985991979","0.684384509652661","0.800981462331297","2"
"No","2018","Not Employed","direct migration background","693","0.918401695798125","0.899165676787016","0.937637714809233","2"
"No","2018","Not Employed","indirect migration background","44","0.889467208823427","0.802556432682686","0.976377984964167","2"
"No","2018","Employed","no migration background","7686","0.720194040731527","0.711710129314173","0.728677952148882","2"
"No","2018","Employed","direct migration background","2500","0.813846116774553","0.799759741396754","0.827932492152352","2"
"No","2018","Employed","indirect migration background","832","0.7825842162226","0.75775252865335","0.80741590379185","2"
"Yes","2018","Not Employed","no migration background","52","0.257317014008021","0.199018537668703","0.315615490347339","1"
"Yes","2018","Not Employed","direct migration background","85","0.0815983042018752","0.0623622851907667","0.100834323212984","1"
"Yes","2018","Not Employed","indirect migration background","6","","","","1"
"Yes","2018","Employed","no migration background","3069","0.279805959268473","0.271322047851118","0.288289870685827","1"
"Yes","2018","Employed","direct migration background","433","0.186153883225447","0.172067507847648","0.200240258603246","1"
"Yes","2018","Employed","indirect migration background","228","0.2174157837774","0.19258409620815","0.24224747134665","1"
"No","2019","Not Employed","no migration background","298","0.756007774471261","0.713217631898854","0.798797917043668","2"
"No","2019","Not Employed","direct migration background","525","0.811770597804989","0.7799857296063","0.843555466003678","2"
"No","2019","Not Employed","indirect migration background","43","0.831588542511804","0.732686146715919","0.930490938307689","2"
"No","2019","Employed","no migration background","7479","0.71953959514651","0.710909676259104","0.728169514033917","2"
"No","2019","Employed","direct migration background","2422","0.819770106335803","0.805625923064401","0.833914289607206","2"
"No","2019","Employed","indirect migration background","775","0.769689561187629","0.743710878964735","0.795668243410523","2"
"Yes","2019","Not Employed","no migration background","89","0.243992225528739","0.201202082956332","0.286782368101146","1"
"Yes","2019","Not Employed","direct migration background","56","0.188229402195011","0.156444533996322","0.2200142703937","1"
"Yes","2019","Not Employed","indirect migration background","12","","","","1"
"Yes","2019","Employed","direct migration background","415","0.180229893664197","0.166085710392794","0.194374076935599","1"
"Yes","2019","Employed","no migration background","2930","0.280460404853489","0.271830485966083","0.289090323740896","1"
"Yes","2019","Employed","indirect migration background","234","0.230310438812371","0.204331756589477","0.256289121035265","1"
