"pgoeffd","year","hgtyp1hh","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Yes","2017","Couple + C. LE 16 ","Urban Area","706","0.251659092457468","0.236320638495192","0.266997546419744","1"
"No","2018","(Married) couple without C. ","Rural Area","954","0.733371651322262","0.70935249108355","0.757390811560974","2"
"No","2018","(Married) couple without C. ","Urban Area","1646","0.708435778554164","0.689878075906497","0.726993481201831","2"
"No","2018","1-pers.-HH","Rural Area","524","0.743435557502039","0.710682063374647","0.776189051629431","2"
"No","2018","Couple + C. GT 16 ","Urban Area","955","0.772923104039665","0.749927351961242","0.795918856118088","2"
"No","2018","1-pers.-HH","Urban Area","1177","0.717307845443925","0.695019145882729","0.739596545005121","2"
"No","2018","Couple + C. LE 16 ","Rural Area","1254","0.770154264393762","0.749729296791125","0.790579231996399","2"
"No","2018","Couple + C. GT 16 ","Rural Area","559","0.795883923492056","0.766645757122649","0.825122089861462","2"
"No","2018","Couple + C. LE 16 ","Urban Area","2183","0.738986684641827","0.72285693091036","0.755116438373295","2"
"No","2018","Couple + C. LE and GT 16","Rural Area","422","0.769759037967442","0.734086016595328","0.805432059339556","2"
"No","2018","Couple + C. LE and GT 16","Urban Area","788","0.768707993615776","0.742869256434819","0.794546730796733","2"
"No","2018","Single parent ","Rural Area","370","0.776480126571755","0.73913298340255","0.81382726974096","2"
"No","2018","Single parent ","Urban Area","689","0.745219832486613","0.717275118793049","0.773164546180177","2"
"Yes","2018","(Married) couple without C. ","Rural Area","348","0.266628348677738","0.242609188439027","0.29064750891645","1"
"Yes","2018","(Married) couple without C. ","Urban Area","658","0.291564221445836","0.273006518798169","0.310121924093503","1"
"Yes","2018","1-pers.-HH","Rural Area","159","0.256564442497961","0.223810948370569","0.289317936625353","1"
"Yes","2018","1-pers.-HH","Urban Area","391","0.282692154556075","0.260403454994879","0.304980854117272","1"
"Yes","2018","Couple + C. GT 16 ","Rural Area","171","0.204116076507944","0.174877910138538","0.233354242877351","1"
"Yes","2018","Couple + C. GT 16 ","Urban Area","320","0.227076895960335","0.204081143881912","0.250072648038758","1"
"Yes","2018","Couple + C. LE 16 ","Rural Area","376","0.229845735606238","0.209420768003601","0.250270703208875","1"
"Yes","2018","Couple + C. LE 16 ","Urban Area","665","0.261013315358173","0.244883561626705","0.27714306908964","1"
"Yes","2018","Couple + C. LE and GT 16","Rural Area","113","0.230240962032558","0.194567940660444","0.265913983404672","1"
"Yes","2018","Couple + C. LE and GT 16","Urban Area","235","0.231292006384224","0.205453269203267","0.257130743565181","1"
"Yes","2018","Single parent ","Rural Area","108","0.223519873428245","0.18617273025904","0.26086701659745","1"
"Yes","2018","Single parent ","Urban Area","245","0.254780167513387","0.226835453819823","0.282724881206951","1"
"No","2019","(Married) couple without C. ","Rural Area","964","0.73432801418752","0.710178163137538","0.758477865237502","2"
"No","2019","(Married) couple without C. ","Urban Area","1534","0.705401467088506","0.686001042896532","0.72480189128048","2"
"No","2019","1-pers.-HH","Rural Area","514","0.742187165173206","0.709064926930168","0.775309403416244","2"
"No","2019","1-pers.-HH","Urban Area","1038","0.724329730357732","0.700667758765272","0.747991701950191","2"
"No","2019","Couple + C. GT 16 ","Urban Area","878","0.755355799159466","0.730818066237427","0.779893532081505","2"
"No","2019","Couple + C. LE 16 ","Rural Area","1114","0.741087865358641","0.718664945764012","0.763510784953271","2"
"No","2019","Couple + C. LE 16 ","Urban Area","1897","0.762850072261574","0.746021707924272","0.779678436598876","2"
"No","2019","Couple + C. LE and GT 16","Rural Area","427","0.770357990327466","0.734817049641645","0.805898931013287","2"
"No","2019","Couple + C. GT 16 ","Rural Area","515","0.786191578124325","0.755511064154177","0.816872092094474","2"
"No","2019","Couple + C. LE and GT 16","Urban Area","778","0.785288346654055","0.759863601133697","0.810713092174414","2"
"No","2019","Single parent ","Rural Area","343","0.795089188960495","0.757502282065783","0.832676095855206","2"
"No","2019","Single parent ","Urban Area","615","0.71842955760133","0.687831442618498","0.749027672584161","2"
"Yes","2019","(Married) couple without C. ","Rural Area","321","0.26567198581248","0.241522134762498","0.289821836862462","1"
"Yes","2019","(Married) couple without C. ","Urban Area","587","0.294598532911494","0.275198108719519","0.313998957103468","1"
"Yes","2019","1-pers.-HH","Rural Area","156","0.257812834826794","0.224690596583756","0.290935073069832","1"
"Yes","2019","1-pers.-HH","Urban Area","332","0.275670269642268","0.252008298049809","0.299332241234728","1"
"Yes","2019","Couple + C. GT 16 ","Rural Area","171","0.213808421875674","0.183127907905526","0.244488935845823","1"
"Yes","2019","Couple + C. GT 16 ","Urban Area","301","0.244644200840534","0.220106467918495","0.269181933762573","1"
"Yes","2019","Couple + C. LE 16 ","Rural Area","352","0.258912134641359","0.236489215046729","0.281335054235988","1"
"Yes","2019","Couple + C. LE 16 ","Urban Area","557","0.237149927738426","0.220321563401124","0.253978292075728","1"
"Yes","2019","Couple + C. LE and GT 16","Rural Area","111","0.229642009672534","0.194101068986713","0.265182950358355","1"
"Yes","2019","Couple + C. LE and GT 16","Urban Area","224","0.214711653345945","0.189286907825586","0.240136398866303","1"
"Yes","2019","Single parent ","Rural Area","100","0.204910811039506","0.167323904144794","0.242497717934217","1"
"Yes","2019","Single parent ","Urban Area","215","0.28157044239867","0.250972327415839","0.312168557381502","1"
