"pgoeffd","year","bula_h","regtyp","n","percent","lower_confidence","upper_confidence"
"Yes","2000","Berlin","Urban Area","142","0.300825585862764","0.258732010185179","0.342919161540349"
"Yes","2000","Berlin","Rural Area","","","",""
"Yes","2000","Brandenburg","Urban Area","15","","",""
"Yes","2000","Brandenburg","Rural Area","153","0.286933972503571","0.24744383178764","0.326424113219502"
"Yes","2000","Mecklenburg-Western Pomerania","Urban Area","14","","",""
"Yes","2000","Mecklenburg-Western Pomerania","Rural Area","86","0.279119128616557","0.227041378650752","0.331196878582362"
"Yes","2000","Saxony","Urban Area","120","0.2526721175157","0.213260532279166","0.292083702752234"
"Yes","2000","Saxony","Rural Area","139","0.262848975519993","0.224758114518577","0.300939836521408"
"Yes","2000","Saxony-Anhalt","Urban Area","40","0.286046261590678","0.212235443469192","0.359857079712165"
"Yes","2000","Saxony-Anhalt","Rural Area","112","0.241239332808062","0.200076950036204","0.28240171557992"
"Yes","2000","Thuringia","Urban Area","40","0.256964804744896","0.188614606334696","0.325315003155097"
"Yes","2000","Thuringia","Rural Area","91","0.220056683391967","0.180293708809707","0.259819657974226"
"No","2000","Schleswig-Holstein","Urban Area","130","0.776696727226798","0.713908529042757","0.839484925410838"
"No","2000","Schleswig-Holstein","Rural Area","197","0.770048127645261","0.718601259852976","0.821494995437546"
"No","2000","Hamburg","Urban Area","126","0.724168175158463","0.6575692924525","0.790767057864425"
"No","2000","Hamburg","Rural Area","","","",""
"No","2000","Lower Saxony","Urban Area","423","0.725574450932843","0.689133465622196","0.762015436243491"
"No","2000","Lower Saxony","Rural Area","451","0.749530711241211","0.714774463605273","0.784286958877148"
"No","2000","Bremen","Urban Area","78","0.743853617876569","0.658725063772442","0.828982171980697"
"No","2000","Bremen","Rural Area","","","",""
"No","2000","North Rhine-Westphalia","Urban Area","2151","0.759601034824213","0.743945339998186","0.775256729650239"
"No","2000","North Rhine-Westphalia","Rural Area","59","0.802234972131043","0.710230828897468","0.894239115364619"
"No","2000","Hesse","Urban Area","639","0.801220797955173","0.773374262623379","0.829067333286967"
"No","2000","Hesse","Rural Area","124","0.668489076747428","0.600283697953472","0.736694455541383"
"No","2000","Rhineland-Palatinate,Saarland","Urban Area","451","0.785806326689717","0.752532500214013","0.819080153165421"
"No","2000","Rhineland-Palatinate,Saarland","Rural Area","142","0.743567510644899","0.683200900461389","0.803934120828408"
"No","2000","Baden-Württemberg","Urban Area","1275","0.797536934906342","0.777666457359379","0.817407412453304"
"No","2000","Baden-Württemberg","Rural Area","138","0.834746695202307","0.779079099206992","0.890414291197622"
"No","2000","Bavaria","Urban Area","750","0.789679455322941","0.763966576511794","0.815392334134088"
"No","2000","Bavaria","Rural Area","849","0.78484858594511","0.760442440582124","0.809254731308096"
"No","2000","Berlin","Urban Area","314","0.699174414137236","0.657080838459651","0.741267989814821"
"No","2000","Berlin","Rural Area","","","",""
"No","2000","Brandenburg","Urban Area","30","0.662975991592727","0.524867254267173","0.801084728918281"
"No","2000","Brandenburg","Rural Area","351","0.713066027496429","0.673575886780498","0.75255616821236"
"No","2000","Mecklenburg-Western Pomerania","Urban Area","33","0.761532393711211","0.639701326327971","0.883363461094452"
"No","2000","Mecklenburg-Western Pomerania","Rural Area","199","0.720880871383443","0.668803121417638","0.772958621349248"
"No","2000","Saxony","Urban Area","347","0.7473278824843","0.707916297247766","0.786739467720834"
"No","2000","Saxony","Rural Area","374","0.737151024480007","0.699060163478592","0.775241885481423"
"No","2000","Saxony-Anhalt","Urban Area","104","0.713953738409322","0.640142920287835","0.787764556530808"
"No","2000","Saxony-Anhalt","Rural Area","303","0.758760667191938","0.71759828442008","0.799923049963796"
"No","2000","Thuringia","Urban Area","117","0.743035195255104","0.674684996844903","0.811385393665304"
"No","2000","Thuringia","Rural Area","326","0.779943316608033","0.740180342025774","0.819706291190293"
"Yes","2001","Schleswig-Holstein","Urban Area","35","0.22221783721531","0.15634280761787","0.288092866812751"
"Yes","2001","Schleswig-Holstein","Rural Area","47","0.228296346946204","0.171117199260726","0.285475494631682"
"Yes","2001","Hamburg","Urban Area","36","0.237208016540187","0.169135751334769","0.305280281745605"
"Yes","2001","Hamburg","Rural Area","","","",""
"Yes","2001","Lower Saxony","Urban Area","139","0.286908018074562","0.24694027186701","0.326875764282114"
"Yes","2001","Lower Saxony","Rural Area","117","0.240557064825424","0.202634752455539","0.27847937719531"
"Yes","2001","Bremen","Urban Area","21","","",""
"Yes","2001","Bremen","Rural Area","","","",""
"Yes","2001","North Rhine-Westphalia","Urban Area","610","0.241885096629913","0.224900809088321","0.258869384171506"
"Yes","2001","North Rhine-Westphalia","Rural Area","17","","",""
"Yes","2001","Hesse","Urban Area","128","0.20906083087347","0.177967067877001","0.24015459386994"
"Yes","2001","Hesse","Rural Area","49","0.304910513545147","0.232435417180382","0.377385609909911"
"Yes","2001","Rhineland-Palatinate,Saarland","Urban Area","111","0.203948013907718","0.168665486838324","0.239230540977112"
"Yes","2001","Rhineland-Palatinate,Saarland","Rural Area","56","0.263806863575484","0.19995677948972","0.327656947661247"
"Yes","2001","Baden-Württemberg","Urban Area","269","0.209905667366579","0.188125478558714","0.231685856174443"
"Yes","2001","Baden-Württemberg","Rural Area","27","","",""
"Yes","2001","Bavaria","Urban Area","187","0.216934445068374","0.189242935653095","0.244625954483652"
"Yes","2001","Bavaria","Rural Area","196","0.206221922223583","0.180035245382123","0.232408599065044"
"Yes","2001","Berlin","Urban Area","119","0.287831923912698","0.244583750041275","0.331080097784122"
"Yes","2001","Berlin","Rural Area","","","",""
"Yes","2001","Brandenburg","Urban Area","19","","",""
"Yes","2001","Brandenburg","Rural Area","140","0.293127555426412","0.251023515414373","0.335231595438452"
"Yes","2001","Mecklenburg-Western Pomerania","Urban Area","11","","",""
"Yes","2001","Mecklenburg-Western Pomerania","Rural Area","78","0.289736096753982","0.233048021453511","0.346424172054453"
"Yes","2001","Saxony","Urban Area","102","0.239325072108829","0.198125459429217","0.280524684788441"
"Yes","2001","Saxony","Rural Area","112","0.236086718044796","0.196585142877093","0.275588293212499"
"Yes","2001","Saxony-Anhalt","Urban Area","40","0.273839717084534","0.198054109794466","0.349625324374602"
"Yes","2001","Saxony-Anhalt","Rural Area","99","0.245460141893678","0.201490212809394","0.289430070977963"
"Yes","2001","Thuringia","Urban Area","44","0.343081066870301","0.266337198060682","0.419824935679921"
"Yes","2001","Thuringia","Rural Area","79","0.241862420112927","0.196545619552647","0.287179220673208"
"No","2001","Schleswig-Holstein","Urban Area","118","0.77778216278469","0.711907133187249","0.84365719238213"
"No","2001","Schleswig-Holstein","Rural Area","160","0.771703653053796","0.714524505368318","0.828882800739274"
"No","2001","Hamburg","Urban Area","114","0.762791983459813","0.694719718254395","0.83086424866523"
"No","2001","Hamburg","Rural Area","","","",""
"No","2001","Lower Saxony","Urban Area","353","0.713091981925438","0.673124235717886","0.753059728132989"
"No","2001","Lower Saxony","Rural Area","371","0.759442935174576","0.72152062280469","0.797365247544461"
"No","2001","Bremen","Urban Area","60","0.716636678573941","0.618501003363566","0.814772353784317"
"No","2001","Bremen","Rural Area","","","",""
"No","2001","North Rhine-Westphalia","Urban Area","1832","0.758114903370087","0.741130615828494","0.775099190911679"
"No","2001","North Rhine-Westphalia","Rural Area","46","0.75056005902447","0.64371522255106","0.85740489549788"
"No","2001","Hesse","Urban Area","529","0.79093916912653","0.75984540613006","0.822032932123"
"No","2001","Hesse","Rural Area","106","0.695089486454853","0.622614390090089","0.767564582819617"
"No","2001","Rhineland-Palatinate,Saarland","Urban Area","390","0.796051986092282","0.760769459022888","0.831334513161676"
"No","2001","Rhineland-Palatinate,Saarland","Rural Area","127","0.736193136424516","0.672343052338752","0.80004322051028"
"No","2001","Baden-Württemberg","Urban Area","1074","0.790094332633422","0.768314143825557","0.811874521441286"
"No","2001","Baden-Württemberg","Rural Area","105","0.79455870289016","0.725635096422498","0.863482309357822"
"No","2001","Bavaria","Urban Area","664","0.783065554931626","0.755374045516348","0.810757064346905"
"No","2001","Bavaria","Rural Area","721","0.793778077776417","0.767591400934956","0.819964754617877"
"No","2001","Berlin","Urban Area","302","0.712168076087302","0.668919902215878","0.755416249958725"
"No","2001","Berlin","Rural Area","","","",""
"No","2001","Brandenburg","Urban Area","24","","",""
"No","2001","Brandenburg","Rural Area","309","0.706872444573588","0.664768404561548","0.748976484585627"
"No","2001","Mecklenburg-Western Pomerania","Urban Area","29","","",""
"No","2001","Mecklenburg-Western Pomerania","Rural Area","168","0.710263903246018","0.653575827945547","0.766951978546489"
"No","2001","Saxony","Urban Area","310","0.760674927891171","0.719475315211559","0.801874540570783"
"No","2001","Saxony","Rural Area","332","0.763913281955204","0.724411706787501","0.803414857122907"
"No","2001","Saxony-Anhalt","Urban Area","93","0.726160282915466","0.650374675625398","0.801945890205534"
"No","2001","Saxony-Anhalt","Rural Area","269","0.754539858106322","0.710569929022037","0.798509787190606"
"No","2001","Thuringia","Urban Area","103","0.656918933129699","0.580175064320079","0.733662801939318"
"No","2001","Thuringia","Rural Area","264","0.758137579887073","0.712820779326792","0.803454380447353"
"Yes","2002","Schleswig-Holstein","Urban Area","51","0.271391294426165","0.206964328371814","0.335818260480517"
"Yes","2002","Schleswig-Holstein","Rural Area","67","0.228671416755076","0.176507034176859","0.280835799333293"
"Yes","2002","Hamburg","Urban Area","50","0.230889186614189","0.17292011732999","0.288858255898388"
"Yes","2002","Hamburg","Rural Area","","","",""
"Yes","2002","Lower Saxony","Urban Area","158","0.280779950065397","0.243560665853126","0.317999234277668"
"Yes","2002","Lower Saxony","Rural Area","148","0.263611506070728","0.227152708728704","0.300070303412753"
"Yes","2002","Bremen","Urban Area","34","0.391880521981484","0.297143593287362","0.486617450675607"
"Yes","2002","Bremen","Rural Area","","","",""
"Yes","2002","North Rhine-Westphalia","Urban Area","718","0.230546485492665","0.214796171788763","0.246296799196567"
"Yes","2002","North Rhine-Westphalia","Rural Area","17","","",""
"Yes","2002","Hesse","Urban Area","182","0.20835494128381","0.180808087222489","0.235901795345132"
"Yes","2002","Hesse","Rural Area","58","0.287177350857277","0.220143386461683","0.354211315252871"
"Yes","2002","Rhineland-Palatinate,Saarland","Urban Area","128","0.192109383094931","0.15939256463388","0.224826201555982"
"Yes","2002","Rhineland-Palatinate,Saarland","Rural Area","63","0.252928789909031","0.193278420085793","0.312579159732268"
"Yes","2002","Baden-Württemberg","Urban Area","332","0.208363065598365","0.188202698919694","0.228523432277036"
"Yes","2002","Baden-Württemberg","Rural Area","32","0.16642613738563","0.107408042443138","0.225444232328121"
"Yes","2002","Bavaria","Urban Area","222","0.208332110544068","0.183186403471523","0.233477817616613"
"Yes","2002","Bavaria","Rural Area","253","0.225782267760554","0.199842905600166","0.251721629920942"
"Yes","2002","Berlin","Urban Area","147","0.320001291175563","0.278486091500337","0.361516490850789"
"Yes","2002","Berlin","Rural Area","","","",""
"Yes","2002","Brandenburg","Urban Area","17","","",""
"Yes","2002","Brandenburg","Rural Area","146","0.298425559201328","0.256565808666909","0.340285309735747"
"Yes","2002","Mecklenburg-Western Pomerania","Urban Area","18","","",""
"Yes","2002","Mecklenburg-Western Pomerania","Rural Area","70","0.228084478048324","0.176278416984079","0.279890539112568"
"Yes","2002","Saxony","Urban Area","111","0.203886511314265","0.166327107080944","0.241445915547586"
"Yes","2002","Saxony","Rural Area","126","0.237509262861133","0.199279449601655","0.275739076120611"
"Yes","2002","Saxony-Anhalt","Urban Area","42","0.28972411760015","0.214038317492534","0.365409917707767"
"Yes","2002","Saxony-Anhalt","Rural Area","96","0.189470707312379","0.149212651755177","0.229728762869581"
"Yes","2002","Thuringia","Urban Area","43","0.304148689989031","0.232187313083488","0.376110066894574"
"Yes","2002","Thuringia","Rural Area","87","0.255852517806836","0.210074210158668","0.301630825455004"
"No","2002","Schleswig-Holstein","Urban Area","132","0.728608705573835","0.664181739519483","0.793035671628186"
"No","2002","Schleswig-Holstein","Rural Area","182","0.771328583244924","0.719164200666707","0.823492965823141"
"No","2002","Hamburg","Urban Area","153","0.769110813385811","0.711141744101612","0.82707988267001"
"No","2002","Hamburg","Rural Area","","","",""
"No","2002","Lower Saxony","Urban Area","402","0.719220049934603","0.682000765722332","0.756439334146874"
"No","2002","Lower Saxony","Rural Area","413","0.736388493929272","0.699929696587247","0.772847291271296"
"No","2002","Bremen","Urban Area","68","0.608119478018516","0.513382549324394","0.702856406712638"
"No","2002","Bremen","Rural Area","","","",""
"No","2002","North Rhine-Westphalia","Urban Area","2029","0.769453514507335","0.753703200803433","0.785203828211237"
"No","2002","North Rhine-Westphalia","Rural Area","47","0.768807328603764","0.665518371383481","0.872096285824047"
"No","2002","Hesse","Urban Area","653","0.79164505871619","0.764098204654868","0.819191912777511"
"No","2002","Hesse","Rural Area","117","0.712822649142723","0.645788684747129","0.779856613538317"
"No","2002","Rhineland-Palatinate,Saarland","Urban Area","429","0.807890616905069","0.775173798444018","0.84060743536612"
"No","2002","Rhineland-Palatinate,Saarland","Rural Area","141","0.74707121009097","0.687420840267732","0.806721579914207"
"No","2002","Baden-Württemberg","Urban Area","1227","0.791636934401635","0.771476567722964","0.811797301080306"
"No","2002","Baden-Württemberg","Rural Area","121","0.83357386261437","0.774555767671879","0.892591957556862"
"No","2002","Bavaria","Urban Area","780","0.791667889455932","0.766522182383387","0.816813596528477"
"No","2002","Bavaria","Rural Area","745","0.774217732239446","0.748278370079058","0.800157094399834"
"No","2002","Berlin","Urban Area","338","0.679998708824437","0.638483509149211","0.721513908499663"
"No","2002","Berlin","Rural Area","","","",""
"No","2002","Brandenburg","Urban Area","24","","",""
"No","2002","Brandenburg","Rural Area","313","0.701574440798672","0.659714690264253","0.743434191333092"
